	Cux2_tdTpositive_cell_115	Cux2_tdTpositive_cell_123	Cux2_tdTnegative_cell_6	Gad2_tdTpositive_cell_10	Gad2_tdTpositive_cell_39	Nr5a1_tdTpositive_cell_49	Nr5a1_tdTpositive_cell_50	Nr5a1_tdTpositive_cell_51	Ntsr1_tdTnegative_cell_18	Ntsr1_tdTnegative_cell_45	Pvalb_tdTpositive_cell_81	Pvalb_tdTpositive_cell_86	PvalbF.Gad2_tdTpositive_cell_88	PvalbF.Gad2_tdTpositive_cell_89	PvalbF.Gad2_tdTpositive_cell_90	PvalbF.Gad2_tdTpositive_cell_91	PvalbF.Gad2_tdTpositive_cell_92	PvalbF.Gad2_tdTpositive_cell_94	Rbp4_tdTpositive_cell_102	Rbp4_tdTpositive_cell_181	Rbp4_tdTpositive_cell_182	Rbp4_tdTpositive_cell_186	Rbp4_tdTpositive_cell_187	Rbp4_tdTpositive_cell_188	Rbp4_tdTpositive_cell_190	Rbp4_tdTnegative_cell_12	Rbp4_tdTnegative_cell_19	Rbp4_tdTnegative_cell_21	Rbp4_tdTnegative_cell_23	Rorb_tdTpositive_cell_25	Rorb_tdTpositive_cell_47	Scnn1a.Tg2_tdTnegative_cell_17	Scnn1a.Tg3_tdTpositive_cell_95	Scnn1a.Tg3_tdTpositive_cell_100	Scnn1a.Tg3_tdTpositive_cell_101	Scnn1a.Tg3_tdTpositive_cell_102	Scnn1a.Tg3_tdTpositive_cell_105	Scnn1a.Tg3_tdTpositive_cell_106	Scnn1a.Tg3_tdTpositive_cell_108	Scnn1a.Tg3_tdTnegative_cell_2	Scnn1a.Tg3_tdTnegative_cell_8	Scnn1a.Tg3_tdTnegative_cell_12	Scnn1a.Tg3_tdTnegative_cell_21	Rbp4_CTX_10pg_1	Rbp4_CTX_10pg_2	Rbp4_CTX_10pg_3	Rbp4_CTX_10pg_4	Rbp4_CTX_10pg_5	Rbp4_CTX_10pg_6	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Scn8a	81.87	106.48	0.0	0.0	0.0	95.39	109.01	24.76	0.0	0.0	0.84	2.31	18.46	35.61	47.2	23.24	64.22	12.88	71.19	1.89	24.09	43.35	3.87	14.25	9.37	0.0	0.0	0.02	0.04	80.65	0.15	0.0	59.3	161.74	143.36	144.07	54.93	212.65	58.71	0.0	0.09	0.0	0.0	43.83	24.63	17.16	15.09	9.02	31.4	111.53	100.99	112.93
Sephs2	0.88	99.84	37.17	33.48	0.0	55.76	8.59	2.47	53.26	0.0	1.42	24.84	40.71	18.97	30.13	9.95	40.59	49.8	0.0	40.86	29.89	31.19	76.39	48.33	45.02	17.22	0.0	0.0	0.0	21.18	0.0	0.0	40.89	0.12	93.61	27.13	22.39	64.25	23.76	0.0	211.63	100.55	0.0	10.26	10.77	30.43	0.19	34.83	17.79	33.96	38.32	36.32
Slc12a5	5.54	258.95	0.08	0.0	0.0	350.97	414.03	62.98	0.0	0.0	0.0	1.6	27.74	39.41	21.34	2.62	45.26	7.2	57.27	66.27	69.43	40.54	3.86	25.29	16.64	0.0	0.0	0.0	0.0	28.07	0.07	0.0	60.53	83.41	206.13	150.28	110.76	247.3	252.21	0.0	0.34	0.0	0.0	28.98	14.06	1.11	44.17	39.83	32.04	303.65	314.89	318.33
Slc17a7	31.95	174.88	0.0	0.0	0.0	429.54	219.65	9.12	0.0	0.0	0.0	0.0	0.39	0.58	0.26	0.29	0.12	0.07	143.99	25.71	35.71	30.82	21.1	12.18	11.95	0.0	0.0	0.0	0.0	92.66	0.0	0.0	114.08	282.39	204.04	92.37	59.8	288.08	63.53	0.0	0.0	0.0	0.0	4.22	35.75	36.02	19.39	59.47	54.32	1060.92	1095.63	1130.72
Snap91	232.96	173.65	0.0	0.0	0.0	262.86	63.46	11.45	0.0	0.0	0.0	74.42	36.98	222.99	114.74	125.63	67.39	126.86	90.51	110.14	35.11	61.31	174.32	144.08	46.91	0.29	0.0	0.0	0.0	239.65	0.29	0.07	241.73	42.23	9.88	38.24	196.99	271.44	89.56	0.0	0.0	0.0	0.0	196.91	100.57	75.72	60.52	44.95	48.27	254.03	253.8	241.24
Spnb1	0.61	33.44	0.0	0.0	0.0	4.12	18.16	1.63	0.0	0.0	0.0	0.0	0.04	0.05	21.94	0.02	0.11	1.6	0.0	0.04	1.5	0.87	0.02	0.05	9.7	0.0	0.06	0.0	0.0	1.17	0.08	0.0	12.1	0.0	3.69	11.72	0.71	32.66	14.57	0.0	0.0	0.0	0.0	0.01	3.14	0.01	1.58	4.68	0.13	53.65	51.12	57.7
Spock1	27.87	99.71	0.0	3.2	0.0	112.78	447.04	3.37	0.0	0.0	0.0	79.67	52.06	86.8	56.63	26.3	75.51	46.14	192.77	109.81	85.23	81.13	51.87	64.53	103.67	5.63	0.0	0.0	0.0	127.54	0.27	6.07	143.12	416.92	179.65	62.97	84.48	237.36	97.07	0.0	0.22	0.14	0.0	17.24	41.73	134.05	73.68	27.85	51.98	143.7	145.55	144.61
Stxbp1	293.84	798.09	0.0	332.93	0.25	1002.17	673.75	125.37	0.0	0.0	0.0	248.81	197.04	49.36	175.74	70.42	133.77	23.2	406.49	235.15	161.9	301.87	187.76	114.45	174.75	0.19	417.92	0.0	0.0	453.88	1.49	0.0	646.76	332.73	520.83	258.82	318.76	797.56	534.24	0.0	0.0	0.0	0.0	350.11	561.74	429.82	260.86	397.83	254.53	685.86	704.66	673.08
Syn2	117.81	411.95	0.0	241.22	0.0	207.45	545.89	15.13	0.0	0.16	0.1	163.51	30.89	45.87	54.5	4.71	112.11	154.49	232.61	126.05	100.89	50.38	167.04	92.7	18.81	0.07	0.0	0.0	0.14	108.59	0.23	0.09	236.73	46.65	656.48	190.5	53.91	200.88	250.5	0.0	0.0	0.0	0.0	129.93	106.64	31.1	9.37	25.56	17.27	385.63	397.76	386.53
Syngr1	14.99	105.11	514.02	42.42	0.23	123.92	252.3	95.06	0.79	0.0	356.05	0.0	42.47	0.78	6.76	2.52	46.21	75.86	277.14	9.32	35.84	54.29	160.05	28.58	56.43	0.32	0.0	1.17	0.0	197.59	0.2	0.14	159.25	60.81	110.48	116.17	73.72	473.1	87.35	0.0	159.02	123.44	19.08	278.94	161.82	213.74	75.27	89.47	187.82	373.26	376.32	379.56
Syp	525.87	1764.96	0.0	420.69	0.0	1715.96	1856.78	111.76	0.0	0.0	0.0	303.62	109.27	127.97	361.28	80.61	136.42	239.4	784.36	411.86	225.68	347.83	181.16	149.53	389.47	0.0	0.0	0.07	0.0	246.6	2.01	0.0	1178.61	1054.57	1532.2	591.94	240.9	1063.15	821.82	0.0	0.0	0.0	0.0	777.96	927.59	337.16	335.08	423.29	416.8	1149.48	1186.08	1128.2
Syt1	423.82	1018.61	0.0	84.26	0.0	1318.87	1103.46	45.58	0.0	0.0	0.08	90.99	89.8	329.23	349.49	175.38	166.07	494.57	604.58	416.28	310.26	335.44	194.13	240.72	244.26	0.0	0.14	0.19	0.0	853.38	2.17	0.3	666.57	498.67	774.17	638.26	310.53	1431.17	667.02	0.0	0.0	0.0	0.0	668.87	843.7	763.88	389.68	581.98	351.78	931.59	920.94	916.63
Syvn1	7.71	140.39	0.0	14.65	0.0	0.0	0.0	0.0	0.0	0.0	41.91	3.52	0.07	0.23	17.33	3.97	0.8	49.03	0.26	0.14	21.41	1.23	17.96	15.3	17.46	0.0	0.0	0.0	0.0	12.79	0.0	0.0	0.04	17.92	13.06	4.97	30.9	7.18	16.03	0.0	0.0	0.22	0.0	1.33	24.61	18.35	26.87	0.0	51.06	39.85	39.11	39.72
Tcp10b	0.0	276.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.35	0.5
Tm9sf3	88.95	33.83	0.0	38.0	19.52	19.31	34.56	24.1	0.0	0.1	0.0	0.0	0.62	157.36	18.15	4.91	35.18	42.72	77.62	38.98	3.32	24.31	2.07	22.66	17.92	71.84	0.21	0.0	0.0	22.39	0.07	1.29	92.52	0.26	249.56	11.76	13.75	37.66	262.96	0.0	7.41	0.0	0.0	1.41	0.01	7.9	0.0	4.27	5.96	83.98	79.45	86.75
Tmem121	0.0	40.41	0.0	0.0	0.0	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.01	0.0	0.0	0.0	0.0	0.0	1.49	2.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.09	0.0	21.36	26.4	26.49
Tmem134	8.33	132.82	0.0	0.0	0.0	160.85	61.88	1.49	0.85	0.0	0.0	34.48	0.16	0.0	1.42	0.0	0.12	0.15	43.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	24.98	0.0	5.68	0.29	0.0	0.0	0.0	37.8	1.63	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.05	0.0	0.0	6.59	12.13	28.74	31.09	31.77
Tmem86b	0.0	235.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	129.78	0.98	0.0	0.0	0.27	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.89	0.0	48.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.2	8.74	9.75
Tnfrsf25	0.0	176.3	0.0	0.0	0.0	3.0	153.92	0.0	0.0	0.0	0.0	0.0	0.14	0.09	0.0	0.0	0.0	0.27	0.0	0.0	1.67	39.47	0.0	0.07	10.96	0.0	0.0	0.0	0.0	9.38	0.0	0.0	0.0	0.0	29.07	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.07	0.0	0.0	0.0	0.35	0.0	11.56	10.34	5.71
Upf2	1.58	158.08	166.67	0.0	0.0	0.0	4.36	2.58	0.0	0.0	0.0	5.8	0.22	0.11	4.72	0.0	1.01	0.04	58.96	2.76	0.14	18.31	24.15	0.8	0.91	0.0	0.0	0.03	0.0	42.5	0.0	0.0	1.12	22.19	44.43	11.07	19.96	4.48	22.56	0.0	0.0	0.0	52.54	7.05	1.98	1.68	51.83	0.08	20.04	25.26	20.63	25.13
Vapa	245.84	426.45	0.0	225.61	0.0	413.04	444.36	83.19	74.35	0.38	228.19	48.81	255.72	334.72	218.19	557.49	331.39	368.76	274.66	604.91	577.86	473.41	463.35	508.47	432.91	66.4	0.41	56.71	141.84	244.53	1.54	0.18	301.33	143.52	469.64	346.19	426.3	360.27	181.2	0.0	90.86	46.55	2.67	88.59	173.79	64.16	145.14	91.99	80.43	199.06	202.84	193.73
Wbscr16	0.0	239.21	0.0	0.0	0.0	0.0	0.0	4.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	1.66	0.0	0.0	0.0	0.0	0.0	186.36	0.0	0.24	0.0	0.0	7.12	8.0	0.0	0.0	0.0	2.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.37	0.0	12.91	13.88	15.34
Zdhhc18	0.0	175.94	0.0	0.0	0.0	0.0	28.04	0.0	0.0	0.0	0.0	0.0	2.32	0.0	0.0	0.65	0.0	0.0	0.0	0.0	6.93	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.2	21.34	22.92
Zfand3	0.0	5.92	0.0	0.0	0.0	11.57	3.32	6.32	0.0	0.0	0.0	29.44	0.0	2.67	0.0	0.0	0.0	8.99	0.0	0.0	14.94	2.53	0.0	8.2	17.44	0.0	0.0	0.0	0.0	0.1	0.0	0.0	17.62	0.0	0.0	0.49	0.0	0.0	44.52	0.0	0.0	0.0	0.0	0.73	4.86	0.17	26.17	24.26	0.0	55.03	62.08	56.61
c14_tRNA-Ala-GCA	47.63	269.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.81	0.0	0.0	0.0	0.0	0.0	10.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.74	0.0	0.0	0.0	0.0	0.0	43.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.43	0.0	0.0	12.88	3.73	7.2	0.0
c17_SSU-rRNA_Hsa	6278.02	9308.16	5711.86	3087.81	802.28	32310.68	18100.4	5293.24	4131.06	754.99	3641.22	3184.47	5656.28	14819.64	10968.01	11739.97	10632.01	13242.68	6409.79	12294.5	15042.54	15720.15	18147.83	8831.14	11620.38	1643.91	5878.95	3274.57	7960.93	12761.86	3040.49	1920.95	8735.3	62935.79	39573.42	23420.99	11647.61	10466.98	10094.19	1691.52	6127.11	2399.14	4908.37	22437.39	28697.02	17823.66	15731.79	28103.63	31264.04	987.3	970.01	1090.51
