	Chrna2_tdTpositive_cell_54	Cux2_tdTnegative_cell_2	Cux2_tdTnegative_cell_12	Gad2_tdTpositive_cell_47	Gad2_tdTpositive_cell_74	Gad2_tdTpositive_cell_75	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_6	Pvalb_tdTpositive_cell_9	Pvalb_tdTpositive_cell_12	Pvalb_tdTpositive_cell_17	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_46	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_70	Pvalb_tdTpositive_cell_75	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_8	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_42	Rbp4_tdTpositive_cell_51	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Peo1	22.0	0.0	0.37	4.7	0.0	45.42	0.0	0.0	0.19	2.31	4.04	0.0	0.0	0.0	0.69	0.3	0.0	3.8	1.47	6.33	0.17	0.12	0.22	5.86	0.24	0.0	25.94	0.11	11.52	10.95	10.76
Pex3	0.0	0.0	0.0	0.0	161.77	154.65	0.0	0.0	35.34	0.0	0.24	115.71	4.8	4.57	5.38	68.18	97.32	1.5	52.35	45.83	25.68	1.6	49.85	0.76	12.58	4.0	0.0	37.37	26.78	23.97	27.05
Ppapdc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.19	0.0	4.05	0.0	0.0	0.0	0.0	3.77	31.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.88	0.07	44.72	51.93	48.77
Prdm11	0.0	0.0	0.0	0.0	0.0	21.98	0.0	0.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	5.26	4.05	3.29
Prkag2	0.0	0.0	0.0	0.0	0.0	48.69	0.0	4.04	3.04	0.0	0.48	0.0	5.78	0.0	0.0	9.15	1.82	24.56	1.23	0.64	6.8	7.27	0.45	6.78	0.18	73.66	38.9	1.62	80.89	78.16	70.89
Prkar2a	0.0	0.0	0.11	0.15	0.0	0.0	3.92	0.0	6.96	0.0	24.78	0.0	8.46	0.0	3.28	20.19	25.29	33.33	54.92	0.7	23.97	40.27	20.35	0.43	0.61	0.53	0.0	0.0	34.51	33.28	34.11
Prkd3	0.0	0.0	0.0	0.0	0.0	12.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.1	9.25	10.61
Pten	66.61	0.0	0.0	14.68	114.98	39.55	8.07	40.44	33.07	32.94	18.0	12.28	31.57	0.28	0.22	12.11	29.27	26.8	36.47	6.77	18.66	15.94	23.79	13.4	9.2	26.87	39.38	43.13	64.81	63.48	64.75
Ptprm	42.35	0.0	0.08	35.07	4.24	32.82	4.42	25.49	13.94	4.66	29.42	21.67	12.33	0.0	0.22	49.04	32.18	0.29	31.51	8.25	20.63	32.65	8.45	39.05	22.46	25.97	33.62	59.3	20.78	20.76	21.92
Rab8b	21.61	0.85	0.72	4.86	0.0	54.96	0.06	19.51	11.75	1.02	1.93	39.61	0.87	0.6	1.44	0.19	20.26	2.03	1.29	11.94	6.87	56.65	12.64	40.46	0.99	1.1	39.72	3.75	26.53	24.81	25.69
Rap1gap	0.08	0.0	0.0	0.86	0.0	22.85	3.23	3.1	17.4	3.58	9.93	22.66	10.03	17.64	15.55	20.39	5.99	1.38	6.07	19.66	21.01	10.48	6.48	0.27	24.6	3.5	9.91	22.72	171.3	186.02	178.43
Rnf17	0.0	0.0	0.0	0.0	0.0	28.93	0.0	0.0	0.0	0.0	0.0	21.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.31	0.67
Runx1	0.03	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.36	0.31	0.38
Rxra	3.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03	18.45	0.0	0.0	5.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	14.03	15.47	15.08
Senp2	0.05	0.0	0.0	2.99	0.0	22.59	34.4	23.81	10.16	45.15	13.09	32.36	38.52	4.08	50.13	74.1	38.12	8.23	77.64	11.03	54.66	47.8	32.28	40.89	49.81	1.9	15.24	27.92	66.11	66.28	65.13
Sgcb	0.0	0.0	0.0	18.85	15.44	110.24	0.0	0.0	3.0	0.0	3.78	0.0	4.68	0.21	0.0	15.05	0.4	26.21	32.83	11.06	9.68	30.08	15.69	0.12	0.0	28.92	4.22	0.05	44.39	44.9	41.34
Slc39a11	0.0	0.0	0.0	0.0	0.0	39.33	0.0	0.0	3.51	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65	1.12	0.0	0.0	0.0	0.0	13.51	11.6	12.26
Slco6c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.04
Snx15	0.0	0.0	0.0	0.0	0.0	0.0	43.54	10.09	25.0	52.71	0.0	37.76	0.0	0.0	0.0	0.0	0.0	0.54	0.0	8.97	34.23	0.0	0.0	0.0	0.0	0.0	50.09	0.0	38.46	44.19	45.1
Syce1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.24	0.82
Syde1	0.0	0.0	0.0	5.14	0.0	0.55	0.53	13.03	1.76	0.0	0.0	19.64	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.63	18.74	0.0	0.0	0.0	0.0	7.16	8.07	7.39
Syne1	61.09	21.03	8.17	10.92	144.85	56.01	17.21	42.29	43.2	72.92	55.15	42.75	32.08	6.39	9.13	7.44	45.96	87.13	76.16	30.18	46.35	30.07	41.58	55.61	97.65	27.25	73.25	42.04	190.06	173.19	193.72
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Telo2	0.0	0.0	0.0	0.0	95.0	87.34	0.0	0.0	11.64	0.18	0.0	0.0	5.49	0.0	0.0	0.0	0.0	1.17	10.29	23.16	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.81	15.81	14.27
Timeless	0.0	0.0	0.0	0.0	0.0	5.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.55	3.19	3.2
Tm6sf1	0.0	0.0	11.32	76.92	5.79	182.37	0.0	164.08	8.73	13.15	50.36	45.75	39.47	0.0	8.02	6.58	116.36	27.84	3.13	80.14	106.16	0.89	85.93	21.97	77.68	3.64	22.17	4.7	15.99	14.27	17.76
Tmem44	0.0	0.12	0.0	1.81	5.46	18.69	34.25	18.79	19.89	12.46	20.27	12.65	2.6	3.25	0.85	64.22	36.9	56.24	31.67	4.52	0.0	27.02	57.85	23.34	13.59	0.0	7.85	78.03	51.46	50.41	52.58
Tmx3	14.27	0.0	0.1	21.81	0.65	177.43	50.36	18.29	88.62	29.1	59.85	83.2	59.61	49.61	135.73	32.83	0.56	2.36	5.08	64.1	0.96	26.87	57.97	104.58	0.0	124.9	91.49	101.26	49.12	43.53	46.77
Tox	0.26	154.49	0.85	0.0	0.0	218.74	0.0	0.0	0.0	0.0	63.94	57.86	0.22	0.0	0.0	0.02	0.0	0.06	0.0	0.0	0.39	0.0	0.0	0.03	0.38	0.0	0.0	0.22	20.02	18.62	18.19
Trim67	0.03	0.0	0.05	0.0	0.06	22.54	0.0	4.28	0.0	0.07	0.0	0.07	14.38	0.0	0.07	0.43	0.06	0.04	0.03	8.72	0.19	0.05	0.0	1.68	0.04	1.09	0.51	0.0	1.76	2.19	2.19
Tspan9	0.0	0.0	0.0	0.0	0.0	45.57	3.65	0.0	1.98	0.0	0.0	3.21	21.99	0.0	0.0	2.44	0.0	14.58	48.41	8.31	29.78	0.21	0.47	11.78	0.0	0.82	17.83	0.05	29.09	29.41	32.05
Ttc39d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Ubxn1	0.0	0.0	0.0	0.0	131.5	0.61	1.75	0.0	47.94	14.69	2.19	10.85	11.73	0.0	3.65	0.0	83.04	1.63	19.1	1.44	5.02	0.0	55.25	89.14	8.74	3.79	20.86	0.0	111.68	117.46	113.99
Uimc1	18.62	0.0	0.0	13.77	0.52	90.99	0.0	28.82	23.49	0.21	1.3	3.03	31.19	0.0	0.0	5.94	3.17	55.05	7.11	7.06	16.85	19.34	0.0	0.15	11.73	0.0	32.02	4.51	11.1	11.03	10.99
Vax2os2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Vps37d	0.0	0.0	0.0	0.0	0.0	16.54	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.79	0.0	0.0	0.0	0.0	0.0	24.24	31.01	24.14
Wdr25	0.25	0.0	0.0	0.46	0.39	30.77	0.0	0.61	0.57	1.6	0.0	1.91	0.0	0.0	0.0	0.85	0.71	0.15	0.12	0.0	0.0	0.46	9.17	0.34	0.34	0.46	0.0	0.45	5.68	6.33	6.35
Wibg	27.03	0.0	0.0	13.75	0.0	68.78	11.33	0.0	0.0	13.47	28.7	1.12	0.0	0.0	0.0	8.92	28.67	16.15	9.13	0.0	5.58	28.52	49.0	11.93	0.0	0.0	0.0	20.95	24.8	26.36	24.51
Zbtb34	0.04	0.44	0.0	0.18	0.08	22.75	0.0	0.0	0.05	0.0	0.25	0.28	0.0	0.0	0.0	0.46	3.36	0.23	0.0	7.6	0.13	0.0	0.06	0.0	0.0	0.09	0.07	0.03	10.73	10.32	10.94
Zfp169	0.0	0.0	0.0	2.02	0.0	67.84	0.0	0.0	0.16	1.14	13.41	0.0	28.26	0.0	22.71	0.0	3.03	0.38	0.0	12.47	25.82	0.19	0.7	11.12	10.09	0.0	0.0	10.38	8.57	7.91	8.24
Zfp212	0.0	0.0	0.0	0.0	0.0	39.92	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.09	0.0	11.57	13.4	12.35
Zfp239	0.0	0.0	0.0	91.02	0.0	130.51	19.3	50.86	25.82	55.85	36.65	2.9	64.59	91.19	0.0	0.0	0.0	0.0	37.45	29.62	2.75	0.16	34.07	73.99	33.29	2.49	51.35	28.9	41.52	40.75	39.73
Zfp365	0.0	0.0	0.0	90.99	0.0	167.55	0.99	18.5	44.96	41.79	30.48	115.99	113.22	0.0	0.0	3.96	54.51	85.64	52.11	41.33	60.76	53.99	55.36	56.75	115.22	44.84	104.05	52.74	392.06	380.15	382.53
Zfp704	0.76	0.0	2.32	0.04	0.19	0.36	0.86	0.31	5.35	0.13	0.51	3.97	1.48	0.05	7.89	3.06	2.36	0.38	0.29	1.28	2.45	8.73	4.76	1.3	2.47	5.44	0.43	1.03	20.21	18.49	20.35
Zfp746	0.4	0.0	0.13	2.61	1.94	39.58	2.85	12.63	2.51	0.83	2.23	1.21	4.95	0.0	0.0	5.49	1.52	2.32	3.27	0.78	2.19	3.0	0.51	0.59	1.81	2.2	1.72	0.79	17.25	17.7	18.35
Zfp949	0.0	0.54	0.14	33.47	0.15	66.65	0.08	0.0	20.71	4.24	0.0	25.69	14.41	26.64	1.59	0.27	0.0	0.0	0.0	0.14	0.0	22.16	0.12	55.3	0.42	34.44	0.0	14.88	14.39	14.86	13.32
Zfp961	0.0	0.0	0.0	0.0	17.75	154.52	0.0	37.98	24.36	0.0	0.0	37.42	0.0	0.0	0.0	0.0	0.0	21.66	19.42	61.83	9.4	41.63	44.1	0.0	0.0	6.75	0.0	9.94	10.09	9.65	9.78
Zp3r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
c1_LSU-rRNA_Hsa	116.43	58.85	85.56	68.51	34.39	89.72	138.16	93.69	153.21	85.29	141.0	84.19	73.63	72.71	136.17	123.18	171.72	106.88	169.4	210.41	168.77	153.75	96.68	119.34	154.23	90.82	117.65	109.51	245.3	236.37	241.93
c5_LSU-rRNA_Hsa	40.49	54.0	42.96	19.85	0.0	56.25	141.01	86.06	108.13	92.52	78.12	99.55	75.44	129.82	127.32	119.05	93.41	70.59	117.68	74.12	133.71	165.85	47.04	117.39	180.87	73.12	93.15	52.66	134.26	125.24	142.21
mt_AK131586	0.0	0.0	3744.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25813.35	24091.17	24561.45
mt_AK140457	51.71	297.83	2.0	0.0	0.0	142.77	416.05	348.7	250.98	117.96	0.0	0.07	160.27	411.05	0.0	297.96	465.75	166.84	330.55	336.04	54.26	11.19	119.42	322.39	81.07	188.28	207.04	145.67	2834.26	2375.87	3021.71
mt_AK143357	0.0	0.0	0.0	0.0	0.0	2.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2324.22	1112.25	1527.41
