	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_69	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_18	Htr3a_tdTpositive_cell_24	Htr3a_tdTpositive_cell_44	Ndnf_tdTpositive_cell_16	Ndnf_tdTpositive_cell_19	Ndnf_tdTpositive_cell_20	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_40	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_55	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_96	Sst_tdTpositive_cell_101	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Fam3a	0.73	0.0	0.0	0.0	0.07	62.61	0.0	0.0	20.82	0.57	0.0	0.0	0.0	76.88	0.0	0.0	32.41	68.97	42.69	0.0	0.0	0.0	17.43	25.86	0.0	47.08	0.0	0.0	28.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.7	26.97	47.37	0.0	5.46	0.0	10.6	6.98	0.0	15.18	0.0	61.88	37.89	0.0	44.03	14.46	0.0	35.49	0.0	42.96	6.39	19.74	22.78	22.93	16.77	21.9	23.55	20.64	23.78
Galr2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.53	0.74
Gm13306	0.0	0.0	0.0	28.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.86	0.0	3.39	4.28	0.0	1.46	0.03	0.0	1.74	0.0	0.0	0.0	7.16	0.58	0.0	5.37	0.27	0.0	0.0	0.0	0.0	2.47	0.77	0.0	3.46	0.29	0.0	2.79	1.65	1.9	0.13	2.24	8.48	4.31	29.61	40.26	0.0	4.89	46.94	1.61	0.0	0.0	0.0	7.83	4.62	1.88	0.0	164.03	125.27	103.08	75.81	61.27	76.52	71.98	30.63	28.29	22.96
Gm15070	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.09
Gm19710	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09	2.33	0.5	4.63	0.58	1.94	1.79	1.72
Gm2002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.12	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.07	0.0	0.06	0.0	0.0	0.06	0.0	0.0	0.0	0.61	5.81	3.62	0.96	1.27	4.28	1.89	1.73	1.86	1.4
Gm2506	0.0	0.0	0.0	28.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.86	0.0	3.39	4.28	0.0	1.46	0.03	0.0	1.74	0.0	0.0	0.0	7.16	0.58	0.0	5.37	0.27	0.0	0.0	0.0	0.0	2.47	0.77	0.0	3.46	0.29	0.0	2.79	1.65	1.9	0.13	2.24	8.48	4.31	29.61	40.26	0.0	4.89	46.94	1.61	0.0	0.0	0.0	7.83	4.62	1.88	0.0	164.03	125.27	103.08	75.81	61.27	76.52	71.98	30.63	28.29	22.96
Gm5086	0.0	0.33	0.63	0.0	0.32	0.15	0.0	0.0	0.0	0.5	0.25	0.21	0.0	105.9	0.0	0.0	0.0	0.0	0.09	0.0	0.1	0.16	0.71	0.0	0.24	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.29	0.44	0.36	0.0	0.33	0.22	0.22	0.22	0.58	0.0	0.0	0.0	0.41	0.0	0.16	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.14	0.0	0.28	0.0	0.23	0.0	0.47	6.25	0.0	1.83	1.52	2.04
Gm6320	0.38	0.47	0.0	0.0	0.96	0.27	0.22	0.0	0.0	0.42	0.18	0.0	0.24	23.81	0.58	0.0	0.07	0.0	0.2	0.0	0.06	0.12	0.15	0.21	0.34	0.14	0.18	0.13	0.41	0.5	0.32	0.0	0.14	0.0	0.27	0.13	0.3	0.0	0.0	0.14	0.16	0.0	0.08	0.3	0.49	0.75	0.67	0.0	0.0	0.63	0.0	0.02	0.0	0.1	0.26	0.29	0.12	0.3	0.0	0.29	0.13	0.12	0.33	0.0	0.44	0.59	0.59	0.6
Gmip	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	20.79	8.89	42.87	0.0	0.0	0.04	0.0	0.0	33.23	0.03	0.0	0.01	0.06	0.0	18.49	0.0	1.15	0.0	0.0	0.0	0.0	0.0	0.16	0.0	2.37	0.0	0.0	0.0	0.0	1.26	0.42	0.0	44.52	0.0	4.57	0.06	0.87	0.0	0.0	21.54	0.0	0.0	0.03	0.09	0.06	0.04	0.0	0.09	0.0	0.07	0.0	0.33	1.39	0.09	5.89	6.85	6.26
Hpcal1	0.0	8.95	5.83	0.0	19.66	47.64	0.0	0.0	0.0	0.0	0.0	94.41	1.02	59.0	0.0	0.0	0.23	8.39	0.0	0.0	0.09	0.0	3.91	2.88	0.8	6.53	0.0	0.0	0.0	0.18	1.78	0.0	0.0	6.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	14.64	36.55	4.2	0.0	7.33	0.38	0.0	0.0	0.0	0.0	0.0	0.0	15.63	17.57	6.71	4.01	21.24	20.02	19.96	26.91	81.48	89.83	79.87
Hrk	0.0	0.0	0.0	0.0	0.09	0.07	21.45	0.0	0.0	0.0	0.0	0.0	0.0	11.59	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.02	0.02	0.04	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.08	3.68	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.11	5.97	0.05	4.88	2.31	4.31	2.24	27.79	26.86	26.7
Hsf4	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.41	0.0	0.0	0.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.27	0.0	10.61	0.0	0.0	2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.19	0.0	0.0	13.92	17.21	16.08
Ikzf2	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	28.15	0.04	0.0	0.0	11.78	0.05	0.0	7.32	0.0	0.02	0.0	0.11	0.0	0.0	0.07	0.0	0.32	0.94	0.0	0.03	0.0	0.03	0.0	10.72	0.02	0.02	0.04	11.21	0.0	4.36	0.0	0.0	1.89	0.57	0.0	0.0	0.07	0.0	0.0	0.15	0.0	0.02	0.0	0.0	0.0	0.15	0.99	0.0	1.45	0.16	0.2	0.11	1.27	1.09	1.16
Il11ra2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.12	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.07	0.0	0.06	0.0	0.0	0.06	0.0	0.0	0.0	0.61	5.81	3.62	0.96	1.27	4.28	1.89	1.73	1.86	1.4
Inpp5j	0.0	0.0	0.0	0.0	38.05	0.16	1.17	0.0	0.0	0.0	0.0	0.24	0.0	57.05	0.0	0.0	0.03	0.07	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.17	0.0	0.0	10.04	15.76	19.28	1.2	0.0	1.06	0.0	2.63	0.0	0.0	0.0	0.0	0.0	0.33	7.99	7.7	2.0	0.0	0.13	0.0	0.08	0.0	0.0	0.44	0.0	0.0	2.3	0.0	0.0	0.19	0.0	4.64	1.54	0.3	0.6	41.26	48.03	45.5
Iqce	0.44	0.0	0.0	0.0	0.03	26.4	0.82	0.0	0.0	0.0	0.0	0.0	0.0	27.66	0.56	0.0	0.08	0.09	0.0	0.0	0.0	0.0	0.0	1.04	0.0	0.06	0.0	0.07	0.0	0.0	0.0	0.41	0.0	0.15	0.0	0.65	0.0	7.66	0.76	0.0	0.0	0.06	0.0	0.0	0.0	11.03	6.42	0.0	0.0	6.99	1.54	15.59	0.0	0.0	4.56	0.0	0.0	0.0	3.39	3.69	0.13	6.35	4.41	3.52	1.98	17.59	18.54	18.74
Kcnj4	0.0	0.0	0.0	0.0	0.0	3.17	0.0	0.0	0.0	0.0	1.39	1.06	0.0	45.05	0.77	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.99	0.0	0.0	0.0	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	1.31	0.17	0.47	2.01	1.85	1.95	4.5	1.79	140.96	163.91	150.91
Kif13b	2.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.76	0.0	0.0	0.0	0.37	13.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99	1.37	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.03	0.0	0.0	0.78	0.5	0.05	0.0	2.03	0.0	0.0	6.3	0.0	3.06	0.0	0.57	0.0	4.95	1.01	0.76	2.34	0.53	1.28	0.8	16.45	15.53	19.12
Kif24	0.0	7.34	0.0	0.0	0.2	0.15	1.12	0.0	0.0	0.52	0.71	0.2	0.1	17.57	0.6	0.0	0.1	0.2	0.05	0.06	0.24	1.42	0.2	0.1	0.34	0.21	0.07	0.13	0.22	0.15	0.16	0.18	0.0	0.0	0.14	0.01	0.2	0.31	0.04	0.0	0.21	0.05	0.0	0.08	0.09	0.24	1.62	0.0	0.15	0.13	0.1	0.06	1.26	0.22	0.17	0.1	0.13	0.25	0.06	0.09	0.59	0.09	0.22	0.51	0.35	0.56	0.48	0.81
Kif3c	2.12	0.0	0.66	0.0	56.94	0.05	12.26	16.12	92.33	0.0	0.12	9.15	51.15	54.77	0.57	0.0	6.15	42.42	17.33	3.95	0.07	16.31	0.09	61.24	15.15	4.49	35.6	28.95	19.56	1.18	24.88	10.04	47.17	21.57	1.76	0.08	54.26	27.55	47.75	1.75	38.28	92.99	15.01	13.64	1.11	2.07	19.3	22.37	25.25	0.0	0.07	12.18	8.75	6.4	24.53	0.0	16.95	0.0	11.77	16.83	16.84	11.44	20.85	26.46	31.23	111.23	112.9	114.1
Lax1	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.15	1.99	0.33	0.37	0.22
Llgl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.67	0.0	0.0	0.11	0.04	0.0	0.04	0.0	0.0	0.03	0.28	0.0	0.0	20.38	0.0	0.0	14.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.97	0.0	0.0	0.0	0.0	0.0	0.0	4.25	8.7	7.34	0.0	0.08	0.0	0.0	0.0	0.0	15.88	24.67	0.0	0.0	5.76	0.08	2.43	3.28	2.46	2.16	2.83	33.9	37.16	37.52
Lmo7	0.0	0.0	0.97	0.0	11.87	8.26	35.67	0.0	5.37	0.0	0.0	0.0	0.0	17.13	0.0	0.0	0.78	0.0	0.0	5.93	0.24	0.22	19.95	11.52	0.0	3.49	0.0	11.38	0.0	12.07	0.0	0.0	0.0	6.01	0.79	30.71	18.36	0.0	2.51	13.72	3.97	8.15	8.35	0.49	1.28	12.05	17.11	5.94	9.7	0.0	2.76	3.26	0.0	0.0	1.43	0.07	0.0	0.0	3.91	11.48	22.71	6.53	12.01	11.77	9.44	50.59	47.25	46.44
Lrch4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.0	0.0	0.0	0.0	0.0	22.73	0.0	0.0	0.22	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.37	0.0	0.0	0.0	0.34	11.26	7.66	11.08
Ly6g6d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.48	0.53
Mcm5	0.14	1.18	0.24	0.96	1.97	0.88	1.33	1.33	1.59	5.09	3.6	2.78	1.65	76.61	4.3	0.0	0.94	2.26	1.07	0.8	1.44	0.23	1.52	2.6	1.4	0.47	1.29	1.21	0.7	2.67	1.12	1.36	1.54	1.08	2.0	1.07	0.48	2.54	1.64	1.65	1.29	0.99	0.67	0.71	1.03	9.89	2.18	0.95	0.79	2.68	0.42	0.48	0.24	0.34	0.29	0.52	1.95	1.68	6.82	2.04	14.01	5.81	4.05	11.02	7.27	4.66	5.54	5.62
Meis2	0.0	0.23	0.0	0.0	0.13	0.15	0.29	0.0	0.0	0.38	0.06	0.25	0.0	0.4	0.17	0.0	0.07	0.09	0.03	0.04	0.06	0.04	0.11	0.0	0.35	0.05	0.32	0.06	0.27	0.06	0.1	0.2	0.06	0.21	0.0	0.09	0.18	0.0	0.09	0.04	0.01	0.0	0.09	0.09	0.11	10.07	22.78	0.0	0.03	0.14	0.28	0.24	0.16	0.08	0.0	0.09	0.09	0.14	35.35	9.26	26.93	33.87	14.62	26.91	16.99	66.68	69.5	64.81
Mis18bp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.34	0.34	0.32	0.51	0.63
Mst1r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.35	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.42	0.57	1.09	1.68	1.13	0.9	0.71
Nacc1	0.0	0.32	0.0	0.0	0.0	0.95	0.12	0.0	0.0	0.0	2.45	0.0	0.0	53.74	0.0	0.0	0.38	0.0	0.0	0.0	0.06	0.4	0.0	0.0	0.0	0.06	0.0	0.0	14.96	0.13	5.16	5.3	0.0	0.07	0.0	0.0	0.0	0.0	9.52	0.0	0.54	2.65	0.18	0.0	0.17	4.06	2.15	0.0	1.0	0.54	0.74	0.0	0.0	0.44	0.21	0.0	0.0	0.0	2.29	4.59	4.5	4.56	2.96	1.51	3.44	71.08	73.02	74.58
Ncapd2	0.56	0.0	0.0	0.08	0.49	2.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.51	0.0	0.0	0.91	0.0	0.0	0.0	0.0	0.0	2.53	17.59	0.0	0.0	0.0	0.73	0.0	0.0	0.0	6.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.37	0.0	0.0	15.66	0.0	3.1	3.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.08	17.12	0.0	0.0	6.16	6.83	15.0	4.56	1.57	2.34	1.75	17.18	16.3	15.69
Neurod2	0.0	0.0	0.0	0.12	0.04	0.0	0.33	0.0	0.58	0.23	0.0	0.09	0.0	0.3	0.0	0.0	0.0	0.05	0.04	0.0	0.04	0.03	0.0	0.0	0.1	0.09	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	3.09	7.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	12.75	5.48	6.66	10.49	10.98	8.64	13.14	61.43	70.53	58.22
Npy	138375.8	173305.25	1.6	1.46	43922.94	108594.8	42632.64	6792.77	65548.38	14635.6	77711.12	45335.24	59230.28	80627.8	63494.68	0.0	132042.44	149629.49	134232.96	130357.56	105498.11	116117.28	120987.76	122165.94	132052.33	122154.33	126501.28	117863.77	98464.67	130527.91	173863.58	73168.9	126989.03	166048.87	191162.16	108906.97	154857.31	124150.07	134158.33	153405.37	147732.76	141010.39	110523.31	101137.64	151963.58	12.38	985.16	145032.54	180453.32	92572.95	128781.07	137945.15	48908.54	95298.15	137580.94	65353.97	120620.2	68416.93	0.0	0.0	0.0	0.0	0.6	0.0	0.7	214.21	196.57	200.76
Nrgn	0.0	0.0	0.0	0.0	0.97	0.0	0.0	0.0	13.4	0.0	3.7	0.0	8.93	14.52	0.0	0.0	0.0	0.31	0.0	0.26	0.11	0.16	0.09	0.0	0.0	0.22	0.0	0.72	3.51	0.0	0.0	4.5	0.0	0.0	0.0	42.03	0.19	13.93	0.0	0.0	0.0	0.0	0.12	0.0	0.0	149.48	434.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.14	162.68	230.75	240.27	323.21	267.46	286.83	289.37	2256.7	2403.01	2414.28
Odz3	0.0	0.0	0.0	0.0	0.0	1.05	0.0	0.0	0.0	0.0	0.0	0.0	2.31	1.93	9.54	0.0	0.01	0.01	0.01	0.0	0.29	0.02	0.59	0.0	0.0	1.36	0.0	0.03	0.34	0.0	13.18	0.0	0.0	0.0	7.67	0.0	0.0	0.0	0.26	0.0	0.31	0.02	5.38	0.0	0.0	26.1	14.47	0.8	1.84	20.92	1.03	8.52	20.63	0.0	0.11	0.0	0.01	0.0	27.77	15.48	9.2	9.14	8.91	9.2	9.74	34.84	35.08	33.85
Otogl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.17	0.23
Ovol2	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.66	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.13	0.0	0.0	0.0	7.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.94	10.03	13.15	0.0	8.85	3.5	6.47	9.35	12.26	7.86
Pcif1	1.63	16.91	0.0	0.0	0.0	76.68	0.0	0.0	5.91	0.0	0.0	0.0	0.0	149.95	0.0	27.27	13.13	0.0	2.82	0.97	6.0	2.42	2.38	18.84	2.82	55.17	1.91	0.0	0.0	0.1	0.9	6.38	7.01	10.55	0.0	0.0	3.59	5.94	0.0	4.64	0.53	1.99	0.0	18.3	8.34	3.84	1.51	31.33	29.18	0.0	0.0	0.64	0.0	3.55	5.63	0.0	0.0	0.0	17.15	14.24	17.62	16.08	1.84	9.13	5.8	35.92	40.03	35.68
Pgam2	0.0	48.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	358.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	17.17	17.9	0.0	17.23	23.75	21.24	9.3	11.06	10.41
Phldb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.06	4.25	3.4	4.2
Phyhip	15.14	23.06	0.43	0.0	0.09	23.08	68.16	0.15	26.91	0.0	42.17	6.02	64.44	53.88	1.03	0.0	39.45	49.58	0.0	55.03	6.49	4.7	0.39	8.56	42.66	48.1	6.39	18.28	33.48	31.86	5.17	56.09	45.17	47.18	0.08	52.65	95.3	37.63	11.44	8.57	30.7	0.0	36.62	32.03	30.16	37.25	50.58	15.5	18.45	20.33	33.55	2.93	0.0	43.87	5.77	83.64	13.13	0.0	116.78	122.52	102.95	112.48	83.94	88.43	93.96	399.59	415.43	391.87
Pla2g4e	0.0	0.0	2.57	0.0	0.0	0.0	0.0	0.0	24.95	0.0	13.74	0.0	0.0	24.95	9.09	0.0	0.0	0.0	0.0	3.87	0.0	0.18	0.0	0.0	0.0	4.27	0.0	0.07	0.0	0.06	0.0	2.24	0.0	0.0	1.47	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.0	0.1	11.13	0.0	0.0	2.99	1.24	0.0	13.88	9.55	0.0	0.0	0.08	1.41	1.34	5.46	3.3	1.79	2.44	0.91	2.31	8.09	8.57	8.85
Plxnb1	0.0	0.0	0.0	0.0	0.0	1.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.79	0.0	0.0	0.0	0.05	0.3	0.02	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.11	0.15	0.0	0.0	0.0	0.07	0.0	0.0	0.0	1.29	0.0	0.0	0.0	0.0	0.0	1.51	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.3	33.77	34.95
Ppm1g	0.0	0.0	0.0	0.0	0.06	0.0	6.9	3.45	29.94	14.65	0.0	0.0	20.94	55.47	0.0	0.0	0.15	3.6	0.0	0.0	0.0	3.76	0.0	3.01	0.72	18.05	0.0	0.42	0.0	32.67	4.85	0.0	72.27	0.0	71.2	0.0	0.0	3.79	17.09	9.55	0.14	0.0	81.64	0.0	1.95	5.32	7.34	18.77	0.43	0.0	0.0	25.57	0.0	0.0	0.0	0.2	40.12	2.63	11.87	8.79	11.2	6.24	10.67	12.95	15.65	70.74	76.25	69.34
