	Chrna2_tdTpositive_cell_62	Gad2_tdTpositive_cell_47	Htr3a_tdTpositive_cell_85	Nkx2.1_tdTpositive_cell_13	Nkx2.1_tdTpositive_cell_18	Pvalb_tdTpositive_cell_75	PvalbF.Gad2_tdTpositive_cell_46	PvalbF.Gad2_tdTpositive_cell_47	PvalbF.Gad2_tdTpositive_cell_48	PvalbF.Gad2_tdTpositive_cell_49	PvalbF.Gad2_tdTpositive_cell_51	PvalbF.Gad2_tdTpositive_cell_53	PvalbF.Gad2_tdTpositive_cell_55	PvalbF.Gad2_tdTpositive_cell_57	PvalbF.Gad2_tdTpositive_cell_58	PvalbF.Gad2_tdTpositive_cell_59	PvalbF.Gad2_tdTpositive_cell_61	PvalbF.Gad2_tdTpositive_cell_62	PvalbF.Gad2_tdTpositive_cell_63	PvalbF.Gad2_tdTpositive_cell_65	PvalbF.Gad2_tdTpositive_cell_66	PvalbF.Gad2_tdTpositive_cell_67	PvalbF.Gad2_tdTpositive_cell_69	PvalbF.Gad2_tdTpositive_cell_70	PvalbF.Gad2_tdTpositive_cell_73	PvalbF.Gad2_tdTpositive_cell_76	PvalbF.Gad2_tdTpositive_cell_77	PvalbF.Gad2_tdTpositive_cell_78	PvalbF.Gad2_tdTpositive_cell_81	Rbp4_tdTpositive_cell_51	Sst_tdTpositive_cell_56	Sst_tdTpositive_cell_66	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Hist1h2ai	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.49	0.0	0.0
Hist1h2bj	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.89	0.0	0.0	1.48	0.68	0.93
Hivep1	3.58	1.04	2.93	7.34	4.72	10.26	4.1	17.5	3.98	0.0	0.0	0.0	0.46	15.33	0.0	12.36	1.89	5.05	3.26	0.04	12.98	0.0	0.37	0.31	1.28	0.0	7.3	1.19	8.69	0.0	0.09	0.0	27.35	25.41	30.51
Htr4	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.74	1.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.99	2.8	2.15
Igsf1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.38	2.85	4.08	4.1
Il1r2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.77	0.31
Itgad	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.18	0.14
Itih5	0.06	0.0	0.0	0.04	0.57	0.0	1.78	19.92	0.08	0.0	0.06	0.0	0.06	2.66	0.57	0.04	0.0	0.0	0.0	2.2	1.13	0.0	0.05	0.0	0.15	0.04	0.0	0.0	0.06	0.0	0.08	0.0	14.03	13.64	13.59
Kcnd3	0.0	0.0	9.68	0.0	0.0	0.0	0.0	19.16	0.0	0.05	0.0	0.0	2.27	0.0	0.0	0.0	0.0	3.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.72	29.9	36.46
Kctd20	0.0	16.51	0.0	0.0	8.06	22.19	0.0	49.45	22.23	7.36	0.0	10.26	41.52	0.0	0.0	0.0	31.98	0.0	0.0	0.0	21.3	0.16	0.0	0.0	38.58	0.0	0.0	15.79	0.0	0.08	8.07	1.1	46.88	45.47	42.85
Kirrel3	0.1	0.0	0.0	1.08	0.0	0.0	1.65	57.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	3.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	34.41	36.11	40.64
LOC100503496	0.0	0.18	0.0	0.0	0.0	3.94	0.0	13.32	0.0	0.0	0.0	0.0	10.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.22	0.0	0.0	10.52	0.0	0.0	0.0	0.0	65.56	3.1	2.41	3.07
Lonrf3	0.0	0.0	0.0	0.0	0.0	0.0	11.67	48.65	0.0	0.0	0.02	4.99	1.38	15.22	0.05	0.04	0.04	0.03	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	8.23	0.0	0.0	0.05	20.06	9.17	7.8	7.86	7.39
Maml1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.61	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.35	6.72	5.79
Mamld1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.41	13.78	17.93	0.0	1.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.21	0.0	0.0	0.0	0.0	23.85	0.0	3.59	0.78	0.0	0.0	0.0	0.0	20.1	17.18	21.25
Map3k14	0.0	6.09	0.0	0.0	0.0	0.0	7.94	12.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	8.86	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	4.23	3.41	3.77	2.72
Mbd4	5.81	17.7	7.6	2.97	8.23	6.69	6.24	40.47	35.86	5.26	7.76	23.81	37.37	9.56	5.68	7.22	4.87	4.45	4.14	5.18	6.06	4.32	7.35	5.21	37.82	6.29	6.45	4.48	5.59	5.6	25.96	4.2	9.76	9.29	8.23
Mcc	11.8	0.34	1.1	16.99	0.52	7.3	0.7	22.64	1.08	0.45	1.4	1.09	0.64	0.51	0.81	0.52	0.71	0.51	0.27	1.05	0.44	0.85	0.73	0.76	0.84	0.67	0.83	0.4	0.96	12.72	0.63	0.14	6.31	6.03	6.25
Mgll	44.5	0.0	0.0	20.24	12.03	14.02	14.9	132.58	13.35	0.0	8.29	77.22	51.87	18.31	23.4	24.21	43.86	6.33	21.7	31.77	18.73	0.0	1.03	21.87	19.92	10.64	6.63	0.25	17.94	0.42	62.47	0.0	146.13	149.53	151.13
Mip	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.09	0.24
Mir199a-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.85	2.78	3.04
Mir199a-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir3077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir3101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.93	0.0	0.0	0.0	0.0	22.13	10.9	0.0	0.0	0.0	0.0	0.0	0.0	20.01	0.0	0.0	0.0	5.73	3.6	5.91
Mir3473d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir9-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87	1.76	3.86
Myb	0.0	0.0	0.0	0.0	0.12	0.0	0.0	3.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.6	0.48
Nbeal1	0.05	3.64	0.54	16.97	0.14	12.54	0.78	28.32	11.32	12.02	0.0	0.0	12.75	0.0	0.0	7.71	9.27	0.22	2.05	11.44	8.95	4.29	1.83	2.56	14.18	0.4	5.27	2.33	2.21	0.26	0.0	20.38	6.49	3.92	6.24
Nkx6-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Nrarp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.4	24.46	23.76
Olfr1372-ps1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.23	0.5	0.32
Orc2	1.64	0.73	64.71	4.24	2.97	39.99	0.13	84.37	27.3	8.44	7.89	10.01	4.98	0.0	0.0	51.07	0.0	4.03	0.07	68.95	0.0	0.23	5.33	0.0	16.46	0.24	4.02	3.83	32.87	7.93	6.87	0.0	27.76	24.56	27.26
Ostf1	0.43	0.29	1.92	10.57	6.31	0.32	3.96	36.04	1.66	1.02	2.82	1.87	0.55	2.65	2.22	2.32	3.56	1.1	0.26	1.38	10.81	2.3	1.38	0.96	1.71	1.68	0.45	1.35	4.15	0.63	2.52	1.99	14.69	14.68	14.87
Pcdh18	0.0	0.06	0.0	0.0	0.0	0.0	0.0	28.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4	3.34	3.72
Pcdha2	0.0	0.22	4.89	1.11	0.0	0.0	5.23	64.06	0.58	0.0	0.51	0.55	16.54	2.84	1.0	2.57	5.0	3.56	0.0	12.9	5.35	2.35	2.17	4.79	0.48	1.45	2.21	0.66	2.19	0.0	1.12	10.75	3.14	3.64	2.8
Pdk1	0.49	0.2	0.64	15.04	3.17	0.4	0.52	35.62	3.48	0.26	0.42	0.2	0.26	24.37	0.82	13.82	1.71	6.08	1.01	5.0	0.08	0.16	0.28	6.44	0.24	0.08	70.54	0.34	1.47	0.0	38.4	0.13	34.62	33.84	34.55
Phactr2	2.69	0.07	0.3	0.05	1.7	17.97	0.05	17.9	16.0	0.05	0.0	0.0	19.28	0.0	0.04	0.0	5.02	0.0	7.94	6.67	0.0	0.0	0.0	0.0	6.34	5.33	5.24	0.0	0.04	0.0	0.0	0.0	11.12	9.96	11.27
Phldb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.96	0.0	0.0	0.0	0.0	0.0	10.44	1.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.55	0.0	0.0	0.0	0.69	1.03	0.0	0.0	17.78	4.25	3.4	4.2
Piga	0.15	1.71	16.15	0.12	0.27	0.33	0.12	18.62	10.46	0.47	0.0	0.35	0.38	0.12	0.28	0.17	0.08	0.48	0.11	0.22	0.22	0.23	0.11	0.43	0.32	0.2	0.1	0.21	0.0	0.19	0.11	0.53	6.93	6.16	6.41
Pkdcc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.84	9.75	9.6
Pla2g3	6.36	0.0	0.0	0.0	0.0	0.0	0.0	49.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	2.22	2.09	2.53
Plaur	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65	1.15	1.46
Ppef1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.37	0.53
Ppp6r2	2.53	0.0	0.0	0.0	4.9	9.19	24.61	67.03	0.2	4.13	31.87	0.41	0.0	0.19	14.85	5.1	24.69	13.41	0.0	0.19	0.0	0.0	0.0	0.38	37.22	0.0	0.0	0.0	27.59	1.39	3.93	4.79	60.1	62.74	64.79
Prcc	0.0	0.15	0.0	39.55	0.0	0.15	0.0	20.49	0.4	0.0	0.86	0.0	0.45	11.26	0.0	12.99	0.0	0.0	1.1	0.56	0.38	0.06	10.1	0.56	0.4	0.0	0.36	0.0	0.0	25.75	0.97	0.32	40.62	42.51	39.66
Pvalb	2658.58	2781.07	2914.72	2637.39	3332.67	1769.21	1553.08	1437.81	1510.65	1166.7	2248.99	1915.25	1555.2	1316.54	1909.51	1763.04	1806.53	1251.18	1681.17	1693.91	1839.14	2567.22	1522.72	1689.22	1415.72	1388.14	1830.01	1390.65	1823.48	3516.69	2759.1	3357.43	74.74	78.67	86.9
Raver1-fdx1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.21	0.0	0.0	1.32	0.0	0.0	0.0	3.78	0.0	3.71	0.0	0.0	0.13	0.0	0.0	0.16	2.74	0.27	0.0	0.0	0.0	9.12	0.0	0.0	0.0	2.96	4.62	3.54
Reck	0.0	0.0	0.0	0.2	0.0	0.0	0.0	5.36	13.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.94	3.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.09	0.0	8.86	8.34	8.64
Rgsl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76	1.99	2.57
Rnf144a	0.0	0.0	0.0	0.09	0.0	0.09	0.0	27.31	0.0	0.0	2.83	0.0	0.0	1.14	0.0	0.0	0.0	0.0	0.1	0.0	0.11	0.08	0.0	2.04	0.0	0.0	0.07	0.0	0.0	0.0	0.08	0.0	20.01	19.24	19.9
Rtcd1	40.98	0.6	104.27	87.35	90.73	79.43	0.28	161.76	0.79	0.0	0.0	20.97	24.47	52.73	89.63	187.41	3.83	0.72	63.68	34.73	11.5	0.0	0.24	115.96	3.98	0.0	0.0	32.24	58.34	23.3	26.93	47.55	61.74	65.43	62.36
S1pr4	0.0	0.16	0.0	0.18	0.0	0.0	0.0	0.99	0.0	0.16	0.25	0.0	0.0	0.0	0.31	0.0	0.21	0.0	0.0	0.0	0.32	0.0	0.14	0.0	0.18	0.53	0.0	0.0	0.0	0.17	0.0	0.0	0.61	0.55	0.45
Sco1	5.06	11.58	12.99	3.26	1.91	36.51	3.77	51.81	17.33	18.89	4.52	7.68	14.22	3.24	5.5	10.95	2.87	13.73	8.04	4.49	14.32	12.49	4.32	28.06	9.45	4.23	15.08	6.9	20.09	6.41	43.81	3.91	6.54	5.32	5.55
Sesn3	0.17	0.0	76.09	2.49	0.0	0.0	41.44	27.58	0.0	0.0	0.0	0.0	5.55	0.0	0.0	9.37	0.0	0.0	0.0	1.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.28	0.18	0.0	62.85	66.26	57.32	62.37
Sft2d3	31.45	0.0	0.0	48.95	0.0	0.87	0.0	20.35	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	3.16	0.0	0.0	0.0	0.0	0.0	16.58	0.0	0.0	2.28	0.0	18.69	0.0	6.25	0.0	7.09	7.21	6.96
Slc29a3	0.0	0.91	0.0	16.58	0.0	1.17	0.4	4.28	0.0	0.96	1.33	1.11	0.95	0.0	0.0	0.0	0.0	0.21	0.05	0.43	0.0	0.0	0.0	0.0	0.88	0.0	0.3	0.0	1.41	0.0	0.0	0.0	10.22	9.05	10.8
Slc35c1	0.14	0.0	0.0	0.0	0.0	0.12	0.0	102.21	62.57	0.0	0.0	0.0	0.0	0.0	0.28	0.13	0.11	38.89	0.09	0.0	0.0	0.0	64.14	0.0	0.0	0.15	0.0	0.0	0.0	33.05	0.0	0.0	12.26	13.46	13.59
Slc39a2	31.34	5.04	0.0	0.0	0.0	0.0	0.0	34.42	0.0	0.0	0.0	1.09	0.0	1.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.75	7.98	6.34
Slc7a15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.07	0.18
Snora75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.46	0.0	3.82
Snord73a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.14	0.0	0.0
Speg	0.0	1.57	0.0	0.0	0.88	0.0	1.56	41.76	0.0	0.0	0.0	0.31	0.0	0.0	0.0	2.1	0.0	0.0	0.49	0.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.21	0.0	0.16	0.0	75.82	81.03	83.08
Sstr2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.88	26.29	20.77
Stk11ip	0.25	0.0	0.05	0.5	0.0	0.07	7.55	26.89	13.76	0.0	0.0	0.08	0.0	3.29	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.07	0.14	0.0	1.18	0.0	0.0	0.16	0.0	0.1	44.8	22.95	24.4	24.19
Stk36	0.56	0.0	0.0	0.0	0.0	0.0	0.0	19.16	0.0	0.0	0.0	10.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.17	2.26	2.75
Taok2	1.32	0.37	0.5	26.9	0.67	1.99	4.41	18.05	0.81	0.23	0.09	1.26	0.73	0.54	1.18	2.73	18.11	0.66	0.46	1.35	1.55	2.33	0.88	1.79	4.36	1.71	0.75	0.62	2.02	1.59	2.03	0.26	75.09	76.41	76.63
Tbck	0.11	0.0	37.35	0.96	3.89	0.0	0.27	66.33	2.13	0.0	15.64	0.0	0.28	0.0	0.0	57.38	0.0	0.11	6.95	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	12.61	11.99	13.82
Tdrd12	7.65	0.0	0.0	0.0	0.0	0.0	0.0	17.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.23	0.25
Tex13	0.0	0.59	0.0	0.0	0.0	0.0	0.0	3.31	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.44	0.83
Tfb1m	18.26	0.0	0.0	0.0	0.0	0.0	0.0	77.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.46	0.0	0.0	0.0	0.0	0.0	38.95	0.0	0.0	0.0	47.54	0.0	0.0	8.59	9.02	7.64
Thap6	0.79	0.04	0.77	0.18	0.26	0.43	1.68	27.55	0.93	1.01	0.92	0.51	0.59	0.99	0.72	1.4	0.55	0.66	0.73	0.75	0.51	0.86	0.98	0.25	0.22	0.63	0.96	1.34	1.09	0.13	0.37	0.27	2.34	2.42	2.02
Thbs1	0.0	0.0	0.0	0.46	0.0	0.0	0.0	1.58	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.69	2.0	1.2
Tlr13	0.18	0.07	0.0	1.1	0.1	0.3	0.1	0.86	0.24	0.77	0.33	0.1	0.23	0.29	0.09	0.58	0.21	0.09	0.24	0.28	0.29	0.19	0.09	0.58	0.4	0.0	0.37	0.15	0.36	0.28	0.1	0.0	1.77	1.39	1.9
Tmcc2	0.65	8.29	0.09	0.0	0.0	0.0	0.0	42.79	35.58	0.0	0.0	0.0	7.89	3.18	0.0	0.0	3.03	2.92	1.82	7.45	0.0	0.0	0.0	0.0	0.0	2.87	3.96	7.61	0.11	1.08	0.0	0.0	125.04	130.95	130.63
Tmem184b	0.0	3.32	0.19	29.65	0.0	0.11	4.21	77.36	1.69	0.0	0.15	0.59	16.02	4.18	23.65	0.0	7.82	35.28	6.41	0.13	1.77	4.61	1.66	0.0	1.69	0.0	20.65	8.63	20.73	0.0	0.12	0.23	63.39	64.99	62.74
Tmem42	0.0	0.0	0.0	11.05	0.0	19.48	0.0	40.64	46.72	0.0	2.11	0.0	0.0	0.0	0.0	0.0	0.0	11.81	0.0	0.0	0.0	0.0	0.0	16.29	55.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.68	24.83	28.1
Tmem8b	1.35	1.72	1.67	5.36	1.34	11.87	1.82	38.43	1.06	0.85	2.66	7.82	6.98	1.68	4.49	2.61	1.22	1.66	3.95	6.55	18.2	1.0	1.2	9.93	24.18	33.95	1.5	0.91	24.14	0.47	4.75	20.11	49.17	49.89	49.93
Ttn	0.0	0.0	1.12	0.0	0.0	0.0	0.0	2.22	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.05	0.08
U2af2	2.04	0.0	8.36	7.97	5.2	0.0	0.0	40.47	1.68	4.31	16.97	1.94	12.61	12.5	0.0	0.0	0.9	0.0	0.34	7.86	0.0	5.2	0.0	2.14	0.19	0.0	0.0	0.27	23.79	0.0	7.42	0.0	140.07	148.48	146.35
Vav3	0.12	0.0	0.0	0.0	0.0	0.0	0.0	9.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.01	3.88	4.06
Vmn2r-ps54	0.0	0.0	0.21	0.0	0.0	0.0	0.59	2.62	1.65	0.0	0.0	0.14	1.86	0.0	0.0	0.0	0.0	0.0	0.42	0.0	1.33	0.0	1.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.03	0.24
Wdr78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61	0.0	0.0	0.0	6.43	6.15	7.65
Zbtb48	0.0	0.0	0.0	0.2	0.19	0.55	0.0	49.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.17	0.53	39.1	0.0	0.0	0.59	9.87	11.83	9.04
Zfp13	0.17	0.0	0.0	0.0	0.0	0.0	0.0	72.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.14	17.49	15.58
Zfp341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.33	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.82	7.91	8.99
Zfp775	0.9	0.0	0.0	0.0	0.0	0.0	0.0	22.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.54	0.0	0.0	3.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.38	5.09	5.44
Zfp873	0.0	0.16	0.0	0.0	0.0	0.25	0.0	95.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.19	1.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	3.68	3.55	3.84
c7_5S	0.0	0.0	0.0	0.0	0.0	0.0	11.84	49.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.32	0.0	0.0	11.79	0.0	0.0	22.34	0.0	0.0	0.0	65.9	0.0	0.0	4.92	3.36	1.4
mt_AK141881	0.0	0.0	0.0	0.0	1.9	7.59	0.0	9.45	0.0	0.0	0.0	3.86	0.0	0.0	3.6	6.06	0.0	0.0	1.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.92	3.86	0.0	0.0	21.9	18.44
