	Calb2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_54	Nkx2.1_tdTpositive_cell_18	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_6	Pvalb_tdTpositive_cell_7	Pvalb_tdTpositive_cell_9	Pvalb_tdTpositive_cell_12	Pvalb_tdTpositive_cell_21	Pvalb_tdTpositive_cell_22	Pvalb_tdTpositive_cell_26	Pvalb_tdTpositive_cell_40	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_46	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_49	Pvalb_tdTpositive_cell_55	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_75	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbD.Slc32a1_tdTpositive_cell_28	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_14	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_34	PvalbF.Gad2_tdTpositive_cell_42	Rbp4_tdTpositive_cell_51	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Mapk8ip3	0.0	0.04	41.34	52.34	0.0	12.11	40.27	59.11	27.79	26.93	11.77	46.23	49.16	22.43	29.25	22.83	4.39	47.95	81.07	12.13	4.2	21.84	29.52	50.47	4.48	8.13	77.62	19.3	18.16	4.2	25.87	47.33	16.65	224.21	229.53	233.17
Mark3	0.0	0.0	23.62	49.83	0.0	0.14	8.14	2.75	0.0	20.82	2.82	4.36	0.0	2.49	15.46	2.3	0.0	2.73	45.79	26.39	0.53	45.68	7.88	11.51	0.0	0.61	20.57	48.5	1.73	0.32	15.69	1.62	9.91	55.66	56.39	54.97
Mcm8	0.62	0.82	10.47	0.71	0.08	9.38	1.4	2.82	2.54	12.29	2.76	2.41	0.69	1.5	0.85	6.39	2.79	0.18	81.62	1.22	1.1	2.12	2.06	1.07	0.97	2.02	5.32	2.12	2.88	1.53	1.65	1.95	1.33	5.91	4.74	4.61
Mecp2	0.0	30.61	11.8	28.92	21.11	1.02	13.06	12.71	1.23	4.44	0.46	13.05	1.67	3.65	5.1	23.05	49.72	0.0	68.34	14.38	35.51	7.29	8.11	1.67	2.03	18.51	4.07	9.13	18.82	0.73	6.44	0.0	8.61	44.48	42.92	44.3
Mrs2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.43	1.51	0.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.46	12.53	1.29	6.99	1.42	25.31	0.0	0.0	0.74	0.0	0.0	0.0	0.0	0.0	0.0	36.18	30.69	36.01
Mto1	0.0	0.0	3.38	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.23	0.0	0.25	41.89	0.0	0.0	0.0	87.8	29.47	0.0	0.0	0.91	10.85	0.0	0.0	0.0	0.0	15.49	5.04	8.37	0.0	0.0	21.79	22.34	21.98
Myo1h	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.78	1.0
Myo5a	0.0	4.61	53.44	45.27	11.11	69.14	40.3	61.52	39.25	44.13	46.76	73.9	75.09	33.66	65.61	24.09	5.31	68.38	80.69	45.14	41.79	55.97	69.17	55.96	49.89	9.71	42.95	28.13	69.49	36.2	38.36	73.22	42.52	147.23	132.38	154.8
Nhsl2	0.04	0.17	0.14	0.02	0.0	0.33	2.4	0.59	6.13	0.09	6.46	0.18	0.19	0.42	5.87	24.29	0.49	0.15	48.71	0.13	2.11	2.7	1.18	0.11	0.95	2.8	1.88	0.07	0.03	0.41	0.24	0.22	0.25	17.44	16.0	16.79
Npepl1	0.0	0.0	0.0	0.0	0.0	0.0	6.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.97	0.0	0.0	21.07	0.0	0.0	0.0	0.0	13.68	0.0	0.0	0.0	0.0	0.0	0.0	12.17	14.55	13.17
Npff	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03	3.33	2.92
Nqo2	0.27	0.0	45.12	0.0	0.0	41.27	0.0	25.61	0.0	0.0	4.33	20.64	1.59	0.0	34.48	0.0	0.0	0.12	151.63	29.13	4.94	44.77	0.0	0.15	0.0	39.78	16.46	0.0	0.0	0.08	37.31	0.0	0.0	4.86	4.73	5.12
Nr1d2	118.43	12.04	71.25	15.45	52.92	15.52	33.11	28.31	0.0	23.51	40.5	25.73	62.85	42.9	82.26	0.0	78.77	16.56	157.46	0.0	27.63	56.32	14.82	15.25	83.26	28.89	38.35	29.86	23.56	96.91	47.24	0.29	122.69	79.32	76.52	64.11
Nt5dc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.15	0.0	0.0	9.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.47	2.32	2.43
Nwd1	2.11	0.06	0.07	0.08	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.01	0.08	0.0	0.1	0.0	0.0	15.19	0.11	0.05	0.0	0.0	1.35	0.0	0.0	0.04	0.0	0.0	0.07	0.0	0.0	0.0	27.35	24.23	32.18
Olfr543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	145.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.59	0.37
Ostf1	1.37	0.49	6.31	0.39	0.46	0.3	1.47	1.17	1.45	2.22	0.0	0.0	0.72	0.93	1.36	2.95	13.6	1.57	57.41	0.9	2.11	0.32	8.64	0.91	1.76	0.2	0.4	2.37	0.0	2.95	1.93	1.44	0.63	14.69	14.68	14.87
Paqr9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.07	0.0	0.0	0.0	2.49	14.88	0.0	0.0	0.0	0.0	11.56	0.0	0.0	0.0	0.0	33.09	27.98	34.11
Pcdhgb4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.19	0.0	0.0	15.04	44.13	0.0	10.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.68	6.6	6.17
Per1	0.0	0.0	0.36	3.29	0.0	0.0	3.35	0.0	0.13	0.7	6.07	0.12	0.0	0.64	0.0	6.39	0.0	0.69	12.25	4.94	3.1	0.07	0.15	0.12	1.48	0.09	4.05	0.0	5.57	0.0	8.93	2.8	0.0	73.62	71.21	38.52
Pip5k1c	0.0	45.11	13.38	33.72	37.71	10.84	27.58	2.72	24.63	15.06	13.44	2.18	18.44	35.3	38.2	4.29	0.36	0.0	218.79	16.89	18.42	11.46	46.96	3.54	48.24	40.36	19.97	23.43	0.1	0.0	14.08	14.3	2.44	278.69	283.61	289.0
Ppef2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.7	0.63
Ppp2r5b	0.0	0.0	11.93	0.0	0.0	0.71	0.63	0.0	28.47	0.0	0.29	0.0	0.0	0.22	0.0	0.0	0.0	1.19	55.85	0.0	0.0	0.0	0.0	0.31	0.0	3.17	12.56	4.83	0.0	6.97	10.65	0.0	0.0	116.6	126.11	122.75
Pros1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.03	8.91	9.69
Ptpra	102.47	37.26	1.07	82.52	15.22	28.67	23.39	82.47	93.08	36.62	0.0	17.72	33.72	0.0	0.74	0.22	1.9	0.0	162.29	11.95	0.11	19.89	37.81	6.32	1.98	0.24	8.62	23.15	56.47	1.38	4.78	4.13	18.47	123.81	126.6	126.44
Pycard	1.07	0.0	4.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	67.28	0.0	0.18	0.0	0.0	6.15	0.0	0.0	0.0	14.16	0.0	0.0	0.0	0.0	0.08	2.46	2.27	2.49
Rhbdd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.05	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.54	5.49	5.06
Rims2	2.89	0.0	13.47	7.98	0.0	0.0	11.98	22.94	7.64	2.03	9.25	15.02	26.68	20.65	6.76	46.98	83.43	0.18	104.09	30.33	14.17	16.64	27.75	18.57	28.78	8.81	40.8	39.57	26.46	2.73	0.85	32.19	19.06	45.49	41.95	46.9
Rnd1	1.44	0.71	2.79	53.25	0.0	1.24	1.34	13.37	1.24	3.15	1.39	1.68	4.51	2.04	1.1	2.36	1.92	0.63	72.71	2.59	0.68	1.96	1.94	1.35	3.03	33.98	1.31	1.72	1.47	3.26	8.43	0.87	39.13	25.31	23.14	23.7
Rnf128	0.0	0.0	12.64	0.0	0.0	31.28	10.42	37.69	76.51	0.0	0.0	6.83	30.55	0.0	21.3	0.0	0.0	25.01	143.39	14.83	0.0	7.38	1.91	21.19	0.0	0.0	12.02	0.0	3.32	25.72	0.0	41.07	0.96	15.69	17.13	14.67
Rnf207	0.0	0.1	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83	0.0	0.0	0.0	0.0	0.0	10.01	0.0	0.0	0.99	10.7	0.0	0.0	0.0	0.0	0.12	0.0	0.0	5.64	0.0	0.0	6.48	6.27	7.68
Rnf44	0.0	0.0	0.88	0.93	0.0	6.13	2.2	8.54	0.0	16.54	0.0	1.82	8.36	0.0	14.95	0.0	0.0	0.0	39.71	23.3	0.0	0.0	17.02	15.85	0.0	0.43	8.37	5.47	23.22	37.96	1.51	12.41	0.0	99.93	107.11	100.64
Rrp8	0.0	8.06	0.0	2.49	0.0	0.0	0.0	39.07	0.0	0.0	1.38	0.0	0.0	0.0	0.0	12.95	0.0	0.0	74.7	2.01	0.0	34.89	0.0	0.0	0.0	1.29	0.0	2.44	0.0	3.45	6.39	0.0	0.0	8.12	7.46	7.28
Rsbn1l	0.0	42.06	0.07	11.51	0.0	0.51	0.0	1.65	0.98	15.04	10.55	12.27	0.0	6.6	0.0	0.0	0.0	0.25	73.2	0.0	0.8	1.86	0.0	3.91	2.34	0.0	0.45	0.31	0.0	20.37	9.31	8.05	3.57	13.97	12.85	14.07
Samd4	0.0	0.0	0.0	5.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.85	0.12	0.0	0.0	26.77	2.65	0.84	0.83	0.0	0.0	7.4	1.1	1.42	7.49	0.0	0.0	0.22	5.75	0.0	15.41	13.31	14.14
Scn1b	0.0	0.0	4.23	3.58	6.42	1.6	3.67	6.72	5.33	15.0	1.06	28.65	31.59	5.62	17.88	0.0	1.63	3.39	45.42	0.35	1.75	30.1	9.61	32.47	3.64	2.47	1.01	8.78	1.39	1.45	4.86	9.71	33.42	508.98	541.93	555.14
Slc16a13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.04	0.0	0.0	0.0	11.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81	5.24	5.24
Slc4a1ap	0.0	0.0	22.93	9.56	12.04	0.0	23.29	28.35	0.0	0.0	8.82	0.0	0.0	7.66	5.91	0.0	0.0	0.0	127.24	2.91	3.24	12.69	0.0	10.22	0.0	10.64	15.92	0.0	0.0	35.88	20.67	0.0	1.45	31.26	30.63	30.38
Slc9a3r2	0.0	107.66	0.0	1.07	64.87	0.0	6.97	1.85	43.93	22.57	0.0	49.85	7.55	0.0	33.91	21.77	0.0	38.13	73.84	24.92	0.0	0.0	21.04	0.5	13.93	0.0	0.0	50.46	53.53	7.77	45.03	1.63	3.38	41.47	44.48	39.59
Smarcad1	0.0	24.05	0.0	15.77	0.0	0.0	0.29	0.33	0.0	11.41	0.17	18.32	6.28	2.17	12.35	0.0	0.13	0.0	19.68	0.0	1.44	20.28	4.3	4.48	12.01	0.0	5.77	0.0	24.73	0.12	0.0	2.73	0.04	14.82	13.65	15.42
Snapc2	57.8	0.0	0.0	1.99	7.03	4.18	0.0	0.0	0.0	0.0	0.0	12.4	74.95	0.0	30.54	0.0	0.0	0.0	67.19	0.0	11.78	25.38	0.0	62.93	0.0	0.0	16.8	1.17	0.0	0.0	3.55	16.1	2.61	31.9	37.25	37.08
Snora33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.35	0.0	2.86	1.35	2.96
Snrk	0.0	21.32	1.21	31.72	0.1	0.0	13.82	4.3	0.25	1.69	1.8	34.44	25.66	26.55	0.0	3.15	0.0	34.59	49.84	17.58	0.0	10.91	37.97	33.52	0.0	23.72	41.0	5.04	12.94	13.26	9.93	4.01	53.35	47.62	51.78	49.29
Spry1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31	0.0	0.0	0.0	54.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	6.63	8.63	8.4
Src	0.12	0.0	10.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	1.53	4.0	0.0	0.0	0.0	37.19	0.0	16.61	0.0	7.69	0.0	0.0	0.1	0.0	0.0	0.0	0.14	0.0	0.12	2.0	70.08	73.11	71.61
Ssh1	0.0	0.0	0.0	0.0	0.0	0.15	0.21	0.0	0.0	0.0	5.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.86	0.0	0.0	0.19	0.22	0.0	0.0	2.82	5.65	0.0	0.13	0.0	0.0	0.0	0.0	8.39	8.3	9.42
Stag1	0.0	2.14	4.69	0.49	2.58	35.6	0.17	11.66	0.0	0.99	3.64	2.68	0.0	12.29	7.26	0.0	16.86	0.0	45.03	10.23	0.0	19.53	0.0	0.05	0.13	0.0	0.33	0.0	18.62	7.72	0.63	0.0	4.1	19.23	18.21	19.87
Suz12	0.0	0.0	0.0	9.29	19.11	0.0	2.12	0.0	1.97	0.75	17.66	9.38	1.4	14.33	0.0	6.58	0.84	0.63	44.92	16.61	0.0	2.26	10.55	2.11	0.0	0.0	0.0	0.0	31.26	0.12	4.99	1.56	13.37	23.43	22.44	24.63
Tacc3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83	0.0	0.0	0.0	0.0	1.49	0.0	0.23	0.0	66.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.61	6.17	4.96	6.25
Taf5l	0.0	0.0	0.0	14.54	1.29	0.17	31.38	0.0	8.01	18.16	0.0	0.56	25.57	0.0	26.91	0.0	0.0	41.53	67.2	0.0	0.0	11.77	0.0	18.44	0.0	0.0	0.0	0.3	44.43	0.0	0.0	0.0	0.0	18.7	19.86	16.45
Tbc1d12	0.0	56.06	0.0	0.0	0.0	14.42	10.95	8.72	0.0	1.67	0.0	0.38	0.0	30.3	0.0	0.0	0.0	0.0	56.05	0.25	0.18	0.36	0.67	0.0	19.38	0.0	6.6	26.6	0.59	1.27	0.0	0.0	6.06	10.06	9.47	9.5
Thsd4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.66	0.0	0.08	0.0	0.06	10.14	0.0	5.71	5.9	4.72
Thtpa	0.0	0.0	0.0	26.7	1.05	44.07	0.12	0.0	0.0	0.0	31.42	43.54	0.0	0.0	0.0	0.0	0.0	31.15	92.08	0.09	0.0	0.0	18.12	25.32	0.0	33.64	6.16	0.0	60.71	7.78	23.01	69.96	0.0	26.32	27.25	27.52
Ticam2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76	0.57	0.44
Tmem188	0.0	0.0	0.0	0.0	0.0	31.11	86.42	0.0	0.0	59.21	62.34	28.44	29.92	17.47	45.49	98.32	0.0	73.88	224.11	0.0	59.23	26.07	33.93	37.25	6.4	0.0	48.83	26.43	3.43	2.68	45.02	0.0	24.88	35.3	35.33	34.43
Tmem62	0.0	0.0	5.85	6.2	0.0	70.96	24.75	48.6	0.21	35.7	0.0	0.38	0.0	0.0	36.44	0.0	0.0	0.0	194.05	25.75	5.79	68.15	0.0	50.16	62.53	0.0	0.0	42.35	0.0	4.7	23.8	22.05	0.61	26.92	28.04	25.32
Tnr	0.0	0.0	2.31	4.89	0.0	0.0	19.28	4.24	13.87	9.99	13.04	2.29	2.51	4.38	7.26	0.0	0.0	34.99	23.47	0.0	6.63	21.39	8.39	4.89	4.96	0.52	7.24	8.31	1.75	1.09	0.44	0.33	7.46	44.38	32.54	51.92
Ube2cbp	0.0	0.0	0.0	0.0	0.0	0.0	1.51	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.14	0.0	0.0	0.0	0.0	1.38	0.0	0.0	0.55	0.0	0.0	0.3	0.0	49.96	0.11	1.79	2.61	2.3
Upf1	12.7	0.0	2.53	4.98	2.1	2.27	2.44	4.0	1.32	7.71	3.25	5.28	9.21	3.23	6.46	1.84	2.49	6.65	35.73	1.24	0.16	2.39	4.49	0.54	5.76	3.0	4.43	3.11	7.98	4.9	0.62	4.59	1.05	41.5	43.06	42.2
Usp39	0.0	0.0	4.9	3.19	0.0	0.0	0.0	0.0	38.61	0.0	0.0	8.04	20.03	1.07	0.0	1.73	0.0	0.0	71.33	24.85	0.0	1.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.68	35.05	34.12
Vil1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.48	0.39
Vkorc1l1	0.0	0.0	0.86	0.0	0.0	0.0	6.01	0.0	0.0	0.0	0.0	14.62	0.0	0.62	0.0	0.0	0.0	0.0	54.35	4.6	0.0	0.0	20.56	5.18	0.0	1.27	6.73	0.0	0.0	31.81	0.0	0.0	0.0	55.54	56.94	53.04
Wipf3	0.1	0.0	14.11	71.02	1.14	12.26	27.92	39.35	16.23	10.81	21.42	0.53	46.62	42.24	26.25	4.85	0.29	49.07	120.29	13.33	24.79	40.77	34.09	8.34	17.41	23.63	48.05	1.05	13.38	42.3	35.3	4.59	8.43	86.45	99.02	90.36
Xbp1	3.19	0.0	23.09	9.75	0.28	160.32	2.3	53.22	4.45	5.82	0.0	1.52	3.13	95.35	29.54	0.0	4.46	1.29	205.8	1.03	0.0	97.78	0.4	0.0	62.99	13.99	57.87	56.51	1.16	0.61	54.29	43.66	3.17	102.75	92.1	84.98
Zbtb45	0.0	0.0	0.0	8.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.49	0.0	0.0	0.14	8.4	0.0	0.0	12.67	0.0	0.0	0.0	0.0	0.0	1.91	0.09	23.88	26.56	24.8
Zfp397	0.0	0.05	0.0	0.22	0.0	4.25	10.9	0.03	0.57	19.06	2.19	0.0	3.29	0.0	28.26	0.42	0.33	0.41	52.05	5.9	0.19	0.25	9.73	0.29	0.4	3.76	16.27	0.08	31.68	0.2	0.0	7.39	44.06	18.58	16.83	18.15
Zfp943	0.0	0.0	0.0	0.0	0.0	1.05	0.5	0.0	0.0	45.04	36.13	0.79	0.0	50.23	0.0	7.62	0.0	3.69	235.18	2.77	0.0	0.11	21.97	30.53	0.0	4.18	5.59	0.0	60.67	0.2	0.0	0.0	0.29	14.18	11.74	14.22
Zfyve21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.2	0.0	0.0	0.0	0.0	19.72	20.37	19.42
c14_tRNA-Lys-AAG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.36	3.16	0.0
c7_SSU-rRNA_Hsa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.62	0.0	0.0	0.0	0.0	0.0	0.0	81.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18	3.28	2.71
