	Calb2_tdTpositive_cell_3	Calb2_tdTpositive_cell_8	Calb2_tdTpositive_cell_39	Chrna2_tdTpositive_cell_58	Cux2_tdTpositive_cell_3	Cux2_tdTpositive_cell_8	Cux2_tdTpositive_cell_46	Cux2_tdTpositive_cell_56	Cux2_tdTpositive_cell_68	Nr5a1_tdTpositive_cell_3	Nr5a1_tdTpositive_cell_9	Nr5a1_tdTpositive_cell_14	Nr5a1_tdTpositive_cell_37	Nr5a1_tdTpositive_cell_43	Nr5a1_tdTpositive_cell_46	Ntsr1_tdTpositive_cell_38	Rbp4_tdTpositive_cell_3	Rbp4_tdTpositive_cell_13	Rbp4_tdTpositive_cell_16	Rbp4_tdTpositive_cell_79	Rbp4_tdTpositive_cell_88	Rbp4_tdTpositive_cell_116	Rbp4_tdTpositive_cell_142	Rbp4_tdTpositive_cell_150	Rbp4_tdTpositive_cell_171	Rorb_tdTpositive_cell_3	Rorb_tdTpositive_cell_11	Rorb_tdTpositive_cell_33	Rorb_tdTpositive_cell_34	Rorb_tdTpositive_cell_36	Rorb_tdTpositive_cell_38	Scnn1a.Tg3_tdTpositive_cell_94	Scnn1a.Tg3_tdTpositive_cell_97	Sst_tdTpositive_cell_27	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Ldoc1	0.0	0.0	0.0	0.0	0.0	0.0	95.73	0.0	0.0	0.0	0.0	174.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.68	0.0	1.6	0.0	0.0	1.87	1.62	1.24
Lmo7	14.02	19.87	66.88	0.0	0.0	0.0	61.65	0.0	0.0	1.25	2.74	0.0	15.18	0.0	40.81	41.08	0.0	0.0	0.0	3.19	0.0	0.0	2.35	0.0	7.81	0.0	24.25	0.0	0.02	0.0	0.0	0.06	0.04	0.0	18.74	12.01	11.77	9.44	50.59	47.25	46.44
Lrrn2	0.23	20.43	45.14	0.0	0.09	19.46	55.28	0.0	0.0	1.57	134.82	0.0	0.0	0.0	0.0	0.0	0.0	1.88	0.0	2.93	0.0	0.0	0.0	0.0	0.0	12.95	0.0	0.0	1.2	0.0	0.8	23.77	45.14	19.44	14.02	2.66	7.58	8.48	70.86	81.35	80.0
Maf	0.0	40.64	42.86	0.0	0.08	93.7	43.32	0.0	0.0	20.38	0.0	11.75	0.13	0.0	44.87	0.0	0.19	0.11	136.02	0.0	0.0	0.0	0.25	0.0	26.19	0.07	0.0	0.15	0.03	0.0	0.0	0.0	0.0	52.13	0.0	0.0	0.0	0.0	11.05	10.74	11.31
Med16	2.72	0.99	11.25	3.23	10.11	1.67	66.05	1.74	2.54	70.36	2.97	2.69	0.77	1.53	1.83	2.67	0.41	3.25	3.99	43.09	2.64	4.19	34.2	4.06	1.72	2.3	4.35	1.89	3.08	1.6	2.55	4.74	2.59	1.38	4.69	1.43	2.38	2.51	41.23	46.11	45.2
Mgat5	0.0	12.71	0.0	0.0	0.07	0.0	26.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	6.73	0.0	0.69	0.0	0.54	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.22	35.1	31.66	38.04
Mib2	0.0	5.5	0.0	0.0	0.0	0.0	61.48	0.51	0.0	18.93	0.0	0.0	0.25	0.0	0.9	0.0	0.0	0.5	0.0	0.0	0.0	0.0	3.81	0.0	6.59	0.0	0.0	0.0	0.0	6.52	0.17	0.0	0.16	0.0	9.44	0.0	2.76	2.36	65.64	74.95	70.23
Mir181a-2	0.0	0.0	0.0	0.0	0.0	0.0	20.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mnd1	0.0	0.0	0.0	0.0	0.0	0.0	59.12	0.0	0.0	0.0	0.0	0.0	56.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.2	0.0	2.06	0.0	0.58	1.1	1.2
Mst1r	0.0	0.0	0.0	0.0	0.0	0.0	10.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	1.09	1.68	1.13	0.9	0.71
Mta2	19.06	0.27	0.0	0.0	0.0	0.0	67.07	0.0	0.0	3.53	0.0	0.0	0.62	0.0	0.0	2.66	0.0	0.0	0.0	0.0	9.86	0.0	0.0	6.77	0.0	0.0	0.0	0.0	4.01	0.0	0.0	0.0	0.0	0.0	8.72	2.31	3.22	2.22	38.84	39.23	34.76
Mtap1s	0.0	0.0	0.0	0.0	11.04	0.0	103.11	0.0	0.0	0.0	15.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.72	4.83	0.0	0.03	14.72	0.0	0.0	0.0	0.0	0.0	0.0	0.27	1.05	1.59	36.51	42.07	41.64
Mypop	0.0	0.33	0.0	0.0	0.0	0.0	20.69	0.0	0.0	1.31	0.0	8.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.86	0.0	0.14	3.59	1.59	2.25	40.58	46.49	45.49
Naf1	0.0	27.33	0.0	0.0	5.08	0.47	34.8	0.0	21.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	2.21	0.0	3.81	2.74	0.92	2.32	14.69	16.28	13.99
Ncdn	160.18	88.61	8.66	10.69	57.49	66.58	157.41	5.59	102.83	5.99	125.43	29.87	39.86	21.53	2.0	0.21	5.39	19.28	2.13	9.71	21.66	0.0	21.92	13.26	2.39	39.18	0.0	15.28	109.77	0.06	8.71	68.77	2.91	36.86	31.75	7.53	15.26	17.58	907.72	1022.47	941.79
Nfkb1	0.0	0.0	0.0	0.0	0.02	0.05	56.68	0.0	0.0	0.0	0.0	0.0	0.0	0.03	1.31	0.0	0.0	0.0	0.0	0.0	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.03	0.0	0.0	1.37	0.33	0.54	9.97	8.94	9.95
Nhlh1	0.0	0.0	0.0	0.0	0.0	0.0	5.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.71	0.64	0.62
Nol6	1.53	1.97	0.0	0.09	7.71	0.0	86.37	0.0	0.0	133.13	41.15	0.0	0.0	21.04	8.59	0.09	28.33	0.0	0.0	58.13	57.56	0.12	2.49	52.94	0.09	0.0	0.0	0.0	1.36	0.02	0.0	0.23	0.15	0.0	13.27	9.63	10.81	10.45	71.62	76.65	71.89
Nov	0.0	2.45	0.0	0.0	0.0	0.18	20.56	0.23	0.0	0.0	0.0	0.0	0.0	0.06	0.11	0.17	0.13	0.5	0.0	0.0	0.0	0.0	10.52	0.0	0.3	36.62	0.0	0.0	0.56	0.0	0.0	0.22	0.06	0.17	5.49	4.66	5.99	4.13	124.61	128.44	115.44
Nr6a1	15.99	0.0	0.0	0.0	56.64	0.0	57.17	1.75	0.0	0.0	0.0	0.0	0.0	0.0	23.49	0.0	0.0	0.0	0.0	8.29	1.63	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.83	0.0	0.0	4.63	1.92	1.41	0.58	0.82	5.22	5.02	5.35
Nrcam	0.43	76.34	35.03	5.59	13.32	71.0	131.9	26.3	49.44	15.67	117.52	195.51	112.17	87.64	59.57	4.72	51.62	35.0	41.74	155.48	104.99	7.02	145.9	41.37	165.97	47.56	31.63	16.34	14.71	8.43	101.71	90.44	9.95	4.1	58.86	32.87	42.46	38.86	149.64	137.89	151.29
Ntrk2	83.08	50.74	4.49	0.81	12.0	90.09	276.51	121.72	0.25	0.75	95.73	7.9	95.74	49.51	63.6	5.86	52.56	58.6	0.96	32.53	75.31	38.92	25.01	0.37	23.12	4.7	0.14	143.18	91.68	0.41	0.3	13.13	8.24	0.66	41.31	17.97	34.61	31.89	244.04	230.22	259.3
Pip4k2b	0.0	0.97	2.8	0.0	0.02	0.0	33.16	15.77	3.34	1.14	1.68	0.0	0.0	0.0	0.0	0.0	0.27	0.0	3.62	0.64	0.0	0.99	0.0	0.0	0.0	0.0	16.52	0.0	10.86	0.02	0.02	0.51	0.48	0.0	4.64	2.22	2.36	2.93	83.28	80.17	79.56
Pmaip1	0.0	0.0	0.0	0.0	0.0	0.0	78.42	4.25	0.0	0.14	0.0	0.0	0.0	0.0	13.47	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59	0.11	0.0	1.05	2.73	2.17	2.28
Poln	0.0	0.0	0.17	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.12	0.0	0.51	0.22	0.39
Pou2af1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.11	0.12
Ppp5c	98.07	55.96	129.85	3.03	34.92	120.16	449.7	0.0	214.35	7.65	0.0	0.0	6.32	239.14	259.46	153.32	73.17	144.95	161.94	94.32	121.61	6.02	107.35	84.67	57.0	0.25	112.07	0.05	104.37	204.0	150.05	65.68	3.97	23.08	48.91	13.07	30.32	35.32	125.26	136.33	124.06
Pxn	0.0	0.0	0.0	0.0	0.0	0.0	16.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.26	0.0	0.0	0.0	0.0	0.0	1.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.93	0.38	18.43	19.63	20.36
Qdpr	206.5	2.48	0.0	1.82	51.7	111.31	247.37	227.45	120.02	4.55	15.08	0.0	0.0	0.0	0.53	37.32	84.16	136.71	65.69	0.0	7.09	0.0	69.62	57.68	0.0	0.0	0.0	0.08	1.88	145.38	35.85	0.76	36.49	508.86	52.32	8.97	39.07	71.93	244.27	257.1	263.46
Rab5c	0.0	84.66	0.0	0.0	97.94	1.47	55.55	1.77	0.0	0.85	0.0	2.81	0.72	0.42	1.41	0.0	0.89	0.0	0.0	53.04	0.0	0.0	0.0	0.0	1.91	0.0	0.0	0.0	0.07	0.0	0.15	2.55	0.35	0.0	9.69	13.69	18.67	19.29	172.31	181.94	176.72
Rassf4	0.0	0.0	0.0	0.0	0.0	0.0	23.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	3.87	3.75	3.09
Rgs6	0.0	74.99	25.37	0.0	0.0	0.0	106.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44	0.0	0.04	0.0	0.0	0.0	0.0	0.0	4.46	6.14	6.03	6.88	33.36	28.93	32.52
Rimbp3	0.0	0.0	0.0	0.0	0.0	0.0	2.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.29	0.12	1.09	1.39	1.63
Rps19bp1	0.0	0.0	0.0	0.0	0.77	0.0	62.51	0.0	0.0	0.0	0.0	5.52	24.58	0.0	0.0	0.0	14.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.69	0.22	0.35	13.0	8.37	3.41	6.54	6.16	33.75	35.27	34.34
Rrp9	0.0	0.0	0.0	0.0	0.25	0.0	275.78	0.0	112.76	0.12	0.97	0.0	0.0	20.56	0.0	0.0	0.0	0.0	8.44	8.69	0.0	0.0	1.42	0.0	1.4	0.0	0.0	8.95	0.07	0.0	0.07	0.23	0.0	94.92	25.22	4.35	18.9	2.76	24.46	31.75	25.79
Samd1	0.0	0.55	0.0	0.0	26.45	10.37	3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.55	0.0	2.32	0.67	1.01	22.06	22.74	23.66
Sart3	0.0	0.0	0.0	0.0	0.0	0.0	78.68	0.0	0.0	0.0	0.0	79.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.38	0.0	2.83	3.06	1.72	0.29	32.69	35.28	33.58
Scml4	0.67	0.03	0.11	0.21	0.75	0.0	30.38	0.12	0.36	0.72	0.45	0.37	0.2	0.03	0.87	0.08	0.29	0.18	0.25	0.0	0.45	0.24	7.02	1.44	0.18	0.24	2.22	0.12	0.17	0.3	0.4	0.4	0.11	11.43	0.48	0.34	0.0	0.04	2.28	2.19	2.28
Siglecg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.11	0.12
Slc33a1	0.0	0.05	0.0	0.0	0.03	0.0	121.04	0.0	0.0	0.06	0.0	0.0	5.96	0.0	0.0	10.19	0.0	2.35	0.0	14.75	8.53	0.0	1.72	0.0	20.61	0.0	0.0	0.0	0.72	0.0	0.0	0.17	61.69	0.0	6.93	7.75	7.29	4.01	27.44	29.07	27.57
Slc7a6os	0.0	0.0	0.0	0.0	7.84	0.16	57.6	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.94	0.0	0.0	6.8	0.0	2.19	0.0	0.0	0.0	0.0	6.77	0.35	10.07	0.0	4.92	0.0	3.52	2.98	0.0	0.0	6.21	7.37	5.28	4.87	27.25	26.58	28.7
Snap25	26182.83	20995.4	17910.18	20371.44	24880.43	23752.44	14897.45	25194.29	17389.6	24000.2	22188.29	24648.02	21740.03	20866.53	20758.47	23051.34	22470.57	18985.93	21096.18	19454.91	18096.94	22845.02	19669.87	21696.22	22039.64	21226.95	25542.47	18151.46	18796.65	21954.45	22725.47	18336.85	20516.03	21043.71	17485.78	20846.74	19146.26	18964.09	2513.78	2278.43	1507.97
Snord42b	0.0	0.0	0.0	0.0	0.0	0.0	8.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.59	0.0	0.0	0.0	21.63	5.09	5.58
Snord58b	0.0	0.0	0.0	0.0	0.0	0.0	17.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.39	0.0
Sohlh1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.22	0.0
Srsf12	0.0	0.05	0.0	0.0	0.11	130.75	157.46	0.56	0.15	0.06	0.25	187.43	0.04	0.04	0.08	0.0	0.31	0.0	41.29	43.52	0.0	0.0	0.0	0.0	0.0	0.09	3.54	69.61	1.65	0.09	0.0	19.21	0.0	124.95	10.5	31.83	35.19	26.9	17.5	17.84	19.21
Ssxb6	0.0	0.0	0.0	0.0	0.0	0.0	1.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21
Stk11ip	14.67	0.0	0.0	0.0	0.09	0.0	145.17	9.88	0.0	0.06	0.0	0.0	18.88	25.57	0.0	0.15	69.14	0.0	0.0	22.65	0.0	0.0	0.0	0.0	0.19	0.0	0.56	0.02	0.0	0.0	0.0	0.04	0.12	0.07	3.79	7.17	1.38	1.43	22.95	24.4	24.19
Sytl1	0.0	0.0	0.0	0.0	0.11	0.0	165.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08	1.17	1.28
Tarbp2	0.0	0.0	0.0	0.28	0.29	0.0	159.7	207.81	0.0	0.13	0.0	0.0	0.0	0.0	32.94	0.0	0.0	0.27	0.0	0.0	0.0	0.0	7.56	0.0	1.14	0.0	0.0	0.0	0.07	0.0	84.29	0.0	0.0	0.34	23.64	9.01	19.2	8.85	20.43	23.36	22.75
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Thap11	0.0	13.35	0.0	0.0	0.0	0.0	118.96	0.0	0.0	48.6	0.0	0.0	0.06	0.0	0.13	96.88	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.69	88.24	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	4.59	9.95	13.92	13.86	35.85	37.53	37.39
Tktl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.11	0.08
Tm7sf3	0.0	0.0	0.0	0.25	0.0	0.0	82.52	0.0	0.0	0.11	0.0	0.0	26.74	0.0	0.0	0.0	0.0	0.0	2.64	0.0	0.0	0.0	0.0	0.45	0.0	0.0	102.63	0.0	0.0	0.0	0.0	0.0	0.0	75.62	6.86	3.05	4.35	7.0	28.74	34.41	34.58
Tnip1	2.59	50.65	0.0	0.31	0.08	0.0	56.99	0.0	0.0	0.14	28.14	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	56.79	0.0	0.84	0.0	0.0	12.22	0.0	1.42	0.13	0.0	1.09	0.0	0.13	0.41	0.0	2.59	4.48	7.1	12.64	20.44	20.33	20.11
Tnni3	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.82	0.64
Tob2	0.0	38.05	0.0	0.0	0.0	0.0	8.68	1.91	0.0	1.16	0.0	0.0	0.03	0.0	0.0	0.0	1.03	0.0	0.0	3.27	0.0	0.0	0.0	0.0	2.52	0.0	1.68	0.0	3.78	0.0	0.03	0.0	0.0	0.0	2.24	4.15	6.33	4.66	22.9	23.09	15.82
Tradd	0.0	0.0	0.0	0.0	0.0	0.0	9.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02	8.02	8.98	8.2
Trim61	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.04	0.0
Ttbk1	0.0	0.05	0.0	3.29	0.04	0.0	18.62	0.0	0.06	0.94	0.1	1.44	0.03	0.04	0.0	33.33	0.0	0.06	0.05	0.0	2.74	0.08	0.53	0.18	0.18	0.0	0.13	0.02	0.04	0.03	0.0	0.09	0.04	0.08	0.04	0.17	0.44	0.99	41.37	40.87	44.19
Ttc39d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63	0.0	0.0	0.05	0.05	0.05
Tulp3	0.14	0.08	1.55	1.17	1.75	0.07	45.47	1.55	1.42	0.49	0.0	0.0	0.07	29.16	0.4	0.58	55.57	6.56	0.41	29.65	0.0	2.14	0.94	1.95	0.62	0.62	0.56	25.12	0.04	0.39	0.13	43.04	0.2	0.8	4.16	1.32	3.45	2.46	14.82	15.52	13.9
Tusc3	171.53	167.75	2.89	81.87	681.46	119.91	243.13	45.87	59.66	123.22	155.22	655.55	123.27	277.21	221.86	378.0	3.15	311.22	110.85	206.26	188.72	55.31	270.08	132.46	215.75	244.89	204.36	181.46	158.69	147.48	55.8	107.68	336.77	0.0	181.18	258.44	255.3	284.83	339.79	358.73	329.81
Upf1	4.64	1.51	4.0	6.63	0.0	7.15	8.45	3.43	6.71	3.02	0.0	0.0	2.76	0.08	3.0	6.57	6.89	2.95	2.09	6.4	2.61	1.34	4.86	6.15	8.97	0.17	6.97	1.72	8.89	1.77	0.87	6.25	1.03	2.68	2.51	2.9	2.96	4.66	41.5	43.06	42.2
Vmn2r27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.11	0.0
Xpa	0.0	0.0	0.0	0.0	0.0	0.0	31.18	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	119.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.76	0.0	0.0	0.0	0.99	0.0	1.3	3.38	1.52	9.76	12.19	10.62
Zbtb37	0.0	0.0	0.0	0.0	0.0	0.0	70.32	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.08	0.0	0.31	1.59	1.07	5.76	3.65	5.63
Zfp40	0.19	0.0	80.63	0.0	0.02	0.49	143.07	0.0	0.0	39.75	156.07	0.48	0.0	0.04	0.0	31.03	15.16	1.59	0.0	67.17	0.0	0.41	79.46	0.12	67.88	0.0	43.84	0.0	0.03	94.15	0.03	0.18	0.0	0.0	10.66	26.94	24.8	18.6	12.39	8.99	11.21
Zfp69	0.0	0.0	0.0	0.0	0.0	0.0	14.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76	0.0	0.0	0.0	1.38	1.18	1.3
Zfyve26	0.0	2.79	3.83	11.76	0.0	56.05	36.98	0.0	0.0	6.28	0.0	0.0	1.42	0.0	0.0	3.46	0.0	4.37	0.0	0.0	0.0	2.25	4.4	0.0	0.0	7.37	0.0	0.0	5.33	0.0	0.01	0.12	0.01	0.0	2.05	1.85	0.51	0.33	8.68	7.36	9.12
Zmynd19	0.0	0.0	0.0	0.0	0.0	0.0	43.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.99	0.0	0.0	2.49	1.15	0.58	37.25	34.94	34.39
Zp3r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
c1_tRNA-Ala-GCG	0.0	0.0	0.0	0.0	0.0	0.0	56.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.37	0.0	0.0
c7_tRNA-Ala-GCY	0.0	0.0	0.0	0.0	0.0	0.0	24.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
