	Calb2_tdTpositive_cell_58	Cux2_tdTnegative_cell_4	Cux2_tdTnegative_cell_5	Cux2_tdTnegative_cell_6	Cux2_tdTnegative_cell_12	Cux2_tdTnegative_cell_13	Cux2_tdTnegative_cell_15	Gad2_tdTpositive_cell_39	Ndnf_tdTnegative_cell_1	Ndnf_tdTnegative_cell_5	Ndnf_tdTnegative_cell_7	Ndnf_tdTnegative_cell_10	Ntsr1_tdTnegative_cell_14	Ntsr1_tdTnegative_cell_17	Ntsr1_tdTnegative_cell_18	Ntsr1_tdTnegative_cell_28	Rbp4_tdTpositive_cell_165	Rbp4_tdTnegative_cell_2	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_4	Rbp4_tdTnegative_cell_10	Rbp4_tdTnegative_cell_14	Rbp4_tdTnegative_cell_16	Rbp4_tdTnegative_cell_19	Rbp4_tdTnegative_cell_21	Rbp4_tdTnegative_cell_22	Rbp4_tdTnegative_cell_23	Scnn1a.Tg2_tdTnegative_cell_4	Scnn1a.Tg2_tdTnegative_cell_18	Scnn1a.Tg3_tdTnegative_cell_2	Scnn1a.Tg3_tdTnegative_cell_4	Scnn1a.Tg3_tdTnegative_cell_8	Scnn1a.Tg3_tdTnegative_cell_12	Scnn1a.Tg3_tdTnegative_cell_16	Scnn1a.Tg3_tdTnegative_cell_21	Scnn1a.Tg3_tdTnegative_cell_24	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Fam189b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.28	0.0	0.0	0.0	0.0	0.54	0.0	0.0	6.93	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.34	1.59	0.77	2.62	2.27	6.92	0.06	1.65	1.01	2.04	35.65	38.7	42.02
Fam82b	0.0	0.0	0.0	0.0	0.0	10.21	0.0	121.3	524.5	0.0	0.0	29.28	0.0	0.0	0.0	0.0	4.74	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.05	0.0	0.0	0.55	0.0	0.0	0.0	0.0	22.24	40.74	46.96	7.11	29.05	48.54	15.55	11.73	14.83	17.58	10.84	9.93	13.94
Fank1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.84	6.33	3.41	0.0	2.44	1.41	1.6	4.47	4.78	4.56
Gdap1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.98	0.0	0.0	0.0	0.0	0.63	0.0	0.17	38.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.97	58.27	71.0	57.32	33.66	75.6	45.52	94.99	48.88	45.74	82.99	75.68	78.99
Gla	1.56	0.0	1.11	0.86	2.02	2.82	0.16	3.14	319.24	0.29	0.47	1.67	2.1	6.22	1.17	2.52	12.3	10.08	1.94	1.05	2.75	1.48	2.22	4.41	0.56	0.9	2.54	1.14	1.12	45.38	4.8	0.25	2.03	3.38	0.84	0.0	2.47	28.18	31.17	9.96	1.04	15.32	19.1	5.84	5.91	10.33	9.91	11.13	8.43
Glt8d1	467.92	0.0	6.3	0.0	0.25	2.13	0.64	0.86	663.45	88.22	8.06	245.04	2.63	130.5	2.19	6.2	32.29	9.99	4.62	1.4	0.63	0.63	0.9	2.29	1.51	19.68	4.16	0.0	3.41	0.91	1.95	3.32	0.98	2.36	0.41	0.0	10.57	23.39	18.44	14.83	20.25	45.05	23.93	27.29	18.27	16.83	31.52	26.6	29.4
Gm13306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	40.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.56	177.66	125.27	103.08	54.7	62.2	75.81	61.27	76.52	71.98	30.63	28.29	22.96
Gm19897	0.23	0.0	0.0	0.0	0.31	0.42	0.19	0.37	210.07	0.69	0.77	0.0	0.44	0.23	0.0	0.0	0.0	0.86	1.35	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.37	0.1	0.0	0.0	2.55	0.0	1.15	0.38	0.0	0.22	0.0	0.21	0.0	0.0	0.12	0.18	0.0	0.0	0.0	1.71	1.77	1.79
Gm2002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	2.82	5.81	3.62	0.0	0.41	0.96	1.27	4.28	1.89	1.73	1.86	1.4
Gm2506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	40.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.56	177.66	125.27	103.08	54.7	62.2	75.81	61.27	76.52	71.98	30.63	28.29	22.96
Grid2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	3.46	0.0	0.17	0.0	0.07	3.64	0.79	0.8	7.2	8.47	8.34
Gtf3a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	336.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61	0.0	0.0	0.0	0.0	2.68	1.07	4.82	4.22	1.71	13.34	0.0	4.59	3.61	5.42	30.54	35.09	33.98
Hddc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	809.56	0.44	0.0	0.0	845.72	0.0	0.0	0.0	64.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	377.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.86	35.86	26.08	34.5	80.07	12.09	61.32	29.24	49.48	32.43	21.68	22.75	23.31
Hes5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.91	0.0	0.0	0.0	5.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.5	25.82	25.85
Hint3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.49	358.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.35	4.42	27.5	13.22	17.43	8.72	4.55	9.62	4.22	4.79	31.02	26.58	29.58
Hn1l	0.0	0.0	0.0	0.0	0.0	0.0	111.72	0.0	300.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.49	0.0	0.0	2.08	0.0	0.0	9.58	0.0	0.23	2.64	1.73	3.7	5.25	4.34
Hpdl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	565.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51	0.0	0.0	1.87	1.7	2.25
Il11ra2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	2.82	5.81	3.62	0.0	0.41	0.96	1.27	4.28	1.89	1.73	1.86	1.4
Il12rb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.49	2.53	0.0	0.19	0.09	0.0	4.89	1.72	1.17	1.53	2.27	1.95	3.31
Ippk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	116.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.16	10.56	9.25	9.19	0.28	5.51	1.57	3.33	10.66	8.75	15.03	15.57	15.04
Iws1	0.47	0.0	0.73	0.18	0.76	1.13	0.74	2.52	133.33	0.37	0.96	0.64	0.54	0.59	3.06	2.59	3.46	1.61	2.15	0.51	0.15	0.7	0.25	1.21	0.69	3.16	0.72	0.4	1.51	0.19	1.2	0.34	4.78	0.36	0.31	7.37	2.99	6.73	1.91	5.69	0.45	2.67	5.23	3.85	2.67	2.56	15.3	13.19	16.01
Kbtbd11	0.81	1.36	0.0	0.0	0.0	0.1	0.07	0.28	117.96	0.26	0.72	0.07	0.12	0.16	0.0	0.1	1.41	0.0	0.87	0.08	0.0	0.09	0.55	0.38	0.0	0.38	0.8	0.34	2.2	0.28	0.0	0.09	0.8	0.56	0.0	0.0	12.21	21.7	11.18	16.47	9.79	6.02	19.96	9.62	10.45	12.34	53.75	58.79	54.92
Khdc1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.16
LOC100642166	130.1	0.0	1.19	0.0	0.0	0.0	0.0	0.0	253.73	4.75	0.0	64.43	0.0	0.0	1.09	0.44	17.98	0.0	9.8	0.25	0.0	0.0	0.46	0.86	0.0	0.0	0.0	47.63	0.0	0.0	0.0	0.0	7.31	0.0	0.0	0.0	16.88	32.35	13.34	29.04	35.65	19.51	13.3	34.37	25.16	15.33	8.36	6.3	10.34
Lats2	0.0	0.0	0.0	0.0	28.9	0.0	0.0	0.0	314.85	0.0	0.0	0.0	0.0	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.0	0.0	232.43	5.73	0.99	0.32	1.37	3.3	0.52	0.0	0.51	0.2	0.13	13.28	15.09	14.1
Lca5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	454.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59	0.95	1.14	3.68	4.16	10.9	6.5	2.42	3.97	8.71	8.07	8.1
Lipt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	633.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	165.9	0.0	0.0	0.57	0.0	0.0	0.0	0.0	6.49	0.0	0.0	19.85	0.0	1.16	1.75	0.86	4.06	7.27	7.38	8.26
Lrrc29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.45	0.0	0.75	0.68	0.39	3.32	0.16	0.18	3.46	1.45	1.65	1.65
Lrrc39	1.75	0.09	0.16	1.19	3.89	5.64	1.65	5.01	16.33	1.85	2.24	1.01	11.26	2.21	0.78	0.28	3.9	2.46	3.58	3.08	4.85	1.99	0.24	3.77	2.06	7.5	0.44	3.25	7.09	0.33	3.63	1.28	0.24	0.21	1.46	0.44	2.59	6.21	1.6	2.65	1.61	3.14	3.08	3.97	2.32	4.48	2.73	1.93	3.07
Luzp1	37.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.63	0.04	0.0	0.0	0.0	0.0	0.0	0.0	3.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.31	6.48	8.22	8.79	10.51	5.82	7.4	6.88	5.82	8.23	40.4	37.01	38.5
Map2k7	0.0	0.0	0.0	36.18	0.0	0.0	0.0	0.0	162.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	9.65	0.0	0.0	7.43	8.75	17.83	10.69	3.74	7.51	1.52	9.25	10.48	11.56	58.55	64.67	62.37
Mapt	16.5	0.0	0.0	0.35	0.0	0.0	0.0	0.0	126.08	0.06	0.0	20.92	0.0	0.47	0.12	0.0	27.65	0.26	0.24	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.44	0.14	0.0	0.15	0.0	0.26	0.0	0.0	0.0	75.68	91.5	89.4	102.12	88.6	112.37	88.13	76.3	77.92	100.77	238.54	239.35	249.5
Max	0.0	0.0	57.34	0.0	0.0	0.0	0.0	0.49	150.69	0.0	0.0	0.0	0.0	0.0	0.0	0.35	9.77	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.14	7.63	19.89	22.02	21.77	28.91	20.9	57.92	60.81	46.8	57.53	59.66	53.42
Mettl8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	561.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.56	0.0	12.59	29.7	10.26	8.11	14.35	15.8	13.5	14.72	12.4	12.93	14.73
Mir5121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48	5.43
Mprip	2.97	0.0	2.28	7.77	74.57	2.19	0.99	0.79	210.44	0.84	0.41	1.86	78.99	0.65	0.72	51.73	15.07	3.26	1.18	0.05	2.24	2.16	2.11	1.2	0.41	4.35	1.85	1.46	1.04	0.14	50.94	0.37	0.31	1.32	0.44	2.54	8.11	23.17	21.56	17.68	14.59	16.16	19.16	20.08	14.26	19.98	76.02	75.36	80.87
Naa15	0.0	0.0	0.15	0.07	0.0	0.0	0.0	0.0	99.71	0.15	0.3	0.0	0.0	0.0	0.1	0.0	15.89	2.34	0.05	0.0	0.0	0.0	0.06	0.0	0.03	0.0	0.02	0.17	0.0	10.84	0.0	0.66	0.0	0.0	0.0	3.29	9.81	8.49	8.71	9.12	5.99	10.61	8.62	16.26	8.6	9.8	26.29	21.24	26.15
Nbr1	1.41	0.0	0.0	291.33	0.0	0.0	0.0	0.0	232.0	0.07	0.0	0.0	0.0	0.0	0.13	0.15	20.63	0.0	0.0	0.08	0.26	0.0	0.0	18.43	0.0	0.0	0.0	7.62	0.0	0.0	0.0	280.56	0.0	0.13	13.63	204.63	43.67	20.78	26.31	54.17	31.47	22.04	11.73	31.1	26.3	24.93	103.26	103.33	101.44
Ncapd2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	299.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57	0.13	6.83	15.0	6.74	8.24	4.56	1.57	2.34	1.75	17.18	16.3	15.69
Necap2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	606.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.66	0.0	0.0	0.0	0.0	10.29	16.53	0.0	0.0	0.0	0.0	0.0	193.6	1.23	0.0	0.0	0.0	0.0	0.0	4.96	11.19	9.19	0.0	12.93	4.61	0.84	1.27	1.1	1.48	28.46	31.06	28.35
Nos1ap	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	184.88	0.0	0.0	0.0	0.0	0.0	10.6	0.0	26.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.28	57.6	50.7	84.08	61.86	52.47	78.78	38.74	52.38	52.04	86.8	83.23	89.82
Ntsr2	294.69	1104.35	0.0	0.0	0.0	399.18	0.31	81.13	5321.98	389.85	5.25	516.3	744.02	68.24	0.0	0.45	0.0	0.0	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.87	369.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.82	0.0	0.0	1.32	8.83	0.0	33.79	0.0	0.0	2.05	115.96	120.7	129.09
Pcdhgb8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	2.52	1.89	2.44
Pdhx	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	653.43	0.0	0.0	0.0	0.0	0.33	0.0	0.0	57.34	0.0	0.51	0.0	0.0	0.26	0.14	0.0	0.07	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.88	110.93	106.35	74.7	79.88	84.65	60.71	117.71	104.22	84.21	46.46	46.93	42.83
Plce1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.66	2.55	3.53
Plcg1	21.03	0.0	0.0	0.0	226.17	0.0	0.0	0.0	212.87	0.0	0.0	54.6	0.0	0.0	0.0	0.0	2.66	250.31	0.0	0.0	0.27	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	8.21	1.85	2.37	2.21	5.54	4.69	3.42	47.58	47.21	51.72
Plk1s1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.11	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.56	3.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.67	0.47	0.0	0.36	12.24	0.18	2.23	2.74	3.74	12.53	13.1	12.84
Pms1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	555.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.09	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.13	18.09	5.12	11.81	5.95	3.53	6.7	10.71	4.42	4.69	3.22	2.55	3.19
Ppp2r5b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.75	0.0	3.53	1.64	1.31	1.76	3.18	4.23	116.6	126.11	122.75
Prdx4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1456.56	0.0	0.0	0.0	720.07	0.0	0.0	0.0	63.49	0.0	0.0	0.0	0.0	0.0	0.37	0.7	505.19	0.0	0.0	0.0	0.0	0.0	0.0	2.18	0.0	0.0	0.0	285.87	86.8	138.51	78.31	90.09	90.65	35.59	29.76	79.35	67.2	75.6	24.18	25.81	28.82
Ptprd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	9.55	0.08	0.0	0.0	0.1	0.0	0.0	0.0	46.15	0.17	0.17	0.0	0.0	0.15	0.23	0.0	0.0	0.0	0.05	27.93	0.18	0.0	0.0	0.0	0.09	0.16	0.0	0.33	37.22	33.42	18.87	52.9	51.03	28.43	24.83	46.5	35.5	35.6	94.17	76.39	92.81
Pus3	0.0	0.0	0.0	0.0	0.0	0.0	687.69	0.0	940.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.67	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	61.44	0.0	0.0	688.24	1.08	13.68	14.05	22.17	19.52	13.73	14.26	10.16	15.69	15.83	11.38	10.01	11.29
Rab35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	321.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.17	0.0	0.0	0.0	0.0	0.0	0.0	37.13	0.0	0.0	0.0	105.49	0.33	0.0	0.0	428.32	0.0	0.0	0.0	327.15	2.16	5.62	17.28	12.27	17.88	7.58	3.03	5.55	14.4	8.4	84.52	88.12	83.65
Rcl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	434.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	586.93	1.61	5.16	1.14	30.1	2.17	9.0	7.43	4.52	8.11	13.63	18.35	20.3	15.53
Rcn3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	486.0	0.0	0.0	0.0	0.0	0.0	0.86	0.48	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.88	6.22	5.89
Retsat	0.0	617.18	0.0	0.0	0.0	0.0	0.0	0.0	775.36	0.16	0.0	0.0	700.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	10.07	9.74	7.22	0.0	8.33	0.0	0.0	2.95	3.59	4.16	11.7	11.44	11.79
Rgs17	0.08	0.0	0.0	0.17	0.0	0.0	0.0	0.0	142.42	0.07	0.11	0.27	0.0	0.0	0.15	0.0	37.44	0.0	0.0	0.0	0.0	0.1	0.0	0.16	0.04	0.05	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.07	0.0	0.0	45.23	40.81	50.88	61.19	44.89	40.49	34.76	51.95	40.26	41.36	26.78	21.28	29.91
Rmi1	354.17	0.1	31.78	0.0	0.52	0.0	0.0	0.0	201.42	0.03	0.0	0.0	0.4	0.0	0.0	0.0	1.79	0.0	0.0	0.0	0.0	0.0	2.82	0.0	0.23	7.46	0.04	0.28	0.0	0.39	0.21	0.0	0.0	0.0	0.0	0.0	0.99	0.64	3.61	0.32	6.35	6.69	14.46	4.79	4.77	6.2	12.7	10.42	11.6
Rnf115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	693.9	420.84	0.0	0.0	0.0	0.0	0.0	0.0	10.45	0.0	0.14	0.0	0.0	0.0	0.0	447.42	0.08	0.0	0.0	0.0	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4	21.3	5.39	12.85	9.61	1.53	5.08	16.94	11.14	15.25	61.47	60.54	56.83
Rsrc2	286.36	0.0	0.0	257.55	68.24	648.55	0.22	0.0	756.13	0.14	859.88	514.11	0.0	0.38	0.0	104.05	182.88	0.79	0.3	0.0	0.0	0.3	0.0	0.31	0.0	0.0	12.55	599.76	1.0	0.0	15.08	121.99	0.0	0.0	0.0	29.27	133.47	121.49	126.99	128.01	120.57	198.13	174.54	178.16	140.28	134.76	78.1	73.77	77.94
S100a10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	666.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	146.12	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.7	57.6	37.45	54.15	121.24	55.97	53.98	47.42	44.92	37.89	45.64	48.16	42.44
S100a6	253.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	745.58	0.0	0.0	191.36	0.0	0.0	0.0	0.0	16.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.08	0.0	1.02	0.0	22.69	24.87	26.37
Sh3rf1	0.0	0.0	0.0	0.0	0.0	6.73	0.09	0.0	69.38	0.0	0.0	0.0	0.0	0.0	0.23	0.13	62.3	0.0	0.12	0.0	0.0	0.25	0.13	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.33	14.66	19.23	16.39	15.48	16.36	14.48	16.78	11.51	13.6	18.51	19.64	20.68
Slc25a39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	598.93	0.0	0.0	0.0	0.0	0.0	0.75	235.19	9.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18	0.0	0.0	0.0	0.0	0.0	0.0	62.16	0.0	0.0	0.0	0.0	0.0	4.2	6.78	5.06	5.02	0.0	6.25	3.45	5.86	4.01	61.39	65.52	64.37
