	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Cux2_tdTnegative_cell_4	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_64	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_1	Htr3a_tdTpositive_cell_18	Htr3a_tdTpositive_cell_44	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_36	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_55	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Scnn1a.Tg3_tdTnegative_cell_1	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_96	Sst_tdTpositive_cell_101	Vip_tdTpositive_cell_1	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_10pg_2	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Elmod1	0.0	0.0	0.0	0.0	0.0	45.72	0.29	89.76	29.98	8.27	158.6	0.0	87.63	15.93	0.0	0.0	0.06	0.0	0.0	0.0	3.15	0.0	8.58	0.0	0.0	0.0	0.0	0.0	14.23	46.26	9.8	0.0	3.16	0.0	0.01	0.0	0.0	2.11	0.71	0.0	18.28	43.38	0.0	5.72	0.0	0.26	0.0	18.4	0.0	27.67	5.2	0.12	2.36	0.0	0.32	17.07	20.23	26.64	26.02	5.29	230.43	232.42	217.1
Ephb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.7	0.0	0.0	0.0	4.03	0.0	0.0	0.0	0.0	6.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.73	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.52	0.0	0.0	0.0	6.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.51	15.57	16.89	0.13	26.22	26.79	26.3
Epn1	4.83	0.15	14.34	0.0	0.0	0.24	2.37	13.46	61.49	3.86	1.41	0.0	0.0	0.0	4.39	1.72	0.0	4.0	0.07	2.17	1.65	0.0	2.08	0.0	0.25	0.13	7.12	7.43	8.02	0.0	0.41	1.43	0.24	10.75	0.61	1.75	0.12	0.11	2.14	1.24	6.09	7.16	0.0	2.16	0.96	0.0	0.12	0.0	0.0	0.0	0.39	0.0	0.0	1.82	0.17	9.18	3.38	4.04	3.93	5.78	276.13	312.85	304.64
Etf1	0.0	21.54	56.04	0.0	0.09	0.36	2.83	54.18	211.93	23.51	33.11	0.0	0.0	60.31	71.89	2.86	24.71	0.74	0.0	5.63	11.65	21.05	20.49	22.83	17.32	0.25	2.2	0.0	0.0	0.0	57.59	11.74	0.0	0.0	1.96	0.07	0.39	0.0	9.28	26.81	21.99	8.83	0.0	2.31	0.06	0.09	17.25	107.14	33.16	0.0	0.0	0.0	0.0	0.0	0.11	0.0	16.81	15.61	15.66	36.48	60.18	59.44	55.78
Fam131a	0.0	8.06	33.9	12.01	0.0	264.42	13.08	2.32	31.98	136.87	59.29	0.0	37.4	86.48	0.46	9.57	9.99	20.74	6.16	19.62	16.99	24.36	8.78	0.0	49.52	0.0	1.05	4.85	8.03	60.96	0.0	6.23	64.34	0.0	34.87	6.14	0.0	0.0	0.0	0.0	111.57	134.92	0.0	0.38	17.81	1.04	0.0	0.0	16.52	203.68	34.66	7.79	8.13	2.44	0.15	76.23	131.91	175.71	155.73	427.5	317.46	331.18	308.03
Fam177a	6.75	8.8	0.66	0.32	2.15	26.62	5.1	16.25	26.59	49.44	15.13	3.6	61.73	16.63	1.23	7.92	4.6	0.97	5.07	10.07	22.21	2.3	7.08	10.01	22.97	12.78	10.53	5.51	4.19	26.95	5.27	1.07	3.41	11.48	15.79	11.15	2.03	3.87	17.02	12.08	9.09	16.78	0.37	18.26	23.92	11.71	8.08	6.97	15.19	14.63	2.86	6.64	31.99	1.29	0.67	12.49	13.41	14.19	19.02	20.73	17.56	16.4	17.92
Fgf2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.98	1.37
Foxf2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	4.35	4.21	6.6
Fyn	28.35	34.74	0.0	0.0	0.0	80.72	0.0	51.33	230.74	19.37	29.13	0.0	12.21	1.69	0.0	0.23	0.02	0.03	8.02	0.0	0.21	16.28	18.73	0.12	1.02	0.0	0.0	14.29	5.12	16.93	13.96	33.26	42.31	48.85	21.3	29.31	16.19	0.08	2.36	0.21	23.1	9.42	0.0	8.84	24.96	0.0	0.0	0.0	0.13	0.0	0.0	15.39	31.06	1.74	0.0	128.33	16.24	8.83	15.47	19.54	86.91	88.84	93.92
Ggn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	1.41	1.0	1.0
Gm6225	0.0	1.09	0.82	0.0	0.0	0.0	0.0	16.52	124.15	0.0	0.0	11.75	0.0	0.0	2.66	0.72	0.0	0.0	3.59	1.12	0.72	0.57	0.0	6.52	0.18	0.0	0.0	0.0	0.0	0.0	3.08	0.0	0.17	0.0	10.69	0.33	0.35	0.0	1.11	2.79	4.2	0.77	0.0	0.0	0.0	1.41	2.56	7.37	0.0	2.58	0.0	1.79	0.0	1.18	0.0	0.0	1.42	3.69	3.1	0.0	2.97	2.27	3.5
Gpr111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.77	0.0	0.0	0.0	0.0	1.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.11	0.0	1.11	0.51	0.87
Gpr137	0.0	0.0	0.0	36.09	0.0	47.79	0.0	57.74	164.09	0.0	6.79	0.0	2.19	0.0	0.0	0.0	0.0	0.0	0.18	0.07	0.0	1.54	19.36	47.71	33.72	0.0	0.46	0.0	0.0	79.46	0.0	0.76	0.0	1.51	22.05	0.0	48.12	0.0	0.0	0.0	13.75	13.19	0.0	27.74	0.0	0.0	2.92	0.0	0.0	0.0	13.54	0.33	0.0	0.0	0.0	0.0	12.59	12.15	14.5	28.21	100.32	106.61	106.39
Gpr4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.6	0.0	1.55	0.0	5.19	0.0	10.51	0.0	1.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.12	0.0	18.82	3.01	3.32	3.56
H2-K1	0.0	0.0	1.14	0.0	0.0	0.0	0.0	0.26	45.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.38	0.0	0.0	0.0	0.0	1.66	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19	0.0	31.51	30.73	29.74
Ier2	5.14	0.0	0.0	1.6	0.0	0.0	0.0	1.26	59.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.08	0.29	0.0	0.27	0.0	0.4	0.23	0.0	0.09	30.94	26.06	17.59
Ina	33.02	23.48	0.0	0.0	0.0	0.0	36.4	37.46	112.36	2.28	24.44	0.0	0.0	149.22	1.05	0.0	2.46	1.91	0.0	1.18	5.79	18.33	3.06	12.61	9.13	17.46	0.38	0.0	1.33	56.21	0.0	0.09	8.07	0.0	28.47	26.69	0.0	0.0	32.62	0.0	43.28	30.74	0.0	19.75	0.0	0.0	17.35	0.0	19.46	66.19	0.0	49.04	0.19	0.0	0.0	9.11	65.81	77.89	77.22	75.72	150.6	155.61	154.66
Iqsec1	24.13	45.91	12.0	9.37	0.0	101.07	12.0	15.62	117.78	26.49	4.42	7.34	10.84	85.89	14.07	2.81	0.38	4.89	14.87	8.41	15.0	19.69	19.48	16.24	15.07	10.2	9.34	11.95	3.05	17.46	5.72	2.01	10.81	5.26	7.49	6.45	5.06	5.87	9.51	10.47	32.06	49.71	16.41	21.28	9.02	28.48	4.57	24.28	9.64	22.49	11.35	6.92	24.75	14.43	2.7	11.92	27.46	24.12	32.51	16.66	113.55	116.97	123.22
Itpr1	0.0	0.0	0.0	11.68	0.0	50.35	0.28	61.99	134.34	98.57	26.61	0.0	33.0	7.41	67.85	0.04	0.02	0.02	0.03	0.01	0.0	0.0	0.05	0.04	0.03	0.0	0.0	0.08	0.0	8.58	0.0	0.0	64.42	0.0	0.0	0.03	0.0	0.0	0.02	4.08	37.36	22.39	0.0	0.11	0.0	9.21	0.0	0.0	0.26	0.34	10.14	0.0	7.95	0.0	0.04	0.0	64.04	43.81	49.96	49.04	211.99	196.39	212.52
Kcnc3	0.0	1.86	0.67	0.0	0.0	0.02	13.1	0.54	15.84	0.0	1.87	0.0	0.0	0.0	0.0	1.15	0.03	0.0	0.0	2.49	0.0	0.0	0.0	0.08	3.31	0.0	0.0	0.0	0.05	4.77	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	1.07	0.0	0.0	0.0	0.0	0.0	0.55	3.29	0.09	0.0	7.91	0.0	0.0	0.0	0.0	0.58	2.22	1.84	1.97	58.25	63.26	64.17
Kcnj14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44	1.45	0.0	1.8	1.97	2.05
Kidins220	34.65	85.11	63.05	37.25	0.0	56.67	36.69	17.86	402.42	19.05	69.21	2.23	108.71	150.11	196.4	20.5	40.73	19.75	37.77	35.27	36.77	5.41	30.45	40.65	65.65	31.95	34.89	17.77	36.59	202.16	24.24	4.27	27.57	80.57	40.14	21.59	10.13	86.03	26.58	0.0	32.05	26.17	0.09	14.39	23.27	92.44	57.56	0.0	41.39	63.3	30.6	31.21	62.03	80.88	6.05	20.07	32.68	33.83	33.74	49.75	146.05	137.39	144.07
Klc1	72.61	31.62	82.98	64.21	0.0	0.05	25.2	204.6	333.24	28.5	34.27	10.8	27.95	7.7	7.18	42.67	11.05	43.09	18.34	11.36	52.37	53.23	48.21	60.57	30.73	18.15	21.54	5.21	7.85	49.7	103.72	18.53	31.34	29.24	46.32	6.21	18.59	1.84	31.7	40.11	28.78	63.64	0.0	5.31	18.12	5.69	13.47	61.42	8.46	15.62	53.25	27.42	17.12	30.09	0.17	162.38	15.84	37.22	39.48	125.81	706.38	755.05	722.85
Lix1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.73	0.0	11.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	5.03	0.0	1.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.57	0.0	0.0	0.0	0.0	1.1	0.83	0.04	22.74	21.94	19.84
Lnx2	0.0	0.08	0.0	0.0	0.0	0.05	0.03	0.0	6.83	0.37	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.05	0.0	0.05	0.0	0.08	0.0	0.12	0.01	0.1	0.17	0.0	0.0	0.0	0.0	0.0	0.06	0.15	0.0	0.0	0.0	0.13	0.0	0.02	0.0	0.0	0.23	0.35	0.0	2.05	3.85	4.21	4.08
Lonrf1	1.05	1.12	4.54	6.3	0.0	5.81	1.96	1.86	137.18	8.24	38.29	6.66	2.24	2.46	2.26	11.2	0.57	6.31	0.6	2.02	16.62	1.33	1.37	2.02	2.39	1.22	3.08	1.27	1.23	2.31	1.44	0.81	59.38	3.69	1.29	1.13	4.8	0.54	0.73	1.16	10.22	12.95	2.39	3.64	6.24	0.65	1.5	3.84	0.98	2.44	3.28	0.56	1.21	0.38	1.55	10.55	4.38	4.75	6.53	2.39	20.65	19.77	17.87
Lrfn4	2.85	0.12	0.0	0.0	0.0	0.0	0.19	1.15	20.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.2	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12	0.82	0.48	20.58	30.47	36.08	37.06
Map2k3	16.94	0.0	0.0	0.0	0.0	14.25	0.0	4.1	166.18	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.07	0.0	0.0	0.0	0.0	0.0	39.02	0.56	0.0	0.0	0.0	0.0	0.0	0.0	4.35	0.0	0.0	0.0	0.0	0.0	0.0	16.64	0.0	28.87	0.0	14.43	0.0	1.33	0.0	0.47	0.0	0.0	0.0	0.0	0.0	5.5	0.2	49.32	0.0	0.0	2.91	5.43	4.68	0.15	14.58	15.72	12.6
March9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.81	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.17	0.7	3.0	19.21	21.04	19.32
Meis3	84.77	0.53	0.0	0.0	0.0	0.0	11.24	41.54	100.89	0.0	72.05	7.28	0.0	77.26	0.0	0.0	8.0	0.41	0.09	0.0	28.1	7.75	14.72	13.12	48.2	55.99	0.0	0.16	12.01	0.0	0.0	0.36	0.0	0.0	0.0	0.16	37.04	26.59	0.0	27.77	6.76	4.71	0.0	0.81	0.0	0.0	2.17	0.0	50.13	0.27	0.0	0.0	0.0	1.85	0.0	0.0	3.73	5.87	3.75	2.03	34.48	38.06	34.01
Mex3b	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	21.08	0.0	0.0	0.0	2.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.45	1.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.35	1.3	1.11	0.0	18.96	19.48	21.42
Mrps26	16.63	0.0	0.74	0.0	0.0	62.83	19.15	6.14	157.26	0.0	0.0	0.0	0.0	125.53	0.0	0.0	1.88	0.0	0.0	44.89	1.57	24.82	0.0	0.0	4.25	0.0	0.0	0.0	0.0	6.19	16.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.35	0.48	18.48	0.0	3.1	21.3	0.0	0.0	0.0	0.0	0.0	46.92	18.1	0.0	0.0	0.0	0.0	11.64	2.61	5.26	3.08	78.43	92.18	87.76
Msl3l2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.69	0.0	0.0	0.0	0.0	0.0	4.76	4.99	0.0	5.25	0.0	7.46	0.83	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.24	0.49	0.0	0.44	13.61	15.48	13.81
Myh9	5.23	5.81	3.3	0.48	0.0	5.09	2.17	3.63	7.05	7.95	3.38	2.37	7.09	4.95	2.49	1.72	3.34	5.08	3.36	2.72	2.56	2.24	0.44	7.21	1.22	2.25	1.5	0.72	4.92	2.91	1.99	1.9	3.53	2.36	1.68	3.76	4.02	1.68	5.19	2.25	7.42	19.53	7.32	1.8	2.76	5.15	1.27	1.58	4.77	6.77	10.74	0.53	0.64	2.94	5.84	0.0	7.76	7.6	8.07	4.27	34.12	34.72	35.82
Nphp4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.56	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	1.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.75	1.78	0.1	11.9	12.75	11.86
Npy	138375.8	64781.64	173305.25	1.6	0.0	43922.94	108594.8	96206.73	82245.2	42632.64	67463.47	14635.6	57444.26	77711.12	59230.28	105008.15	149629.49	134232.96	130357.56	120987.76	122165.94	132052.33	122154.33	126501.28	117863.77	98464.67	102118.34	130527.91	173863.58	101365.79	166048.87	191162.16	108906.97	154857.31	134158.33	153405.37	147732.76	141010.39	101137.64	151963.58	12.38	985.16	0.0	145032.54	180453.32	92572.95	128781.07	8484.11	137945.15	48908.54	70964.58	137580.94	65353.97	120620.2	42119.26	68416.93	0.6	0.0	0.7	577.19	214.21	196.57	200.76
Nudt9	6.87	37.42	0.0	5.82	0.0	0.0	37.11	56.04	228.91	145.43	21.51	0.0	0.0	0.0	210.08	0.0	31.66	0.0	0.0	7.74	13.5	0.0	0.0	0.0	0.0	0.0	5.28	47.7	9.73	0.0	6.69	0.16	0.0	0.0	0.48	0.0	97.5	0.0	0.0	0.0	19.59	0.79	0.0	0.0	0.0	0.0	0.0	0.0	3.9	0.0	0.0	0.0	44.64	0.97	0.0	83.23	8.47	16.89	12.78	0.0	61.09	66.8	65.0
Ovgp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140.02	0.0	0.0	0.0	0.24	0.0	12.68	0.0	1.82	0.0	1.25	0.0	31.76	0.0	0.0	0.16	5.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.24	0.91	0.0	13.22	0.0	81.7	0.0	11.88	4.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	1.37	3.31	0.0	4.77	5.16	5.09
P2ry14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	159.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18	0.0	1.95	0.0	3.1	3.25	3.01
Pdxp	44.19	55.4	95.41	88.73	0.0	141.77	7.02	54.06	319.32	31.23	153.13	17.38	39.27	1.07	0.0	30.5	39.79	89.58	33.51	26.85	53.93	21.86	15.55	46.93	17.03	77.7	76.57	39.83	48.71	35.78	20.97	26.45	50.72	87.09	32.78	54.17	0.15	66.15	0.23	17.28	8.42	55.55	0.0	30.24	7.61	0.0	17.44	0.0	52.55	98.54	0.0	0.67	64.63	19.19	0.21	0.0	23.15	31.2	20.47	57.8	164.96	195.01	181.92
Pex13	0.32	0.85	2.9	0.43	0.0	2.87	13.41	14.45	60.97	0.7	1.58	1.64	4.5	72.72	0.7	1.84	1.12	11.22	34.14	1.47	1.04	0.74	9.14	26.53	0.71	0.86	28.73	0.36	1.65	1.69	0.77	7.4	1.99	37.34	0.57	1.22	13.28	1.34	6.89	0.67	6.35	18.71	1.83	3.98	0.59	20.64	0.27	1.0	3.06	1.33	0.22	0.69	0.63	0.12	0.32	1.09	1.6	3.76	3.37	23.58	20.77	19.18	19.25
Phactr1	46.38	0.0	50.38	36.61	0.0	326.3	79.13	129.81	251.27	123.39	187.05	0.74	164.16	379.05	159.75	16.83	0.22	0.0	1.64	0.13	0.06	36.54	0.57	25.52	21.69	23.98	0.0	46.8	0.13	126.04	74.37	40.02	64.32	7.4	32.48	38.17	0.08	40.06	15.85	5.18	83.38	79.77	2.4	20.93	4.7	0.97	8.18	0.14	14.51	19.73	45.62	8.2	0.23	47.48	0.0	4.8	194.11	159.98	162.52	477.0	250.29	240.7	240.9
Pi4k2a	21.42	17.58	17.14	0.0	0.0	0.0	46.11	10.3	147.04	66.59	0.0	0.0	29.49	0.0	16.72	0.1	0.94	0.03	7.06	0.41	24.16	4.79	0.0	11.64	0.32	0.0	1.82	0.0	1.7	18.32	7.23	0.0	3.21	0.0	7.26	0.0	0.08	0.07	22.52	17.95	7.89	3.75	0.0	0.0	0.78	12.19	3.64	0.0	4.54	0.0	0.0	0.0	0.0	0.0	0.0	31.67	18.56	13.79	11.72	0.02	52.66	54.19	51.53
Pink1	51.86	69.68	74.3	38.62	0.0	86.97	41.92	133.22	257.73	76.92	8.56	233.69	67.49	19.09	0.0	50.88	27.81	40.69	0.0	10.69	4.91	35.23	13.79	23.18	34.55	33.17	31.23	31.62	56.92	76.04	57.06	7.52	2.41	4.29	20.26	19.09	46.59	3.02	10.54	28.47	32.12	27.45	7.72	34.38	0.87	8.45	35.46	0.23	58.21	54.75	0.0	22.8	42.53	1.76	0.0	1.5	22.78	18.39	18.55	52.55	335.12	372.71	355.19
Plekhg5	0.0	0.0	0.0	0.0	0.0	0.0	2.23	2.69	56.68	0.0	3.39	0.0	0.0	0.0	0.06	0.09	0.04	0.4	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.99	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.91	4.46	17.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.05	4.72	4.9	6.71	0.4	54.79	56.74	54.57
Ppfia1	4.03	2.02	12.29	1.22	0.0	35.15	0.0	15.13	80.25	0.1	0.0	0.0	0.0	0.0	0.0	15.98	3.32	0.0	0.0	18.87	0.0	13.91	0.0	0.77	3.74	0.0	0.0	22.19	0.0	0.0	0.0	11.0	0.0	0.0	9.2	0.0	0.0	0.0	1.68	0.0	4.96	8.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.8	1.07	16.24	2.76	0.41	0.0	0.27	6.72	4.6	4.44	3.27	22.74	22.61	22.25
Ppm1l	9.01	36.96	0.0	0.0	0.0	0.0	67.73	50.56	116.19	0.0	0.28	0.0	7.32	99.36	8.69	28.58	0.08	0.0	0.08	20.89	9.54	2.49	15.37	0.0	26.61	0.0	7.09	22.19	0.31	0.0	15.56	21.66	0.0	0.0	3.04	0.0	0.0	0.0	3.62	0.0	10.95	6.38	0.0	28.0	0.0	0.0	38.42	0.0	2.44	0.0	0.0	1.45	0.0	0.0	2.58	0.0	19.94	23.0	19.54	0.05	58.45	55.23	62.04
Ppp3r1	102.0	48.88	94.77	28.44	10.81	80.03	9.38	100.02	302.34	448.66	209.01	3.83	85.62	88.37	21.07	74.54	120.95	18.83	191.07	191.63	91.44	66.57	28.46	45.27	45.09	45.42	2.97	23.35	75.94	170.06	23.8	86.41	41.97	10.64	106.08	72.55	73.4	124.18	18.94	42.26	142.55	194.81	0.0	18.32	36.85	94.69	57.94	24.51	97.3	148.92	44.3	55.38	275.36	12.28	191.91	73.37	226.77	215.64	211.12	83.6	920.94	893.77	828.14
Ppp4r1	43.22	0.0	0.0	0.0	0.0	117.18	54.93	23.8	269.34	0.0	89.95	2.58	60.84	0.0	0.07	1.15	26.62	0.0	0.3	0.0	0.0	0.16	0.0	8.27	1.5	36.62	0.0	0.0	0.2	48.34	0.0	3.63	0.0	1.29	0.87	0.0	0.0	1.15	0.0	17.95	35.15	26.7	0.0	2.17	3.77	3.27	0.0	3.52	6.19	0.0	20.5	33.51	0.11	0.0	0.11	20.15	44.57	14.59	15.26	0.19	24.14	23.81	25.3
