	Chrna2_tdTpositive_cell_51	Ctgf_tdTpositive_cell_14	Ctgf_tdTpositive_cell_17	Ctgf_tdTpositive_cell_19	Ctgf_tdTpositive_cell_20	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_111	Nos1_tdTpositive_cell_46	Nos1_tdTpositive_cell_49	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_59	Ntsr1_tdTpositive_cell_10	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_21	Ntsr1_tdTpositive_cell_23	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_30	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_52	Ntsr1_tdTpositive_cell_59	Ntsr1_tdTpositive_cell_77	Rbp4_tdTpositive_cell_2	Rbp4_tdTpositive_cell_41	Rbp4_tdTpositive_cell_44	Rbp4_tdTpositive_cell_56	Rbp4_tdTpositive_cell_77	Rbp4_tdTpositive_cell_99	Rbp4_tdTpositive_cell_107	Rbp4_tdTpositive_cell_125	Rbp4_tdTpositive_cell_139	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_169	Rbp4_tdTpositive_cell_180	Rorb_tdTpositive_cell_40	Slc17a6_tdTpositive_cell_24	Sst_tdTpositive_cell_18	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_6	CAV_LP_Ipsi_tdTpos_cell_10	CAV_LP_Ipsi_tdTpos_cell_11	CAV_LP_Ipsi_tdTpos_cell_22	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	CAV_LP_Ipsi_tdTpos_cell_42	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Grid2ip	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.08	2.29	2.44
Gtpbp3	0.07	0.2	0.66	0.0	0.58	0.47	0.4	0.8	0.24	0.11	0.91	1.71	2.69	0.42	2.28	0.44	0.54	0.29	0.79	0.34	0.19	0.13	0.13	0.89	0.97	0.65	8.8	0.17	0.0	0.24	13.72	0.0	0.42	0.45	0.53	2.86	0.35	1.04	0.4	0.47	0.25	0.06	1.18	1.21	3.0	0.64	2.56	0.74	0.64	0.68	0.71	1.13	0.0	0.28	0.33	0.43	0.92	0.44	0.54	0.47	0.85	17.5	18.14	20.41
Hira	0.0	0.0	0.0	0.0	0.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.28	0.0	0.0	0.0	0.0	0.0	16.63	0.0	4.17	0.0	25.79	1.67	22.78	0.0	0.0	24.02	35.14	0.0	15.25	0.32	0.94	2.44	2.85	0.25	0.0	2.56	0.0	0.23	2.43	0.69	0.73	2.85	1.35	1.37	0.0	0.08	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	34.31	33.37	34.42
Hmgxb3	0.0	0.54	2.64	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	27.9	0.0	0.0	3.5	69.3	10.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.62	0.0	0.0	0.06	0.0	56.5	0.0	22.1	0.05	12.44	1.71	6.33	0.0	0.0	0.11	0.0	3.38	5.07	0.0	5.96	0.96	6.87	6.54	0.0	44.06	0.0	0.0	55.38	5.81	14.9	0.0	0.0	0.0	0.0	0.0	0.0	26.22	26.76	26.53
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Hras1	3.95	17.86	0.0	47.52	36.88	39.56	7.29	5.37	0.0	0.0	0.0	0.0	0.0	3.59	0.0	0.0	71.77	5.19	0.0	4.47	37.89	8.84	0.0	5.83	4.57	4.89	0.73	0.0	33.13	0.16	44.03	2.16	2.23	10.03	29.32	10.68	0.0	9.51	5.99	6.6	0.0	26.29	13.18	13.83	6.69	16.26	15.9	14.37	0.0	0.18	0.17	0.0	0.14	0.39	1.76	0.0	0.0	0.0	0.0	0.0	28.06	97.29	100.13	101.06
Kcng2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.58	0.0	0.0	0.0	0.0	0.09	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	4.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	6.48	7.22	6.47
Kctd14	0.54	0.49	1.68	0.0	0.31	0.97	0.76	0.46	0.63	0.31	0.29	0.52	0.49	0.22	0.14	0.16	0.07	1.15	0.21	0.0	0.26	0.0	0.0	0.5	0.21	0.32	0.43	0.72	0.39	0.9	2.6	0.0	1.03	0.22	1.21	1.03	0.88	1.22	0.77	0.51	0.0	0.19	0.31	0.0	0.15	0.29	0.71	0.26	0.64	0.56	0.53	0.97	0.86	1.41	0.0	0.13	1.35	0.16	0.68	1.14	0.41	2.75	2.52	2.99
Kctd8	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.03	0.0	0.0	0.0	0.0	5.82	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	1.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	6.07	6.91	7.4
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
LOC100861570	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.54	0.0	0.0	0.0	37.95	0.0	0.0	14.61	0.0	0.0	0.0	0.0	66.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.96	0.0	0.0	36.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86	6.27	5.91
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Mc4r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	58.95	0.0	0.0	0.0	0.0	39.7	0.0	0.0	0.0	85.74	0.0	22.85	1.94	0.0	0.09	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46	1.95	1.07
Mfsd7b	0.0	0.0	2.83	8.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.64	0.0	0.0	0.0	11.0	0.08	2.33	69.62	0.0	11.82	11.97	3.23	14.34	5.0	0.0	9.81	0.0	0.0	3.28	2.17	2.17	8.26	1.3	3.26	3.8	7.37	0.0	0.0	0.0	0.0	0.0	9.7	0.0	0.0	3.32	0.0	0.0	0.0	11.27	10.65	10.55
Miat	11.83	23.84	31.4	53.83	23.61	38.27	6.08	17.72	4.41	0.0	19.89	14.44	4.88	2.11	3.81	0.0	4.84	0.0	0.06	33.06	26.72	32.92	24.54	62.71	23.62	23.35	31.94	2.91	0.07	14.21	48.55	29.13	77.47	33.87	65.94	37.76	18.26	53.45	28.94	2.51	12.78	10.8	15.25	17.45	9.39	7.71	8.32	6.59	26.04	0.0	0.47	29.69	0.03	0.13	39.01	2.85	0.15	7.9	21.8	18.13	1.83	196.73	185.46	213.96
Ndfip2	114.3	0.0	26.0	108.28	25.89	1.66	59.52	3.37	30.34	0.0	0.0	28.18	69.62	145.71	44.45	0.0	1.93	0.0	143.89	73.46	86.4	11.42	17.08	232.21	109.98	112.55	69.38	39.3	0.29	49.75	210.4	0.14	14.11	15.75	70.81	58.01	142.19	101.51	26.66	180.36	0.0	103.47	69.63	49.36	69.31	56.05	45.37	55.97	70.12	91.83	96.54	14.33	44.43	0.0	89.94	0.0	2.3	17.17	154.84	39.69	108.65	136.28	128.92	133.72
Neil1	0.0	2.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	16.66	0.0	0.0	0.0	0.0	1.22	0.0	0.0	0.0	0.0	120.23	0.0	0.0	5.81	0.0	1.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.85	3.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.82	14.47	11.97
Nek6	0.4	0.38	0.0	1.17	0.13	0.17	0.44	0.0	0.12	0.07	0.0	0.09	0.0	0.29	0.35	0.31	0.16	0.0	0.08	0.2	0.4	0.0	0.08	0.16	0.16	0.4	1.07	0.0	0.0	0.31	5.6	0.0	0.75	27.88	1.01	0.46	0.3	0.56	0.16	62.69	0.12	11.17	3.95	1.34	6.5	4.44	1.9	4.04	0.11	0.23	0.11	0.21	0.0	0.09	0.15	0.0	0.0	0.0	0.0	1.31	0.59	19.46	22.32	19.56
Nrg1	0.0	21.6	101.62	30.45	122.38	5.8	0.0	0.0	78.55	0.0	42.01	169.41	0.0	39.56	0.0	135.71	19.23	0.0	0.0	0.13	27.67	153.32	0.0	0.0	0.0	0.08	0.0	0.21	0.0	31.96	316.51	0.0	139.78	0.24	54.27	9.79	121.15	24.17	25.01	0.0	0.0	36.87	60.83	21.06	41.0	43.23	52.87	49.69	0.15	0.0	49.53	0.16	0.14	0.0	23.6	0.14	106.41	6.84	0.0	50.14	0.0	6.55	5.99	6.51
Olfm4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.64	1.43	1.63
Otof	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	10.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	5.01	0.0	0.0	0.0	0.0	3.34	0.0	5.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.85	16.68	17.5
Pbx3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.88	0.0	0.0	0.0	0.0	1.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.29	0.0	12.89	15.68	14.71
Pcdh19	27.63	0.0	0.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.62	4.38	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	38.46	0.0	2.52	10.14	8.2	3.22	11.14	9.57	0.02	0.0	7.13	1.07	1.35	0.81	0.28	1.47	2.32	1.71	16.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	14.46	14.27	13.79
Pcp4	4955.04	4639.95	5350.95	4871.0	4341.13	5130.46	5293.38	2462.79	2566.02	5082.23	2799.24	4339.69	7467.74	4785.11	3966.76	5853.47	5181.2	6240.76	5498.56	5326.1	6808.32	7407.1	6583.41	5620.14	4027.97	5251.38	3583.84	5093.83	4160.15	3079.77	872.1	2547.46	1720.87	3666.35	2471.06	2202.57	2700.97	4470.96	3706.04	7030.52	5005.09	4246.61	4480.25	4373.65	4928.48	5219.57	3442.63	3306.12	7638.97	4212.47	5242.95	5106.23	4654.82	6941.16	7178.2	5557.87	6670.6	6291.11	8685.7	6217.49	3944.75	788.83	807.59	741.11
Pdzd2	1.07	0.02	0.0	0.09	0.0	0.0	0.0	0.05	0.0	0.07	0.02	0.0	0.0	0.02	0.0	0.0	0.02	10.76	14.66	0.0	1.29	0.0	0.0	0.0	22.51	14.87	22.45	0.0	0.12	0.04	57.73	0.05	19.13	3.72	5.03	6.71	18.01	0.17	0.0	7.03	0.03	3.51	4.51	6.68	1.4	0.06	2.65	3.06	2.84	11.35	1.6	24.6	0.0	0.0	0.0	0.46	0.0	0.0	19.07	2.33	8.35	18.21	16.23	20.08
Pelp1	0.0	18.22	3.75	0.72	0.0	0.38	0.0	0.11	2.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3	0.15	9.23	0.0	0.09	0.0	27.31	5.99	19.86	9.6	9.07	2.92	0.0	0.0	0.0	0.0	0.0	1.75	1.14	1.83	1.64	2.0	1.39	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	24.86	25.3	25.3
Plce1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.66	2.55	3.53
Pnma3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.12	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.0	0.0	1.35	27.93	0.0	0.0	0.0	0.0	0.98	0.0	0.0	0.0	0.0	0.07	2.39	1.26	0.0	8.83	1.91	2.92	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	20.07	21.28	18.21
Proz	0.0	0.0	0.0	2.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47	0.0	12.5	0.92	0.16	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.45	8.19	8.94
Ptgfr	0.0	0.13	0.36	0.35	0.26	0.01	0.26	0.07	0.0	0.11	0.08	0.3	0.0	0.21	0.22	0.0	0.08	0.0	0.07	0.26	0.24	0.2	0.4	0.35	0.35	0.23	0.31	0.1	0.34	0.6	15.77	0.0	0.07	0.39	0.25	0.47	0.2	0.29	0.27	0.52	0.14	0.23	0.14	0.13	0.16	0.09	0.11	0.23	0.0	0.0	0.21	0.0	0.37	0.2	0.15	0.0	0.0	0.08	0.26	0.27	0.25	0.78	0.95	1.17
Ramp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.55	26.9	26.96
Sds	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21	1.55	1.96
Secisbp2	0.0	0.0	8.43	0.0	0.0	1.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	1.79	0.0	0.0	0.0	0.0	0.09	0.0	0.0	1.24	67.19	0.0	47.42	0.0	1.37	88.66	0.0	69.68	0.0	0.13	0.76	0.0	6.04	0.0	7.08	1.58	45.45	1.25	0.37	1.96	0.3	1.5	4.54	4.84	6.55	0.0	0.0	0.0	1.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.44	14.92	15.37
Sema3c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118.06	0.0	0.0	0.0	0.0	6.42	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.41	14.04	14.1
Sept8	6.02	18.76	57.06	30.51	18.18	15.09	6.75	10.94	17.74	0.0	0.98	10.11	0.0	1.98	9.89	0.0	36.15	17.22	38.13	26.8	14.21	13.98	21.19	21.22	42.2	51.73	0.18	0.1	0.0	15.2	61.22	0.0	0.08	13.25	18.42	6.39	0.0	34.33	15.32	3.91	0.0	17.97	9.1	21.43	5.31	10.14	19.05	15.97	0.43	19.21	41.01	0.0	0.0	6.94	0.0	6.8	8.65	9.77	0.0	8.48	0.0	127.62	129.62	131.18
Serpina3a	0.0	0.3	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08	0.0	0.0	1.47	0.0	0.0	0.4	0.47	0.0	0.0	0.0	0.0	0.0	0.12	0.19	0.0	0.0	0.14	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.24	0.78
Slc46a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.35	0.0	0.0	0.0	90.12	0.0	0.0	0.0	0.0	64.01	0.0	0.0	0.0	0.0	0.0	28.46	0.0	0.0	0.0	0.0	0.0	0.0	7.62	0.0	2.05	0.57	1.29	0.0	0.0	12.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	6.58	6.41
Sox7	0.0	0.56	0.0	0.19	1.17	0.3	0.1	0.59	0.23	0.08	0.09	0.42	0.1	0.29	0.43	0.1	0.19	0.0	0.83	0.44	0.83	0.43	0.21	0.5	0.67	0.05	0.28	0.53	0.39	0.2	0.72	0.0	0.34	0.45	0.68	0.81	0.45	0.87	0.36	0.81	0.49	0.54	0.34	0.18	0.31	0.31	0.42	0.31	0.39	0.11	0.26	0.2	0.7	0.09	0.15	0.25	0.0	0.45	0.07	0.16	0.19	1.89	1.94	1.97
Stac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.08	1.78	1.46
Stk17b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	277.5	0.0	93.11	0.08	0.09	10.47	2.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.38	6.34	6.85
Syt7	30.11	19.68	8.58	21.48	14.05	32.37	11.82	3.14	14.13	0.0	21.32	46.14	0.33	42.12	26.24	5.22	33.23	7.81	71.66	18.1	22.22	32.84	41.94	8.58	69.7	48.78	9.95	5.31	1.93	25.28	104.26	0.0	4.91	26.37	45.65	20.23	54.13	45.12	0.1	43.47	1.37	46.77	41.81	43.32	41.31	27.69	31.02	34.42	48.29	5.01	26.94	40.69	65.89	22.01	12.62	70.68	6.4	14.73	44.65	40.1	160.78	137.04	129.89	141.23
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tcp11l1	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	14.83	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	3.74	0.0	0.04	0.38	0.58	2.16	0.0	0.97	0.0	0.14	0.0	0.3	0.2	3.86	0.07	0.22	0.98	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	12.47	9.5	12.93
Tek	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.89	0.0	1.12	0.47	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.52	0.0	0.0	0.0	0.0	0.0	9.28	8.12	9.12
Tex14	0.04	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.45	0.0	1.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.06	0.19
Tgm3	3.95	1.24	1.11	0.43	1.77	0.47	0.68	1.72	0.27	2.56	0.27	1.83	0.82	0.3	1.09	0.0	0.39	0.41	1.03	0.88	1.53	0.42	0.22	0.64	1.56	0.3	0.93	0.45	0.2	4.32	11.36	0.28	7.23	3.98	6.1	5.45	1.07	1.78	1.39	2.66	0.22	1.45	1.82	0.99	1.27	0.76	1.47	1.33	0.27	1.34	0.39	0.66	0.7	0.48	1.29	0.08	6.8	1.04	1.82	1.56	1.57	3.24	2.81	3.68
Thbd	0.0	0.0	0.0	0.67	0.0	8.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.93	0.0	0.0	0.0	0.0	0.0	28.93	0.0	0.0	0.0	41.94	0.0	0.0	0.93	1.47	0.07	0.0	2.73	0.0	0.0	0.0	0.57	3.25	6.23	0.0	5.44	0.37	0.65	0.0	0.0	0.0	0.0	0.0	0.0	14.02	0.0	0.0	20.16	0.0	0.0	0.0	11.85	11.46	10.75
Tm9sf3	19.81	24.65	3.85	10.94	21.49	14.31	93.04	61.07	52.12	4.35	9.07	21.98	8.13	30.86	6.5	0.05	0.0	1.17	13.76	0.0	14.39	7.65	0.0	62.17	47.24	29.66	125.53	3.14	11.27	0.27	76.46	0.0	22.32	1.35	23.45	35.62	3.09	103.62	5.33	1.5	26.53	15.98	25.5	20.43	14.02	12.04	18.71	17.98	23.31	31.35	26.29	0.0	2.56	0.0	36.62	0.0	0.0	0.05	2.47	1.32	94.96	83.98	79.45	86.75
