	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_57	Chrna2_tdTpositive_cell_77	Ctgf_tdTpositive_cell_2	Cux2_tdTnegative_cell_6	Gad2_tdTpositive_cell_8	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_69	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_18	Htr3a_tdTpositive_cell_32	Htr3a_tdTpositive_cell_91	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	Ntsr1_tdTpositive_cell_76	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Rbp4_tdTnegative_cell_2	Rbp4_tdTnegative_cell_4	Scnn1a.Tg3_tdTnegative_cell_8	Scnn1a.Tg3_tdTnegative_cell_12	Scnn1a.Tg3_tdTnegative_cell_21	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_101	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Ighmbp2	0.11	27.6	0.86	0.06	0.19	0.63	0.0	0.46	3.07	0.41	0.14	1.06	0.55	1.12	0.74	0.19	4.52	0.25	0.3	0.24	0.55	0.15	0.0	0.26	0.18	0.23	0.14	0.1	0.48	0.05	0.32	2.04	0.23	0.2	0.33	0.24	0.17	0.38	0.25	0.14	4.49	0.04	0.04	0.18	0.36	0.08	0.3	0.13	0.4	1.91	0.85	1.13	1.08	0.72	4.97	0.74	0.1	0.42	0.37	1.08	0.0	1.27	0.86	0.19	0.32	0.21	1.02	4.08	4.03	1.29	3.32	3.51	3.4	1.06	0.83	1.13	6.15	6.87	6.15
Lbh	0.0	34.46	28.71	0.36	20.4	0.0	0.0	8.92	0.07	11.82	13.94	0.0	18.31	0.0	19.61	1.8	0.14	0.27	0.12	0.13	0.0	0.0	2.77	7.75	0.11	0.0	0.0	0.0	0.07	0.0	0.49	0.0	7.21	0.09	0.16	0.0	0.0	0.0	0.56	13.24	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.01	3.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	1.24	0.0	0.12	0.12	3.03	6.73	9.01	4.69	9.23	2.49	3.49	3.47	3.85	33.89	36.55	35.92
Lrrtm1	0.0	112.93	0.0	0.0	0.11	0.0	0.0	0.0	0.16	4.35	115.19	0.0	6.21	0.0	0.0	0.0	33.6	0.07	0.0	0.0	1.85	0.0	0.21	0.04	0.13	0.0	0.0	0.0	0.31	3.38	0.0	0.0	3.08	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	23.29	0.0	0.0	0.11	0.0	0.0	0.0	3.7	11.03	10.28	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.7	0.21	0.0	12.9	101.04	0.0	0.0	0.68	8.18	1.85	2.97	3.89	0.48	13.84	9.52	2.49	0.96	2.07	62.55	63.75	60.55
Man1b1	1.87	53.55	29.28	0.0	0.0	0.0	0.0	6.35	0.0	0.0	12.95	3.51	13.13	0.0	0.23	0.0	4.97	7.17	0.1	19.69	0.0	0.13	12.59	19.16	0.0	0.0	22.9	3.88	3.81	2.04	0.32	40.47	1.2	1.27	2.91	0.0	0.0	0.19	6.58	0.31	0.27	2.11	0.0	2.02	0.0	0.13	12.83	0.0	0.0	2.57	1.58	0.0	0.0	0.0	0.0	0.0	0.0	4.92	0.0	2.42	3.82	25.97	0.12	0.0	0.0	6.02	4.9	8.75	1.45	4.76	4.86	2.19	6.95	3.88	5.94	5.17	50.02	53.2	50.77
Mib1	3.02	45.7	11.66	0.0	0.28	0.0	0.24	0.15	0.0	0.0	0.0	0.11	0.0	9.56	0.0	0.53	2.39	25.1	0.0	8.27	0.0	0.0	0.11	0.05	5.18	0.0	0.24	0.07	0.0	3.29	1.03	0.0	0.0	3.1	2.02	0.0	2.87	0.31	0.56	0.0	0.53	0.0	1.75	0.3	9.61	0.12	0.0	16.17	2.39	1.15	4.41	0.0	0.0	0.0	0.0	0.0	0.0	19.07	0.0	3.63	0.12	0.0	4.84	0.0	0.0	3.03	0.37	3.85	4.52	2.74	4.32	0.88	1.49	2.58	2.44	3.64	49.4	40.57	49.68
Mir3101	0.0	58.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.34	8.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.73	3.6	5.91
Mkx	0.0	105.12	2.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.81	0.0	0.11	0.0	0.0	0.0	0.0	0.03	34.74	0.0	4.92	0.0	0.0	0.0	5.36	0.0	0.0	0.0	31.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.02	0.0	0.0	0.0	0.43	0.0	0.0	4.11	4.84	0.0	0.0	0.0	0.0	0.0	0.0	5.72	0.0	36.96	0.0	0.0	0.0	0.0	0.0	0.08	6.63	2.12	0.0	0.0	1.21	0.0	0.0	0.37	0.96	0.97	16.06	14.95	14.7
Mrps35	0.0	95.65	51.07	56.46	0.0	0.0	0.0	0.0	0.0	0.0	3.46	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.07	36.43	0.0	0.0	46.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	1.7	0.0	0.3	0.0	0.48	0.0	3.42	15.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.14	0.0	0.0	0.0	5.43	4.14	3.13	26.51	3.28	29.12	16.03	24.68	10.72	13.68	5.05	25.61	27.51	27.02
Msc	0.0	32.51	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.43	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	9.93	0.0	0.0	11.68	0.0	0.0	3.17	1.02	0.41	2.43	2.51	3.05
Mustn1	0.0	115.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	8.13	0.0	0.0	0.0	0.0	0.0	40.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.27	0.0	1.82	0.0	0.61	2.05	1.61	1.94
Nkain4	0.0	199.76	0.0	0.44	30.62	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.8	0.1	0.0	0.0	0.0	0.12	42.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.79	0.0	0.0	145.39	36.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	189.34	0.46	0.0	0.11	16.38	37.37	46.4	47.16	0.0	46.21	4.49	19.2	23.78	27.37	46.54	51.79	46.31
Npy	138375.8	13918.43	173305.25	1.46	115124.65	0.0	0.0	16044.9	43922.94	108594.8	96206.73	6792.77	65548.38	14635.6	77711.12	125016.83	34339.27	132042.44	105008.15	149629.49	134232.96	130357.56	105498.11	116117.28	120987.76	122165.94	132052.33	122154.33	122963.43	126501.28	117863.77	98464.67	102118.34	130527.91	173863.58	126989.03	166048.87	115420.41	191162.16	154857.31	124150.07	134158.33	153405.37	147732.76	141010.39	110523.31	101137.64	151963.58	0.0	12.38	985.16	0.0	0.0	0.0	0.0	0.0	145032.54	180453.32	128781.07	23340.13	137945.15	35571.91	32250.58	95298.15	137580.94	120620.2	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.6	0.0	0.7	214.21	196.57	200.76
Nr2f2	0.16	465.57	0.0	114.79	0.06	0.37	0.47	33.47	119.95	46.36	53.5	0.0	50.49	11.22	14.52	3.36	25.41	0.04	0.0	0.06	0.2	0.0	0.0	0.0	0.03	0.0	0.13	0.0	0.19	0.07	0.27	0.08	0.11	0.07	0.0	0.07	0.06	0.14	0.0	0.1	0.0	0.18	0.07	0.11	0.0	0.0	0.06	0.0	0.0	0.12	10.48	0.9	0.14	0.0	0.98	0.0	0.0	0.04	0.0	6.5	0.05	0.17	32.62	0.0	0.0	0.05	0.0	0.08	0.0	0.0	0.21	0.06	0.08	0.0	0.0	0.53	11.59	12.8	12.35
Nt5c2	6.25	105.86	29.59	0.0	9.67	0.0	0.0	33.05	0.0	0.05	56.85	0.0	0.0	0.0	0.0	0.0	1.91	22.23	0.0	52.66	90.54	0.14	15.66	0.03	29.86	0.0	29.52	1.02	0.0	0.0	16.08	32.89	0.0	0.0	0.0	0.0	34.18	3.39	0.0	4.81	0.0	21.18	0.0	68.76	36.73	13.72	30.97	27.17	6.18	8.11	6.46	0.18	0.0	0.0	0.18	0.0	12.84	11.77	0.0	44.22	14.93	0.0	24.71	4.3	0.0	0.02	23.28	1.04	5.69	8.82	0.16	0.8	7.46	8.88	5.99	6.69	43.72	44.09	41.79
Nus1	51.0	76.75	31.38	2.2	0.06	0.0	0.0	17.89	0.08	2.29	0.19	5.87	13.4	0.58	62.08	1.1	0.05	7.67	14.51	0.18	0.66	0.12	28.24	0.07	25.08	23.33	25.14	16.35	24.46	1.16	6.66	4.42	23.59	0.06	34.91	0.25	0.14	0.41	0.14	0.01	0.0	3.72	21.5	7.14	4.24	15.63	31.4	0.0	37.1	19.52	17.16	0.07	0.0	0.0	0.0	1.3	45.07	25.49	34.09	0.08	0.0	0.77	0.1	47.9	22.58	0.08	20.88	26.62	42.98	21.44	7.75	9.81	19.02	14.63	15.16	13.93	55.9	51.94	52.26
Oraov1	72.51	128.68	51.44	1.69	10.46	0.0	0.0	0.0	0.25	0.0	0.43	0.0	0.0	0.0	0.0	100.82	0.0	48.43	58.18	0.08	0.0	79.03	9.48	0.0	0.0	0.0	0.25	9.65	0.0	50.25	46.15	62.29	0.0	14.78	50.68	0.0	0.0	17.41	0.0	0.0	0.0	53.37	57.8	0.15	0.0	0.4	7.41	0.0	0.0	3.17	8.58	0.35	0.58	0.0	0.0	0.0	0.0	0.12	28.24	0.0	0.22	0.0	0.0	0.3	0.63	0.09	34.18	30.23	36.57	3.83	0.46	13.55	15.63	22.28	36.14	26.28	14.33	14.7	15.0
Osbpl7	0.0	37.9	12.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.96	0.0	0.0	0.0	0.0	0.0	0.0	16.66	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	27.05	0.0	0.0	5.7	0.0	0.09	0.0	0.0	0.0	0.0	7.17	0.47	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.58	0.2	0.42	0.0	8.55	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	1.71	2.28	2.03	0.56	2.27	3.29	0.68	11.44	11.59	12.15
Pcdhb17	3.12	110.63	59.6	0.0	0.0	0.0	0.0	59.56	0.0	0.0	81.22	0.13	108.31	0.0	0.0	0.0	259.89	0.0	0.0	0.17	0.05	0.0	0.0	0.0	21.67	0.0	0.0	24.93	0.98	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	69.78	14.9	0.0	23.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.23	8.19	21.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.46	0.0	10.83	0.0	17.95	5.24	8.09	1.24	17.82	0.0	9.32	7.52	12.89	8.99	12.89	12.73	13.47
Pgpep1	6.37	36.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.02	0.0	0.0	0.05	0.02	0.09	0.54	14.28	0.0	0.0	12.41	0.0	0.0	0.0	0.29	0.0	22.07	0.0	0.0	16.32	0.0	3.1	0.0	0.0	20.63	0.0	0.0	0.0	13.97	0.0	1.79	4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.78	0.0	0.0	0.0	13.96	0.54	0.0	0.04	2.99	1.82	0.0	9.59	5.11	5.97	1.0	7.63	5.17	5.92	5.75	5.95	5.56
Phyhip	15.14	64.93	23.06	0.0	0.0	0.0	0.17	39.76	0.09	23.08	12.5	0.15	26.91	0.0	42.17	12.63	82.7	39.45	13.81	49.58	0.0	55.03	6.49	4.7	0.39	8.56	42.66	48.1	7.37	6.39	18.28	33.48	1.93	31.86	5.17	45.17	47.18	35.92	0.08	95.3	37.63	11.44	8.57	30.7	0.0	36.62	32.03	30.16	333.3	37.25	50.58	0.0	0.0	0.0	0.0	0.0	15.5	18.45	33.55	8.05	2.93	50.31	137.27	43.87	5.77	13.13	116.78	89.81	157.69	122.52	119.35	92.19	123.41	83.94	88.43	93.96	399.59	415.43	391.87
Polr2f	199.07	228.32	166.2	0.0	184.1	0.0	0.0	230.01	4.67	202.42	49.73	86.66	78.36	0.0	185.27	37.31	227.41	89.04	128.03	0.17	91.2	140.59	142.61	82.21	140.92	117.48	180.97	134.9	69.74	87.4	156.8	61.09	54.27	69.25	155.57	144.47	147.94	131.31	178.53	52.8	85.82	60.52	130.02	132.47	149.98	109.83	120.44	108.83	145.85	128.62	279.01	0.0	0.0	0.0	0.0	0.0	98.35	0.0	64.37	244.9	188.85	178.73	172.35	127.06	132.05	94.55	176.39	138.27	203.82	182.87	212.61	153.79	126.22	112.1	155.89	203.69	86.05	105.55	101.1
Ppapdc2	0.0	87.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	12.91	0.54	0.0	0.0	0.03	0.0	25.57	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	36.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.53	0.0	3.97	25.04	0.0	0.0	0.0	0.0	0.0	0.0	3.89	0.0	0.0	3.45	0.0	0.0	36.65	0.0	0.0	0.0	9.18	16.14	4.33	0.94	11.98	0.68	11.18	8.59	8.3	44.72	51.93	48.77
Ppp3ca	51.34	149.78	65.85	279.69	74.17	0.0	22.59	257.0	190.34	59.79	113.28	158.04	49.32	73.63	127.54	231.13	174.24	33.65	105.87	64.36	26.74	27.75	41.9	38.81	33.76	36.24	110.39	71.52	65.79	36.16	18.11	43.64	47.79	69.49	18.45	125.3	22.48	26.48	46.96	75.35	34.68	47.88	75.38	43.12	29.55	29.46	26.38	24.76	420.31	292.8	443.53	0.62	0.0	0.0	0.0	0.0	91.5	130.55	31.45	223.38	108.37	167.29	116.25	89.19	13.2	12.32	379.9	540.22	466.59	398.76	683.34	375.58	657.61	960.82	747.74	778.86	928.33	877.89	905.1
Prdm9	0.36	8.39	2.29	0.51	5.47	0.19	0.44	1.61	2.33	1.85	6.37	0.0	0.0	0.51	0.96	0.29	0.72	0.17	0.36	0.07	0.26	0.84	0.44	0.43	2.16	0.22	1.24	0.4	0.2	0.7	0.43	0.82	0.56	0.5	0.14	0.5	1.24	0.0	1.55	0.14	2.25	2.38	0.12	2.95	0.12	0.0	1.55	0.22	0.65	0.76	1.2	0.18	0.33	0.0	0.43	0.25	0.5	1.37	5.73	2.95	0.7	0.62	0.68	0.8	1.58	0.0	1.75	1.96	1.03	5.26	1.57	0.61	0.88	3.14	1.42	1.4	2.41	3.04	2.37
Prickle1	0.0	132.03	0.0	0.0	2.33	0.0	0.0	22.74	0.0	0.0	28.19	0.0	32.24	0.0	0.0	88.71	0.0	0.08	0.09	0.02	0.03	0.69	0.03	0.02	0.0	0.0	0.0	0.0	0.0	0.0	2.13	0.0	0.0	0.0	0.06	0.0	15.92	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	129.82	29.22	28.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	52.36	26.19	49.76	50.41	30.03	49.37	32.93	46.26	41.91	40.09	60.79	60.05	57.48
Prss42	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.41	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.11
Psd	15.01	38.22	8.37	26.06	16.12	0.0	0.0	19.17	13.08	8.63	10.87	7.89	4.62	19.59	24.92	22.57	55.42	13.49	2.62	9.99	6.39	5.51	15.8	12.26	9.05	17.32	6.08	10.88	12.75	8.77	15.82	9.76	4.64	28.1	3.48	9.46	4.44	7.45	12.5	8.67	9.15	16.8	29.16	9.97	9.55	3.88	11.47	6.66	13.51	36.69	41.25	0.0	0.0	0.0	0.0	0.0	5.11	6.76	15.84	11.71	22.12	36.77	40.92	21.43	22.13	7.56	23.34	21.43	22.49	20.91	14.59	14.33	20.25	13.22	15.78	16.36	244.15	283.01	270.01
Rap2b	2.88	19.61	11.01	0.0	0.13	0.0	0.0	20.31	21.61	7.04	42.83	0.98	4.73	0.0	2.41	28.1	0.0	2.44	3.04	8.66	1.27	9.84	5.89	18.79	8.19	2.79	3.08	3.39	4.77	19.16	7.92	2.92	0.0	0.0	4.06	4.56	0.38	2.27	2.12	0.0	6.57	0.99	1.91	1.31	10.42	2.38	0.33	0.0	38.65	42.7	106.56	0.0	0.0	0.0	0.0	0.0	3.93	0.0	4.16	15.68	7.63	3.51	10.59	4.76	3.88	6.55	85.35	76.6	57.31	68.21	109.93	49.11	81.89	199.7	135.11	137.06	40.22	41.06	42.79
Rasgef1c	80.26	54.33	0.0	0.0	32.49	0.0	0.0	5.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	26.53	0.0	0.0	0.0	0.0	0.0	0.0	3.01	0.0	0.14	10.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.42	0.0	0.0	0.0	0.0	0.0	0.0	4.61	0.0	0.0	3.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.0	0.0	0.0	1.87	4.01	1.24	35.74	36.19	39.24
Rbfox3	8.5	19.29	8.63	0.0	12.26	0.0	0.0	35.55	97.77	0.5	0.86	12.33	2.91	0.0	18.34	88.65	26.28	5.19	4.87	2.52	0.04	0.11	0.47	2.04	12.3	11.2	20.78	26.2	2.19	11.02	15.92	17.77	11.71	2.52	6.44	0.0	0.0	0.08	3.83	0.31	6.01	1.18	5.12	0.39	6.36	3.65	4.76	0.09	72.25	18.91	23.13	0.0	0.0	0.0	0.0	0.0	15.42	14.91	24.95	3.55	13.57	7.4	17.0	21.37	0.2	5.28	26.28	33.87	40.84	23.17	33.93	22.48	37.44	34.44	34.55	34.4	216.71	228.38	226.62
Rgs20	1.17	67.38	2.85	1.9	73.02	0.31	0.28	1.08	2.8	0.75	0.76	8.99	2.22	8.72	0.0	1.26	1.91	1.33	0.48	0.35	0.86	0.25	1.38	0.19	0.38	0.52	1.33	0.5	1.82	0.86	0.74	0.76	0.63	0.24	1.22	0.77	19.51	0.71	0.0	0.43	42.86	0.48	0.85	1.21	0.63	0.29	20.45	40.5	79.71	13.44	41.51	2.01	0.38	0.0	0.96	0.66	43.01	0.31	2.4	7.49	0.28	19.33	2.37	0.77	65.02	0.39	13.16	43.59	31.86	22.4	69.44	42.09	33.44	16.35	22.05	22.26	41.47	37.45	41.83
Ripply2	1.41	95.77	0.0	0.0	0.0	0.0	0.0	0.0	38.62	0.41	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.43	0.29	0.0	0.0	0.0	0.0	0.0	11.1	0.0	0.0	0.0	0.0	1.86	0.0	5.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.56	0.0	0.38	0.0	1.71	0.0	0.0	0.0	0.0	0.0	31.59	0.0	0.0	0.0	3.9	0.0	0.0	4.21	0.0	0.2	19.61	3.16	8.26	0.0	5.96	2.85	20.71	4.61	5.31	12.24	4.81	7.1	6.27
Rsrc1	73.05	157.49	0.0	7.44	21.72	0.0	0.0	91.18	6.32	0.29	73.27	5.85	54.6	22.85	22.92	89.43	162.98	22.75	31.13	29.1	75.01	64.84	0.04	0.0	0.0	1.41	0.0	1.53	17.91	44.71	69.32	0.0	69.3	19.61	8.66	0.72	0.0	98.57	0.0	0.0	0.47	0.0	19.8	9.46	66.61	11.65	46.82	55.4	0.11	43.05	7.43	0.0	0.23	0.0	0.0	0.0	43.11	7.13	12.62	15.33	22.42	66.21	135.63	25.17	51.42	49.01	20.58	41.84	19.06	31.46	34.96	37.79	20.02	46.18	44.58	41.55	30.95	29.63	30.35
Slc29a4	15.14	20.37	0.98	0.0	16.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	1.05	0.0	0.0	0.0	0.0	0.0	2.78	0.78	0.0	0.0	0.0	3.83	0.0	0.0	5.17	0.0	0.0	0.0	0.0	1.12	0.0	0.0	0.0	1.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	12.12	12.96	0.0	0.0	1.35	0.0	13.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.37	9.23	10.36
Tmem132c	32.98	48.5	0.0	0.0	0.0	0.0	0.0	45.54	0.0	0.0	25.67	0.0	0.0	0.0	39.73	0.0	0.0	10.26	16.63	17.59	8.51	0.0	0.26	16.12	1.48	0.0	0.0	2.87	0.0	0.0	8.7	0.0	0.0	0.93	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.29	16.09	31.46	15.1	0.0	2.07	0.0	0.0	12.11	0.1	0.0	0.0	0.0	0.0	0.0	3.33	0.27	0.0	0.0	25.08	0.0	26.01	8.24	0.0	3.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9	3.58	3.94
Traf3ip2	0.0	19.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02	0.0	0.0	0.22	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	4.32	0.46	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	0.0	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	3.29	3.42	4.08
Ttyh3	2.32	19.19	0.0	0.7	0.0	0.0	0.0	3.38	4.59	7.65	4.16	0.53	0.8	12.16	0.0	0.0	3.22	2.16	2.03	1.45	0.0	0.0	0.0	0.0	5.74	0.0	1.25	3.81	1.9	0.26	1.99	2.22	2.24	0.0	1.69	2.36	1.03	0.0	0.0	0.0	0.0	0.49	0.47	0.0	5.18	0.0	3.95	0.26	0.07	1.22	4.79	70.67	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	1.6	6.91	6.19	1.96	12.6	5.19	2.19	3.2	2.02	4.67	2.36	2.63	2.1	1.14	2.56	3.25	133.49	133.67	145.53
Tusc3	25.64	159.08	68.48	82.36	89.53	0.0	0.0	0.0	0.0	0.0	56.37	5.26	0.0	23.93	0.0	139.05	158.98	37.57	47.32	26.41	61.77	0.15	20.22	36.31	7.67	30.96	23.7	38.87	5.29	77.77	0.82	43.55	61.75	107.86	26.72	36.22	32.04	1.97	43.17	4.5	61.02	44.43	1.77	26.07	0.0	1.42	40.79	0.0	284.56	144.63	153.11	0.0	0.0	0.0	0.0	0.0	34.96	8.5	30.21	5.83	67.86	63.67	5.46	5.23	16.88	40.83	271.67	214.24	207.72	196.56	181.18	208.45	254.82	258.44	255.3	284.83	339.79	358.73	329.81
