	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Chrna2_tdTpositive_cell_77	Htr3a_tdTpositive_cell_44	Ndnf_tdTpositive_cell_19	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_36	Nos1_tdTpositive_cell_40	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_55	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_92	Sst_tdTpositive_cell_101	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Pex14	1.66	0.0	29.86	0.0	2.85	0.0	83.86	0.0	109.22	0.0	0.0	0.0	24.72	0.4	9.56	0.0	0.0	0.0	0.0	0.27	0.0	2.18	0.0	0.0	0.0	0.0	0.0	5.78	69.78	4.72	0.0	0.0	0.0	2.91	38.92	6.79	10.14	48.28	53.86	50.16
Pi16	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	10.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.83	1.09
Pik3cb	39.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.36	0.0	0.0	4.37	0.62	0.0	0.8	0.06	0.09	3.85	0.0	0.0	1.67	0.07	0.0	0.0	2.56	3.13	4.03	0.69	0.19	3.24	0.14	0.0	0.64	0.0	0.18	0.91	0.78	22.65	20.25	19.65
Pim3	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	26.32	7.23	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.67	0.0	0.0	0.0	0.0	0.0	0.0	8.03	0.0	0.0	0.0	0.0	31.73	0.0	0.22	2.0	5.33	42.42	49.19	35.35
Pnpla8	32.44	19.02	0.0	0.0	49.87	69.86	0.0	0.28	151.21	46.16	18.97	32.82	22.53	27.52	0.0	55.2	45.73	25.91	0.0	0.0	7.24	17.22	10.33	0.0	90.55	1.23	98.93	28.58	25.71	31.8	42.57	0.0	0.0	46.62	2.81	17.52	21.82	68.69	61.52	66.05
Ppef2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.7	0.63
Raly	37.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.78	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	0.0	0.0	0.0	0.0	0.0	0.0	8.96	1.66	1.68	115.6	114.16	116.41
Rapgef1	0.11	0.0	3.94	0.0	1.16	0.0	0.0	0.56	23.61	9.04	0.34	1.1	0.09	0.0	10.73	0.0	3.46	8.97	0.0	0.66	0.0	0.27	0.0	0.0	1.48	0.0	3.84	4.15	0.0	9.5	15.13	0.0	3.29	0.08	0.0	3.61	4.76	59.62	59.34	62.33
Rltpr	0.0	0.0	3.04	0.0	0.0	0.0	0.0	0.0	21.2	0.0	0.11	0.0	0.11	0.0	0.0	0.0	0.09	0.0	5.06	0.0	0.0	0.0	0.0	0.0	0.12	0.0	4.34	1.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96	0.56	45.51	50.02	46.53
Ropn1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.19	0.67	0.84	1.15
Samd14	0.39	0.46	0.0	9.73	0.0	6.55	0.08	0.12	37.63	0.0	0.08	13.27	0.0	0.35	0.15	0.0	3.99	0.0	0.0	0.0	0.0	0.0	13.92	18.92	0.43	0.33	0.07	4.46	0.04	0.27	0.13	0.0	0.0	0.14	0.84	0.31	0.17	26.92	31.22	27.06
Sdr42e1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.25	9.3	6.71	7.47	8.4
Serpinb1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.28	0.0	0.0	0.0	19.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.03	0.0	0.0	0.0	18.33	0.0	0.0	0.0	0.0	85.76	6.49	9.83	1.29	1.2	0.89
Skap1	6.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.9	0.0	65.06	0.0	0.0	0.0	30.05	0.0	58.65	79.15	79.01	0.0	0.0	0.0	40.48	80.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.85	8.61	1.94	1.92	1.67
Slc16a1	0.0	0.0	1.07	0.0	0.08	1.37	0.0	0.0	2.38	0.0	1.43	2.15	0.18	0.26	0.2	0.0	0.49	0.72	0.0	0.35	0.0	17.93	0.38	0.0	0.46	1.29	0.66	4.12	2.46	0.0	0.89	0.11	0.14	0.0	1.52	6.71	3.97	23.48	23.61	24.18
Slc18a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.09	2.28	2.37
Slc26a6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39	0.89	5.11	6.24	5.68
St8sia6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	1.06	1.16
Stk35	1.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.77	0.0	0.99	1.63	0.85	0.14	0.66	2.42	1.17	0.45	0.0	0.0	0.0	1.11	0.0	0.93	2.92	0.0	0.0	4.57	0.0	0.0	0.0	0.0	0.22	1.95	0.23	1.06	0.82	17.16	15.14	16.16
Stx1a	80.62	4.39	88.5	27.19	0.0	79.48	0.0	0.0	114.19	1.54	69.18	92.53	90.44	0.0	99.63	93.32	0.0	194.11	0.0	0.4	59.15	82.53	81.27	102.87	86.1	51.08	110.75	117.9	122.38	118.53	0.11	1.17	71.64	95.23	0.0	421.97	407.58	316.19	325.03	318.03
Sv2b	28.01	0.0	7.01	0.0	0.0	2.67	0.05	0.0	32.64	4.01	2.2	52.22	4.39	52.86	0.22	0.18	10.95	2.5	0.0	24.18	1.52	24.51	33.47	0.0	55.78	32.6	37.25	72.32	31.88	48.91	47.28	0.0	0.23	0.09	8.41	166.21	194.14	302.25	285.41	283.79
Sytl5	0.0	0.0	0.0	0.0	0.0	51.15	0.0	0.0	115.3	0.07	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	72.57	37.13	0.0	0.0	0.0	0.0	26.5	18.31	6.78	2.4	0.0	0.0	1.68	0.53	50.06	1.85	0.0	0.0	4.17	2.75	4.22
Tmem20	0.38	0.08	1.71	0.22	0.71	0.95	0.34	1.83	6.65	0.44	0.1	0.45	0.34	0.42	1.2	0.36	0.08	0.45	1.16	0.61	0.41	1.16	1.03	1.73	0.4	0.91	0.58	0.7	0.32	0.0	0.08	0.37	0.0	0.4	0.47	1.89	0.65	1.78	2.78	2.14
Tmem215	0.0	0.0	49.53	60.82	0.0	0.0	0.0	0.0	133.38	0.0	54.38	102.45	0.0	0.0	0.0	0.0	47.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.91	9.85	9.92
Tmem8b	3.57	0.61	20.03	0.08	0.27	1.42	1.46	1.13	9.34	0.91	3.06	30.66	15.76	0.85	1.0	1.38	1.38	1.27	3.58	0.97	4.83	8.21	25.21	1.05	0.7	1.09	9.0	8.01	23.42	1.56	1.14	0.87	1.08	0.95	1.89	6.41	10.33	49.17	49.89	49.93
Trim40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.19
Tspan11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.66	3.36	3.3
Uba1	106.58	27.36	138.98	25.07	27.85	43.8	118.68	98.39	420.43	156.66	72.96	164.8	61.26	164.49	121.4	138.32	107.1	201.68	70.67	154.29	131.22	60.53	91.42	272.25	145.01	67.73	165.38	58.36	52.44	104.12	76.58	40.79	104.89	82.21	94.81	55.27	71.86	244.19	260.71	247.34
Zfp59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.45	0.0	0.0	1.84	8.99	0.09	31.9	0.0	0.0	0.46	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	21.45	0.07	26.42	0.0	0.06	0.0	0.0	0.0	0.0	9.81	13.24	6.36	6.26	6.1
Zfp609	0.51	0.0	2.44	0.0	2.06	0.0	0.0	0.47	8.33	0.29	0.0	9.86	0.0	3.3	0.62	0.33	0.02	0.0	0.0	1.48	0.0	0.0	0.1	1.3	0.0	0.0	0.0	1.49	0.03	0.03	0.18	0.06	0.03	0.32	0.75	0.71	0.32	19.14	19.16	19.7
Zfp784	31.81	0.0	0.0	0.0	0.0	0.0	109.71	0.0	93.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.68	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	6.45	11.56	6.83	7.22	7.29
Zfp81	0.0	0.0	0.0	0.0	0.0	16.71	0.0	0.0	185.66	35.7	68.18	0.0	0.0	0.0	0.0	0.14	0.0	2.11	0.67	2.76	0.0	0.0	0.0	0.0	41.15	0.12	0.0	3.23	0.0	0.0	48.2	0.0	0.0	0.0	0.04	6.44	8.36	13.13	9.84	12.7
c12_tRNA-Val-GTA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.24
c14_tRNA-Ala-GCG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.02
c1_tRNA-Gly-GGY	0.0	0.0	0.0	0.0	0.0	0.0	4.07	0.0	8.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.65	0.0	0.0	0.0	0.0
c4_SSU-rRNA_Hsa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21	0.0	0.27	0.63	1.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.7	0.0	0.0	0.0	0.0
mt_AK143357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.96	0.0	0.0	1.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2324.22	1112.25	1527.41
