	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_32	Htr3a_tdTpositive_cell_91	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_190	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_101	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Il11ra2	0.0	0.0	0.0	0.0	0.0	7.91	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.07	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.06	0.0	0.0	0.0	0.06	0.0	0.06	0.0	1.13	5.81	1.27	4.28	1.89	1.73	1.86	1.4
Impdh1	0.0	0.0	0.0	0.0	0.0	0.0	63.21	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.63	0.0	4.24	58.46	19.22	0.0	0.0	0.0	0.0	0.0	2.31	0.0	0.0	0.0	6.9	39.07	12.65	5.86	0.0	0.0	0.0	0.09	0.0	0.0	0.0	14.5	13.65	2.86	5.02	4.77	55.99	60.05	57.6
Ipo8	19.63	5.18	3.25	10.26	11.65	27.05	62.01	0.12	19.46	0.0	27.87	0.44	20.57	38.41	0.0	0.86	0.52	1.0	0.42	0.0	0.0	26.62	0.75	0.0	2.21	0.65	0.21	2.37	0.56	8.22	4.28	8.66	0.74	19.94	0.0	8.62	2.93	0.0	7.76	0.0	13.07	0.95	2.41	2.06	9.48	6.23	4.87	28.64	27.58	27.5
Iqsec3	14.97	0.2	0.0	0.26	0.82	0.29	93.07	7.45	8.39	27.83	1.16	0.11	17.25	16.4	0.8	5.7	0.18	13.13	14.11	3.44	0.99	2.08	7.19	0.24	21.36	7.88	0.08	15.61	9.72	8.71	0.46	3.73	0.88	1.45	0.0	30.6	14.38	0.44	24.17	0.0	1.19	6.68	11.16	6.93	7.23	4.44	6.45	70.94	67.99	77.47
Isg20	0.0	0.0	0.0	0.0	0.0	0.0	72.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84	0.54	1.41
Kcnb1	16.16	19.95	18.01	3.87	8.69	17.63	51.29	7.5	0.3	28.63	0.04	1.0	0.0	0.0	6.01	0.03	2.55	1.52	4.87	9.1	6.78	0.0	0.23	0.0	0.02	3.63	2.62	17.69	5.34	1.39	5.7	21.99	2.39	15.97	0.22	6.04	1.92	1.28	0.21	8.24	14.03	12.03	20.7	21.57	17.53	22.2	17.91	80.83	75.26	86.16
Klrb1c	0.0	0.0	0.0	0.0	0.0	0.0	4.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.08
L3mbtl3	0.0	11.99	0.0	0.0	0.0	44.09	88.02	0.39	0.0	0.0	0.05	0.0	0.0	8.87	0.08	0.68	0.83	0.26	0.74	0.0	0.0	0.0	0.0	62.0	0.0	0.37	0.0	0.0	1.84	0.0	2.88	1.97	15.81	0.0	0.05	0.0	27.07	0.0	14.52	6.04	15.43	0.0	6.15	2.56	4.01	3.42	1.52	17.39	15.64	15.93
Lin28b	0.0	0.0	0.0	0.0	0.0	0.0	46.74	0.03	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.66	0.44	0.38	0.2	2.45	2.41	2.42
Lrch2	0.0	0.0	0.0	0.0	0.0	0.0	29.87	8.71	0.0	0.0	0.0	0.0	11.81	0.0	1.44	0.0	12.81	0.0	0.0	0.0	20.83	0.0	0.0	0.0	12.41	11.76	0.0	0.0	0.23	0.0	0.0	5.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89	0.0	0.0	0.74	0.0	3.2	1.23	1.82	14.69	12.81	14.38
Maml3	0.0	0.21	0.0	0.0	0.0	0.0	29.7	0.0	0.0	0.0	1.94	0.0	0.73	0.0	11.78	0.0	1.6	0.0	1.15	10.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.12	3.03	2.09	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.11	13.24	2.05	1.04	4.12	1.21	4.07	3.96	3.88
Map2k7	13.66	4.1	0.0	0.0	0.0	0.0	69.7	0.79	1.62	15.12	0.0	23.59	22.85	51.15	8.94	2.76	24.64	0.0	15.69	1.62	0.52	2.26	0.06	4.31	20.33	0.49	1.64	10.39	0.0	37.25	11.23	8.56	0.17	7.34	0.0	0.81	10.17	0.0	34.21	5.62	0.0	0.0	4.47	17.83	9.25	10.48	11.56	58.55	64.67	62.37
Map3k4	9.44	8.05	0.07	0.0	0.0	29.39	64.68	0.0	0.0	0.38	8.54	0.0	18.44	0.0	10.39	0.07	1.66	0.84	0.0	0.0	9.38	0.0	24.04	0.97	11.46	0.0	7.23	0.0	0.0	0.03	0.0	4.78	2.38	16.03	0.0	0.0	0.0	0.0	0.29	0.68	0.0	2.54	2.93	4.28	0.56	3.6	3.95	24.02	23.63	24.0
Mff	90.32	81.79	11.03	0.2	0.0	20.18	155.23	3.34	32.46	33.99	124.63	13.48	3.92	0.0	44.94	49.16	23.69	0.0	41.91	0.0	79.2	9.64	0.23	20.77	66.53	91.06	2.41	54.29	67.87	18.73	4.19	93.1	69.76	26.85	91.95	112.78	5.56	103.99	0.24	0.1	136.02	69.11	33.72	58.2	41.22	38.21	36.86	208.49	208.02	203.49
Mir29c	0.0	18.82	0.0	0.0	0.0	0.0	24.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.18	0.0	0.0	0.0	3.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.11	11.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.17	0.0	0.0	0.0	0.0	0.0	0.0	10.09	0.0	16.38	20.41	23.0
Mobp	0.2	0.0	0.16	0.0	0.91	0.53	50.79	0.23	0.03	0.08	0.0	0.26	0.08	0.18	0.25	0.0	0.0	5.27	0.0	0.0	0.0	0.0	0.0	0.0	7.5	0.0	0.0	0.0	0.17	0.11	0.0	0.13	0.12	0.0	0.11	0.07	0.0	0.0	0.14	0.0	0.0	0.0	0.21	0.13	0.9	1.11	19.47	224.3	231.89	256.13
Mrgprh	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.26	0.17
Myl2	0.0	0.0	0.0	0.0	0.0	0.0	42.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.31	0.84
Myo1b	0.0	0.0	3.46	0.0	0.0	0.0	34.1	0.0	0.02	4.94	0.0	0.03	0.0	0.0	0.06	0.0	17.9	16.3	0.0	6.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.67	7.73	0.0	4.5	1.98	15.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	27.48	25.26	24.93
Myo1c	0.74	0.89	0.16	0.09	2.63	1.04	33.61	0.35	0.34	1.84	0.68	1.66	0.55	0.35	15.08	0.93	0.37	0.73	18.86	0.92	0.2	0.83	7.08	0.67	0.48	0.28	0.1	1.58	0.21	1.44	0.5	1.87	2.84	0.84	0.19	0.5	0.66	1.36	1.77	3.52	0.68	1.68	5.74	1.54	1.31	2.97	2.72	11.94	10.43	9.49
Myst3	2.97	0.0	0.0	0.0	0.0	0.0	24.43	0.0	0.0	10.48	0.0	0.0	0.0	0.0	12.47	0.0	20.51	5.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.69	0.0	11.29	0.0	0.0	0.0	1.06	32.55	9.28	19.68	0.17	0.0	0.0	0.1	0.04	1.64	0.02	1.6	3.83	2.93	4.16	3.11	23.44	21.37	23.54
Ncor2	1.24	0.08	0.0	0.0	0.0	5.0	12.61	0.0	0.01	0.0	0.1	0.21	1.49	0.0	0.0	0.0	0.15	0.54	0.48	0.0	0.0	1.05	0.0	0.28	0.0	0.0	0.07	0.18	0.0	0.89	0.0	0.74	0.28	1.8	4.1	0.0	0.53	0.0	0.73	0.0	0.18	0.02	0.34	2.22	0.11	0.29	0.42	47.65	50.12	57.88
Npy	138375.8	173305.25	1.6	1.46	14635.6	125016.83	34339.27	132042.44	149629.49	134232.96	130357.56	105498.11	122165.94	132052.33	122154.33	122963.43	126501.28	117863.77	130527.91	173863.58	126989.03	166048.87	191162.16	154857.31	124150.07	134158.33	153405.37	147732.76	141010.39	110523.31	151963.58	985.16	564.72	145032.54	28240.98	180453.32	128781.07	8484.11	137945.15	95298.15	137580.94	120620.2	0.0	0.0	0.6	0.0	0.7	214.21	196.57	200.76
Nr4a2	0.0	0.0	0.0	0.0	0.33	0.0	45.67	0.0	0.07	0.04	0.0	0.03	0.08	0.0	0.0	0.0	0.13	0.0	0.0	3.69	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.31	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	25.16	40.94	4.24	5.57	7.14	51.72	44.29	35.3
Nup93	2.4	3.29	0.0	0.0	0.0	0.0	151.71	114.91	0.14	0.04	16.31	0.05	0.0	0.0	0.0	0.0	0.0	0.0	36.76	0.0	49.98	71.74	6.95	0.0	52.87	0.0	4.84	54.54	0.0	33.08	9.35	10.17	74.37	0.0	38.26	15.8	1.6	0.04	42.22	48.49	35.22	0.0	38.8	28.35	21.26	30.52	43.11	19.77	20.05	22.78
Ogfod1	11.02	26.03	19.59	0.0	0.92	0.1	57.06	10.94	31.29	8.08	14.6	8.6	18.33	5.66	9.73	28.05	29.65	4.67	7.72	43.77	8.55	0.12	0.8	1.49	2.44	20.91	24.08	39.79	17.61	18.04	35.4	10.78	32.35	14.57	34.88	28.95	58.14	0.52	15.86	66.04	27.16	25.41	38.49	18.82	31.55	30.19	28.01	67.91	65.76	66.53
Olfr267	0.0	0.0	0.0	0.0	0.0	0.0	112.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0
Olig3	0.0	0.0	0.0	0.0	0.0	0.23	0.43	0.0	0.08	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.13	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.15
Palmd	0.0	0.0	0.0	0.0	0.41	0.0	0.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.06	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.0	0.25	0.0	1.6	16.35	16.22	15.99
Parp11	0.0	0.0	0.0	0.0	0.0	0.0	66.27	0.08	28.11	0.83	0.09	0.0	18.8	0.74	0.0	0.0	31.9	25.13	2.7	0.0	0.0	23.69	0.0	0.0	0.54	0.06	0.0	0.0	24.91	0.11	28.92	1.87	78.97	14.99	0.0	1.47	5.72	0.0	13.57	0.11	0.16	0.84	2.41	14.16	16.49	9.74	11.31	13.63	12.63	13.24
Pdcd6ip	24.04	2.16	11.29	0.0	0.0	3.51	33.31	0.83	0.91	0.0	0.0	38.25	8.81	11.53	0.14	7.35	16.04	2.36	9.25	14.8	0.0	9.27	0.78	0.04	9.74	1.87	0.83	11.84	1.35	11.3	10.25	9.12	15.7	0.0	1.74	2.58	7.7	0.0	6.87	13.37	0.0	0.12	12.64	5.16	8.72	4.28	4.95	42.01	39.34	42.87
Perp	0.0	0.0	0.0	0.0	0.0	0.0	89.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.12	5.12	4.69
Phc1	0.0	0.0	0.0	0.0	0.0	1.09	88.86	0.0	0.0	0.0	0.09	0.0	6.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	4.55	1.71	0.0	3.14	0.0	0.0	0.0	0.0	0.0	3.03	0.0	6.78	11.67	4.19	7.34	6.66	34.46	37.13	36.5
Phlpp1	2.07	0.0	0.0	0.0	0.0	10.02	42.98	0.0	0.04	1.06	0.0	0.32	0.51	0.0	0.62	0.0	5.25	2.93	0.0	0.0	0.0	1.1	0.86	0.0	0.0	0.0	0.0	0.0	10.59	0.0	0.0	14.5	1.28	0.0	0.0	0.04	2.09	0.0	14.42	0.0	0.0	0.0	3.03	1.97	2.75	4.96	5.0	46.57	46.47	51.56
Pih1d1	43.84	0.0	129.52	201.58	0.0	0.47	144.02	30.91	0.07	0.0	2.18	0.0	0.0	33.43	0.0	0.0	0.0	57.48	0.0	0.0	0.27	29.99	0.8	0.0	0.0	1.57	0.0	21.94	41.82	10.77	0.0	46.85	28.53	91.14	6.45	0.0	54.99	0.0	136.02	62.82	4.56	43.94	53.65	35.21	19.05	38.1	46.57	36.97	39.75	33.18
Plk4	0.0	0.0	0.0	0.0	0.0	0.0	54.44	0.0	0.0	0.0	0.0	0.0	0.0	6.05	0.0	0.0	0.0	0.0	4.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.17	0.0	0.0	3.63	0.0	0.0	0.0	0.0	0.77	0.0	0.0	0.26	0.0	5.83	0.49	4.18	2.37	1.17	3.41	3.11	3.47
Ppp6r1	7.4	0.0	0.0	0.0	0.0	0.25	23.05	0.26	0.02	0.75	0.7	0.15	2.59	0.08	1.36	2.44	0.58	0.0	0.0	0.0	3.37	0.0	0.0	0.39	2.87	0.55	0.07	1.21	0.0	1.37	30.15	1.37	0.32	0.01	5.84	0.2	0.08	0.0	9.85	0.06	13.77	0.0	1.84	0.62	1.25	2.17	1.91	112.81	110.82	118.04
Pppde2	3.51	13.62	0.0	0.0	0.34	0.0	101.32	0.11	50.56	0.0	49.25	0.0	0.0	5.68	3.12	0.0	0.0	5.49	0.0	44.34	36.62	0.0	0.07	0.0	0.0	0.57	0.0	0.0	0.0	0.0	1.95	16.26	1.03	0.0	0.45	0.0	2.01	0.0	0.68	0.85	0.0	0.0	14.7	10.55	4.3	9.56	11.2	103.5	101.86	107.13
Prim2	0.0	0.0	0.0	0.0	62.65	0.0	86.0	0.69	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.2	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.43	19.01	17.88	16.67	8.86	7.53	6.42	6.08
Psd3	33.92	5.53	0.0	16.2	0.21	0.07	88.64	3.58	35.94	25.29	29.96	0.69	12.98	20.23	24.28	0.49	33.01	4.78	0.39	0.07	11.17	15.4	10.69	4.31	0.0	33.09	16.94	18.68	14.98	22.29	2.81	48.59	6.36	0.09	17.02	11.4	0.46	0.17	41.52	0.15	14.76	30.93	40.25	51.55	48.78	45.11	41.08	186.39	161.39	187.14
Ptplb	0.0	0.0	0.0	0.0	0.0	10.81	55.79	0.0	3.36	0.0	0.0	0.37	0.0	0.0	0.61	0.0	0.0	0.0	0.0	5.83	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.8	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.02	6.16	2.55	3.9	6.23	23.26	23.76	24.49
Rara	0.0	0.0	0.0	0.0	0.0	0.0	6.95	0.0	0.0	0.04	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	1.07	0.0	0.0	0.0	0.07	0.0	0.34	0.0	0.0	0.0	0.0	0.11	0.75	0.38	0.99	0.11	7.44	8.33	7.77
Rasgrp1	0.15	0.31	0.07	0.0	0.24	0.1	92.11	10.4	0.31	3.42	0.14	0.18	29.67	0.16	0.05	32.14	47.15	3.04	17.13	5.36	4.03	25.59	30.54	0.0	0.05	0.0	14.79	1.29	8.62	22.16	24.83	89.61	17.58	0.0	0.06	0.09	0.09	0.13	19.45	0.06	0.0	7.75	101.5	107.21	147.86	144.77	156.48	305.33	284.99	284.95
Rasl11b	0.0	0.0	0.0	0.0	0.0	0.0	90.51	0.0	0.05	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.22	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.48	11.22	18.05	39.39	30.61	87.11	102.18	88.75
Rdbp	0.0	1.0	0.0	0.0	0.72	0.37	154.86	0.97	34.58	0.0	2.92	0.1	0.0	1.36	0.0	0.28	11.53	38.14	40.9	0.0	65.16	56.11	0.0	0.0	0.0	0.61	0.0	0.64	4.4	0.0	23.98	6.24	20.59	0.0	0.0	2.34	0.0	0.0	6.13	52.13	26.19	0.0	45.49	2.72	9.37	7.08	17.5	26.58	32.68	32.31
Rmnd1	0.0	0.0	72.02	0.0	0.0	3.68	90.95	0.0	0.22	3.33	0.0	0.0	40.72	0.0	49.91	2.76	0.0	85.92	17.99	0.0	0.0	26.83	0.0	0.0	0.0	0.0	95.66	42.2	7.96	34.78	73.48	65.49	35.16	45.56	17.98	0.0	0.0	0.0	42.16	1.86	47.7	64.16	47.01	111.81	74.57	56.51	51.81	32.75	21.79	24.41
Rnf24	19.58	0.0	0.0	0.0	7.53	0.0	43.63	0.0	0.19	0.62	0.0	0.0	0.0	12.73	3.28	0.55	0.0	0.0	0.05	6.19	0.0	0.0	0.0	0.0	20.88	0.0	0.0	5.66	0.0	11.24	0.09	2.61	0.18	6.01	0.0	0.24	1.2	0.0	19.5	0.03	20.57	1.65	13.6	8.47	5.42	8.9	9.5	25.62	24.48	22.78
Rnf26	2.83	3.03	0.0	2.26	0.0	0.0	77.16	0.0	0.0	0.0	0.51	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	2.18	0.0	0.0	3.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.01	0.0	0.0	0.3	1.79	3.04	4.41	3.99	29.58	32.83	33.78
Rras2	0.0	0.0	0.0	0.0	0.0	0.0	70.61	0.0	0.0	39.39	0.07	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	1.98	6.9	17.96	17.37	17.06
Samd9l	0.0	0.0	0.0	0.0	0.0	0.0	1.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	1.33	0.32	2.39	1.91	1.63	2.07
Satb2	0.0	0.0	0.07	0.0	0.0	0.19	2.38	0.0	0.03	0.05	0.0	0.05	0.0	0.0	0.0	0.0	0.08	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.05	0.0	0.0	0.0	0.0	30.65	12.45	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.06	0.0	14.16	11.5	16.19	9.6	9.82	29.34	28.28	28.4
Sec31a	1.05	12.69	0.0	3.43	0.0	0.0	50.88	0.04	2.32	0.03	28.0	2.0	3.17	19.72	22.18	24.22	54.95	0.35	4.56	5.13	24.43	1.29	0.0	0.0	14.83	0.05	5.15	0.27	0.06	30.31	30.58	24.63	6.21	1.34	25.51	30.72	48.79	0.0	0.57	20.35	4.21	0.06	19.32	21.25	24.51	26.42	26.89	59.39	56.09	57.46
Sfn	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	2.04	2.42	1.66
Sgcz	0.0	0.0	0.0	4.6	14.49	0.0	76.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7	0.0	30.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	5.22	0.0	4.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.76	2.13	2.13	2.46	0.58	3.6	3.2	3.08
Shroom3	0.01	0.0	0.0	0.0	0.0	0.0	1.17	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.04	0.16	0.0	0.0	0.05	0.0	1.31	0.0	0.0	0.1	0.91	1.22	1.74	1.64
Sik1	0.84	3.31	0.0	0.0	0.0	2.21	21.88	0.73	0.03	1.18	0.7	0.38	2.12	0.14	0.73	0.89	1.16	0.73	0.25	0.98	1.54	0.0	0.28	0.0	0.0	0.05	0.37	0.06	6.62	0.0	0.22	3.29	1.99	0.0	4.32	9.21	0.0	0.12	3.01	0.0	0.0	0.0	0.37	0.67	0.72	0.3	0.99	15.4	13.82	5.32
Slc2a5	0.0	0.0	0.0	0.0	0.0	0.0	30.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.61	0.0	0.0	0.0	3.25	3.48	3.51
Slc44a5	0.0	1.0	0.0	0.0	0.0	0.12	64.96	0.0	0.0	0.0	0.04	3.07	0.0	0.0	0.0	0.0	0.0	5.63	0.0	13.55	0.0	0.0	0.0	0.0	6.18	0.0	0.0	0.0	0.07	0.0	0.0	0.0	12.33	0.0	0.0	6.66	0.0	0.0	0.0	0.0	12.66	0.0	0.0	0.0	0.43	0.33	0.34	6.71	6.51	7.08
Slit2	0.0	0.0	0.0	0.0	0.0	0.0	22.87	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	7.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.84	0.15	0.0	0.69	15.73	14.19	14.96
Snord45c	0.0	0.0	0.0	0.0	0.0	0.0	11.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.76	0.0	0.0	0.0	0.0	1.95	0.0	4.19
Sorcs3	0.0	0.0	0.0	0.0	0.0	2.03	56.72	0.0	0.0	0.02	0.82	0.05	2.03	17.74	6.19	0.0	20.55	0.95	0.0	0.0	1.33	22.2	0.0	0.0	0.0	0.55	0.1	0.0	0.05	8.44	8.49	23.23	11.5	0.1	0.0	0.0	0.0	0.0	0.08	0.34	0.05	0.0	7.99	3.26	7.85	5.32	9.33	26.5	23.84	29.89
Spc25	0.0	0.0	0.0	0.0	0.0	0.0	4.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.31	0.0	0.0	0.52	1.05	1.61
Srrm4	0.0	1.72	0.0	0.0	0.0	0.07	46.58	1.68	1.01	0.0	0.02	0.02	1.4	14.4	1.49	2.3	0.0	2.71	0.85	0.0	0.0	0.0	0.0	0.0	0.0	7.84	4.73	0.0	0.9	0.4	0.0	6.7	0.0	0.0	0.0	0.0	7.41	0.0	2.95	0.03	2.08	0.0	4.19	6.46	6.26	2.41	2.25	18.15	20.23	20.38
