	Chrna2_tdTpositive_cell_75	Ctgf_tdTpositive_cell_17	Ctgf_tdTpositive_cell_19	Htr3a_tdTpositive_cell_86	Htr3a_tdTpositive_cell_93	Htr3a_tdTpositive_cell_98	Htr3a_tdTpositive_cell_99	Htr3a_tdTpositive_cell_100	Htr3a_tdTpositive_cell_114	Htr3a_tdTpositive_cell_117	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_26	Nos1_tdTpositive_cell_46	Nos1_tdTpositive_cell_59	Ntsr1_tdTpositive_cell_12	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_45	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_52	Ntsr1_tdTpositive_cell_66	Ntsr1_tdTpositive_cell_68	Ntsr1_tdTpositive_cell_71	Rbp4_tdTpositive_cell_1	Rbp4_tdTpositive_cell_2	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_99	Rbp4_tdTpositive_cell_125	Rbp4_tdTpositive_cell_180	Rorb_tdTpositive_cell_43	Slc17a6_tdTpositive_cell_3	Slc17a6_tdTpositive_cell_24	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_6	CAV_LP_Ipsi_tdTpos_cell_7	CAV_LP_Ipsi_tdTpos_cell_16	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	CAV_LP_Ipsi_tdTpos_cell_42	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Ddost	2.23	0.36	39.77	3.85	0.15	3.79	0.1	0.18	10.99	0.22	13.0	0.67	1.04	1.4	0.95	0.0	0.15	0.0	0.27	0.0	194.61	0.17	0.44	1.12	30.03	0.0	0.27	81.88	0.11	17.23	0.0	0.0	15.64	15.38	0.69	0.0	5.34	24.91	25.09	5.97	16.73	12.86	7.12	6.06	10.32	25.46	17.81	14.88	0.0	0.0	0.0	8.02	0.12	0.87	0.0	0.15	30.23	18.46	1.07	90.48	89.33	90.61
Dirc2	1.22	1.21	30.89	2.14	1.98	0.78	1.02	0.33	26.42	6.63	15.34	0.31	8.3	0.48	0.62	0.24	0.0	0.01	0.21	1.03	0.63	0.51	7.54	1.32	1.42	4.68	2.43	25.81	1.08	0.75	0.01	0.33	1.17	3.04	0.46	0.21	20.35	4.33	11.04	1.04	2.73	2.0	11.09	4.95	5.09	10.13	8.35	0.89	17.23	0.37	1.06	0.14	0.49	1.18	1.14	2.88	0.0	34.61	1.92	38.97	41.16	39.36
Dnajc14	23.12	0.0	0.0	16.8	0.0	5.29	42.94	0.0	1.3	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.08	2.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	60.79	0.0	0.66	0.0	0.0	6.18	25.04	0.0	0.0	15.63	20.13	29.16	18.7	26.04	11.0	25.82	8.97	24.12	16.18	21.29	59.83	4.68	11.02	0.07	0.0	0.0	0.0	0.0	0.0	0.0	2.48	0.0	35.4	35.22	31.78
Dnmt3a	19.1	24.68	25.04	0.0	7.92	0.0	0.07	0.28	7.36	0.33	0.4	1.32	4.04	51.57	56.41	99.59	14.46	0.0	48.66	0.0	36.74	14.88	0.0	20.84	18.49	33.87	28.89	101.04	102.54	34.51	0.0	31.28	13.65	20.29	19.68	11.36	25.89	20.45	27.81	30.05	39.51	24.14	23.23	21.07	29.76	30.55	27.43	17.37	59.79	13.14	9.37	33.0	3.48	10.1	87.14	10.26	18.51	0.14	25.32	36.41	35.71	38.4
Dst	28.32	11.5	20.59	26.1	26.76	2.48	11.82	25.01	15.67	5.16	9.22	14.46	30.24	35.11	16.52	0.51	0.24	14.01	13.84	8.21	27.15	43.58	31.96	20.12	10.06	4.29	20.39	44.31	13.33	2.37	26.15	1.23	7.64	5.35	3.0	19.26	16.01	23.23	16.06	19.2	14.96	8.01	15.68	14.07	13.38	12.62	13.2	2.21	32.76	5.18	38.71	11.88	13.69	39.09	22.51	2.38	9.88	10.51	41.68	86.74	75.28	94.07
Dusp13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.72	0.0	0.0	0.0	0.0	0.0	0.0	0.87	0.67	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.44	0.31
Emp2	0.0	0.0	0.0	0.0	0.13	0.31	0.21	0.0	0.0	0.13	0.03	0.16	0.51	0.26	0.34	0.59	0.14	0.35	0.38	0.27	0.0	0.11	0.0	0.19	0.25	0.0	0.37	14.8	0.21	0.07	0.0	0.09	0.0	0.49	0.17	0.0	0.13	0.19	0.21	0.0	1.3	0.09	0.26	0.0	3.55	0.21	0.49	0.08	0.21	0.0	0.16	0.07	0.0	0.17	0.13	34.25	0.0	0.13	0.28	15.28	16.26	18.72
Epb4.1	0.0	0.0	0.91	3.27	0.0	17.2	0.0	0.9	0.52	0.0	0.0	0.0	0.0	0.92	0.0	11.23	0.0	0.0	0.92	0.0	0.0	0.0	8.67	0.0	1.57	3.65	4.79	58.07	3.21	2.9	0.0	0.86	0.0	0.0	0.0	0.0	5.04	1.46	4.79	5.69	7.61	2.12	2.42	5.07	2.69	3.04	3.06	0.0	1.24	0.0	0.0	1.83	0.0	16.55	0.0	1.63	25.22	0.0	28.44	19.44	16.96	18.44
Eppk1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.04	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.15	0.1
Espnl	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.06	0.0	0.0	16.39	0.03	0.0	0.0	0.0	0.09	0.1	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.19	0.05	0.04	0.6	0.06	0.58	0.06	0.05	0.0	0.0	0.05	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.36	0.44	0.33
Evi5l	0.0	0.0	0.0	0.0	0.2	0.0	0.0	2.77	0.0	0.0	0.0	0.0	13.33	0.0	0.0	0.0	3.04	0.0	0.0	0.0	0.0	0.0	2.92	0.0	0.0	0.0	0.0	59.82	0.0	0.0	0.0	0.0	1.47	0.0	0.0	0.0	0.0	14.52	5.43	0.0	1.56	0.34	6.68	0.39	1.97	4.54	0.46	0.0	0.0	0.0	0.0	0.0	0.0	9.38	0.0	0.0	0.0	0.0	0.0	69.66	60.99	66.1
F12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	1.59	0.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.76	0.73
Fah	146.77	0.0	0.0	57.23	0.0	0.0	0.0	0.0	0.0	0.0	0.13	1.11	0.25	94.73	0.0	0.0	155.82	301.74	0.16	0.0	9.13	0.0	0.0	0.0	139.91	67.12	0.0	182.66	219.48	89.72	0.0	0.0	47.13	0.0	0.0	0.4	52.03	13.2	16.3	42.59	27.94	38.87	9.18	35.35	22.0	25.14	38.95	0.21	0.24	50.66	0.0	0.0	0.0	0.0	0.28	0.0	1.23	0.0	126.74	31.75	26.48	28.3
Faim	53.56	0.0	0.0	49.32	0.0	33.63	0.0	0.0	0.0	0.0	0.31	0.0	0.0	78.41	0.0	0.0	0.95	1.09	0.0	0.0	98.54	0.0	0.0	0.0	0.0	0.0	0.0	154.9	1.14	0.34	0.0	0.0	46.48	22.93	0.0	0.0	0.0	1.45	20.7	8.22	20.52	1.05	21.17	11.1	10.93	9.94	20.07	26.01	3.41	55.9	0.0	0.0	0.0	0.0	12.14	0.0	0.0	11.2	1.37	35.99	33.7	35.04
Fam43a	3.68	0.0	0.0	0.0	11.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	6.03	3.62	15.9	0.0	11.42	24.41	22.19	0.0	0.0	0.0	0.0	0.0	0.0	1.62	4.74	0.0	4.57	6.9	2.3	2.76	3.28	2.12	2.23	4.35	3.33	0.0	0.0	0.0	0.0	20.16	0.0	0.0	0.0	0.1	0.0	0.0	13.25	16.18	17.02	15.1
Fam98c	2.08	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	12.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.79	0.0	25.81	0.0	0.0	0.0	0.0	0.4	16.65	2.58	0.0	0.0	0.0	0.87	5.35	3.01	0.0	5.5	0.13	0.24	4.26	2.36	8.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.96	47.33	38.61
Fancb	0.0	3.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.67	0.0	0.0	0.0	0.0	26.34	0.0	0.0	0.0	0.0	10.61	0.0	0.0	1.14	0.0	0.1	7.15	0.0	3.49	3.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.93	2.32	2.66
Fer1l4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0
Fgf2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77	0.0	0.0	0.0	0.0	0.0	0.0	8.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.98	1.37
Fignl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	1.08	0.87
Fmo5	0.1	0.18	0.11	0.19	0.26	0.0	0.0	0.44	0.06	0.0	0.02	0.07	0.03	0.0	0.22	0.0	0.0	0.05	0.0	0.0	0.0	0.07	0.23	0.03	0.72	0.06	0.34	0.19	0.14	0.13	0.0	0.06	0.13	0.44	0.0	0.24	0.0	0.0	0.07	0.08	0.0	0.03	0.0	0.0	0.0	0.05	0.05	0.0	0.0	0.12	0.11	0.16	0.09	0.15	0.0	0.04	0.0	0.0	0.09	2.03	1.62	2.54
Gcn1l1	10.41	0.0	0.43	0.43	0.07	1.45	0.0	0.0	10.75	14.16	0.19	0.0	0.0	21.92	11.62	0.0	0.0	0.0	0.06	0.0	13.34	0.0	0.05	25.14	0.0	0.0	1.57	11.71	0.0	0.0	0.0	0.0	8.65	0.59	21.99	1.87	21.89	1.6	6.19	1.52	2.06	4.7	2.93	5.04	2.13	2.02	3.16	0.0	0.0	0.98	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.06	0.06	28.17	29.42	31.62
Ggnbp1	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.0	3.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.02	3.53	3.13
Gm10565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.27	0.23
Gm11201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.66	1.13	0.79
Gm11435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Gm12359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87	2.46	2.9
Gm3143	2.62	4.57	0.0	2.11	0.0	4.22	2.16	1.43	1.92	2.52	24.37	0.0	1.94	1.65	1.86	0.96	2.14	1.02	2.93	3.57	4.53	6.58	0.85	8.18	4.71	1.86	9.29	5.75	3.86	0.4	0.0	0.0	1.19	12.23	0.5	0.0	1.23	1.32	2.17	3.51	1.93	1.24	1.26	2.52	3.89	3.21	1.24	1.23	0.59	0.38	2.51	1.77	0.91	2.21	0.83	3.04	0.0	2.27	5.97	7.91	5.51	8.67
Gm5523	0.44	0.0	0.0	0.32	1.57	0.0	0.0	2.13	8.95	0.0	0.12	0.0	0.0	0.29	0.0	0.0	0.0	0.42	0.84	0.25	2.83	0.0	0.0	0.0	0.0	0.45	0.0	5.77	2.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.79	1.25	0.33	0.0	0.34	2.13	1.61	2.44	0.63	1.19	0.95	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.91	0.0	1.04	0.75	1.52
Gm6498	0.33	0.0	0.0	0.24	2.82	0.0	0.46	0.24	2.0	1.4	0.39	0.0	0.25	0.0	2.48	0.0	0.0	0.0	0.0	0.84	2.54	0.23	0.29	0.63	0.0	0.33	0.76	13.22	1.19	0.41	0.46	0.0	0.32	0.36	0.0	0.0	0.43	0.44	0.26	0.93	0.45	0.89	0.52	0.29	0.38	0.9	0.76	1.44	0.47	1.3	0.19	0.18	0.46	0.38	0.0	0.38	1.24	2.07	0.0	1.36	0.5	0.57
Gm6981	0.72	0.47	0.89	0.8	8.61	0.51	0.0	0.6	4.61	0.38	0.63	0.78	0.78	0.51	0.42	0.0	0.23	0.4	0.18	0.21	4.09	0.0	0.33	0.0	0.3	0.0	0.0	13.09	0.75	0.37	0.75	0.46	0.0	0.0	0.0	0.36	3.32	9.51	0.0	2.22	0.48	7.13	17.1	3.0	1.7	1.44	1.82	0.67	0.0	0.25	0.41	0.4	0.35	0.0	0.0	0.86	0.0	7.35	0.3	4.83	2.55	2.56
Gpat2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.25	0.27
Gspt1	0.15	0.0	2.62	43.81	3.26	0.0	0.0	0.17	4.83	2.02	3.34	0.75	0.0	0.09	24.26	0.0	1.9	3.26	7.34	0.0	9.77	31.05	3.03	10.74	81.42	0.0	116.38	63.01	7.85	0.33	0.0	9.89	3.83	6.57	2.34	0.0	53.07	11.33	15.02	11.27	16.47	4.01	10.56	8.66	17.91	8.76	10.8	10.54	16.61	3.49	4.53	18.65	20.25	4.59	1.11	43.32	0.0	0.25	0.0	53.3	49.68	53.88
Gypc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.79	0.0	20.55	0.0	7.74	0.0	5.91	7.61	5.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.54	2.01	1.59
Helt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.16	12.34	0.0	7.87	0.0	3.37	1.6	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.86	0.26	0.18	0.2
Hira	0.0	0.0	0.0	0.32	0.2	0.0	0.0	0.17	0.0	7.5	0.0	0.0	0.0	0.0	0.09	0.16	0.0	0.0	0.0	0.0	16.63	0.0	0.0	4.17	0.0	13.74	5.09	25.58	2.26	22.78	0.0	0.0	0.32	0.25	0.0	0.0	2.56	0.23	2.43	0.69	6.94	0.73	3.4	2.85	3.13	1.35	1.37	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	34.31	33.37	34.42
Ifih1	33.72	0.0	5.98	0.0	0.0	0.0	0.0	32.99	0.0	14.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.02	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	67.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.93	2.09	1.25	0.0	5.23	8.7	5.28	3.46	3.68	4.75	6.54	0.0	26.84	0.0	25.0	0.0	6.56	0.0	0.0	23.69	0.0	0.0	0.0	2.38	2.24	2.51
Ighmbp2	1.38	1.05	0.88	0.55	0.28	0.38	0.45	1.23	0.18	0.48	0.26	0.36	0.33	0.5	0.76	5.87	0.1	0.02	0.47	0.18	0.48	0.7	1.58	0.52	1.03	0.74	1.48	2.71	0.4	0.27	0.0	0.17	0.52	2.58	0.31	0.39	0.21	1.02	4.08	4.03	1.29	3.51	3.4	1.03	1.06	0.83	1.13	0.46	0.37	0.07	0.0	0.3	0.13	0.15	0.36	0.22	0.21	0.11	0.63	6.15	6.87	6.15
Ino80b	1.03	0.0	0.62	0.0	0.0	1.43	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	8.75	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.62	0.0	0.35	0.36	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.5	0.0	19.25	23.11	24.79
Kcna5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.29	5.97	4.82
Kcnq2	22.9	38.83	16.16	13.04	27.07	42.72	20.76	12.06	0.0	20.04	20.5	10.64	66.71	68.83	0.74	0.27	38.41	22.39	0.1	27.66	39.45	66.92	25.99	10.66	185.82	44.6	111.28	44.36	1.11	76.93	0.0	0.13	17.81	94.98	0.12	53.79	121.26	37.03	49.45	51.4	31.81	23.03	21.6	23.72	36.35	34.61	26.79	7.83	44.1	32.98	59.93	64.63	28.3	65.75	170.29	72.99	9.48	70.46	35.04	188.68	176.82	211.93
Klhl18	0.0	0.0	0.14	0.16	0.0	1.25	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.62	30.9	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	3.92	9.19	3.03	5.48	3.3	2.34	4.7	5.2	4.33	0.07	0.0	0.0	0.0	0.0	0.0	0.32	0.0	3.59	0.0	0.0	0.15	20.1	21.69	20.17
Krt17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5	4.82	1.55	1.82	2.96	0.67	3.33	1.81	4.08	3.51	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.06	0.2
Lats1	0.07	0.0	0.09	17.41	0.0	0.15	25.71	4.64	0.18	0.0	21.32	0.0	1.28	26.98	0.11	0.1	0.04	0.08	0.03	0.07	0.0	0.05	0.0	0.04	0.17	0.14	0.09	52.15	0.0	0.29	0.0	0.07	0.03	16.69	0.0	0.0	0.0	3.99	3.72	3.65	8.59	2.33	4.86	0.11	6.08	2.26	2.57	9.36	0.05	0.0	0.0	0.0	33.76	0.0	0.06	0.04	0.0	0.07	0.09	17.11	15.75	16.63
Lgr5	1.24	0.57	0.13	0.74	0.85	1.74	0.0	0.68	0.56	1.31	0.39	0.06	0.31	1.03	0.26	0.7	0.0	0.06	0.52	0.2	0.62	0.11	2.4	0.29	0.35	1.26	1.12	28.54	2.74	0.14	0.0	0.0	0.45	1.34	0.1	0.87	1.19	0.67	0.99	0.45	0.16	0.47	0.85	0.57	0.88	0.28	0.97	0.82	0.81	0.46	0.72	0.15	0.0	0.45	1.17	0.59	0.34	0.38	2.39	1.81	2.4	2.44
Limk1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	1.4	0.0	0.3	0.31	0.07	0.24	0.09	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.89	0.0	0.0	0.0	0.0	0.0	41.44	42.72	43.54
Lmo1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02	0.0	0.0	0.0	0.0	0.0	2.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.23	0.0	0.0	0.0	3.46	5.32	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.7	16.41	19.44
Lrrc33	0.54	0.0	0.28	0.53	0.66	0.24	0.22	0.34	0.47	0.25	0.09	0.0	0.11	0.1	0.33	0.3	0.08	0.6	0.0	0.92	0.63	0.1	1.81	0.41	0.34	0.29	0.0	48.97	0.84	0.72	0.3	0.11	0.51	0.98	0.09	0.43	1.33	5.32	0.2	0.48	1.89	0.44	0.31	6.83	0.18	2.5	1.46	0.19	0.15	0.0	0.0	0.43	0.09	0.18	0.0	0.54	0.2	0.21	1.04	4.27	5.47	4.64
Lrrc48	0.0	0.0	0.0	0.0	0.0	105.35	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	1.67	0.0	123.85	42.17	63.81	0.0	0.0	43.47	0.0	0.0	87.67	0.0	10.23	14.41	1.25	4.59	8.84	17.99	26.33	12.66	11.98	13.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.11	15.12	14.95	14.4
Lypla2	0.0	0.0	0.0	0.0	2.9	0.0	0.0	0.0	0.21	0.0	0.07	2.87	1.73	0.0	64.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.38	0.21	22.34	0.0	78.56	34.02	0.0	0.0	0.0	0.0	1.89	29.65	0.0	0.0	1.49	24.91	28.31	12.29	9.7	27.64	19.36	9.58	8.18	14.48	19.04	20.99	0.0	0.0	0.0	0.0	3.22	0.19	0.0	0.0	0.0	0.32	0.43	83.25	93.67	96.28
