	Chrna2_tdTpositive_cell_48	Cux2_tdTnegative_cell_6	Nkx2.1_tdTpositive_cell_23	Nos1_tdTpositive_cell_66	Nos1_tdTpositive_cell_73	Nr5a1_tdTpositive_cell_51	PvalbD.Slc32a1_tdTpositive_cell_41	PvalbF.Gad2_tdTpositive_cell_3	PvalbF.Gad2_tdTpositive_cell_4	PvalbF.Gad2_tdTpositive_cell_11	PvalbF.Gad2_tdTpositive_cell_25	PvalbF.Gad2_tdTpositive_cell_29	PvalbF.Gad2_tdTpositive_cell_33	PvalbF.Gad2_tdTpositive_cell_35	PvalbF.Gad2_tdTpositive_cell_36	PvalbF.Gad2_tdTpositive_cell_88	PvalbF.Gad2_tdTpositive_cell_90	PvalbF.Gad2_tdTpositive_cell_92	Rbp4_tdTpositive_cell_77	Rbp4_CTX_10pg_4	Rbp4_CTX_10pg_5	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Vmn2r113	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vmn2r26	0.0	0.0	0.0	0.03	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vmn2r70	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Wfdc3	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	1.17	0.13
Xirp2	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.51	0.52	0.67
Zfp677	0.0	0.0	0.0	0.05	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22	1.08	1.78
Zfy1	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zp1	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.11
mt_AK131577	3545.71	6586.18	11869.87	6129.44	6636.2	12410.34	3945.17	4930.61	7432.39	4728.4	7256.23	9933.94	10889.61	6360.73	6412.84	9572.18	7992.08	5989.85	1020.72	3867.97	3671.99	4857.0	4144.16	4779.18
mt_AK131587	762.79	1372.69	3019.3	1588.56	1637.67	2697.07	1065.6	1337.6	1773.45	961.21	1711.57	2155.32	2411.97	1628.72	1401.06	1953.11	1363.31	1343.89	298.32	884.05	807.99	1009.76	878.58	996.56
mt_AK132015	3545.71	6586.18	11869.87	6129.44	6636.2	12410.34	3945.17	4930.61	7432.39	4728.4	7256.23	9933.94	10889.61	6360.73	6412.84	9572.18	7992.08	5989.85	1020.72	3867.97	3671.99	4857.0	4144.16	4779.18
mt_AK132098	3545.71	6586.18	11869.87	6129.44	6636.2	12410.34	3945.17	4930.61	7432.39	4728.4	7256.23	9933.94	10889.61	6360.73	6412.84	9572.18	7992.08	5989.85	1020.72	3867.97	3671.99	4857.0	4144.16	4779.18
mt_AK144853	1275.06	2754.79	2796.77	3188.9	2804.27	3536.4	1999.38	543.66	2153.95	1161.4	1145.75	3465.77	3989.68	1860.08	2488.11	4172.57	2924.98	3249.97	909.7	1533.07	2057.07	10748.58	9082.92	10224.83
mt_AK162500	4349.77	10812.53	18017.62	16972.65	15862.29	31266.91	5524.12	3391.17	7502.38	6942.31	8518.66	18115.72	13178.06	12142.02	13163.08	9688.78	7506.44	9104.33	3227.61	6603.16	5789.56	16158.33	15507.36	15898.39
mt_AK167037	3545.71	6586.18	11869.87	6129.44	6636.2	12410.34	3945.17	4930.61	7432.39	4728.4	7256.23	9933.94	10889.61	6360.73	6412.84	9572.18	7992.08	5989.85	1020.72	3867.97	3671.99	4857.0	4144.16	4779.18
mt_BC069931	21.05	106.68	35.11	31.1	35.42	48.97	0.0	12.41	35.78	0.0	0.0	29.41	0.0	17.16	5.19	11.47	18.76	4.09	0.0	0.0	29.89	0.0	0.0	0.0
