	Ctgf_tdTpositive_cell_21	Htr3a_tdTpositive_cell_96	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Ntsr1_tdTpositive_cell_11	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_25	Ntsr1_tdTpositive_cell_28	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_57	Rbp4_tdTpositive_cell_44	Rbp4_tdTpositive_cell_60	Rbp4_tdTpositive_cell_76	Rbp4_tdTpositive_cell_97	Rbp4_tdTpositive_cell_125	Scnn1a.Tg3_tdTpositive_cell_62	Slc17a6_tdTpositive_cell_24	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_7	CAV_LP_Ipsi_tdTpos_cell_10	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Tdrd12	18.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.23	0.25
Tead1	13.09	0.25	0.09	0.0	0.08	0.07	0.04	0.17	0.24	0.11	0.23	0.14	0.0	0.04	0.12	0.07	0.12	0.15	0.0	0.27	0.3	0.0	0.29	0.11	12.0	0.06	0.08	0.05	0.26	5.49	5.49	6.28
Tjp3	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.46	0.2
Tlr3	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.99	7.52	9.55
Tnfrsf22	1.01	0.0	0.17	0.0	0.0	0.09	0.12	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.46	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	1.85	0.71	1.41
Treml2	0.2	0.07	0.0	0.0	0.05	0.14	0.0	0.15	0.07	0.0	0.21	0.0	0.11	0.0	0.0	0.0	0.0	0.11	0.07	0.09	0.27	0.0	0.22	0.08	0.1	0.1	0.0	0.0	0.0	0.35	0.38	0.4
Trp53rk	1.61	0.87	0.39	1.06	0.6	0.93	1.43	1.07	0.0	1.25	0.57	0.33	1.01	0.0	0.26	1.0	0.43	0.92	0.57	0.85	0.56	0.07	1.21	0.99	0.54	1.38	0.58	0.07	0.58	3.58	3.22	2.95
Ttc39d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Ulbp1	4.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.06
Upb1	68.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	0.85	1.37
Wdfy4	16.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.73	1.16
Wdr69	44.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.23	0.46
Xlr5b	0.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27
Xylt2	31.03	0.0	8.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.46	0.0	0.0	0.0	5.07	1.1	15.98	0.0	0.0	0.0	0.0	0.0	0.0	18.34	21.39	18.84
Zfp446	1.72	0.97	0.2	0.16	0.44	0.87	2.57	0.82	0.81	0.24	0.61	0.65	28.85	0.33	0.32	0.66	0.3	0.87	0.54	1.1	0.29	0.58	0.8	0.42	0.38	0.62	0.08	0.63	0.81	6.42	6.43	6.43
Zfp457	5.05	1.41	0.25	1.95	0.43	1.5	0.77	0.52	6.22	0.31	0.86	0.0	1.38	1.24	1.16	0.74	0.98	1.18	0.87	6.73	1.31	0.6	1.74	1.6	0.2	1.36	0.16	0.44	0.1	1.27	0.61	1.78
Zp3r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
cx_tRNA-Gly-GGY	27.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
