	Calb2_tdTpositive_cell_1	Chrna2_tdTpositive_cell_75	Ctgf_tdTpositive_cell_11	Ctgf_tdTpositive_cell_19	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_111	Htr3a_tdTpositive_cell_113	Htr3a_tdTpositive_cell_123	Nos1_tdTpositive_cell_26	Nos1_tdTpositive_cell_34	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_59	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_21	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_30	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_49	Rbp4_tdTpositive_cell_4	Rbp4_tdTpositive_cell_41	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_97	Rbp4_tdTpositive_cell_135	Rorb_tdTpositive_cell_43	Scnn1a.Tg3_tdTnegative_cell_20	Slc17a6_tdTpositive_cell_3	Slc17a6_tdTpositive_cell_24	Slc17a6_tdTpositive_cell_40	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_7	CAV_LP_Ipsi_tdTpos_cell_17	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Lonrf3	0.06	0.07	0.0	0.0	0.0	0.43	0.0	37.76	0.05	1.89	48.44	0.04	0.09	0.0	0.0	48.56	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	29.49	0.0	0.0	1.0	0.0	0.27	0.0	0.0	2.05	0.0	0.07	0.07	0.56	0.08	0.51	0.09	0.0	9.06	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	7.8	7.86	7.39
Mllt6	0.02	0.07	0.0	0.05	0.83	0.05	0.44	7.7	0.0	0.0	0.19	0.07	0.0	0.0	0.0	1.55	0.04	0.0	0.88	0.0	0.0	0.0	0.24	0.0	0.0	0.05	0.2	0.0	0.0	26.32	0.07	0.06	0.31	0.11	2.91	1.01	0.69	0.2	1.28	0.63	1.11	0.59	1.9	1.4	0.94	3.9	0.0	0.04	1.2	0.11	8.53	0.0	3.3	0.0	0.0	61.9	66.63	68.89
Mtr	0.0	0.0	9.34	2.35	0.0	0.0	2.16	48.57	0.0	0.0	0.0	0.45	9.63	0.07	0.0	0.14	0.0	0.0	1.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.07	0.0	5.52	0.0	0.31	5.94	4.37	0.06	3.44	2.98	0.32	0.34	1.26	5.77	1.58	3.04	1.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16	8.43	6.69	8.7
Nf2	0.1	4.27	2.12	1.18	0.21	12.11	1.96	64.88	0.1	2.13	0.05	0.0	0.0	0.0	0.0	1.94	12.04	0.0	0.09	0.15	0.29	0.3	0.11	0.0	0.0	43.49	0.0	0.25	0.13	0.0	0.11	0.0	7.01	1.24	0.91	5.93	3.2	3.77	3.78	3.9	3.86	2.79	1.46	5.29	5.37	6.14	7.76	4.07	2.6	53.23	9.75	0.0	3.44	0.0	0.05	61.3	58.03	60.84
Nfs1	0.15	0.0	0.0	0.0	86.33	0.0	124.24	187.2	0.0	0.0	9.7	0.0	0.0	2.02	0.0	4.83	0.0	0.0	0.95	0.0	20.45	0.0	0.0	250.24	34.73	3.5	0.0	0.0	0.0	24.36	29.59	0.0	17.77	16.69	24.14	19.47	15.42	46.66	28.01	18.61	40.21	5.72	32.5	28.7	24.53	0.0	7.3	0.0	56.46	0.0	0.0	0.0	58.78	0.0	0.0	40.41	43.3	42.81
Nhlrc1	0.0	0.0	0.0	0.82	0.0	0.0	0.0	71.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.91	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	73.39	0.0	0.0	0.47	3.13	0.0	0.0	2.22	0.13	0.38	0.0	0.22	3.81	2.48	5.42	3.19	0.0	0.0	0.0	13.1	31.9	0.0	0.0	10.38	0.0	0.0	16.91	18.48	17.41
Nlrp6	0.0	0.0	0.0	0.0	0.0	0.0	22.81	46.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.69	65.6	0.0	0.0	16.98	4.28	0.0	13.23	7.29	0.0	0.15	0.87	1.28	0.05	5.58	1.79	7.04	0.0	0.0	0.0	0.0	40.33	0.0	0.0	0.0	0.0	0.0	0.57	0.65	0.53
Nsun4	0.0	0.0	0.0	74.98	0.0	0.0	0.0	34.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	2.82	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.65	6.19	5.5	8.39	5.94	19.04	5.85	18.43	5.11	4.37	13.36	6.63	4.53	0.0	1.24	34.03	0.0	0.0	0.0	0.0	0.0	0.07	0.0	7.54	7.68	7.58
Nufip1	0.16	0.25	0.0	0.77	0.0	0.3	27.17	21.47	0.43	0.38	0.06	0.0	0.0	0.16	0.09	0.35	0.47	0.07	0.12	7.46	0.1	0.0	1.11	0.18	0.0	0.54	0.07	0.51	20.18	0.34	0.33	0.06	1.71	3.61	0.82	9.83	8.97	1.84	12.08	3.57	4.24	0.94	4.85	4.77	2.84	0.25	0.97	0.0	0.15	0.09	0.3	0.66	0.0	0.0	0.07	8.8	9.06	8.07
Pacs2	0.85	7.72	0.0	0.35	0.07	0.75	0.0	37.57	0.0	0.0	1.23	0.05	0.72	0.0	0.0	0.0	0.15	0.0	0.51	0.0	0.23	0.23	0.0	0.0	1.86	0.0	0.0	0.08	0.0	0.08	0.08	1.73	1.9	2.58	2.0	0.09	0.18	0.14	0.06	0.05	0.64	0.05	0.38	0.8	0.63	0.17	0.37	0.0	0.0	0.0	0.0	0.05	0.11	0.09	0.19	62.85	66.6	75.48
Palm3	0.0	0.0	0.0	5.87	0.0	0.0	0.0	35.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.62	2.24	2.17
Pcp4	4167.1	5030.53	4159.66	4871.0	5130.46	5293.38	4195.3	3389.89	4425.79	3040.49	5082.23	2799.24	7467.74	4785.11	5853.47	5181.2	6240.76	5326.1	6808.32	7407.1	6583.41	3758.52	5093.83	3516.12	3581.8	3514.04	3911.49	4710.66	4815.87	7030.52	4796.79	5492.66	4246.61	4480.25	3150.04	4373.65	4108.26	3507.01	3446.01	4928.48	3901.08	5219.57	2919.09	3442.63	3306.12	7638.97	5202.71	4247.86	6941.16	7178.2	5557.87	6670.6	6291.11	8685.7	6217.49	788.83	807.59	741.11
Ppan	0.09	0.0	0.0	0.0	0.0	0.0	0.0	103.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.54	5.65	0.0	13.95	0.0	0.0	0.31	0.16	0.0	0.24	3.44	2.51	5.27	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	16.98	18.97	17.22
Prr12	0.0	0.96	0.0	0.0	0.0	0.0	1.97	4.32	0.0	0.0	0.0	0.0	0.15	0.0	0.0	4.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.21	0.05	0.12	1.26	0.6	0.41	0.44	0.71	0.03	0.3	0.89	0.55	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.08	25.31	25.2
Ptpn9	0.0	0.0	2.87	0.0	0.0	0.0	0.0	33.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.56	0.61	2.54	4.36	3.22	11.6	6.67	5.05	6.34	3.05	2.7	3.29	5.27	0.0	0.71	0.14	0.14	0.0	0.0	0.0	0.07	0.0	0.0	27.41	27.19	26.18
Rab9b	0.07	0.65	0.0	3.41	0.09	0.0	0.22	73.48	0.0	0.0	0.2	0.06	0.0	0.0	0.2	0.14	0.21	9.66	0.9	0.0	0.31	0.0	96.67	0.0	0.09	0.49	0.0	0.51	47.51	0.0	0.0	0.8	21.96	7.39	13.36	4.03	8.3	15.38	15.16	10.23	6.85	1.42	17.33	13.64	11.04	0.21	0.31	10.3	0.97	0.0	0.14	0.0	0.08	0.0	58.24	18.22	15.89	16.93
Rcbtb1	0.05	0.13	0.0	6.99	0.16	0.0	1.1	87.23	0.0	0.11	0.13	0.07	0.0	0.24	0.06	6.41	0.38	0.07	0.0	0.12	0.09	0.0	0.0	0.0	5.24	0.19	0.0	0.1	0.0	2.26	51.1	0.34	0.4	4.79	7.67	0.37	5.07	17.25	8.06	16.75	2.95	3.32	2.77	4.61	9.99	0.09	0.0	0.0	0.0	0.0	0.0	0.0	74.22	0.06	0.06	29.74	28.1	30.62
Reep3	11.28	4.25	5.65	30.92	3.65	6.08	3.75	38.89	5.18	2.45	3.18	6.84	4.39	3.75	2.01	2.63	1.31	4.41	5.22	3.05	2.13	1.91	7.7	0.02	2.58	3.17	1.11	5.58	4.12	31.68	2.41	17.71	3.23	6.86	12.55	2.3	3.2	13.07	5.43	2.86	1.88	3.41	4.65	6.1	5.25	24.49	1.66	10.28	1.98	10.32	2.55	3.75	1.35	1.09	2.54	23.01	19.86	23.73
Rgs16	132.09	0.0	0.0	0.0	0.0	0.0	0.0	49.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.72	0.12	0.0	0.0	0.25	0.0	7.32	0.0	0.38	1.18	2.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.46	10.89	8.0
Rnf31	0.0	0.0	5.07	0.0	0.0	1.42	0.0	77.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.14	0.0	0.0	0.42	16.32	0.09	3.38	0.0	2.11	0.64	0.35	1.32	6.34	0.0	0.69	0.0	0.0	0.07	0.0	0.0	17.37	0.0	0.0	18.76	19.96	19.74
Slc15a3	0.0	0.0	0.0	0.0	0.0	0.48	0.0	1.12	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	1.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	1.41	1.53	1.5
Slc9a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.15	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	0.0	7.56	0.15	5.18	1.92	4.72	4.58	3.89	2.61	0.32	1.78	0.32	2.96	0.52	0.0	0.13	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	33.34	33.99	36.04
Srpx2	0.0	0.0	0.0	42.07	0.0	0.0	0.0	215.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.54	0.0	0.0	2.9	0.0	1.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	1.36	1.18
Stat5b	0.06	0.1	0.0	0.25	0.0	0.0	0.0	45.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	2.52	0.13	0.05	0.0	4.04	1.96	0.0	0.0	0.16	1.02	0.35	1.05	0.0	0.0	0.06	0.0	0.0	0.06	0.0	0.0	0.0	0.0	17.97	18.48	16.87
Stk36	0.03	0.0	0.0	0.0	0.0	0.0	0.0	5.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	1.88	0.41	4.05	0.0	0.0	1.64	0.0	1.76	0.0	0.0	0.17	0.13	0.0	0.0	0.0	0.0	0.0	7.04	0.0	0.0	0.0	0.0	0.0	2.17	2.26	2.75
Stox1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.0	0.0	0.0	0.0	0.0	0.0	4.3	0.0	0.0	3.18	1.84	0.08	4.7	7.12	1.73	1.0	2.34	0.0	0.0	2.6	0.0	0.0	0.0	0.14	0.0	0.15	0.0	2.67	3.2	3.08
Syce1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.24	0.82
Sycp3	0.0	0.0	0.0	0.0	4.22	2.07	10.8	59.47	0.0	0.0	263.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.01	0.0	0.0	0.0	0.0	0.0	242.57	0.0	4.07	0.0	0.0	0.0	0.66	0.0	1.06	1.24	4.42	12.94	5.94	0.23	0.28	0.0	0.95	2.56	0.0	0.0	232.72	0.0	0.0	0.0	0.0	1.12	38.0	2.75	6.58	3.18	5.25
Thop1	0.0	0.0	0.0	0.0	0.0	3.36	0.0	19.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.97	10.82	7.91	11.03	4.19	1.86	7.78	0.1	4.21	6.97	0.58	1.2	1.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.1	39.69	37.66
Tmem214	4.57	0.0	0.0	0.0	0.0	0.0	19.84	92.35	0.0	0.0	89.08	0.0	0.0	0.0	0.0	66.31	0.0	0.0	0.0	0.0	0.0	4.03	0.0	0.0	14.24	0.0	0.11	0.0	48.0	0.0	0.0	0.32	10.66	17.1	13.57	6.04	9.54	12.81	17.24	7.1	13.13	10.87	13.47	10.09	11.56	0.12	0.0	19.11	69.9	0.0	0.0	17.12	0.0	0.0	7.13	47.71	49.96	53.72
Toe1	2.29	70.81	0.0	0.0	0.0	0.0	0.0	100.69	0.0	1.11	0.0	0.0	0.89	98.25	0.0	84.87	0.0	0.0	0.0	129.37	0.0	85.55	0.22	0.0	0.15	0.79	0.44	1.0	1.25	0.0	0.0	0.0	31.72	11.14	16.82	15.08	19.83	21.45	23.76	18.26	24.29	8.14	16.75	16.9	18.5	0.0	58.12	59.09	0.0	0.0	1.19	0.0	36.32	0.0	0.0	13.69	12.75	10.73
Traf6	0.0	0.28	1.41	0.17	0.11	0.07	0.73	3.6	0.0	2.07	0.0	0.17	0.0	0.11	0.0	0.13	0.05	0.05	0.25	0.0	0.0	0.0	4.02	0.0	0.14	0.07	0.05	0.07	0.0	0.22	1.41	0.0	2.82	4.09	3.46	3.9	0.06	1.02	0.93	0.19	0.3	0.93	0.6	1.49	1.38	0.06	0.1	0.05	23.3	5.64	0.0	0.0	0.0	0.0	0.09	10.24	10.31	10.0
Trim25	0.0	0.0	0.0	0.0	0.0	0.2	0.17	0.33	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.05	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.39	0.54	0.2	0.18	0.59	0.92	0.05	0.52	0.04	0.21	0.12	0.25	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	3.28	3.13	3.95
Ugp2	85.79	6.34	8.86	2.22	102.98	98.41	5.39	165.88	11.67	0.0	0.0	0.0	0.0	109.37	0.0	0.05	32.65	0.09	0.0	0.0	0.21	58.56	0.0	0.0	0.29	53.95	64.08	173.42	0.0	0.0	0.0	0.0	15.05	6.95	23.72	7.07	17.38	23.69	26.28	17.37	0.0	20.02	11.1	18.38	17.65	6.81	6.8	32.5	0.0	0.0	0.0	0.0	20.37	0.0	75.23	64.0	58.96	62.3
Usp7	0.0	14.79	0.0	5.46	5.85	17.07	17.37	207.26	0.0	0.0	15.02	0.0	0.0	0.0	20.09	0.03	5.63	2.21	23.46	0.06	24.05	0.0	32.14	94.43	0.0	0.0	0.0	0.07	5.9	0.0	10.9	196.67	35.13	8.16	20.37	16.19	31.64	24.17	24.53	15.57	24.3	18.15	23.44	18.76	17.97	29.77	32.46	27.36	76.38	47.43	0.05	0.0	8.76	0.0	12.68	85.78	84.07	81.9
Wisp1	0.0	0.0	0.0	0.0	0.0	2.09	0.0	63.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.07	0.21	0.0	0.0	6.73	7.33	2.6	9.61	0.0	3.74	6.7	5.9	2.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48	1.86	1.87
Zfp369	0.11	0.0	0.0	0.22	0.0	0.0	0.0	146.66	0.0	0.0	0.0	3.69	0.0	0.0	0.0	0.79	0.0	0.0	0.0	0.0	2.06	1.37	0.15	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	257.28	11.12	15.46	6.87	14.62	12.47	7.56	7.29	0.0	8.25	2.2	4.67	4.79	3.02	0.0	20.61	0.0	49.62	0.0	5.37	0.0	46.79	0.0	0.09	16.29	11.77	15.21
Zfp551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.05	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	58.5	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.55	19.85	7.91	4.08	19.17	6.32	13.07	8.1	0.85	2.55	10.52	9.32	10.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	4.71	4.81
Zfp963	0.25	0.0	0.0	0.29	0.14	0.09	73.62	50.66	0.0	0.0	0.59	0.14	0.0	0.19	0.0	0.17	0.0	3.57	0.0	0.12	0.0	0.24	0.23	0.0	0.0	0.51	0.24	0.89	0.27	0.09	0.24	1.01	25.68	12.78	18.95	0.0	0.0	0.49	10.3	21.85	3.77	15.53	12.43	3.32	11.57	14.28	0.0	0.13	0.0	0.0	0.3	0.19	0.24	0.0	0.0	5.08	4.84	4.06
Zfpm2	0.0	2.36	0.0	34.53	13.18	41.27	19.03	109.1	0.0	0.0	0.0	0.0	181.7	16.96	0.0	2.83	17.2	0.3	0.0	0.0	6.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.19	0.0	0.0	17.59	7.2	26.31	11.91	27.5	37.92	28.38	10.63	20.06	15.03	28.98	19.12	22.89	12.08	4.24	0.0	24.54	24.37	36.73	0.0	2.78	30.58	0.0	8.75	10.54	10.09
c8_tRNA-Ala-GCG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.49	6.11	6.7
