	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Chrna2_tdTpositive_cell_77	Gad2_tdTpositive_cell_8	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_49	Gad2_tdTpositive_cell_69	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_24	Htr3a_tdTpositive_cell_91	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	Ntsr1_tdTnegative_cell_44	Ntsr1_tdTnegative_cell_54	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_101	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Dopey1	6.79	25.93	24.91	0.17	5.59	2.15	1.38	0.0	4.94	0.0	56.03	3.9	1.43	0.11	1.8	33.49	14.57	0.21	34.54	34.55	0.54	2.07	3.98	8.14	3.31	0.0	5.34	0.06	12.32	7.61	9.51	16.59	2.3	2.74	0.25	0.0	1.95	0.0	1.14	1.33	21.59	34.79	0.38	1.14	0.0	24.22	10.4	6.5	13.58	1.27	3.01	4.12	40.33	1.23	24.21	26.99	25.8	13.21	5.08	0.0	8.56	10.32	9.22	6.89	5.68	6.09	20.62	18.0	19.29
Dot1l	0.0	0.0	6.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.61	0.0	0.0	0.0	0.05	0.0	0.03	0.0	0.03	0.04	5.42	0.42	0.08	1.35	3.54	0.0	0.21	0.0	0.05	0.0	0.51	0.0	0.62	6.25	0.0	0.0	0.0	0.0	0.0	0.81	1.71	0.0	0.04	0.0	0.0	0.22	3.67	4.95	0.0	0.0	0.52	0.0	0.51	0.0	0.08	4.78	0.0	0.0	0.0	0.0	1.41	3.96	4.13	1.24	2.0	2.11	35.6	34.04	39.93
Dr1	44.79	0.0	0.0	14.63	0.0	0.0	0.0	0.0	0.0	50.96	264.36	2.53	92.01	0.0	0.0	0.0	0.0	0.12	0.03	0.0	0.0	1.47	0.0	0.0	0.0	0.13	0.0	0.0	27.34	0.0	5.78	0.0	0.0	30.21	0.0	0.0	0.0	0.0	1.08	35.39	0.0	0.0	0.9	0.0	0.0	2.37	0.57	17.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	35.33	0.15	7.28	0.0	5.75	3.3	10.5	3.0	2.34	7.65	41.32	40.01	35.96
Efcab7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.89	0.73	0.0	181.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.46	0.0	0.0	11.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.38	11.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.63	0.0	1.12	5.47	0.96	0.19	2.24	2.32	1.64
Eml4	0.37	0.0	0.62	0.0	0.0	0.0	0.17	0.38	0.62	0.29	25.73	2.14	0.24	0.38	0.11	0.43	0.36	0.21	0.05	0.25	0.61	0.26	0.37	0.12	0.16	15.12	0.53	0.58	0.44	0.34	0.11	1.28	0.19	13.39	0.0	0.23	14.97	26.24	0.43	0.17	0.0	0.0	1.53	0.0	0.0	0.5	7.77	25.18	0.0	0.16	0.44	0.75	0.51	0.0	13.92	1.45	1.06	0.0	0.18	0.05	3.51	0.41	6.06	7.57	4.27	4.78	21.41	19.76	22.34
Enox2	13.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.9	0.0	0.0	18.36	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.32	0.0	0.0	0.0	0.0	36.82	0.0	0.0	37.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	4.1	6.93	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.44	0.0	0.0	0.0	4.79	9.25	0.0	8.05	0.77	2.23	7.96	9.2	7.17
Epha4	1.8	0.04	35.17	0.12	0.05	3.87	1.28	0.16	13.06	2.3	163.45	0.0	0.0	30.05	42.68	0.07	0.1	0.07	0.07	21.85	0.09	0.0	0.15	12.64	0.0	9.72	0.55	0.07	21.65	13.37	0.05	0.0	8.36	0.0	0.0	45.55	6.56	0.07	0.05	11.17	0.06	0.05	0.04	1.01	0.0	0.0	42.25	42.87	0.09	78.22	18.58	27.6	0.0	0.0	0.11	0.22	57.76	0.21	0.14	22.17	9.47	29.44	49.87	37.14	25.44	33.05	91.45	92.27	87.29
Esrrg	23.35	0.19	0.0	0.0	0.0	0.0	0.0	4.56	0.0	9.63	194.02	0.0	0.0	0.0	0.0	0.0	0.0	0.07	1.14	0.0	0.0	0.0	9.65	12.69	0.0	8.42	0.0	0.0	0.0	0.0	6.78	0.0	15.02	23.0	0.0	0.0	0.14	0.0	0.05	0.0	0.0	18.23	0.0	0.05	0.0	0.0	11.12	16.03	0.0	0.0	0.0	2.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	10.71	2.57	7.64	1.4	4.74	14.89	15.02	14.16
Etfdh	0.0	87.84	0.0	1.58	0.0	23.99	0.13	2.59	91.77	46.43	211.16	0.0	0.0	0.43	0.0	4.21	46.99	49.76	57.55	185.64	0.15	37.77	40.13	12.28	35.79	102.63	52.08	36.12	98.73	0.98	0.0	0.0	39.78	37.8	0.0	68.06	1.12	0.0	58.13	0.0	0.0	0.0	57.34	44.33	0.0	29.17	50.99	23.03	58.53	72.15	0.0	0.0	64.45	0.0	0.0	104.75	81.59	0.0	1.34	0.04	22.66	38.3	7.58	44.14	33.79	48.77	28.84	27.46	28.72
Fam131a	0.0	0.0	33.9	12.01	4.2	0.0	40.2	264.42	13.08	2.32	136.87	93.15	25.74	0.0	78.3	0.73	19.15	9.57	9.99	20.74	6.16	19.62	16.99	24.36	8.78	2.57	49.52	1.05	4.85	8.03	0.0	23.04	0.0	37.97	6.23	0.0	0.0	34.87	6.14	0.0	0.0	0.14	0.0	0.0	0.0	0.0	111.57	134.92	0.38	65.82	17.81	0.0	0.0	16.52	203.68	34.66	20.95	0.0	7.79	2.44	307.71	160.67	229.67	131.91	175.71	155.73	317.46	331.18	308.03
Fam134c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	130.37	0.42	0.2	0.32	0.0	0.0	58.86	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	2.85	0.09	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	8.51	0.0	41.61	0.24	0.0	0.0	0.0	0.17	0.0	0.0	24.06	0.0	0.0	0.0	0.0	0.0	8.26	0.0	0.0	0.0	5.15	6.0	6.11	3.27	0.11	0.0	52.08	55.09	51.34
Fam149b	1.32	0.0	10.36	8.03	2.25	59.29	0.0	0.0	1.69	0.0	211.34	0.0	1.76	28.03	0.0	0.0	0.0	0.0	0.07	0.06	0.16	21.28	36.99	0.0	0.0	0.0	35.03	5.64	0.0	6.27	0.0	0.0	0.0	0.0	1.89	12.23	0.0	4.49	17.15	11.0	0.13	0.59	0.0	0.0	0.0	11.58	4.99	8.26	0.0	6.01	0.11	0.56	0.0	0.0	0.0	83.38	28.88	19.89	0.0	41.11	15.42	2.53	10.1	13.1	6.87	10.1	29.54	32.8	32.64
Fam53c	0.0	29.14	3.19	0.0	0.0	0.12	0.33	0.03	0.04	0.0	228.09	10.8	22.08	0.0	0.0	41.12	0.26	0.33	0.04	4.62	0.0	25.72	0.0	0.0	0.0	4.3	0.07	0.0	0.0	8.32	31.71	0.0	0.86	3.77	14.94	0.0	38.29	0.0	0.0	0.0	3.21	17.27	0.0	0.69	0.0	31.56	11.32	10.73	0.0	1.67	0.05	0.0	0.52	0.39	4.59	27.2	0.0	0.0	17.9	31.94	8.11	5.98	7.06	12.59	9.61	6.46	43.99	44.67	40.19
Fbn1	0.0	0.0	0.0	0.0	0.0	1.06	0.0	0.0	0.32	0.0	64.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.39	0.0	0.0	0.0	0.12	0.66	0.0	15.63	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.69	0.0	0.0	0.0	0.0	0.35	1.11	2.28	0.0	0.0	0.0	19.89	0.0	0.0	4.83	0.0	0.0	0.03	0.0	0.11	0.0	0.0	0.0	0.0	0.0	2.98	3.08	3.28
Fem1a	0.0	0.0	0.0	0.0	41.84	1.46	0.69	0.04	0.0	0.03	82.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.39	0.0	0.04	0.65	0.0	3.89	0.0	0.0	0.0	0.0	16.1	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	10.59	3.12	11.89	0.0	9.29	1.33	0.0	0.0	2.53	0.0	0.0	0.0	0.0	1.5	0.0	0.16	1.76	5.22	2.27	2.01	3.69	24.8	27.51	26.36
Fem1c	1.12	0.0	27.44	0.0	0.13	0.0	0.0	0.0	3.74	0.0	212.0	0.0	0.0	0.0	0.0	0.0	0.0	3.58	4.69	0.0	15.31	22.44	6.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.14	0.0	0.0	58.18	0.0	0.0	0.0	0.61	3.7	0.0	0.0	0.16	0.0	0.0	3.0	0.0	0.0	0.14	0.16	0.0	0.0	0.0	0.0	1.1	2.29	7.2	5.69	19.13	16.43	17.19
Foxred2	0.0	0.0	0.0	0.0	0.0	0.0	0.79	0.0	0.0	13.46	250.9	0.0	1.55	0.0	0.06	7.87	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.78	32.68	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.5	0.0	0.05	0.0	0.24	0.05	0.0	0.12	0.0	83.59	52.78	0.0	26.15	0.0	0.0	3.37	4.22	4.15	0.55	1.07	0.93	10.56	12.23	12.6
Gcc2	33.99	27.0	14.75	22.44	29.98	15.2	83.63	93.76	21.66	14.18	287.92	20.21	0.19	0.15	18.81	33.32	27.26	27.89	0.61	0.38	57.77	6.7	41.62	47.26	35.83	61.15	13.63	16.98	34.56	17.9	33.12	1.05	34.89	18.62	17.58	16.53	36.08	15.06	8.11	0.98	16.39	9.85	1.27	9.36	0.0	13.83	38.48	20.11	14.12	56.29	37.72	19.4	0.98	5.16	6.01	59.32	3.68	81.19	16.63	30.25	38.05	40.76	64.0	53.52	47.71	43.61	32.73	25.29	32.73
Glis2	0.0	0.0	25.21	0.0	0.0	0.0	0.0	0.0	0.0	1.67	95.62	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.6	0.0	0.0	1.92	0.0	1.66	0.0	0.0	0.0	0.0	0.0	0.0	4.17	43.01	0.0	0.0	0.0	2.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.19	0.0	0.0	2.44	0.0	0.0	1.56	0.28	1.24	8.5	10.19	9.06
Gm12504	1.58	1.8	2.17	2.93	2.76	0.43	5.5	2.74	0.64	1.21	98.81	2.79	1.14	0.0	4.57	0.64	1.84	2.35	3.25	2.47	2.7	1.66	0.64	1.53	1.0	2.02	0.49	0.82	1.74	1.01	2.03	1.94	1.61	2.09	0.61	1.77	0.36	1.11	0.76	1.07	1.97	0.72	1.83	0.69	4.82	3.22	2.57	2.05	0.65	0.07	0.88	4.07	0.65	0.93	1.33	1.48	1.42	2.19	1.74	0.87	4.64	0.95	2.75	2.18	2.42	2.6	1.74	0.87	1.3
Gm2002	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	1.5	0.0	0.06	0.0	0.0	0.0	0.06	0.0	0.1	0.0	0.0	0.06	0.0	0.61	2.35	3.62	1.27	4.28	1.89	1.73	1.86	1.4
Gm6548	0.0	0.0	0.0	0.0	0.0	0.0	3.59	0.0	0.0	0.0	69.26	0.45	0.0	0.99	0.14	0.11	0.26	0.0	0.23	0.38	0.27	0.42	0.12	0.0	0.2	0.0	0.0	0.0	0.14	0.39	0.0	0.0	0.0	0.37	0.0	0.13	0.27	0.34	0.0	0.15	0.0	0.41	0.0	0.0	0.0	0.45	0.0	0.0	0.15	0.0	0.12	0.09	0.17	0.11	0.0	0.0	1.27	0.0	0.0	0.68	0.18	0.16	0.5	0.0	0.0	0.35	3.06	2.61	3.78
Gm6907	0.0	0.0	28.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	150.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.33	0.62	0.34
Gm9079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.22	0.0	0.0	0.0	0.0	0.0	0.69	0.0	0.05	0.0	0.0	3.65	1.24	1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.42	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31	0.17	0.98	0.6	1.87	2.14	2.32
Gtpbp2	26.17	0.0	19.35	0.0	0.12	0.0	47.35	0.29	73.25	56.39	116.78	0.0	12.79	0.0	0.0	0.08	0.23	1.25	0.0	0.0	0.06	0.0	0.08	0.11	0.0	0.0	0.1	0.0	0.1	0.08	50.01	0.0	0.0	0.0	0.0	0.0	55.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.75	15.17	24.89	0.0	0.08	0.0	0.0	18.07	0.0	0.0	0.0	66.19	0.0	0.0	2.42	8.89	5.86	12.09	21.57	6.27	55.1	56.79	57.19
H2-DMa	18.19	0.0	75.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.13	0.0	0.0	7.35	0.0	0.0	0.0	0.0	7.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.71	52.23	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	58.1	0.0	0.0	3.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	12.03	18.29	10.89	23.05	35.39	23.03	29.17	27.48	26.34
Hist1h2ai	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	1.49	0.0	0.0
Hrk	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.09	0.07	0.04	21.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.02	0.04	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.08	3.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.75	0.06	0.0	0.0	5.11	4.71	0.05	2.31	4.31	2.24	27.79	26.86	26.7
Icam5	0.0	0.0	0.0	0.0	0.53	0.53	0.0	0.0	0.0	3.02	19.55	0.0	0.0	0.0	4.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	10.57	0.0	0.0	0.0	0.44	5.46	0.0	2.96	0.0	0.45	0.0	0.0	0.0	0.0	2.36	0.0	0.0	0.0	2.26	4.42	2.12	3.3	3.8	4.07	205.38	230.72	204.31
Ide	18.52	15.94	17.89	0.0	0.0	2.76	0.0	0.0	24.26	3.14	111.21	0.39	0.25	9.24	0.0	24.24	13.82	0.07	34.14	0.0	38.04	30.84	0.0	1.05	47.95	0.0	25.04	0.0	23.74	0.0	0.0	0.07	19.24	19.42	0.0	0.33	9.81	0.0	9.32	0.0	5.02	1.41	0.0	2.02	0.0	3.35	9.97	8.94	0.0	0.0	0.0	5.98	0.0	0.0	0.0	3.35	0.0	0.0	0.0	2.56	13.81	20.11	21.97	10.53	11.05	18.01	28.88	26.47	26.84
Ier5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	12.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.68	0.0	2.71	0.0	0.0	3.49	6.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.46	0.0	19.14	16.36	20.72	16.19	18.59	16.12	75.41	75.64	62.19
Il11ra2	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	1.5	0.0	0.06	0.0	0.0	0.0	0.06	0.0	0.1	0.0	0.0	0.06	0.0	0.61	2.35	3.62	1.27	4.28	1.89	1.73	1.86	1.4
Iqcd	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.58	0.0	0.0	0.0	0.0	0.0	0.0	3.12	0.0	3.99	0.0	0.0	0.0	0.0	0.0	0.71	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33	0.0	0.0	0.0	0.0	0.0	7.76	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	1.73	1.09	0.0	0.36	0.0	0.21	2.09	1.52	2.09
Kdm2a	10.96	5.85	5.21	8.36	0.0	0.32	2.28	0.0	3.32	0.14	51.49	34.34	2.89	0.0	0.0	0.0	0.88	1.4	0.0	0.0	0.0	5.68	0.0	3.33	3.52	5.48	0.49	0.0	0.04	0.44	0.87	0.54	17.93	0.0	0.12	0.0	3.95	22.01	11.8	3.25	0.11	11.23	6.4	2.04	0.0	0.0	14.24	6.44	1.79	0.4	8.11	0.08	11.76	2.82	0.0	24.09	0.0	0.11	0.0	0.05	7.47	4.19	6.27	5.75	4.39	2.92	34.15	34.03	33.11
Kif20a	0.0	1.44	0.0	1.17	0.14	0.0	0.0	0.0	0.0	0.0	13.8	0.0	0.0	0.0	2.58	0.0	0.66	0.11	0.0	0.0	0.37	0.0	0.62	0.0	1.32	0.26	0.0	0.0	2.08	0.0	2.1	0.0	0.0	0.0	0.0	0.0	3.65	0.98	1.19	1.37	1.1	0.78	0.13	0.0	0.0	0.0	2.51	0.37	0.26	0.0	0.0	0.0	0.93	0.27	0.0	0.0	0.0	0.0	0.0	0.0	2.14	5.31	1.69	0.3	0.98	1.13	1.44	1.36	1.63
Kif20b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.06	0.0	0.35	0.2	0.42
Kifap3	74.08	101.76	127.43	49.3	75.89	114.29	49.15	299.21	63.71	61.88	755.43	79.51	255.86	9.78	212.72	34.58	142.39	30.33	63.38	171.02	1.23	105.02	122.16	96.25	61.46	147.5	169.04	126.04	56.87	46.75	49.43	2.93	112.8	69.08	110.98	110.69	5.82	34.53	51.38	62.42	84.4	130.05	39.5	98.91	0.0	136.94	103.26	120.33	88.73	221.22	83.32	149.79	85.02	144.4	72.31	100.41	173.33	74.42	38.39	233.44	133.84	175.65	143.19	141.63	121.12	130.88	227.83	218.82	209.65
Kirrel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	37.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.23	0.09	2.95	2.92	3.06
Klhl11	0.0	5.08	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	99.35	0.0	7.99	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	1.59	0.6	0.0	4.88	34.64	0.0	0.0	0.0	0.0	6.62	9.09	0.4	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.5	0.0	0.0	0.0	2.51	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	6.49	1.11	0.28	1.43	33.15	27.4	30.66
Lekr1	46.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.77	6.53	18.34	0.0	0.0	0.0	0.0	0.0	7.86	0.0	0.0	0.0	19.25	0.0	0.0	7.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65	0.0	0.0	41.59	0.0	0.38	0.0	1.34	0.0	0.0	0.0	0.0	0.0	7.59	16.61	2.49	17.93	0.0	0.0	0.0	0.0	0.0	0.0	4.46	0.0	0.0	0.0	4.33	8.99	10.39	11.23	8.75	6.4	6.99	4.36	5.33
Leprel2	2.57	1.8	1.48	0.89	2.18	1.17	2.2	1.72	1.34	35.63	65.03	11.44	2.37	15.82	1.98	2.15	4.3	1.34	0.52	1.15	0.9	0.7	0.32	3.9	1.35	1.72	1.84	8.18	0.54	2.07	0.78	3.61	1.7	40.23	16.44	1.54	0.94	34.37	16.9	2.04	13.97	10.08	1.44	3.94	0.43	3.5	5.85	5.3	4.69	4.76	1.67	0.3	0.89	1.23	5.33	2.86	2.55	4.6	1.7	1.5	1.91	9.01	9.26	4.03	5.36	3.86	19.22	20.26	19.87
Lhx2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	5.22	5.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	56.38	59.03	58.71
Lpin2	59.52	6.92	46.02	17.24	0.0	17.34	25.3	0.07	27.61	37.36	169.78	6.95	0.0	0.19	0.0	0.04	0.93	19.88	22.9	0.0	0.26	19.47	8.2	64.03	5.71	10.47	16.03	25.67	29.3	25.25	0.0	74.34	0.11	3.74	8.01	15.35	37.31	27.94	1.6	13.38	21.41	0.0	20.4	0.09	0.0	7.54	32.15	17.91	2.01	0.06	31.74	26.37	37.16	33.06	50.44	43.86	65.39	0.0	0.0	0.0	22.09	16.58	35.58	23.22	18.22	22.71	43.15	40.85	39.03
Man1a2	20.03	33.7	0.0	24.38	0.09	9.17	10.62	73.24	5.1	11.32	122.13	38.17	0.93	2.32	2.22	19.56	0.29	7.97	0.41	0.03	0.02	11.41	0.0	9.24	13.48	29.09	5.66	5.8	5.79	0.03	0.0	40.98	0.0	0.98	18.15	0.0	0.06	1.94	0.79	9.96	0.34	0.08	0.0	1.23	0.0	19.71	11.16	19.07	0.04	0.0	16.19	13.77	0.8	17.18	5.39	35.11	0.0	0.0	0.04	4.11	16.87	3.24	14.49	12.52	7.18	11.77	59.13	50.4	56.69
Map3k5	0.0	0.0	1.63	0.0	0.0	0.24	4.76	0.0	0.0	5.17	119.85	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	7.4	0.03	0.0	9.47	0.0	0.0	0.0	0.66	3.52	4.29	23.57	0.0	1.51	18.29	0.0	0.0	0.0	0.0	0.38	3.77	0.27	0.0	0.37	0.0	1.77	0.0	39.7	5.09	5.42	0.0	30.22	37.61	0.0	0.38	3.81	0.0	80.65	0.0	0.0	18.0	0.0	17.39	19.37	16.73	29.28	22.66	21.66	26.04	25.01	25.24
