	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_18	Htr3a_tdTpositive_cell_24	Htr3a_tdTpositive_cell_32	Ndnf_tdTpositive_cell_19	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_36	Nos1_tdTpositive_cell_47	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_64	Ntsr1_tdTnegative_cell_54	PvalbF.Gad2_tdTpositive_cell_31	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_101	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Gnrh1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.76	1.45
Gpr135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.96	0.0	27.4	0.0	0.0	0.0	0.0	1.11	0.26	1.03	14.34	15.77	18.34
Grlf1	11.98	24.49	9.49	2.74	0.12	1.9	6.88	11.35	44.32	1.9	3.32	4.99	5.43	7.78	7.03	7.93	9.37	5.28	18.47	19.51	1.77	5.4	24.32	8.28	33.92	20.31	12.91	11.18	12.38	4.86	2.09	6.07	0.88	4.36	27.36	7.92	8.48	7.44	9.13	71.07	67.29	71.92
Gstt1	0.0	0.0	0.0	88.06	0.0	0.0	0.0	0.0	152.05	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.34	14.1	23.6	13.24	12.22	10.45
Hgd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Hist1h4n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57	0.0
Hs1bp3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.38	0.0	0.0	0.0	9.58	0.0	0.0	0.0	0.0	0.0	0.0	7.88	0.0	0.0	0.0	0.05	0.0	0.0	5.84	7.67	6.91	12.9	10.8	13.62
Isyna1	0.0	0.0	0.0	0.0	0.0	0.0	42.66	0.0	108.7	0.0	0.0	0.0	0.0	0.06	0.0	0.0	33.4	70.53	4.8	0.0	2.65	9.85	15.79	38.04	63.91	9.06	1.07	5.42	0.0	5.81	0.0	108.58	0.0	0.0	36.58	45.55	0.66	2.84	4.01	42.7	49.4	42.19
Jag2	0.0	0.0	0.0	0.0	0.0	9.57	0.0	9.99	18.59	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	5.58	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.07	0.0	0.18	0.08	0.34	26.39	28.49	28.33
Kdm6a	0.0	0.0	0.0	0.98	8.15	18.45	0.05	0.82	40.06	0.0	0.07	0.0	1.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.39	0.0	0.0	5.56	0.0	0.0	0.0	7.46	5.56	4.63	22.45	14.79	17.17
Kdm6b	0.1	0.0	0.0	1.4	0.88	4.04	3.54	15.41	6.77	5.04	5.62	0.14	2.82	3.11	3.76	0.75	3.62	1.31	2.63	4.39	6.26	3.0	0.58	2.7	0.31	5.08	0.0	2.11	1.79	8.05	1.87	2.69	3.53	1.0	2.3	2.9	10.15	7.32	10.44	17.07	15.97	13.26
Krt28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.44	0.35
Lmnb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.9	0.0	0.0	0.0	1.13	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	8.58	0.0	2.02	0.0	15.52	35.0	0.0	0.0	0.0	1.55	0.0	0.0	0.0	32.64	0.71	4.37	2.98	17.25	17.82	16.94
Ly6g6c	1.13	0.0	0.0	0.2	0.0	0.31	0.38	0.33	4.11	0.0	0.0	0.0	0.15	0.5	0.24	0.76	0.0	0.7	0.0	0.4	0.46	0.31	0.0	0.23	0.22	0.0	0.3	0.0	1.37	0.39	0.0	0.0	0.0	1.59	0.21	0.0	0.0	0.0	0.55	0.91	0.24	0.51
Ly6g6e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25	1.87	4.72	3.01	4.42	2.56
Mcam	0.0	0.12	0.12	0.0	0.0	0.34	0.1	0.0	0.39	0.0	0.11	0.02	0.04	0.09	0.0	0.0	0.23	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	4.91	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.59	2.4	19.18	18.95	22.56
Me3	0.22	3.81	0.35	0.31	1.52	30.27	0.22	0.33	92.71	17.04	6.78	16.83	1.99	22.9	0.63	0.78	1.94	7.91	0.3	22.42	6.78	0.2	10.93	0.17	7.52	0.22	3.48	0.33	27.27	15.25	4.47	0.51	0.72	17.27	0.48	0.36	30.49	27.81	25.32	40.82	30.06	29.68
Mir1191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.37
Mki67	0.33	0.0	0.03	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.03	0.0	0.97	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.85	0.0	0.0	0.26	0.2	0.24	0.8	0.69	0.89
Mkln1	32.9	22.31	0.0	83.19	5.18	65.82	0.0	29.99	178.58	35.69	56.59	57.88	35.05	0.03	8.23	28.84	38.93	0.53	28.46	28.49	57.09	49.18	33.11	0.0	70.09	36.97	89.94	24.86	50.73	51.27	1.08	32.71	104.25	27.51	1.37	86.71	94.84	47.47	56.42	39.53	32.65	37.85
Ms4a4c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.06	0.0	0.0
Myo7a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24	11.59	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.11	0.18	0.0	0.0	0.0	0.0	0.0	0.0	2.96	0.0	0.0	0.0	0.0	0.0	0.01	0.82	1.41	1.33	4.69	8.64	8.5
Naga	0.36	0.0	16.38	40.03	0.0	0.0	0.15	81.01	241.07	33.21	44.91	48.82	0.13	87.99	71.6	45.63	0.0	0.16	30.29	68.86	0.0	0.0	0.0	0.0	0.0	72.08	79.18	0.14	69.69	8.83	90.4	0.36	0.0	0.0	0.0	0.0	16.69	26.51	14.84	20.29	18.04	20.03
Nkain1	0.0	0.0	0.0	18.55	0.0	0.0	0.0	0.2	86.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.34	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.17	0.0	0.11	0.36	0.0	0.0	0.0	19.13	0.12	0.81	0.0	47.92	51.3	48.5
Npy	173305.25	1.6	1.46	108594.8	14635.6	77711.12	45335.24	125016.83	63494.68	132042.44	105008.15	149629.49	134232.96	116117.28	120987.76	122963.43	126501.28	117863.77	130527.91	173863.58	101365.79	80801.23	166048.87	191162.16	154857.31	134158.33	153405.37	141010.39	24726.66	12.38	145032.54	180453.32	8484.11	48908.54	137580.94	120620.2	0.6	0.0	0.7	214.21	196.57	200.76
Nr2c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28	23.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.63	0.0	0.0	0.0	0.0	1.14	0.0	0.07	0.0	1.03	0.0	0.0	0.0	0.0	0.0	0.0	3.87	6.52	3.16	7.76	7.8	7.16
Nrp2	0.39	0.0	0.13	0.26	1.22	3.04	1.05	0.57	35.13	0.14	0.34	0.16	0.17	0.44	0.42	1.19	0.29	0.25	0.4	0.41	0.79	0.39	2.25	0.37	0.39	0.13	0.3	0.39	0.12	1.15	1.02	0.33	0.24	0.19	0.33	0.17	0.31	0.34	0.36	20.63	19.11	20.72
Pank2	0.0	0.0	0.0	0.7	4.36	5.08	10.47	0.35	50.63	0.0	1.11	0.0	0.0	0.0	15.08	0.0	0.0	0.0	0.0	9.36	20.08	0.0	0.0	0.0	0.0	23.63	0.0	0.0	0.0	0.72	0.0	0.0	0.0	0.11	0.07	0.0	11.02	9.65	12.04	32.39	32.48	32.67
Pard3	0.21	0.0	0.23	0.11	0.31	0.0	0.31	4.12	44.33	1.19	0.12	0.12	0.03	0.0	0.0	0.0	0.76	0.56	0.15	0.0	0.18	2.15	0.05	0.0	8.27	0.42	11.42	4.3	0.28	0.51	4.0	0.0	0.0	82.41	0.0	0.0	1.67	1.6	2.56	11.52	10.26	11.01
Plekhh3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.52	0.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	1.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	9.21	12.14	9.65
Poldip2	0.0	0.0	0.0	62.49	0.0	0.0	75.4	41.12	80.79	4.91	5.69	0.0	10.98	0.0	2.87	36.5	3.56	0.0	0.0	53.85	2.02	1.1	0.0	0.0	5.84	0.65	0.0	0.0	2.45	6.24	2.22	22.0	0.0	0.0	17.6	0.05	9.57	12.45	15.44	89.4	95.99	94.39
Prex2	0.0	0.06	0.0	0.09	0.91	0.06	0.3	0.09	13.33	0.25	0.18	0.25	0.4	0.59	0.3	0.24	0.37	0.31	0.13	0.18	0.08	0.05	0.23	0.03	0.24	0.06	0.23	0.09	0.17	1.13	0.0	0.16	0.32	0.0	0.25	0.1	0.18	0.32	1.73	20.86	16.59	21.5
Ptk2	0.0	0.0	0.0	0.0	8.72	0.0	0.0	34.06	40.19	28.37	3.96	6.08	16.2	0.02	0.0	0.0	9.52	6.98	0.44	16.77	0.0	0.37	27.41	4.94	0.0	11.25	16.24	1.41	9.92	19.2	0.16	0.1	1.04	0.0	1.91	0.07	91.52	73.55	75.02	77.05	74.15	81.2
Qsox1	21.91	0.0	40.27	0.0	0.0	0.0	0.0	12.83	79.99	8.19	0.0	0.0	7.09	30.74	19.24	8.74	0.0	25.84	0.0	0.1	27.73	12.9	0.0	1.29	0.0	2.04	44.84	0.88	50.61	0.18	9.17	11.32	0.32	56.26	21.24	10.48	7.07	7.39	7.2	19.22	20.71	19.77
Rab11fip2	0.64	0.0	0.0	0.0	11.8	0.08	3.31	0.0	42.57	0.12	2.74	0.0	0.0	0.0	0.1	3.26	7.95	0.45	19.67	0.79	1.35	11.64	1.51	20.74	0.0	3.55	0.0	0.0	0.0	6.75	2.78	0.0	0.0	0.0	0.06	0.62	8.59	7.14	7.91	41.52	36.24	39.33
Rab13	38.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.84	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	8.51	0.0	0.0	0.0	0.0	0.0	0.0	2.88	2.66	2.35	7.25	6.74	7.77
Rbm22	12.26	26.7	0.0	29.54	103.6	18.72	100.52	0.24	157.12	0.0	17.06	0.69	0.06	0.79	6.07	13.34	23.34	24.55	23.85	0.96	0.0	51.11	0.0	0.0	18.69	55.76	20.73	26.63	21.46	58.86	2.5	23.27	16.41	77.69	46.05	0.0	75.86	65.16	108.81	34.04	36.28	32.38
Rbm42	4.08	22.84	0.0	0.0	0.0	0.0	0.0	0.0	80.13	0.0	0.0	11.68	0.0	1.95	3.24	0.0	36.02	0.0	2.18	0.15	0.0	39.89	7.5	0.0	0.0	0.0	7.95	20.7	0.0	7.87	0.0	0.0	1.28	0.0	3.98	5.54	3.2	5.33	7.24	60.46	68.37	64.48
Rhbdd3	0.0	0.22	0.0	0.0	0.0	0.0	0.0	68.47	138.21	0.0	0.0	0.0	0.07	0.06	0.0	0.0	0.0	0.0	32.18	0.0	0.0	62.87	1.08	0.0	8.36	44.23	0.0	0.0	0.0	3.18	0.0	0.0	0.0	141.42	0.0	2.71	9.61	15.67	5.4	20.41	19.75	19.49
Rnf40	0.0	0.0	0.61	20.86	0.0	0.0	0.0	6.86	31.47	13.21	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	5.68	8.95	0.0	0.0	0.0	0.05	2.92	0.0	1.23	7.05	0.34	0.0	0.39	0.0	0.0	0.02	0.71	6.58	5.14	40.59	43.07	40.1
Saal1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.69	12.55	24.3	0.02	0.0	0.0	0.0	6.38	0.0	11.58	20.17	0.0	0.0	0.0	28.37	7.56	0.0	0.0	7.45	27.12	1.72	13.93	0.0	0.0	0.0	59.77	0.0	0.0	5.91	10.31	11.13	4.56	5.37	5.19
Secisbp2	0.0	0.0	18.79	0.13	4.39	0.0	0.0	32.62	66.52	5.25	1.76	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.84	0.0	17.38	0.0	0.0	0.0	5.15	0.0	0.0	28.61	0.15	0.0	1.25	0.0	0.0	0.0	0.0	5.42	4.84	6.55	13.44	14.92	15.37
Senp2	24.44	0.0	0.0	23.99	0.0	10.21	64.1	30.18	86.62	6.94	28.31	31.81	2.37	14.26	0.66	0.0	35.14	12.1	24.31	56.14	13.39	0.0	22.32	0.0	4.87	22.97	16.56	22.19	8.82	25.72	1.33	37.53	17.31	1.38	61.39	1.45	30.11	28.76	26.77	66.11	66.28	65.13
Serp2	44.68	0.0	0.0	84.03	0.0	4.11	6.66	39.79	318.03	31.54	0.0	38.25	102.85	0.0	39.61	0.9	74.24	88.97	30.95	5.46	57.13	0.0	2.24	41.12	117.56	29.75	33.72	0.0	49.46	26.81	44.42	37.3	0.0	5.33	42.08	98.83	15.71	23.11	18.26	141.78	155.98	144.95
Slc12a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.04	0.08	0.15
Slc17a7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.48	0.08	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.09	0.0	9.72	0.1	0.0	0.0	0.0	0.0	0.0	20.06	39.4	44.22	1060.92	1095.63	1130.72
Slc39a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.16	0.0	0.0	5.68	0.0	0.0	0.0	0.0	16.72	0.0	0.0	0.0	0.0	0.0	1.39	0.0	0.0	0.0	0.0	0.0	0.0	3.79	0.0	0.0	0.0	0.0	0.0	32.29	2.18	2.81	2.09	7.75	7.98	6.34
Snord22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.73	0.0	0.0	0.0	0.0	0.0	26.57	0.0	0.0	0.0	0.0	0.0	61.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.41	0.0	0.0	13.09	0.0	9.96	2.19	1.03	5.97
Spint3	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	3.23	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.34	0.39
Srpk3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.18	95.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	0.0	6.97	6.76	8.66
Stx1b	7.51	0.0	0.0	0.0	0.0	0.0	0.0	57.67	50.64	29.49	21.33	8.28	0.0	0.0	20.78	0.25	0.2	27.47	0.0	0.0	57.72	32.02	0.21	39.15	0.16	40.02	0.0	14.13	0.28	8.81	0.0	0.0	0.0	0.0	9.82	0.0	30.64	29.56	41.03	327.87	287.97	326.53
Sypl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.68	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.67	2.0	2.44
Syt17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.87	0.0	0.0	0.0	32.35	0.0	0.0	0.0	0.0	0.0	0.18	1.09	0.0	0.0	34.03	0.0	0.0	0.0	0.0	0.0	7.29	8.29	0.0	1.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.63	51.77	56.47
Tbc1d22a	0.0	0.0	0.0	0.06	0.0	0.0	0.0	16.94	69.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.09	0.0	0.0	2.54	0.0	6.09	0.0	0.0	14.55	0.0	0.07	0.0	0.0	0.0	0.0	3.31	3.51	5.04	29.09	28.2	27.61
Tcof1	0.0	0.0	0.0	0.0	0.0	0.0	15.22	0.0	37.47	0.0	0.0	0.0	0.0	0.09	0.05	0.0	16.97	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.0	0.14	0.0	0.06	0.09	4.15	0.0	0.0	0.0	0.0	0.47	0.0	1.5	0.53	1.52	13.47	13.78	13.53
Thbs4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.65	6.67	7.4
Tlcd2	0.0	0.0	0.0	0.13	1.59	0.0	0.44	0.0	4.92	0.27	0.68	0.88	1.24	0.34	1.03	1.05	1.06	1.29	0.78	0.2	1.38	0.22	0.0	0.36	0.0	1.54	0.24	0.23	0.68	0.0	0.0	0.39	2.3	0.0	0.0	0.08	0.27	1.68	1.22	9.03	7.47	11.19
Tmem144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	97.76	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	7.64	8.54	9.22
Tmem150a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02	104.21	0.0	0.0	0.05	18.23	0.0	0.0	1.31	0.0	0.0	34.14	0.5	0.0	0.0	0.0	36.13	0.0	28.54	0.0	0.0	0.0	0.3	0.0	1.54	0.0	0.0	0.0	0.0	1.21	0.7	1.4	12.94	15.8	15.01
Tnpo2	4.18	0.0	11.98	16.07	0.0	0.26	0.0	7.07	28.07	11.36	10.54	10.5	0.0	13.92	6.33	4.82	22.1	6.06	2.06	28.03	8.33	4.43	20.68	0.04	4.46	1.19	4.92	2.51	2.89	7.44	16.51	1.82	0.0	5.69	5.26	19.56	4.43	4.2	4.6	98.65	98.42	99.6
Ube2i	56.41	0.0	103.41	22.49	0.0	0.0	203.61	76.37	338.92	53.33	92.2	114.44	81.93	70.08	62.84	120.47	135.62	56.25	37.7	73.94	114.92	92.28	50.62	69.95	11.71	133.96	26.23	25.28	74.78	124.01	54.45	29.98	12.85	116.45	99.09	102.17	47.41	86.61	90.28	162.99	162.65	159.88
Unc5a	0.17	0.8	0.0	0.0	0.0	0.0	0.0	0.0	31.58	4.87	0.0	0.02	0.0	6.63	15.63	0.0	0.0	0.0	0.0	0.0	0.0	1.31	0.0	0.0	0.0	0.0	0.0	0.0	18.93	3.74	0.0	0.0	0.0	0.0	0.0	0.43	2.01	2.49	5.12	66.21	71.14	67.84
Upk1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	1.89	0.0	1.0	0.87	0.47
Vamp8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85	0.0	14.16	12.12	12.34
Vmn2r2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0
Wdr18	22.67	0.0	0.0	41.62	0.0	8.18	4.37	0.0	225.43	90.73	20.21	11.52	58.01	12.18	16.92	33.82	36.55	54.76	0.0	29.57	38.54	25.98	43.73	15.8	0.0	19.03	0.0	22.66	0.15	16.82	50.25	23.04	1.09	65.14	23.51	10.04	18.65	28.61	17.72	37.97	41.86	38.71
Wnk1	1.06	4.45	0.0	0.0	2.23	2.26	0.0	5.17	36.16	6.99	0.26	2.61	13.05	0.03	0.59	0.71	4.1	2.91	0.0	9.25	18.9	4.56	6.87	12.27	0.0	3.39	1.35	0.3	1.81	7.92	4.08	3.12	12.77	1.38	2.54	0.46	5.69	4.41	4.18	63.79	56.84	66.46
Wnt2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.94	0.0	0.0	0.13	0.0	0.0	0.06	0.0	0.0	0.0	0.0	1.59	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.08	0.0	1.72	0.0	0.13	0.0	0.0	0.0	0.0	0.25	0.1	0.29	4.79	4.2	4.04
Zbtb42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.69	0.55
Zfp238	0.0	0.0	3.12	3.02	0.26	0.0	0.0	8.21	52.58	0.0	0.19	0.0	7.98	3.24	3.16	0.0	0.21	1.48	0.0	1.67	8.65	0.07	0.0	0.0	6.59	1.94	0.0	0.07	0.0	33.15	4.9	0.0	0.0	0.12	0.0	0.0	27.81	34.05	33.72	221.06	223.84	211.8
Zfp513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37	119.11	0.08	0.0	0.0	35.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	5.99	0.0	0.0	0.0	0.0	0.0	0.0	0.81	2.65	2.21	21.38	25.5	23.87
Zfp568	0.09	0.0	0.0	0.0	0.14	0.0	0.0	0.21	17.03	0.02	0.06	0.01	0.02	0.0	0.0	0.0	0.05	0.08	0.12	0.03	0.0	0.12	0.04	0.0	0.03	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.21	0.09	0.0	1.64	1.89	1.34
Zfp639	114.41	0.21	33.39	0.0	75.14	0.0	18.75	0.0	387.84	58.66	100.85	0.29	4.7	30.03	30.15	52.39	39.59	84.88	0.0	7.32	87.02	64.9	56.15	0.11	0.0	0.0	0.0	108.15	0.0	46.06	31.76	0.0	0.28	0.0	13.73	78.32	72.31	56.8	35.23	27.88	31.0	25.62
Zfp668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.94	0.0	0.0	0.0	0.0	0.0	0.0	19.36	4.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	11.17	0.13	0.0	1.19	0.0	0.0	0.0	0.0	3.79	2.08	1.6	9.21	9.71	10.33
Zfp958	0.0	1.32	0.0	37.6	0.0	3.37	0.0	0.76	134.84	1.08	12.39	0.66	2.52	0.95	47.03	36.66	0.61	0.15	0.74	0.45	1.08	1.23	0.73	0.0	1.91	0.1	0.51	1.37	17.0	30.86	0.31	0.2	0.23	1.29	0.43	0.8	9.9	21.56	14.32	6.63	5.57	6.03
Zmiz2	1.03	53.58	17.7	1.04	0.0	71.72	16.07	56.62	60.67	15.21	21.56	13.4	3.03	0.18	40.01	17.72	0.31	1.89	0.14	64.82	8.38	0.0	1.13	27.16	10.1	21.31	3.42	31.32	15.66	32.73	22.44	4.82	97.52	0.12	3.36	3.24	12.13	14.6	19.98	156.03	166.78	166.76
