	Calb2_tdTpositive_cell_39	Calb2_tdTpositive_cell_51	Chrna2_tdTpositive_cell_58	Ctgf_tdTpositive_cell_3	Cux2_tdTpositive_cell_3	Cux2_tdTpositive_cell_9	Cux2_tdTpositive_cell_56	Cux2_tdTnegative_cell_12	Ndnf_tdTpositive_cell_7	Nr5a1_tdTpositive_cell_14	Nr5a1_tdTpositive_cell_18	Nr5a1_tdTpositive_cell_37	Nr5a1_tdTpositive_cell_38	Rbp4_tdTpositive_cell_13	Rbp4_tdTpositive_cell_171	Rorb_tdTpositive_cell_11	Rorb_tdTpositive_cell_33	Rorb_tdTpositive_cell_38	Scnn1a.Tg2_tdTnegative_cell_8	Scnn1a.Tg3_tdTpositive_cell_7	Scnn1a.Tg3_tdTpositive_cell_44	Scnn1a.Tg3_tdTpositive_cell_55	Scnn1a.Tg3_tdTpositive_cell_56	Scnn1a.Tg3_tdTpositive_cell_94	Scnn1a.Tg3_tdTpositive_cell_97	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_12	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Mir331	0.0	0.0	10.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6	0.0	0.0	0.0	16.5	12.43	3.41
Msx1as	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.3	0.73
Myadm	6.05	19.63	113.14	0.44	205.31	120.29	29.97	0.0	225.44	0.14	0.0	69.63	36.13	76.71	45.6	22.7	0.07	146.57	69.29	14.14	124.53	3.26	18.46	0.91	5.62	98.66	102.35	115.21	56.29	55.98	54.68	53.61
Nacc2	0.87	0.68	44.43	0.03	2.34	1.65	0.51	0.5	0.94	0.26	0.32	0.61	0.09	0.76	0.33	1.2	1.58	0.17	0.26	0.58	0.1	0.55	1.35	0.24	0.26	0.28	0.12	0.63	1.1	51.13	51.33	57.92
Ncln	0.0	0.0	115.16	0.0	0.07	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.42	0.0	0.0	0.08	0.0	0.0	57.61	0.0	0.0	4.29	44.91	0.0	7.35	3.58	5.42	0.67	47.27	49.88	47.27
Nkx6-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Ocln	0.0	0.0	112.21	0.0	0.28	0.0	0.17	0.0	1016.85	0.0	0.0	0.03	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	4.47	4.41	0.11	0.0	6.62	6.16	5.9
Olfr1419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Ormdl3	0.0	0.0	134.99	0.0	0.05	0.0	247.09	0.0	0.0	0.0	0.0	3.13	0.0	0.2	1.47	0.0	0.06	0.0	0.0	109.09	0.0	0.0	56.43	93.34	0.07	3.27	5.49	4.32	0.0	55.18	59.41	54.34
Osgepl1	51.59	0.0	138.55	0.0	39.0	0.0	0.0	0.0	0.0	21.22	0.19	5.31	127.8	0.36	35.9	0.0	0.05	46.66	0.0	157.39	40.38	0.0	88.03	0.38	149.4	41.74	36.18	36.97	42.51	11.35	11.1	11.56
Oxsm	0.77	0.18	88.43	0.2	5.21	1.08	0.18	0.2	0.79	0.56	0.46	0.35	0.18	94.36	0.3	1.54	0.19	0.27	0.3	8.44	0.01	0.54	0.0	0.21	0.34	2.77	2.74	1.38	0.43	7.16	6.05	7.59
Papd4	0.0	51.35	58.1	0.0	0.17	0.0	103.95	0.0	0.0	0.0	23.95	0.0	9.26	5.5	0.0	0.0	7.43	0.0	11.31	2.16	0.0	0.0	0.0	0.0	0.0	6.76	7.42	10.11	9.85	28.08	25.27	25.6
Pdcd5	44.27	58.19	227.75	573.32	115.05	92.67	283.66	0.0	2448.95	61.64	370.49	0.0	0.29	165.24	213.4	0.0	21.21	251.17	73.73	162.66	99.11	101.09	11.47	60.47	115.84	159.74	191.37	197.79	248.73	65.78	71.23	59.79
Pdlim4	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	9.16	10.3	10.85
Ppp2r3d	2.65	4.25	22.83	0.82	2.17	3.88	0.53	3.21	7.4	1.92	0.79	1.14	1.41	1.91	1.01	3.46	5.6	2.72	1.8	2.23	0.53	0.58	23.24	0.86	1.14	3.14	5.77	4.32	5.63	7.18	8.59	9.21
Ppp4r1l-ps	0.66	1.53	26.73	0.0	0.99	1.15	0.59	123.8	338.47	0.69	6.23	0.35	25.04	0.25	9.49	14.76	0.65	0.23	0.43	0.86	0.0	0.1	1.5	0.31	0.0	0.78	0.08	0.39	0.21	3.65	4.38	3.94
Prkcc	0.0	95.07	271.38	0.0	0.04	6.95	0.0	0.0	0.0	0.0	0.0	65.9	0.0	22.82	33.82	0.0	0.0	0.08	22.0	0.32	0.0	0.0	34.34	43.08	1.05	197.02	237.03	205.52	0.35	280.97	277.81	262.15
Prodh	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.12	27.13	28.09
Prrx1	0.08	0.0	1.4	0.58	0.25	0.29	0.06	0.1	0.07	0.03	0.1	0.0	0.0	0.17	0.0	0.0	0.12	0.28	0.13	0.11	0.05	0.0	0.31	0.07	0.09	0.19	0.34	0.56	0.13	4.61	4.23	4.13
Psme4	7.13	2.97	132.61	0.0	1.71	14.55	158.15	0.0	0.0	0.0	0.07	0.27	1.84	11.74	10.51	2.33	13.3	0.1	1.68	2.73	17.16	3.76	0.29	51.14	9.89	20.09	10.97	11.34	1.99	28.43	26.15	26.62
Ptk7	0.0	0.0	14.59	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.49	0.88	0.4	0.0	7.03	7.91	7.41
Ptpn9	0.26	0.0	101.05	12.57	0.0	0.0	2.28	0.0	0.0	0.0	0.0	2.31	0.0	3.09	0.0	0.0	0.0	0.0	76.11	0.27	0.0	0.0	0.0	3.16	0.5	2.7	3.29	5.27	0.0	27.41	27.19	26.18
Ptprb	0.0	0.0	6.34	0.0	0.02	0.0	0.05	0.03	354.24	0.03	0.0	0.01	0.0	0.0	0.0	0.0	0.03	0.01	0.03	0.01	0.09	0.0	0.06	0.0	0.01	0.0	0.03	0.06	0.04	13.07	11.24	13.13
Pum2	0.0	3.67	138.45	0.0	0.03	57.12	137.79	0.0	0.07	1.67	41.54	119.01	0.09	18.92	5.98	122.58	64.68	11.48	46.44	6.0	1.04	0.0	50.61	85.93	2.68	31.7	28.51	26.26	0.0	94.04	86.54	93.06
Rbpms2	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33	2.34	2.09
Rgp1	0.0	0.33	21.78	0.0	0.24	0.0	0.0	0.0	0.0	5.93	0.0	0.5	0.0	0.0	0.21	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	5.78	0.65	0.81	0.76	2.19	23.67	22.17	22.59
Rnf128	0.0	0.0	5.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	4.21	1.97	4.37	0.0	15.69	17.13	14.67
Sacm1l	17.23	0.0	268.62	55.82	187.31	72.85	0.48	0.0	0.0	108.04	0.13	96.4	0.15	83.89	0.0	75.04	0.06	53.03	0.17	2.56	0.0	0.0	152.28	110.52	91.15	55.37	29.24	44.41	97.61	68.36	64.39	64.74
Samd7	0.0	0.0	0.27	0.0	0.09	0.13	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.23	0.0	0.12
Samhd1	0.0	0.0	35.29	0.0	0.11	0.32	0.0	59.92	0.9	0.1	0.0	0.03	0.0	0.0	0.12	0.0	0.0	0.03	0.0	0.09	0.0	0.0	0.0	0.13	0.0	1.07	0.35	0.46	0.0	10.45	11.23	11.84
Sfswap	0.0	0.0	68.62	0.0	0.03	53.84	0.0	0.0	0.0	0.0	0.0	0.0	26.56	0.0	0.13	0.0	0.0	2.64	0.0	0.04	0.0	0.0	0.58	9.08	0.04	4.77	5.09	5.73	0.15	47.3	47.44	50.34
Sh3gl3	0.0	0.0	50.48	0.0	0.0	25.28	0.0	0.0	0.0	0.0	0.0	43.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.25	0.29	13.9	8.14	8.21	0.0	60.35	55.6	54.26
Sh3rf1	19.08	21.31	105.47	0.0	49.96	12.16	0.0	0.0	0.0	18.51	79.49	23.5	24.26	9.81	11.64	47.61	45.65	20.24	11.8	52.25	7.78	0.0	11.93	23.46	29.29	16.78	11.51	13.6	14.06	18.51	19.64	20.68
Siva1	0.0	0.0	293.51	0.0	87.12	0.0	0.0	0.0	0.0	0.0	0.0	113.08	0.95	0.0	193.36	0.0	0.76	242.18	54.08	119.49	0.0	0.0	0.0	122.43	1.84	77.35	73.14	78.38	0.0	13.42	17.97	13.08
Slc36a1	0.0	0.0	66.26	0.0	4.33	0.18	2.05	0.0	0.0	0.0	0.0	12.6	0.0	17.97	0.71	0.0	0.0	0.85	25.19	0.12	0.0	0.0	0.1	0.26	0.06	4.98	10.01	6.58	0.09	40.34	37.04	38.5
Slc39a3	0.0	0.0	107.24	0.0	0.03	0.12	0.0	0.0	0.0	0.0	3.47	0.2	0.23	6.09	31.62	0.0	0.03	0.0	10.96	0.04	0.0	0.0	0.0	0.99	0.04	1.03	3.27	2.79	0.0	60.42	61.8	64.04
Slco1b2	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.03	0.28
Snora3	0.0	0.0	32.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.23	0.0	0.0	0.0	0.0	0.0	0.0	5.39	0.0	0.0	0.0	0.0	0.0	0.0	1.1	3.63
Snord91a	0.0	0.0	152.97	0.0	0.0	106.78	0.0	0.0	0.0	41.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.89	0.0	0.0	34.35	0.0	0.0	0.0	14.34	0.0	18.13	0.0	0.0	42.32	31.89	30.58
Snx19	0.0	0.0	60.29	0.0	2.46	2.49	0.0	0.0	0.0	0.0	1.85	0.0	56.97	26.98	0.0	0.0	0.0	0.0	0.0	22.34	38.56	0.0	5.34	0.43	0.05	7.56	8.72	7.13	0.0	38.68	39.83	40.53
Ssfa2	0.0	0.0	40.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	39.34	0.0	0.03	0.52	0.94	2.43	0.09	25.24	24.84	25.08
St3gal1	0.19	0.33	46.36	0.0	0.36	0.0	0.0	0.09	2.3	0.2	0.0	0.04	0.24	0.68	1.1	0.54	0.0	0.19	0.14	0.2	0.0	0.95	0.27	0.15	0.05	3.31	3.1	6.0	0.43	18.78	16.94	18.15
Stap2	0.0	0.0	220.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76	0.0	4.28	0.23	0.0	0.0	2.41	2.27	1.73
Tbc1d10a	0.0	0.0	95.99	0.0	1.66	0.0	0.0	0.0	0.0	0.0	7.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15	1.63	4.4	0.0	28.59	34.21	29.19
Tfap2b	0.09	0.08	0.13	0.07	0.02	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.05	0.15	0.02	0.0	0.0	0.02	0.08	0.0	0.0	0.03	0.0	0.0	0.0	0.11	0.0	0.49	0.48	0.38
Tlcd1	0.0	0.0	3.97	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	1.66	0.0	23.51	25.17	25.64
Tmco7	0.0	0.0	42.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.82	0.0	0.0	0.0	83.21	14.11	0.06	0.4	0.77	0.94	0.0	3.87	3.82	4.09
Tmem54	0.0	0.47	4.74	0.0	0.41	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.11	0.32	0.0	0.12	0.0	0.0	0.0	0.16	0.0	0.29	0.0	0.0	0.46	0.19	0.35	0.19
Tmem91	0.0	0.0	412.04	0.0	16.38	6.87	2.62	0.0	0.0	0.0	0.0	0.0	0.0	290.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.36	3.7	14.12	0.57	20.74	27.21	23.23
Tmpo	0.0	11.11	126.53	0.0	0.0	0.0	0.0	0.0	325.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.54	3.69	14.51	8.44	11.56	0.15	23.8	27.09	25.75
Tnip2	0.0	0.0	105.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	138.69	7.62	0.0	0.0	0.0	1.0	0.14	1.53	5.12	5.17	45.87	17.16	18.87	16.59
Trim38	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.13	0.0
Ugt1a6b	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03	0.39	0.6
Ugt2b35	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.03	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vmn2r46	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0
Vps37c	92.58	0.0	156.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.86	0.07	75.96	0.0	0.0	0.05	99.88	0.0	0.1	0.0	0.0	0.0	0.43	0.28	8.55	9.57	2.74	0.0	23.78	24.48	25.18
Wnt2b	10.74	0.0	50.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84	0.0	0.0	0.0	0.0	0.0	0.25	0.1	0.29	0.0	4.79	4.2	4.04
Zfp113	10.92	4.77	42.37	8.22	3.7	11.51	4.48	5.31	5.19	6.11	3.64	2.41	3.29	5.97	11.81	7.23	2.98	2.97	4.34	4.74	0.97	7.48	3.91	3.11	2.45	11.99	7.48	7.64	5.71	3.85	4.06	4.66
Zfp36l3	0.0	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.04	0.04	0.12
Zfp384	0.17	0.0	27.34	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	6.66	0.0	0.0	0.08	7.63	2.5	1.92	0.05	0.17	0.28	1.09	0.43	1.99	31.83	29.65	31.6
Zfp775	0.0	0.0	3.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.59	0.42	0.0	4.38	5.09	5.44
mt_AK131586	0.0	0.0	0.0	6370.03	0.0	0.0	0.0	3744.02	4908.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.19	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	25813.35	24091.17	24561.45
mt_AK157367	9.45	419.3	392.9	33.75	3.29	365.1	0.0	26.68	759.33	7.56	251.04	127.96	12.14	396.77	412.72	4.74	18.92	44.11	13.92	12.47	218.83	7.56	26.13	11.3	390.97	19.67	8.35	9.64	24.77	685.03	782.54	798.36
mt_AK166684	0.0	0.0	0.0	0.0	0.0	14.15	0.0	0.0	0.0	9.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18796.57	17507.83	18655.33
mt_BC104337	13.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.16	0.0	0.0	4.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9032.87	8417.95	8583.15
