	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_77	Cux2_tdTpositive_cell_98	Gad2_tdTpositive_cell_8	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_64	Gad2_tdTpositive_cell_69	Htr3a_tdTpositive_cell_32	Htr3a_tdTpositive_cell_91	Ndnf_tdTpositive_cell_16	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_36	Nos1_tdTpositive_cell_40	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_70	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_92	Sst_tdTpositive_cell_101	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Hist1h1e	1.0	0.0	0.0	6.94	0.0	0.0	0.06	9.4	3.75	1.76	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.59	0.0	8.12	0.0	0.0	0.0	0.0	5.82	9.69	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	1.22	0.3	0.0	0.0	6.13	2.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04	1.39	2.04	0.61	0.72	0.38	2.01	1.66	1.91
Hist2h2bb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.0	0.0	0.0	2.35	2.01	2.86
Hyal2	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.0	40.32	33.41	0.0	0.0	0.0	59.53	0.0	0.0	0.0	0.0	31.54	0.06	42.63	0.0	0.0	0.0	0.0	0.0	17.93	0.0	89.11	0.0	0.0	1.63	0.0	0.0	49.35	0.0	51.9	0.0	0.0	15.88	0.0	0.0	45.51	0.0	0.32	33.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.15	27.51	0.0	3.75	10.15	14.61	8.97	10.88	8.82
Ifitm1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	4.66	6.52	4.15
Igfbp3	0.0	0.0	30.07	0.0	0.0	0.0	0.0	2.5	0.0	0.0	42.14	0.0	0.0	75.91	0.0	4.22	0.0	0.0	0.0	0.08	0.05	16.16	0.0	0.0	0.0	0.0	8.67	0.0	92.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.65	0.0	0.0	0.0	0.22	0.0	0.0	0.43	0.96	0.0	0.0	27.2	0.0	41.85	0.12	0.0	0.0	0.0	0.29	5.29	0.0	0.0	1.59	0.57	0.0	10.12	9.95	10.49
Ikzf4	0.0	0.0	2.09	4.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.07	0.0	21.74	0.0	1.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.61	0.0	0.0	0.0	4.51	0.0	0.0	0.0	5.32	0.0	0.0	0.0	0.0	0.03	0.0	0.2	0.0	0.38	0.0	0.25	0.96	0.29	9.24	8.38	8.65
Il11ra2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.91	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.11	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.06	0.0	0.1	0.0	0.0	0.06	1.32	0.0	0.0	0.61	0.21	5.81	2.35	1.27	4.28	1.89	1.73	1.86	1.4
Il20ra	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.98	0.49
Ipo4	0.0	0.0	28.85	0.0	19.67	0.0	29.53	1.68	132.11	18.54	38.44	25.52	28.2	0.14	0.55	26.18	0.02	50.34	33.91	14.79	3.18	11.61	26.12	0.0	4.46	0.0	1.92	9.03	157.71	6.44	52.17	6.66	0.0	0.35	39.99	4.67	46.68	145.33	25.97	17.59	6.06	24.86	25.53	4.1	0.49	33.13	118.82	76.1	3.02	1.53	12.05	26.07	63.35	0.39	42.34	21.6	22.24	21.81	22.02	19.41	24.87	57.08	62.85	56.58
Kcna4	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	27.04	0.0	0.1	21.97	14.34	25.17	1.24	0.0	17.75	0.02	0.0	9.98	27.69	29.99	0.06	0.0	0.0	25.66	4.19	15.04	0.0	0.0	0.0	0.0	0.0	22.65	4.59	0.0	0.27	9.06	0.0	0.0	6.27	0.0	23.55	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	1.23	5.93	4.08	0.25	1.16	5.91	4.12	16.2	14.71	15.3
Kdm1b	1.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	1.42	6.03	0.0	0.0	9.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.42	0.0	0.0	0.0	0.16	1.38	0.0	2.63	2.2	1.18	6.79	6.44	6.93
Kif9	0.0	0.0	0.0	0.0	0.0	35.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17	0.0	0.09	17.17	0.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.92	5.76	5.43	3.28	8.84	2.64	5.16	4.63	4.25	5.51
L1td1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.36	0.0	0.0	0.0	0.0	0.24	0.03	0.03	0.1
Map2k2	4.87	0.0	0.29	0.0	0.0	3.62	1.25	0.8	0.22	0.0	0.0	22.77	19.82	3.32	0.0	6.86	3.45	0.15	0.07	0.0	17.81	0.0	0.47	0.0	8.73	3.45	0.11	4.05	31.99	3.21	0.0	23.55	0.0	0.75	4.68	21.5	0.25	6.36	0.0	1.86	5.25	0.36	0.1	2.71	1.37	0.19	44.2	0.0	1.98	0.98	3.21	0.0	10.91	0.0	8.87	6.05	1.71	5.21	5.42	4.83	9.33	60.47	69.16	67.5
Map3k10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.14	0.0	0.0	0.0	0.21	0.0	0.08	0.0	0.08	12.73	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.36	2.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35	0.0	0.0	0.38	2.41	1.48	0.08	0.64	0.19	0.66	129.25	141.31	139.52
Mbp	13.58	2.29	0.0	41.13	0.24	154.68	0.1	0.19	0.74	0.12	0.5	0.1	0.19	0.0	2.91	0.33	19.71	0.23	44.16	4.97	3.81	29.57	0.68	0.0	0.13	13.09	1.67	0.12	354.68	0.36	4.61	30.96	0.05	0.1	0.09	2.91	0.42	1.35	19.67	1178.0	24.34	0.77	0.12	1.11	25.79	58.38	128.68	195.29	64.64	0.19	22.16	0.38	5.01	0.0	62.34	232.99	8.88	37.13	36.13	31.65	159.41	2488.42	2701.74	2972.44
Meis2	0.0	0.0	0.23	0.05	0.0	0.17	0.13	0.15	0.29	0.11	0.0	0.12	0.19	0.4	0.07	0.06	0.09	0.03	0.04	0.04	0.11	0.35	0.05	0.0	0.32	0.06	0.1	0.0	0.2	0.06	0.21	0.0	0.18	0.0	0.09	0.04	0.01	0.0	0.11	10.07	22.78	0.0	0.03	0.03	0.28	0.24	0.16	0.0	0.11	0.18	0.0	0.05	0.09	0.14	35.35	26.76	9.26	13.19	14.62	26.91	16.99	66.68	69.5	64.81
Mier2	0.0	0.84	0.0	16.21	0.0	0.0	0.0	0.08	0.0	0.0	0.0	54.93	0.0	0.0	8.33	0.0	0.0	0.0	0.0	0.32	0.56	0.0	0.0	1.52	0.0	39.59	4.08	0.0	68.84	0.0	0.0	0.0	0.0	0.0	14.35	1.96	0.0	0.0	0.0	0.0	5.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.59	9.86	0.0	0.0	0.0	2.36	0.7	5.02	6.1	0.12	0.67	2.44	27.29	28.46	27.86
Mndal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.54	2.27	6.19	0.0	9.31	6.74	6.06	1.71	1.13	1.87
Myc	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.64	57.06	0.0	0.0	0.0	0.0	0.0	0.0	2.45	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	152.66	0.0	0.54	1.25	0.0	0.0	11.79	4.42	51.55	0.0	0.0	5.35	0.0	0.0	0.0	0.0	0.0	22.12	0.2	0.0	0.0	0.0	0.0	23.43	3.93	0.0	1.49	5.55	7.19	17.33	4.37	7.06	4.5	3.01	3.88	4.17
Myh9	5.23	1.6	3.3	2.53	1.3	10.54	5.09	3.63	7.95	3.38	2.18	3.66	3.99	0.63	3.26	1.72	3.34	5.08	3.36	2.96	2.72	2.24	0.44	8.28	7.21	0.72	4.92	2.91	7.78	4.19	1.99	1.9	2.36	0.0	1.68	3.76	4.02	1.68	2.25	7.42	19.53	1.8	2.76	2.12	1.27	4.77	6.77	10.74	3.98	5.75	0.53	2.56	2.94	0.0	6.48	7.01	7.48	4.94	7.76	7.6	8.07	34.12	34.72	35.82
Nkx6-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.54	0.0	0.0	0.0	0.0	17.72	18.7	19.87
Npy	138375.8	13918.43	173305.25	115124.65	12448.57	16044.9	43922.94	96206.73	42632.64	67463.47	65548.38	125016.83	34339.27	80627.8	132042.44	105008.15	149629.49	134232.96	130357.56	116117.28	120987.76	132052.33	122154.33	122963.43	126501.28	130527.91	173863.58	101365.79	73168.9	126989.03	166048.87	191162.16	154857.31	124150.07	134158.33	153405.37	147732.76	141010.39	151963.58	12.38	985.16	145032.54	180453.32	38762.64	128781.07	137945.15	48908.54	70964.58	35571.91	32250.58	137580.94	65503.76	120620.2	68416.93	0.0	0.0	0.0	0.0	0.6	0.0	0.7	214.21	196.57	200.76
Nr1i3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.56	0.58
Nudt18	4.46	0.13	20.33	0.09	5.81	20.7	0.0	0.06	8.78	7.05	0.17	23.03	17.92	0.0	0.0	12.86	13.84	0.09	0.0	0.91	0.81	0.08	13.35	1.76	0.0	0.08	25.74	14.34	29.73	0.0	0.26	0.06	0.09	19.09	0.0	9.3	0.0	58.64	14.06	1.89	3.4	0.0	0.06	1.5	0.24	11.09	0.0	0.13	15.7	21.37	15.85	27.33	0.7	0.0	10.92	1.91	9.67	9.15	4.07	10.32	9.29	22.4	25.54	23.22
Nwd1	0.1	0.0	0.0	0.03	0.04	0.0	0.05	0.03	0.0	0.0	0.27	0.08	0.03	0.14	0.0	0.0	0.0	0.05	0.04	0.02	0.09	1.17	0.07	0.05	0.05	0.07	0.0	0.08	1.12	0.0	0.13	0.05	0.0	0.06	0.0	0.0	0.07	0.0	0.1	9.95	0.15	0.04	0.02	0.02	0.0	0.03	0.05	0.06	0.15	0.12	0.05	0.0	0.0	0.28	0.09	0.0	0.05	0.12	0.04	0.26	0.09	27.35	24.23	32.18
Nxph3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.54	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25	0.17	7.8	6.2	3.59	4.8	6.51	29.11	33.94	31.51
Pcdhga1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.34	0.0	0.0	0.0	0.0	0.0	12.64	0.0	0.0	0.0	128.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.92	1.07	0.0	0.0	57.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51	2.7	1.7	14.31	3.76	3.78	3.97	7.54	8.48	7.45
Pcnxl3	0.0	15.39	0.19	0.0	0.0	0.08	0.53	7.65	6.33	0.0	0.0	0.0	0.67	0.14	1.0	0.0	0.0	0.83	7.03	0.13	0.0	2.61	0.11	0.0	0.17	0.0	0.03	0.0	25.36	7.9	12.53	0.03	0.0	0.03	0.79	3.13	0.04	0.15	0.0	1.26	0.21	0.0	0.0	7.94	0.0	0.0	4.7	2.09	0.0	0.0	0.0	0.0	0.02	0.0	0.05	1.02	0.05	0.12	0.53	0.65	0.94	27.31	28.15	29.54
Pdzd7	0.0	0.0	0.0	0.28	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.14	0.0	0.0	0.0	0.4	0.0	0.0	0.1	0.0	0.0	0.0	0.28	2.55	0.0	4.12	0.71	0.0	0.0	4.5	4.68	4.87
Pdzd9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.34	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.73	0.14	0.0	0.0	0.0	0.26	0.0	0.47	0.53	0.81	0.15	0.22	0.87
Pigg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.51	0.0	0.0	0.0	6.98	21.06	0.0	0.0	0.0	0.0	0.06	0.03	0.0	26.83	0.11	0.0	0.0	2.43	0.0	64.05	1.67	1.93	2.5	1.22	0.0	0.0	0.0	0.0	0.0	0.0	6.23	5.07	16.6	12.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	4.83	3.7	3.4	0.57	7.46	3.84	7.65	16.57	15.17	16.04
Plekhb1	0.0	0.0	1.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	4.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.64	0.0	0.0	170.58	0.15	0.0	6.26	0.0	0.0	52.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.39	108.2	46.08	39.77	110.38	60.56	91.08	297.36	295.72	317.45
Ppp2r5a	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	2.18	3.06	0.0	0.0	0.0	1.32	0.0	0.0	0.13	0.81	0.0	0.0	29.07	0.0	0.21	0.0	9.83	0.27	0.0	0.0	38.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.07	3.29	0.0	0.74	0.0	2.16	19.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.16	11.89	3.38	9.87	8.62	5.23	5.72	69.33	67.41	67.73
Pygl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	1.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25	3.56	3.07
Rbm41	0.94	0.18	12.65	9.3	0.72	0.51	0.75	0.45	36.32	1.37	0.32	10.89	1.08	0.89	0.13	4.76	0.37	0.1	9.37	0.33	0.13	0.78	0.15	20.38	0.59	0.92	1.47	0.91	73.04	0.18	0.42	0.34	0.6	0.83	0.17	0.28	0.37	2.11	0.46	7.74	13.82	14.4	0.36	0.22	0.74	0.54	2.34	2.1	0.37	1.4	0.06	0.66	0.2	3.0	0.67	5.78	10.07	1.29	5.03	5.56	2.96	5.58	5.21	5.56
Reck	0.0	0.0	2.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.16	0.0	2.89	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	2.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	4.43	0.53	1.46	0.7	8.86	8.34	8.64
Rgs3	0.0	8.53	2.19	0.0	0.0	0.0	0.0	0.78	0.0	0.0	0.0	20.76	0.12	0.0	2.88	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.32	0.82	0.0	0.0	21.57	0.0	0.0	1.98	0.0	0.0	0.0	0.0	0.0	7.71	1.44	2.69	1.03	0.0	0.3	0.0	0.86	0.24	0.0	0.0	0.0	0.0	4.93	0.0	0.14	0.0	2.08	4.19	1.53	1.68	0.0	0.73	0.09	17.25	17.99	19.24
Rod1	0.09	0.0	0.0	29.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.73	0.0	0.0	0.0	0.0	0.0	2.24	0.0	0.0	6.56	0.0	0.0	22.35	0.0	0.0	0.0	18.33	38.67	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.18	1.78	4.55	0.99	0.0	6.1	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.03	0.0	5.16	2.94	5.25	2.63	9.06	3.47	4.84	12.82	11.1	11.04
Sertad2	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.11	6.8	8.64	0.0	0.0	0.0	0.94	0.0	0.0	0.0	0.0	2.92	0.0	0.0	2.11	0.99	12.52	0.0	0.0	0.0	2.86	14.95	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.37	0.0	1.11	0.55	6.92	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.08	0.0	0.0	0.0	0.0	1.08	6.99	1.34	0.48	3.9	5.8	2.86	15.77	15.71	15.34
Sh3gl2	124.68	8.68	108.73	118.46	2.35	144.93	0.57	75.7	172.96	56.83	460.28	67.46	1.87	66.64	45.22	25.02	44.79	2.7	23.52	85.72	55.39	71.02	80.78	32.16	59.02	153.72	84.06	49.46	154.6	131.53	55.23	68.27	0.09	63.23	40.43	147.57	20.03	3.26	101.81	127.79	161.77	71.04	44.92	111.24	103.96	43.25	1.93	1.69	11.0	46.7	8.12	160.41	65.02	1.91	375.48	273.44	300.23	441.79	274.48	417.49	414.06	300.58	299.58	283.65
Siah1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.74	0.0	0.86	0.82	5.94	5.08	4.44
Slc1a2	15.05	2.19	0.32	0.07	16.34	0.23	1.05	44.19	159.16	33.5	111.03	61.13	0.09	45.84	0.05	0.42	0.48	0.06	49.18	0.07	0.02	0.27	0.25	1.91	8.64	4.36	0.12	39.49	43.51	0.11	0.05	0.05	0.14	1.02	0.04	0.05	0.11	0.22	0.12	242.97	46.09	0.05	0.16	14.32	0.05	1.06	0.13	0.0	0.05	0.05	0.21	0.21	0.07	31.31	319.41	180.88	216.02	266.55	265.55	192.3	194.62	687.16	596.01	766.65
Slc6a11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	5.51	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.04	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.17	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.63	0.26	1.07	1.83	1.75	2.77	3.66	91.39	91.42	98.55
Smad3	0.0	0.0	0.0	0.21	0.11	0.0	0.0	21.47	0.5	5.02	54.77	12.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.47	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.97	15.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.7	13.92	0.53	3.85	2.26	5.09	3.72	34.88	36.49	36.75
Snord17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	150.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.04	0.0	0.0	0.0	0.0	1.06	0.5	0.55
Sstr4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.94	3.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.54	18.71	3.48	15.68	3.95	9.12	7.92	26.73	23.69	26.85
Suv420h2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.25	0.0	0.0	0.0	0.0	0.0	0.0	10.27	0.0	0.0	0.0	0.2	1.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	4.41	0.0	1.24	1.27	0.16	14.32	13.93	16.2
