	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_28	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_57	Chrna2_tdTpositive_cell_77	Cux2_tdTpositive_cell_98	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_69	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_18	Htr3a_tdTpositive_cell_32	Htr3a_tdTpositive_cell_44	Ndnf_tdTpositive_cell_19	Ndnf_tdTpositive_cell_20	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_76	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_101	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Emilin2	0.0	0.0	0.0	88.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.94	1.96	2.02
Enho	0.0	0.0	0.0	67.49	0.0	0.0	31.5	0.0	1.38	0.0	2.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.07	0.0	0.0	2.35	0.09	0.0	0.26	16.33	0.62	0.0	0.78	3.47	0.0	5.97	31.62	0.0	0.0	0.0	0.17	0.23	0.0	0.0	0.0	1.83	42.77	7.03	24.19	0.0	0.0	3.43	0.0	0.0	0.0	60.12	0.0	0.0	85.76	37.89	22.51	1.71	0.49	1.13	4.29	55.83	66.53	64.27
Ets2	0.18	0.97	0.0	63.26	23.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	7.93	52.22	25.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	17.32	16.83	0.0	0.0	21.18	0.0	17.65	11.74	0.0	11.19	0.78	0.0	0.05	12.83	0.0	12.52	5.01	6.12	56.67	59.16	51.74
Fam26d	0.0	0.0	0.13	0.59	0.0	0.29	0.0	0.0	0.0	0.19	0.29	0.0	0.26	0.25	0.09	0.07	0.0	0.0	0.0	0.0	0.03	0.04	0.03	0.05	0.03	0.0	0.0	0.0	0.11	0.07	0.11	0.07	0.0	0.0	0.06	0.0	0.0	0.2	0.0	0.08	0.07	0.0	0.0	0.0	0.07	0.0	0.03	0.0	0.09	0.16	0.0	0.18	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.09	0.0	0.04	0.08	0.08
Fig4	0.78	42.51	10.38	94.62	31.15	34.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.15	0.02	12.1	0.0	0.0	0.0	0.0	0.0	0.34	0.12	0.0	0.0	1.29	0.0	0.0	22.37	10.25	0.0	0.0	0.0	9.34	0.09	0.0	0.0	3.84	1.61	4.67	5.25	0.0	0.0	0.68	0.0	0.0	0.0	22.55	52.24	0.0	0.0	4.1	0.0	1.02	4.46	2.21	7.95	27.98	30.41	28.25
Flot1	29.87	4.07	0.0	234.61	135.89	96.75	96.52	23.57	18.59	39.4	13.18	0.0	0.0	0.0	8.13	101.76	113.84	0.0	38.64	26.07	0.0	48.95	0.06	1.92	106.75	21.32	5.6	8.58	57.18	9.85	100.98	9.97	122.09	92.49	46.35	57.74	2.67	42.55	0.0	1.92	19.31	51.25	0.0	38.73	25.55	47.48	0.0	126.82	0.71	0.35	138.42	0.0	56.73	0.0	4.74	0.0	0.3	50.16	25.97	23.92	62.58	66.27	137.1	148.3	139.89
Fxyd4	0.0	0.0	0.0	0.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.2
Gadd45a	10.21	0.0	10.59	57.65	3.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.03	4.4	0.0	0.0	0.0	0.07	0.0	0.14	0.0	3.91	0.2	0.0	2.31	0.0	2.04	0.27	2.6	0.0	0.0	1.35	0.0	0.0	15.65	0.0	0.0	3.43	0.0	0.0	2.07	20.61	15.64	0.0	35.74	0.0	11.12	0.0	2.24	0.0	2.04	0.0	0.0	0.0	0.0	6.63	0.0	49.14	64.49	53.46	16.38	13.34	10.55
Galnt10	0.0	0.0	0.0	67.31	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	1.68	0.0	0.0	0.0	0.0	8.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	20.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.62	6.72	6.25
Galnt6	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	1.45	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	1.21	6.59	6.75	7.74
Glt8d2	0.0	0.0	0.0	85.24	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.25	0.39	0.2	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.02	0.0	0.0	0.0	0.0	33.49	0.0	0.0	0.0	0.0	0.0	0.0	7.08	0.0	0.0	0.0	0.0	0.0	18.44	0.0	18.93	40.16	0.13	0.0	0.21	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.22	0.0	0.0	0.0	39.03	18.97	24.33	17.94	17.1	18.26
Gm19583	0.0	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08
Gm3716	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.19	0.11
Gm4902	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.12	0.0	0.0	0.09	0.44	0.32
Gm9199	0.0	4.57	14.58	26.23	8.49	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.81	0.0	0.66	0.0	0.17	3.04	0.78	0.13	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.0	0.23	0.0	0.0	3.44	16.35	0.0	0.0	0.33	0.0	1.65	0.22	0.38	0.0	0.35	8.85	0.23	0.0	0.0	0.12	0.49	0.0	0.0	3.17	0.0	0.0	0.74	0.0	0.48	0.0	1.9	1.38	0.0	0.21	0.0	0.59
Gpr68	0.68	0.0	6.29	96.39	0.48	0.0	1.18	9.09	0.16	0.98	0.62	1.46	3.8	0.49	0.3	0.37	0.74	0.0	0.17	0.3	0.56	0.06	0.14	0.19	0.19	1.54	0.0	0.13	0.32	0.57	0.32	1.1	0.36	0.56	0.67	0.22	1.45	0.51	0.42	0.21	0.19	0.34	1.0	4.15	2.94	0.46	0.49	0.77	3.43	0.97	0.69	1.66	0.65	0.59	1.42	0.65	0.28	0.75	0.09	8.87	8.98	11.46	10.02	9.8	9.13
Grm2	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	6.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.41	0.94	41.5	44.9	46.69
Gsk3a	19.06	0.11	1.51	68.97	8.52	30.53	7.56	0.0	0.0	0.0	54.68	0.0	0.0	0.0	3.13	1.05	0.0	3.34	5.33	12.67	8.17	0.67	14.75	4.59	0.0	2.89	2.7	3.49	0.18	14.77	15.26	1.77	11.29	3.59	0.11	35.88	7.43	5.1	8.28	1.69	0.0	3.92	7.24	3.75	12.11	0.0	0.0	19.56	9.67	8.09	4.52	18.42	0.52	18.64	0.21	2.67	3.6	0.95	2.17	4.97	7.72	11.27	213.06	226.46	219.6
Igsf6	0.3	0.0	0.0	20.98	0.0	0.0	0.0	0.0	0.08	0.0	0.4	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.18	0.23	0.72	0.0	0.18	0.38	0.0	0.14	0.0	0.16	0.0	0.0	0.1	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.15	0.36	0.12	0.08	0.0	0.0	0.0	0.25	0.26	0.0	0.0	0.0	0.72	0.0	0.0	0.0	0.0	0.16	0.0	1.49	1.53	1.71
Irak2	5.17	1.2	1.54	39.46	3.06	1.41	1.74	1.55	1.56	2.36	1.15	3.26	7.39	3.24	1.29	1.8	2.79	0.0	0.85	0.61	0.96	0.88	1.1	1.24	1.6	1.23	1.6	1.07	1.42	2.17	0.86	15.51	2.99	0.82	1.89	1.08	2.11	0.54	1.43	1.21	2.25	1.23	1.16	6.32	3.7	2.17	0.38	1.58	0.51	1.32	4.78	3.6	8.09	2.12	0.94	1.7	1.13	0.55	0.61	2.77	5.4	4.4	13.83	13.11	14.81
Irf1	0.0	0.0	0.0	58.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.05	0.0	0.0	0.0	0.0	0.17	0.19	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.1	0.13	0.0	0.26	0.0	0.0	12.82	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.22	0.0	0.11	0.0	0.0	1.29	2.65	1.17	6.84	8.4	7.35
Ism1	0.0	0.0	0.0	36.52	0.0	0.0	0.0	0.0	0.0	8.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.58	0.59	6.93	9.57	7.05
Jak3	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	5.2	4.32	4.81
Kif26b	0.0	0.0	3.75	10.76	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	2.88	3.43	3.79
Klhl17	0.0	3.67	0.0	96.37	0.0	0.0	0.0	0.0	48.17	0.0	0.0	6.63	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	32.72	0.0	0.0	17.73	0.0	18.07	9.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.93	3.77	0.0	19.57	0.54	0.0	11.08	7.63	28.46	0.0	0.0	0.0	0.0	0.0	0.0	1.83	104.66	0.0	0.0	59.75	0.0	0.0	4.15	9.8	10.69	35.96	37.53	40.54
Ldb2	12.39	90.34	0.2	119.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.07	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.07	9.2	0.08	0.0	0.0	0.0	0.0	10.35	100.76	175.4	0.0	0.0	2.58	0.0	0.0	0.0	0.0	1.78	44.77	0.0	0.0	0.0	0.0	0.04	177.23	171.89	202.17	50.55	48.2	45.35
Lgr5	0.34	0.18	1.09	12.67	0.89	0.32	0.71	0.06	0.26	0.0	1.17	1.64	1.61	1.66	0.54	1.46	1.47	0.0	0.1	0.26	0.6	0.48	0.39	0.45	0.4	4.85	0.33	1.31	0.7	0.4	0.25	0.87	0.0	0.21	0.1	0.15	0.0	0.14	0.42	0.2	0.18	0.13	0.78	0.63	0.86	0.13	1.6	0.2	0.04	0.4	1.06	1.44	0.49	0.16	0.79	0.14	0.19	0.55	0.53	0.88	0.28	0.97	1.81	2.4	2.44
Lingo1	0.0	0.0	0.0	0.13	0.0	0.0	0.08	0.0	1.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.12	0.03	0.29	0.09	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	5.99	24.63	0.0	7.52	0.42	0.05	10.55	1.78	0.0	2.61	0.0	0.0	0.0	0.08	6.06	0.0	11.82	10.64	12.29	232.82	237.98	251.08
Lmo3	0.0	9.17	68.86	201.42	0.0	0.0	0.0	10.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133.94	0.0	0.0	0.08	0.23	81.24	0.0	0.0	0.0	0.0	0.0	0.13	0.19	0.19	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	165.4	132.59	0.0	110.59	0.22	81.94	0.0	0.0	0.0	0.0	80.31	0.0	89.07	0.12	0.44	0.13	498.07	312.91	385.76	104.32	108.58	102.18
Loh12cr1	29.3	0.0	0.0	91.09	0.0	0.0	0.67	0.0	18.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.97	0.0	5.64	14.85	0.0	0.0	2.96	0.0	30.54	7.77	0.0	0.0	2.25	0.0	0.0	0.0	0.0	41.08	0.0	0.0	13.13	0.52	0.0	2.75	22.17	32.17	8.37	17.97	8.29	38.86	0.0	0.0	0.0	0.0	0.0	0.0	37.73	0.0	0.0	0.0	0.0	0.0	0.0	8.61	16.61	5.88	36.13	42.18	38.35
Lyve1	0.0	0.0	0.0	58.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	1.23	1.07	0.98
Mettl13	0.0	0.0	0.0	88.03	0.0	0.0	0.0	0.0	0.0	0.0	4.77	0.0	0.0	0.0	55.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.38	0.0	0.0	0.0	4.38	16.71	0.0	0.0	0.0	7.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.27	0.0	0.0	6.66	0.0	2.24	0.99	2.74	9.26	9.76	9.93
Mib1	3.02	0.0	0.0	45.7	11.66	0.0	0.28	0.0	0.0	0.0	0.0	0.0	9.56	0.0	0.53	6.87	1.61	0.0	25.1	8.27	0.0	0.0	0.05	5.18	0.0	0.24	0.07	0.0	3.29	0.0	3.1	2.02	0.0	2.87	0.31	0.56	0.0	0.0	1.75	0.3	9.61	0.0	16.17	1.15	4.41	0.0	0.0	19.07	0.16	0.0	3.63	0.7	0.12	0.76	0.0	4.84	4.5	0.0	3.03	2.58	2.44	3.64	49.4	40.57	49.68
Mir138-1	0.0	0.0	0.0	78.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48	0.0
Mtap1s	0.0	0.0	0.15	30.44	0.0	0.0	0.0	0.7	0.0	16.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	6.39	0.05	1.31	0.1	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.0	4.72	0.1	0.07	13.58	0.29	0.0	0.0	0.27	0.0	0.0	0.0	5.23	4.18	0.0	0.05	7.52	0.05	0.0	0.0	0.0	5.38	0.0	0.14	0.14	0.0	0.55	0.0	0.27	1.05	1.59	36.51	42.07	41.64
Mxd4	0.0	0.0	0.0	108.11	37.02	0.0	0.0	0.0	0.0	0.0	0.0	11.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.61	1.2	1.52	56.59	54.35	59.83
Myadml2	0.0	0.0	0.0	54.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.15	0.0	0.0	13.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.22	0.0	0.0	0.0	13.52	2.65	0.0	0.0	0.0	22.95	0.0	0.0	0.0	0.0	0.0	76.13	0.0	0.0	0.0	0.0	0.78	3.84	5.81	6.95	7.63	7.26
Myh11	0.0	0.0	0.0	4.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.08	3.14	2.99
Ndel1	2.44	15.73	0.0	195.14	38.02	0.0	18.94	0.0	4.45	0.0	81.68	0.0	11.71	7.23	0.21	11.23	0.0	0.0	15.25	91.1	0.05	122.28	29.92	0.0	39.98	0.0	66.73	95.24	40.7	0.0	15.03	50.39	159.54	28.33	0.0	4.07	0.0	81.55	10.37	27.14	52.56	17.73	0.0	42.77	40.19	14.58	49.71	0.0	56.74	2.24	3.63	0.0	4.97	56.8	128.19	22.5	12.45	10.95	0.0	13.54	41.45	40.5	92.33	93.85	89.91
Nfe2l3	0.0	0.0	0.0	30.11	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	3.66	3.69	4.15	4.68	4.25
Nhlrc4	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.59	0.64
Nog	0.0	4.83	0.0	33.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.36	12.22	13.06	12.79
Npc1	13.73	0.17	1.03	49.26	0.13	0.07	0.08	11.76	3.12	2.86	0.48	1.07	1.89	0.48	7.62	0.0	1.5	0.0	10.58	0.34	0.35	3.05	0.24	0.15	0.14	0.12	3.12	0.0	0.25	0.06	0.17	1.84	0.0	0.19	1.79	0.0	0.0	0.08	0.11	0.49	0.32	0.04	0.33	19.03	0.2	0.06	0.41	14.45	25.52	0.32	0.2	0.54	0.16	0.0	0.09	1.42	0.0	6.14	0.47	3.94	3.02	2.46	33.09	34.16	33.39
Nphp3	0.0	0.0	0.0	38.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.53	0.0	27.72	0.0	0.31	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.56	0.0	0.0	2.75	0.0	0.0	0.0	0.0	3.09	0.0	0.0	0.04	0.0	3.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.02	0.2	0.52	0.0	5.68	5.57	7.3
Npy	138375.8	359.05	9073.51	13918.43	173305.25	1.46	115124.65	12448.57	96206.73	82245.2	42632.64	65548.38	14635.6	77711.12	125016.83	59230.28	63494.68	0.0	132042.44	149629.49	134232.96	130357.56	116117.28	120987.76	122165.94	132052.33	122154.33	122963.43	126501.28	98464.67	130527.91	173863.58	45711.04	166048.87	115420.41	191162.16	154857.31	134158.33	153405.37	147732.76	141010.39	101137.64	151963.58	12.38	985.16	145032.54	28240.98	180453.32	38762.64	128781.07	23340.13	8484.11	137945.15	48908.54	70964.58	32250.58	49931.63	137580.94	120620.2	0.6	0.0	0.7	214.21	196.57	200.76
Pcnt	0.46	0.0	0.55	7.64	0.85	2.98	1.95	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.1	0.0	6.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.64	0.0	0.0	0.0	0.0	0.03	0.0	0.0	3.95	1.99	0.0	0.0	0.0	0.0	0.0	0.15	0.85	0.93	11.47	12.09	11.23
Pdap1	10.81	11.03	2.22	41.72	38.41	0.0	1.21	13.76	22.87	14.7	15.67	4.28	0.0	4.65	3.22	14.35	1.31	0.0	9.93	12.68	37.35	9.79	11.72	6.28	10.8	24.29	6.79	45.63	15.91	5.35	6.67	20.78	28.79	8.22	4.05	10.62	2.79	14.66	16.99	18.8	18.53	20.0	0.0	29.54	10.21	3.79	6.2	14.74	12.11	11.87	24.99	0.0	30.06	17.59	13.2	4.9	40.43	14.69	1.84	20.34	23.24	18.84	68.93	75.22	74.29
Phtf2	0.0	2.58	0.0	114.91	0.0	0.0	12.41	2.34	90.37	59.51	0.0	0.0	0.0	0.0	0.0	3.61	0.0	0.0	0.0	0.05	3.37	0.51	0.04	18.98	4.59	12.19	19.92	0.0	0.0	23.47	0.0	0.0	0.0	0.79	1.72	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	5.77	42.78	10.21	0.0	0.0	0.0	0.0	0.0	0.0	20.82	0.0	47.29	41.11	0.25	0.0	0.0	21.31	22.26	16.0	9.91	8.92	9.79
