	Calb2_tdTpositive_cell_1	Calb2_tdTpositive_cell_17	Calb2_tdTpositive_cell_24	Calb2_tdTpositive_cell_29	Calb2_tdTpositive_cell_38	Calb2_tdTpositive_cell_40	Calb2_tdTpositive_cell_54	Chrna2_tdTpositive_cell_71	Gad2_tdTpositive_cell_10	Gad2_tdTpositive_cell_34	Gad2_tdTpositive_cell_79	Htr3a_tdTpositive_cell_6	Htr3a_tdTpositive_cell_14	Htr3a_tdTpositive_cell_21	Htr3a_tdTpositive_cell_27	Htr3a_tdTpositive_cell_29	Htr3a_tdTpositive_cell_34	Htr3a_tdTpositive_cell_36	Htr3a_tdTpositive_cell_45	Htr3a_tdTpositive_cell_48	Htr3a_tdTpositive_cell_56	Htr3a_tdTpositive_cell_69	Htr3a_tdTpositive_cell_77	Nos1_tdTpositive_cell_5	Rbp4_tdTpositive_cell_165	Vip_tdTpositive_cell_1	Vip_tdTpositive_cell_16	Vip_tdTpositive_cell_19	Vip_tdTpositive_cell_20	Vip_tdTpositive_cell_62	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Maml3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.12	0.0	164.11	0.0	0.0	16.26	0.0	0.0	0.26	1.04	4.12	1.21	4.07	3.96	3.88
Med19	0.0	0.0	0.0	19.45	0.63	31.09	0.0	0.0	23.48	0.0	0.0	38.76	0.0	0.0	0.19	0.0	61.32	0.46	0.0	0.0	0.0	0.0	0.0	0.0	25.07	0.25	310.94	26.75	0.0	0.5	0.22	24.22	43.54	20.4	21.46	24.27	36.0	35.03	32.76
Meis3	65.06	61.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	232.73	4.58	0.0	0.0	9.48	0.2	0.0	0.52	0.0	0.0	20.24	4.71	0.0	395.76	0.0	0.0	0.59	0.0	7.5	0.65	3.73	5.87	3.75	34.48	38.06	34.01
Mlxip	3.63	35.2	1.12	5.42	3.49	5.63	1.47	7.63	0.6	4.85	12.08	9.21	56.49	4.0	4.19	4.56	3.45	2.28	0.86	4.56	5.25	6.55	3.57	3.05	7.26	0.76	79.2	7.93	3.42	6.41	0.58	7.24	9.12	4.87	5.5	4.8	16.93	16.04	18.33
Mphosph10	0.0	118.14	43.97	0.0	0.0	0.0	0.0	0.0	135.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	31.46	0.0	33.68	0.19	401.29	138.62	0.0	0.24	0.0	40.95	51.34	42.63	37.39	48.83	15.33	15.66	14.2
Mrps34	0.0	0.0	0.0	0.0	9.68	0.0	0.0	6.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06	0.0	0.0	0.0	7.53	0.0	232.31	0.0	0.0	0.0	0.0	0.35	7.69	2.44	12.83	6.88	61.96	78.81	68.15
Mudeng	0.0	50.01	0.0	0.0	73.98	0.0	1.96	0.0	194.26	0.11	0.0	0.0	0.0	0.0	0.0	0.0	18.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.06	118.06	313.76	0.0	0.0	0.32	0.0	31.54	33.83	30.94	18.38	18.49	17.26	14.37	16.76
Nipal2	0.0	27.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.11	0.0	0.0	242.36	0.0	0.0	0.0	0.0	2.81	0.0	5.35	1.43	1.44	4.66	4.86	5.02
Nmur1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.16	0.17
Nr1d2	0.03	77.33	0.0	134.24	0.0	0.0	82.67	0.0	0.0	0.0	0.35	0.0	0.0	45.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.95	0.0	434.37	0.0	0.0	25.32	215.19	11.34	25.0	17.84	14.04	11.05	79.32	76.52	64.11
Optn	0.0	46.18	0.0	52.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.0	0.0	0.0	0.0	0.0	10.3	0.0	0.0	0.0	0.0	0.0	0.0	0.17	489.09	0.0	0.0	3.42	11.48	0.0	0.0	0.0	0.0	0.0	13.56	14.66	14.72
Pabpc4l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	190.94	0.0	0.0	0.0	0.0	0.0	0.27	1.02	1.11	1.32	0.17	0.28	0.17
Pank1	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	7.69	0.0	68.92	0.0	0.0	0.37	0.0	9.34	0.1	4.54	4.99	1.76	18.07	16.15	16.9
Pank4	0.0	0.0	0.76	0.0	0.0	0.0	0.0	0.0	19.46	0.0	0.0	0.0	0.0	0.08	0.15	191.87	0.0	6.38	0.0	0.0	0.0	192.2	0.0	0.33	17.53	0.32	550.63	271.7	0.0	0.61	34.45	33.61	48.16	41.0	31.85	45.01	32.15	35.58	34.22
Paqr9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.46	0.0	0.0	128.68	0.0	3.95	0.0	341.32	0.0	0.0	0.22	0.19	6.79	0.0	2.47	6.45	9.53	33.09	27.98	34.11
Parn	0.0	0.16	0.0	0.36	0.32	0.0	0.22	0.21	0.0	0.0	0.28	0.82	0.0	0.0	35.11	117.3	134.55	14.06	0.0	0.0	31.67	140.29	0.81	187.88	11.76	172.33	523.97	0.0	0.0	1.29	0.31	25.47	20.57	14.69	20.73	26.52	24.08	25.55	24.05
Pde4d	0.21	0.37	3.56	42.13	7.65	0.0	43.5	7.4	0.0	0.05	36.44	78.52	0.0	4.13	37.94	0.0	21.56	42.92	0.0	124.2	74.39	0.0	67.52	49.53	24.15	0.0	225.2	0.0	0.07	0.07	0.06	20.45	27.99	25.81	15.81	14.73	28.4	26.53	24.67
Phax	145.52	229.62	0.0	139.39	142.68	0.0	14.36	0.0	0.0	85.66	0.0	0.0	165.14	0.0	0.22	68.98	196.8	83.25	147.52	237.96	101.53	91.64	0.0	34.4	106.19	0.0	858.32	0.0	0.0	161.32	2.38	85.34	136.47	116.5	123.4	116.66	39.57	40.11	38.93
Phyhip	6.77	32.71	0.0	0.0	0.0	0.0	0.0	23.33	63.96	0.25	0.0	0.0	0.0	0.0	0.14	81.92	0.0	19.56	0.0	21.95	87.18	70.51	51.46	104.23	50.58	0.0	625.72	0.0	0.0	4.81	0.0	119.35	102.95	83.94	88.43	93.96	399.59	415.43	391.87
Pias4	0.0	0.0	0.0	1.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	8.34	0.0	287.4	0.0	69.23	1.25	0.0	3.83	4.01	1.09	1.26	1.27	25.66	30.11	26.61
Plekhj1	0.12	0.0	80.86	19.25	6.5	0.0	22.59	0.0	205.01	0.0	0.66	4.19	0.0	0.0	0.0	1.15	78.57	0.0	0.0	0.69	0.0	1.07	0.0	3.8	34.27	0.33	486.01	0.42	34.21	139.61	94.69	10.51	23.84	8.0	16.81	19.23	34.62	38.98	35.57
Pmm2	0.0	0.0	0.0	10.08	176.27	0.0	80.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	0.0	0.0	120.53	0.0	9.48	0.0	1.96	0.0	0.0	47.8	0.23	499.08	0.0	91.58	0.87	0.0	38.73	37.52	46.56	40.36	44.63	19.36	20.67	21.18
Pole4	9.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	191.14	0.0	85.03	0.0	136.65	0.0	0.0	0.0	159.1	0.0	31.59	0.0	503.21	0.0	0.0	0.62	0.0	74.31	23.69	11.6	8.23	7.89	37.71	38.4	35.9
Ppapdc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	62.65	0.0	0.0	50.21	0.0	0.54	0.0	25.04	0.0	193.36	0.0	0.0	0.0	0.0	0.94	14.52	11.18	8.59	8.3	44.72	51.93	48.77
Ppm1f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	18.3	0.0	10.87	0.0	112.48	0.0	0.0	7.04	0.0	6.71	8.52	5.93	5.39	6.69	46.8	46.46	46.2
Prcc	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.11	1.96	0.0	0.18	0.0	0.0	0.0	0.0	0.0	2.46	0.0	5.42	0.0	0.0	0.0	0.87	0.15	6.33	2.93	5.23	1.36	40.62	42.51	39.66
Ptpla	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	221.09	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.2	0.48	696.84	127.91	0.0	0.0	0.0	0.35	8.82	12.35	10.57	9.03	16.49	18.82	18.1
Ptprj	38.29	0.0	0.0	25.31	0.0	0.0	0.02	0.72	0.0	0.0	0.0	0.0	0.95	0.26	0.05	0.06	0.17	41.29	42.04	9.88	0.24	0.16	0.15	0.38	5.08	0.15	95.81	0.0	0.0	0.13	0.0	13.75	14.19	7.63	5.6	4.88	51.0	50.87	55.26
Ralgapb	0.02	0.16	2.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.38	0.08	6.63	0.0	0.0	20.83	0.0	0.35	4.06	0.0	0.0	39.21	24.45	0.0	1.89	0.0	62.83	0.0	0.11	51.73	0.0	0.64	2.91	5.17	4.74	2.78	55.12	50.01	54.12
Rasgef1a	17.73	0.0	0.0	0.0	0.0	10.68	46.1	0.0	8.43	0.32	125.45	60.91	34.51	117.46	0.0	41.86	79.11	0.0	38.27	74.41	78.53	0.0	32.79	0.0	25.68	0.13	309.87	0.32	0.0	170.59	0.0	40.09	35.61	31.24	42.5	37.33	204.44	211.08	213.34
Rcc2	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.9	0.0	0.0	48.09	81.46	0.0	0.0	3.35	0.11	23.91	0.0	0.0	0.14	0.0	11.63	4.39	13.62	7.9	11.91	61.45	68.71	59.96
Rdbp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	199.08	0.0	0.0	0.63	10.96	0.0	52.75	0.0	0.0	0.0	0.31	6.24	0.0	421.8	0.38	0.0	3.78	0.0	25.43	16.98	9.37	7.08	17.5	26.58	32.68	32.31
Recql5	0.0	64.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.57	0.0	10.45	0.0	509.19	0.0	0.0	0.51	0.0	2.47	6.58	5.57	5.83	5.8	15.6	16.02	16.36
Rhbdd3	0.0	0.0	0.0	0.0	9.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.98	0.0	0.0	0.0	0.0	173.03	0.0	4.74	0.0	545.52	0.0	0.0	0.57	0.0	19.16	20.39	9.61	15.67	5.4	20.41	19.75	19.49
Rnf169	0.0	0.0	0.0	0.0	0.0	0.0	31.99	0.0	0.21	0.0	15.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.95	0.0	0.25	0.0	0.0	0.0	13.82	0.06	76.36	0.0	0.0	0.07	0.0	19.19	21.67	6.58	11.63	10.01	18.41	22.99	21.86
Rnf19a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03	0.0	109.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	124.3	21.94	0.0	146.07	0.0	0.0	0.12	0.0	20.6	16.77	4.36	6.23	9.99	23.71	23.0	21.8
Rnls	0.0	0.0	0.0	33.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.43	0.0	0.0	4.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.11	0.0	90.88	0.0	0.0	0.0	0.0	0.89	1.7	0.44	1.53	1.8	2.54	2.53	3.07
S1pr3	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.18	432.96	0.0	0.0	0.23	0.0	4.38	4.43	1.19	4.79	3.07	5.89	5.51	5.58
Slc38a1	135.43	43.83	262.06	83.55	46.15	0.06	180.34	109.29	167.03	2.4	36.95	92.59	15.54	59.73	3.65	30.11	0.3	39.57	69.29	74.22	216.21	0.31	77.58	74.24	11.26	33.66	395.67	1.6	38.52	85.16	0.0	19.98	42.86	28.34	17.28	23.56	77.2	74.6	78.82
Slc3a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.17	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.12
Slc5a7	0.12	0.0	0.0	85.82	0.0	0.0	46.06	0.0	0.0	0.0	0.0	0.0	47.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.23	0.0	0.0	0.08	442.97	0.1	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.0	3.27	3.23	4.02
Slitrk1	88.35	0.0	0.23	0.0	0.0	31.23	0.0	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	37.99	0.0	0.53	0.0	0.0	0.0	0.1	25.4	103.29	10.04	0.1	378.36	186.7	0.0	0.36	0.0	70.67	40.44	48.67	68.37	52.45	69.52	64.99	66.52
Slmap	0.0	0.0	0.0	0.0	0.0	1.35	0.0	62.69	0.0	0.0	0.0	0.0	0.0	0.35	0.0	2.9	5.36	0.0	1.11	0.37	0.0	72.92	0.0	0.09	21.68	4.48	239.16	0.0	0.0	5.45	8.84	15.2	18.25	24.12	15.84	13.23	69.68	63.5	66.24
Smcr8	0.0	0.0	0.0	0.0	59.79	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.04	0.0	19.78	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.0	3.84	0.0	79.13	4.31	0.0	0.07	0.0	0.0	2.68	1.87	1.82	3.16	18.47	18.1	17.56
Spata4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26	0.0	103.38	0.0	0.0	0.0	0.0	2.65	0.0	0.59	0.34	0.68	0.29	0.36	0.79
Sphkap	0.0	0.47	0.0	9.03	8.38	0.0	0.0	0.0	2.84	0.0	0.0	9.67	0.0	0.0	0.0	81.4	0.0	0.0	0.0	0.0	0.0	17.21	0.18	81.95	14.1	0.19	290.45	0.0	0.0	144.75	0.0	8.46	5.65	8.14	5.64	5.11	78.83	78.34	82.8
Spock1	29.22	7.49	74.01	0.0	11.81	133.87	59.08	35.8	3.2	43.93	1.72	139.19	51.91	71.18	161.92	182.56	203.69	65.97	30.37	72.6	139.4	29.45	0.0	0.81	85.67	53.85	476.81	35.87	41.8	187.87	36.19	69.58	61.82	96.65	85.81	94.9	143.7	145.55	144.61
Srd5a3	41.96	0.25	0.28	0.0	0.0	0.23	0.21	0.7	0.3	0.0	0.49	0.0	0.27	0.0	0.0	0.0	0.25	0.0	0.0	0.24	0.0	0.0	0.14	0.32	1.48	0.0	490.54	0.0	1.15	0.0	0.26	12.94	23.64	5.81	5.31	6.95	22.26	22.56	21.72
Srsf9	0.13	37.18	21.23	0.42	108.69	116.27	236.58	271.16	0.0	107.34	0.0	37.08	21.03	53.92	2.38	54.19	0.0	79.12	16.24	246.56	0.0	0.0	20.93	152.53	132.38	265.49	1068.67	79.08	219.15	2.95	0.39	109.54	92.37	110.42	81.72	91.08	62.37	61.58	62.86
St8sia4	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.2	0.0	0.0	0.07	289.75	0.0	0.0	0.19	0.0	0.0	0.0	1.47	0.85	0.0	7.92	7.13	8.15
Stag2	0.0	9.15	0.0	86.42	4.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.19	0.0	3.72	0.0	0.0	0.0	0.15	0.07	0.0	4.22	0.0	40.88	0.0	0.0	0.18	0.0	13.21	4.93	17.51	13.58	8.32	27.89	25.9	28.12
Sugp2	0.31	0.0	0.0	2.76	0.0	0.0	0.0	0.0	0.0	0.0	0.21	13.59	0.0	0.0	0.0	0.0	0.0	1.09	2.18	0.0	0.0	0.0	2.78	0.11	10.19	4.19	14.48	0.0	0.0	0.0	0.0	14.75	9.31	3.5	4.75	4.44	63.49	63.87	67.29
Sv2b	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	72.32	0.08	2.72	0.0	0.0	0.19	0.0	168.44	148.72	249.69	166.21	194.14	302.25	285.41	283.79
Tbc1d19	0.45	0.0	0.22	0.0	0.0	0.0	0.0	6.79	0.0	108.39	0.0	0.0	0.0	0.0	0.0	17.68	0.0	103.99	0.0	0.0	0.68	8.46	0.0	0.16	54.16	0.15	367.44	0.0	0.0	0.77	0.0	74.26	42.28	55.63	50.46	34.2	30.03	28.6	30.63
Tctex1d2	27.08	57.93	109.31	18.41	0.0	0.0	0.0	57.11	0.0	27.39	0.0	149.74	0.75	70.16	218.03	0.0	0.0	0.0	187.77	0.0	4.66	0.0	0.0	327.67	133.95	0.0	636.15	20.42	256.75	0.0	0.0	101.53	54.96	72.99	76.92	99.03	19.5	22.23	19.07
Tex10	1.94	1.69	0.0	29.22	8.45	0.0	0.0	0.95	0.86	0.11	1.76	282.64	0.0	179.61	0.0	0.0	0.0	0.0	0.0	208.15	0.0	0.0	0.0	0.0	12.3	0.13	494.79	1.46	0.16	0.96	0.0	6.72	27.08	4.92	21.04	21.61	13.97	14.72	13.53
Thtpa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.32	0.0	0.0	0.0	0.0	0.0	47.27	0.0	0.0	0.0	0.0	0.0	0.0	105.26	153.17	0.0	0.09	0.0	494.66	0.0	0.0	1.09	0.16	13.2	22.58	22.06	23.7	21.63	26.32	27.25	27.52
Tigd2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.51	37.53	0.0	12.55	0.14	205.71	28.36	0.0	0.17	0.0	7.47	8.47	0.69	1.37	3.23	10.45	10.03	9.74
Tmem141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.25	129.1	0.0	0.0	0.0	0.0	0.0	31.62	0.0	475.55	0.0	0.0	525.05	0.0	20.13	33.65	19.68	30.7	41.14	29.98	30.09	30.06
Tmem158	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.24	0.0	0.0	0.0	0.68	0.0	4.54	0.0	22.53	0.0	0.0	0.0	0.0	4.38	3.35	3.49	2.61	2.23	75.2	98.12	88.24
Tnip1	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.74	0.0	0.0	35.02	0.0	9.52	0.0	344.41	153.37	0.38	0.58	0.0	2.59	15.93	4.48	7.1	12.64	20.44	20.33	20.11
Tprgl	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	2.15	11.58	0.0	30.87	0.0	31.73	0.0	0.0	0.0	0.0	2.3	0.0	0.0	0.0	0.0	0.25	12.79	0.0	127.05	0.0	0.0	0.6	0.0	18.48	16.84	16.65	26.6	23.21	166.3	184.18	170.58
Trak2	45.4	37.98	0.0	0.0	1.25	2.33	26.14	0.0	0.0	0.0	2.52	2.66	0.0	0.0	1.28	0.67	36.33	0.0	0.74	77.11	0.0	0.0	0.31	0.0	10.05	0.06	157.49	126.55	0.0	5.95	0.0	7.31	16.48	17.24	9.75	11.05	105.63	100.92	106.39
Trmt2a	0.04	28.59	0.0	12.51	0.0	0.0	0.0	0.0	0.0	135.82	0.0	0.1	136.39	130.67	0.0	8.2	31.21	41.87	0.0	0.0	0.0	0.0	2.08	0.12	9.36	0.12	738.41	0.0	0.0	1.75	0.0	20.76	14.12	12.06	7.8	14.86	18.75	20.52	21.18
Trp53i11	0.33	179.82	29.54	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	1.39	0.0	0.0	87.96	0.16	0.0	0.0	0.0	0.0	0.0	21.84	0.0	1.85	0.0	460.41	31.84	0.0	0.64	0.0	2.15	0.43	0.22	0.65	1.44	62.11	61.3	67.08
Ttbk1	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.46	0.0	0.0	0.0	0.05	0.07	0.06	0.0	0.05	0.06	0.12	0.0	0.0	0.0	1.32	0.0	7.54	0.0	0.0	0.08	0.0	0.04	0.16	0.17	0.44	0.99	41.37	40.87	44.19
Tti1	37.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	163.84	0.0	80.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	155.39	2.39	0.0	386.15	87.05	60.31	241.31	0.12	5.85	5.52	4.72	8.71	15.92	15.11	15.61	15.15
Ttyh1	9.77	1.23	10.38	45.4	2.7	0.0	0.32	3.3	4.05	1.08	115.31	2.64	15.8	0.42	46.79	23.55	90.49	10.76	0.26	0.85	1.41	1.23	1.53	2.32	34.11	0.0	123.79	0.65	0.34	1.12	0.95	15.55	14.11	18.8	18.18	21.32	290.25	308.4	320.21
Ubl7	0.12	0.0	189.61	16.03	0.0	258.0	191.22	207.93	141.87	0.0	9.46	0.0	139.91	355.78	457.87	291.41	0.0	120.54	0.0	242.92	0.0	0.0	0.3	0.99	183.01	0.32	1877.94	0.0	0.39	539.8	0.0	289.31	322.93	228.01	278.49	256.39	101.75	107.1	102.53
Usp1	0.0	0.0	2.32	2.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.24	11.67	1.3	8.88	0.0	441.17	0.0	0.0	110.99	0.0	4.69	0.88	8.32	6.91	5.62	21.59	20.18	20.61
Vip	20048.18	18420.92	26849.21	27223.39	32658.1	48402.26	35690.76	26835.38	24307.74	42738.55	13833.32	25538.7	39789.49	29215.94	34420.5	22353.39	53179.5	32676.37	46837.05	32241.62	26385.26	19091.82	22500.8	24233.05	364.43	19024.52	6881.82	18390.47	14881.0	10112.35	10182.14	0.0	0.19	0.4	0.0	0.0	44.81	42.4	44.71
Wdr5	0.0	0.0	0.0	176.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.56	0.0	29.4	0.0	0.0	0.0	0.0	0.0	9.8	0.0	357.67	0.0	0.0	0.0	0.0	11.87	11.94	11.39	4.85	7.29	24.86	23.99	21.86
Wscd1	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24	0.0	0.0	0.0	0.0	0.0	3.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	177.31	3.03	0.0	21.06	0.0	0.0	0.0	0.0	1.75	0.31	1.85	3.14	7.99	63.53	68.22	74.36
Wwc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.99	0.0	0.0	0.0	0.0	0.0	55.06	0.0	0.0	0.0	0.0	1.59	2.99	1.76	0.68	1.23	21.83	23.54	22.9
Zc3h7b	0.03	0.0	12.01	0.0	0.0	61.26	0.0	0.0	0.0	0.0	3.22	9.04	9.77	0.0	0.0	0.0	0.0	24.51	0.0	29.71	0.0	0.0	0.0	2.46	1.16	0.0	80.83	7.26	0.17	0.09	0.0	2.84	0.67	1.58	3.54	2.19	86.81	85.92	92.81
Zc3hav1l	0.04	0.07	0.0	0.07	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.12	0.09	0.11	0.0	38.35	0.0	0.15	0.19	0.2	5.88	0.39	0.04	0.16	1.36	3.21	3.49	2.96
Zfp11	5.18	8.41	215.95	9.08	75.94	3.27	2.2	12.45	51.22	1.2	11.17	12.13	5.87	3.9	7.19	5.51	9.68	8.71	5.12	2.86	10.93	13.19	9.64	9.21	38.42	1.92	542.17	3.27	7.74	12.31	6.68	34.56	61.34	41.77	28.31	22.14	8.97	7.94	7.93
Zfp553	1.24	2.56	0.86	3.91	2.42	0.14	0.4	2.53	0.12	0.36	8.07	2.35	5.52	4.6	3.05	0.54	1.03	1.73	0.0	1.4	2.59	2.13	13.87	0.0	2.65	1.39	39.69	1.12	2.79	0.93	0.81	1.38	4.88	1.95	1.3	1.25	16.37	17.97	15.79
Zfp781	8.33	132.77	2.93	16.57	6.53	6.47	7.98	10.35	0.89	5.59	12.97	98.5	197.69	7.25	6.2	13.07	61.56	14.12	106.15	7.95	140.68	88.58	170.87	15.62	44.67	11.97	722.25	258.65	8.23	20.34	34.83	64.6	37.7	47.67	40.92	26.84	18.46	13.57	19.27
Zfp959	2.19	13.19	1.47	17.67	0.09	1.75	3.44	3.29	1.07	0.0	1.84	1.67	4.25	0.0	0.24	1.08	87.92	4.96	0.2	0.46	3.27	9.2	16.29	0.95	37.93	5.54	582.58	0.0	0.01	10.67	12.99	48.71	4.65	26.39	15.6	22.01	4.77	5.05	4.34
Zmpste24	0.0	0.0	0.0	2.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.49	30.54	0.0	0.0	0.0	0.0	1.11	4.96	0.0	436.3	0.0	0.0	0.0	0.0	19.5	7.66	32.9	21.51	17.54	24.75	24.59	23.45
