	Cux2_tdTnegative_cell_6	Nos1_tdTpositive_cell_66	Nr5a1_tdTpositive_cell_51	PvalbF.Gad2_tdTpositive_cell_64	PvalbF.Gad2_tdTpositive_cell_66	PvalbF.Gad2_tdTpositive_cell_68	PvalbF.Gad2_tdTpositive_cell_70	Scnn1a.Tg3_tdTnegative_cell_15	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Otoa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.06
P2rx2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.06
Pask	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.18	1.92
Pcdhb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.12
Pcdhb6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.74	1.94
Pdcd1lg2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.06
Pgr	0.0	0.0	0.0	6.07	0.0	0.0	3.4	0.0	14.56	15.05
Pilrb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Plac8l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.28
Pmch	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12	0.48
Pou1f1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Pou2af1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.12
Prdm13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.06
Prodh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.13	28.09
Prss57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35	0.88
Ptgir	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.12
Ptprn2	0.0	0.0	1.18	8.49	22.33	5.8	4.93	0.0	226.44	219.46
Ptx4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.07
Rab44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.12
Rasef	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.12
Rbm44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.03
Rbmxl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.28
Rbp3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Reg3b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14
Rgr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Rnase10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.14
Rnf182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.58	8.96
Rnf207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.27	7.68
Rxrg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.63	23.94
Sardh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.49	7.48
Scn4a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Scnn1g	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.14
Sdcbp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86	2.24
Sectm1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Serpina3c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06
Serpinb6c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.24
Siglec1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.24
Siglecg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.12
Slc13a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.12
Slc27a6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.12
Slc2a5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.48	3.51
Slc5a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.03
Slc5a11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.48
Slc5a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.12
Slc8a3	0.0	0.04	0.04	0.0	0.31	0.0	2.19	0.0	16.17	16.97
Slfn1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Slfnl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Slpi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.12
Smok2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Smtnl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Sp7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.77	2.24
Spag16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.48
Srd5a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.12
Ssxb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Stoml3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.12
Stx11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.14
Tarm1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.11
Tas1r2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Tas2r108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.12
Tbx21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.24
Tcstv1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Tctex1d4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.96
Tdh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.11
Tecta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.12
Tfec	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.06
Tgm6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.06
Theg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	0.44
Themis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.03
Tinag	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.12
Tmc5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.11
Tmprss11a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.12
Tmprss15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.03
Tmprss2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.03
Tmprss6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.48
Tnip3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.11
Tnnt1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.52	4.48
Tpo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.22
Trim50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14
Trim6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.24
Trim69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.06
Trpv1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.24
Tssk1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.28
Tssk4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.44
Ttc22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.54	1.57
Txndc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.12
Ube4a	4.36	0.0	0.0	1.02	19.95	5.9	10.96	0.0	35.63	34.35
Ubl4b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22
Ush2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.03
Usp19	0.0	0.0	0.14	6.82	1.98	2.17	7.02	3.97	82.11	83.33
Vmn1r210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11
Vmn1r29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11
Vmn1r45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.06
Vmn2r31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.12
Vwa2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.03
Wfdc13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28
Wnt9b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.07
Xcl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22
Xirp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.03
Zfp36l3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.12
Zfp503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.13	3.84
Zfp750	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.03
Zfp957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.07
Zmynd12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.14
Zpld1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.24
c13_tRNA-Trp-TGG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.28
c2_tRNA-Ser-AGY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12
mt_AK166684	0.0	0.0	19.39	0.0	11.35	0.0	0.0	0.0	17507.83	18655.33
mt_BC104337	0.0	0.0	6.56	0.0	0.0	0.0	0.0	0.0	8417.95	8583.15
