	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_77	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_44	Htr3a_tdTpositive_cell_83	Ndnf_tdTpositive_cell_19	Ndnf_tdTpositive_cell_20	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_70	Ntsr1_tdTnegative_cell_3	Ntsr1_tdTnegative_cell_22	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_182	Rbp4_tdTnegative_cell_18	Scnn1a.Tg3_tdTnegative_cell_8	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_96	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Fnbp1l	1.97	5.13	5.85	5.49	5.15	17.59	0.0	28.84	5.87	98.15	0.0	0.03	3.46	0.0	4.35	0.31	0.04	3.98	0.18	11.69	9.88	2.06	12.69	14.03	4.21	38.75	25.39	0.0	0.0	23.39	3.79	21.04	2.05	5.25	14.48	0.0	0.0	37.61	21.95	0.0	0.0	18.04	0.97	0.85	0.72	14.53	0.12	0.0	17.37	25.22	40.75	57.32	27.24	21.81	70.63	59.91	69.07
Fxyd5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.18	0.0	0.0	0.0	0.0	9.29	0.0	0.0	54.59	0.0	30.84	46.29	0.0	0.0	119.21	0.0	54.56	0.0	0.0	0.0	0.3	0.0	20.55	0.0	0.0	0.0	13.21	4.18	0.0	0.0	0.0	51.66	0.0	0.0	0.0	40.05	0.0	0.0	23.06	36.95	9.2	11.59	14.89	23.87	23.16	19.87
Fxyd7	0.0	42.04	0.0	0.0	61.25	98.23	0.0	166.49	0.0	63.39	0.0	106.29	65.2	53.75	0.0	72.9	156.69	80.31	32.26	102.56	58.5	109.17	63.1	36.92	0.0	278.53	52.03	70.86	1.48	70.45	122.78	42.42	103.16	108.4	30.01	0.0	0.78	163.2	220.29	0.0	0.0	227.97	81.27	119.61	79.6	87.25	100.29	40.12	0.0	271.45	304.73	257.93	161.77	239.63	149.2	165.21	149.7
Gm10451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	313.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.94	0.0	0.0	1.4	0.0	1.71	2.04	0.94
Gm12185	0.45	0.25	0.54	0.07	0.27	0.0	1.8	0.4	0.52	0.71	0.0	0.29	0.62	0.04	0.4	0.96	0.12	0.26	0.3	0.0	0.75	0.28	0.33	0.29	0.38	9.83	0.04	0.0	1.48	0.25	0.21	0.18	0.33	0.16	0.2	0.1	0.19	0.47	0.53	0.33	0.0	0.05	0.13	0.22	0.35	0.25	0.27	0.1	0.64	0.6	0.61	0.76	0.19	0.17	0.65	0.44	0.61
Gm13306	0.0	0.0	8.68	0.0	11.32	0.0	0.0	0.0	21.49	4.28	0.0	1.46	0.03	0.0	1.74	0.0	0.0	7.16	0.58	0.0	5.37	0.27	0.0	0.0	2.47	3.43	0.77	0.0	0.29	2.79	1.65	1.9	0.13	2.24	4.31	0.0	0.0	40.26	93.01	0.0	0.0	0.0	4.89	1.61	0.0	0.0	7.83	4.62	0.0	114.56	132.22	74.98	61.27	71.98	30.63	28.29	22.96
Gm17384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.13
Gm2506	0.0	0.0	8.68	0.0	11.32	0.0	0.0	0.0	21.49	4.28	0.0	1.46	0.03	0.0	1.74	0.0	0.0	7.16	0.58	0.0	5.37	0.27	0.0	0.0	2.47	3.43	0.77	0.0	0.29	2.79	1.65	1.9	0.13	2.24	4.31	0.0	0.0	40.26	93.01	0.0	0.0	0.0	4.89	1.61	0.0	0.0	7.83	4.62	0.0	114.56	132.22	74.98	61.27	71.98	30.63	28.29	22.96
Gm5617	0.0	22.27	19.62	0.0	0.0	0.0	0.0	0.0	0.0	64.73	0.0	0.0	13.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.98	0.0	0.0	0.0	0.0	54.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.69	0.0	0.0	3.55	1.0	0.0	0.0	0.0	0.0	21.09	18.59	0.0	3.3	0.0	0.0	14.16	8.06	4.64	2.57	7.75	4.12	5.74	6.97
Gm7694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.89	0.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	5.55	0.08	0.7	0.63	3.05	2.63	3.26
Gnb2	3.3	1.76	0.34	0.0	16.51	109.78	0.0	2.53	0.0	85.88	0.0	0.11	0.0	0.61	49.71	4.46	5.83	0.62	0.2	1.78	4.7	7.0	6.16	0.16	8.67	91.56	15.18	2.75	0.0	20.43	4.83	1.69	5.46	0.2	12.72	0.0	0.0	19.35	29.77	0.4	0.0	0.18	26.83	0.0	2.71	11.48	28.58	0.0	0.0	5.08	18.34	22.24	7.69	23.05	343.57	367.63	357.07
Gpr133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	16.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.21	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	1.22	4.43	4.98	4.33	2.79	2.36	2.9
Hpcal4	0.0	1.31	0.0	11.43	0.0	71.8	91.14	3.91	2.62	64.42	0.0	31.37	0.72	4.15	8.72	67.11	26.96	17.82	0.07	29.95	62.13	37.16	23.26	26.05	24.36	102.86	5.7	2.32	0.0	16.75	41.05	40.78	23.79	14.74	39.32	0.0	0.21	46.3	23.33	0.0	0.0	39.8	7.46	7.63	35.79	67.67	11.0	32.09	1.51	100.67	109.57	135.43	152.55	132.8	617.1	589.7	600.85
Hspa4	32.14	19.74	5.17	6.72	5.39	11.78	1.68	2.91	1.4	13.04	0.0	6.29	2.52	26.84	13.75	64.0	18.21	6.03	2.32	8.41	0.95	3.61	9.07	55.48	1.91	135.83	2.34	11.4	0.0	13.03	15.34	1.12	1.52	4.4	4.9	0.0	0.0	5.81	22.96	30.1	0.0	1.77	1.66	16.12	5.41	64.77	18.36	19.73	26.57	28.98	22.95	12.32	14.58	14.02	146.42	148.54	148.45
Ina	33.02	0.0	21.51	36.4	37.46	112.36	0.0	1.05	26.28	37.94	0.0	4.59	2.46	1.91	0.0	46.26	1.18	5.79	18.33	3.06	12.61	9.13	0.0	1.33	0.65	60.87	0.0	0.09	0.0	28.47	26.69	0.0	0.0	13.35	0.0	0.0	0.0	30.74	5.21	0.0	0.0	19.75	0.0	17.35	19.46	66.19	49.04	0.19	9.11	103.96	79.03	65.74	65.81	77.22	150.6	155.61	154.66
Kalrn	6.93	1.65	7.89	15.21	12.68	47.96	35.83	0.36	1.33	14.01	0.0	1.05	2.77	0.82	0.19	0.27	11.42	3.34	4.22	0.54	1.09	0.5	5.84	0.05	8.61	50.8	0.29	4.69	0.05	9.47	1.06	0.81	0.1	5.47	9.15	0.43	0.29	23.62	11.14	0.17	0.11	6.79	11.2	4.43	12.46	17.87	11.1	0.77	6.16	16.9	14.52	20.19	17.99	18.98	250.25	239.88	249.16
Mas1	0.0	0.0	0.0	0.0	3.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	150.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.88	50.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.17	97.06	31.66	34.17	22.32	20.14	20.56
Mbd4	3.97	3.8	4.71	6.88	68.44	5.82	16.53	4.57	3.23	7.67	6.29	2.89	2.67	3.24	3.95	4.26	2.93	3.04	6.08	3.15	3.07	28.04	4.47	4.69	3.13	72.91	25.44	3.59	6.4	3.27	4.79	4.07	2.8	10.09	5.12	4.39	8.91	11.33	11.9	3.56	5.24	12.52	3.43	4.4	3.21	35.42	2.45	3.75	5.35	25.05	29.47	15.47	16.3	14.6	9.76	9.29	8.23
Med13l	11.2	3.34	2.51	7.9	5.96	10.62	8.67	20.38	1.94	25.65	0.0	3.11	7.64	2.18	0.78	45.99	3.86	1.84	3.58	4.91	5.62	0.0	1.52	0.05	1.15	65.1	2.84	7.39	3.52	3.49	13.52	0.19	3.68	0.02	0.78	0.0	0.0	15.68	10.38	0.0	0.0	3.31	2.25	20.78	2.91	6.03	2.93	1.67	2.92	4.82	8.18	9.95	8.69	10.23	34.62	32.78	36.67
Mettl6	68.86	10.95	0.0	30.63	29.25	0.0	0.0	0.0	52.93	0.0	0.0	20.56	32.45	51.1	15.69	0.0	0.06	0.0	0.0	0.0	5.15	38.86	85.14	0.0	0.15	279.29	0.0	1.21	0.0	0.0	0.0	0.0	0.15	18.74	0.0	9.16	0.0	40.46	0.62	0.0	0.0	0.15	0.0	25.97	0.0	0.0	33.32	0.0	0.0	81.59	71.48	23.4	69.26	47.47	18.46	17.28	15.99
Mia1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1940.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.22	9.03	52.58	26.44	37.38	1.84	2.77	2.09
Mical2	30.94	13.0	5.39	0.47	22.78	47.95	85.97	3.95	5.44	14.82	0.0	14.92	8.16	2.82	37.29	5.08	12.65	1.11	21.91	43.02	26.79	49.15	1.47	20.73	1.19	64.72	27.84	11.86	7.92	33.18	22.29	2.95	41.06	11.26	5.82	0.0	0.0	46.86	109.51	0.0	0.0	22.12	4.3	0.35	30.74	13.79	17.46	15.9	0.0	46.67	57.15	43.51	34.34	44.97	226.64	202.81	243.34
Myo1h	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	1.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	2.23	0.2	1.46	0.51	0.78	1.0
Nell2	33.52	37.66	70.05	1.78	24.68	0.42	0.29	4.5	0.31	2.91	0.0	49.31	81.17	15.81	13.8	10.12	135.69	61.84	153.57	53.8	50.67	63.1	35.31	148.63	88.4	114.6	21.85	121.59	0.0	0.62	36.17	136.04	46.78	50.08	105.86	0.0	1.17	96.74	132.49	0.0	0.0	45.0	181.03	65.63	92.88	98.64	107.55	0.26	3.34	135.29	193.11	129.71	138.54	141.54	447.3	471.39	442.87
Nhp2	21.85	31.83	0.0	29.79	66.84	101.72	0.0	143.17	0.0	74.22	0.0	91.75	0.0	0.0	36.79	48.01	112.31	45.16	0.0	55.74	128.58	51.85	56.49	82.85	89.28	283.36	66.82	78.9	0.0	27.62	35.64	31.74	31.98	41.31	43.16	0.0	0.51	201.09	99.65	0.0	0.0	27.87	0.0	73.35	95.34	0.0	0.0	0.45	0.0	239.43	133.41	155.91	191.52	188.23	50.04	52.9	49.36
Nkd2	0.77	0.21	0.0	0.0	0.0	0.0	0.87	0.0	0.0	0.0	0.0	0.0	55.27	4.24	0.15	0.19	40.77	15.89	0.1	0.0	0.0	43.78	0.0	0.0	1.99	132.5	0.0	0.07	24.82	0.16	0.0	0.0	0.17	0.04	0.0	0.16	0.15	0.39	0.5	0.0	0.0	29.16	0.07	0.29	0.0	0.37	0.0	0.0	0.44	4.66	0.1	0.3	0.18	0.11	3.81	3.14	3.0
Npas4	0.19	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	1.19	0.0	0.0	0.0	6.52	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.86	0.0	0.0	0.0	3.54	25.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.72	1.52	0.0	0.18	0.54	0.11	49.87	29.46	33.15
Nprl3	0.0	0.0	0.0	0.1	0.0	0.0	0.0	6.04	0.0	34.19	0.0	36.72	0.07	0.0	0.24	0.0	0.05	15.58	41.23	0.0	6.22	0.0	48.9	0.0	16.73	165.91	2.52	0.0	0.0	0.0	47.03	31.41	1.78	0.0	1.07	0.0	0.0	13.51	8.53	125.66	0.44	34.4	57.33	0.0	25.68	0.0	33.45	0.0	0.61	3.31	33.27	13.52	21.88	29.48	25.11	28.34	27.79
Npy	138375.8	173305.25	115124.65	108594.8	96206.73	82245.2	14635.6	59230.28	13383.72	63494.68	0.0	132042.44	149629.49	134232.96	130357.56	105498.11	120987.76	122165.94	132052.33	122154.33	126501.28	117863.77	130527.91	173863.58	126989.03	45711.04	166048.87	191162.16	154857.31	134158.33	153405.37	147732.76	141010.39	110523.31	151963.58	0.0	0.0	985.16	3.52	0.0	0.0	145032.54	180453.32	128781.07	137945.15	48908.54	137580.94	65353.97	68416.93	0.0	0.0	0.0	0.6	0.7	214.21	196.57	200.76
Odz3	0.0	0.0	0.02	1.05	0.0	0.0	0.0	2.31	6.81	9.54	0.0	0.01	0.01	0.01	0.0	0.29	0.59	0.0	0.0	1.36	0.0	0.03	0.0	13.18	0.0	39.08	0.0	7.67	0.0	0.26	0.0	0.31	0.02	5.38	0.0	0.0	0.0	14.47	37.56	0.0	0.0	0.8	1.84	1.03	8.52	20.63	0.11	0.0	0.0	17.43	29.85	11.18	8.91	9.74	34.84	35.08	33.85
Olfm1	32.7	49.55	129.52	174.78	613.98	289.94	53.9	66.64	126.89	237.26	0.0	118.24	55.71	21.92	2.17	43.41	59.29	85.63	101.7	133.15	47.62	13.34	117.48	80.67	63.53	196.46	20.57	69.79	41.79	122.99	7.74	31.53	65.41	93.75	36.04	0.0	2.27	326.2	580.92	0.0	0.0	127.94	75.52	50.01	39.17	3.8	133.7	66.86	929.92	241.64	251.74	230.54	250.01	304.21	1129.63	1145.72	1126.81
Pcbp1	45.11	49.05	98.82	0.0	8.42	29.13	0.0	24.04	0.16	0.25	0.0	0.3	33.82	29.28	7.27	37.75	35.61	0.0	2.83	15.38	26.32	13.75	11.28	12.99	10.48	276.82	9.22	0.0	0.0	32.82	0.0	0.0	6.15	8.74	0.0	0.0	0.0	50.48	50.45	0.0	0.0	10.27	5.14	45.25	14.91	0.0	2.21	25.81	12.44	36.98	49.22	34.27	8.88	26.37	185.19	202.11	179.35
Pcdhga8	0.0	0.0	0.0	0.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	15.56	0.0	0.0	6.31	34.08	0.0	0.0	0.0	309.78	0.0	0.0	0.0	0.0	0.0	77.25	55.58	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.02	22.42	10.7	2.78	3.63	11.54	11.05	11.71
Pcsk1n	11.63	12.55	1.58	4.57	31.83	50.12	0.0	15.99	0.0	27.64	0.0	1.98	0.87	2.61	3.66	3.97	6.77	2.76	1.42	0.13	0.94	0.28	1.93	5.01	11.26	88.8	5.77	3.03	1.62	0.67	1.53	3.48	1.25	2.31	0.68	0.0	0.0	3.44	8.1	0.0	0.0	2.63	5.25	1.74	4.26	0.0	0.14	3.64	0.0	0.98	0.15	1.79	1.23	0.0	383.89	483.91	457.22
Pcsk4	0.0	0.0	0.0	23.41	0.0	0.0	0.0	0.0	0.0	0.65	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	14.5	5.81	0.0	0.0	0.0	0.0	41.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	21.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	4.45	3.67	3.45
Pde7b	0.0	0.0	0.0	0.0	0.0	4.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.36	9.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.18	8.05	1.01	1.65	0.75	36.52	32.28	35.06
Pdk1	19.37	0.13	9.38	0.37	0.18	0.32	3.28	0.83	0.15	0.46	0.0	0.3	1.49	0.2	0.06	0.26	0.16	0.0	0.24	0.16	0.08	3.54	0.05	1.39	0.81	1.69	0.31	0.04	0.18	0.14	3.11	20.28	2.95	0.73	0.34	0.0	0.0	10.91	32.49	0.12	0.0	0.0	18.57	0.2	0.24	0.28	0.25	0.26	0.0	19.47	10.08	8.5	13.91	13.05	34.62	33.84	34.55
Pdss1	44.68	0.0	3.19	3.97	0.0	7.11	0.0	0.0	0.0	0.0	0.0	0.0	1.03	0.0	2.4	0.08	4.98	0.0	0.0	0.0	0.0	3.15	3.11	48.41	0.0	95.44	0.0	0.13	0.0	0.0	0.0	2.58	0.0	0.0	33.82	0.0	0.0	16.78	32.54	0.0	0.0	0.0	2.41	0.0	0.0	0.0	4.53	0.0	0.0	1.57	5.3	7.15	3.37	3.95	7.59	7.12	9.97
Phactr1	46.38	50.38	23.31	79.13	129.81	251.27	0.74	159.75	103.44	115.3	0.0	34.44	0.22	0.0	1.64	9.0	0.13	0.06	36.54	0.57	25.52	21.69	46.8	0.13	51.38	168.12	74.37	40.02	7.4	32.48	38.17	0.08	40.06	31.24	5.18	0.0	0.84	79.77	81.27	0.0	0.0	20.93	4.7	8.18	14.51	19.73	8.2	0.23	4.8	112.83	143.95	150.32	194.11	162.52	250.29	240.7	240.9
Ppp1r15a	0.0	0.0	17.95	0.0	0.27	0.0	0.42	0.0	0.0	102.7	0.0	0.0	0.03	64.49	1.79	0.0	0.05	31.85	2.4	39.6	66.03	0.0	0.0	0.0	123.17	159.59	0.0	0.0	0.0	0.0	0.12	16.85	0.12	35.3	82.91	0.0	0.0	1.34	0.0	0.0	24.19	39.44	0.1	0.0	0.0	0.0	37.77	0.0	0.3	20.18	12.96	5.29	15.53	8.52	17.38	18.89	16.35
Ppp2r2c	56.79	0.17	80.04	0.0	51.98	0.0	0.24	4.84	8.41	121.07	0.0	0.0	1.45	6.97	14.8	0.07	40.06	41.17	4.89	55.2	9.29	0.37	28.9	33.06	56.55	211.07	31.0	57.52	12.35	38.49	12.12	14.54	26.36	41.4	56.72	0.0	0.0	21.56	45.07	0.0	0.0	75.52	7.72	0.0	37.14	32.29	28.88	64.83	19.33	38.18	25.3	58.97	58.28	60.51	446.28	420.01	458.99
Ppp2r3d	2.37	1.36	1.79	0.64	1.05	0.0	11.78	1.09	3.18	3.47	0.0	0.34	1.25	1.25	2.33	2.29	1.35	2.48	0.6	0.94	1.03	2.19	0.75	1.1	2.06	75.27	3.15	0.79	17.02	4.67	0.23	1.92	0.86	1.51	3.32	1.02	2.0	3.04	5.28	0.0	0.61	1.24	1.33	1.05	1.6	1.5	1.83	6.53	21.65	5.39	4.63	2.68	3.14	4.32	7.18	8.59	9.21
Prkcb	13.39	45.18	11.53	111.88	122.43	73.8	0.91	35.75	25.87	19.19	0.0	8.6	14.93	2.64	6.89	28.23	2.13	11.3	34.75	23.49	9.01	0.36	2.83	3.8	3.33	154.5	15.12	0.06	32.65	5.25	14.58	0.37	3.4	2.75	7.3	1.75	0.33	117.39	100.68	0.0	0.13	0.27	0.11	0.52	2.75	89.59	1.86	23.45	40.98	267.34	322.54	313.34	279.7	235.19	360.87	341.57	387.59
Rapgef3	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.09	0.08	0.0	0.0	22.36	23.68	23.06
Rnf112	15.51	21.88	0.0	0.0	8.91	2.36	12.7	1.15	0.0	0.14	0.0	0.15	2.13	3.86	0.0	0.99	0.82	1.46	0.21	7.7	5.31	12.59	0.43	3.17	1.87	50.7	5.32	7.97	5.46	4.84	0.0	1.33	0.0	0.0	21.84	0.0	0.0	35.02	38.91	0.0	0.0	1.35	6.16	68.02	7.44	0.0	17.27	0.15	0.0	28.3	19.03	20.79	16.86	20.1	274.94	298.54	287.09
Rwdd2b	0.0	0.0	0.0	0.09	73.09	0.34	0.26	0.0	0.0	5.89	0.0	0.0	0.04	0.06	0.08	0.0	0.04	0.0	10.82	1.19	0.0	0.0	0.0	0.0	0.0	170.82	0.0	0.0	0.0	0.05	20.75	5.31	15.97	0.0	0.0	0.1	0.0	8.17	0.0	0.0	1.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.05	9.6	16.36	13.93	16.94	9.55	10.72	10.6
Scaf8	14.97	0.0	1.84	0.38	6.58	12.66	0.0	0.0	0.0	0.0	0.0	24.21	4.74	0.02	0.98	0.0	0.09	0.49	0.0	12.05	8.73	1.41	0.0	23.36	0.0	161.78	12.85	0.0	0.0	5.05	0.0	1.31	1.72	0.29	19.46	0.0	0.0	5.37	4.73	0.0	0.0	0.41	0.88	0.0	0.0	0.0	0.06	0.18	0.0	11.13	6.8	11.03	10.37	9.18	35.04	33.15	35.57
Sept5	35.73	51.99	24.39	11.93	75.99	20.03	0.0	16.06	8.3	83.43	0.0	0.0	0.19	2.48	11.33	0.47	30.03	35.07	0.0	34.02	2.83	28.41	41.79	1.74	2.04	103.26	56.94	53.12	29.73	57.92	11.44	29.07	0.0	29.54	17.86	0.0	0.0	54.96	107.01	0.0	0.0	1.76	14.05	13.48	51.24	0.0	19.26	15.12	0.0	53.86	51.93	59.89	50.67	69.27	835.64	844.16	829.9
Shank1	4.16	5.96	1.48	5.06	6.33	1.39	3.2	5.86	1.02	4.75	0.0	1.8	4.77	2.11	6.09	4.41	1.83	4.13	2.7	2.68	1.32	4.41	6.65	2.39	5.05	7.92	3.69	8.25	1.9	3.57	3.64	1.75	7.89	3.94	4.23	0.0	0.0	12.75	34.4	0.0	0.0	1.41	1.22	0.18	3.85	1.82	0.51	0.28	9.45	11.36	11.12	7.4	11.7	11.76	148.7	139.9	181.16
Shc2	1.02	0.0	1.59	1.13	52.82	0.59	2.25	0.45	1.67	1.46	0.0	0.9	0.51	0.51	0.26	1.32	1.11	1.5	0.7	13.01	0.35	0.14	0.55	0.75	0.84	57.52	0.82	1.25	0.78	1.46	0.61	0.43	1.04	0.84	1.17	0.13	0.0	5.04	32.7	0.0	0.54	21.7	0.19	0.14	0.12	5.05	0.23	0.0	0.0	9.15	6.39	14.49	4.89	4.98	33.75	38.41	36.5
Sipa1l1	11.62	11.81	10.82	0.43	42.12	24.99	0.11	18.5	0.0	7.67	0.0	8.63	17.14	2.73	20.82	23.46	0.03	12.04	0.12	10.42	30.74	19.8	12.49	5.99	0.0	62.34	6.2	0.0	62.99	20.39	0.95	1.15	18.42	10.84	3.77	0.0	0.0	21.94	4.85	0.0	6.82	5.29	9.26	10.13	9.12	13.15	1.16	0.0	0.0	22.08	37.26	49.27	30.57	27.9	155.29	141.67	160.84
Smarca4	13.63	2.56	16.05	0.03	0.59	2.67	0.0	28.27	0.2	0.0	0.0	1.3	5.04	0.17	1.47	5.12	2.26	19.48	24.6	0.9	0.75	0.0	0.13	4.22	17.93	64.67	0.55	0.1	0.09	0.0	18.97	13.62	3.96	0.42	2.76	0.0	0.0	5.51	12.37	0.0	0.0	16.17	0.07	19.65	12.57	0.0	26.97	12.41	61.07	10.11	12.06	26.84	8.7	7.65	63.89	65.92	68.05
Snora3	0.0	0.0	0.0	0.0	0.0	11.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.42	0.0	0.0	4.29	0.0	0.0	0.0	0.0	0.0	20.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.44	0.0	0.0	0.0	1.1	3.63
Snord100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.11	0.0	0.0	28.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.84	6.28	2.96	0.0
Snord116	0.0	6.02	14.63	8.56	0.0	6.5	0.0	26.29	2.39	3.71	0.0	3.94	1.42	3.17	8.88	14.34	2.97	4.45	14.05	2.5	3.68	2.82	0.0	7.38	0.0	78.04	6.1	4.03	6.45	11.77	2.54	2.69	9.96	4.31	2.3	0.0	0.0	9.2	11.84	0.0	0.0	9.0	0.0	7.66	12.13	8.52	14.21	0.0	6.22	0.0	12.49	0.0	0.0	0.0	1.22	1.15	1.9
