	Calb2_tdTpositive_cell_3	Ctgf_tdTpositive_cell_3	Cux2_tdTpositive_cell_3	Cux2_tdTpositive_cell_8	Cux2_tdTpositive_cell_50	Cux2_tdTpositive_cell_51	Cux2_tdTpositive_cell_56	Cux2_tdTpositive_cell_57	Cux2_tdTpositive_cell_65	Gad2_tdTpositive_cell_50	Htr3a_tdTpositive_cell_55	Ndnf_tdTpositive_cell_7	Nr5a1_tdTpositive_cell_3	Nr5a1_tdTpositive_cell_14	Nr5a1_tdTpositive_cell_19	Ntsr1_tdTpositive_cell_40	Ntsr1_tdTnegative_cell_50	Rbp4_tdTpositive_cell_13	Rbp4_tdTpositive_cell_103	Rbp4_tdTpositive_cell_129	Rbp4_tdTpositive_cell_150	Rbp4_tdTpositive_cell_171	Rorb_tdTpositive_cell_3	Rorb_tdTpositive_cell_11	Rorb_tdTpositive_cell_48	Scnn1a.Tg3_tdTpositive_cell_88	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Lmx1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.08	0.09
Mip	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.09	0.24
Mogs	0.0	0.0	0.0	6.96	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	1.31	50.67	0.0	22.09	0.0	0.0	0.0	3.28	0.0	1.53	0.0	0.0	5.51	0.0	1.62	2.48	2.88	22.47	23.62	21.43
Morc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.0
Ms4a4b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.08	0.0
Ms4a8a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.09	0.1
Msh4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.06
Msl3l2	0.0	0.0	0.0	0.0	19.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.08	0.0	0.0	0.0	2.24	0.49	0.0	13.61	15.48	13.81
Nckap1	533.41	0.0	102.8	295.71	61.33	282.78	91.44	45.46	107.26	108.9	168.94	0.0	4.65	0.0	107.18	156.12	89.18	101.1	98.15	103.8	0.73	76.11	121.2	35.67	100.58	394.03	136.74	101.19	101.32	414.19	390.98	392.44
Nipa1	0.0	0.0	0.0	0.0	28.66	73.41	279.81	0.2	67.4	0.0	29.07	0.0	0.0	0.21	0.0	0.0	0.0	122.83	0.0	0.19	0.0	66.13	0.0	0.0	0.0	0.0	10.53	11.29	7.38	68.07	67.19	71.67
Nkx6-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Nlrp5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06	0.07
Nr1i2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.0
Nron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.06
Olfr1420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.11
Pan2	0.0	0.0	0.0	0.0	10.83	0.15	0.0	0.0	0.0	23.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	27.01	24.63	0.0	4.83	0.0	0.0	0.1	3.47	2.37	2.85	3.27	17.1	14.44	16.07
Pard3	0.43	0.38	0.04	0.12	0.32	0.21	0.0	0.1	0.0	0.24	0.0	0.0	0.15	0.15	0.13	0.07	0.0	0.07	0.68	0.11	0.01	0.25	0.09	0.0	0.22	0.0	1.67	1.6	2.56	11.52	10.26	11.01
Pgc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.0
Pim2	5.67	0.0	0.25	68.41	0.0	0.0	0.0	0.18	0.0	0.0	34.1	0.0	0.09	6.64	7.05	46.15	0.88	0.0	8.6	4.14	0.0	0.63	0.0	0.0	19.51	43.08	16.94	25.65	16.63	49.59	49.37	51.29
Pmp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.15
Reep5	78.46	0.14	14.39	93.78	188.07	152.58	191.59	108.93	67.35	86.62	486.71	0.0	195.65	172.1	175.64	60.28	476.71	75.55	203.31	140.33	400.29	62.39	35.37	39.21	83.05	4.19	117.56	121.5	124.22	346.59	359.18	339.17
Rer1	397.46	824.17	48.94	152.56	58.81	12.06	0.0	67.25	40.56	117.45	4.54	0.0	12.12	0.0	86.79	6.21	0.0	0.0	0.0	60.51	0.0	0.28	299.72	120.67	0.3	0.0	22.21	38.06	48.88	71.44	77.51	72.93
Rhbg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.0
Rhoc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	91.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.92	22.05	21.79
Rnf183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.0
Sccpdh	0.0	0.0	0.0	54.56	0.0	228.54	0.0	129.18	0.0	0.0	0.0	0.0	108.97	0.0	0.0	92.53	11.56	120.41	150.82	56.4	36.11	59.05	201.88	0.0	12.27	0.0	32.12	22.95	40.84	76.22	78.71	76.49
Sema6d	0.0	0.0	0.02	0.03	0.35	0.62	0.52	0.38	18.65	0.3	0.19	0.0	0.09	0.06	45.92	0.24	0.1	0.18	0.16	0.0	0.08	0.07	0.47	0.49	18.38	0.51	4.47	5.92	5.08	28.79	27.47	31.61
Sept9	0.0	0.0	43.63	0.0	53.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.75	0.0	0.0	0.07	0.0	0.0	26.48	4.27	1.52	27.52	3.79	0.25	126.07	23.59	13.75	29.94	27.9	47.07	49.95	49.54
Serpinb11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06	0.0
Serpinb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.0
Serpinb7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.0
Serpinb9b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.0
Sh3rf3	81.3	0.0	87.98	0.25	0.2	0.03	0.0	0.2	0.12	0.52	0.2	0.0	0.77	0.0	0.16	35.08	0.31	78.9	37.37	0.0	0.39	25.85	0.04	0.14	0.08	1.28	12.26	10.04	8.97	16.15	14.61	15.92
Slco6c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.04
Sort1	96.81	0.0	168.15	115.38	60.9	77.15	110.45	8.26	187.72	62.02	0.0	0.0	5.04	72.83	145.46	16.26	6.08	58.95	80.9	49.9	126.51	8.29	54.36	34.08	39.37	86.24	26.68	19.47	23.14	251.59	239.48	249.17
Spata2	0.0	0.0	0.05	1.18	49.5	0.0	7.89	0.0	0.0	0.0	23.92	0.0	0.0	0.0	1.18	0.0	56.32	0.0	36.27	0.09	0.0	0.0	0.0	0.0	0.11	0.0	4.15	11.29	7.25	51.24	53.51	47.27
Spesp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.07
Stambpl1	0.0	0.0	0.05	35.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	13.92	0.0	0.89	87.66	0.0	0.0	0.0	0.0	0.0	8.81	13.51	8.32	19.26	19.37	17.19
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tdp1	4.51	233.37	196.36	0.0	105.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6	0.0	0.0	0.0	285.11	0.2	0.0	0.0	0.73	0.0	0.0	0.0	299.7	0.0	35.39	44.02	33.36	15.92	16.27	16.08
Ticam2	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76	0.57	0.44
Tmem115	0.0	0.0	120.06	0.0	4.37	0.0	0.0	0.0	8.78	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.16	8.11	9.62	26.7	31.71	33.66
Tmem232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.18	0.0	3.58	5.46	3.63	2.33	2.12	2.21
Tnfsf18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.0
Tshz3	121.21	0.0	112.54	45.59	68.95	3.69	25.58	0.0	3.51	75.14	73.54	0.0	67.76	0.08	63.25	7.04	4.95	7.34	24.38	12.95	2.37	33.67	8.25	0.0	0.15	98.0	17.66	16.74	20.76	16.98	15.42	16.09
Tuba8	687.5	0.0	191.73	16.64	0.0	141.67	0.0	0.0	0.0	0.0	187.34	0.0	0.13	0.0	32.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	14.26	15.9	18.37
Ube2e1	0.0	0.0	0.54	135.25	0.0	0.57	0.0	12.68	62.58	84.73	0.0	0.0	18.94	156.29	60.63	68.01	9.24	110.39	157.33	82.24	106.93	7.68	15.56	0.0	9.88	20.35	22.63	22.23	22.83	108.0	100.51	100.91
Ubxn6	0.0	0.0	0.06	26.47	0.0	148.41	2.28	8.18	0.0	50.54	0.0	0.0	0.0	152.1	0.26	0.13	0.0	0.24	134.32	16.87	0.0	15.1	78.25	18.61	52.41	0.0	5.15	5.74	13.23	96.98	109.7	101.44
Ulk2	0.0	0.0	53.9	13.3	34.05	75.72	109.51	0.13	74.83	0.0	0.0	0.0	7.08	0.0	3.42	4.5	61.29	0.14	42.56	0.83	0.0	45.76	0.0	6.77	40.76	3.95	25.72	17.62	16.84	59.65	62.09	60.36
Vgll3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13	2.13	2.47
Vmn1r45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.06
Wash	10.95	0.48	9.97	9.98	15.05	6.25	20.76	8.64	7.23	10.76	17.95	3.62	25.01	9.68	16.38	9.03	9.83	15.14	9.03	6.1	11.93	28.25	11.14	16.54	25.87	16.91	12.48	9.8	10.35	28.19	29.78	29.09
Yipf7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.08	0.09
Zc3h7b	0.0	0.0	25.12	0.45	4.53	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.0	5.82	0.0	3.03	0.0	0.08	0.0	0.0	0.0	0.82	0.0	1.58	3.54	2.19	86.81	85.92	92.81
Zfp238	64.81	0.0	76.57	7.4	37.69	25.89	47.92	79.7	67.27	72.33	0.0	0.0	54.53	0.31	128.47	54.25	12.94	102.86	50.08	21.29	49.96	8.54	33.93	0.0	44.48	10.87	27.81	34.05	33.72	221.06	223.84	211.8
Zfp518a	0.0	0.0	0.0	0.0	3.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.69	0.0	39.82	2.29	0.0	0.0	0.0	0.06	0.0	0.0	20.18	0.0	5.42	3.18	4.06	4.85	3.17	4.97
Zfp572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.09	0.19
c12_LSU-rRNA_Hsa	62.84	32.51	149.63	182.64	105.72	90.56	136.64	72.92	85.12	129.1	95.93	33.04	126.81	89.18	123.43	41.85	75.39	149.14	206.0	90.67	82.31	153.55	83.56	186.56	142.85	121.69	1336.39	882.67	941.41	76.27	63.34	83.31
c13_LSU-rRNA_Hsa	43.05	267.28	46.34	36.12	33.6	90.59	45.5	35.91	5.75	34.63	50.45	36.51	109.22	26.7	33.06	18.13	86.59	43.57	154.52	71.27	14.77	49.87	58.34	26.9	104.34	48.62	189.48	256.83	231.94	480.93	511.37	581.99
c15_LSU-rRNA_Hsa	131.66	0.0	49.74	48.36	85.38	73.66	10.39	35.85	28.56	73.57	23.24	119.94	237.52	86.94	87.69	11.59	147.69	43.64	96.53	159.03	32.55	153.39	117.07	129.38	151.54	207.99	15.26	80.82	63.22	232.96	207.52	191.22
c18_LSU-rRNA_Hsa	36.29	22.57	21.83	50.75	40.58	38.32	0.0	65.62	0.97	51.32	23.6	0.58	173.06	81.96	57.36	32.47	153.62	70.49	44.43	133.35	5.05	52.49	98.86	40.04	101.15	7.82	17.67	29.15	38.03	372.01	304.0	345.49
c2_LSU-rRNA_Hsa	59.18	209.97	46.8	79.86	56.17	42.87	23.25	23.63	71.99	41.82	110.76	49.26	39.59	120.85	29.87	48.33	64.08	62.19	72.99	78.41	28.92	38.11	51.82	65.81	57.05	43.12	332.64	381.58	411.52	267.85	257.53	283.64
c5_LSU-rRNA_Hsa	68.25	370.66	39.76	13.66	58.79	42.24	4.87	37.28	107.85	7.07	52.91	61.54	51.87	71.49	107.86	61.04	49.16	92.06	85.24	78.21	32.93	84.37	100.31	76.61	108.69	111.04	46.08	73.48	79.61	134.26	125.24	142.21
c9_LSU-rRNA_Hsa	296.7	117.35	298.86	458.73	255.92	198.78	314.7	160.49	202.29	201.82	176.22	161.27	290.72	297.23	177.89	95.03	211.08	319.89	391.69	214.13	227.02	307.79	196.66	253.76	281.64	207.64	3836.05	3013.32	3066.88	591.27	523.27	614.46
mt_AK131586	0.04	6370.03	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	38.75	4908.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	698.22	0.01	0.0	0.0	0.0	0.0	0.52	0.01	0.0	0.0	25813.35	24091.17	24561.45
mt_AK166684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.95	0.0	0.0	0.0	0.0	0.0	9.22	0.0	2.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18796.57	17507.83	18655.33
mt_BC104337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9032.87	8417.95	8583.15
