	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_28	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_31	Gad2_tdTpositive_cell_8	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_24	Htr3a_tdTpositive_cell_83	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_55	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_70	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_101	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Rbfox3	0.08	39.34	19.29	8.63	35.55	0.0	46.1	12.06	5.19	2.52	0.04	0.11	2.04	12.3	26.2	11.02	6.44	9.52	0.0	0.08	3.83	12.14	0.31	5.12	0.39	6.36	3.65	0.09	15.42	14.91	0.36	5.28	34.44	34.55	34.4	216.71	228.38	226.62
Recql5	0.0	0.0	0.0	5.63	48.68	0.0	3.95	0.0	0.33	0.1	0.03	0.87	0.0	0.0	0.07	0.0	34.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25	21.89	17.7	0.0	0.0	0.0	5.57	5.83	5.8	15.6	16.02	16.36
Relt	0.0	0.0	0.0	1.21	32.35	0.0	17.58	0.0	0.0	0.0	0.0	0.06	47.77	1.77	44.87	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	38.61	28.36	2.19	0.0	0.0	9.74	18.8	19.09	12.53	14.51	15.58
Rhebl1	0.0	0.0	0.0	38.25	317.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.12	3.03	64.84	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.25	0.0	52.74	52.29	0.0	69.61	0.0	0.0	31.37	43.73	27.66	8.11	8.81	8.03
Sdc3	6.87	0.0	1.45	13.64	95.86	64.99	0.0	0.26	6.27	0.49	6.42	0.0	0.04	9.33	0.0	23.64	31.48	0.0	0.0	18.82	0.21	0.0	0.15	0.0	4.48	0.05	0.19	11.94	1.48	0.18	8.57	37.56	1.66	1.03	2.21	108.9	116.76	111.8
Sgms2	0.01	0.0	0.14	0.0	38.47	0.68	0.12	0.0	0.05	0.23	0.43	0.03	0.13	1.21	0.12	0.07	0.26	0.12	0.0	0.08	0.0	0.15	0.19	0.0	0.2	0.0	0.05	0.13	0.05	0.3	0.15	0.04	0.17	0.0	0.06	1.96	1.91	2.05
Sh3bp2	0.0	0.0	0.0	0.0	2.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.56	3.59	2.89
Sh3d19	0.0	0.0	0.0	0.0	15.91	0.0	0.0	0.0	0.28	0.17	0.0	0.0	0.0	0.0	10.32	0.0	1.65	0.0	0.2	0.0	0.79	0.0	0.0	0.0	0.0	0.21	0.0	0.76	0.0	0.0	0.0	0.0	0.51	0.32	0.21	8.76	8.5	8.98
Slc6a9	0.0	0.0	0.0	46.7	103.7	0.0	32.94	0.0	0.0	0.0	0.0	0.3	10.45	0.54	0.0	8.02	0.23	17.98	0.0	2.77	14.62	0.0	0.0	10.41	0.0	0.0	0.0	0.0	11.52	0.0	38.01	0.0	2.09	0.94	6.77	29.53	33.76	29.32
Snord19	0.0	0.0	0.0	0.0	37.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.75	0.0	0.0	0.0	11.45	0.0	5.91
Spsb4	0.0	0.0	0.0	0.0	66.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.33	3.17	3.02
Stx18	0.0	55.28	0.0	0.0	148.05	0.0	0.0	0.0	30.77	0.15	0.0	0.54	3.86	0.72	69.21	0.79	0.0	0.0	50.0	0.31	3.89	110.37	0.31	36.71	0.0	0.0	0.0	0.0	5.03	0.6	0.0	0.06	15.15	18.59	12.65	29.36	29.88	29.39
Thg1l	0.0	0.0	0.0	0.0	69.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.65	11.08	5.01	11.86	9.81	9.69
Timeless	0.0	0.0	0.0	0.0	30.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59	0.69	1.31	2.55	3.19	3.2
Tjap1	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63	1.31	1.77	16.87	18.89	20.33
Tmem47	0.0	51.99	18.93	0.0	103.78	2.16	114.62	0.0	0.05	10.6	61.16	1.66	13.04	39.7	39.08	0.59	129.43	64.81	0.0	18.97	12.36	37.39	87.82	0.0	33.9	0.0	25.08	7.2	2.86	0.06	73.87	4.68	5.59	5.11	3.55	73.03	64.48	76.03
Tnc	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.22	1.95	2.62
Tspan15	6.3	7.2	6.68	3.98	48.59	7.78	5.18	7.54	2.27	3.42	4.58	2.78	3.43	4.07	2.74	3.83	2.53	3.18	2.98	32.63	2.12	3.2	5.93	2.62	4.71	3.97	2.97	4.04	4.55	9.1	7.19	2.59	10.18	8.53	11.31	12.25	14.0	14.48
Tulp3	0.07	0.86	0.13	0.2	29.67	0.0	0.1	0.14	0.54	0.02	0.37	0.39	0.24	0.57	4.99	0.36	0.51	0.0	0.19	0.5	0.5	0.08	0.14	0.25	0.17	0.0	0.28	0.96	0.51	0.0	0.17	0.51	1.32	3.45	2.46	14.82	15.52	13.9
Vmn2r-ps11	0.0	0.0	0.0	0.0	37.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0
Vmn2r5	0.0	0.0	0.0	0.0	19.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Wasl	0.0	1.0	8.35	43.58	146.48	0.0	1.11	0.0	1.75	19.07	1.01	0.61	0.02	29.05	0.25	33.38	3.07	0.0	13.61	28.33	25.17	0.45	0.16	35.71	2.01	0.21	17.2	0.85	31.55	16.18	0.0	0.0	53.07	33.06	33.12	88.41	87.19	82.5
Wfdc13	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.09	0.29	0.0	0.0	0.0	0.0	0.28
Wfs1	0.0	0.0	0.0	0.0	0.58	0.0	0.08	0.0	0.0	0.04	0.0	0.05	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.04	0.0	0.08	0.0	0.0	0.0	1.8	1.63	1.55	94.55	92.85	94.87
Zc3h10	0.0	0.0	0.0	0.0	51.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.53	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.52	1.01	3.81	4.35	14.47	16.33	14.45
Zcchc10	0.0	0.0	0.0	0.55	147.66	0.0	27.5	1.28	32.6	52.1	0.0	15.88	0.0	53.51	15.07	0.0	60.28	0.0	41.08	0.2	33.12	0.0	0.0	0.0	0.0	0.0	39.9	24.78	45.37	1.68	0.0	0.0	26.32	41.57	37.7	12.78	12.4	9.72
Zfand3	0.0	0.0	0.0	0.0	80.47	0.0	48.31	0.0	0.0	0.0	0.0	0.0	0.0	3.01	0.0	9.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.55	0.0	3.77	0.0	0.0	0.0	0.0	0.0	29.33	2.4	4.48	3.05	55.03	62.08	56.61
Zfp184	0.0	0.0	10.44	0.0	77.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.41	3.75	0.25	4.5	2.67	2.44	2.34
Zfp382	0.49	1.22	0.0	0.31	148.66	0.16	0.5	0.37	0.0	0.11	0.12	0.22	0.42	0.27	0.0	44.58	0.21	0.2	0.13	8.13	0.29	28.53	0.22	0.75	6.92	2.25	2.38	0.0	53.57	26.33	1.21	0.12	14.56	5.13	14.65	14.56	13.16	13.42
Zfp446	1.61	0.73	0.34	0.76	47.82	2.39	1.23	0.78	0.38	0.5	0.33	0.4	0.2	0.29	0.35	0.27	0.43	0.96	0.33	0.58	0.28	0.67	0.16	0.46	0.38	0.3	0.47	0.76	0.26	1.01	2.49	0.33	4.5	1.34	1.87	6.42	6.43	6.43
Zfp579	0.0	0.0	0.0	0.37	16.77	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.79	0.0	0.0	0.0	0.0	0.0	1.27	0.15	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.81	13.53	17.28	15.67
Zfp69	0.0	0.0	0.0	0.0	2.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38	1.18	1.3
Zmynd17	0.0	0.0	0.0	0.0	18.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.0	0.7	0.46	0.84
Zscan2	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.15	6.66	7.3	5.92
Zswim5	0.0	0.0	0.0	0.0	44.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	1.55	0.0	0.0	0.0	0.0	0.1	3.32	0.66	0.0	0.0	0.58	0.0	1.73	0.04	0.0	0.0	3.77	1.45	1.97	9.06	8.4	9.28
c6_tRNA-Gly-GGY	0.0	0.0	24.42	0.0	17.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.37	0.0	0.0	0.0	38.14	0.0	14.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.73	4.58	10.05
