	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_28	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Cux2_tdTpositive_cell_98	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_68	Htr3a_tdTpositive_cell_32	Htr3a_tdTpositive_cell_91	Ndnf_tdTpositive_cell_16	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_72	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Lepre1	0.0	0.0	0.0	0.0	0.0	0.0	51.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	7.2	6.74	6.58
Lrrc6	1.86	0.0	15.07	0.0	0.0	0.0	103.73	0.0	0.0	0.0	0.0	36.98	0.0	0.18	0.0	7.38	0.0	3.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.26	0.0	53.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.8	35.73	7.28	6.81	7.31
Mid1	0.83	1.01	0.11	0.0	0.0	0.0	26.51	0.0	0.0	4.52	0.0	0.0	0.0	0.38	2.22	0.0	5.34	0.0	0.0	0.0	0.85	0.16	0.0	0.0	1.1	0.0	0.93	1.37	1.38	0.0	11.32	1.16	1.07	0.0	0.95	0.0	0.0	0.0	0.06	0.0	0.0	3.32	1.17	1.09	12.92	22.49	31.82
Mir7-1	0.0	0.0	0.0	0.0	0.0	0.0	44.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37	0.0	0.0
Mrc2	0.0	0.0	0.0	0.0	0.0	0.0	17.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.82	4.74	3.02
Mtbp	0.0	0.0	0.0	0.0	0.0	0.0	47.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.57	0.1	0.0	1.85	1.84	1.49
Mthfd1	24.18	0.15	19.34	14.77	0.48	0.0	236.53	0.0	3.38	1.24	0.15	0.0	26.85	18.81	3.7	0.0	0.05	34.98	0.0	40.8	56.68	0.0	0.59	0.34	4.02	0.1	3.0	0.0	39.23	0.0	97.06	0.59	10.71	20.35	30.65	37.64	0.0	0.0	78.7	29.57	0.0	0.0	11.96	16.65	27.48	29.4	28.61
N28178	54.32	0.0	4.89	24.72	0.0	0.0	108.28	0.0	0.0	0.0	0.0	0.15	0.0	39.98	58.01	146.25	9.57	45.6	30.93	137.63	13.35	81.65	27.3	16.68	109.66	0.0	79.82	13.4	23.52	18.61	41.77	77.6	8.3	27.49	118.36	27.91	50.93	0.47	103.28	10.79	0.0	0.0	25.55	30.68	216.35	208.94	221.69
Nefl	37.73	0.0	0.0	0.0	0.0	0.0	102.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	22.47	0.47	0.0	0.0	6.69	0.22	0.0	0.0	0.0	22.72	0.0	0.0	15.6	0.82	0.12	52.42	0.0	0.0	0.0	246.88	49.03	0.0	0.0	0.0	0.36	205.76	221.46	385.15	425.16	402.43
Neo1	20.32	0.0	0.0	1.11	0.0	0.0	31.94	0.0	0.0	1.32	0.0	0.0	0.0	0.0	0.05	0.19	1.19	0.0	0.0	10.53	0.0	0.29	8.14	0.0	0.0	0.0	0.39	0.06	7.24	0.39	0.85	0.0	9.8	0.04	0.03	0.0	0.65	1.31	0.0	15.21	0.0	0.0	2.62	3.11	43.16	40.98	43.19
Nfic	0.1	0.0	0.2	1.52	0.0	0.0	20.52	6.14	0.0	0.0	4.24	1.1	0.0	5.72	0.01	0.0	0.0	0.0	2.41	0.0	0.0	0.19	0.21	0.04	0.04	0.26	0.0	0.0	0.09	0.23	0.0	2.23	1.07	0.0	0.44	0.0	11.14	0.0	0.0	24.9	0.0	17.97	3.94	3.09	48.31	45.12	48.02
Npy	138375.8	9073.51	13918.43	173305.25	1.6	1.46	12448.57	82245.2	42632.64	6792.77	125016.83	34339.27	80627.8	105008.15	149629.49	134232.96	130357.56	122165.94	132052.33	122963.43	126501.28	117863.77	102118.34	130527.91	173863.58	45711.04	166048.87	191162.16	153405.37	147732.76	101137.64	151963.58	985.16	145032.54	180453.32	128781.07	23340.13	8484.11	137945.15	35571.91	32250.58	68416.93	0.0	0.7	214.21	196.57	200.76
Oprd1	0.15	0.0	0.11	0.17	0.1	0.0	63.33	0.0	0.16	0.0	0.0	0.22	0.0	0.0	0.07	0.18	0.13	0.08	0.08	0.07	0.0	0.0	0.0	0.0	0.06	0.16	0.0	0.0	0.0	0.14	0.0	0.0	0.12	0.11	0.0	0.07	0.07	0.16	0.0	1.48	0.0	0.18	0.43	0.09	14.02	13.62	14.1
Pate2	0.0	0.0	0.0	0.0	0.0	0.0	89.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41	0.0	0.4	0.08	0.09
Pgm2l1	130.29	82.99	76.97	54.37	1.32	34.38	168.91	0.16	1.46	54.64	50.0	88.42	26.28	67.65	44.25	38.67	136.33	22.48	84.56	47.62	9.45	22.45	134.4	112.86	84.4	31.28	54.55	26.43	15.21	53.92	22.46	54.85	157.78	44.18	49.5	30.71	67.48	38.78	39.99	21.96	13.15	0.08	133.53	126.12	139.14	129.14	145.3
Pitrm1	40.85	0.0	0.0	0.0	5.06	0.0	225.76	0.0	0.0	0.24	37.71	0.0	0.0	0.21	0.0	49.45	104.55	2.11	88.89	49.72	0.11	43.17	15.69	0.24	18.42	9.36	0.14	19.59	0.0	63.55	0.0	32.97	12.04	0.08	0.13	1.65	0.0	0.0	0.13	0.0	0.0	0.89	20.94	15.67	27.61	26.93	25.99
Pknox1	0.0	0.0	0.0	0.0	0.09	0.0	90.95	0.0	2.05	0.0	0.0	0.05	0.0	0.09	0.0	0.0	0.0	2.04	24.26	16.63	10.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	41.55	0.0	0.0	0.05	1.84	0.98	0.0	4.54	4.17	9.2	9.16	10.02
Ppp1r3d	0.0	0.0	0.0	0.0	0.0	0.0	12.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	0.32	6.48	7.7	6.88
Prss56	0.0	0.0	0.0	0.0	0.0	0.0	44.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.42	0.41
Rassf5	59.54	0.0	3.25	1.6	0.0	64.64	207.93	0.0	29.22	0.0	0.0	0.07	0.0	0.86	0.0	0.0	0.92	28.91	0.0	12.59	34.23	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	3.44	0.0	0.97	0.0	0.13	0.0	11.47	5.69	21.93	21.35	19.75
Rcc1	0.0	0.0	0.0	0.0	0.0	0.0	108.03	0.0	0.0	0.0	0.0	0.0	0.0	30.27	0.0	49.55	0.15	0.85	0.54	0.0	0.0	0.0	0.0	3.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	1.83	9.64	10.93	11.83
Rorb	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.04	0.0	0.04	0.03	0.03	0.04	0.03	0.0	0.0	0.0	0.03	0.06	0.03	0.03	0.0	0.0	0.05	0.06	0.03	0.0	0.0	16.42	0.03	0.0	0.03	0.06	0.0	0.0	0.0	0.1	0.01	0.97	0.5	10.55	9.4	9.66
Rp1	0.0	0.0	0.0	0.0	0.0	0.1	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.08	0.0	0.0	0.0	0.0	0.18	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.09	0.03
S1pr2	0.0	0.0	0.0	0.0	0.0	0.0	48.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.14	1.86	2.21
Scamp2	0.0	0.0	0.0	0.0	0.0	0.0	86.5	0.0	104.3	0.0	22.65	0.0	0.0	0.0	0.0	0.0	0.0	12.4	0.8	0.0	20.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.46	0.0	0.0	0.33	0.0	33.24	0.0	0.0	0.0	7.1	0.0	9.69	0.0	10.91	10.12	19.47	19.92	19.36
Scap	0.0	0.0	0.31	18.1	0.0	0.0	5.22	6.71	0.0	0.1	4.72	0.0	0.0	0.1	3.08	0.55	5.8	0.0	0.15	0.0	0.78	1.02	0.36	0.27	0.0	0.08	0.62	0.05	0.0	2.11	0.06	2.19	5.66	0.0	2.36	0.21	0.0	0.0	0.11	0.0	0.22	0.0	5.29	4.17	54.94	62.12	59.05
Scyl1	1.7	3.32	9.89	21.03	7.5	0.0	276.04	47.81	3.69	0.0	1.15	22.71	0.0	27.59	0.0	0.09	0.0	31.39	1.76	13.54	15.98	0.46	41.59	0.32	43.0	0.0	0.73	38.88	42.61	1.66	0.88	3.56	20.03	0.76	25.62	14.59	5.74	2.04	0.75	0.0	0.18	22.25	6.14	4.48	50.92	58.19	53.44
Sema3d	0.0	0.0	0.0	0.0	0.0	0.0	15.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61	0.0	0.0	0.0	2.57	2.76	3.07
Sesn2	0.0	0.0	0.0	0.0	0.0	0.0	35.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	10.86	11.87	9.1
Sipa1l3	1.8	0.5	0.0	2.54	0.0	0.0	5.84	3.02	5.75	0.0	0.13	0.03	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.1	0.0	0.08	0.0	0.0	0.13	0.0	0.0	0.03	0.0	0.0	0.0	0.03	0.96	2.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.16	0.04	0.09	22.22	21.93	21.96
Slc7a15	0.0	0.0	0.0	0.0	0.0	0.0	8.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.26	0.07	0.18
Slc9a8	6.05	0.0	0.0	25.48	0.0	0.0	55.74	29.02	0.11	0.0	0.0	39.0	0.35	9.28	3.88	0.0	0.0	0.0	22.28	0.09	7.82	0.0	0.0	2.77	0.0	0.0	22.91	0.0	2.3	0.26	0.0	0.0	0.93	0.0	8.56	8.87	0.24	0.0	0.0	0.0	0.0	0.0	6.58	2.9	23.52	25.29	23.82
Smo	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	8.27	8.75	8.9
Snhg5	0.0	0.0	0.0	0.0	0.0	0.0	149.11	0.0	113.27	0.0	86.93	18.07	0.0	0.0	0.08	0.0	0.0	0.0	8.6	0.0	0.42	84.66	91.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.44	0.0	44.41	0.0	6.82	0.0	0.0	7.73	0.0	0.0	0.0	0.0	21.22	33.94	14.1	13.35	12.39
Snrk	18.66	0.0	2.65	22.49	38.69	1.51	78.59	0.0	8.68	12.19	0.0	70.26	0.0	13.04	22.48	56.13	0.89	36.22	59.49	39.04	0.25	3.06	0.09	1.8	12.07	0.0	6.33	30.25	24.92	15.46	0.0	34.36	9.36	16.52	0.0	31.93	17.35	0.0	11.6	0.0	0.0	7.59	5.19	6.96	47.62	51.78	49.29
Sntg2	0.0	0.0	0.0	0.0	0.0	0.0	123.86	0.0	0.0	0.0	0.0	66.99	0.0	0.0	0.0	0.97	1.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.09	0.0	0.0	0.0	0.0	0.0	3.64	3.23	2.62
Spire2	0.0	0.0	23.53	27.68	0.0	0.0	52.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	44.14	0.48	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.56	0.0	0.0	0.0	0.0	7.87	0.0	0.0	0.0	0.0	0.0	0.9	16.19	16.9	15.6
Sstr3	0.0	0.0	0.0	0.0	0.0	0.0	1.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13	3.51	16.31	16.21	16.32
Syne2	0.64	0.0	0.0	0.0	0.0	0.0	11.87	0.74	0.0	0.0	0.0	9.91	0.0	0.0	0.01	0.0	0.0	1.74	0.0	0.0	1.91	3.71	0.0	0.0	0.0	0.0	0.0	0.18	5.64	0.0	0.01	0.0	0.68	0.0	0.0	1.06	0.0	0.0	0.0	0.0	0.0	0.0	1.6	2.37	4.39	3.88	4.57
Tceanc	0.0	0.7	0.53	0.18	0.0	0.09	100.76	0.0	0.0	0.0	1.24	0.11	0.13	0.09	0.0	0.21	0.08	0.37	0.08	0.1	0.6	0.0	0.03	29.75	0.33	0.0	0.08	0.41	0.48	0.1	0.46	0.67	3.3	0.37	16.13	4.43	0.39	0.0	0.12	2.08	0.52	0.0	0.93	1.19	1.09	1.33	1.36
Tecpr2	0.56	0.39	0.08	17.45	0.1	0.27	49.96	0.37	0.13	2.13	0.32	1.56	0.72	0.43	0.08	0.71	0.07	6.54	0.4	4.86	2.71	0.2	0.73	0.04	0.12	0.25	0.16	0.1	0.11	0.81	0.72	4.61	3.65	0.04	0.94	0.02	4.98	0.38	0.09	0.18	1.67	0.6	3.95	6.48	37.36	37.41	39.21
Tmem116	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.23	5.54	3.2	4.12	2.89
Tomm70a	47.85	6.01	0.0	0.36	45.33	35.37	158.17	32.4	0.0	0.22	25.04	91.46	52.66	78.62	43.95	25.29	1.49	25.19	3.95	0.0	3.41	0.32	27.64	9.99	0.26	0.0	27.84	0.0	64.93	0.85	22.48	0.52	98.13	54.05	36.48	39.92	0.28	18.97	11.81	0.0	0.0	26.19	33.66	40.84	162.49	155.46	154.23
Trrap	5.35	9.23	10.67	13.49	0.0	20.0	29.76	9.42	5.01	7.12	6.67	9.54	13.92	12.85	3.74	17.85	10.49	10.87	0.0	3.76	9.66	3.02	5.52	2.77	21.27	0.0	5.31	0.0	10.45	8.84	4.78	19.08	11.52	0.16	21.17	4.79	38.83	0.59	0.35	13.38	0.0	0.16	5.32	7.58	48.39	44.3	50.87
Tspan2	1.41	0.0	0.0	0.33	0.2	0.0	139.76	51.93	0.0	0.0	2.7	10.16	0.0	10.13	56.63	2.48	16.46	36.75	0.0	24.54	31.55	40.75	31.13	47.34	65.24	0.0	0.08	46.54	0.14	33.18	58.8	51.94	2.02	71.22	0.05	39.06	36.43	0.0	2.38	0.29	74.43	72.66	1.26	33.84	89.2	86.44	99.13
Ttc9	0.0	0.0	0.42	22.96	0.0	0.0	87.62	0.0	88.47	0.0	0.0	0.22	0.0	34.03	6.09	0.0	0.08	0.12	0.0	0.0	4.0	0.0	36.55	14.57	0.12	0.0	25.47	0.0	0.0	9.8	0.0	0.0	0.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.96	0.0	8.66	4.11	44.03	41.2	41.23
Zbtb20	0.0	0.0	0.0	0.0	0.0	0.13	135.87	0.0	0.0	0.0	0.34	0.0	0.0	0.13	0.03	0.08	4.04	14.69	16.65	0.27	1.94	0.0	3.94	8.95	0.0	0.11	2.1	0.34	0.0	1.4	29.71	11.74	0.0	0.55	18.88	5.02	0.17	0.0	0.0	0.0	0.95	0.0	0.12	0.12	6.49	3.6	9.75
Zdhhc3	2.08	0.96	1.34	14.01	2.71	1.01	36.44	16.59	0.63	1.09	0.38	0.17	0.22	2.02	0.1	0.51	3.49	6.46	1.44	6.13	2.94	0.26	13.98	0.06	3.2	0.15	16.03	13.57	1.5	0.91	0.72	19.25	2.63	0.24	0.15	0.06	0.46	0.78	0.44	1.42	1.76	0.5	5.0	4.87	24.69	26.51	25.39
Zkscan2	0.0	0.0	0.0	0.0	0.0	0.0	27.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.38	16.42	15.07	16.88
c12_tRNA-Ala-GCA	0.0	0.0	0.0	0.0	0.0	0.0	27.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.63	2.48	0.0
