	Calb2_tdTpositive_cell_24	Chrna2_tdTpositive_cell_75	Ctgf_tdTpositive_cell_17	Ctgf_tdTpositive_cell_20	Htr3a_tdTpositive_cell_86	Htr3a_tdTpositive_cell_97	Htr3a_tdTpositive_cell_106	Htr3a_tdTpositive_cell_109	Nos1_tdTpositive_cell_42	Nos1_tdTpositive_cell_70	Ntsr1_tdTpositive_cell_2	Ntsr1_tdTpositive_cell_14	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_21	Ntsr1_tdTpositive_cell_26	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_30	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_45	Ntsr1_tdTpositive_cell_49	Rbp4_tdTpositive_cell_56	Rbp4_tdTpositive_cell_60	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_165	Slc17a6_tdTpositive_cell_24	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_10	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_7	CAV_LP_Ipsi_tdTpos_cell_10	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Maml3	0.0	0.0	0.0	0.0	3.97	0.36	0.0	0.0	22.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.86	0.0	0.0	5.68	0.07	0.0	3.09	0.0	0.0	0.12	0.0	0.0	0.39	0.0	0.0	0.05	0.0	0.0	0.0	0.07	0.05	0.0	4.07	3.96	3.88
Med30	0.59	0.0	0.0	0.0	0.0	0.0	0.81	0.0	48.94	29.13	0.0	0.0	0.0	6.48	0.0	0.0	0.0	0.0	24.97	0.0	0.0	0.0	0.0	0.0	0.0	4.5	0.0	0.0	16.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.79	34.96	32.66
Mfsd2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.39	18.4	19.35
Mmp15	0.0	0.0	0.0	1.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.99	11.41	12.38
Mmp21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.2	0.22
Mob3b	0.32	0.67	0.6	0.72	0.63	0.71	0.77	0.92	0.73	0.65	0.43	0.42	2.47	0.21	0.7	0.26	0.2	0.54	0.59	0.23	0.51	0.45	0.21	0.29	0.01	1.3	0.19	0.7	0.56	0.21	0.19	0.64	0.17	0.31	0.37	0.07	0.06	0.24	2.06	1.95	2.08
Mpeg1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.96	16.02	16.24
Mvp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	5.65	6.32	5.47
Mylpf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63	1.02	1.26
Nkx6-3	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Nlrp12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.02	0.07
Nr1i3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.56	0.58
Nr2e1	0.0	0.94	0.0	0.0	0.65	0.92	0.0	0.0	2.46	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.12	0.0	0.13	0.0	0.0	0.0	0.0	0.48	0.0	0.14	0.06	0.0	0.0	0.96	0.0	0.0	0.09	0.0	0.0	0.0	10.66	11.44	11.29
Nsmce4a	0.0	94.21	28.98	51.53	82.34	1.67	62.68	0.0	102.25	34.91	0.0	0.25	290.23	0.0	0.0	139.83	1.61	0.0	0.0	0.0	45.0	0.0	14.32	0.0	0.0	2.39	0.0	3.8	6.18	123.38	52.45	71.95	0.0	5.31	12.0	0.0	0.0	0.0	35.23	41.45	34.79
Ntrk2	8.43	9.72	0.09	52.23	34.32	56.33	7.26	7.34	56.74	30.46	46.08	54.65	8.59	8.63	86.35	18.96	33.98	36.53	53.35	70.18	104.6	0.64	37.42	88.36	0.08	28.11	175.08	530.74	43.31	14.65	54.79	47.6	52.23	25.64	0.17	14.64	25.34	121.29	244.04	230.22	259.3
Papss2	0.0	0.65	0.29	0.2	0.28	0.29	0.0	1.1	0.84	0.14	0.42	0.53	0.0	0.42	0.11	0.09	0.05	0.18	0.19	0.0	0.29	1.72	0.24	0.01	0.0	0.47	0.61	0.46	7.45	0.48	0.06	0.63	0.27	0.04	0.0	0.0	0.22	0.15	9.31	8.81	11.68
Pard6b	0.0	0.24	0.0	0.0	0.14	0.0	0.33	0.13	28.03	0.0	0.06	0.1	0.0	0.09	11.21	0.0	0.09	0.0	0.2	0.0	0.13	0.0	0.22	0.0	0.0	0.1	0.17	0.0	4.09	0.0	0.0	0.1	0.0	0.0	0.17	0.0	0.0	0.07	4.92	5.35	4.42
Pcp4	3355.07	5030.53	5350.95	4341.13	4905.76	3348.15	3629.17	3670.93	2392.61	4518.09	3963.84	3863.9	7467.74	4785.11	4635.18	5853.47	5181.2	6240.76	6808.32	7407.1	5341.11	6583.41	3079.77	4134.5	3516.12	2202.57	7030.52	5492.66	5219.57	7638.97	5202.71	5242.95	6941.16	7178.2	5557.87	6670.6	6291.11	8685.7	788.83	807.59	741.11
Pctp	0.0	0.33	0.62	1.13	0.38	0.0	0.0	0.71	0.0	0.13	0.12	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.19	0.75	0.4	0.25	0.0	0.07	0.0	0.0	0.03	0.0	0.15	0.0	0.03	0.25	0.0	0.22	0.0	0.0	1.93	1.26	1.92
Plod1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.37	15.04	14.97
Pofut1	0.0	0.12	0.0	0.74	13.24	0.0	0.56	0.24	0.95	0.53	0.32	0.5	0.44	0.04	0.07	0.06	0.09	0.0	0.14	0.0	1.41	0.06	0.25	7.05	0.0	2.58	0.55	0.25	2.72	0.17	7.72	1.28	0.0	0.0	0.05	0.0	0.72	0.0	12.9	12.57	13.66
Ppef2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.7	0.63
Ptpn7	0.68	2.96	1.45	1.56	0.79	1.01	1.58	3.13	4.49	0.83	1.79	3.88	7.7	2.07	1.12	0.62	0.98	0.64	1.72	0.82	1.84	0.84	1.91	2.01	0.0	1.51	0.43	2.23	2.13	1.02	0.29	2.25	0.88	0.21	0.67	0.9	1.22	0.58	1.46	1.76	1.34
Pygm	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46	0.0	0.0	4.86	53.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.56	25.06	27.78
Rbm19	0.0	0.0	0.0	1.23	1.67	0.0	0.0	0.0	34.42	0.0	0.0	0.0	0.0	3.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	5.01	10.95	2.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.29	9.73	8.3
Rfx4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.48	9.6	10.66
Rho	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.34	0.16
Ripk1	0.0	0.46	0.15	7.82	0.36	0.09	0.23	0.1	0.41	0.27	0.11	0.22	0.47	0.21	0.0	0.29	0.0	0.0	0.26	0.16	0.29	0.42	0.08	0.06	0.08	0.36	0.38	0.59	0.39	0.19	0.1	0.53	0.06	0.05	0.26	0.59	0.06	0.0	3.57	3.93	3.93
Sbf2	0.0	0.07	0.36	25.24	0.1	0.38	1.81	15.27	7.93	0.14	24.0	14.87	0.1	6.98	0.0	0.05	0.02	0.07	0.0	0.0	3.78	0.05	17.0	0.04	0.0	8.56	0.0	0.0	5.69	62.52	16.12	0.0	0.0	0.0	0.0	45.11	5.49	0.0	27.17	24.22	28.23
Scgb3a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.66
Sco1	1.92	4.75	15.32	5.97	22.3	5.68	5.61	6.5	52.7	10.75	33.31	10.73	3.25	5.94	26.27	5.32	20.37	7.54	21.31	22.3	34.34	3.36	1.92	14.2	0.0	13.28	24.78	5.88	5.12	4.79	12.77	6.02	2.23	4.98	6.35	4.82	4.39	2.54	6.54	5.32	5.55
Sec16b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	1.04	0.96	1.24
Slc22a6	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	4.78	5.29	3.85
Slc6a2	0.0	0.07	0.0	0.0	0.25	0.12	0.18	0.35	0.49	0.0	0.2	0.0	0.1	0.28	0.11	0.05	0.09	0.0	0.19	0.12	0.0	0.03	0.05	0.0	0.82	0.15	0.3	0.19	0.15	0.0	0.0	0.12	0.0	0.0	0.07	0.0	0.1	0.14	0.12	0.22	0.06
Slco2a1	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39	1.25	1.46
Slco6c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.04	0.04	0.04
Snord32a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.17	6.85
Snx8	0.0	0.0	0.0	3.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.36	12.14	11.67
Speer4b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.48	29.52	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.2	0.79
Sstr4	0.0	4.93	0.0	14.04	0.0	0.0	5.2	0.0	17.95	0.0	0.0	0.0	0.26	0.0	154.33	1.18	0.0	59.81	34.84	0.0	8.78	0.24	0.0	0.0	0.0	3.43	0.0	0.0	5.38	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.73	23.69	26.85
Svs3b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tcf19	0.0	4.86	0.0	0.0	0.0	0.0	0.0	0.0	64.44	0.0	0.0	0.0	0.0	80.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.36	27.57	0.0	128.93	0.0	0.0	0.0	0.0	0.0	0.0	8.99	7.87	6.86
Tnfrsf26	0.16	0.53	0.22	0.0	0.17	0.0	0.41	0.37	1.54	0.13	0.25	0.28	0.1	0.12	0.56	0.0	0.11	0.0	0.0	0.27	0.46	0.22	0.27	0.0	0.0	0.62	0.0	0.37	0.08	0.36	0.0	0.12	0.31	0.0	0.07	0.31	0.0	0.32	0.9	0.53	1.09
Tns3	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.86	23.21	24.25
Tspan18	0.0	0.0	0.0	0.21	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.1	0.0	0.0	0.07	0.0	0.0	0.0	3.46	3.35	4.13
Ubac2	0.0	0.24	0.0	14.26	29.98	0.0	0.16	54.34	167.94	46.44	6.84	0.0	0.0	0.0	0.0	119.05	46.71	0.0	111.03	8.21	89.46	0.0	0.0	0.0	0.0	10.76	0.0	150.42	19.57	15.22	7.08	0.0	0.0	0.11	0.14	0.21	0.0	35.66	33.15	35.99	33.27
Ube2c	0.0	1.76	4.04	3.64	1.49	0.79	1.28	1.85	4.08	0.32	1.37	0.29	1.59	0.8	0.0	0.37	1.22	0.48	2.66	0.19	1.18	0.91	0.65	0.83	0.0	2.63	1.59	5.94	1.2	5.34	0.55	4.45	1.2	0.29	0.58	0.83	0.0	0.0	4.67	6.1	6.13
Ugt2b35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vax2os2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Vsig10	0.0	0.0	0.0	0.36	0.09	0.0	0.0	0.11	0.15	0.0	0.16	0.0	0.26	0.0	0.09	0.0	0.05	0.0	0.09	0.0	0.11	0.03	0.0	0.07	0.0	0.19	0.0	0.4	0.1	0.08	0.0	0.15	0.07	0.0	0.0	0.0	0.0	0.0	1.2	1.5	2.19
Ybey	84.71	3.68	5.72	5.95	4.89	4.53	45.01	12.02	114.78	3.47	2.56	47.9	3.79	3.9	2.11	1.55	2.48	1.63	16.45	3.1	7.0	2.94	6.73	2.97	0.0	11.81	3.68	3.15	4.31	11.25	2.91	27.6	6.87	3.0	2.48	2.14	5.49	0.94	5.24	5.16	5.31
Zfp536	12.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.26	7.15	11.03
Zfp579	0.0	0.0	0.0	7.37	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	13.53	17.28	15.67
Zfp593	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	51.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.41	0.0	9.79	12.81	10.99
Zfp648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.65	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8	2.44	3.5
Zglp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	15.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3	2.17	1.76
Zic1	1.18	0.47	0.0	0.76	0.88	0.88	0.45	0.38	1.51	0.84	0.54	0.11	1.33	0.49	0.11	0.0	0.13	0.43	1.13	0.34	1.36	0.3	0.09	0.11	0.0	0.47	0.16	0.6	0.29	0.19	0.39	1.1	0.0	0.22	1.05	0.34	0.76	0.09	9.06	11.02	7.95
Zp3r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
c5_SSU-rRNA_Hsa	0.0	0.0	0.0	0.0	0.0	0.0	1.04	0.0	12.23	0.0	2.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	1.23	5.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37	0.0	0.0
