	Chrna2_tdTpositive_cell_18	Chrna2_tdTpositive_cell_51	Chrna2_tdTpositive_cell_75	Ctgf_tdTpositive_cell_11	Ctgf_tdTpositive_cell_18	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_108	Htr3a_tdTpositive_cell_111	Htr3a_tdTpositive_cell_114	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_62	Ntsr1_tdTpositive_cell_11	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_35	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_40	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_49	Rbp4_tdTpositive_cell_6	Rbp4_tdTpositive_cell_44	Rbp4_tdTpositive_cell_73	Rbp4_tdTpositive_cell_135	Rorb_tdTpositive_cell_43	Slc17a6_tdTpositive_cell_24	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_7	CAV_LP_Ipsi_tdTpos_cell_16	CAV_LP_Ipsi_tdTpos_cell_19	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Dcx	0.0	8.13	0.0	30.45	0.81	10.31	10.82	11.14	2.0	3.91	6.29	32.39	0.04	0.0	0.16	16.3	0.15	0.0	0.14	0.04	5.98	0.0	78.42	0.17	0.03	34.16	3.56	6.07	17.02	5.02	4.54	1.17	4.21	6.15	0.0	0.0	49.23	5.94	25.39	6.56	0.0	0.0	10.5	0.19	16.93	15.75	19.0
Dgki	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.14	4.89	0.17	0.0	0.0	10.79	2.48	0.78	1.67	1.22	2.73	1.48	0.97	0.0	0.06	0.0	25.64	0.0	0.0	0.0	0.0	0.0	0.0	28.75	22.89	30.48
Disp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	8.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.62	0.0	0.0	0.0	0.35	0.07	0.0	0.56	0.0	0.04	0.2	0.48	8.83	18.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.34	3.94	3.58	2.84
Dppa1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.09	0.04	0.09
Dppa4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E330021D16Rik	0.0	0.0	0.0	0.87	0.0	0.0	0.0	8.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.37	0.0	0.0	0.0	0.0	0.0	0.0	2.88	1.79	0.33	0.37	1.36	0.0	0.0	3.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.53	3.06	3.56
Eef2k	22.15	0.31	0.52	1.1	14.89	0.19	35.45	3.44	11.57	0.44	0.33	0.11	0.17	0.27	8.31	0.04	0.36	0.23	0.4	37.65	0.93	0.2	75.71	1.66	0.24	5.79	0.67	10.94	7.19	8.78	4.88	5.89	3.05	2.99	0.23	10.32	6.46	13.36	0.12	0.1	0.35	0.2	0.12	3.37	27.93	28.9	28.24
Eif2c4	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	2.41	0.0	0.0	16.81	0.0	0.0	0.0	4.04	0.0	52.87	0.0	35.63	0.0	1.45	0.0	0.0	0.08	1.16	0.0	1.15	0.58	0.0	0.27	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.45	8.15	7.51	7.83
Emid2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.83	1.02	0.0	0.0	7.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.95	5.7	6.7
Fam123c	0.0	0.0	0.0	0.18	27.76	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	50.65	0.0	11.44	0.0	0.0	82.25	0.27	0.0	0.0	5.41	2.15	0.0	1.65	4.89	7.83	6.27	5.54	22.42	0.61	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	19.12	21.66	19.68
Fam186b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11	1.02	1.08
Fam188b	0.0	2.4	0.0	0.0	0.0	64.63	74.06	48.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.22	0.0	0.0	0.0	0.0	0.0	0.0	120.96	0.0	0.0	0.0	1.29	1.54	1.12	0.9	7.51	0.09	1.2	6.62	27.3	19.36	0.0	0.0	0.0	0.0	0.0	0.0	0.89	0.0	4.94	5.42	4.83
Fam198b	0.76	0.55	1.06	1.31	1.29	0.71	0.29	0.62	1.02	0.33	0.57	1.78	0.17	0.4	0.63	0.18	0.96	0.17	0.24	0.26	0.79	0.14	30.89	0.46	0.15	0.36	3.18	3.4	4.81	3.81	10.42	3.83	7.16	7.82	0.73	2.98	0.26	0.69	0.1	5.22	2.53	0.36	0.78	1.04	4.49	3.5	4.54
Fbxo15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.41	0.39
Fitm2	0.0	0.27	1.99	0.0	1.3	0.2	22.65	0.65	0.0	0.93	0.26	0.65	0.0	0.0	0.34	0.36	0.0	0.15	0.19	0.77	0.0	0.0	63.19	1.91	0.36	0.0	2.19	9.62	13.51	9.72	2.59	11.96	3.36	6.04	0.4	0.0	0.0	1.0	0.22	0.18	0.0	0.0	0.33	0.0	23.58	19.8	20.63
Flywch1	25.92	0.0	1.35	0.31	41.84	0.39	0.27	0.26	31.3	28.45	0.33	0.92	0.0	2.36	0.79	0.32	0.26	0.32	0.0	0.26	0.38	0.38	68.8	0.33	0.58	0.47	17.72	2.69	3.11	7.01	9.76	0.32	5.08	7.63	0.77	7.68	0.57	3.66	0.11	0.0	0.0	0.0	0.0	1.0	187.51	205.15	199.13
Foxi1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Glra3	0.0	0.0	0.0	0.0	1.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.57	0.0	0.0	0.0	1.96	0.0	0.62	0.0	0.0	0.0	0.48	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.1	3.32	6.08
Gm10509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.33	0.0	0.0	0.0	134.2	0.28	0.15	0.0	0.0	0.0	0.0	8.06	15.82	1.4	19.23	10.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.51	4.8	5.67
Gm10584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.96	1.49
Gm12238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.55	0.0	0.0	27.76	0.0	5.09	0.0	0.0	11.12	0.0	5.07	0.0	0.0	0.0	0.0	54.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	3.46
Gm19583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.08
Gm4461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.26	0.0
Gm5088	0.64	0.0	0.0	0.24	0.0	0.33	0.0	0.0	0.27	0.12	0.17	0.11	0.0	0.0	0.2	0.0	0.0	1.58	0.0	0.0	0.2	0.68	14.77	0.39	0.0	0.0	0.0	0.95	0.28	0.46	0.38	0.23	1.14	0.22	0.0	0.0	0.0	0.11	0.0	0.32	0.0	0.0	0.0	0.45	0.38	0.7	1.37
Gm5089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.42	5.96	6.27
Gm5111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.91	0.0	0.0	0.0	11.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84	0.2	0.76
Gm5409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm5577	1.97	0.46	1.85	1.16	0.0	2.81	0.47	2.08	1.18	0.95	1.99	2.82	0.0	0.0	0.62	0.0	1.54	0.19	0.24	0.0	1.11	3.17	15.85	4.61	0.0	46.45	14.26	6.79	2.15	0.93	1.48	5.27	3.95	4.66	1.15	1.25	0.21	2.55	83.61	0.3	0.0	0.2	1.01	3.58	18.15	13.4	18.24
Gm7904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0
Gm9776	11.51	2.22	4.56	4.95	2.31	2.59	2.99	3.49	3.17	1.23	4.57	9.56	2.42	1.54	7.76	1.94	3.89	7.09	2.32	6.96	18.83	9.3	45.1	10.03	1.56	5.7	8.37	4.96	11.39	7.55	4.35	6.97	11.1	8.51	3.91	40.51	3.03	15.09	2.53	6.97	4.93	2.73	1.9	7.08	5.18	5.5	7.24
Gon4l	22.61	30.16	8.64	0.0	24.59	1.03	5.52	0.1	0.28	0.21	1.01	6.11	28.15	0.0	34.72	0.0	7.56	3.15	0.0	10.2	21.87	2.12	60.02	1.98	7.32	0.0	15.09	5.44	8.46	4.61	9.36	9.06	10.45	3.47	20.27	8.78	12.17	44.51	1.99	30.77	19.48	0.18	11.04	0.0	32.89	32.01	35.12
Gpam	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.43	0.0	0.0	0.0	0.92	0.18	0.08	0.0	0.0	0.31	0.63	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.95	35.26	40.28
Hhla1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Hist1h2bh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hist1h2bn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.36	1.23
Hrh2	0.0	0.0	0.0	0.0	0.0	10.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.8	0.0	95.99	0.0	0.0	153.61	0.0	0.0	0.0	2.66	1.91	0.0	1.73	0.0	80.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.33	6.88	6.71	5.29
Igf2bp2	0.0	0.0	0.0	16.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.66	0.0	0.0	0.0	0.0	0.09	0.0	0.0	3.52	2.52	0.0	0.88	0.58	10.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23	0.97	1.26
Igf2bp3	0.0	0.0	0.0	0.0	2.13	0.0	1.15	0.0	0.0	0.09	0.0	1.05	0.0	0.0	7.4	0.0	0.0	1.47	0.0	0.0	0.08	0.0	12.23	4.43	0.0	2.27	2.83	0.69	3.08	0.88	2.14	0.14	1.96	1.11	0.59	0.0	0.39	3.02	0.0	0.0	3.31	0.07	2.19	0.0	2.24	2.2	2.26
Ikbke	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17	0.98	1.49
Il12rb2	0.0	0.0	0.0	0.0	0.0	0.0	11.57	0.0	0.0	0.0	1.22	0.0	0.0	0.0	4.03	0.0	25.08	0.0	0.0	0.0	0.0	8.42	18.65	4.69	0.0	0.0	2.89	0.0	4.98	0.09	0.0	4.89	1.17	1.53	28.65	0.0	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27	1.95	3.31
Iqck	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.94	0.0	0.0	0.58	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86	2.28	1.41
Jag1	0.0	0.0	7.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.31	0.0	0.0	0.0	0.0	1.95	0.0	0.0	0.0	0.96	0.12	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	3.9	3.74
Jarid2	10.0	23.91	9.36	9.8	0.94	2.92	0.0	0.0	4.99	0.0	0.0	0.0	5.74	0.0	1.5	0.0	0.01	0.05	0.0	27.37	0.29	12.05	40.66	0.0	0.0	0.1	13.0	7.01	6.43	5.68	6.14	10.41	5.4	6.12	7.32	0.0	0.0	17.06	0.0	9.52	0.0	0.0	23.57	4.31	18.22	18.72	18.93
Kcnk10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.13	0.0	0.0	0.0	0.0	2.4	0.0	1.12	0.0	0.0	0.54	0.41	65.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.25	4.33	3.7
Kcnrg	0.41	0.0	0.28	0.0	0.0	0.18	0.35	0.18	0.0	0.31	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.54	7.67	0.0	63.84	0.22	0.71	0.0	4.15	2.03	5.46	0.43	0.14	0.11	1.69	3.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	1.43	1.68	0.73
Kdm4a	0.0	0.0	69.99	0.46	26.78	0.0	0.41	0.0	0.0	22.92	0.0	0.15	1.25	0.0	0.0	0.0	5.4	3.65	1.89	0.0	0.0	10.33	23.62	0.12	0.0	1.93	0.73	1.49	0.53	0.11	0.07	0.98	1.42	0.75	1.33	0.0	0.0	0.95	0.0	2.8	0.0	0.0	4.38	0.0	33.21	34.05	34.15
Kdm6a	0.0	0.28	0.1	0.0	0.98	1.85	2.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46	0.0	0.0	0.0	1.98	1.74	3.87	0.0	0.0	1.98	1.4	0.37	14.88	3.63	0.69	0.97	5.56	4.63	0.55	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.05	0.28	22.45	14.79	17.17
Kif11	0.36	10.08	14.22	0.55	9.31	2.36	0.25	0.41	0.46	0.32	0.1	0.6	0.16	0.12	0.41	0.44	0.28	0.56	0.0	0.14	0.21	3.09	59.26	0.46	0.43	0.21	5.57	7.45	2.06	2.07	1.23	1.79	1.7	1.6	0.25	0.23	0.0	0.89	0.09	0.27	0.27	0.28	0.28	0.73	1.19	1.2	1.5
Klhl14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.96	2.26	2.37
LOC329427	0.0	0.0	0.0	54.72	0.0	0.0	0.0	0.0	18.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.36	35.02	0.0	0.11	11.77	3.63	9.23	2.73	0.0	0.0	3.07	1.44	1.19	0.0	21.83	0.0	0.0	0.0	0.0	3.18	0.0	0.73	0.09	3.75	4.93	4.4
Lekr1	0.0	5.45	0.0	0.0	0.95	0.0	0.0	1.18	0.0	7.86	0.38	0.0	0.0	1.5	0.54	1.2	0.0	0.0	0.0	0.0	0.0	0.0	56.49	31.52	0.0	0.0	4.33	4.03	8.99	3.04	0.5	3.14	8.75	6.4	1.84	0.0	80.07	0.97	0.0	2.55	0.0	0.0	9.77	39.8	6.99	4.36	5.33
Lig3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.05	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	6.22	0.0	0.0	0.0	1.12	2.92	8.08	5.7	7.69	4.34	3.24	3.71	7.3	0.9	0.0	0.0	0.0	0.0	0.0	37.28	0.0	0.0	16.4	14.44	14.32
Lonrf1	1.58	0.11	43.1	4.8	3.89	2.29	2.43	3.04	11.19	0.57	1.13	2.65	1.15	38.06	1.9	1.05	10.39	1.6	0.64	2.42	1.8	7.89	11.97	5.58	1.0	2.35	10.11	8.28	8.59	1.56	7.68	5.21	4.75	6.53	6.09	1.14	2.45	1.73	41.33	0.25	1.5	1.28	0.67	5.55	20.65	19.77	17.87
Lrch1	7.25	0.0	0.0	0.0	0.78	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.34	0.0	22.42	5.63	1.06	4.7	2.46	0.44	0.88	2.37	4.28	3.05	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	9.59	8.87	9.4
Lrrc56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.46	0.0	0.0	0.0	0.74	0.0	3.67	0.0	0.0	0.0	1.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.08	4.24	3.26
Luzp2	0.13	0.0	0.0	77.68	0.0	70.52	19.74	37.24	29.78	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.14	70.99	0.07	0.05	0.0	3.08	5.4	4.0	16.61	1.85	17.06	7.62	8.54	74.2	69.08	0.0	0.13	0.0	0.0	0.0	0.11	0.0	61.35	94.04	77.43	101.06
Man2b2	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	82.36	0.0	0.0	0.0	0.0	0.0	0.0	4.64	0.07	3.49	0.2	0.2	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	22.69	0.0	19.0	20.78	19.91
March10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.07	0.0	0.0	0.0	0.0	4.92	0.0	1.62	13.27	1.27	2.52	0.0	0.0	0.0	0.0	1.57	1.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.74	1.51	1.32
March7	12.7	0.0	17.07	0.0	28.81	0.0	0.0	8.98	1.34	21.65	1.33	47.85	0.0	0.0	21.8	0.0	32.97	0.0	0.0	1.81	0.0	26.01	84.79	59.41	30.64	0.0	15.54	15.9	17.54	6.55	18.16	13.96	13.27	15.71	10.09	0.0	0.0	0.0	62.19	0.62	1.46	0.0	24.02	14.31	39.23	36.68	39.79
March9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.45	0.0	0.0	0.0	20.94	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.17	0.7	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	19.21	21.04	19.32
Med16	0.52	0.88	4.33	5.35	2.45	1.44	1.03	1.87	3.14	0.74	1.01	2.22	2.2	8.97	0.93	0.05	2.32	1.17	0.53	2.21	1.08	1.84	14.2	1.7	0.72	3.28	3.32	4.1	4.69	3.15	1.79	1.91	2.38	2.51	4.43	1.56	2.25	1.34	21.4	0.98	3.59	1.15	1.03	2.35	41.23	46.11	45.2
Mitf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.89	0.02	0.0	33.89	0.0	0.0	14.99	0.0	0.0	0.0	0.0	0.0	7.59	0.82	69.76	0.09	0.0	0.88	3.3	8.7	0.0	4.71	2.3	2.78	3.05	0.9	0.0	38.18	0.0	0.0	0.0	51.42	0.0	0.0	0.0	0.59	4.09	4.02	5.0
Mtl5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.47	0.05
Myo5b	0.0	6.36	0.46	0.0	0.0	0.0	17.1	52.23	26.48	26.28	17.75	0.0	0.05	0.0	0.0	0.0	26.29	2.12	0.0	0.0	0.0	0.0	122.44	0.0	0.0	0.0	4.69	13.75	36.8	14.03	11.91	14.26	16.97	16.2	0.0	0.04	2.9	28.0	5.63	0.0	0.0	10.79	0.04	0.0	18.94	18.75	19.46
Nbn	23.05	2.97	7.88	0.0	25.85	30.19	0.0	0.0	45.63	0.0	0.0	79.56	0.0	66.83	0.0	10.68	0.0	0.0	0.0	0.0	0.0	34.98	94.15	56.85	0.0	0.0	24.85	34.93	1.21	9.34	5.86	10.26	13.84	16.9	51.28	15.72	0.0	0.0	0.0	40.41	163.45	0.0	81.43	0.0	16.51	14.65	16.25
Npat	15.02	5.36	2.98	24.37	0.0	4.87	15.29	0.0	15.85	2.9	7.87	0.05	0.0	0.0	0.02	0.0	17.89	0.04	0.0	7.49	0.0	0.0	91.35	0.0	13.8	36.19	10.92	3.27	1.25	6.55	5.73	8.94	7.16	5.22	8.36	0.71	0.0	0.0	0.0	0.06	0.0	0.0	16.18	0.03	11.52	10.73	12.19
Nr2c2	12.4	1.12	2.88	0.0	25.31	24.54	11.33	5.13	0.0	4.88	0.07	26.59	0.0	0.78	9.46	32.47	2.41	0.03	0.9	1.57	15.78	0.4	115.1	0.05	0.13	33.33	9.59	15.23	11.02	6.66	11.2	17.2	8.56	8.13	1.2	0.18	0.78	0.96	13.88	28.7	0.11	20.1	27.32	0.77	47.92	44.91	49.08
