	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Ctgf_tdTpositive_cell_4	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_83	Htr3a_tdTpositive_cell_91	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_92	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Spred3	0.54	0.0	21.02	0.0	0.0	0.1	0.0	0.0	2.94	1.67	6.02	4.4	0.0	0.0	0.0	0.0	3.15	4.82	4.29	0.0	0.0	4.24	0.07	0.0	1.0	0.0	1.84	0.0	2.61	2.9	0.0	1.46	1.26	1.96	30.71	29.41	30.6
Sst	110572.87	92299.24	48476.57	39954.99	0.0	72114.03	41248.39	79456.04	80147.45	53894.31	56866.87	51085.86	57147.69	53884.47	50199.22	51551.12	68952.67	63593.53	54941.04	65451.11	53524.63	52986.0	54281.29	59257.22	56460.73	57846.93	0.0	40924.0	78404.02	70180.73	60686.4	0.0	0.0	0.0	558.6	588.98	558.0
Stat6	0.0	0.0	51.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.78	22.23	0.0	0.0	0.0	37.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.46	0.0	0.0	0.0	0.0	7.32	14.56	8.16	9.0	9.3	8.96
Stx8	10.23	30.26	93.22	11.49	0.0	17.27	0.0	22.58	20.46	0.0	3.97	14.32	17.87	0.0	0.0	1.09	18.64	20.53	0.23	27.21	0.49	22.96	6.29	2.78	11.6	8.77	24.31	0.24	28.75	0.0	14.55	21.79	25.23	17.14	7.99	9.51	8.55
Tmem160	0.0	1.75	36.58	0.0	0.0	0.0	0.0	0.0	0.0	1.08	4.97	11.61	0.0	1.05	0.0	0.36	19.62	0.0	3.41	22.93	0.0	0.0	0.0	0.0	3.25	0.0	8.68	25.76	0.0	0.0	0.0	4.63	1.33	1.35	41.54	54.71	48.69
Tmem90a	0.0	0.0	57.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.11	0.0	0.0	0.0	7.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.09	45.13	40.42
Trpm8	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.05
Urgcp	16.15	0.0	31.33	0.0	0.0	0.0	6.65	0.25	0.0	0.0	0.04	0.0	0.11	0.0	0.05	0.0	0.05	29.66	0.0	8.47	0.0	5.81	0.0	6.81	4.26	0.18	2.81	0.23	0.16	0.21	0.09	4.5	1.66	3.63	31.94	33.88	33.55
Xpa	0.0	0.0	81.79	0.0	0.0	0.0	0.0	10.27	0.0	0.0	0.0	0.0	6.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.41	31.88	31.93	0.0	0.0	5.64	0.0	19.0	0.0	0.0	1.3	3.38	1.52	9.76	12.19	10.62
Yipf3	0.0	13.16	137.24	113.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.92	1.4	0.0	4.03	5.41	16.3	73.98	37.31	0.0	4.23	63.36	0.0	0.0	21.26	28.84	2.11	50.45	0.0	0.0	14.03	18.74	26.65	51.44	55.8	50.74
Zfp580	0.0	0.0	57.58	0.0	0.0	0.0	0.0	0.0	0.0	1.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.05	0.0	4.42	0.0	5.09	0.0	0.0	0.0	0.0	0.84	1.29	2.93	26.5	33.72	36.61
mt_AK018753	0.0	0.0	28.92	0.0	0.0	0.0	0.0	18.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.74	0.0	0.0	0.0	0.0	18.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.19	15.72	4.39	0.0	0.0	523.51	127.8	626.69
