	Chrna2_tdTpositive_cell_62	Gad2_tdTpositive_cell_43	Gad2_tdTpositive_cell_47	Htr3a_tdTpositive_cell_85	Nkx2.1_tdTpositive_cell_13	Nkx2.1_tdTpositive_cell_18	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_75	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_22	PvalbF.Gad2_tdTpositive_cell_46	PvalbF.Gad2_tdTpositive_cell_47	PvalbF.Gad2_tdTpositive_cell_49	PvalbF.Gad2_tdTpositive_cell_51	PvalbF.Gad2_tdTpositive_cell_53	PvalbF.Gad2_tdTpositive_cell_58	PvalbF.Gad2_tdTpositive_cell_60	PvalbF.Gad2_tdTpositive_cell_61	PvalbF.Gad2_tdTpositive_cell_63	PvalbF.Gad2_tdTpositive_cell_65	PvalbF.Gad2_tdTpositive_cell_67	PvalbF.Gad2_tdTpositive_cell_68	PvalbF.Gad2_tdTpositive_cell_73	PvalbF.Gad2_tdTpositive_cell_76	PvalbF.Gad2_tdTpositive_cell_82	Rbp4_tdTpositive_cell_51	Sst_tdTpositive_cell_56	Sst_tdTpositive_cell_66	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Ppef2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.7	0.63
Prep	0.0	77.43	0.23	0.0	0.0	0.0	26.37	0.0	0.0	54.86	82.29	0.0	2.34	0.0	0.0	0.0	0.0	0.0	6.85	0.0	0.0	0.0	37.81	0.0	53.94	0.0	25.16	2.54	0.0	40.6	0.0	24.42	24.58	24.43
Prox1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.47	8.41	9.93
Prr12	0.0	0.0	0.71	0.0	0.0	0.0	0.93	0.09	0.0	1.59	0.0	0.0	0.0	7.53	0.0	0.0	2.91	0.06	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.0	4.41	0.18	0.0	0.0	0.0	24.08	25.31	25.2
Ptprg	0.0	5.51	5.16	0.0	0.0	1.44	0.0	0.0	0.0	0.0	0.0	2.45	4.18	15.02	0.62	3.18	0.0	0.0	0.0	11.78	0.06	3.78	14.4	0.08	0.0	0.0	0.26	0.0	0.0	3.51	6.99	27.45	26.48	29.73
Pvalb	2658.58	2506.7	2781.07	2914.72	2637.39	3332.67	1319.97	1316.24	1740.57	1769.21	1408.27	1731.8	1344.6	1553.08	1437.81	1166.7	2248.99	1915.25	1909.51	1332.22	1806.53	1681.17	1693.91	2567.22	1432.88	1415.72	1388.14	1319.97	3516.69	2759.1	3357.43	74.74	78.67	86.9
Rad54l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.85	0.0	0.0	0.15	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.38	0.0	0.73	0.0	0.0	0.0	0.64	0.0	0.24	0.62	0.4	0.49
Ralbp1	21.76	0.67	0.0	3.48	16.64	17.91	42.87	1.03	6.19	5.14	3.22	1.72	0.0	41.17	0.0	21.25	0.0	0.0	0.88	9.04	12.03	0.0	10.64	0.72	3.98	0.0	0.0	2.97	0.0	23.91	0.87	56.83	58.25	54.72
Rbm20	0.0	0.66	11.42	0.0	21.02	0.0	0.0	6.13	0.0	2.71	0.17	0.0	0.0	0.0	0.0	0.0	1.12	0.0	0.0	0.0	0.0	0.0	37.92	0.0	0.0	0.0	0.0	1.08	1.31	0.0	0.0	1.86	2.36	2.73
Rnf217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.48	11.26	12.49
Rras2	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	3.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.96	17.37	17.06
Sap25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.45	2.93	0.0
Serp1	0.0	0.0	0.0	51.93	5.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	126.06	0.0	16.92	0.0	0.0	0.0	0.0	0.0	12.12	46.41	47.54	42.93
Slc35e4	0.0	10.13	0.0	1.74	0.0	0.0	0.0	6.35	0.0	0.0	0.0	0.0	0.0	13.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.0	16.81	18.25	17.66
Slc9a7	8.86	1.54	0.0	0.0	4.7	0.0	0.0	0.0	2.88	0.0	18.04	0.0	0.0	0.0	0.0	0.0	0.0	1.55	0.0	0.0	0.11	3.25	6.97	0.0	0.0	0.0	0.17	0.0	4.27	0.0	0.0	22.83	20.94	22.93
Spred3	2.9	0.0	0.0	0.0	5.76	0.1	0.0	1.27	0.0	2.4	0.0	1.0	1.14	8.81	4.35	1.15	3.13	0.52	0.0	0.0	3.91	1.55	7.18	3.06	3.7	2.69	0.0	0.0	1.86	5.41	0.96	30.71	29.41	30.6
Ssbp3	0.0	33.3	34.39	15.79	4.71	15.83	0.0	1.25	0.0	17.01	8.54	33.36	26.27	30.98	0.0	0.0	0.0	19.53	5.37	25.72	5.38	0.4	36.46	17.02	0.13	37.78	0.0	0.0	23.98	0.0	3.16	89.36	86.96	88.95
Stx16	12.46	1.55	2.67	2.3	8.63	8.18	0.07	24.61	47.99	25.46	2.48	19.02	26.88	46.47	0.21	5.93	0.0	0.57	4.78	1.84	0.15	0.41	60.79	20.22	4.2	7.64	36.72	0.86	2.11	53.8	0.18	62.49	61.21	64.02
Synj2	0.07	0.0	0.0	0.0	3.44	0.0	11.94	0.0	0.0	25.6	10.36	0.0	8.02	14.51	0.0	0.0	11.0	0.09	0.0	0.07	0.05	0.0	40.26	0.0	45.18	0.0	0.0	0.0	0.0	0.07	26.12	49.67	47.08	52.17
Sytl4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.11	5.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.82	0.42	0.33
Tcea2	45.55	1.68	0.0	0.28	0.0	15.6	0.0	21.27	30.04	0.54	67.17	22.78	0.0	49.94	35.96	0.0	0.0	0.0	0.33	3.98	26.32	77.91	198.95	92.73	34.84	70.24	0.0	65.18	0.0	68.42	0.0	48.87	51.26	50.92
Tesk1	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.89	0.31	3.71	0.0	0.0	0.0	0.24	0.0	2.47	0.0	1.08	0.0	3.83	2.7	21.77	2.59	0.0	0.44	0.52	0.11	0.0	0.05	1.84	2.17	59.09	56.63	56.61
Tmco6	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	4.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.84	11.87	13.23
Tmem181a	40.95	50.82	1.43	0.0	15.14	2.34	1.9	0.73	0.0	8.02	2.46	11.3	12.11	126.28	0.0	0.0	25.18	26.77	15.77	12.14	0.56	29.42	18.73	0.0	1.65	8.61	4.76	0.17	0.0	65.6	24.41	77.48	72.85	83.86
Tmem203	0.0	0.0	0.0	0.0	31.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.53	25.93	28.41
Tnfaip8	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.16	0.16	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.89	0.0	0.49	0.0	0.16	0.22	0.0	0.13	0.0	3.8	4.31	3.57
Tnp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0
Ube2c	1.67	0.0	0.0	2.0	1.65	1.08	0.0	2.2	2.29	1.46	0.8	0.68	0.45	4.18	1.48	2.42	0.49	0.0	1.06	1.53	1.76	0.45	2.31	1.85	3.03	2.91	0.0	0.39	0.72	2.08	0.36	4.67	6.1	6.13
Ubtd2	0.0	0.0	0.0	0.0	29.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.04	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	48.86	0.0	0.0	0.0	0.0	0.0	1.22	0.0	0.0	36.11	33.89	33.78
Ufsp1	51.73	0.0	0.63	0.0	0.0	0.0	13.51	0.0	24.5	0.0	0.0	3.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.29	0.0	69.51	0.41	23.21	0.0	0.0	0.0	0.0	0.0	0.0	12.88	16.25	13.1
Upp2	0.0	0.0	0.0	0.0	28.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.43	0.76	0.0	0.0	0.0	0.0	0.0	0.49	0.0	7.28	5.54	4.49
Wsb2	0.0	0.0	0.0	43.94	78.84	1.27	34.74	0.0	0.0	1.28	104.48	49.0	25.54	139.83	41.23	40.25	65.06	0.0	0.0	6.96	39.79	0.0	68.07	0.65	3.15	14.23	3.58	36.67	16.68	1.48	107.68	294.59	283.93	280.67
Zap70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23	1.93	1.78
Zdhhc12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.28	9.12	7.57
Zdhhc18	0.13	0.0	4.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43	0.0	4.41	0.0	0.0	0.0	9.66	0.0	0.0	8.36	0.0	23.65	0.0	0.0	0.71	0.0	0.0	0.0	0.0	0.0	22.2	21.34	22.92
Zfp161	0.21	54.68	0.0	13.32	3.11	12.55	0.0	0.0	46.4	0.0	3.41	24.28	0.11	14.41	0.2	0.0	0.0	0.12	36.62	4.48	0.0	0.0	7.65	0.0	0.0	10.67	0.0	4.55	11.18	0.0	0.0	23.66	23.62	23.41
Zfp874a	0.13	0.0	1.08	25.6	0.26	0.0	11.0	0.91	74.32	42.32	0.0	61.93	3.2	4.27	0.0	0.37	0.41	0.0	0.14	0.2	8.88	0.0	165.52	21.41	2.81	0.38	0.0	0.0	22.36	0.0	0.0	12.24	11.29	9.9
Zkscan4	0.0	1.94	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	47.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.84	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	4.65	4.11	4.38
c1_tRNA-Ala-GCA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.41	0.0	0.0	20.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.62	0.0	13.58	11.16
c6_5S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.74	0.0	0.0	14.02	0.0	0.0	1.66	0.0	132.36	0.0	0.0	0.0	34.69	0.0	0.0	0.0	0.0	12.75	1.18	2.01
