	Calb2_tdTpositive_cell_3	Ctgf_tdTpositive_cell_3	Cux2_tdTpositive_cell_2	Cux2_tdTpositive_cell_3	Cux2_tdTpositive_cell_14	Cux2_tdTpositive_cell_16	Cux2_tdTpositive_cell_51	Cux2_tdTpositive_cell_56	Nos1_tdTpositive_cell_65	Nr5a1_tdTpositive_cell_2	Nr5a1_tdTpositive_cell_3	Nr5a1_tdTpositive_cell_7	Nr5a1_tdTpositive_cell_8	Nr5a1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_38	Rbp4_tdTpositive_cell_3	Rbp4_tdTpositive_cell_79	Rbp4_tdTpositive_cell_96	Rbp4_tdTpositive_cell_97	Rbp4_tdTpositive_cell_103	Rbp4_tdTpositive_cell_135	Rbp4_tdTpositive_cell_154	Rorb_tdTpositive_cell_11	Scnn1a.Tg3_tdTpositive_cell_56	Scnn1a.Tg3_tdTpositive_cell_72	Scnn1a.Tg3_tdTpositive_cell_85	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Parp9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.15	2.22	2.35
Pecam1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.28	14.56	15.36
Phkg1	6.65	7.72	5.91	13.34	9.57	13.13	3.12	0.61	32.35	4.62	7.49	1.27	6.08	2.78	3.51	0.48	0.0	3.91	6.48	4.4	7.26	5.9	9.15	0.0	3.31	0.69	16.95	18.38	19.54
Plac9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.66	0.0	0.0	0.0	0.0	0.0	0.0	13.87	14.17	12.86
Plekhh2	0.11	0.0	0.91	0.02	0.0	0.0	0.0	0.0	25.52	0.0	0.14	1.96	0.03	0.02	0.0	0.0	4.24	0.0	1.95	0.0	1.2	0.0	0.14	0.0	0.0	0.0	4.56	3.99	4.83
Pof1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.21	0.42
Prex1	0.0	0.0	0.2	0.0	0.0	0.51	0.0	0.0	30.71	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	62.45	62.93	72.01
Prps1l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.06
Psme3	0.0	0.0	0.32	0.0	0.0	2.58	0.0	1.05	124.01	0.0	0.0	0.0	12.29	188.88	0.0	14.28	0.0	28.94	3.01	0.0	0.0	0.26	0.0	119.55	0.0	0.0	96.58	97.87	90.49
Rab15	448.8	0.0	107.66	0.94	169.21	155.56	0.0	18.34	247.91	0.35	55.34	56.51	0.57	43.31	0.0	62.27	0.0	64.32	125.75	0.44	5.56	62.42	0.0	68.64	0.0	4.74	208.71	198.88	208.71
Rad9	0.0	0.0	0.14	0.1	0.0	0.49	0.0	0.0	131.99	0.45	0.29	0.47	0.0	0.17	0.58	0.0	0.0	0.0	0.0	82.49	0.2	0.0	0.49	0.0	0.0	0.0	9.89	10.94	9.68
Rag1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.03	0.08
Relb	8.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.66	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.07	6.22	5.13	6.27
S100a13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.0	45.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.55	25.42	27.86
Sec1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.19	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	7.24	0.0	0.0	0.0	0.0	0.0	0.0	2.92	2.97	3.03
Shkbp1	0.0	0.0	0.2	0.35	0.15	0.0	0.0	0.0	28.93	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.39	0.0	14.05	13.42	13.35
Sit1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.09
Slc15a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.56	15.41	15.65
Slc16a4	0.0	0.0	0.0	0.0	0.0	19.93	0.0	0.0	19.12	0.0	0.0	0.0	0.0	2.17	0.0	0.0	0.0	0.0	0.0	0.0	1.09	0.0	0.0	0.0	0.0	0.0	4.84	3.26	5.75
Slc25a41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.15	0.25
Slc4a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.02
Slc4a4	0.0	0.0	0.32	32.76	0.0	0.15	0.0	0.0	12.36	0.0	1.49	23.43	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.11	0.0	0.0	0.0	5.11	3.4	69.79	64.08	73.14
Slco1a4	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.23	36.41	41.91
Slco6c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.04
Slfnl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.06
Slitrk5	33.92	0.0	10.54	0.02	0.16	0.6	6.32	3.61	42.62	0.58	0.0	12.69	2.62	1.24	1.46	10.27	12.19	15.54	0.0	0.57	0.49	31.44	66.81	0.0	0.0	0.0	41.42	38.83	41.03
Stxbp3a	0.0	0.0	0.0	0.0	72.85	0.0	0.0	0.0	89.31	0.0	0.0	0.0	0.0	1.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.92	17.3	20.57
Sult2a7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0
Taf10	0.0	0.0	33.4	0.0	0.0	2.69	0.0	0.0	51.23	0.0	0.0	0.0	0.18	0.0	0.0	0.0	13.79	21.48	53.37	0.0	0.0	0.0	0.0	1.53	0.0	0.0	59.35	69.95	69.08
Tas1r2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.03
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tcstv1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.12
Tmem164	0.0	0.0	0.0	0.0	0.07	0.09	0.0	0.0	60.05	0.37	0.0	0.0	0.0	0.06	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	16.24	15.44	16.72
Tmem210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25	1.91	2.1
Tnfaip6	1.13	0.0	0.83	0.91	0.24	62.29	0.0	0.0	204.49	1.36	0.85	1.45	2.27	0.74	0.28	0.25	0.0	1.26	0.0	0.65	0.0	0.66	0.0	0.18	0.91	5.19	10.12	9.22	7.98
Tnfrsf11b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.32	0.0	0.0	0.0	0.0	0.0	101.65	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85	1.25	1.23
Tob2	0.0	0.0	2.64	0.0	10.54	0.0	0.0	1.91	18.19	0.0	1.16	0.0	0.0	0.08	0.0	1.03	3.27	4.77	0.0	14.29	0.0	0.0	1.68	3.0	0.0	12.68	22.9	23.09	15.82
Tspan9	0.0	0.0	0.33	0.26	0.0	0.0	0.0	0.0	89.01	0.06	6.43	35.61	0.15	0.0	0.0	0.17	49.0	0.16	0.08	0.0	0.1	0.0	0.0	0.0	0.0	0.0	29.09	29.41	32.05
Ttc39d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Ttll4	0.0	0.0	0.04	0.33	0.0	0.0	0.0	0.0	31.56	0.56	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	8.54	7.04	8.82
Twsg1	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	7.04	0.0	0.05	1.01	0.05	0.04	4.92	0.0	0.0	6.59	0.0	0.08	0.1	0.0	0.0	0.07	0.0	0.0	23.23	22.45	20.6
Txnl1	85.79	0.0	21.57	0.08	132.4	36.78	10.1	0.0	139.57	0.0	3.24	0.0	9.41	1.72	0.0	49.86	14.15	59.92	8.48	11.85	72.38	24.07	2.23	26.73	93.44	34.93	58.46	59.65	55.53
Ubash3b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.23	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.05	20.02	21.44
Unc119b	0.0	0.0	0.03	0.0	0.0	0.26	2.73	0.0	55.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.35	22.4	20.12
Ush2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.05	0.03
Usp26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.02
Vax2os2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Vmn1r210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.11
Wnt2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.99	0.0	0.0	0.0	0.0	14.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.79	4.2	4.04
Zbtb2	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	43.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.48	9.2	7.12
Zbtb41	0.0	0.05	5.04	0.33	0.0	5.97	0.0	0.0	25.39	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	9.66	8.26	9.05
Zfp185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89	0.81	0.89
Zfyve26	0.0	0.0	0.61	0.0	0.12	11.5	0.0	0.0	24.0	0.0	6.28	0.48	0.0	1.56	3.46	0.0	0.0	0.0	0.0	3.62	0.0	0.0	0.0	0.0	0.0	0.0	8.68	7.36	9.12
Zp3r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
mt_AK131586	0.04	6370.03	0.0	0.0	133.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.79	0.0	0.0	0.0	0.04	0.0	0.06	0.63	0.0	0.0	0.0	0.0	25813.35	24091.17	24561.45
mt_AK131592	202.94	0.0	0.0	211.53	0.0	0.0	0.0	96.23	134.7	0.0	79.84	0.0	276.62	64.44	0.0	97.21	30.13	52.59	0.0	0.0	0.0	0.0	0.0	0.0	165.76	0.0	516.38	499.49	494.56
mt_AK166684	0.0	0.0	5.23	0.0	0.0	0.0	0.0	0.0	0.0	10.02	0.0	0.0	5.01	0.0	0.0	0.0	0.0	5.86	4.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18796.57	17507.83	18655.33
mt_BC104337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9032.87	8417.95	8583.15
