	Calb2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_77	Ctgf_tdTpositive_cell_2	Ctgf_tdTpositive_cell_6	Ctgf_tdTpositive_cell_7	Cux2_tdTnegative_cell_2	Cux2_tdTnegative_cell_4	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_49	Gad2_tdTpositive_cell_69	Htr3a_tdTpositive_cell_18	Htr3a_tdTpositive_cell_32	Ndnf_tdTpositive_cell_9	Ndnf_tdTpositive_cell_12	Ndnf_tdTpositive_cell_20	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_36	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	Ntsr1_tdTnegative_cell_3	Ntsr1_tdTnegative_cell_19	Rbp4_tdTpositive_cell_165	Scnn1a.Tg2_tdTnegative_cell_17	Scnn1a.Tg3_tdTpositive_cell_2	Scnn1a.Tg3_tdTnegative_cell_10	Scnn1a.Tg3_tdTnegative_cell_13	Scnn1a.Tg3_tdTnegative_cell_22	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_96	Sst_tdTpositive_cell_101	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Chgb	0.17	191.39	69.12	164.16	0.0	0.0	0.0	0.0	0.0	282.88	204.75	111.38	110.27	25.69	185.47	188.53	273.65	0.0	0.0	0.0	199.67	124.87	136.1	79.44	5.23	122.29	97.22	159.35	227.17	219.51	168.0	203.86	187.7	237.08	93.65	190.95	7.93	91.8	127.46	125.56	80.99	13.34	118.79	131.64	123.04	110.76	298.34	43.2	117.48	47.94	0.0	0.0	182.75	0.0	634.32	0.0	0.0	0.13	202.1	96.6	111.29	249.63	222.98	5.47	109.03	248.36	228.12	410.26	1025.32	1018.17	645.9	712.41	708.37	372.17	371.49	370.6
Csf2rb	0.0	0.0	0.14	0.1	0.0	0.03	0.41	0.0	0.0	0.06	0.07	0.0	0.15	0.0	0.13	0.06	0.0	0.0	0.0	0.0	0.0	0.08	0.06	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.05	0.1	0.19	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.06	0.06	0.09	0.09	0.1	0.11	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.06	0.1	0.0	0.0	0.0	0.07	0.0	0.0	0.05	0.44	0.08	0.0	0.0	0.0	0.0	0.73	0.78	0.7
Cx3cl1	0.0	5.69	20.64	37.38	0.0	0.0	0.0	0.0	0.0	48.78	1.25	183.95	149.05	54.02	39.3	220.76	77.69	0.0	0.0	0.0	37.57	93.91	1.56	2.54	4.38	0.81	6.3	56.89	9.44	46.17	22.78	1.41	17.42	34.97	20.71	0.63	8.21	15.96	27.23	4.11	53.16	37.2	4.54	1.06	81.12	19.47	1.39	51.42	5.3	21.76	0.0	0.0	86.69	0.09	267.06	0.0	0.0	0.0	22.29	8.35	4.39	13.97	7.15	24.67	14.26	39.8	12.17	194.23	118.97	118.8	89.52	102.77	95.96	619.59	598.38	626.22
Cyfip2	0.0	37.94	71.29	30.96	0.0	0.0	0.0	0.0	0.0	58.46	80.97	117.63	303.34	27.83	42.94	18.25	67.63	0.0	0.0	0.0	54.29	58.35	24.81	16.92	100.73	95.11	6.91	24.39	151.67	49.0	79.38	68.48	35.33	20.73	15.01	110.76	49.32	10.43	38.08	67.53	46.51	107.71	27.51	44.87	24.06	45.37	25.55	75.95	37.6	53.35	0.08	0.0	73.96	0.0	263.45	0.08	0.0	0.0	8.8	26.48	115.8	93.4	55.53	85.46	78.26	97.5	80.25	134.44	118.03	114.39	125.07	100.47	126.43	420.97	405.91	440.68
D730045A05Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83	0.0	0.0	0.0	0.0	0.0	0.17	0.1	0.71
Dlg4	0.0	0.38	0.21	0.0	0.0	0.0	0.0	1.73	0.0	0.47	0.0	1.14	9.03	1.37	0.38	9.95	0.45	0.0	0.0	0.0	0.25	2.09	0.05	0.22	4.53	0.37	1.03	0.07	0.09	12.42	0.12	12.89	0.09	2.47	0.09	0.52	5.06	0.09	2.42	0.0	0.32	0.0	1.3	0.31	0.25	0.1	0.0	0.76	1.53	2.96	0.0	0.0	3.79	0.09	3.83	0.0	0.0	0.0	0.43	0.0	0.3	5.2	3.71	0.06	3.28	0.0	0.19	21.59	1.38	1.85	3.76	3.92	3.13	535.98	535.3	542.17
Dlgap1	0.0	85.99	111.24	15.19	0.0	0.0	0.0	0.0	0.1	1.03	0.17	47.62	103.61	54.79	66.75	2.69	54.85	0.14	0.0	0.0	36.38	13.62	31.69	80.77	19.84	32.39	36.86	104.52	96.5	56.19	40.9	27.18	16.27	23.24	28.98	32.39	85.44	86.28	64.11	129.24	24.52	0.0	71.34	31.41	1.77	15.89	3.62	5.34	25.03	75.68	0.0	0.0	96.52	0.05	191.99	0.0	0.0	0.0	36.15	7.17	69.55	34.6	39.33	45.18	29.34	83.35	50.75	76.75	128.46	132.04	119.71	124.88	118.87	236.7	227.58	247.69
Dlgap4	0.0	60.54	1.89	26.96	0.0	0.0	0.0	0.0	0.0	75.97	0.84	1.53	40.27	0.0	2.16	0.15	0.0	0.13	0.0	0.0	18.8	25.84	41.3	2.27	19.06	23.72	28.42	28.13	5.35	7.04	24.77	58.36	16.56	24.92	29.81	35.86	56.39	7.19	10.0	2.4	7.37	2.03	1.67	36.36	15.45	53.78	0.57	0.0	5.85	42.92	0.0	0.0	40.24	0.0	27.81	0.0	0.0	0.0	18.59	0.16	22.5	0.1	23.38	42.92	24.01	6.2	0.03	87.11	37.99	44.1	17.59	17.58	18.22	141.07	142.88	143.51
Efhd2	0.0	46.4	81.34	71.89	0.0	0.0	0.0	0.0	0.14	90.02	55.9	3.45	51.27	0.0	0.79	0.0	12.3	0.0	0.0	0.0	31.82	51.17	14.57	10.81	67.07	25.07	118.12	48.16	14.23	58.48	37.42	48.29	37.0	60.98	37.7	3.88	25.49	2.97	40.65	61.54	32.09	0.0	1.82	31.11	4.45	61.8	34.12	29.28	15.55	0.1	0.0	0.0	61.85	0.0	135.72	0.0	0.0	0.0	1.33	52.04	18.63	110.14	91.31	75.05	44.42	0.18	42.36	85.74	153.76	142.85	130.74	108.17	112.36	252.09	258.98	262.64
Eif4b	0.0	70.17	74.29	58.53	0.0	0.0	0.0	0.0	0.0	1.39	1.46	1.41	88.24	0.0	159.89	76.23	6.62	0.0	0.0	0.0	75.5	1.51	74.23	0.2	57.87	111.41	18.06	0.06	26.3	38.66	42.81	20.57	48.08	35.39	0.15	71.33	66.25	78.19	0.0	2.47	11.17	6.91	46.26	20.27	26.51	24.94	62.23	34.42	22.69	32.07	0.0	0.0	15.22	0.0	82.05	0.0	0.0	0.0	19.21	16.05	71.3	39.2	43.26	15.81	0.39	25.97	72.03	244.72	34.18	33.22	36.46	38.69	47.55	124.34	132.27	126.09
Eif4e3	0.0	0.26	0.0	0.11	1.41	0.19	0.95	0.0	0.0	0.15	82.12	0.0	0.29	40.19	0.5	0.0	58.81	0.19	0.15	0.0	0.33	0.0	0.03	0.0	2.32	5.52	0.0	0.29	0.21	0.0	1.7	0.16	10.18	0.84	0.0	0.11	0.0	0.12	0.77	0.0	1.11	0.09	0.0	29.02	0.11	1.57	2.51	8.07	0.77	3.05	0.0	0.0	2.98	0.12	0.35	0.0	0.0	0.0	0.0	0.0	7.54	0.12	0.18	0.0	1.82	0.0	1.1	66.47	6.29	7.58	10.59	8.61	10.06	17.67	14.81	14.12
Eif4ebp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.97	0.0	0.0	0.0	27.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.62	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	130.9	0.0	0.26	0.32	2.55	0.0	5.88	9.23	6.92
F730043M19Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.25	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.9	0.0	0.0	0.0	33.83	0.0	0.0	0.0	0.0	0.46	13.32	13.69	13.47
Fam166b	0.0	0.0	0.0	0.21	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.57	1.16	0.0	0.0	0.0	0.0	1.12	1.2	0.69
Gclc	0.0	0.0	1.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	22.88	0.0	7.09	0.0	0.15	0.0	0.0	0.0	23.95	0.0	0.0	0.66	11.6	3.33	0.0	0.0	0.0	0.32	0.0	33.18	5.0	0.0	0.0	0.0	0.0	4.84	22.4	0.07	0.25	0.0	0.0	0.0	34.72	0.0	0.0	15.29	0.0	42.08	13.15	0.0	28.98	0.0	2.18	0.0	0.0	0.0	34.54	0.0	0.1	0.0	0.0	4.17	0.0	61.31	8.93	66.93	18.17	24.52	7.02	8.6	11.41	48.12	46.3	44.89
Gfod1	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.17	10.95	15.83	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.65	19.72	0.0	0.0	0.0	5.69	27.49	0.0	18.27	2.29	0.75	1.92	0.0	0.0	0.0	0.0	0.58	0.0	1.05	0.0	3.04	0.0	0.0	0.0	3.88	0.0	2.11	0.96	0.0	0.0	0.0	0.0	4.54	0.0	67.69	0.0	0.0	0.0	0.0	0.03	6.21	0.0	1.83	0.0	0.0	23.19	0.01	35.7	6.26	5.38	3.89	8.07	5.67	50.26	46.46	49.88
Gfra1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140.05	1.43	18.37	0.0	0.0	0.0	50.43	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.67	6.12	10.23	2.49	4.36	8.05	28.74	27.62	32.44
Gm13051	0.0	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.64	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.84	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.03	2.97	0.0	0.0	0.0	0.24	0.16	0.31	0.08	0.17
Gm13152	0.0	40.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.22	0.0	0.0	0.0	37.54	0.2	0.0	0.0	0.0	28.44	0.0	11.16	0.0	2.86	0.0	0.0	0.0	0.0	12.62	0.0	0.44	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.25	1.81	0.0	183.26	0.69	0.2	0.74	0.58	2.16	3.48	1.68	2.94
Gm13154	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.52	0.19	0.1	0.0	0.0	0.0	0.0	0.0	1.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.06	6.03	0.03	0.08	0.42	0.12	0.0	0.11	0.04	0.13
Gm13306	0.0	0.0	0.0	8.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.32	0.0	0.0	0.0	0.0	17.1	0.0	0.0	0.0	1.46	0.3	0.03	0.0	1.74	0.0	0.0	7.16	0.58	0.0	0.0	5.37	0.27	0.0	0.0	0.0	4.8	2.47	0.77	0.0	0.0	0.29	0.0	2.79	1.65	1.9	0.13	2.24	8.48	4.31	0.0	0.0	40.26	0.0	123.99	0.0	0.0	0.0	0.0	4.89	46.94	1.61	0.0	0.0	7.83	4.62	1.88	0.0	103.08	62.2	61.27	76.52	71.98	30.63	28.29	22.96
Gm14430	0.0	8.29	2.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.4	17.47	8.79	7.41	0.0	23.07	13.78	0.12	0.0	0.0	6.19	5.76	15.98	0.27	6.16	0.03	0.0	4.55	5.5	0.17	11.93	0.0	2.84	13.27	0.37	0.47	11.48	0.12	6.27	12.37	0.0	0.11	0.0	5.6	4.55	0.54	1.09	2.37	0.22	12.18	0.0	0.0	6.69	0.03	9.36	0.0	0.0	0.0	2.39	0.82	0.0	0.0	4.29	0.72	0.0	18.35	8.42	24.16	5.17	4.81	4.14	5.97	4.22	7.67	5.07	7.49
Gm14431	0.26	1.11	0.5	2.24	0.0	0.76	31.22	0.0	0.0	9.07	13.29	2.09	12.89	1.65	0.0	13.51	0.8	0.0	10.53	0.0	1.38	1.79	0.0	0.0	8.73	0.49	0.85	5.17	2.91	1.88	1.05	1.97	1.45	0.25	0.0	0.6	0.94	0.12	4.19	6.32	13.21	0.17	0.05	0.4	4.88	3.18	0.43	0.0	0.0	1.64	0.0	0.0	1.74	0.09	0.1	0.0	0.0	2.51	0.3	0.89	11.11	16.39	0.84	0.0	0.09	0.62	1.62	11.13	2.49	2.11	0.99	0.9	1.65	8.87	7.17	8.34
Gm14434	0.0	8.29	2.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.4	17.47	8.79	7.41	0.0	23.07	13.78	0.12	0.0	0.0	6.19	5.76	15.98	0.27	6.16	0.03	0.0	4.55	5.5	0.17	11.93	0.0	2.84	13.27	0.37	0.47	11.48	0.12	6.27	12.37	0.0	0.11	0.0	5.6	4.55	0.54	1.09	2.37	0.22	12.18	0.0	0.0	6.69	0.03	9.36	0.0	0.0	0.0	2.39	0.82	0.0	0.0	4.29	0.72	0.0	18.35	8.42	24.16	5.17	4.81	4.14	5.97	4.22	7.67	5.07	7.49
Gm20257	0.53	0.62	0.0	0.3	0.03	0.0	0.0	0.0	0.0	1.5	0.0	0.45	0.0	0.73	0.71	0.92	0.0	2.06	2.41	0.0	0.34	0.0	0.22	0.16	0.0	0.0	0.13	0.0	7.27	116.59	0.0	0.44	0.0	0.34	0.32	0.0	0.0	0.33	0.0	0.0	0.06	0.66	0.13	0.93	0.0	0.0	0.0	0.0	0.8	6.89	0.0	0.0	8.78	0.53	1.01	0.0	0.0	0.0	0.0	0.0	1.57	0.21	0.0	0.85	32.52	0.0	0.0	159.82	0.56	8.99	0.56	0.0	2.68	2.49	2.54	2.29
Gm2506	0.0	0.0	0.0	8.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.32	0.0	0.0	0.0	0.0	17.1	0.0	0.0	0.0	1.46	0.3	0.03	0.0	1.74	0.0	0.0	7.16	0.58	0.0	0.0	5.37	0.27	0.0	0.0	0.0	4.8	2.47	0.77	0.0	0.0	0.29	0.0	2.79	1.65	1.9	0.13	2.24	8.48	4.31	0.0	0.0	40.26	0.0	123.99	0.0	0.0	0.0	0.0	4.89	46.94	1.61	0.0	0.0	7.83	4.62	1.88	0.0	103.08	62.2	61.27	76.52	71.98	30.63	28.29	22.96
Gm4724	0.0	8.29	2.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.4	17.47	8.79	7.41	0.0	23.07	13.78	0.12	0.0	0.0	6.19	5.76	15.98	0.27	6.16	0.03	0.0	4.55	5.5	0.17	11.93	0.0	2.84	13.27	0.37	0.47	11.48	0.12	6.27	12.37	0.0	0.11	0.0	5.6	4.55	0.54	1.09	2.37	0.22	12.18	0.0	0.0	6.69	0.03	9.36	0.0	0.0	0.0	2.39	0.82	0.0	0.0	4.29	0.72	0.0	18.35	8.42	24.16	5.17	4.81	4.14	5.97	4.22	7.67	5.07	7.49
Gm833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.34	0.07	0.14
Gm8898	0.26	1.11	0.5	2.24	0.0	0.76	31.22	0.0	0.0	9.07	13.29	2.09	12.89	1.65	0.0	13.51	0.8	0.0	10.53	0.0	1.38	1.79	0.0	0.0	8.73	0.49	0.85	5.17	2.91	1.88	1.05	1.97	1.45	0.25	0.0	0.6	0.94	0.12	4.19	6.32	13.21	0.17	0.05	0.4	4.88	3.18	0.43	0.0	0.0	1.64	0.0	0.0	1.74	0.09	0.1	0.0	0.0	2.51	0.3	0.89	11.11	16.39	0.84	0.0	0.09	0.62	1.62	11.13	2.49	2.11	0.99	0.9	1.65	8.87	7.17	8.34
Gmeb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.4	0.0	0.02	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.19	0.0	0.0	0.0	0.0	0.0	0.0	61.17	5.7	4.42	4.17	4.98	4.34	13.87	14.58	15.2
Gpd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	127.66	55.19	1.03	1.63	0.0	0.0	8.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.83	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.11	3.3	0.0	134.15	35.83	23.83	11.78	18.77	17.82	80.97	75.87	79.2
Hdac6	0.0	16.97	4.18	0.0	0.0	0.0	0.1	0.0	0.0	13.26	57.74	33.39	0.0	0.0	0.61	0.0	0.0	0.0	0.0	0.0	1.56	0.09	64.24	26.76	3.11	0.0	2.33	13.84	4.39	26.7	4.07	1.38	34.26	61.89	0.0	27.88	0.0	0.21	18.75	5.21	0.0	0.0	54.07	1.27	0.14	1.57	25.72	50.43	66.69	3.8	0.0	0.0	11.32	0.14	0.17	0.0	0.0	0.0	30.64	0.0	0.16	34.68	1.78	32.23	8.6	0.0	2.05	185.65	20.52	12.23	10.63	9.83	14.07	34.89	32.62	36.09
Hdx	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.05	7.0	0.0	0.0	0.1	10.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.09	0.0	0.0	0.0	1.16	0.0	0.0	0.0	0.0	0.0	4.05	51.33	17.58	0.06	0.0	22.37	0.18	30.12	0.0	0.0	0.0	23.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.71	0.0	0.0	0.0	0.0	37.22	0.02	113.56	24.38	11.61	3.54	2.16	3.23	4.22	2.65	4.71
Ing5	0.62	11.05	0.0	0.0	0.27	0.16	0.24	0.2	0.15	0.15	0.05	0.16	0.0	31.95	0.0	0.0	0.0	0.0	0.08	0.0	18.59	0.0	0.02	33.96	0.0	0.0	2.45	2.27	0.0	15.05	0.0	0.0	2.2	0.07	0.0	0.0	0.07	21.46	0.07	20.46	35.02	8.37	10.37	22.06	36.01	2.49	0.06	0.03	36.51	0.0	0.0	0.0	7.18	0.0	43.49	0.0	0.0	0.0	19.94	0.0	0.0	23.22	0.0	5.32	0.0	35.15	0.06	73.96	23.31	6.68	16.49	12.56	9.76	10.64	10.58	10.39
Ireb2	0.0	2.73	11.42	8.91	0.0	0.0	0.0	0.0	0.0	0.04	20.8	1.5	26.2	99.91	3.83	5.35	0.09	0.0	0.0	0.0	10.12	0.0	0.04	5.79	4.65	2.75	2.21	9.36	45.65	6.76	31.1	23.44	5.34	0.0	0.0	17.6	0.0	0.0	0.0	20.12	10.08	22.15	2.77	34.97	23.75	0.05	9.75	1.15	12.29	3.32	0.0	0.0	28.13	0.0	25.66	0.0	0.0	0.0	12.48	15.23	0.0	0.0	17.99	3.39	12.62	6.26	0.18	130.54	10.69	15.0	17.47	13.77	15.25	35.2	32.41	34.21
Kcnj11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	4.89	1.88	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.04	14.56	6.63	0.0	16.59	0.0	0.0	0.12	0.11	0.0	0.0	0.0	4.96	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	4.96	0.0	29.74	0.0	0.0	0.0	0.0	0.0	0.0	38.42	20.73	0.0	0.0	0.0	0.0	103.1	6.78	5.83	10.63	5.68	2.48	37.29	38.71	40.33
Kif21b	0.0	0.0	0.0	5.05	0.0	0.0	0.0	0.0	0.0	13.97	0.0	0.0	0.0	0.84	0.95	0.0	0.0	0.0	0.0	0.0	1.45	0.0	0.0	0.0	0.0	0.0	0.26	0.05	0.0	0.0	0.0	0.0	0.34	0.89	0.0	0.0	0.0	5.18	5.3	0.0	0.0	0.0	11.09	0.18	0.0	0.0	0.0	0.0	0.0	1.31	0.0	0.0	1.62	0.06	0.0	0.0	0.0	0.0	0.0	7.56	7.0	0.0	0.05	15.42	0.03	0.0	2.17	33.29	2.23	2.64	0.64	3.64	2.21	40.2	40.19	42.39
Kif5c	0.0	101.66	59.0	21.56	0.0	0.0	0.0	0.0	0.0	94.02	124.5	70.18	250.82	56.19	149.03	233.18	69.68	0.0	0.0	0.0	108.68	56.84	142.51	27.29	26.58	62.35	94.67	20.67	44.52	37.43	35.39	34.63	27.21	70.33	40.8	31.06	81.06	10.89	49.35	39.29	1.02	61.09	7.69	38.2	33.69	40.53	86.84	77.83	77.0	7.38	0.0	0.0	42.43	0.04	99.23	0.0	0.0	0.0	52.47	58.58	40.79	36.31	49.23	27.24	26.52	41.46	35.31	230.51	55.34	31.91	58.55	43.86	60.44	410.62	385.0	413.29
Lats1	0.0	0.53	0.75	5.61	0.0	0.0	0.0	0.0	0.0	70.09	0.0	0.0	12.83	0.09	0.0	0.06	0.62	0.13	0.0	0.0	9.45	0.0	0.12	0.02	0.07	21.32	0.03	0.03	0.0	0.08	3.98	16.12	0.0	0.04	18.51	0.09	0.0	0.0	0.04	0.13	0.15	0.03	0.07	0.09	0.0	0.0	0.07	0.18	0.0	0.0	0.07	0.0	0.96	0.04	0.12	0.0	0.1	0.0	2.12	0.12	0.19	0.0	0.0	0.02	0.08	0.0	0.12	40.21	3.41	4.86	6.08	2.26	2.57	17.11	15.75	16.63
Mageb18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.08	0.0	0.05	0.05	0.13	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.12	0.0	0.0	0.14	0.0	0.0	0.11	0.0	0.0	0.0	0.38	0.26	0.36	0.0	0.0	0.0	0.0	0.09	0.0	0.13	0.0	0.0	0.0	0.0	0.0	1.27	0.0	0.0	0.14	0.0	0.0	0.19	0.13	0.21
