	Calb2_tdTpositive_cell_24	Calb2_tdTpositive_cell_38	Calb2_tdTpositive_cell_40	Calb2_tdTpositive_cell_54	Calb2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_1	Gad2_tdTpositive_cell_34	Gad2_tdTpositive_cell_60	Htr3a_tdTpositive_cell_6	Htr3a_tdTpositive_cell_14	Htr3a_tdTpositive_cell_27	Htr3a_tdTpositive_cell_34	Htr3a_tdTpositive_cell_36	Htr3a_tdTpositive_cell_45	Htr3a_tdTpositive_cell_47	Htr3a_tdTpositive_cell_48	Htr3a_tdTpositive_cell_54	Htr3a_tdTpositive_cell_62	Htr3a_tdTpositive_cell_92	Rbp4_tdTpositive_cell_165	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Spice1	0.0	0.0	0.0	0.0	0.0	0.0	0.16	4.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.3	10.06	0.34	0.0	3.79	8.31	5.19	8.41	7.86	9.26	7.98
Spred1	0.0	0.11	0.0	0.0	0.0	0.0	0.0	5.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148.05	0.0	0.0	12.94	15.1	11.58	10.76	100.2	87.62	88.74
Stk3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03	0.0	0.0	0.0	0.0	48.5	251.65	0.0	0.0	9.95	16.27	11.1	12.75	11.04	10.08	10.28
Taf5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	91.44	0.0	0.0	1.74	5.93	1.79	4.67	6.01	5.44	4.52
Taf8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.98	0.0	10.82	0.0	0.0	0.0	283.28	0.0	0.0	1.96	10.09	15.35	12.12	14.09	14.42	12.68
Taf9b	215.49	20.19	0.0	0.0	0.52	11.3	0.0	0.1	0.0	0.0	0.0	0.17	132.49	0.0	0.0	591.69	616.73	0.0	0.0	110.53	138.36	93.54	101.7	31.74	28.84	28.23
Taok2	6.99	0.38	1.46	0.07	0.96	0.55	0.21	1.31	3.05	0.0	0.08	1.1	0.98	0.21	0.32	1.43	35.67	0.91	0.0	2.86	2.49	2.58	3.5	75.09	76.41	76.63
Tbl1x	0.0	0.0	0.0	0.0	0.0	5.18	0.0	1.21	0.0	0.0	4.18	0.0	0.0	0.0	0.0	0.0	115.87	0.0	0.0	10.16	13.79	16.51	10.3	41.08	38.06	42.11
Tdrd7	0.0	14.04	0.0	28.4	0.0	0.0	0.0	0.0	4.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	217.49	0.0	0.0	3.23	6.01	4.39	7.68	28.08	27.4	27.41
Tecta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.75	237.3	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.21	0.12
Tiam1	49.25	43.77	8.41	84.43	0.0	0.19	50.49	76.47	0.0	46.68	1.45	42.54	0.0	64.36	57.26	0.0	270.59	0.0	0.0	6.32	2.76	1.47	0.91	49.18	48.48	49.58
Tmed2	0.0	0.0	0.0	0.0	35.46	0.0	0.18	2.84	0.0	0.0	0.39	0.44	1.84	0.0	0.61	0.22	271.52	0.0	0.0	32.5	12.95	24.77	18.62	126.13	130.28	124.98
Tmem179b	0.0	0.0	0.0	0.0	0.0	0.0	0.43	23.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	309.94	0.0	0.0	21.79	14.06	17.89	21.08	9.96	10.09	10.71
Tmem88b	8.06	5.13	7.97	4.78	12.37	10.01	7.93	11.89	12.45	15.2	11.43	7.9	6.93	6.8	5.42	9.05	26.63	10.07	8.72	9.73	5.94	5.56	8.75	48.45	52.52	56.97
Tnks2	0.0	0.0	0.0	0.0	89.83	0.42	0.0	105.98	0.05	0.0	0.0	0.0	41.79	3.12	0.0	2.96	121.32	0.0	0.0	38.34	35.5	22.45	13.92	72.37	67.98	67.4
Traf6	0.0	0.0	0.0	0.07	0.08	0.0	0.0	0.32	0.06	0.0	0.0	0.16	0.14	0.06	0.07	0.0	209.45	0.0	0.0	5.7	0.6	1.49	1.38	10.24	10.31	10.0
Trpc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93	0.0	0.0	0.0	1.19	0.0	0.0	0.0	147.04	0.0	0.0	11.33	2.27	2.05	3.68	34.41	30.94	33.53
Ttc9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.02	0.0	0.0	0.77	11.48	8.66	4.11	44.03	41.2	41.23
Usp47	0.0	16.09	0.07	65.96	4.28	12.51	0.0	16.67	0.0	0.0	0.0	0.0	24.63	22.77	0.0	68.63	170.2	0.0	2.66	20.89	17.95	14.13	21.39	50.06	49.08	47.58
Vip	26849.21	32658.1	48402.26	35690.76	17169.75	17752.55	42738.55	20043.81	25538.7	39789.49	34420.5	53179.5	32676.37	46837.05	23764.13	32241.62	20890.09	23582.35	25309.04	364.43	0.4	0.0	0.0	44.81	42.4	44.71
Vps13c	0.0	62.75	8.5	2.76	4.86	8.52	0.0	1.71	5.68	2.21	0.0	0.0	2.01	0.0	3.37	64.12	114.03	0.0	0.0	7.63	2.16	2.03	1.3	25.02	19.73	26.55
Wdtc1	0.0	0.0	0.0	0.0	12.96	0.0	0.0	0.0	0.0	0.0	3.56	0.0	0.0	0.0	0.0	0.2	140.31	0.04	0.0	3.26	0.99	1.15	2.97	38.86	41.97	41.45
Ybey	84.71	6.6	6.69	6.53	2.49	3.0	1.37	6.89	6.11	8.48	1.41	6.11	3.4	3.23	1.45	6.3	163.17	6.41	6.0	11.81	8.04	6.86	3.81	5.24	5.16	5.31
Zbed6	0.0	0.0	64.95	0.0	0.0	0.0	0.0	0.0	0.0	99.22	32.78	0.0	50.23	0.0	0.0	0.0	188.39	0.0	0.0	3.53	1.71	0.2	2.75	32.02	25.57	32.1
Zfp101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	300.1	0.0	0.0	29.68	46.32	23.44	17.04	7.26	5.8	6.99
Zfp281	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.38	0.0	0.0	83.55	0.0	0.06	0.0	0.0	0.0	141.93	1.16	0.0	48.09	16.36	12.08	14.08	24.17	24.02	22.82
Zfp408	0.24	2.64	0.82	20.59	0.3	0.75	0.97	3.95	0.47	25.84	1.28	7.64	0.16	1.06	0.77	0.0	114.87	3.51	2.35	6.96	1.18	1.26	0.72	8.62	7.76	9.38
Zfp827	0.0	0.01	0.0	0.0	0.0	5.49	0.0	0.0	0.05	0.0	4.54	0.0	39.79	0.0	0.0	0.0	40.13	0.0	0.0	4.97	2.48	2.91	2.34	19.14	18.31	19.24
c16_5S	0.0	0.0	0.0	0.0	0.0	18.65	0.0	11.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148.93	0.0	0.0	6.9	22.01	0.0	0.0	2.85	3.58	1.86
c17_5S	0.0	0.0	0.0	0.0	0.0	0.0	42.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	299.34	0.0	0.0	9.24	0.0	0.0	0.0	7.08	4.15	4.67
