	Calb2_tdTpositive_cell_44	Calb2_tdTpositive_cell_54	Chrna2_tdTpositive_cell_1	Gad2_tdTpositive_cell_33	Gad2_tdTpositive_cell_45	Gad2_tdTpositive_cell_54	Htr3a_tdTpositive_cell_21	Htr3a_tdTpositive_cell_34	Htr3a_tdTpositive_cell_41	Htr3a_tdTpositive_cell_47	Htr3a_tdTpositive_cell_68	Htr3a_tdTpositive_cell_81	Htr3a_tdTpositive_cell_87	Htr3a_tdTpositive_cell_104	Rbp4_tdTpositive_cell_165	Vip_tdTpositive_cell_4	Vip_tdTpositive_cell_6	Vip_tdTpositive_cell_9	Vip_tdTpositive_cell_12	Vip_tdTpositive_cell_41	Vip_tdTpositive_cell_49	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Ttll13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.97	0.0	0.0	0.12	0.65	0.96	0.71
Ufsp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.74	0.0	0.0	0.0	0.0	0.0	0.0	5.4	0.0	0.0	0.0	0.0	0.0	0.0	1.44	3.26	12.88	16.25	13.1
Usp12	0.0	0.09	0.0	0.0	0.0	0.0	23.43	0.0	0.0	0.0	103.78	0.0	0.0	0.0	6.25	0.0	0.0	0.0	63.44	84.84	0.0	9.59	4.11	48.88	50.75	47.0
Vegfc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.09	0.0	0.0	0.0	3.8	3.78	4.14
Wasf3	0.0	2.87	4.91	0.0	10.74	37.02	19.3	39.03	70.44	0.0	0.0	0.0	28.33	0.0	2.03	0.0	17.27	0.0	0.0	88.17	0.0	8.46	4.4	65.21	62.16	68.55
Zbtb22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.31	0.0	0.4	1.6	31.62	34.2	31.51
Zdhhc12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	7.41	0.0	0.0	0.0	0.0	149.77	0.0	21.24	18.02	8.28	9.12	7.57
Zfp235	0.12	7.17	0.0	52.29	0.13	0.0	0.0	17.8	0.0	0.0	0.75	0.0	8.79	0.0	12.4	0.25	0.0	0.0	0.0	174.89	0.0	21.66	20.01	12.37	11.85	11.15
Zfp449	0.44	0.0	0.0	32.66	0.0	0.0	0.0	0.0	0.0	0.0	103.03	0.0	0.0	0.0	5.17	0.93	0.45	0.0	0.0	140.73	0.0	5.58	6.74	3.11	3.37	2.82
Zfp933	3.73	1.16	3.62	5.05	2.36	1.28	3.08	3.95	4.78	3.23	8.65	2.68	11.6	2.59	5.05	4.94	5.41	2.83	3.78	240.03	4.09	12.29	19.31	9.39	7.89	9.43
Zgpat	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	162.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.69	130.88	0.0	2.18	2.37	67.24	65.8	69.88
Zswim5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.3	0.0	0.0	1.23	0.0	0.0	0.0	0.0	43.6	0.0	1.45	1.97	9.06	8.4	9.28
c10_tRNA-Ile-ATT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.37	0.0	0.0	0.0	0.0	0.0	0.0
c3_tRNA-Tyr-TAC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.74	0.0	0.0	0.0	0.0	0.0	1.79
