	Calb2_tdTpositive_cell_21	Calb2_tdTpositive_cell_34	Calb2_tdTpositive_cell_36	Calb2_tdTpositive_cell_37	Calb2_tdTpositive_cell_44	Calb2_tdTpositive_cell_49	Calb2_tdTpositive_cell_64	Chat_tdTpositive_cell_1	Chat_tdTpositive_cell_5	Cux2_tdTnegative_cell_1	Gad2_tdTpositive_cell_19	Gad2_tdTpositive_cell_21	Gad2_tdTpositive_cell_23	Gad2_tdTpositive_cell_29	Gad2_tdTpositive_cell_33	Gad2_tdTpositive_cell_35	Gad2_tdTpositive_cell_38	Gad2_tdTpositive_cell_45	Gad2_tdTpositive_cell_54	Htr3a_tdTpositive_cell_23	Htr3a_tdTpositive_cell_40	Htr3a_tdTpositive_cell_57	Htr3a_tdTpositive_cell_58	Htr3a_tdTpositive_cell_59	Htr3a_tdTpositive_cell_68	Htr3a_tdTpositive_cell_71	Htr3a_tdTpositive_cell_76	Htr3a_tdTpositive_cell_81	Htr3a_tdTpositive_cell_88	Htr3a_tdTpositive_cell_104	Htr3a_tdTpositive_cell_112	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_44	Vip_tdTpositive_cell_5	Vip_tdTpositive_cell_6	Vip_tdTpositive_cell_10	Vip_tdTpositive_cell_13	Vip_tdTpositive_cell_18	Vip_tdTpositive_cell_24	Vip_tdTpositive_cell_25	Vip_tdTpositive_cell_26	Vip_tdTpositive_cell_27	Vip_tdTpositive_cell_34	Vip_tdTpositive_cell_35	Vip_tdTpositive_cell_37	Vip_tdTpositive_cell_39	Vip_tdTpositive_cell_40	Vip_tdTpositive_cell_41	Vip_tdTpositive_cell_42	Vip_tdTpositive_cell_43	Vip_tdTpositive_cell_45	Vip_tdTpositive_cell_46	Vip_tdTpositive_cell_49	Vip_tdTpositive_cell_50	Vip_tdTpositive_cell_52	Vip_tdTpositive_cell_54	Vip_tdTpositive_cell_55	Vip_tdTpositive_cell_56	Vip_tdTpositive_cell_57	Vip_tdTpositive_cell_58	Vip_tdTpositive_cell_59	Vip_tdTpositive_cell_61	Vip_tdTpositive_cell_65	Vip_tdTpositive_cell_66	Vip_tdTpositive_cell_67	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Entpd1	0.0	0.0	117.56	0.0	10.6	0.0	13.89	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	7.6	0.0	0.0	2.66	2.12	1.3	2.63	8.94	8.38	9.01
Fam108a	0.0	0.0	108.7	0.0	0.0	0.0	0.0	0.0	12.09	0.0	0.0	0.0	0.0	0.36	0.0	3.57	0.0	0.0	0.0	0.0	0.0	0.0	4.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.22	11.1	0.0	0.0	0.0	0.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	6.38	0.0	0.0	5.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	2.38	0.0	0.37	1.04	2.98	11.25	9.56	0.96	4.13	5.24	3.84	185.45	211.33	202.35
Fam149a	1.94	0.0	173.95	0.71	0.0	47.55	0.0	0.0	0.0	49.97	0.0	0.0	0.0	3.29	13.54	24.16	0.0	0.0	0.0	0.12	0.0	36.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.12	0.0	2.76	0.0	18.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48	14.52	89.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	3.14	5.28	0.0	3.79	1.5	2.15	0.25	2.76	11.59	10.95	11.58
Fam98a	2.21	0.0	146.04	0.0	0.0	0.0	0.0	2.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	28.26	0.0	0.0	0.0	0.0	0.0	34.14	0.0	37.11	0.0	30.09	0.0	0.0	2.81	7.72	37.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53	0.0	76.85	77.51	0.0	0.0	86.92	0.0	0.0	30.38	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.14	0.0	1.06	0.0	21.92	5.39	15.56	25.31	23.49	15.24	11.11	11.7	34.21	33.94	33.43
Fbll1	0.0	0.0	94.49	0.0	0.0	0.0	0.0	4.98	0.0	1.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.82	0.0	0.0	0.0	0.0	0.0	0.0	2.99	1.17	0.0	0.0	0.0	5.95	0.0	0.71	0.0	0.0	0.0	0.0	83.33	0.0	3.91	0.0	32.55	0.0	0.0	0.0	0.0	3.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.26	5.44	8.73	3.51	6.28	2.22	4.42	3.52	34.35	40.91	38.67
Fbxo10	0.0	0.0	40.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.87	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.52	0.0	0.0	0.0	0.0	0.0	0.0	0.09	5.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25	0.06	1.32	4.49	1.78	2.42	1.69	0.74	25.53	24.77	25.14
Foxp2	0.0	0.06	0.08	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.06	0.0	0.0	0.0	0.0	0.0	0.0	4.54	0.08	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.08	0.0	62.67	64.09	27.96	55.0	30.97	73.1	59.52	53.91	8.14	6.45	7.72
Galnt1	0.0	3.01	96.31	0.0	0.0	15.14	45.7	0.0	0.0	28.14	0.0	14.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.48	39.45	0.0	0.0	58.02	0.0	0.0	0.0	9.52	31.6	0.0	7.11	10.46	3.15	0.13	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.35	0.34	0.0	23.2	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.12	0.0	0.73	0.0	0.13	0.0	15.93	9.82	5.35	6.4	15.28	5.4	14.87	6.79	8.14	36.82	37.35	38.36
Gatsl2	0.08	5.73	159.16	0.0	2.52	80.21	0.0	74.15	2.93	0.0	0.0	0.11	0.0	0.0	0.17	0.36	0.19	27.09	0.54	6.37	0.21	24.72	8.97	0.07	0.11	0.09	29.42	0.0	0.09	24.08	57.54	14.99	6.08	0.0	87.06	0.25	0.0	0.11	0.0	1.27	0.0	1.33	1.12	42.31	0.23	0.0	155.6	0.1	40.53	51.83	16.56	0.13	8.28	42.67	14.48	40.43	0.1	0.85	0.22	4.48	0.33	142.84	8.1	0.72	31.11	1.23	11.34	7.26	7.49	9.18	22.74	8.66	10.78	13.06	48.97	45.54	51.81
Gm11978	0.0	0.0	173.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	1.35	0.83	1.17	1.4	0.94	0.0	0.82	0.4	0.52	0.41
Gm11985	0.0	0.0	18.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.66	0.1
Gm12238	0.0	0.0	117.25	0.0	0.0	0.0	0.0	0.0	0.0	27.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.17	0.0	0.0	38.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.31	0.0	0.0	0.0	0.0	0.0	0.0	34.56	0.0	11.12	0.0	0.0	5.07	0.0	0.0	1.05	3.46
Gm13306	5.92	0.0	38.89	22.81	5.41	27.99	0.0	0.0	8.94	0.0	0.0	0.0	0.0	17.73	0.0	7.54	4.28	0.0	0.0	0.27	35.09	0.0	0.0	10.06	0.0	0.27	0.1	5.02	0.0	0.0	0.0	29.61	40.26	26.37	0.0	7.33	0.0	0.0	0.0	0.0	13.03	0.0	0.0	0.0	16.03	0.0	0.0	29.94	0.0	21.43	12.41	0.0	0.0	0.18	0.42	0.0	16.45	0.0	0.0	0.0	0.0	6.75	0.11	0.0	2.94	0.0	74.98	103.08	54.7	62.2	75.81	61.27	76.52	71.98	30.63	28.29	22.96
Gm14430	33.5	19.76	46.66	0.61	0.0	36.88	0.16	43.93	0.0	0.0	0.0	0.15	0.0	0.0	32.53	0.0	38.27	0.0	0.35	0.0	11.35	28.78	0.45	0.29	0.0	1.31	0.0	0.0	0.19	0.0	0.0	3.4	6.69	19.71	13.94	0.0	0.05	4.38	0.14	0.0	0.66	0.0	0.0	0.17	84.4	0.0	0.0	0.0	11.26	22.7	28.58	0.0	18.84	16.12	22.16	0.0	0.1	23.93	3.47	18.18	0.26	0.27	0.0	44.78	23.46	0.0	6.89	5.17	1.83	4.81	3.28	4.14	5.97	4.22	7.67	5.07	7.49
Gm14434	33.5	19.76	46.66	0.61	0.0	36.88	0.16	43.93	0.0	0.0	0.0	0.15	0.0	0.0	32.53	0.0	38.27	0.0	0.35	0.0	11.35	28.78	0.45	0.29	0.0	1.31	0.0	0.0	0.19	0.0	0.0	3.4	6.69	19.71	13.94	0.0	0.05	4.38	0.14	0.0	0.66	0.0	0.0	0.17	84.4	0.0	0.0	0.0	11.26	22.7	28.58	0.0	18.84	16.12	22.16	0.0	0.1	23.93	3.47	18.18	0.26	0.27	0.0	44.78	23.46	0.0	6.89	5.17	1.83	4.81	3.28	4.14	5.97	4.22	7.67	5.07	7.49
Gm14496	0.0	0.0	0.2	0.0	0.0	0.0	0.0	14.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.27	0.0	0.04	0.0	0.08
Gm2002	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	1.2	0.0	0.08	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.09	0.0	0.13	0.0	0.1	0.15	0.19	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.35	3.62	0.0	0.41	0.96	1.27	4.28	1.89	1.73	1.86	1.4
Gm2506	5.92	0.0	38.89	22.81	5.41	27.99	0.0	0.0	8.94	0.0	0.0	0.0	0.0	17.73	0.0	7.54	4.28	0.0	0.0	0.27	35.09	0.0	0.0	10.06	0.0	0.27	0.1	5.02	0.0	0.0	0.0	29.61	40.26	26.37	0.0	7.33	0.0	0.0	0.0	0.0	13.03	0.0	0.0	0.0	16.03	0.0	0.0	29.94	0.0	21.43	12.41	0.0	0.0	0.18	0.42	0.0	16.45	0.0	0.0	0.0	0.0	6.75	0.11	0.0	2.94	0.0	74.98	103.08	54.7	62.2	75.81	61.27	76.52	71.98	30.63	28.29	22.96
Gm4013	0.0	0.0	50.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.65	4.73	0.0	2.35	0.0	1.9	1.03	1.21	0.65
Gm4724	33.5	19.76	46.66	0.61	0.0	36.88	0.16	43.93	0.0	0.0	0.0	0.15	0.0	0.0	32.53	0.0	38.27	0.0	0.35	0.0	11.35	28.78	0.45	0.29	0.0	1.31	0.0	0.0	0.19	0.0	0.0	3.4	6.69	19.71	13.94	0.0	0.05	4.38	0.14	0.0	0.66	0.0	0.0	0.17	84.4	0.0	0.0	0.0	11.26	22.7	28.58	0.0	18.84	16.12	22.16	0.0	0.1	23.93	3.47	18.18	0.26	0.27	0.0	44.78	23.46	0.0	6.89	5.17	1.83	4.81	3.28	4.14	5.97	4.22	7.67	5.07	7.49
Gnaz	0.0	0.0	2.06	0.0	0.0	0.0	0.0	0.13	0.05	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	0.8	0.0	0.0	0.0	9.09	0.0	0.0	2.83	4.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.79	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.16	0.0	0.0	0.0	5.81	11.74	2.76	1.52	7.0	5.29	5.53	3.15	56.74	56.71	56.07
H1f0	0.0	0.0	100.26	0.0	79.54	48.53	0.0	0.0	0.0	0.0	5.72	0.0	0.5	0.0	0.0	26.45	0.21	0.0	0.0	113.66	0.0	0.0	0.0	0.0	0.0	0.0	0.14	35.78	0.0	0.0	0.0	6.38	5.0	76.51	0.0	0.0	0.0	1.71	0.0	0.0	0.0	0.0	42.34	0.0	0.0	0.0	0.0	117.34	0.0	0.0	0.0	104.0	0.0	0.21	0.42	0.0	0.0	0.27	1.6	1.21	0.0	0.0	0.0	0.0	0.0	0.0	6.0	11.83	12.07	5.74	11.27	7.98	11.02	13.05	107.13	118.43	108.08
Hdlbp	0.54	0.0	0.0	0.0	0.0	9.24	0.0	0.0	0.0	0.22	0.05	0.0	0.32	14.76	0.0	0.64	0.0	0.0	39.38	0.0	38.63	126.98	0.07	126.56	54.96	0.0	28.44	23.42	0.62	0.0	0.0	45.55	27.89	15.41	35.9	0.0	22.7	0.0	3.92	36.49	11.84	0.35	6.38	0.0	27.82	0.0	8.21	76.66	0.89	0.0	0.0	11.79	0.0	0.15	0.08	62.34	52.43	107.47	108.46	97.63	0.12	0.0	0.24	2.72	0.08	56.67	34.2	28.98	21.37	18.29	17.37	26.36	23.22	20.62	87.57	85.95	90.82
Ifngr2	2.58	33.45	134.25	3.29	0.98	19.53	22.25	2.17	1.05	0.63	20.09	31.14	43.04	10.85	3.98	2.12	0.99	27.25	3.16	1.03	46.09	28.45	7.1	3.3	23.72	3.52	0.8	11.51	3.09	0.93	25.77	42.54	43.98	2.45	3.14	134.72	2.09	109.66	3.29	1.0	3.81	26.57	1.77	56.47	9.9	78.16	2.67	3.45	2.32	29.26	3.98	1.55	46.45	0.84	4.36	1.14	73.54	1.34	2.6	23.7	1.69	50.63	2.87	10.71	2.65	2.69	23.95	18.73	29.73	15.31	11.37	36.0	33.42	30.93	53.45	56.7	50.92
Il11ra2	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	1.2	0.0	0.08	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.09	0.0	0.13	0.0	0.1	0.15	0.19	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.35	3.62	0.0	0.41	0.96	1.27	4.28	1.89	1.73	1.86	1.4
Map2k5	17.1	0.0	277.7	0.0	0.0	0.0	0.0	22.38	0.0	175.44	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	1.91	0.0	0.0	0.0	3.16	0.0	0.0	0.0	0.0	212.22	0.39	0.0	0.0	1.76	0.0	24.58	0.0	0.0	0.71	0.0	0.0	156.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.65	0.0	5.53	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	110.67	0.09	0.0	0.0	0.44	36.89	23.36	21.57	23.53	9.66	5.89	4.78	8.73	6.64	31.86	34.97	30.94
Mapk9	98.19	79.21	192.96	0.28	135.11	0.32	50.88	0.0	0.0	8.86	0.0	220.48	0.05	157.34	10.25	35.54	35.91	12.8	0.18	176.09	2.1	0.0	176.43	7.08	25.34	0.0	219.49	0.0	0.28	0.0	0.0	41.35	22.22	170.05	30.95	0.0	0.0	173.34	0.0	72.37	6.66	14.83	0.0	0.0	114.41	0.29	0.0	135.13	70.3	2.65	0.0	0.0	21.58	0.1	17.14	0.12	3.75	0.39	0.0	11.49	0.0	0.25	0.65	91.25	6.14	23.06	11.5	28.93	23.35	20.17	37.48	28.44	17.35	24.63	154.54	146.91	148.44
Micalcl	0.0	0.0	194.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4	3.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.0	0.41	0.17	0.0	0.58	0.0	1.61	1.83	2.04
Mir17hg	0.0	0.0	213.25	0.0	0.0	0.0	10.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06	0.64	1.22
Mpp4	0.0	0.0	34.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.06	0.0	0.0	0.0	0.0	4.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.32	0.0	0.0	0.0	19.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.16	0.0	2.32	2.23	4.64	0.0	0.0	0.19	0.91	0.63	1.0
Mpp5	67.17	0.0	213.62	0.0	0.0	0.0	0.0	0.0	20.09	50.48	67.86	0.0	0.0	0.0	0.0	29.68	0.0	0.0	27.34	3.45	56.74	0.0	0.0	0.0	45.51	0.0	69.58	0.17	93.07	78.22	0.0	10.43	10.87	38.19	0.0	0.0	0.0	68.57	0.0	88.47	0.0	1.52	0.0	0.09	0.0	0.0	0.0	79.09	43.08	0.0	85.58	0.0	0.0	0.09	21.19	50.48	0.0	0.0	0.0	1.57	0.0	0.14	0.07	37.21	0.0	63.95	14.64	15.59	8.98	15.23	15.49	22.37	9.14	25.82	21.4	18.94	20.96
Ncapg	0.0	0.0	7.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.4	0.41	0.23
Neurod2	0.0	0.13	0.16	0.0	0.0	0.11	0.0	0.41	0.0	0.0	0.0	0.17	0.0	0.0	0.26	0.0	0.0	0.22	0.27	0.0	0.0	0.0	0.43	0.14	0.15	0.0	0.0	0.16	0.0	0.0	0.12	3.09	7.74	0.04	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.15	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.12	0.0	0.31	0.16	0.0	7.72	6.66	7.22	8.95	10.49	10.98	8.64	13.14	61.43	70.53	58.22
Npm2	0.0	0.0	4.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	0.67	0.63
Nxph3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.61	0.0	0.0	15.56	0.0	0.0	0.0	0.0	2.54	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.2	2.62	3.85	2.14	2.38	3.59	4.8	6.51	29.11	33.94	31.51
ORF63	0.0	0.0	1.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.62	0.93
Pcdh10	47.18	52.35	172.85	13.91	99.94	66.57	25.57	9.44	22.64	0.0	0.57	164.46	29.53	36.98	7.28	233.06	234.56	123.51	111.85	85.0	6.32	167.47	26.64	29.43	45.47	0.0	91.43	60.45	23.95	0.0	7.0	20.41	41.74	27.82	2.94	0.84	143.87	120.15	4.98	23.39	28.8	1.23	30.2	0.52	14.15	64.28	0.16	0.33	104.2	49.65	66.93	65.64	6.29	39.08	49.15	0.07	0.13	71.3	4.15	127.21	0.18	0.04	0.63	152.5	103.15	26.77	10.87	13.19	12.65	19.33	26.22	19.57	18.63	17.66	96.09	89.16	95.98
Pcdhb19	117.4	0.0	178.7	0.0	25.08	0.0	97.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.19	0.0	0.0	8.98	5.2	70.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.47	0.0	0.0	180.68	0.0	53.62	0.0	0.0	0.0	0.0	0.0	52.46	0.0	11.71	0.0	14.47	1.04	0.04	7.61	5.29	5.55	5.24	4.81	5.56
Pgr	0.0	0.0	8.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68	0.19	2.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.07	0.0	3.39	2.05	2.25	2.65	3.2	1.97	2.86	3.04	16.22	14.56	15.05
Phxr4	0.0	0.0	224.88	0.72	0.0	0.0	0.48	0.72	0.0	0.0	0.0	1.54	0.23	0.0	1.12	1.68	0.7	0.0	0.0	0.25	1.01	0.81	0.61	81.59	0.72	0.0	0.25	0.0	0.0	0.0	0.0	17.91	0.39	0.0	0.78	0.0	0.0	0.0	0.32	0.0	1.16	0.0	0.59	0.0	0.0	0.0	1.02	0.76	0.63	0.62	1.05	0.12	0.42	0.0	0.0	1.55	0.0	0.0	0.77	0.0	0.59	0.78	0.92	0.0	0.0	0.0	0.05	0.0	0.0	0.37	0.15	0.0	0.25	0.0	0.25	0.3	0.87
