	Ctgf_tdTpositive_cell_3	Nr5a1_tdTpositive_cell_35	Rbp4_tdTpositive_cell_70	Rbp4_tdTpositive_cell_74	Rbp4_tdTpositive_cell_95	Rbp4_tdTpositive_cell_133	Rbp4_tdTpositive_cell_134	Rbp4_tdTpositive_cell_176	Rbp4_tdTpositive_cell_177	Rbp4_tdTpositive_cell_185	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_6	Rbp4_tdTnegative_cell_9	Rbp4_tdTnegative_cell_13	Rbp4_tdTnegative_cell_14	Rbp4_tdTnegative_cell_22	Rbp4_tdTnegative_cell_23	Rorb_tdTpositive_cell_11	Rorb_tdTpositive_cell_19	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Trak1	0.0	0.0	2.88	0.0	0.63	0.24	43.83	44.91	0.42	3.23	0.0	0.0	0.0	0.0	0.0	0.61	0.0	118.73	0.07	90.13	90.67	87.04
Trim3	0.0	0.0	17.23	27.35	69.54	27.13	31.46	7.12	22.84	7.89	0.0	0.25	0.0	0.0	0.22	0.0	0.0	134.11	0.0	93.7	101.21	96.21
Txndc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.59	0.0	0.12	0.11	0.12
Utp3	0.0	15.61	127.58	51.02	54.52	0.25	0.0	81.76	0.0	16.52	0.0	0.46	0.0	0.0	0.0	616.48	0.0	182.69	62.3	35.72	37.46	34.63
Wfdc15a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148.53	0.0	0.0	0.0	0.23
Zfp553	1.18	2.43	2.84	4.04	1.49	6.1	3.48	3.5	6.95	1.32	7.57	6.06	7.03	1.24	4.53	0.92	3.66	161.68	2.93	16.37	17.97	15.79
Zfyve20	1.74	23.22	51.61	12.71	0.24	0.46	1.68	18.44	8.54	0.57	0.43	0.27	181.7	0.0	185.59	0.72	0.86	133.33	2.03	30.16	30.19	28.7
Zscan5b	0.0	0.0	0.0	0.23	0.0	0.0	0.19	0.0	0.0	0.0	0.99	4.48	0.0	0.0	0.0	0.0	0.0	3.4	0.46	0.81	0.74	0.83
c13_5S	0.0	0.0	15.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.24	0.0	0.0	2.59	2.01
c6_tRNA-Ala-GCY_	0.0	0.0	0.0	24.37	16.6	0.0	0.0	99.08	0.0	17.87	0.0	0.0	120.05	63.41	0.0	0.0	0.0	269.69	5.19	43.74	25.94	16.19
