	Calb2_tdTpositive_cell_43	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_51	Ctgf_tdTpositive_cell_19	Ctgf_tdTpositive_cell_22	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_111	Nos1_tdTpositive_cell_26	Ntsr1_tdTpositive_cell_18	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_28	Ntsr1_tdTpositive_cell_30	Ntsr1_tdTpositive_cell_35	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_45	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_52	Ntsr1_tdTpositive_cell_57	Ntsr1_tdTpositive_cell_77	Rbp4_tdTpositive_cell_41	Rbp4_tdTpositive_cell_76	Scnn1a.Tg3_tdTnegative_cell_20	Slc17a6_tdTpositive_cell_24	Slc17a6_tdTpositive_cell_30	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_16	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Slc39a3	0.0	18.59	0.3	54.53	4.76	34.3	0.09	0.0	0.0	0.0	0.0	0.0	0.05	0.11	0.08	0.0	0.0	0.11	0.81	0.0	0.0	0.0	0.0	4.65	0.0	0.0	0.0	1.51	0.0	0.0	5.41	0.1	2.73	6.8	10.72	4.23	0.43	1.7	1.03	3.27	2.79	6.31	0.08	0.0	0.07	0.0	0.0	41.43	0.0	0.07	60.42	61.8	64.04
Smad7	0.0	0.0	0.0	0.84	14.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	14.88	0.0	0.0	4.2	4.8	1.03	2.79	2.37	0.98	1.93	2.65	0.93	1.08	1.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	12.36	12.76	11.77
Sspn	0.0	0.0	0.0	0.14	23.99	0.0	0.0	0.0	0.08	0.16	0.0	0.0	0.04	0.06	0.06	0.0	0.0	0.07	0.0	0.0	0.0	0.17	0.11	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.08	1.29	0.0	0.0	0.0	0.0	0.0	2.4	0.0	0.15	0.63	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	6.39	6.18	7.79
Tdrd5	0.0	0.0	0.0	0.0	14.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.1	0.0	0.0	0.0	0.06	1.73	0.7	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	1.78	1.77
Tmc8	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4	0.12	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.44	0.65	0.77
Tmem8b	1.92	3.57	0.32	32.44	71.34	2.21	30.15	0.73	2.29	1.38	1.61	1.29	12.55	0.35	0.52	8.64	0.26	2.47	0.31	1.4	3.31	1.54	1.13	1.88	2.32	23.87	1.07	2.29	4.57	1.45	22.09	12.2	6.69	6.35	9.15	6.45	10.41	5.74	10.89	6.41	10.33	1.65	1.55	3.73	1.61	33.51	0.85	1.1	1.13	5.69	49.17	49.89	49.93
Tmtc1	0.0	0.08	0.01	0.37	0.12	0.0	0.08	0.01	0.28	0.07	0.0	0.08	0.0	0.2	0.06	0.0	0.0	0.18	24.94	0.1	0.0	7.74	0.06	0.08	1.21	0.16	0.05	0.0	0.0	0.0	4.44	2.2	7.06	1.08	5.12	0.09	0.09	6.38	6.38	3.11	2.13	0.04	0.0	0.02	0.0	0.35	0.0	0.05	0.0	0.06	37.73	36.63	37.51
Trim15	0.0	0.0	0.0	0.0	6.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.53	0.17
Trmt61a	0.0	7.89	0.22	1.34	19.98	0.21	43.76	0.08	0.71	0.18	0.0	0.17	0.18	0.0	0.0	0.1	0.0	0.21	0.0	1.74	0.0	0.3	0.0	0.18	0.0	0.0	0.0	0.6	0.43	0.0	0.0	0.2	1.08	1.54	1.31	2.81	0.65	2.81	0.91	6.4	1.41	0.02	0.0	0.14	0.05	0.16	0.0	0.15	0.37	2.0	17.07	18.47	18.67
Trpm2	0.0	0.0	0.0	5.64	36.05	0.09	4.52	0.0	0.0	0.05	0.09	0.38	0.0	0.08	0.07	0.04	0.09	0.0	0.05	0.06	0.0	0.57	0.0	0.05	0.06	0.07	0.0	0.08	0.11	0.07	2.68	0.58	3.6	0.05	0.62	4.92	0.7	0.06	0.69	1.3	0.75	1.57	0.12	0.08	0.54	0.0	0.0	0.2	15.91	0.17	14.96	14.08	14.89
Wnk4	0.0	0.0	0.0	0.0	1.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.82	0.0	0.0	0.0	0.0	0.16	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7	3.08	3.86
Zfp750	0.0	0.0	0.0	0.0	17.95	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.26	0.79	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.06	0.03
