	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_28	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Chrna2_tdTpositive_cell_77	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_32	Htr3a_tdTpositive_cell_83	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_47	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_70	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_79	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Grb2	81.55	0.0	0.0	13.13	5.06	0.7	18.14	2.87	51.52	117.52	6.02	0.0	65.84	0.1	26.63	1.55	32.03	0.09	1.34	6.07	22.41	24.26	72.81	48.35	66.26	50.47	32.45	13.98	3.36	117.21	8.32	26.33	14.95	1.98	0.0	27.15	16.06	67.66	6.3	113.38	92.85	51.8	36.4	11.85	1.77	50.92	43.25	38.28	42.48	133.21	134.34	136.09
Gstm3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	1.44	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gyg	0.0	4.63	0.0	141.02	48.77	65.46	35.46	0.07	0.25	73.56	97.39	0.0	142.96	25.39	132.19	55.51	82.92	102.5	221.01	100.74	258.75	218.9	40.87	7.16	10.07	173.7	146.08	95.9	56.35	607.13	116.54	74.33	1.32	45.06	156.59	0.0	151.61	14.38	285.48	55.39	0.32	154.09	146.32	81.96	245.36	149.91	54.76	114.38	107.09	33.46	31.25	33.01
H2-T22	0.0	0.0	0.0	3.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.69	0.0	0.0	3.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.61	1.78	0.0	0.0	0.0	0.0	1.02	20.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.95	27.92	27.39	8.34	7.18	8.17
Hemk1	0.0	0.69	2.74	0.63	55.65	0.17	48.59	0.98	7.49	7.51	0.19	8.58	6.46	0.0	0.08	16.14	1.01	0.05	0.23	0.06	0.0	0.67	0.0	0.53	0.0	1.61	0.63	0.3	0.2	111.26	13.86	19.36	0.79	0.13	0.0	0.0	0.89	0.0	0.97	0.0	3.44	0.2	0.88	0.0	0.21	0.44	10.39	12.62	13.21	12.24	11.86	11.97
Hrct1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89	1.78	1.61
Igf2as	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.21	0.19
Il10rb	0.0	0.0	0.0	44.47	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.08	0.0	7.19	0.0	5.89	0.0	153.04	0.0	0.3	50.01	0.0	0.0	54.75	0.0	0.0	0.0	0.0	0.0	2.66	0.0	0.0	0.0	0.0	2.44	2.44	0.0	9.88	9.96	11.25
Impg1	0.19	0.0	0.12	0.0	0.11	0.24	0.22	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.09	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.92	0.0	0.08	0.04	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.66	0.6	0.53
Itgb3	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.03	0.03	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.01	0.0	0.94	0.05	0.0	0.04	0.04	0.0	0.0	0.0	3.26	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	2.86	0.0	0.0	0.0	0.0	0.46	0.29	0.0	2.24	2.51	2.6
Kcnj12	0.0	0.0	0.0	0.0	2.76	0.0	0.0	0.0	0.0	0.0	1.01	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	41.63	9.12	115.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.0	1.7	1.4	2.4	10.95	12.02	10.35
Kif3c	0.0	32.78	2.36	0.0	0.66	0.0	18.63	56.94	5.33	12.26	16.12	0.0	48.96	0.07	6.15	31.32	42.42	17.33	3.95	0.07	16.31	0.09	4.49	13.8	24.88	47.17	0.0	21.57	1.76	54.26	47.75	1.75	1.11	22.37	0.05	25.25	0.0	4.56	0.07	0.0	0.0	12.18	8.75	0.0	0.0	6.4	20.85	26.46	31.23	111.23	112.9	114.1
Klf5	1.48	74.97	0.0	50.21	31.65	0.0	1.11	0.0	0.0	0.0	0.0	104.77	0.0	0.0	23.56	36.62	34.41	0.0	75.96	22.73	15.63	0.0	1.46	0.0	8.9	0.0	0.0	26.15	22.07	107.47	18.24	23.66	1.31	50.13	40.86	30.76	4.76	2.8	2.76	0.0	0.0	65.4	0.28	44.52	0.0	2.81	8.59	5.46	7.75	10.09	8.75	9.41
Lamc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18	25.54	0.02	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.33	0.0	0.0	0.0	0.0	0.0	0.0	27.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.2	10.35	10.13	9.64
Lrp10	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.85	0.81	0.0	0.0	0.0	15.47	0.0	0.0	10.8	0.0	0.0	0.0	0.0	0.0	88.95	0.0	4.97	0.0	0.0	0.0	50.87	0.0	0.1	24.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.87	1.37	0.46	18.03	22.06	21.75
Lrrc3b	0.15	0.0	0.0	107.36	21.37	0.0	0.0	0.0	147.47	134.53	88.73	1.2	0.0	0.0	73.9	148.96	53.11	0.0	126.81	68.07	100.64	61.04	54.37	144.68	45.54	66.07	11.27	14.19	84.09	304.53	0.0	100.77	37.97	164.44	0.0	44.43	0.0	0.0	77.89	87.44	0.0	166.66	0.0	87.58	0.0	122.66	7.47	13.24	11.02	17.62	15.7	14.79
Manba	0.0	0.0	6.25	0.0	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.17	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	31.79	0.0	0.0	0.0	0.0	0.0	7.6	0.0	35.67	0.0	22.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.98	0.24	0.47	0.09	8.03	7.49	7.65
Matn2	0.0	0.0	0.0	0.0	0.0	0.41	39.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	10.19	0.0	0.0	0.23	0.0	0.44	0.0	0.0	0.0	37.55	0.0	13.6	39.36	147.03	0.0	0.0	0.7	0.0	0.0	0.0	20.15	9.99	0.0	0.0	0.0	0.0	0.0	8.85	0.0	44.22	0.59	3.7	1.67	17.47	19.81	17.61
Mgp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	160.03	148.7	181.5	45.72	42.58	40.94
Mir493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir568	0.0	0.0	0.0	0.0	0.0	0.0	115.84	0.0	0.0	0.0	52.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	416.74	0.0	0.0	15.57	119.17	0.0	0.0	0.0	186.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.46	9.97	10.09
Mrpl51	8.01	132.37	8.02	63.23	10.87	9.98	77.72	21.14	47.17	114.22	34.59	25.16	81.24	86.79	48.72	194.25	149.72	44.16	3.35	34.37	94.78	69.25	89.8	69.23	22.07	98.66	71.43	98.8	165.98	290.53	65.02	89.98	78.05	161.91	71.37	141.27	56.67	45.58	57.61	144.36	23.06	51.48	61.22	59.32	60.33	129.92	72.51	89.28	92.42	38.21	45.31	43.39
Mst1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.41	0.22
Mtus1	0.0	0.0	0.0	6.55	0.0	0.0	0.0	0.0	42.48	0.0	0.0	0.24	19.99	0.0	0.0	0.0	0.0	3.97	0.44	0.13	0.0	0.05	0.0	0.0	0.0	0.0	10.61	0.0	0.0	99.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.22	0.0	0.0	0.0	0.41	21.81	20.39	16.7	24.5	24.85	24.14
N28178	0.0	0.0	4.89	24.72	0.0	0.0	12.8	0.0	0.0	0.0	0.0	0.29	0.0	0.23	18.82	39.98	58.01	146.25	9.57	0.07	20.77	28.27	21.11	137.63	109.66	25.83	0.08	79.82	13.4	128.51	5.2	23.52	77.6	27.49	22.2	118.36	0.0	0.48	27.91	50.93	0.47	103.28	0.0	10.79	0.0	26.18	26.18	25.55	30.68	216.35	208.94	221.69
Nedd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.86	73.63	14.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	2.15	3.29	2.99	3.1
Neurl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.12	0.0	0.0	22.02	0.0	0.0	14.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.97	0.0	0.0	0.0	1.71	0.33	1.34	4.16	5.41	7.76
Nid1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.27	4.47	4.13
Npy	359.05	9073.51	13918.43	173305.25	1.6	1.46	115124.65	43922.94	96206.73	42632.64	6792.77	14635.6	125016.83	13383.72	132042.44	105008.15	149629.49	134232.96	130357.56	105498.11	116117.28	120987.76	122154.33	122963.43	173863.58	126989.03	80801.23	166048.87	191162.16	154857.31	134158.33	153405.37	151963.58	145032.54	28240.98	180453.32	92572.95	38762.64	128781.07	23340.13	8484.11	137945.15	48908.54	35571.91	32250.58	95298.15	0.6	0.0	0.7	214.21	196.57	200.76
Oprm1	0.09	0.18	26.07	27.78	0.15	0.37	0.4	0.0	0.57	0.0	0.0	0.0	0.0	0.1	3.22	29.78	0.0	0.14	0.18	43.98	0.62	0.13	0.0	0.44	0.09	0.11	0.42	0.24	0.25	39.53	0.08	0.32	0.0	0.0	0.19	0.0	0.0	1.65	0.22	0.0	0.75	0.08	0.0	0.0	0.18	0.02	1.59	0.13	0.4	1.5	1.48	1.89
Osta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0
Ovgp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.82	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.24	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	2.6	1.37	3.31	4.77	5.16	5.09
Pdgfrb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.08	11.89	13.37
Pex11a	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.89	0.0	65.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.42	44.75	0.0	38.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.32	2.46	5.38	9.94	10.56	9.91
Pgm2l1	22.92	82.99	76.97	54.37	1.32	34.38	81.45	4.21	20.15	1.46	54.64	10.56	50.0	12.48	129.18	67.65	44.25	38.67	136.33	44.71	75.73	72.66	40.9	47.62	84.4	161.73	36.48	54.55	26.43	83.74	62.05	15.21	54.85	44.18	44.2	49.5	22.15	11.62	30.71	67.48	38.78	39.99	0.06	21.96	13.15	56.4	176.59	133.53	126.12	139.14	129.14	145.3
Pgrmc2	0.0	20.32	0.0	51.12	14.06	12.22	9.63	20.22	0.0	0.17	71.92	17.01	22.22	0.0	3.48	0.0	8.93	0.0	21.27	19.34	2.11	24.94	0.0	21.63	9.73	15.45	0.0	4.93	0.0	110.79	49.63	0.0	6.8	3.52	4.29	0.0	55.92	11.57	7.01	6.03	0.0	33.09	0.0	0.91	5.36	21.87	15.25	12.45	18.79	62.84	62.1	60.62
Phf21a	0.99	0.0	25.16	2.47	0.0	0.0	9.65	0.13	2.47	0.0	4.46	0.0	0.0	0.0	0.0	1.43	0.09	0.19	0.26	0.02	5.61	2.47	0.0	11.18	0.04	4.53	4.56	4.39	0.0	66.25	25.89	0.17	0.04	9.4	0.0	1.26	0.58	0.0	1.1	0.0	0.0	0.0	0.81	0.49	0.0	0.0	3.03	4.25	2.11	18.71	19.05	20.41
Phyhip	5.69	5.05	64.93	23.06	0.43	0.0	0.0	0.09	12.5	68.16	0.15	0.0	12.63	26.14	39.45	13.81	49.58	0.0	55.03	6.49	4.7	0.39	48.1	7.37	5.17	45.17	2.44	47.18	0.08	95.3	11.44	8.57	30.16	15.5	0.0	18.45	20.33	4.22	33.55	8.05	30.65	2.93	0.0	50.31	137.27	43.87	83.94	88.43	93.96	399.59	415.43	391.87
Pin1-ps1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plcg2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	2.47	2.13	2.17
Plekhg4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.41	0.0	0.0	6.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	2.03	1.42	2.09
Pou6f2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	3.92	0.0	0.0	7.74	0.0	2.54	0.13	46.92	3.91	0.0	0.0	0.15	0.0	95.38	0.0	4.63	0.0	0.0	0.0	0.0	30.23	0.0	5.17	0.0	0.0	14.21	0.0	0.0	0.0	0.0	2.98	4.75	11.41	1.27	1.59	1.06
Ppfia4	6.55	17.72	24.86	11.6	0.0	3.21	0.0	0.04	0.0	0.5	0.2	0.0	0.0	0.0	0.52	7.05	0.0	2.71	0.05	0.0	0.0	7.31	12.48	21.61	0.0	0.0	0.0	0.08	0.0	35.39	0.48	18.65	0.64	0.0	28.96	3.32	0.5	0.0	4.78	0.0	1.05	4.54	0.0	8.86	0.0	1.12	0.73	0.22	0.0	38.1	37.91	38.84
Rab22a	0.0	0.0	0.0	8.32	1.27	0.0	0.7	0.0	0.0	0.0	0.0	0.0	3.99	0.14	0.0	0.0	33.14	0.0	0.09	54.88	0.0	10.33	10.78	24.81	0.13	0.0	0.0	5.63	0.0	132.37	2.87	0.15	0.0	5.3	0.0	32.18	0.0	0.16	1.55	20.91	0.0	4.67	0.0	0.0	0.0	0.0	3.0	3.28	4.41	36.5	36.78	37.73
Radil	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.36	0.6	0.0	0.0	23.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.24	0.0	0.0	0.0	0.0	0.0	0.0	2.9	0.16	0.19	1.13	12.09	12.82	13.94
Rbks	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.31	0.0	0.0	0.0	0.0	110.23	32.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.02	1.39	9.49	2.66	3.25	3.36
Rbm45	6.7	7.75	7.73	6.19	0.0	0.19	4.24	12.01	14.75	0.0	1.1	2.1	13.66	4.45	3.33	2.34	2.44	6.67	8.14	0.21	5.83	7.03	6.45	5.57	2.78	4.36	2.79	1.37	2.05	52.97	14.78	7.84	3.68	5.34	6.19	4.87	0.0	0.4	11.24	5.12	3.43	0.82	15.38	11.86	6.63	0.51	13.18	10.07	12.38	35.4	33.46	35.22
Rfx1	0.0	0.0	0.0	1.3	0.0	0.0	0.32	0.0	2.83	2.93	0.0	0.0	0.0	0.0	0.0	0.52	0.02	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	1.0	0.0	32.13	0.0	0.0	0.0	0.0	0.0	10.45	1.04	0.0	3.49	0.0	0.0	1.31	3.1	0.0	0.0	0.0	3.19	1.88	0.33	17.75	18.16	19.2
Rgs11	0.0	0.0	0.43	96.61	0.0	0.0	58.49	0.0	9.81	0.0	0.0	0.0	0.51	0.0	70.69	83.33	106.79	122.61	121.89	42.2	0.0	0.0	0.0	0.19	77.19	59.66	0.0	49.78	0.11	262.13	92.56	19.97	105.27	32.24	0.0	87.49	108.21	0.0	74.25	100.58	0.0	43.64	0.0	99.58	0.7	31.47	40.03	38.73	26.52	34.02	31.96	31.79
Rmi1	0.07	44.75	0.36	0.0	0.66	0.4	0.07	1.15	0.06	0.99	0.23	0.0	36.24	1.23	0.23	0.81	3.83	8.69	0.18	0.07	0.27	0.48	21.91	0.41	5.29	0.73	0.15	0.36	0.24	97.03	0.29	0.24	0.21	0.16	0.05	0.83	0.1	2.24	28.88	1.03	2.39	19.12	0.94	0.32	0.51	9.23	4.79	4.77	6.2	12.7	10.42	11.6
Rnf11	71.92	42.37	0.0	22.93	5.66	0.0	10.76	143.07	89.37	0.24	103.05	0.0	3.8	54.04	41.39	91.95	0.07	16.11	114.55	88.19	6.52	25.14	79.2	123.92	15.84	39.47	76.98	55.43	0.0	170.68	155.22	0.13	26.2	112.44	74.55	120.94	67.39	37.75	32.67	60.28	106.86	85.85	8.64	66.42	114.09	104.19	42.05	44.99	36.19	267.55	268.6	261.45
Rnf122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	2.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	1.51	0.0	4.29	3.66	4.15	4.44
Rwdd3	47.65	0.0	0.0	0.0	0.0	0.0	37.87	0.0	0.0	0.0	47.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45	0.07	0.08	6.45	0.0	0.0	0.0	0.0	0.0	0.0	142.01	0.0	13.58	0.0	83.61	0.0	15.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.68	8.05	12.91	6.88	5.91	5.99
Sap30l	0.0	0.0	26.64	0.0	0.0	0.0	8.03	0.0	0.0	0.0	0.0	5.82	0.0	0.0	0.0	0.0	8.62	0.0	0.0	0.0	0.0	0.0	0.0	1.27	12.73	14.4	0.0	0.0	0.0	35.21	0.0	0.0	0.0	0.0	0.0	7.51	0.44	0.0	17.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.53	4.52	2.05	33.22	36.33	35.75
Sepp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.47	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	9.31	247.36	249.94	234.96
Serpinb1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.23	0.0	0.0	34.92	0.0	0.0	0.0	0.0	37.38	36.87	56.75	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.83	9.94	10.09	11.12
Sit1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.6	0.0	64.25	0.0	133.37	57.63	43.18	109.97	116.76	0.0	92.84	0.25	0.0	66.78	0.0	122.68	160.02	212.94	39.31	0.0	0.0	0.0	0.0	0.0	106.66	0.0	0.0	83.65	0.0	0.0	0.0	141.98	0.0	0.0	0.0	0.0	0.16	0.09
Slc16a1	0.0	0.0	0.77	1.07	0.0	0.08	1.37	0.55	0.71	0.57	0.0	0.0	1.35	48.42	0.0	2.14	15.07	2.38	0.0	1.43	16.82	4.55	0.18	0.26	0.72	0.0	0.0	17.93	0.38	32.77	1.31	3.24	0.66	0.0	1.47	2.46	0.0	0.0	0.0	0.0	0.0	0.89	0.11	0.0	0.21	0.73	4.88	6.71	3.97	23.48	23.61	24.18
Slc26a7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.15	1.04	1.02	0.95
Slc6a8	19.07	47.2	0.0	12.71	0.0	0.0	0.0	0.03	56.4	4.12	0.04	0.0	0.0	0.07	0.58	0.09	0.06	0.03	38.31	0.1	0.93	0.0	0.0	20.29	1.31	52.74	0.0	0.0	0.0	110.78	0.0	0.7	1.3	0.0	0.0	0.0	19.65	21.41	0.07	33.55	0.0	16.55	0.0	0.69	15.22	0.0	7.35	11.9	9.4	61.85	65.48	65.64
Slitrk1	0.0	0.0	0.0	14.7	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	2.45	0.09	9.13	0.03	28.0	0.0	0.02	0.05	0.0	0.0	0.0	0.07	20.52	0.0	8.12	59.81	13.49	15.31	22.29	0.0	6.04	10.09	0.95	0.0	12.2	0.0	4.14	0.0	0.56	18.1	51.18	0.04	48.67	68.37	52.45	69.52	64.99	66.52
