	Ctgf_tdTpositive_cell_12	Ctgf_tdTpositive_cell_15	Ctgf_tdTpositive_cell_17	Ctgf_tdTpositive_cell_19	Htr3a_tdTpositive_cell_99	Htr3a_tdTpositive_cell_111	Nos1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_26	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_35	Ntsr1_tdTpositive_cell_38	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_40	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_48	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_50	Ntsr1_tdTpositive_cell_57	Ntsr1_tdTpositive_cell_59	Ntsr1_tdTpositive_cell_64	Rbp4_tdTpositive_cell_4	Rbp4_tdTpositive_cell_21	Rbp4_tdTpositive_cell_41	Rbp4_tdTpositive_cell_65	Rbp4_tdTpositive_cell_80	Rbp4_tdTpositive_cell_139	Rbp4_tdTpositive_cell_165	Scnn1a.Tg3_tdTpositive_cell_61	Scnn1a.Tg3_tdTpositive_cell_62	Slc17a6_tdTpositive_cell_24	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_7	CAV_LP_Ipsi_tdTpos_cell_10	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Klf4	0.0	0.0	0.0	0.0	0.0	0.0	7.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	6.45	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.12	5.73	4.28
LOC622552	0.0	0.0	0.0	0.0	0.0	0.0	49.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21	0.0	0.28	0.0	0.0	0.0	61.21	0.0	0.0	0.0	0.0	0.0	1.58	1.49	2.36
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lat	0.0	0.0	0.0	0.0	0.0	0.0	24.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.49	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.61	0.52
Lepre1	0.0	0.0	0.0	3.43	0.0	0.0	43.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.2	6.74	6.58
Lrriq1	0.0	0.36	33.28	0.0	0.0	0.0	53.84	0.0	0.0	84.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	7.14	0.0	13.78	0.0	0.0	3.53	0.0	0.0	1.65	2.17	1.51	37.37	0.0	0.0	0.0	0.0	143.97	0.0	0.0	0.0	1.33	0.69	1.68
Med26	0.0	0.0	0.0	0.0	0.0	0.0	39.01	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.34	0.0	0.0	0.0	0.0	0.0	0.0	1.18	0.0	0.0	4.31	1.13	0.23	0.0	0.0	0.0	0.0	0.0	0.0	78.66	0.0	0.0	7.98	8.0	6.69
Mks1	0.77	0.27	0.0	0.2	0.0	0.0	4.88	1.43	0.0	0.0	0.29	0.33	0.0	0.23	0.0	0.75	0.17	0.0	0.34	0.0	0.22	0.78	0.88	0.28	0.31	0.19	0.65	0.46	0.45	0.3	0.67	0.96	0.25	0.19	0.0	0.44	0.44	0.38	0.15	1.83	0.55	0.0	0.0	0.0	0.1	0.75	0.0	45.39	0.0	5.87	5.48	6.81
Mrps30	0.0	0.0	0.0	0.0	0.0	0.0	14.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.28	0.0	1.42	0.0	0.74	7.44	12.27	0.71	10.82	0.0	0.0	6.93	25.39	3.05	5.5	3.11	0.0	0.0	0.0	0.0	2.61	0.0	0.0	0.0	0.0	25.2	31.88	25.69
Mtap1s	0.18	0.0	0.0	0.0	0.0	0.91	0.79	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.95	0.0	0.0	0.0	0.0	4.18	0.45	0.0	0.0	0.0	4.03	1.57	0.9	0.27	1.05	1.59	0.0	1.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.51	42.07	41.64
Mthfr	0.0	0.0	0.0	0.0	0.0	0.0	48.56	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	3.58	0.0	0.0	0.0	0.0	2.54	1.68	6.36	1.06	0.51	1.78	0.0	5.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.49	17.06	15.82
Myom3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09	0.88	1.05
N4bp2	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.31	0.07	0.05	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.81	3.48	4.38
Nfatc3	0.0	0.0	0.0	2.05	0.0	0.0	17.08	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76	0.0	0.0	0.0	2.08	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.18	0.0	2.18	0.54	1.24	0.63	0.0	8.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.85	6.49	6.84
Nkx6-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Npas3	0.0	0.0	0.0	0.0	0.0	0.0	21.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.01	0.0	0.1	0.0	163.32	0.0	0.0	0.13	0.0	0.0	0.0	0.0	1.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.14	5.13	5.33
Nr2f2	0.5	0.4	0.0	0.0	0.0	0.15	39.6	0.0	0.13	0.0	0.1	0.22	0.0	0.0	0.08	0.23	0.1	0.35	0.05	0.12	0.27	0.25	0.0	0.0	0.32	0.0	0.03	0.0	0.0	10.48	0.1	0.23	0.0	116.76	0.08	0.06	0.15	0.0	0.0	0.53	0.11	0.0	0.0	0.0	0.06	0.2	0.07	0.0	0.26	11.59	12.8	12.35
Nron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.06
Nt5dc1	0.0	0.0	0.0	0.0	0.0	0.0	69.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.82	4.83	0.0	0.0	53.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.49	0.0	0.0	0.0	0.0	0.26	0.0	6.91	0.0	2.66	1.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.47	2.32	2.43
Nubpl	0.0	0.0	1.67	0.0	0.0	0.0	77.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.31	0.0	0.0	0.69	32.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	8.03	0.0	26.92	0.0	43.36	0.0	0.89	0.0	0.0	0.0	8.38	0.0	0.0	0.0	0.0	0.0	0.0	173.89	0.0	0.0	7.33	8.17	7.56
Pcp4	3820.49	2818.82	5350.95	4871.0	3853.07	5293.38	2566.02	7467.74	4635.18	5853.47	4442.44	5178.03	6240.76	4858.15	5326.1	6808.32	7407.1	3680.68	6583.41	4254.91	5456.32	4027.97	3397.62	3758.52	2629.08	5093.83	3496.16	4293.52	2471.06	2202.57	4401.36	5307.32	7030.52	5492.66	4480.25	4928.48	5219.57	2919.09	3442.63	3306.12	7638.97	5202.71	5242.95	6941.16	7178.2	6670.6	6291.11	8685.7	6217.49	788.83	807.59	741.11
Pdzd7	0.0	0.0	0.0	0.0	0.0	0.0	28.45	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	2.55	0.0	0.0	0.71	0.0	0.0	0.28	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	4.68	4.87
Pdzrn3	0.0	0.0	0.0	0.0	0.0	0.0	37.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.16	0.0	0.0	0.77	6.58	0.0	0.08	0.0	0.11	0.0	0.06	0.05	0.5	0.58	0.76	0.0	2.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.95	20.98	24.18
Pi4kb	0.0	0.0	0.17	16.8	0.19	0.95	6.86	0.0	0.0	2.27	0.04	0.0	0.0	0.06	0.0	0.79	0.19	0.0	0.09	0.0	2.28	0.0	8.07	2.37	1.93	1.31	0.0	0.5	11.98	6.78	1.68	0.69	0.0	0.0	0.61	4.44	5.47	7.98	2.65	5.36	0.57	18.22	0.17	0.0	0.0	0.12	0.08	0.0	0.6	35.74	35.19	35.07
Pigw	0.0	0.0	0.0	0.0	0.0	0.0	77.31	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.12	0.0	0.0	0.0	3.57	0.0	0.0	0.0	0.0	0.13	0.0	0.13	0.35	0.0	0.0	0.0	0.2	0.0	7.12	0.0	5.07	2.45	2.16	0.0	0.0	89.2	0.06	0.0	0.0	0.0	0.0	0.0	6.0	4.95	5.9
Pik3c3	0.2	78.9	0.0	32.76	4.72	38.44	325.63	0.0	80.43	0.0	218.69	0.0	58.92	36.24	13.68	119.15	68.67	0.22	34.73	0.0	113.72	136.47	0.33	39.63	1.13	0.14	13.79	0.0	20.7	25.56	0.0	0.0	0.56	0.0	55.13	43.06	21.92	86.52	71.71	79.28	58.21	22.32	257.13	0.0	0.0	0.0	0.0	29.03	46.91	45.48	42.88	42.68
Plcg1	0.0	0.0	0.0	0.0	0.0	9.41	27.56	0.0	30.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	1.03	0.07	0.6	4.97	0.0	5.42	2.66	3.47	0.07	0.0	0.0	0.0	1.85	2.21	5.54	4.69	3.42	9.6	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.58	47.21	51.72
Plp2	89.14	0.0	0.0	0.0	0.43	105.37	271.36	0.0	0.0	1.16	172.59	0.47	0.0	0.0	0.32	0.0	110.51	3.3	0.0	0.0	0.0	0.0	0.0	0.0	44.61	0.0	0.0	0.0	0.35	80.41	166.09	5.64	0.0	0.0	25.48	28.63	26.46	53.28	35.24	28.46	0.0	119.12	181.93	0.34	0.29	462.53	0.0	63.41	114.33	11.9	12.42	9.23
Polrmt	16.38	0.0	0.0	0.16	0.0	0.0	1.08	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.58	1.56	0.0	0.0	0.0	0.57	0.89	1.62	1.18	3.64	3.12	0.09	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	18.4	21.44	20.42
Ppp1r14b	0.0	0.0	0.0	0.0	0.0	0.73	20.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.01	36.7	38.39
Prickle3	9.05	0.0	0.0	0.0	0.0	8.41	18.34	0.0	0.0	0.0	10.96	0.0	0.0	0.0	0.0	0.0	6.99	0.43	0.0	0.0	0.0	0.0	0.0	0.0	5.79	0.0	0.0	0.0	0.0	6.78	13.26	8.96	0.0	0.0	2.27	1.42	3.51	5.8	2.18	1.47	0.0	7.02	14.45	0.0	0.0	38.85	0.0	4.16	7.37	1.38	1.8	2.92
Prim1	0.0	0.0	0.0	52.57	0.0	0.0	171.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	21.89	0.0	0.0	0.0	0.0	86.59	0.0	0.0	0.0	0.0	7.56	0.0	0.0	0.0	0.0	9.74	41.27	19.81	16.24	24.66	11.98	0.0	46.83	0.0	222.94	0.0	0.0	119.86	0.0	0.0	6.29	6.31	7.39
Psg16	0.0	0.0	0.0	81.78	2.21	0.0	173.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	73.72	0.0	0.0	0.0	0.0	123.58	0.0	0.0	0.0	10.22	15.82	9.32	1.67	3.67	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	2.96	1.82	2.22	2.0
Ptbp1	0.0	0.0	0.68	0.0	0.0	0.0	57.55	0.0	0.0	0.0	0.0	0.0	0.0	37.1	0.0	0.0	22.52	0.0	0.0	0.0	0.0	0.0	15.49	32.8	0.11	0.0	0.0	1.52	0.0	5.62	1.63	0.0	0.0	0.0	8.02	4.6	3.11	4.37	4.58	5.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.04	28.42	26.56
Rassf7	0.0	0.0	0.0	0.0	0.0	0.0	1.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	1.36	1.15
Rhof	0.0	41.56	2.73	0.0	0.0	2.11	129.16	0.0	0.0	9.88	79.15	0.0	0.0	67.46	0.0	0.0	0.0	59.76	1.7	0.2	59.96	99.51	0.0	45.24	0.0	116.28	0.07	29.07	16.94	2.71	0.35	0.0	0.0	1.25	6.89	18.17	36.93	12.61	17.77	22.17	18.33	50.94	0.0	0.13	0.0	0.0	31.69	46.67	0.0	41.96	41.45	42.32
Rin3	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63	2.16	1.51
Rxrb	0.0	0.0	0.0	7.48	0.0	2.2	40.8	0.91	2.78	0.0	0.51	39.28	0.0	0.0	0.0	1.49	0.0	0.0	0.98	0.0	0.21	0.0	41.78	0.0	0.0	0.0	0.0	0.0	0.65	1.0	0.0	0.0	40.52	0.0	0.77	5.97	14.22	0.64	3.39	6.1	82.73	0.0	0.28	0.0	0.0	0.0	0.0	17.79	0.0	56.74	63.91	61.21
Sbk1	0.59	0.0	0.0	0.0	1.66	30.41	24.14	0.0	3.16	38.71	0.0	1.14	0.0	1.41	0.0	6.93	0.0	0.0	0.0	55.97	30.26	0.0	0.0	0.0	27.41	3.12	0.0	14.73	0.7	3.58	5.74	11.06	0.0	9.95	2.95	3.0	1.25	2.82	5.85	4.5	1.72	24.91	0.0	0.55	4.9	0.0	3.02	2.39	0.73	50.91	56.15	49.9
Scrt1	0.0	0.47	0.0	0.09	0.0	0.0	1.66	0.0	0.0	0.0	0.03	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.08	0.11	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.15	0.13	0.15	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.19	78.92	87.07	87.71
Sec24c	0.0	6.59	36.38	36.38	0.24	3.03	77.91	0.67	0.32	3.57	0.03	46.69	3.85	0.15	37.76	114.47	93.09	65.88	0.0	0.0	32.98	0.21	101.44	1.7	0.0	0.94	0.54	19.36	78.92	19.99	0.0	0.0	118.61	56.74	8.51	16.33	19.71	17.16	11.77	18.36	27.18	36.58	4.83	0.0	0.0	123.36	3.36	58.87	0.56	54.15	52.33	54.16
Serac1	0.33	0.0	5.68	1.74	28.55	0.0	81.5	0.0	8.44	0.0	56.78	15.41	0.0	0.0	0.1	0.0	0.06	46.49	0.0	42.41	0.17	4.5	0.0	0.0	0.0	0.08	12.1	13.21	0.61	10.67	5.16	89.67	1.74	0.0	5.83	1.11	9.63	12.51	6.51	6.47	29.91	0.0	0.0	0.05	0.34	0.0	50.74	0.0	0.07	19.35	16.98	18.38
Serpine3	0.0	0.0	0.0	0.91	0.0	0.0	3.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.86	1.3	0.25	0.25	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.67	0.29
Sh2d3c	0.0	0.0	0.0	3.81	0.0	0.86	33.91	0.0	0.0	0.0	0.0	3.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.3	0.0	0.0	0.19	0.0	16.95	7.47	0.0	16.33	1.99	2.18	0.0	0.0	0.0	0.0	0.96	1.18	0.98	2.17	1.18	3.72	0.0	18.06	0.53	0.0	0.0	0.0	0.0	0.0	9.45	19.37	19.95	20.61
Shank2	0.0	0.32	0.43	10.22	0.18	0.0	4.89	0.0	0.0	0.0	3.11	0.0	0.0	0.32	0.0	0.0	0.0	0.0	1.57	0.0	0.33	0.0	0.85	7.12	4.11	0.0	1.54	4.54	0.18	0.87	0.0	0.31	5.86	0.07	0.72	0.69	0.23	2.14	1.09	0.64	0.76	0.2	0.0	0.0	0.0	0.07	0.15	0.2	0.0	66.62	61.5	75.84
Siglece	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.08	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.27	0.15	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.08	0.0	0.0	0.0	0.0	1.14	0.94	1.55
Smg5	1.63	3.53	3.75	18.5	1.52	0.0	23.18	0.0	0.0	0.0	0.0	49.42	0.0	0.0	0.0	11.44	0.0	0.08	0.0	0.0	0.0	0.0	0.0	3.66	8.4	0.5	0.0	2.35	14.3	5.72	4.12	0.0	1.56	46.22	8.94	3.57	6.96	3.72	2.46	4.49	3.31	0.0	0.0	0.0	0.0	0.0	0.2	8.4	0.06	54.28	56.32	54.46
Stard4	0.0	0.0	0.0	8.14	0.0	0.0	54.13	0.0	0.0	6.05	1.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.22	0.0	6.34	6.88	1.96	1.86	0.11	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.08	16.9	17.27	18.41
Suox	0.0	0.0	0.0	0.55	0.0	0.0	94.22	0.0	0.15	0.0	0.06	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	7.55	0.0	0.0	0.0	0.19	36.4	2.24	17.14	8.42	2.06	2.67	0.55	0.12	0.15	0.0	0.0	0.0	0.0	0.0	0.0	11.7	11.65	11.16
Tacc3	0.0	0.0	0.0	1.9	0.0	0.0	30.72	0.0	0.0	0.0	0.0	0.0	3.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.29	1.82	1.18	3.18	0.0	34.92	0.0	0.0	8.44	0.0	0.0	0.0	8.37	6.17	4.96	6.25
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tgtp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.83	0.92	0.75
Tmem149	0.0	0.0	0.0	0.0	0.31	0.0	176.27	0.0	0.0	0.0	0.0	0.0	1.16	0.37	82.08	47.12	0.0	0.0	0.0	50.54	35.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.15	13.69	0.0	0.0	0.0	0.0	9.94	6.27	6.52	3.89	0.6	3.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.15	12.24	11.46
Tnfrsf4	0.0	0.0	0.0	0.0	0.0	0.0	98.42	0.0	0.0	0.0	120.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	3.38	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57	1.64	0.9
Tnrc18	0.0	0.06	0.0	1.38	0.0	0.09	0.39	0.0	0.1	0.0	0.01	0.04	0.0	0.02	0.03	0.04	0.0	0.0	0.0	0.0	7.78	0.0	0.0	0.0	0.03	0.0	1.21	0.0	0.53	0.23	2.56	0.0	0.0	0.05	0.14	0.05	0.09	0.09	0.24	0.13	0.12	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.02	31.29	32.2	36.11
Tpsg1	0.0	0.0	0.0	0.0	0.0	0.0	2.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.29	0.0	0.0	2.54	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.09
Trim30a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	1.31	1.52
Trim43c	0.28	0.08	0.0	0.32	0.0	0.0	4.51	0.0	0.0	0.0	0.07	0.0	0.28	0.41	0.0	0.7	0.08	0.0	0.15	0.0	0.0	0.0	0.0	0.33	0.29	0.0	0.07	0.0	0.0	2.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.33	0.57
Ttll5	0.0	0.0	0.0	0.51	13.56	15.06	74.07	0.07	6.52	0.0	0.0	0.0	15.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.46	6.71	0.0	0.09	0.0	0.0	0.47	3.82	10.58	0.0	41.39	0.0	9.45	3.8	3.68	7.32	3.24	5.54	0.07	15.46	17.67	0.0	0.0	0.0	0.0	0.0	0.0	18.16	17.32	17.6
Tulp3	0.89	0.73	0.0	0.0	2.22	7.97	28.27	0.22	0.21	0.87	0.21	0.58	5.78	0.07	0.16	1.03	0.22	0.19	0.16	0.23	0.59	0.26	0.15	0.0	0.28	1.84	0.74	1.1	0.25	2.73	0.76	0.11	46.21	0.0	6.32	11.17	1.69	1.32	3.45	2.46	1.05	1.71	0.2	0.17	0.0	0.13	0.36	0.07	5.34	14.82	15.52	13.9
