	Cux2_tdTpositive_cell_9	Cux2_tdTpositive_cell_16	Cux2_tdTpositive_cell_59	Cux2_tdTpositive_cell_90	Cux2_tdTpositive_cell_95	Cux2_tdTpositive_cell_99	Cux2_tdTpositive_cell_101	Cux2_tdTpositive_cell_108	Cux2_tdTpositive_cell_109	Cux2_tdTpositive_cell_114	Cux2_tdTpositive_cell_118	Cux2_tdTpositive_cell_119	Cux2_tdTpositive_cell_120	Cux2_tdTpositive_cell_121	Cux2_tdTpositive_cell_122	Cux2_tdTnegative_cell_8	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_53	Ntsr1_tdTpositive_cell_57	Ntsr1_tdTnegative_cell_35	Ntsr1_tdTnegative_cell_51	Rbp4_tdTpositive_cell_40	Rbp4_tdTpositive_cell_165	Slc17a6_tdTpositive_cell_4	Slc17a6_tdTpositive_cell_10	Slc17a6_tdTpositive_cell_12	Slc17a6_tdTpositive_cell_14	Slc17a6_tdTpositive_cell_17	Slc17a6_tdTpositive_cell_22	Slc17a6_tdTpositive_cell_25	Slc17a6_tdTpositive_cell_27	Slc17a6_tdTpositive_cell_29	Slc17a6_tdTpositive_cell_42	Slc17a6_tdTpositive_cell_44	Slc17a6_tdTpositive_cell_46	Slc17a6_tdTpositive_cell_47	Vip_tdTpositive_cell_29	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_6	CAV_LP_Ipsi_tdTpos_cell_31	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Pear1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	3.06	3.99	3.74
Phospho1	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.96	0.0	2.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.65	34.22	30.08
Pir	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.87	0.0	85.78	0.0	0.0	0.0	1.81	3.93	0.0	0.0	47.04	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	21.39	8.73	17.84	0.0	0.0	7.2	7.15	7.45
Pmel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.24	0.68	0.3
Pole	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.74	1.08
Pqlc3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.03	28.42	0.02	0.0	0.0	56.87	0.0	0.0	0.0	0.0	0.0	6.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.87	4.14	2.0	0.0	0.0	2.26	1.41	3.1
Rap1gap	0.0	0.15	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.52	0.0	2.18	5.01	1.56	0.0	0.83	48.34	0.0	1.23	0.0	2.37	3.12	4.64	0.0	0.0	0.0	0.0	0.0	0.19	0.43	1.43	0.0	0.0	0.05	0.0	0.0	0.12	3.69	4.55	6.62	0.11	0.0	171.3	186.02	178.43
Rem1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.7	0.77
Rfc5	0.0	0.0	0.0	40.74	0.0	0.0	0.0	0.0	0.0	3.58	15.33	16.9	0.0	0.0	0.0	0.0	59.07	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	13.08	0.0	5.16	0.69	0.0	0.0	2.97	5.04	4.27	0.0	0.0	12.53	13.81	12.75
Rpp40	2.24	5.03	3.68	2.31	1.32	0.96	9.56	2.38	4.14	74.74	1.75	2.04	2.23	1.69	2.03	0.06	132.32	1.06	0.87	6.35	2.33	2.17	1.73	3.41	2.34	9.65	4.49	1.62	2.0	128.57	2.4	2.38	2.42	2.65	1.33	1.05	0.18	5.66	4.13	6.7	0.29	0.77	4.94	4.17	4.1
Samd14	0.12	0.3	0.13	0.0	0.28	0.0	0.14	0.88	0.0	0.15	0.35	0.14	0.08	0.11	0.6	0.0	1.52	0.11	0.0	0.0	0.09	0.45	4.46	0.0	0.74	0.0	0.46	13.43	0.0	0.42	0.0	0.13	0.2	0.09	0.0	0.0	0.11	0.18	0.31	0.17	0.0	0.0	26.92	31.22	27.06
Sepn1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25	29.15	0.07	0.67	0.0	0.0	66.52	0.0	0.0	13.43	0.0	0.0	18.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	51.74	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	16.31	17.33	17.31
Sh2b1	0.0	0.0	49.91	43.06	0.37	0.0	0.0	47.89	50.56	0.33	0.01	39.78	0.03	2.42	0.82	1.57	53.63	0.0	0.15	19.42	0.0	0.0	6.78	0.0	0.18	0.0	6.4	1.49	0.0	0.0	50.61	0.0	0.0	0.09	0.0	0.0	0.0	2.86	4.79	3.54	0.0	0.0	51.42	51.96	51.66
Sh3pxd2a	0.0	0.0	0.0	0.0	0.65	0.06	0.0	8.61	0.07	0.0	0.01	2.2	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.35	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.9	0.28	7.69	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.17	0.39	0.26	0.0	0.0	19.99	19.21	19.26
Shc3	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.06	0.0	0.0	0.0	34.17	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.83	0.0	0.0	0.0	0.0	0.0	0.0	1.56	0.0	0.0	1.19	0.0	0.69	0.0	0.0	45.22	41.9	55.7
Shmt1	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.05	0.0	0.01	0.0	0.0	0.0	103.57	0.0	0.0	0.0	0.0	131.79	8.59	0.0	0.0	0.0	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.52	1.19	0.0	0.0	2.45	2.8	2.76
Slain1	0.0	0.0	0.0	122.43	0.0	0.25	0.0	1.74	2.51	25.38	0.0	0.1	0.0	0.01	79.27	7.49	30.55	34.6	0.0	0.0	0.0	0.15	13.65	60.76	0.0	0.57	0.0	43.45	0.0	59.4	0.0	0.0	0.0	4.36	0.0	91.74	0.0	6.51	8.16	8.1	0.14	0.0	44.08	47.41	49.76
Slc2a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.04	0.07	0.16
Slc5a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.07	0.03
Snora33	0.0	0.0	0.0	0.0	0.0	0.0	47.66	0.0	0.0	0.0	22.01	0.0	0.0	0.0	0.0	0.0	73.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86	1.35	2.96
Solh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.41	4.14	0.87	0.01	0.0	0.0	0.0	22.09	0.0	0.0	26.23	0.0	0.0	2.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.31	0.42	0.0	0.0	29.12	31.21	32.67
Spata9	0.0	0.0	0.0	16.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.71	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.64	1.35	1.37	0.0	0.0	2.49	2.44	2.08
Spg7	0.0	0.0	17.78	11.54	12.02	18.04	19.62	8.85	4.4	5.23	4.04	0.0	8.07	0.14	42.52	8.25	42.92	0.0	0.0	0.0	0.0	9.14	8.52	1.52	5.84	2.44	4.23	10.11	0.24	0.27	9.96	0.24	0.0	6.9	0.0	23.5	0.0	7.48	16.98	7.21	7.56	0.0	47.8	50.77	49.5
Spin4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.59	0.0	0.0	0.0	0.0	0.0	5.78	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.25	0.0	0.0	0.59	0.51	0.61
Spnb3	0.59	12.58	44.1	9.76	2.1	0.0	31.72	31.54	12.04	1.33	24.38	37.56	1.67	25.2	2.39	12.55	36.3	22.04	27.34	0.44	22.0	8.23	11.61	9.36	50.11	24.78	4.25	3.39	6.9	8.8	3.51	20.71	16.76	5.01	0.0	1.28	0.0	8.96	11.25	11.65	9.78	1.57	367.45	352.95	387.16
Ssxb5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48	0.0	0.0	0.0	0.0	13.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.31	0.0	2.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.18
Ssxb9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.0	0.0	1.5	0.0	1.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0
Styk1	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.02	0.07	0.05	0.0	0.2	0.16	0.32	0.16	0.0	0.0	0.0	0.12	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.2	0.22	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.28	0.3	0.27
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tbc1d8b	1.03	0.2	0.73	0.66	0.2	0.86	0.45	0.28	0.41	0.52	0.48	0.69	2.33	0.04	0.68	0.0	0.94	0.55	0.08	0.0	0.31	0.58	2.73	0.19	0.0	0.0	0.15	0.0	0.24	0.42	0.44	1.03	0.98	0.36	0.12	0.37	0.0	1.56	1.44	0.97	0.13	0.07	4.47	3.64	4.53
Tmem185b	0.0	14.8	0.0	0.0	0.22	0.0	0.54	0.0	0.0	0.0	0.18	0.44	0.03	0.07	0.0	0.0	68.48	0.0	0.0	0.32	0.0	0.43	22.86	2.73	0.0	0.0	0.82	0.0	0.0	0.0	0.0	18.34	0.0	6.94	0.0	0.19	0.0	1.9	3.77	0.61	0.39	0.0	11.19	13.0	10.32
Tmem229a	0.0	0.0	0.0	16.2	0.0	0.0	0.0	0.0	1.54	0.0	0.0	0.51	0.0	0.08	0.0	0.0	34.95	0.06	0.0	0.0	0.0	0.0	0.57	46.01	0.0	0.0	0.0	0.0	30.05	1.11	0.0	0.0	0.0	0.0	47.09	0.0	0.0	0.47	1.78	2.3	0.0	0.0	31.79	30.8	35.7
Tor3a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.38	0.0	0.0	0.0	0.0	0.0	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15	0.0	0.0	0.0	5.33	5.36	5.32
Trpv6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.64	13.66	0.0	16.45	0.0	0.02	0.0	21.35	0.0	102.7	0.0	6.46	0.0	0.0	20.14	4.77	0.0	0.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.87	9.63	10.66	44.31	0.0	4.88	4.61	4.78
Ttc12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.52	1.3	1.45
Ttc39d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Wdr46	0.0	0.0	0.27	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.6	0.04	0.02	2.21	0.0	61.85	1.77	0.0	57.59	0.0	0.21	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25	0.84	3.65	0.0	0.0	8.6	10.58	10.16
Wdsub1	0.26	0.0	0.0	0.0	0.0	0.0	0.0	7.01	0.0	0.0	0.04	0.09	0.65	0.04	0.0	0.0	121.21	0.0	0.0	0.0	0.0	0.19	0.37	0.0	0.0	0.0	0.0	0.18	0.12	0.0	0.0	0.3	0.0	0.08	0.26	0.0	0.54	6.46	2.98	4.01	0.18	0.0	11.8	12.36	12.9
Zbed3	0.0	0.0	0.0	0.0	0.0	41.31	5.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.2	0.0	0.0	0.0	0.0	0.0	0.08	5.33	0.0	0.0	0.8	1.28	2.04	0.0	0.0	11.48	12.15	13.15
Zc3h12b	24.3	0.0	2.9	24.5	1.3	0.0	20.21	0.0	8.12	0.0	0.0	13.28	17.6	0.01	0.0	0.16	39.49	0.0	1.77	0.0	0.0	0.0	1.61	22.01	3.13	14.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79	2.24	2.16	0.0	0.0	10.18	8.65	10.57
Zfp423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	6.44	7.96	7.35
Zfp750	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.18	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.06	0.03
Zp3r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
c3_tRNA-Ala-GCA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.67	30.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.83	9.6	5.76
