	Chrna2_tdTpositive_cell_15	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_28	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Cux2_tdTpositive_cell_98	Gad2_tdTpositive_cell_8	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_18	Htr3a_tdTpositive_cell_83	Htr3a_tdTpositive_cell_91	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_70	Ntsr1_tdTnegative_cell_54	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_8	Sst_tdTpositive_cell_28	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_49	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_76	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_96	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Npas2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02	10.02	10.83	0.0	0.0	2.82	3.6	0.11	0.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.85	0.08	1.78	0.48	0.0	0.0	0.26	0.0	0.11	0.0	0.0	0.0	0.0	17.24	0.0	5.54	5.81	5.72	8.25	24.96	26.62	28.47
Nudt12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.26	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.05	0.0	0.0	0.0	17.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.46	0.0	0.0	0.0	0.0	1.31	3.64	2.29	6.03	4.13	5.33
Nvl	16.15	3.56	10.76	22.96	23.41	16.06	1.04	0.0	7.82	37.14	26.42	146.2	36.02	34.05	12.86	137.06	103.43	16.04	0.31	1.94	50.33	19.32	6.07	0.0	56.23	4.62	24.41	25.94	58.24	29.85	14.95	10.26	14.55	3.46	10.8	53.35	4.16	23.6	8.54	3.01	41.29	111.91	170.83	45.09	21.4	7.22	35.55	15.76	52.59	28.84	6.45	57.39	34.56	40.99	47.81	42.04	48.48
Olfr31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.1	0.11
Optc	0.0	0.32	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.36	21.33	0.24	0.0	0.95	0.25	0.15	0.28	0.15	0.0	0.19	0.0	0.0	0.0	0.17	0.17	0.2	0.15	0.0	0.0	0.18	0.17	0.0	0.04	0.0	0.38	0.32	0.21	0.0	0.0	0.0	0.03	0.0	0.0	0.24	0.0	0.43	0.0	0.19	0.0	0.0	0.0	1.21	0.61	1.05	0.83	0.77
Papolb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.2	0.22
Pcgf3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8	0.0	0.0	10.17	48.72	0.11	0.0	0.0	0.0	10.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.04	0.0	0.0	2.72	0.0	0.0	0.0	0.0	23.16	0.07	0.0	2.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	2.54	1.83	2.68	29.47	28.09	29.01
Phldb1	0.0	0.0	0.0	2.02	0.0	0.0	0.0	0.0	0.0	0.0	0.31	8.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.03	10.12	0.0	0.0	0.05	0.25	0.75	56.96	58.98	68.3
Ppm1f	29.43	0.0	13.21	22.04	0.09	0.0	11.96	0.0	9.4	0.0	0.27	64.23	0.04	0.0	0.0	0.0	0.0	1.79	13.14	10.63	0.0	4.61	14.06	0.06	0.0	0.4	0.0	0.99	0.05	14.49	0.35	9.39	0.0	19.11	1.64	10.87	0.0	15.49	17.31	0.0	0.0	0.0	20.62	0.0	50.8	8.85	7.15	0.0	0.0	0.0	0.0	5.93	5.39	6.69	46.8	46.46	46.2
Ppp6r1	0.0	0.38	0.17	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.6	18.75	0.0	0.0	0.0	0.22	0.0	23.05	0.75	0.07	0.08	1.36	2.44	0.0	0.0	0.0	0.0	0.39	2.87	0.55	1.21	0.0	1.37	30.15	2.58	1.37	5.84	0.0	0.04	0.09	0.0	0.0	0.12	1.53	0.0	0.0	0.0	0.06	13.77	0.0	0.0	1.25	2.17	1.91	112.81	110.82	118.04
Rab26	0.0	16.06	0.0	0.0	0.0	66.21	0.0	0.0	0.0	0.0	0.0	73.03	3.29	0.0	0.0	0.0	0.0	0.0	10.01	0.15	0.0	36.25	0.0	0.0	52.04	21.05	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	6.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.06	0.0	0.0	0.0	0.22	0.0	0.0	24.41	59.23	73.7	52.6	55.4	53.37
Rab39b	51.07	3.13	0.0	2.3	31.02	55.9	57.19	0.0	0.0	0.0	0.0	202.47	15.0	0.86	0.0	0.0	0.0	120.99	15.04	16.69	0.0	37.08	7.47	3.38	0.17	7.66	54.67	0.0	6.57	8.22	3.12	25.78	0.05	26.39	12.11	21.56	134.43	0.1	7.7	2.65	0.16	0.0	86.92	9.99	0.0	12.85	0.0	0.11	3.06	0.0	0.63	23.33	16.11	12.45	33.61	31.91	34.04
Rxfp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03	5.92	2.91	10.39	8.6	10.63
Serping1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.32	8.95	7.21
Sh3bp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38	0.29	0.0	0.0	22.35	0.11	0.0	0.0	0.0	0.27	0.0	0.0	0.71	0.0	0.29	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	3.44	0.0	0.0	0.5	0.71	0.28	0.29	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.23	0.0	0.0	0.37	0.0	13.9	14.26	13.38
Sh3pxd2a	0.0	0.03	0.0	5.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.01	0.0	0.0	0.03	0.0	0.73	0.0	0.0	0.0	0.0	1.35	0.0	0.0	0.0	0.02	0.0	0.0	1.62	0.01	0.0	0.0	5.69	0.0	0.85	0.0	0.0	0.31	0.0	0.0	0.0	0.17	0.39	0.26	19.99	19.21	19.26
Slc25a13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	2.27	2.23	2.41
Slc25a41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.15	0.25
Slc30a7	20.73	0.0	0.02	0.1	20.87	0.0	0.0	0.0	0.0	17.69	0.0	30.14	0.02	4.64	0.0	0.0	0.0	0.0	1.83	0.01	0.0	0.0	0.04	0.07	0.0	1.96	7.93	0.0	5.13	0.02	0.45	0.0	0.07	0.0	7.66	5.52	1.11	1.53	0.01	4.31	0.0	0.0	22.3	0.0	0.0	0.2	0.0	0.02	0.0	0.05	9.73	2.61	1.28	1.63	8.31	7.21	7.28
Slc36a1	0.0	0.0	27.82	0.0	0.13	0.0	0.0	25.31	0.0	0.0	0.02	15.34	14.27	0.0	0.0	0.0	0.69	5.56	0.0	0.0	0.35	0.88	0.0	0.0	0.74	0.1	0.0	0.0	0.34	1.06	16.4	0.46	0.0	0.0	0.08	3.5	12.57	0.0	0.5	1.93	0.17	0.1	0.09	0.0	0.0	0.0	0.0	0.9	0.0	0.16	0.93	4.98	10.01	6.58	40.34	37.04	38.5
Sst	54779.79	110572.87	47293.26	27080.23	31942.05	92299.24	48476.57	39954.99	32059.53	28510.84	43.44	58.01	0.0	72114.03	41248.39	0.0	79456.04	80147.45	53894.31	43763.2	51085.86	57147.69	41946.67	40467.48	51551.12	68952.67	63593.53	55479.93	53524.63	52986.0	54281.29	59257.22	56460.73	57846.93	50608.74	0.0	40924.0	33804.89	28051.12	78404.02	40301.33	70180.73	33572.19	40569.83	34709.45	27831.0	27470.9	19702.28	21855.63	43001.18	0.0	0.0	0.0	0.0	558.6	588.98	558.0
Syvn1	0.0	0.12	0.0	0.0	0.0	13.35	0.0	0.0	1.29	0.0	5.57	36.31	12.16	0.0	0.0	0.0	6.6	2.15	0.0	2.21	12.59	1.26	0.12	0.0	0.0	1.68	0.1	4.59	0.0	0.0	22.8	0.0	1.47	0.0	23.65	3.75	0.23	7.35	14.09	19.93	7.05	0.0	0.0	0.0	0.0	0.0	0.08	14.23	0.0	0.0	19.53	2.48	3.26	3.89	39.85	39.11	39.72
Tbxas1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21	2.03	2.59
Tgfb2	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	42.21	0.18	0.0	0.0	0.0	0.0	0.28	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13	0.32	0.95	8.68	7.93	8.15
Tomt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	55.2	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	25.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.69	0.0	0.0	0.0	0.0	14.23	0.0	0.0	7.69	0.0	0.0	0.0	9.5	1.83	0.26	9.67	7.27	7.96
Top3b	1.23	70.2	23.99	0.0	1.15	0.0	0.0	0.0	0.0	10.85	10.82	155.13	0.0	0.0	0.0	3.44	0.0	0.08	0.0	0.0	0.0	12.37	4.45	2.24	4.65	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.05	4.0	0.0	2.8	0.72	0.0	0.12	0.0	0.0	0.36	0.0	0.0	0.0	0.0	23.18	1.1	0.0	0.0	2.15	9.56	6.62	5.98	27.59	25.64	26.58
Traf3ip3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.72	0.76
Usp51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77	1.2	1.27
Vps37c	0.0	0.0	0.0	0.0	0.0	0.0	61.22	0.0	0.0	0.0	0.1	88.74	21.89	0.0	0.0	0.0	0.0	0.09	0.0	7.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	3.79	0.1	0.0	12.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.55	9.57	2.74	23.78	24.48	25.18
Wwc2	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	6.52	0.0	0.0	0.0	0.0	2.59	0.0	0.0	0.0	5.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.0	0.0	1.76	0.68	1.23	21.83	23.54	22.9
Wwp2	37.21	0.0	34.64	0.0	42.11	0.0	20.01	0.0	0.0	23.39	0.0	74.06	5.11	0.0	0.0	0.0	0.0	6.71	0.51	0.0	17.03	21.91	0.0	0.0	8.48	19.09	43.59	0.0	73.6	25.38	0.0	0.0	24.53	0.74	0.2	4.68	6.79	25.96	0.0	6.39	0.0	0.0	45.09	31.39	31.82	0.0	0.0	0.09	0.0	0.0	0.0	19.15	10.69	9.66	22.94	22.27	22.21
Zbtb45	0.0	0.0	0.0	0.0	0.0	0.0	5.5	0.0	0.0	0.0	0.0	12.66	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.7	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15	0.0	0.0	0.0	2.24	1.78	0.98	23.88	26.56	24.8
Zfp354b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.44	0.0	10.67	0.0	152.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.14	0.0	0.0	2.47	0.0	0.0	0.02	41.36	0.0	0.0	0.0	4.58	0.0	4.86	0.0	65.28	0.96	0.0	0.0	0.0	62.56	0.0	0.0	0.0	7.93	0.0	0.0	6.8	0.0	7.69	2.82	0.0	12.93	9.29	7.35	3.12	3.84	2.77
Zfp41	0.0	57.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.62	0.0	0.0	0.0	0.0	0.0	1.83	0.0	0.0	0.0	0.08	1.53	0.0	0.0	0.0	0.0	0.0	0.0	27.59	0.0	0.0	0.0	0.0	0.0	0.0	1.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	2.94	3.98	2.55	5.21	5.39	5.92
Zfp454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.64	0.0	0.0	9.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.64	0.0	0.0	2.63	10.28	2.55	4.34	4.2	5.07
Zw10	0.0	15.71	0.0	0.0	85.93	0.0	8.96	17.64	61.85	34.7	38.79	144.55	20.36	31.6	101.31	0.0	0.0	101.69	0.0	0.0	10.16	0.0	35.85	8.74	39.49	0.34	18.47	0.0	59.06	42.3	41.72	0.0	0.0	0.0	20.33	31.0	70.52	11.66	1.75	0.0	7.19	0.0	3.07	0.0	62.17	44.25	2.49	0.0	12.36	11.02	70.18	51.03	19.94	35.93	15.63	16.67	18.33
c10_tRNA-Thr-ACA	12.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.73	0.0	0.0	0.0	0.0	0.0	0.0	3.41	0.0	3.92
c3_5S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.18	0.0	0.0	0.0	0.0	0.0	0.0	3.67	0.0	0.0	0.0	0.0	0.0	0.0	32.17	0.0	0.0	0.0	21.52	0.0	0.0	34.6	0.0	88.49	22.67	0.0	19.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.49	0.0	0.0	0.0	8.8	0.0	6.94	0.0	5.41
