	Cux2_tdTpositive_cell_65	Cux2_tdTpositive_cell_74	Cux2_tdTpositive_cell_91	Cux2_tdTpositive_cell_97	Ntsr1_tdTpositive_cell_9	Ntsr1_tdTpositive_cell_12	Ntsr1_tdTpositive_cell_16	Ntsr1_tdTpositive_cell_17	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_33	Rbp4_tdTpositive_cell_82	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_183	Slc17a6_tdTpositive_cell_3	Slc17a6_tdTpositive_cell_16	Slc17a6_tdTpositive_cell_19	Slc17a6_tdTpositive_cell_24	Slc17a6_tdTpositive_cell_31	Slc17a6_tdTpositive_cell_37	Slc17a6_tdTpositive_cell_38	Slc17a6_tdTpositive_cell_40	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_22	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_31	CAV_LP_Ipsi_tdTpos_cell_35	CAV_LP_Ipsi_tdTpos_cell_43
Hus1	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	12.05	0.0	44.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.49	0.0	4.61	0.0	3.15	0.43	3.49	0.15	3.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Icam4	121.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	4.54	6.18	1.0	7.28	7.28	9.77	9.81	8.61	3.97	15.2	0.33	0.0	0.0	0.0	0.0	0.0	0.0
Il22ra2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kcnab1	0.0	55.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	218.5	0.0	29.0	65.33	53.07	0.0	0.0	0.0	0.0	0.2	4.16	0.0	37.14	14.0	1.01	0.38	42.51	0.0	0.58	0.0	4.99	3.34	4.99	41.25	0.0	0.0	0.08	0.0	0.0	0.0
Kcne3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.35	0.0	0.0	20.06	0.0	3.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Klk14	0.71	6.83	2.08	0.6	1.96	4.51	1.2	1.42	0.16	0.94	0.2	0.0	2.69	2.69	8.32	1.76	2.84	1.12	1.02	1.66	0.75	2.79	2.19	1.41	2.45	3.78	1.36	2.49	1.27	2.21	2.06	1.3	1.17	0.34	2.38	3.07	2.04	0.81	1.08	1.37
Krt18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lass6	70.91	0.0	40.76	12.35	0.0	0.0	0.0	0.0	0.08	0.0	9.56	0.0	0.26	0.53	67.05	0.0	0.0	19.92	0.0	46.76	1.35	56.26	9.6	3.26	19.88	10.61	8.57	2.97	6.23	3.25	4.98	3.65	5.27	0.0	9.15	0.0	0.0	0.0	0.0	0.0
Ldb1	0.0	0.0	0.0	0.0	13.26	0.0	0.0	0.0	0.16	0.08	0.0	0.0	6.69	0.21	31.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	5.44	3.77	0.16	11.01	1.01	4.26	2.01	0.0	0.57	3.46	2.33	29.94	0.14	0.0	13.22	0.0	0.0	0.0
Leprel4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.15	0.0	0.0	0.0	0.0	0.0	0.0	1.97	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.32	0.32	1.12	1.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lin28b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.38	0.2	0.0	51.3	0.0	0.0	0.07	0.0	0.0
Mettl8	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8	0.0	145.57	0.0	0.0	14.59	0.0	0.0	0.0	0.0	16.56	21.56	10.47	0.0	9.15	29.7	8.11	14.35	15.8	13.5	14.72	0.0	0.15	0.23	0.0	0.0	110.52	0.0
Mip	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mrpl40	15.69	423.49	0.12	120.65	3.42	2.64	0.45	93.96	248.34	2.32	35.2	7.13	112.59	71.43	113.75	117.49	161.28	6.43	1.88	1.27	0.27	1.03	93.86	52.05	132.86	117.45	108.23	89.85	84.66	148.45	62.27	71.65	79.42	0.0	209.48	83.14	0.0	267.11	112.66	164.93
Mrps28	120.83	0.0	115.8	166.57	88.37	0.0	101.6	0.0	0.0	0.0	111.53	0.0	67.06	2.86	265.05	159.29	0.0	0.0	165.23	95.73	0.0	95.04	98.96	114.63	64.21	123.48	71.71	100.34	89.23	160.35	64.29	107.45	108.49	302.05	184.62	261.11	299.19	417.54	268.94	577.18
Msc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	93.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.93	0.0	0.0	11.68	0.0	0.0	0.0	3.17	1.02	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Myst2	0.15	0.0	0.0	59.73	0.0	0.0	0.07	49.33	38.24	26.78	0.63	0.0	9.72	0.81	134.4	12.83	0.0	5.07	0.0	0.0	33.82	6.29	17.89	21.95	46.17	14.95	14.0	16.4	15.25	14.47	9.01	19.39	17.61	3.18	76.0	0.23	0.0	1.0	0.8	0.0
Narf	5.68	0.0	127.47	0.0	0.07	0.09	0.05	25.11	0.44	28.85	0.0	1.71	16.57	10.69	126.99	0.0	51.7	0.66	18.42	0.13	0.0	97.76	35.2	27.2	30.01	19.39	20.83	38.19	23.02	33.46	41.11	31.71	31.66	94.47	0.04	0.1	0.11	20.73	129.89	42.34
Ndufaf3	82.14	171.21	86.54	87.74	63.75	0.0	77.65	136.07	285.7	93.97	299.41	0.7	135.22	138.45	240.28	125.6	109.42	234.77	82.33	0.0	0.0	58.51	152.59	122.62	111.75	182.99	95.42	109.44	128.17	108.19	141.33	144.84	123.61	2.76	507.36	0.0	95.29	302.24	197.0	0.0
Ngdn	0.37	0.0	0.0	20.41	88.9	7.01	116.73	179.06	113.77	2.97	106.12	232.15	95.58	65.88	198.44	151.28	90.31	104.1	143.32	95.69	0.0	113.2	105.64	80.42	113.65	58.43	85.44	115.87	108.37	78.12	98.76	96.43	102.67	149.31	0.0	161.55	132.15	0.0	11.42	9.3
Nmnat3	0.0	0.0	0.0	0.0	0.0	0.0	3.34	0.0	0.0	0.0	0.0	0.0	0.12	0.0	92.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.56	0.8	16.48	3.61	9.89	4.42	4.31	3.53	6.95	0.26	0.0	0.0	0.0	0.0	0.0	0.0
Npsr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nudcd1	74.74	0.0	0.0	0.0	0.0	0.57	0.59	55.26	0.0	43.74	0.9	2.87	8.28	2.41	66.81	0.72	0.0	9.13	0.75	1.4	0.0	1.08	10.15	13.86	7.77	26.3	25.42	4.43	12.37	1.46	29.6	14.93	25.18	0.0	23.52	0.17	0.0	0.0	0.0	0.0
Oit3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr1029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.24	0.0	0.0	9.56	0.0	1.91	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Orc2	12.13	0.0	2.1	7.39	0.0	16.32	1.53	3.94	0.0	3.33	0.0	0.0	25.85	3.76	102.01	30.14	0.44	15.88	1.12	7.56	1.4	4.54	7.96	15.64	14.61	8.84	10.72	26.61	8.54	4.73	12.13	12.4	13.33	0.08	1.92	0.13	1.05	0.0	0.0	177.71
Osbpl5	68.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.83	0.0	47.8	0.0	3.31	0.0	0.0	0.0	0.0	0.0	1.58	0.09	5.08	5.95	0.08	1.58	2.91	1.76	2.74	2.43	3.55	0.0	0.0	0.0	0.0	0.0	0.12	13.91
Pcdhb13	0.0	0.0	67.35	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.12	111.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.37	0.0	8.72	0.0	0.0	5.38	4.1	1.2	7.95	0.0	0.0	0.0	0.0	0.0	0.0	92.88
Pde9a	0.0	0.0	0.0	92.11	94.91	111.6	0.0	0.0	0.96	0.0	0.0	0.0	10.99	0.0	152.18	140.69	0.0	0.0	0.0	0.0	0.0	0.0	84.9	22.02	49.81	52.28	11.58	6.86	15.79	16.01	23.29	19.98	41.87	11.4	0.14	225.55	27.68	62.81	51.55	8.9
Plau	1.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.36	0.14	0.0	7.97	0.25	4.55	0.08	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pmfbp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98	4.83	0.0	0.0	0.0	0.0	0.0	0.0	1.57	1.01	4.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Polr2f	167.36	0.0	311.32	287.12	67.63	0.0	160.45	290.62	106.67	54.28	81.4	172.2	279.01	218.4	380.79	173.25	141.54	155.76	178.4	71.26	239.64	125.57	176.39	138.27	178.31	203.82	212.61	109.6	126.22	288.56	112.1	155.89	203.69	224.97	0.0	142.91	651.1	145.32	265.87	237.41
Ppip5k1	7.11	0.0	0.0	4.37	0.23	21.05	0.28	16.74	31.16	0.68	0.55	2.07	7.34	5.73	67.0	16.5	44.05	0.0	3.63	0.11	12.77	27.15	5.87	6.57	3.42	16.94	4.16	15.9	2.53	7.95	6.49	5.59	6.36	9.71	0.0	0.0	21.43	52.11	15.44	0.21
Ppp2r5e	60.45	0.0	0.0	62.46	2.72	0.08	0.57	0.0	0.07	0.0	0.0	0.0	7.36	8.6	44.5	9.56	59.14	2.3	4.57	0.37	0.0	0.0	3.29	13.05	12.41	9.71	19.71	6.56	13.62	6.96	13.89	12.69	12.45	0.06	0.0	0.0	0.0	0.0	44.18	0.0
Prep	0.0	0.0	0.0	48.86	0.0	0.0	0.0	0.0	29.16	0.0	94.42	0.0	0.57	0.0	128.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.35	5.93	6.89	0.0	0.0	16.88	0.36	0.07	8.34	8.73	6.26	0.0	0.0	0.0	0.0	0.0	0.0	0.29
Prkar2b	105.77	0.0	0.0	0.0	45.75	40.5	40.02	0.1	0.0	65.32	0.0	0.0	11.65	35.42	42.29	0.0	2.64	0.0	29.31	9.47	7.39	0.0	45.06	47.46	18.46	24.53	65.65	46.28	19.47	44.19	44.68	41.44	43.05	86.35	182.06	87.73	56.12	52.81	182.52	3.22
Prkdc	0.0	0.0	4.45	0.0	0.0	0.0	0.0	0.0	0.0	5.34	0.05	0.0	5.59	0.14	32.13	0.0	0.0	0.0	0.0	0.05	0.0	5.81	2.23	4.39	0.44	2.81	1.61	4.98	2.09	1.16	2.5	1.74	1.29	2.69	8.44	0.0	0.0	0.03	17.07	0.03
Prss8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.54	0.09	0.0	0.0	0.0	0.08	1.35	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.27
Rab36	0.0	0.0	62.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.29	0.46	88.48	0.0	0.0	0.0	2.18	0.0	0.0	0.2	4.48	11.49	18.92	16.92	1.95	22.36	26.69	7.1	24.73	16.17	9.82	0.0	0.11	109.65	0.0	0.0	0.0	0.0
Relt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.05	0.0	61.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.02	20.7	21.25	15.1	15.54	24.12	9.28	26.36	9.74	18.8	19.09	0.0	0.0	0.0	0.0	0.0	148.61	0.0
Rnf215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.36	0.23	48.02	0.0	0.0	0.0	0.0	4.21	0.0	0.0	5.74	0.0	17.96	1.05	0.0	7.93	2.44	5.77	2.18	1.79	1.27	50.4	0.0	0.0	0.0	168.52	0.0	0.0
Rpe65	0.0	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.11	0.21	0.0	0.0	0.0	3.44	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0
Rplp1	112.3	229.13	684.91	1066.76	417.32	326.6	404.52	673.38	656.43	169.11	341.06	266.84	683.98	1036.38	648.69	332.12	485.59	591.91	400.49	391.54	145.58	547.68	531.04	516.33	482.01	457.4	449.22	371.3	499.99	652.11	343.36	444.87	428.37	250.87	118.95	1441.26	477.31	499.53	219.51	129.6
Rs1	0.4	0.0	0.37	0.0	0.16	0.71	0.14	1.28	0.0	0.0	0.21	0.0	0.36	4.15	6.75	0.0	0.13	0.29	0.19	0.17	0.0	0.05	0.09	0.42	0.06	1.12	0.2	0.16	0.14	0.0	0.14	0.31	0.18	0.06	0.08	0.14	0.07	0.24	0.0	0.18
Rspry1	0.0	0.0	39.93	0.0	0.0	0.0	5.65	5.1	0.0	0.0	0.0	0.0	7.56	0.04	66.71	0.0	1.53	0.0	0.0	0.0	0.31	27.52	10.63	3.05	4.15	6.09	16.49	3.18	13.22	10.15	9.55	4.8	5.74	0.0	0.0	0.0	44.32	0.0	0.0	0.0
S100a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sars2	6.85	0.0	70.21	0.0	0.0	0.0	0.0	0.0	59.8	76.91	9.67	0.0	0.14	0.0	81.92	0.0	44.31	0.0	0.0	0.0	0.0	0.0	17.45	6.43	4.95	0.76	0.48	8.8	0.13	1.78	10.57	7.09	3.12	0.0	0.0	0.0	0.26	0.0	0.0	0.0
Scml4	0.35	1.0	0.12	0.0	0.07	0.19	0.0	0.15	0.06	0.07	0.13	0.0	0.76	0.27	4.31	0.0	0.0	0.31	0.13	0.49	0.25	0.54	0.15	0.61	0.95	0.48	0.48	0.12	0.3	0.38	0.34	0.0	0.04	0.35	0.33	0.28	0.2	0.14	0.49	0.09
Selm	82.58	225.46	0.0	138.81	110.81	63.66	0.0	95.44	0.4	0.42	137.91	0.0	171.64	213.1	305.28	87.95	38.37	94.77	54.83	95.59	42.05	41.89	78.19	80.99	44.71	126.99	127.53	50.41	84.94	63.02	71.83	71.97	76.81	0.0	0.0	126.05	51.13	0.93	250.85	0.0
Sema4b	9.66	0.0	7.67	2.43	0.89	3.21	17.73	6.74	0.0	1.76	2.68	0.0	8.85	9.13	17.09	3.64	0.43	1.3	0.97	1.53	2.48	2.1	6.38	3.72	3.89	1.61	4.98	3.22	1.71	1.18	3.28	6.47	4.06	0.18	1.55	0.0	5.86	6.11	23.49	0.33
Serpina3a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.0	0.4	1.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.16	0.0	0.13	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sgcb	12.68	0.42	0.0	6.67	0.17	0.0	0.0	1.55	0.35	12.07	13.66	0.0	25.01	124.92	109.46	0.0	0.0	0.78	0.0	106.42	0.16	0.97	19.31	14.04	17.15	7.98	19.6	52.65	17.58	22.98	21.65	17.44	31.5	36.03	0.15	0.0	19.98	139.21	96.68	0.0
Shank3	2.87	0.0	0.0	0.0	0.04	0.0	0.77	0.0	0.0	0.0	0.0	0.0	1.47	2.28	3.53	0.0	1.23	0.0	0.0	0.65	0.08	0.0	0.39	0.0	0.14	1.71	0.08	0.91	0.27	0.93	0.37	0.24	0.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sipa1l3	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96	0.04	4.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.04	0.08	0.0	0.6	0.43	0.08	0.04	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Skap2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.28	0.0	0.0	0.0	0.0	9.93	0.0	43.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.47	19.51	13.47	15.49	13.0	14.03	11.92	0.37	26.42	12.99	14.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Snhg8	6.41	0.0	0.0	0.0	19.96	0.0	58.46	25.74	56.68	19.36	11.5	0.0	63.0	33.42	193.51	16.44	14.54	20.43	17.05	0.0	14.36	37.79	11.48	31.84	10.83	34.1	21.83	12.76	22.62	33.02	8.33	13.43	23.84	27.2	0.0	90.38	115.17	0.0	0.0	30.79
Snrnp25	157.86	0.0	176.91	153.49	0.41	0.0	0.0	106.93	0.0	11.61	0.0	246.29	51.66	47.44	342.29	182.23	0.0	0.0	0.0	0.0	0.0	28.94	33.26	91.52	39.4	103.72	47.84	53.38	57.17	38.77	36.26	46.54	47.85	387.9	0.0	0.56	199.23	0.0	0.0	0.0
Sulf2	0.0	86.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.34	0.0	0.0	18.54	71.25	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.12	6.29	2.28	4.9	8.89	2.41	5.05	3.71	7.6	10.02	7.56	0.0	0.0	0.0	0.06	0.0	0.0	30.49
Tada1	0.41	0.0	119.66	0.0	259.44	209.39	297.59	453.74	313.01	250.69	206.87	0.0	139.85	109.66	375.94	389.27	127.77	0.0	146.09	275.03	97.68	415.51	101.44	138.42	226.78	103.35	166.1	148.76	176.18	81.89	135.52	106.73	144.85	61.11	132.55	0.0	87.66	0.0	415.98	0.0
Tatdn2	6.05	13.41	7.29	8.11	3.17	0.0	0.0	5.02	0.0	3.8	2.5	0.0	1.47	0.0	43.56	0.0	0.0	0.0	0.0	5.59	0.0	0.0	1.75	1.08	1.27	0.22	0.91	0.87	5.88	1.05	0.79	1.43	1.97	6.24	0.0	0.0	0.0	1.6	1.52	0.0
Tbata	0.0	0.0	0.0	0.0	77.73	85.07	0.41	0.0	0.0	6.53	0.0	0.0	9.35	0.0	125.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.57	27.5	20.64	83.98	14.4	19.97	34.72	25.23	31.7	36.77	34.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tbl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	32.2	0.0	0.0	0.0	0.0	2.03	0.0	0.0	0.0	0.9	2.99	0.0	0.0	1.38	1.75	0.0	2.18	2.44	2.15	22.7	7.66	0.0	0.0	0.0	0.0	0.0
Thnsl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	126.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25	0.0	0.0	0.0	0.34	0.0	13.88	1.46	2.03	2.34	4.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tm4sf5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.21	0.0	69.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tmed2	0.0	4.02	116.74	3.04	0.0	0.0	0.0	54.73	137.38	0.97	66.63	0.0	32.5	200.87	180.55	0.0	0.76	0.3	4.53	0.0	0.0	12.74	13.6	5.85	20.51	8.22	24.66	7.32	25.97	21.7	12.95	24.77	18.62	0.15	145.34	0.0	1.83	0.0	36.82	0.0
Tmem101	110.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.49	0.0	0.0	31.37	3.2	52.58	0.39	0.0	0.0	0.0	0.0	72.66	13.41	25.19	52.87	11.87	48.22	57.07	29.61	34.06	33.03	27.9	29.51	23.96	0.0	0.0	0.0	0.15	0.0	0.89	0.0
Tmem141	60.97	0.0	0.0	0.0	95.2	0.52	0.0	0.0	0.21	0.0	144.63	193.66	31.62	81.6	398.74	0.0	0.0	0.0	0.0	0.0	0.0	101.78	37.65	32.92	39.09	55.18	20.13	33.65	26.66	16.07	19.68	30.7	41.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tnfsf13b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.78	0.0	10.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	0.0	0.0	0.0	0.59	0.71	1.85	0.0	0.0	0.0	0.0	0.0	0.0	67.45	0.0
Trim67	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.06	0.0	0.06	0.11	0.12	0.0	0.0	0.07	0.0	0.13	0.07	0.12	0.08	0.0	0.0	0.0	0.07	0.06	0.06	0.01	0.03	0.03	0.0	0.0	0.03	0.05	0.02	0.0	0.1	0.0
Ttc1	275.49	625.31	0.0	64.04	182.41	99.24	18.44	81.68	20.86	6.17	102.97	0.0	141.33	96.1	331.23	238.54	107.3	20.38	281.58	361.81	116.18	162.24	145.46	230.35	174.34	263.5	166.09	227.95	191.02	227.72	206.02	201.48	208.02	427.49	168.42	241.65	125.57	232.81	290.93	29.27
Ugdh	0.0	0.0	0.0	0.0	2.51	0.0	0.0	0.0	0.0	0.0	5.26	0.0	22.64	25.25	55.47	0.0	0.0	0.0	0.0	0.0	18.75	0.0	16.32	0.44	21.16	17.0	2.34	11.19	0.0	9.74	7.1	5.37	4.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Usp35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.86	0.0	0.71	0.11	19.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68	6.7	2.25	0.0	11.67	0.0	4.62	0.2	4.32	2.66	2.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vipr2	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.04	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Wwtr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.36	0.0	29.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zfp212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.39	0.0	34.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	3.71	7.67	0.43	0.11	0.85	5.02	5.26	3.64	2.16	2.82	0.0	0.0	37.08	0.0	0.0	0.0	0.0
Zfp449	11.62	0.0	0.0	0.0	0.0	0.0	0.0	7.84	0.0	0.0	0.0	0.0	5.17	0.08	43.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.21	0.0	9.41	8.18	0.0	5.26	0.2	2.37	14.68	5.58	6.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zxda	0.45	0.09	0.03	0.0	0.32	0.12	0.31	0.14	0.05	0.28	0.11	0.0	3.67	3.15	20.75	0.44	0.36	0.0	0.07	0.19	0.01	0.0	0.29	2.43	0.33	0.28	0.28	0.43	0.15	3.1	0.46	0.54	1.38	0.05	0.09	0.08	0.0	65.67	0.14	0.21
c10_LSU-rRNA_Hsa	0.0	0.0	1.55	1.69	0.98	1.84	5.02	1.02	0.0	0.0	0.0	0.0	2.66	0.27	62.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25	0.76	0.72	1.54	2.83	5.72	1.55	0.0	4.08	1.47	1.21	0.0	1.09	0.0	0.0	4.53	0.0	0.0
