	Ctgf_tdTpositive_cell_11	Ctgf_tdTpositive_cell_12	Htr3a_tdTpositive_cell_86	Htr3a_tdTpositive_cell_99	Htr3a_tdTpositive_cell_111	Htr3a_tdTpositive_cell_113	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_26	Ntsr1_tdTpositive_cell_4	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_28	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_40	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_69	Rbp4_tdTpositive_cell_47	Slc17a6_tdTpositive_cell_24	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Mup17	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mup5	0.0	0.0	0.44	249.08	0.0	784.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.99	0.84
Mybpc2	0.0	0.0	0.0	0.0	0.0	0.72	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.41	0.42
Myh3	0.0	16.84	0.0	0.0	0.0	28.52	0.0	0.0	0.0	3.73	0.0	0.99	0.0	0.0	0.0	23.48	23.21	0.0	0.0	0.0	0.0	0.0	2.34	2.61	2.61	2.63	0.0	0.0	2.94	14.07	0.0	3.51	0.0	0.0	1.56	1.47	1.17
Nek7	14.61	0.18	0.47	12.35	11.24	44.81	36.2	0.1	0.0	11.96	0.41	0.94	0.0	0.48	0.17	0.47	0.04	0.05	0.8	0.13	0.66	0.6	0.99	0.18	2.58	1.21	9.48	0.25	0.0	0.18	0.0	0.0	0.37	0.0	33.25	32.92	34.66
Nhlrc4	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.18	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.59	0.64
Nkpd1	0.0	0.0	0.0	0.0	0.0	3.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	1.15	1.18
Nkx6-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Nmbr	0.0	0.0	0.0	0.0	50.78	237.68	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2	5.41	6.1
Nron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.06
Olfr564	0.0	0.0	0.0	0.0	0.0	9.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41
Pappa2	0.0	16.74	0.0	0.0	0.0	16.14	0.01	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.04	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65	1.24	1.62
Pcdh19	0.0	0.0	0.0	0.0	0.0	0.0	0.02	2.16	0.0	0.0	0.0	0.0	0.0	0.0	8.62	4.38	0.0	0.0	0.0	0.0	0.0	0.0	0.28	1.47	2.32	1.71	16.12	0.0	0.0	0.0	0.0	0.0	0.0	0.12	14.46	14.27	13.79
Pcdhb21	0.0	0.0	0.0	0.0	0.0	63.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.19	0.29	2.29	2.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.38	3.14	3.43
Pcp4	4159.66	3820.49	4905.76	3853.07	5293.38	4195.3	4733.38	4414.79	4425.79	4204.11	7467.74	4409.57	6240.76	4858.15	5326.1	6808.32	7407.1	6583.41	1998.8	1964.21	7030.52	5492.66	4928.48	5219.57	3442.63	3306.12	7638.97	6941.16	7178.2	5557.87	6670.6	6291.11	8685.7	6217.49	788.83	807.59	741.11
Pex5l	4.68	0.0	11.88	0.0	0.0	2.25	0.0	12.25	0.0	2.42	74.04	0.0	26.16	4.46	11.88	0.0	9.22	0.0	1.24	1.96	10.21	0.0	4.87	3.45	7.28	8.46	2.08	0.0	22.68	9.26	34.22	7.83	0.0	6.5	160.07	158.61	182.2
Phlpp1	0.0	2.46	0.0	0.64	0.0	0.9	0.0	0.0	0.0	1.99	0.0	0.11	7.19	0.35	15.78	0.0	0.0	12.86	1.61	0.0	0.0	0.0	0.92	4.16	4.96	5.0	0.52	0.09	0.0	0.0	0.07	0.0	0.0	13.73	46.57	46.47	51.56
Plekhg3	0.0	0.0	0.07	0.0	0.0	0.3	0.02	0.0	0.0	0.0	0.0	0.07	0.0	0.05	0.1	0.0	0.07	0.04	0.0	0.09	0.0	0.82	0.0	0.0	0.0	1.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	8.05	8.4	11.0
Polh	0.0	0.0	0.0	0.0	0.0	1.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.61	1.2	1.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.36	4.58	4.46
Polr3d	2.35	3.04	0.0	0.0	0.0	0.0	3.29	41.65	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	11.6	7.51	8.77	9.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.96	23.69	20.44
Ppp3cc	0.0	0.0	0.0	0.0	0.0	37.84	0.0	0.0	30.88	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.45	0.0	0.0	1.07	3.07	0.36	5.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.75	27.47	26.13
Ppp6r1	0.0	0.32	0.58	0.0	0.11	1.47	0.07	0.08	0.07	0.13	0.0	0.0	0.0	0.34	0.14	0.38	0.28	0.0	0.0	0.0	2.87	0.24	2.5	7.71	2.17	1.91	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.06	112.81	110.82	118.04
Prap1	0.0	0.0	0.0	0.0	0.0	1.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.78	0.17
Prnd	0.0	0.0	0.0	0.0	0.0	10.55	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.41	0.1
Psg17	0.0	0.0	0.0	0.0	0.0	0.66	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.1	0.0	0.0	0.0	0.46	0.0	0.14	0.57	0.0	0.0	0.07	0.05	0.09	0.2
Rac3	0.0	0.0	0.0	0.0	0.0	47.27	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.49	35.31	32.14
Ranbp9	44.73	36.53	33.61	0.0	64.97	9.45	0.0	51.48	107.25	36.72	0.0	0.0	0.0	45.12	11.62	9.78	0.69	5.77	0.0	0.48	0.0	284.32	13.89	11.92	19.88	14.97	26.43	0.0	77.29	51.31	18.85	0.0	0.0	4.64	65.58	64.59	60.61
Rbbp8	2.68	0.0	0.0	7.56	0.0	40.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.28	2.45	1.9	2.21	0.0	0.0	0.0	0.0	0.09	0.0	0.0	3.33	2.46	3.15
Rbm14	0.0	0.0	1.84	0.0	0.0	48.63	0.04	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.98	5.02	5.07	3.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.84	24.81	25.44
Scaf1	1.49	0.43	5.0	2.47	5.73	11.32	1.39	1.92	0.0	0.0	0.0	0.0	0.0	1.23	0.06	0.09	0.0	0.0	7.46	0.11	0.56	0.0	2.15	1.83	2.52	2.56	0.0	0.0	0.0	0.35	0.0	0.29	0.06	0.0	82.36	94.79	90.63
Scap	23.13	2.53	20.4	1.72	0.0	0.0	16.69	0.15	0.0	0.84	5.1	2.93	0.0	0.05	8.03	0.46	0.0	0.0	0.37	0.8	0.0	0.0	0.25	4.61	5.29	4.17	1.3	0.0	2.43	0.0	0.0	0.15	24.94	0.0	54.94	62.12	59.05
Shroom3	0.0	0.09	0.0	0.0	0.0	11.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.1	0.91	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22	1.74	1.64
Slc12a7	0.0	0.0	0.0	0.0	0.0	56.66	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	2.34	2.03
Slc45a1	69.39	46.54	4.32	73.18	0.13	206.32	7.28	20.35	0.27	30.4	0.0	0.0	0.0	2.53	0.0	0.0	0.0	0.0	0.41	76.0	0.23	0.0	20.77	35.06	11.03	34.46	0.0	65.33	0.0	82.98	0.0	0.0	33.59	52.56	45.34	47.22	46.98
Slco6c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.04	0.04	0.04
Smurf1	0.0	16.38	0.0	0.0	0.0	5.99	0.0	0.0	0.0	9.67	0.0	4.32	0.0	0.96	0.0	1.36	0.0	0.0	0.0	0.0	0.0	0.0	3.06	7.31	3.52	4.25	0.0	0.0	10.91	8.81	42.54	33.9	0.0	0.0	31.89	32.54	32.87
Snord96a	0.0	0.0	0.0	0.0	0.0	22.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.59	163.11	9.09	7.01	0.0	24.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.73	4.58	5.02
Spinkl	0.0	0.0	0.0	0.0	0.0	4.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ssx2ip	108.3	83.57	21.27	0.0	1.49	0.38	0.06	0.0	0.0	0.65	0.0	13.72	0.0	52.02	1.48	22.68	26.98	0.0	0.0	0.27	172.63	0.39	15.02	24.4	25.81	18.41	0.09	0.0	30.38	0.09	0.0	1.24	32.56	40.18	72.81	76.62	71.07
Stau2	127.21	85.44	13.77	35.69	1.86	25.71	95.82	50.66	0.13	44.74	0.0	0.12	0.0	113.15	23.77	0.14	35.98	57.7	3.6	28.98	112.18	0.16	55.03	55.92	71.21	74.67	20.93	63.13	67.27	34.77	25.87	38.56	0.09	59.46	86.93	82.37	83.05
Syne2	2.69	0.0	0.0	0.0	3.93	0.0	1.39	0.0	0.0	0.02	0.0	0.0	0.0	0.0	1.96	2.9	0.0	0.0	0.31	0.0	0.0	0.0	1.39	1.74	1.6	2.37	5.85	0.0	0.01	0.0	1.77	0.0	0.0	10.63	4.39	3.88	4.57
Tacr2	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.31	0.18
Tmem123	0.0	0.0	0.0	0.0	0.0	3.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.13	14.92	14.72
Tmem220	0.0	0.0	0.0	0.0	0.0	32.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79	1.07	2.16
Tmppe	38.95	2.16	0.93	0.93	1.31	4.57	0.7	0.95	4.54	5.13	0.63	0.57	0.24	2.84	0.31	0.46	0.32	0.79	1.77	0.5	0.47	1.84	3.63	4.1	2.44	4.69	1.4	0.24	0.84	1.14	0.93	0.49	0.43	0.47	7.94	7.99	8.39
Tspan33	0.0	15.02	0.0	0.0	0.0	91.04	0.0	0.16	0.0	92.06	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.46	4.43	1.8	0.33	0.44	0.0	0.0	0.0	0.16	0.0	0.0	24.71	24.7	24.78
Ufsp1	0.0	25.99	48.12	0.0	2.35	149.43	6.4	2.26	0.0	0.0	0.0	0.0	118.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.24	11.14	1.44	3.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.88	16.25	13.1
Uprt	0.0	0.0	3.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.79	0.0	0.32	1.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.86	6.82	7.52
Usp24	0.0	0.0	11.58	14.83	0.0	0.0	0.02	18.68	0.0	0.0	0.0	0.0	0.0	31.71	15.81	0.0	0.0	0.0	0.05	24.14	0.0	0.0	2.54	1.41	1.85	3.51	13.45	0.0	0.0	23.7	0.0	0.0	16.83	6.0	31.44	28.25	32.77
Vax2os2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Vps72	0.0	3.11	32.34	0.31	5.07	44.12	66.64	0.22	0.0	1.07	0.0	0.0	0.41	0.6	0.2	0.78	0.0	0.27	1.02	0.67	0.0	0.0	8.81	11.95	5.44	12.69	0.28	0.0	0.71	0.0	0.0	0.0	0.0	0.19	32.53	35.66	31.57
Zfp759	0.0	0.0	25.75	0.0	0.0	102.31	0.0	0.0	0.0	34.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.24	6.79	4.27	0.0	0.0	4.19	0.0	0.0	0.0	0.0	0.0	3.95	3.01	3.68
Zfp82	0.0	0.0	0.0	0.0	0.0	78.85	1.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.76	0.21	11.86	10.45	0.0	0.0	0.0	4.85	0.0	15.64	0.0	0.0	5.91	4.85	5.05
Zmiz2	42.42	0.0	1.11	82.17	64.46	0.66	0.18	12.92	8.3	0.2	0.0	14.61	0.0	11.79	46.03	26.05	0.0	21.43	0.0	43.5	36.81	2.86	3.3	24.11	14.6	19.98	4.05	0.0	0.12	0.0	0.0	0.0	0.0	1.57	156.03	166.78	166.76
c11_tRNA-Glu-GAG_	0.0	0.0	0.0	0.0	0.0	1.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c3_tRNA-Glu-GAG_	0.0	0.0	0.0	0.0	0.0	3.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
