	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_15	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_28	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_57	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_1	Htr3a_tdTpositive_cell_83	Htr3a_tdTpositive_cell_91	Ndnf_tdTpositive_cell_19	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_68	Ntsr1_tdTnegative_cell_54	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_92	Sst_tdTpositive_cell_96	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Slc4a4	47.44	0.12	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.07	0.0	24.99	1.54	7.24	11.72	17.94	10.96	18.17	0.04	30.2	36.62	6.55	19.05	0.0	0.0	0.0	0.0	22.36	0.07	0.0	0.06	0.0	0.0	0.0	0.0	69.79	64.08	73.14
Slitrk6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76	0.0	0.74	0.46	0.41
Sst	36227.54	54779.79	110572.87	47293.26	27080.23	92299.24	39954.99	58.01	72114.03	41248.39	0.0	79456.04	80147.45	0.0	46171.02	39090.22	56866.87	50199.22	49702.56	51551.12	68952.67	5.96	65451.11	53524.63	56460.73	63808.17	50608.74	40924.0	40020.56	78404.02	30789.15	40301.33	70180.73	40569.83	41593.77	34709.45	60686.4	43001.18	558.6	588.98	558.0
Stard10	0.0	7.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.01	0.0	0.0	0.0	21.08	7.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.76	84.9	82.82
Stx1a	80.62	0.0	62.87	4.39	0.94	52.72	0.0	0.0	51.58	0.0	0.3	4.7	77.25	0.0	41.39	37.25	33.41	99.63	0.0	23.53	194.11	5.77	81.27	286.6	175.88	78.79	70.49	79.44	0.33	0.22	118.53	0.0	0.0	1.17	85.05	28.89	95.23	0.0	316.19	325.03	318.03
Tenc1	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.5	12.6	10.8
Tepp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.45	3.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17
Tmem66	103.45	197.19	55.38	66.68	15.72	9.63	0.0	0.5	59.04	2.1	15.49	23.41	52.4	0.65	95.77	140.75	53.59	41.88	231.11	22.29	117.46	0.0	55.5	100.86	65.75	71.34	75.02	73.28	68.89	102.56	14.5	33.27	3.61	2.05	124.78	14.96	39.24	0.23	243.44	258.82	245.15
Vat1	9.84	0.0	17.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.15	20.47	1.41	12.37	0.0	1.44	1.82	0.0	3.05	20.89	9.09	2.72	10.39	0.0	0.0	1.25	30.84	0.59	0.39	0.0	0.0	0.0	0.0	0.0	25.86	30.28	27.81
Zcchc3	0.21	0.0	11.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.27	11.88	0.07	0.0	0.0	1.42	0.0	0.0	0.0	0.0	0.0	0.0	12.12	0.0	0.0	8.99	9.61	10.94
Zfp259	0.86	0.0	4.39	0.0	0.16	0.0	0.0	25.64	0.0	0.0	0.07	4.9	0.0	0.0	0.0	0.04	0.0	0.0	7.21	0.28	1.5	0.0	4.36	41.87	0.0	16.4	0.14	0.0	0.0	18.35	0.0	6.27	0.18	0.0	0.0	0.0	0.0	0.11	25.94	28.09	25.72
Zfp879	32.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.98	2.27	2.77
Zfp948	0.74	15.0	4.78	21.85	0.0	37.96	0.0	0.44	0.0	0.76	0.79	0.0	3.69	0.32	55.17	14.74	46.72	25.24	75.63	0.98	0.19	13.09	0.0	141.85	0.0	124.49	0.0	34.46	0.39	4.46	6.9	11.13	6.22	0.0	3.24	0.0	53.21	17.72	10.12	8.49	8.8
