	Ctgf_tdTpositive_cell_2	Ctgf_tdTpositive_cell_5	Ctgf_tdTpositive_cell_6	Ctgf_tdTpositive_cell_7	Ctgf_tdTpositive_cell_8	Cux2_tdTnegative_cell_10	Ndnf_tdTpositive_cell_3	Ndnf_tdTpositive_cell_4	Ndnf_tdTpositive_cell_5	Ndnf_tdTpositive_cell_7	Ndnf_tdTpositive_cell_8	Ndnf_tdTpositive_cell_9	Ndnf_tdTpositive_cell_10	Ndnf_tdTpositive_cell_11	Ndnf_tdTpositive_cell_12	Ndnf_tdTpositive_cell_20	Nos1_tdTpositive_cell_1	Nos1_tdTpositive_cell_54	Nos1_tdTpositive_cell_66	Rbp4_tdTpositive_cell_165	Scnn1a.Tg2_tdTnegative_cell_13	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Ulk1	0.0	0.0	0.0	0.0	7.65	0.0	0.0	0.0	254.67	0.0	0.0	0.0	0.0	0.0	7.09	0.0	0.09	0.0	0.0	8.0	0.0	12.34	7.75	4.83	8.26	3.97	43.63	46.37	46.9
Unc13a	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	16.25	0.18	7.86	5.16	14.56	13.86	12.99	173.28	162.24	184.32
Vax2os2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Vps11	0.0	0.0	0.0	0.0	234.29	0.15	0.0	0.0	321.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	279.66	291.43	0.44	20.54	22.51	27.18	30.05	35.91	41.76	39.95	52.62	55.4	57.29
Zfp82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.67	0.0	9.76	0.21	11.55	11.86	10.45	5.91	4.85	5.05
Zim1	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09	2.05	2.14	2.2
Zp3r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Zswim3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06	0.35	12.67	2.5	7.1	6.4	6.46	9.91	9.01	7.09
c15_tRNA-Lys-AAA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c16_tRNA-Gly-GGY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.58
