	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_69	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_83	Htr3a_tdTpositive_cell_91	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_55	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_70	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_80	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Otub2	0.0	0.0	0.0	0.0	106.28	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.06	0.0	0.08	0.55	0.09	60.98	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	12.36	1.47	0.0	0.0	0.0	0.0	0.0	1.53	0.0	0.0	0.0	2.59	8.59	12.72	8.02	30.0	26.94	27.61
Pag1	0.0	0.0	0.0	0.0	22.26	0.15	1.47	0.01	0.0	0.03	0.01	0.03	0.0	0.02	0.03	9.58	0.0	0.14	0.04	0.0	0.03	0.06	0.0	0.0	0.0	0.0	1.39	3.02	1.2	0.0	0.04	3.27	0.04	0.0	0.0	0.82	0.0	0.06	0.04	0.83	0.91	0.86	12.55	11.49	12.95
Pcsk6	0.0	0.0	0.0	0.0	62.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.4	10.1	10.63	10.45
Pcx	0.0	1.44	0.0	0.1	121.71	0.0	0.24	0.0	14.03	22.89	0.0	0.0	0.0	0.03	0.03	4.95	0.0	24.27	0.0	0.0	29.14	0.0	0.0	0.0	0.07	0.0	31.12	13.65	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.57	2.32	4.68	45.6	46.82	43.87
Pdzd4	1.44	11.33	0.0	0.0	36.51	0.0	0.0	7.52	0.0	0.0	3.38	0.96	0.0	0.0	0.0	0.0	1.12	2.56	0.0	4.86	14.68	0.0	0.83	3.39	1.95	0.0	19.81	0.22	3.31	0.0	0.0	0.0	0.59	0.0	0.0	0.48	2.93	0.46	0.0	4.18	5.08	3.39	76.76	78.8	74.09
Phkb	0.0	43.77	0.15	0.0	81.06	0.0	21.58	0.11	2.34	0.0	0.02	0.0	0.0	0.0	0.93	40.31	58.53	27.94	0.0	0.0	0.0	0.0	6.02	21.99	0.0	0.13	27.39	4.99	6.51	0.2	0.07	8.68	26.91	0.0	0.0	1.97	0.0	0.0	0.0	5.44	5.54	5.51	20.49	20.77	21.63
Prpf31	50.19	14.11	5.24	8.54	103.48	0.2	0.0	7.02	5.68	1.06	81.09	0.0	0.32	47.35	56.76	59.22	7.3	0.0	0.0	4.43	0.0	7.88	3.01	4.13	1.06	2.24	0.0	10.93	10.68	9.09	0.0	2.62	18.07	90.51	0.0	0.0	12.0	50.74	28.15	21.21	32.56	26.34	21.45	22.83	19.45
Prss36	0.0	0.0	0.0	0.0	28.95	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	12.14	7.37	0.0	0.21	0.07	0.18	0.0	0.0	10.47	0.0	0.0	0.0	5.6	4.56	0.15	0.0	0.0	0.0	0.0	0.0	0.0	13.66	0.0	0.0	2.65	3.14	5.32	4.73	4.2	4.32
Ptpmt1	55.05	0.0	0.53	0.0	124.62	8.25	0.0	0.0	0.0	47.46	8.21	69.41	0.0	0.1	21.66	13.52	26.21	44.43	0.0	0.0	44.84	4.92	0.0	22.79	42.22	32.83	38.25	14.67	20.05	20.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.79	4.0	6.71	16.0	11.57	39.42	39.68	37.64
Rad51l3	0.47	1.33	1.26	0.17	31.42	1.1	4.18	2.14	0.67	0.69	0.81	0.79	0.68	1.22	0.76	0.63	11.1	23.03	7.58	0.54	0.77	1.81	1.14	3.85	1.07	0.87	1.35	3.81	1.51	0.89	0.97	0.4	10.27	1.94	2.76	35.44	0.67	1.21	0.69	5.19	7.18	4.52	8.41	7.93	8.2
Rbm12	3.08	0.0	4.8	0.0	48.01	0.0	0.0	0.0	5.77	0.0	19.93	0.0	0.0	0.0	1.42	0.0	0.0	0.0	4.23	0.0	0.0	0.0	0.0	24.2	0.0	0.0	0.0	5.18	8.51	0.0	0.0	0.0	0.0	0.0	0.0	2.7	0.0	0.0	3.33	2.87	1.93	2.97	14.81	14.72	15.48
Rnf215	0.0	0.0	48.14	0.0	87.01	0.0	0.0	3.82	0.0	63.78	31.34	0.0	60.67	0.0	0.58	31.73	0.0	0.0	3.36	0.0	0.0	0.0	0.0	16.31	81.54	44.16	0.0	16.29	8.36	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.0	1.92	0.0	2.18	1.79	1.27	23.37	29.45	25.43
S1pr1	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.45	0.0	116.4	110.54	115.49
Samhd1	0.0	0.0	0.35	0.0	22.96	0.0	0.44	0.06	0.17	0.02	0.0	0.03	0.0	0.04	0.11	0.0	0.13	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	9.97	0.21	0.06	0.0	0.25	0.0	0.0	0.0	0.27	0.0	0.0	0.12	0.0	1.07	0.35	0.46	10.45	11.23	11.84
Sdf2l1	0.6	7.19	8.29	0.0	79.45	0.58	12.88	0.0	9.57	2.64	0.07	2.53	0.0	0.0	5.89	29.62	0.46	0.0	5.72	1.19	31.47	3.71	42.76	0.39	1.29	2.18	32.06	14.36	10.13	57.16	0.22	0.0	2.46	0.0	0.0	0.0	1.46	0.0	0.28	2.78	1.92	6.47	14.91	13.02	13.36
Skiv2l	11.56	0.0	0.0	0.1	78.3	0.0	0.0	0.0	0.0	0.0	38.73	5.6	0.0	0.0	0.0	0.58	20.0	0.0	0.08	2.78	0.0	0.0	9.01	11.55	1.25	25.71	3.22	4.75	3.31	0.97	6.01	7.73	0.0	0.0	0.0	0.0	0.0	0.0	30.38	3.44	5.43	4.53	44.73	49.03	48.76
Smc1b	4.41	0.0	0.0	0.0	2.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.09	0.1
Spata9	0.0	0.0	0.0	0.0	38.61	0.0	0.0	0.0	0.0	14.08	24.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.0	0.0	4.76	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.64	1.35	1.37	2.49	2.44	2.08
Tbx18	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.14	1.92	1.71
Tcea1	48.55	3.67	88.54	31.94	245.14	1.24	2.29	61.54	61.45	113.42	46.27	196.39	1.44	49.13	65.41	105.79	68.37	115.15	28.78	99.73	28.74	41.57	21.27	174.68	92.73	10.04	86.66	132.02	93.65	48.4	2.49	7.67	48.67	162.41	0.54	0.32	26.79	41.84	21.11	182.0	129.74	134.96	89.84	89.36	83.0
Tmem70	0.38	1.14	0.95	0.49	119.77	0.37	2.41	0.91	1.2	0.3	0.51	10.37	24.9	2.78	16.36	1.05	22.29	42.31	9.51	0.12	0.58	0.94	11.69	0.2	4.75	0.66	0.27	26.45	29.98	1.6	2.44	4.04	7.56	1.32	0.95	1.94	1.16	0.35	1.42	13.59	3.77	13.02	54.91	50.55	49.21
Tmem79	27.77	0.0	0.0	0.0	52.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.74	0.3	1.1	1.23	1.18
Trappc5	10.15	1.27	0.0	0.0	152.26	15.45	0.49	26.29	91.37	11.96	6.19	93.6	13.68	0.0	9.56	11.33	0.0	0.0	0.0	14.49	0.0	0.0	58.19	46.8	0.0	13.03	0.0	18.54	13.08	0.0	0.0	26.56	44.32	29.65	0.8	0.0	84.81	31.31	0.0	31.63	28.12	28.04	36.17	39.81	37.43
Trp53i13	0.0	0.0	0.0	0.0	22.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.57	7.04	7.56
Tusc2	1.95	1.04	2.51	14.38	185.41	21.78	0.6	0.0	4.35	5.18	5.02	1.75	7.6	55.16	11.58	2.6	27.02	58.93	8.44	3.39	126.75	6.61	2.96	11.46	1.53	4.28	3.62	6.72	18.17	14.68	19.23	6.64	8.59	10.44	0.0	0.0	2.86	3.66	1.48	28.06	19.33	22.26	101.4	109.87	103.38
Unc79	0.14	0.95	3.88	10.84	35.76	0.0	1.42	22.57	0.0	0.37	0.19	7.14	12.11	7.9	0.86	0.39	0.0	0.03	0.21	0.02	0.09	0.0	4.05	4.54	3.46	1.33	1.31	1.32	11.8	1.32	0.3	8.7	6.59	5.76	0.0	0.0	5.43	0.0	0.0	3.91	5.93	6.9	25.25	22.05	24.79
Usp28	0.0	5.73	0.0	3.1	58.11	0.0	0.0	0.18	44.18	1.49	0.0	0.0	1.21	0.0	1.95	0.0	46.93	0.0	3.79	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	8.55	14.25	0.38	0.0	11.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.98	8.01	7.51	23.75	22.79	22.92
Vash2	0.0	0.0	0.0	0.0	34.92	0.16	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.36	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.35	0.09	1.99	2.45	2.13
Wdr25	0.0	0.32	0.52	0.0	90.95	0.24	0.0	0.0	0.0	0.06	0.09	0.58	0.0	1.25	0.08	0.15	0.53	0.97	0.0	0.0	0.96	0.0	0.0	0.08	53.48	0.0	0.69	0.96	2.35	0.42	0.25	0.0	0.51	0.91	0.33	0.0	0.33	0.25	0.23	2.67	4.15	1.18	5.68	6.33	6.35
Wdr90	0.0	0.0	0.0	0.0	49.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	2.37	0.0	0.33	0.0	0.0	0.0	0.0	0.0	16.31	0.0	0.0	1.51	1.06	1.07	11.27	11.47	12.22
Wnk2	3.92	0.0	2.16	0.0	9.79	0.37	0.74	0.0	1.99	0.12	2.42	1.55	0.02	4.39	0.27	6.08	0.0	0.17	1.16	2.17	0.0	0.0	4.11	3.99	2.45	3.1	5.53	4.73	6.27	0.18	1.16	3.25	2.59	0.0	1.21	0.0	0.23	19.65	8.95	4.85	3.95	6.22	49.56	48.86	56.38
Znhit2-ps	0.0	0.0	0.0	0.0	43.18	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.43	0.0	0.0	0.0	0.0	22.31	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.56	4.52	35.2	42.26	42.98
Zyx	12.9	0.0	3.94	0.0	73.34	0.0	0.0	0.11	0.0	0.0	31.45	0.0	0.34	38.42	0.09	35.57	0.0	24.77	40.08	0.0	0.0	0.0	29.97	0.0	18.97	0.0	0.0	11.95	0.11	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	8.92	3.87	18.41	15.16	24.85	34.58	38.79	37.82
