	Calb2_tdTpositive_cell_27	Chrna2_tdTpositive_cell_18	Ctgf_tdTpositive_cell_12	Ctgf_tdTpositive_cell_13	Htr3a_tdTpositive_cell_79	Htr3a_tdTpositive_cell_98	Htr3a_tdTpositive_cell_99	Htr3a_tdTpositive_cell_111	Htr3a_tdTpositive_cell_117	Htr3a_tdTpositive_cell_121	Ntsr1_tdTpositive_cell_12	Ntsr1_tdTpositive_cell_14	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_50	Rbp4_tdTpositive_cell_125	Rbp4_tdTpositive_cell_135	Rbp4_tdTpositive_cell_159	Rorb_tdTpositive_cell_43	Slc17a6_tdTpositive_cell_24	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_2	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_10	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Sec14l2	0.25	0.0	0.0	0.0	0.0	0.0	11.64	0.0	51.87	0.11	0.0	0.0	0.0	0.0	0.0	11.15	21.59	0.0	4.71	0.0	0.0	28.06	0.0	0.23	2.59	0.0	16.43	0.0	0.0	0.0	0.0	0.0	0.0	37.69	41.27	39.73
Sla2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.16	0.0	132.51	4.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34	0.64	0.85
Slc16a11	0.0	0.0	0.0	5.97	0.0	0.0	0.0	0.0	51.26	0.0	0.0	0.0	0.0	0.0	0.0	0.2	13.62	0.0	0.0	0.0	0.0	0.0	0.0	1.94	0.99	0.0	0.2	0.0	0.0	1.02	0.0	19.46	0.0	17.99	23.06	21.37
Smarcd1	0.0	5.02	4.61	2.19	39.2	1.36	16.31	39.43	61.81	21.87	40.6	6.65	0.0	61.43	35.73	27.58	7.27	0.0	37.11	30.3	2.82	9.46	1.66	17.56	17.63	7.25	15.3	56.24	34.91	0.09	0.0	30.38	66.83	124.2	126.99	130.84
Smc4	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	39.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.27	0.0	0.0	0.0	0.1	0.17	0.63	0.0	0.0	38.32	0.0	0.0	0.0	0.0	3.97	3.29	4.52
Spire2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.19	16.9	15.6
Srsf4	0.0	0.0	13.0	2.46	0.18	4.95	43.26	0.0	54.12	0.0	0.0	0.0	0.0	5.76	0.52	0.16	0.15	0.0	18.98	0.18	0.0	8.67	0.26	1.94	3.68	0.0	0.0	0.0	0.0	0.66	0.0	0.0	49.13	65.11	68.74	66.78
Ssh1	0.0	0.0	0.0	1.09	0.0	0.0	0.0	1.31	6.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.04	10.82	0.0	0.0	0.0	3.23	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.39	8.3	9.42
Stx1b	0.0	0.0	0.0	25.87	0.0	0.0	1.16	16.84	0.0	33.67	0.5	0.0	0.0	0.0	16.8	9.98	33.29	0.0	34.25	28.11	0.3	92.5	0.0	19.91	29.56	0.0	91.02	0.0	0.0	7.56	149.25	0.2	0.0	327.87	287.97	326.53
Sugp1	0.0	14.85	2.4	65.83	15.11	3.62	0.0	0.14	179.38	0.0	65.94	62.65	0.31	131.08	18.45	0.31	0.0	9.79	0.11	69.52	9.08	0.0	158.24	32.55	24.48	64.76	0.0	68.58	0.0	5.33	25.9	0.0	72.12	46.85	48.29	45.82
Tbc1d9	0.0	34.66	5.02	0.0	16.01	0.41	2.96	5.01	83.41	0.05	48.31	0.0	0.0	6.27	9.42	5.34	0.0	0.41	5.9	1.67	8.77	52.59	0.0	1.34	5.89	0.0	0.0	0.65	0.05	0.0	40.29	28.87	3.83	61.21	62.36	62.69
Thg1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.79	73.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.47	0.0	0.0	0.0	0.0	0.0	11.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.86	9.81	9.69
Thumpd1	0.0	0.26	11.68	3.12	62.18	0.0	6.21	3.51	80.47	0.0	6.89	0.0	0.0	1.77	0.0	0.0	0.0	7.43	6.62	1.64	56.16	0.0	0.0	22.12	17.51	0.0	17.71	0.0	94.18	0.11	0.0	0.0	0.0	44.76	47.95	43.75
Tmem170	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	3.96	0.07	0.68	0.38	1.77	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.17	0.0	0.0	0.33	0.0	0.16	0.0	2.91	2.84	3.31
Tmem39b	0.0	0.0	0.0	0.0	0.0	0.0	74.43	0.0	48.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	8.48	17.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.54	10.74	8.78
Tmem63c	0.0	0.0	4.0	32.63	3.96	20.87	92.9	7.4	79.05	2.83	0.0	0.21	0.0	0.0	0.35	0.11	0.1	0.0	11.18	24.14	0.0	0.0	0.0	7.09	15.53	0.0	22.93	0.0	0.0	0.71	0.0	0.0	0.0	40.93	37.28	44.54
Trim60	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.37	0.22	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.04	0.03
Trpv2	0.0	0.0	11.49	0.0	0.0	0.0	72.11	2.1	112.2	90.41	104.77	5.22	0.13	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	7.54	14.26	0.0	51.62	0.0	0.09	0.0	0.0	0.0	0.0	15.67	17.5	15.88
Wfdc13	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	15.42	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.28
Wfdc15b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Wibg	0.56	0.0	0.0	0.0	0.0	42.43	32.89	26.42	42.88	7.22	0.0	0.0	0.0	0.22	20.41	51.89	0.0	0.0	0.0	27.63	0.0	0.0	1.03	3.14	12.66	12.55	0.0	0.0	0.0	0.26	0.0	0.0	0.0	24.8	26.36	24.51
Ybx2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.09	2.9	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.29	5.34	6.38
Zfp167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.93	3.01	3.53
Zfp467	0.0	0.22	0.0	0.0	0.38	0.23	0.0	5.77	58.37	0.09	0.24	0.0	2.0	0.16	0.0	0.0	0.0	0.0	1.48	0.0	0.0	0.0	0.0	0.12	0.11	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	22.33	21.52	19.14
Zfp946	0.0	82.07	0.0	0.22	0.43	0.0	0.0	44.01	0.0	0.0	0.12	2.54	0.24	0.0	2.64	0.0	0.0	0.0	30.81	85.25	0.0	7.35	208.17	15.19	23.54	0.0	172.64	22.5	0.0	11.96	0.0	2.81	0.23	8.91	7.01	9.79
Zfyve21	6.47	0.0	0.0	0.0	0.0	0.0	0.0	73.86	81.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.93	0.0	0.0	0.23	0.0	0.0	2.42	0.0	12.69	0.0	0.0	0.0	0.0	0.0	0.0	19.72	20.37	19.42
c13_tRNA-Ala-GCG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.96	0.0
c1_tRNA-Gly-GGY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.65	6.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
