	Chrna2_tdTpositive_cell_54	Gad2_tdTpositive_cell_43	Htr3a_tdTpositive_cell_85	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_46	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_75	Pvalb_tdTpositive_cell_79	PvalbD.Slc32a1_tdTpositive_cell_9	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_8	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_18	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_22	PvalbF.Gad2_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_38	PvalbF.Gad2_tdTpositive_cell_42	PvalbF.Gad2_tdTpositive_cell_83	Rbp4_tdTpositive_cell_51	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Mir1191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.37	19.63	22.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.48	0.0	0.0	8.37
Mir1951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir1964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3	6.22	10.22
Mir344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.39	1.58	1.73
Mir344-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.05	4.26	11.68
Mlc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.94	8.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	170.89	175.61	177.2
Mmrn2	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.24	3.75	2.99
Mpp7	0.46	0.63	0.79	10.75	0.0	0.5	31.27	0.65	0.49	0.45	0.5	89.42	0.64	28.02	0.62	48.39	51.08	0.4	2.85	4.29	0.77	22.61	4.22	0.47	0.15	4.11	3.7	3.23	4.27
Mtrf1l	0.0	0.0	17.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	14.59	2.76	0.0	0.0	0.17	3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.07	4.97	6.33	4.39
Ndnl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.93	0.0	0.0	0.0	0.0	0.0	27.49	4.87	1.46	0.0	0.0	0.0	0.0	0.0	0.14	37.88	42.12	41.26
Nid1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	4.27	4.47	4.13
Nlrx1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.82	6.12	6.21	7.34
Nomo1	3.26	46.24	0.0	11.6	0.0	2.12	18.31	0.0	31.73	6.11	29.61	44.56	0.0	11.72	0.0	0.0	0.0	10.9	6.02	21.8	0.0	6.41	0.0	0.0	18.49	22.57	81.15	79.36	78.97
Nphp3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.53	0.0	0.0	0.0	3.85	0.0	0.0	0.07	0.0	0.0	0.09	0.08	0.0	0.0	0.0	5.68	5.57	7.3
Nrm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.37	54.0	42.61	3.96	4.05	4.65
Olfr1419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Olfr395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Osgin1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	0.67	0.78
Otc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.09
Pan2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.43	0.08	27.46	47.25	0.06	16.32	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.0	34.55	0.0	0.0	15.9	17.1	14.44	16.07
Pcnx	0.0	15.05	0.0	1.63	0.0	4.88	0.11	0.05	3.23	0.0	0.97	17.35	8.88	0.18	0.0	0.03	2.93	7.53	2.59	4.03	1.63	8.96	1.01	0.0	9.8	0.06	41.89	39.12	41.76
Peg3	7.09	35.25	95.03	11.59	15.28	0.73	31.0	0.0	0.23	7.54	6.31	68.34	36.37	27.73	7.36	28.87	17.59	38.93	14.8	21.96	9.0	24.47	26.61	29.5	57.29	32.64	126.23	106.05	122.89
Pelp1	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	5.04	0.0	0.0	9.39	2.96	0.0	0.0	1.95	8.06	0.0	0.0	0.12	0.0	0.47	0.0	0.0	0.0	0.0	24.86	25.3	25.3
Pex11a	0.0	0.0	0.0	0.0	0.0	15.94	37.9	0.72	0.0	0.0	0.0	155.29	0.0	0.0	51.09	0.0	0.0	0.0	0.0	46.97	0.0	50.1	0.0	0.0	0.0	0.0	9.94	10.56	9.91
Phactr4	12.58	0.0	0.0	0.0	0.0	9.93	3.01	0.0	0.1	0.0	0.0	32.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.42	0.0	5.79	5.68	5.96
Pir	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95	51.85	0.0	0.0	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73	7.2	7.15	7.45
Pole	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.74	1.08
Ppp1r17	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.13	0.12	0.25
Ppp6r1	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.16	0.24	0.0	0.08	7.68	0.0	0.0	0.0	0.0	0.45	4.74	0.0	2.0	0.0	0.29	0.31	0.12	0.09	0.06	112.81	110.82	118.04
Prkcq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.44	7.67	9.54
Ptch1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.19	0.0	0.0	0.0	0.43	0.0	0.0	1.72	1.01	0.0	10.32	0.0	0.83	0.0	0.0	22.74	21.68	22.39
Pxmp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.33	0.0	0.0	0.0	32.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.06	5.23	6.04
Rab10	0.0	31.62	0.71	40.64	24.27	10.29	1.29	12.44	24.43	7.81	8.87	79.1	0.0	41.84	83.44	2.02	4.93	34.83	33.6	1.8	8.53	0.0	29.91	67.76	22.48	23.75	125.64	123.8	124.07
Rbbp8	0.0	0.0	0.63	5.07	0.0	0.0	0.0	0.52	0.0	0.0	0.0	45.96	0.0	2.0	0.12	0.0	0.0	42.89	7.09	1.02	2.11	0.15	0.0	0.13	0.0	0.0	3.33	2.46	3.15
Rhpn1	0.0	0.0	0.0	0.0	0.0	0.0	8.18	0.0	0.0	12.08	0.0	48.45	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.73	0.0	0.0	0.0	0.0	8.53	9.46	10.5
Rin1	0.9	0.0	0.61	0.76	3.66	0.57	0.48	1.53	3.48	0.05	0.65	21.76	0.08	0.38	0.3	0.38	1.48	0.45	0.38	0.53	0.69	0.55	0.67	1.64	0.74	0.12	40.41	39.93	40.75
Rtbdn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.97	0.0	5.88	0.0	0.0	0.0	0.66	0.0	0.0	0.0	0.0	0.0	0.96	0.0	0.82	3.23	2.89	2.89
Rtdr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.16	0.26
Sdc2	0.0	0.0	10.1	0.0	0.0	0.0	28.51	0.0	0.0	0.0	0.0	46.2	0.0	0.0	26.04	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.61	33.45	33.98
Sema3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.57	2.76	3.07
Sgsm2	0.0	0.53	0.65	7.03	0.0	10.25	0.54	0.0	0.0	30.11	0.64	31.55	0.0	0.06	1.79	0.47	2.54	1.95	0.0	0.0	0.0	9.32	0.0	0.56	0.0	0.65	63.85	61.07	67.41
Shc2	0.42	1.6	0.51	0.15	0.48	1.97	0.49	0.6	0.35	0.22	0.46	23.12	0.31	0.87	0.49	1.33	0.67	4.0	0.76	12.34	0.34	0.14	1.25	0.34	0.9	0.69	33.75	38.41	36.5
Sidt2	0.0	0.0	0.15	2.93	0.0	0.0	9.92	0.0	0.0	0.0	0.22	105.56	33.58	35.86	0.0	2.99	0.0	0.0	0.0	38.85	0.0	6.6	1.02	43.77	10.37	2.24	50.61	55.9	57.6
Slc25a27	0.0	0.0	0.12	4.41	2.96	0.0	0.97	0.0	0.0	2.1	30.29	56.18	0.0	0.0	4.73	1.5	7.97	2.79	0.0	30.03	0.34	20.73	16.58	3.37	0.34	8.63	42.06	40.49	43.65
Slc29a3	0.0	0.02	0.0	0.0	0.0	2.57	16.07	5.41	0.17	0.06	1.17	30.34	0.0	0.0	0.0	0.3	1.38	2.47	0.0	0.69	0.25	1.86	0.0	1.02	0.6	0.0	10.22	9.05	10.8
Snai2	0.13	0.22	0.81	1.42	0.12	0.0	0.77	3.33	1.01	0.0	0.53	45.08	0.62	0.54	1.87	0.72	0.78	2.15	0.44	1.63	1.34	1.15	2.48	0.96	1.46	1.35	1.33	1.01	1.82
Snora81	0.0	5.81	8.67	0.0	20.63	0.0	0.0	0.0	4.21	65.06	73.75	95.21	0.0	30.72	0.0	0.0	0.0	0.0	3.82	0.0	4.17	4.92	11.39	0.0	0.0	108.71	13.8	8.66	15.03
Srl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.49	4.4	4.45
Stag2	0.54	0.0	0.0	20.16	3.53	0.73	17.33	0.0	12.32	0.0	1.46	76.61	0.0	7.32	2.71	0.0	25.01	17.51	0.0	10.02	0.0	1.19	19.64	0.31	6.18	6.61	27.89	25.9	28.12
Stard10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.39	21.36	36.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85	0.0	0.0	1.21	0.0	84.76	84.9	82.82
Stk36	0.0	0.0	0.0	0.0	0.0	0.0	5.03	0.0	0.0	0.0	0.0	23.51	0.0	0.0	0.0	0.0	11.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.41	0.0	2.17	2.26	2.75
Sulf2	5.03	44.4	3.75	9.33	11.62	0.0	42.74	0.0	5.29	13.0	39.52	155.84	0.07	24.34	10.18	61.5	0.0	65.14	69.23	18.69	27.88	29.71	71.68	19.79	32.74	150.97	65.29	70.38	72.62
Sympk	0.0	1.99	0.0	0.0	0.0	0.12	0.94	0.0	0.0	0.0	6.65	14.19	0.0	0.0	0.1	0.09	0.1	0.45	1.7	0.0	0.0	5.72	6.88	0.0	0.17	1.78	78.87	79.01	85.02
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tbata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.24	5.76	5.26
Tbx5	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.27	0.0	0.19	0.0	0.5	0.0	0.08	0.0	0.0	0.0	0.16	0.0	0.0	0.11	0.38	0.0	0.0	0.41	0.06	0.06	0.02	0.04
Tmem93	0.0	0.0	0.0	0.45	74.12	0.0	30.41	0.46	8.66	0.0	8.12	92.97	0.0	5.88	0.0	17.55	38.17	22.16	0.0	28.58	0.0	26.48	0.0	10.24	33.84	0.0	47.16	53.14	47.95
Trim56	0.0	0.0	0.0	0.14	0.0	0.12	0.0	0.0	0.12	0.05	0.19	1.14	0.73	0.08	0.0	0.18	0.12	1.28	0.0	0.18	0.0	0.44	1.02	0.36	1.7	0.17	3.55	3.52	4.14
Tsga14	0.0	0.0	0.0	11.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	58.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.77	5.16	5.59
Ttc39d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Vax2os2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Vmac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	63.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	8.64	10.91	11.02
Wdr52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13	1.65	2.07
Wdr81	0.0	0.0	0.0	0.0	12.63	0.0	0.0	0.0	0.0	0.0	0.0	10.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	17.57	0.0	0.0	0.0	11.67	12.24	12.65
Zbtb24	0.0	0.0	7.43	0.0	0.0	0.0	24.06	0.0	0.0	0.0	3.03	62.1	26.55	0.0	0.0	0.0	0.0	0.0	15.37	0.0	0.0	0.0	4.6	0.0	0.0	0.0	10.94	9.94	11.04
Zbtb37	0.0	0.0	53.19	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	62.49	0.0	0.07	0.0	0.0	0.0	0.0	0.0	9.88	0.0	0.0	0.79	0.0	0.0	0.0	5.76	3.65	5.63
Zfp524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.11	0.0	49.6	0.0	0.0	0.0	0.0	3.88	0.0	0.0	0.0	0.0	52.36	0.0	0.0	9.94	10.22	8.19
Zfp647	0.0	0.0	0.0	0.0	0.0	5.86	0.0	0.0	0.0	0.0	0.0	77.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.64	3.62	3.05
Zfp820	0.0	0.0	0.42	0.48	0.45	0.17	0.22	0.0	1.86	0.11	0.5	56.64	0.3	0.0	0.11	0.31	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.74	0.42	0.77
Zfp92	0.4	0.23	0.57	0.1	0.0	0.23	0.42	0.43	0.29	0.54	0.43	0.95	0.62	0.62	0.12	1.0	0.55	0.74	0.57	1.35	0.2	0.57	1.14	0.32	0.81	0.72	1.6	1.56	1.68
Zp3r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
c18_tRNA-Ala-GCY_	0.0	0.0	34.12	0.0	0.0	0.0	26.19	0.0	0.0	20.27	41.45	150.81	0.0	0.0	20.7	0.0	46.98	0.0	0.0	33.87	24.6	29.03	33.55	0.0	0.0	17.88	12.88	24.82	35.18
c5_tRNA-Gly-GGY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mt_AK166684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.86	0.0	0.0	0.0	0.0	0.0	0.0	3.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.09	18796.57	17507.83	18655.33
