	Chrna2_tdTpositive_cell_54	Gad2_tdTpositive_cell_43	Gad2_tdTpositive_cell_57	Nkx2.1_tdTpositive_cell_10	Pvalb_tdTpositive_cell_3	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_7	Pvalb_tdTpositive_cell_9	Pvalb_tdTpositive_cell_20	Pvalb_tdTpositive_cell_21	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_55	Pvalb_tdTpositive_cell_69	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_34	PvalbF.Gad2_tdTpositive_cell_42	Rbp4_tdTpositive_cell_51	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Sec63	0.0	0.0	0.0	1.09	3.22	0.0	1.57	1.52	20.28	79.48	31.58	7.29	13.31	0.0	19.1	30.14	0.07	0.0	25.33	30.4	22.32	40.39	35.34	39.94
Setdb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.39	1.04	0.0	0.0	0.37	0.0	0.0	0.13	0.0	0.0	0.0	0.0	4.51	3.09	3.95
Sftpb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.0	1.34	0.0	0.0	0.0	0.18	1.16	0.0	0.04	0.0	0.25	0.0	0.31	0.12	0.12	0.0
Sip1	193.64	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	202.33	0.0	0.43	0.0	0.0	8.68	15.83	53.0	94.13	119.4	0.0	0.0	10.75	11.06	9.78
Snora61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.02
Snora78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.62	0.76	0.84
Snord82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Snord90	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Snx21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.75	0.0	0.0	17.82	0.0	9.57	0.0	0.0	0.0	0.0	0.0	0.0	39.99	46.0	39.1
Spag4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.23	0.0	58.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.66	3.38	3.43
Syt16	0.0	0.0	0.0	16.46	0.0	0.0	0.0	0.0	0.0	61.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.59	0.0	0.0	0.0	85.97	87.98	83.0
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tbc1d16	0.0	11.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.91	1.0	0.0	0.0	2.0	0.0	6.24	0.0	0.0	0.0	0.0	0.0	23.36	24.86	24.36
Tbx6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45	1.58	0.9
Tfap2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.09	0.0	0.0	0.0	0.49	0.48	0.38
Tfb2m	0.31	0.51	146.14	93.86	31.0	88.8	2.1	20.0	48.94	255.64	113.12	1.11	6.52	111.67	25.77	140.62	1.2	0.0	0.2	12.18	0.0	25.57	28.17	25.53
Tmc7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	2.83	10.75	10.23	11.23
Tpbg	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	1.21	114.36	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.88	12.76	11.36
Trim27	3.7	3.8	2.79	3.43	4.07	0.21	3.29	4.25	4.15	54.78	4.03	3.16	3.64	5.07	3.02	2.78	4.13	2.7	4.75	4.71	1.85	13.37	14.01	13.13
Ttc39d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Tubd1	0.0	4.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.41	0.0	0.0	7.21	6.25	6.65
Tyk2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.12	0.0	4.92	11.46	0.0	0.0	0.34	0.0	0.11	22.01	13.62	0.0	10.9	10.26	10.92
U2af1	0.0	2.92	46.68	51.28	1.62	0.0	4.41	0.0	12.28	214.33	54.68	1.06	2.41	6.01	13.19	42.59	32.47	65.84	38.78	2.08	1.12	65.34	73.45	66.17
Ube2q1	108.06	58.1	0.0	4.68	0.0	22.01	48.75	0.0	0.0	57.27	3.58	35.35	19.26	38.26	0.23	0.0	0.0	1.08	22.57	11.7	3.09	71.27	73.7	67.97
Ush1g	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.34	0.9	0.44
Usp29	59.02	1.28	0.66	8.33	8.32	43.83	0.07	3.55	8.82	45.91	27.58	0.0	0.12	38.43	19.66	36.62	32.6	48.0	22.1	45.62	41.48	14.49	13.37	14.7
Vax2os2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Wdtc1	0.0	2.11	0.0	0.0	0.5	0.0	0.0	0.0	0.0	5.17	0.0	0.0	8.31	0.0	0.0	0.0	1.17	0.0	5.37	0.0	0.0	38.86	41.97	41.45
Xlr4b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ypel1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.54	4.16	0.0	0.0	0.0	0.0	0.0	4.3	0.0	0.0	0.34	0.29	25.96	28.29	24.98
Zcchc16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	1.92	1.96	1.62
Zcchc3	28.25	0.0	0.0	9.89	0.0	0.0	7.25	4.73	0.0	34.13	0.0	0.0	0.0	0.0	0.0	0.0	18.34	0.17	0.0	6.42	0.0	8.99	9.61	10.94
Zeb2	2.86	9.89	17.45	9.04	6.22	32.51	13.02	7.66	45.81	58.81	0.17	22.61	3.5	5.28	6.03	3.72	19.57	1.58	29.84	26.13	11.35	42.77	37.85	43.71
Zfp1	0.75	70.63	9.11	29.66	51.21	0.0	18.47	87.97	1.33	236.89	2.62	68.69	10.92	1.87	5.31	47.47	50.09	58.27	41.32	0.25	0.65	24.24	24.25	24.3
Zfp12	27.69	21.43	10.76	12.14	10.06	55.39	7.69	14.48	13.96	64.19	6.31	50.0	8.12	45.48	8.43	5.73	12.73	9.94	8.66	22.59	9.97	24.46	22.29	23.6
Zfp551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.53	0.0	0.0	0.0	0.0	0.0	0.0	50.57	40.34	0.0	0.0	0.0	5.0	4.71	4.81
Zfp786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.94	4.5	3.2
Zfp82	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	127.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.91	4.85	5.05
Zfp870	23.76	0.95	0.0	16.65	7.11	0.0	71.99	0.29	0.0	72.7	23.16	0.35	7.23	0.08	14.98	0.18	0.08	0.1	0.19	17.08	0.09	5.5	5.5	6.1
Zfp958	1.55	4.06	73.99	19.32	1.37	0.43	126.03	0.75	22.28	242.99	38.53	16.33	38.29	12.98	3.23	1.53	2.79	0.81	49.16	0.71	4.89	6.63	5.57	6.03
Zp3r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
c15_tRNA-Ala-GCY_	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.87	0.0	0.0	12.29	45.36	0.0	10.53	0.0	0.0	40.97	12.52	8.05	43.97	40.89	51.24
c4_5S	0.0	6.41	0.0	7.86	0.0	0.0	0.0	0.0	16.16	45.32	0.0	0.0	0.0	29.5	0.0	14.77	42.67	0.0	0.0	0.0	0.0	44.3	16.82	37.79
c9_5S	0.0	19.1	0.0	0.0	0.0	0.0	0.0	23.07	0.0	68.19	0.0	41.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.33	18.86	7.21	25.64
mt_AK131586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25813.35	24091.17	24561.45
mt_AK166684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.86	0.0	0.0	0.0	0.0	13.8	0.0	15.09	18796.57	17507.83	18655.33
mt_BC104337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.83	0.0	19.4	0.0	0.0	0.0	0.0	0.0	10.88	9032.87	8417.95	8583.15
