	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_56	Ctgf_tdTpositive_cell_17	Ctgf_tdTpositive_cell_18	Ctgf_tdTpositive_cell_19	Ctgf_tdTpositive_cell_22	Htr3a_tdTpositive_cell_72	Htr3a_tdTpositive_cell_86	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_111	Htr3a_tdTpositive_cell_114	Htr3a_tdTpositive_cell_116	Nos1_tdTpositive_cell_56	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_77	Ntsr1_tdTnegative_cell_44	Rbp4_tdTpositive_cell_5	Rbp4_tdTpositive_cell_54	Rbp4_tdTpositive_cell_76	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_142	Slc17a6_tdTpositive_cell_24	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_7	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Pcp4	5117.81	3507.11	5350.95	4004.36	4871.0	3008.35	4787.42	4905.76	5130.46	5293.38	4402.77	4106.46	5082.23	7467.74	5853.47	6240.76	6808.32	7407.1	6583.41	5251.38	0.0	3177.92	3582.85	4770.47	3516.12	1274.0	7030.52	4246.61	4480.25	4373.65	4928.48	5219.57	2919.09	3442.63	3306.12	7638.97	5202.71	6941.16	7178.2	5557.87	6670.6	6291.11	8685.7	6217.49	788.83	807.59	741.11
Pdk1	19.37	0.11	3.38	0.3	0.84	0.47	14.67	10.09	0.7	4.83	18.22	0.64	0.18	0.0	0.0	0.14	0.67	10.7	0.52	0.2	0.0	5.12	2.64	0.66	0.0	47.89	10.78	12.19	19.47	4.43	9.35	5.02	13.91	8.6	13.05	0.62	0.0	1.2	0.6	0.29	0.25	7.61	16.98	0.34	34.62	33.84	34.55
Prdm10	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.11	22.69	0.47	0.0	5.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.03	0.0	0.0	0.0	0.0	0.0	12.08	0.0	6.79	7.84	4.79	7.91	16.38	5.23	8.75	5.58	17.35	0.0	0.0	0.0	0.0	6.3	1.78	2.1	12.6	10.54	7.71	9.24
Prkg1	0.95	0.24	1.63	0.9	7.29	0.31	0.49	0.52	0.13	0.54	0.25	0.41	0.33	0.35	0.14	0.05	1.07	0.05	0.28	2.41	0.0	0.3	0.42	0.52	0.0	0.68	0.59	3.98	0.15	1.63	0.11	3.62	2.61	3.42	2.97	0.16	0.16	0.19	0.15	20.78	0.18	0.04	0.16	0.15	5.98	5.38	6.26
Pstpip1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.88	1.42	1.66
Rab43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	3.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.97	0.0	7.36	1.24	13.51	0.12	0.0	1.44	1.59	0.72	0.0	0.0	0.0	0.0	11.87	0.0	0.0	0.0	0.0	13.43	14.19	12.43
Rpia	0.0	0.0	0.0	0.0	0.0	0.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.08	0.0	0.81	0.0	0.0	0.0	0.45	1.02	0.59	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.67	10.89	11.81
Sart1	0.0	0.0	0.13	4.84	3.26	0.24	0.0	0.0	1.47	0.0	0.06	0.0	0.05	0.0	24.43	0.0	0.0	0.0	0.06	0.24	0.0	1.1	0.0	9.24	0.0	4.38	0.11	1.59	8.14	7.94	4.06	7.69	1.8	2.88	2.01	9.27	0.0	0.0	0.0	2.82	0.0	0.06	0.0	0.06	27.52	30.31	28.43
Sec22c	0.25	0.1	0.52	0.61	2.46	1.01	0.57	0.43	0.36	0.27	15.6	0.27	0.37	0.16	0.13	0.17	0.58	0.11	0.22	0.17	0.0	0.22	0.3	0.65	0.0	2.5	20.28	0.59	2.64	2.84	2.73	4.92	2.92	4.91	3.11	1.68	0.34	1.86	0.0	0.38	0.79	0.24	0.05	0.25	22.99	22.86	22.18
Serbp1	65.41	3.09	51.54	29.81	57.06	24.52	26.28	18.33	32.34	52.09	17.11	24.42	44.36	67.04	101.03	42.37	22.04	48.15	32.86	83.19	0.11	84.04	15.28	23.63	8.73	105.59	83.98	41.57	39.2	59.43	44.63	36.94	61.76	39.51	36.79	23.63	44.16	1.39	25.4	39.09	28.15	19.4	8.75	55.97	81.23	79.09	77.25
Shroom1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	14.34	0.0	2.89	1.08	0.0	0.0	0.66	0.99	0.52	0.52	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	5.64	5.7	5.76
Slamf1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.28	0.19
Slc16a13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.89	0.0	0.0	0.0	4.33	4.81	0.0	1.66	3.41	0.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	4.81	5.24	5.24
Slc41a2	28.67	17.88	42.31	4.34	22.72	16.19	0.0	59.71	0.0	43.39	0.0	15.16	39.54	0.08	0.0	0.0	0.26	11.77	2.15	0.0	0.0	0.0	8.3	0.0	0.0	120.07	0.0	19.18	3.8	3.04	2.22	1.07	22.53	9.5	13.51	4.24	14.58	0.0	19.91	0.33	0.0	0.0	0.0	0.51	13.14	11.95	12.8
Socs3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.06	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.13	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.01	3.65	2.58
Spsb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.56	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.41	4.58	2.9
Tead1	0.09	0.0	0.16	0.21	0.27	0.07	0.15	0.16	0.25	0.0	0.06	0.14	0.0	0.04	0.0	0.11	0.23	0.14	0.15	0.03	0.04	0.06	0.18	0.07	0.04	1.02	0.27	0.22	0.2	0.18	0.08	0.51	0.68	0.08	0.31	0.3	0.0	0.11	0.07	12.0	0.06	0.08	0.05	0.26	5.49	5.49	6.28
Tmc3	0.0	0.0	0.0	0.0	12.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03	0.0	0.0	0.0	18.82	0.0	0.0	0.0	0.0	0.0	0.69	0.0	0.0	8.64	0.0	0.0	0.33	1.19	0.0	0.0	0.34	0.16	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32	1.07	1.43
Tnnc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	667.01	0.0	0.0	0.0	16.6	0.0	0.0	2.72	0.0	2.11	0.0	0.0	0.0	121.29	0.0	0.0	0.0	0.0	0.76	19.43	15.97	19.46
Tnpo3	1.44	43.76	117.08	36.82	2.65	34.47	7.32	52.14	8.2	84.33	0.58	71.42	47.65	0.18	101.15	0.0	0.0	17.26	39.97	38.78	0.0	67.72	0.0	26.04	0.0	9.0	42.74	32.67	29.9	21.17	29.36	8.55	48.95	41.41	41.64	0.08	14.96	51.63	2.55	13.71	0.0	0.15	0.66	34.12	55.85	53.29	53.11
Trrap	5.35	0.79	22.41	9.49	15.05	1.07	16.17	4.94	0.85	15.68	20.44	0.0	0.0	0.0	22.11	4.63	7.06	11.53	3.0	13.78	0.0	0.04	21.17	0.5	0.0	22.22	0.0	8.78	9.65	7.93	6.16	5.25	11.05	5.32	7.58	4.5	9.57	0.0	0.72	6.68	0.0	0.1	0.0	14.33	48.39	44.3	50.87
Ttbk2	2.0	1.37	18.2	17.0	25.32	21.51	14.81	11.67	4.17	3.57	36.66	19.06	0.19	0.13	25.45	14.56	20.07	3.15	0.21	0.32	0.23	2.22	22.03	2.84	22.57	118.47	0.22	18.11	5.65	4.61	10.95	11.6	15.49	7.18	8.96	11.64	12.43	0.19	1.52	14.18	18.35	0.03	0.02	11.39	34.46	28.64	33.32
Tyw3	0.43	6.17	0.22	0.58	13.78	11.0	0.09	47.97	15.55	0.15	0.22	0.31	0.06	0.07	0.0	0.0	0.09	0.25	0.29	0.28	0.18	2.04	0.24	0.55	0.0	62.94	5.14	12.0	2.25	4.46	8.06	13.37	7.72	5.56	9.63	2.66	0.07	0.26	0.06	0.19	0.31	0.17	0.0	0.06	7.37	7.5	6.98
Wdfy3	12.56	7.16	0.04	0.0	2.1	0.0	9.33	11.91	8.93	0.0	46.71	1.75	0.89	6.87	15.67	0.31	7.16	10.97	0.47	7.59	0.03	1.13	8.75	1.95	0.0	42.2	9.09	13.09	10.57	6.63	4.74	8.85	14.97	14.33	16.92	11.59	15.85	0.02	6.42	11.94	0.0	4.56	14.21	0.34	54.22	48.43	55.17
Zfp334	11.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.82	2.61	0.0	0.25	0.04	1.58	1.02	1.37	0.0	0.04	0.0	0.05	0.0	0.0	0.0	62.92	2.45	13.13	12.72	12.57
Zfp691	4.11	0.0	0.0	0.0	3.61	0.0	0.0	0.0	0.21	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.07	0.95	0.83	0.64	2.85	2.87	5.36	1.45	1.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.83	5.04	4.97
Zfp933	6.77	0.21	2.66	42.3	19.15	2.07	1.1	7.11	0.97	1.76	2.18	1.61	2.78	5.9	1.26	16.24	66.86	39.15	13.66	3.84	0.66	12.56	32.03	35.53	0.17	142.77	9.26	7.29	17.71	26.24	6.0	19.1	15.4	12.29	19.31	3.95	1.97	2.18	48.88	1.75	4.66	2.04	15.23	110.67	9.39	7.89	9.43
c10_tRNA-Ala-GCA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128.76	15.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.57	8.86	4.78
