	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Gad2_tdTpositive_cell_68	Htr3a_tdTpositive_cell_83	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_28	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_76	Sst_tdTpositive_cell_92	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Lair1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.04	51.39	0.0	0.0	0.0	0.0	0.09	0.0	0.44	5.1	5.25	5.32
Lamc3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.73	3.23	2.92
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lipt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	47.41	0.0	1.75	0.86	4.06	7.27	7.38	8.26
Lpar1	0.0	0.0	0.0	3.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	32.06	0.0	0.0	165.58	0.0	3.45	1.02	27.47	22.47	21.45	25.16
Lrig1	0.15	0.0	0.12	0.13	28.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.31	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.98	0.52	0.0	0.0	30.84	34.5	0.68	1.32	1.63	20.22	19.51	21.42
Lsm11	2.49	2.42	2.63	0.47	3.7	3.52	1.4	1.1	2.12	2.96	2.62	1.91	2.26	6.8	3.15	1.38	3.17	3.05	2.27	2.09	3.46	1.47	1.38	3.14	2.03	6.68	3.14	2.31	1.99	3.94	31.32	5.39	3.12	4.26	2.5	5.36	5.01	5.13	13.89	13.93	14.75
Mcm3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.12	2.48	2.26
Mir335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.74	0.0	0.0	0.0	0.0	0.0	1.5	0.0
Mir344c	9.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.13	0.0	0.0	0.0	0.0	0.0	0.0	9.23	0.0	0.0	0.0
Mkrn3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.06	1.46	2.0
Mob1b	0.0	0.0	0.0	0.0	5.84	39.05	0.0	1.67	0.0	3.72	0.0	3.55	0.0	3.15	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	5.76	0.15	7.45	1.78	5.86	50.21	0.0	0.0	1.8	5.13	3.85	0.43	0.11	16.4	13.75	17.67
Mtmr10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.96	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.25	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.25	15.91	0.0	0.0	0.0	0.0	0.28	1.11	1.98	11.13	12.35	11.92
Myl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	0.89	0.77
Myst1	78.18	0.0	32.52	0.0	13.98	0.0	0.08	0.0	0.0	0.0	33.57	1.68	18.1	0.0	0.0	166.55	8.52	58.81	40.39	0.0	0.0	107.71	0.0	0.0	49.48	0.0	0.0	2.52	0.17	35.94	0.0	0.0	0.0	55.45	11.37	17.97	30.77	25.4	24.03	26.64	24.54
Naa40	5.88	4.52	0.0	0.0	11.8	0.0	3.41	0.0	0.04	0.0	32.91	27.59	9.61	2.75	0.0	0.0	0.0	0.0	0.0	30.72	52.4	0.08	4.19	0.0	0.0	0.0	20.18	0.0	0.0	2.84	0.07	0.0	0.0	0.0	0.99	3.27	3.14	4.97	29.58	29.36	30.57
Narfl	2.69	10.66	63.16	6.54	14.6	1.52	0.0	1.62	7.72	47.41	0.87	62.62	0.0	42.04	0.48	32.45	67.71	5.74	0.0	59.07	3.14	3.04	2.67	0.0	12.47	0.21	16.72	0.81	60.45	24.1	9.76	6.03	86.56	168.73	12.87	29.77	27.93	30.37	25.53	28.19	28.3
Nek7	9.24	0.0	18.29	0.47	18.72	0.29	0.14	9.31	0.42	0.28	0.1	0.26	1.73	5.29	0.42	0.15	0.09	0.97	0.07	26.9	0.49	0.67	0.35	14.56	0.09	12.27	16.34	3.69	0.07	0.63	127.69	0.52	18.62	146.54	43.32	4.14	2.58	1.21	33.25	32.92	34.66
Nmbr	104.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	304.02	0.0	0.0	435.62	151.09	4.98	1.21	0.0	4.2	5.41	6.1
Npy5r	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	6.55	0.0	0.0	0.0	0.0	0.0	6.67	0.0	9.97	0.0	54.84	0.0	0.0	0.0	0.0	0.0	0.45	0.05	0.0	0.0	56.15	0.0	6.73	1.34	13.41	5.09	5.11	5.85
Ntn4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.13	7.42	7.7
Olfr1443	0.0	0.0	0.04	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.07	0.0	0.0	0.05	0.0	0.0	0.05	0.0	0.07	0.0	0.0	0.05	0.06	0.06	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.18	0.09	0.26
P2ry12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.13	0.0	0.0	0.0	0.0	1.11	3.19	0.0	0.0	0.0	0.0	0.0	0.89	0.0	35.16	32.12	39.04
Pcdh8	17.67	0.0	0.0	0.0	34.05	0.0	0.0	0.09	1.07	3.42	0.0	0.0	11.4	11.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.75	0.0	0.0	0.0	2.05	0.0	30.47	0.0	26.28	24.27	18.58	0.0	0.07	0.0	0.0	0.0	0.0	27.66	31.46	29.13
Pcdha9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.77	0.0	15.93	22.47	9.8	7.06	6.55	7.66
Pcdhb4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.2	0.0	0.0	0.0	0.07	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.26	0.0	0.21	32.87	0.12	0.0	0.0	0.0	0.32	1.1	0.0	2.8	1.93	1.69
Pcdhga12	0.0	0.0	42.83	0.0	0.0	0.0	0.0	0.0	0.0	0.6	3.3	0.0	1.67	0.0	62.02	0.0	0.0	0.0	0.0	26.31	0.0	0.0	49.28	0.0	0.6	0.0	0.0	0.0	0.0	0.15	0.09	0.0	0.0	77.86	38.64	7.25	7.53	9.53	17.38	18.09	18.21
Pde4c	1.37	2.32	0.81	0.81	0.92	1.89	0.81	0.87	1.19	0.44	1.01	0.84	1.54	2.09	0.96	1.01	1.18	1.21	1.57	1.36	0.92	1.49	0.44	0.84	2.08	1.61	0.94	0.93	0.97	2.95	24.98	7.1	1.32	23.23	2.11	1.83	2.54	1.85	3.15	3.16	2.82
Pgap3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	16.27	0.0	1.97	3.13	2.73	9.46	9.46	9.18
Phospho1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.65	34.22	30.08
Pik3cg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43	1.61	2.01
Pip4k2c	0.0	0.0	0.0	0.0	0.0	0.23	13.54	0.0	0.0	7.26	0.0	0.0	16.98	0.36	15.03	0.0	0.0	14.11	0.07	5.8	0.0	0.53	0.86	0.0	0.0	0.0	0.0	0.0	0.0	4.97	0.35	0.0	0.14	1.4	1.65	11.42	16.96	12.19	104.5	103.92	96.75
Pla2g7	60.5	0.0	0.0	0.0	0.0	11.07	0.0	0.53	1.68	96.46	83.96	0.0	0.0	0.0	88.42	0.0	0.0	173.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.3	0.0	0.0	7.64	425.8	0.0	112.97	248.29	98.09	9.12	7.25	3.84	148.17	143.43	150.27
Plau	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.15	0.0	3.33	3.87	4.54
Pld1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	0.09	0.0	0.0	0.98	4.61	4.54	4.78
Polr3g	8.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	2.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	14.69	0.0	0.0	0.0	0.0	0.0	0.29	0.45	1.25	5.25	4.94	4.89
Polr3h	38.43	103.07	0.0	0.0	0.0	0.0	44.34	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.11	2.7	0.0	31.56	54.83	32.59	0.09	41.94	0.0	8.39	32.71	0.0	0.0	25.67	0.0	7.87	75.99	0.0	0.0	76.68	0.0	3.42	12.78	7.78	29.68	32.84	32.42
Prima1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.45	0.0	0.0	0.0	0.0	0.0	1.59	0.0	8.86	7.71	11.11
Ptpn6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1	4.45	4.04
Rbm15	2.44	8.83	1.06	0.0	4.53	2.79	3.86	4.16	7.52	1.62	0.94	0.84	4.5	2.85	1.46	0.45	8.73	4.72	3.58	1.3	19.14	8.54	8.07	12.87	0.0	2.83	0.34	5.8	3.61	15.93	36.29	0.82	0.0	4.23	0.0	14.91	13.11	13.86	8.13	8.99	9.2
Reep4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.54	1.25	1.05	3.58	3.54	3.14
Rp9	14.47	15.24	37.31	0.0	27.61	0.0	0.0	0.0	4.57	13.29	55.45	1.0	30.0	0.55	0.0	14.83	40.71	10.21	13.88	1.35	0.0	9.9	19.41	1.26	0.0	0.0	53.55	0.63	7.14	9.12	1.39	0.0	0.87	65.46	0.84	8.9	17.7	11.92	44.69	49.25	45.6
Rpusd4	19.27	53.86	65.6	0.0	73.19	0.0	0.0	0.0	0.0	35.97	0.0	3.26	0.0	9.68	61.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.47	0.0	0.16	0.0	34.65	0.0	0.0	0.0	16.81	0.0	0.0	121.15	3.15	5.88	9.49	8.01	9.01	9.53	8.73
Rspo2	0.0	0.0	0.0	0.48	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.78	138.57	0.0	0.57	26.36	7.93	3.2	0.41	2.8	14.65	12.58	13.14
Scand1	0.0	0.0	1.68	0.56	0.0	0.0	0.0	0.0	0.2	0.0	0.86	0.0	0.0	1.26	0.0	0.69	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	2.73	0.0	0.0	0.48	0.0	71.11	93.56	91.44
Sdhaf1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	29.47	0.0	0.0	0.0	0.0	0.0	1.11	0.37	26.37	32.73	26.79
Sec16b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04	0.96	1.24
Sel1l3	1.2	0.66	2.39	0.0	0.18	0.0	0.0	0.04	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.87	41.67	0.0	0.11	8.21	34.22	38.15	28.97	24.27	45.77	42.88	44.99
Sertad3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.92	0.0	0.0	0.0	0.0	79.81	0.0	2.92	0.84	10.2	3.75	2.71	3.38
Setd6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	17.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.21	0.0	0.0	1.42	0.0	17.95	0.0	0.0	0.0	37.3	0.0	0.0	0.0	0.0	2.54	2.93	2.74	14.55	13.3	11.15
Sh2b3	0.0	0.0	16.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.11	0.0	0.0	0.0	23.75	0.0	0.0	46.93	0.0	0.12	0.0	0.56	17.87	19.01	18.95
Sh3bgr	0.0	0.0	38.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.13	0.54	0.0	0.0	0.0	0.0	0.0	43.19	0.0	0.0	0.0	0.0	1.14	1.07	0.86
Siglec5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.72	0.63
Spock1	82.87	14.03	14.29	44.92	88.47	21.89	0.1	13.96	0.0	2.2	7.97	44.98	35.11	11.28	1.26	20.86	2.42	24.59	37.77	0.0	0.55	3.14	0.0	1.66	0.0	45.39	1.04	2.07	5.4	85.67	83.29	26.29	22.32	56.38	60.23	96.65	85.81	94.9	143.7	145.55	144.61
Sst	110572.87	47293.26	92299.24	48476.57	72114.03	79456.04	53894.31	43875.07	45687.49	56866.87	51085.86	57147.69	53884.47	50199.22	51551.12	68952.67	41941.87	63593.53	54941.04	65451.11	55479.93	53524.63	52986.0	54018.45	54281.29	59257.22	56460.73	63808.17	57846.93	0.0	28051.12	70180.73	40569.83	27470.9	60686.4	0.0	0.0	0.0	558.6	588.98	558.0
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	2.94	0.0	0.0	2.43	2.1	2.34
Tiam2	31.27	1.42	0.0	0.0	0.0	0.0	0.02	0.16	0.0	0.12	0.0	1.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	1.24	0.0	0.0	31.07	0.0	0.04	0.0	34.77	38.61	0.0	24.56	43.85	0.1	43.92	36.85	32.99	26.82	29.06	26.66
Tigd5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.64	0.0	0.0	0.0	0.0	0.0	1.64	0.93	3.39	3.21	3.18
Tmem132d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.08	15.16	0.0	0.0	0.0	0.0	3.39	3.27	1.69	24.39	20.73	26.63
Tmem178	25.89	0.45	0.32	24.1	6.91	0.0	6.11	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.77	88.9	0.0	7.19	84.31	0.0	49.21	38.66	51.05	98.74	101.3	98.51
Tmem198b	0.0	0.11	4.11	0.0	0.18	0.11	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44	0.0	0.13	0.0	38.35	0.0	0.1	0.0	0.0	0.0	0.0	0.11	0.08	0.0	0.11	0.02	24.45	0.0	0.0	0.0	0.0	1.16	1.29	2.49	9.51	9.26	10.95
Tmem37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09	2.25	2.77
Tspan10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.1
Ttc39c	0.0	0.42	21.09	0.0	15.11	0.88	0.0	0.85	0.0	0.0	0.0	0.08	0.0	0.0	0.0	22.58	0.0	0.0	34.5	0.0	0.0	0.0	0.0	0.0	0.0	0.12	13.89	0.0	0.0	0.76	67.27	0.68	0.0	0.0	0.0	3.64	1.3	0.29	21.89	24.29	23.64
Ttll11	0.35	0.0	32.12	0.0	10.57	0.0	0.0	0.0	0.0	0.47	27.84	7.96	0.0	0.0	0.0	0.16	0.0	0.0	37.61	0.0	0.0	0.0	0.0	5.49	0.0	0.0	0.0	0.0	0.0	2.18	0.15	0.0	10.93	58.73	0.3	2.42	6.8	6.42	33.44	32.55	33.62
Ube2g1	20.67	7.83	0.0	0.0	14.11	0.0	44.38	0.17	0.0	0.0	52.35	0.0	1.89	7.27	0.0	0.0	28.4	0.0	2.73	2.43	0.0	9.9	1.46	46.57	0.0	0.28	0.24	0.0	14.89	35.09	66.0	0.0	0.0	0.0	0.12	19.62	19.7	23.01	44.68	39.19	42.34
Ubn1	0.0	0.0	4.95	0.0	0.0	5.83	0.0	0.2	0.0	3.95	0.0	8.22	18.47	0.09	0.3	0.0	20.98	1.68	15.41	0.0	1.62	0.0	0.03	0.0	1.59	0.13	0.0	0.0	0.04	2.62	46.61	0.0	2.58	0.04	16.12	9.63	7.21	7.07	27.68	26.73	27.37
Uggt2	0.4	1.76	0.0	0.0	0.0	0.04	4.78	0.0	2.65	0.0	0.19	0.08	0.24	0.18	0.0	0.0	0.0	0.0	0.0	4.24	0.63	0.27	0.0	0.06	0.0	0.0	0.15	0.43	0.0	9.73	8.04	0.08	0.07	6.79	0.07	4.7	5.48	4.84	17.95	14.99	18.88
Vmn1r51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.25	0.0	0.0	0.0	0.15	0.0	0.0	0.0
Vpreb3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.69	0.0	0.0	0.0	0.0	0.0	0.0	0.36
Wdr3	62.44	31.4	0.0	0.0	0.12	11.09	0.0	0.14	0.04	0.0	12.6	26.33	13.41	0.0	0.0	57.96	5.1	15.65	30.43	75.19	0.0	35.9	4.12	28.25	23.58	0.0	0.0	10.45	27.45	11.43	0.0	0.0	0.0	37.38	0.14	31.19	25.59	25.72	16.13	15.92	15.38
Zeb1	0.0	0.0	0.0	0.0	11.6	0.0	0.04	3.94	0.02	1.44	15.47	10.61	31.87	22.09	32.19	52.36	35.75	1.32	18.33	17.77	3.85	0.0	0.0	28.97	0.0	1.07	8.89	3.16	0.0	6.13	36.07	0.09	35.78	0.64	0.0	8.33	5.51	5.56	34.98	34.36	37.35
Zfp280b	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.89	0.0	4.35	17.59	0.0	0.0	11.26	0.0	0.0	0.0	2.39	0.52	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.79	31.14	0.0	0.0	0.0	0.0	2.06	1.89	1.83	12.21	13.95	11.8
Zfp942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.73	4.44	0.0	0.09	0.08	0.0	0.0	38.37	0.0	17.08	0.1	65.46	0.0	0.0	0.0	9.46	90.85	0.0	1.17	0.0	0.13	45.17	34.77	77.03	0.16	0.39	13.45	0.28	36.33	21.83	23.18	11.69	8.89	9.95
Zfp953	0.0	0.02	0.0	0.0	0.0	0.18	0.18	0.15	0.09	4.06	0.03	0.14	0.0	0.0	0.05	0.08	0.06	0.07	0.03	0.28	0.05	0.0	0.12	0.21	0.07	0.07	0.06	0.05	0.11	0.31	5.09	0.6	0.07	0.0	0.0	0.18	0.07	0.15	1.22	0.7	1.3
Znhit6	0.0	0.0	0.0	3.83	0.0	0.08	0.13	5.0	0.24	0.24	0.0	0.0	3.02	26.37	0.0	0.97	0.0	0.11	0.0	0.08	0.41	0.0	0.09	0.0	0.1	0.0	0.0	0.41	0.0	1.01	0.0	2.29	0.0	9.64	0.0	3.92	4.16	5.18	11.83	11.4	11.29
