	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Cux2_tdTpositive_cell_98	Cux2_tdTnegative_cell_4	Gad2_tdTpositive_cell_8	Gad2_tdTpositive_cell_40	Htr3a_tdTpositive_cell_1	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Scnn1a.Tg3_tdTnegative_cell_13	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_101	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Jph1	0.0	22.39	0.0	0.0	1.51	0.0	0.0	0.0	0.0	0.38	0.0	11.79	0.0	0.0	0.0	2.36	0.0	0.0	0.05	0.07	4.1	5.45	0.0	2.0	0.09	0.0	0.96	0.23	0.0	0.2	1.81	0.0	4.19	0.0	0.0	0.0	0.0	2.06	2.65	14.53	14.58	14.41
Kbtbd13	0.0	13.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39	0.0	0.2	0.19	0.34
Kdelc1	0.0	139.41	0.0	0.0	0.0	1.73	0.0	0.0	0.0	0.0	0.0	36.14	0.0	0.0	0.14	0.05	0.0	0.0	30.17	0.0	0.0	34.67	0.0	0.0	0.0	0.0	5.43	38.53	0.0	0.0	5.88	0.0	0.0	0.0	0.25	34.88	0.0	5.2	7.2	9.24	8.72	8.48
Kifc3	0.0	25.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	1.59	0.0	2.25	1.48	0.0	0.0	0.0	1.06	2.49	38.63	41.59	38.76
Lrrc33	0.0	0.38	0.21	0.11	0.0	0.16	0.0	0.49	0.0	0.03	0.21	0.11	0.13	0.2	0.0	0.25	0.0	0.16	0.22	0.09	0.27	0.07	0.46	0.21	0.06	0.2	0.17	0.19	0.1	0.08	0.43	0.0	0.0	0.13	0.07	0.7	0.08	2.5	1.46	4.27	5.47	4.64
Mcm6	0.0	63.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	20.24	0.0	0.0	0.0	0.0	0.57	0.0	0.0	2.23	0.0	0.0	0.0	36.77	6.99	0.0	0.0	1.2	7.41	6.6	6.81
Mina	25.63	163.78	0.0	23.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.06	0.0	0.35	0.0	0.0	7.84	90.67	0.22	0.0	0.0	43.44	9.32	64.78	0.0	0.0	0.0	48.98	26.56	0.0	0.0	0.0	0.0	0.0	0.0	14.63	23.75	14.02	11.47	12.01
Mir680-2	0.0	27.97	0.0	0.0	18.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.82	0.0	0.0	0.0	0.0	22.73	0.0	17.7	0.0	0.0	0.0	13.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.38	0.0	0.0	5.31	8.34	7.14
Mosc2	4.81	83.21	0.0	0.0	0.0	0.0	0.18	2.53	0.0	0.0	0.0	0.0	0.04	0.0	0.09	11.43	25.1	0.0	0.0	1.56	10.42	0.0	79.99	0.0	21.81	7.75	0.0	1.32	0.25	0.0	29.57	0.0	0.0	0.0	9.12	0.0	0.0	2.58	1.3	49.26	52.45	53.08
Mrm1	0.0	56.75	6.37	40.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.46	0.0	0.0	0.0	0.0	0.0	0.12	17.82	0.0	0.0	2.2	0.0	0.0	0.0	0.12	0.0	0.0	2.23	6.88	13.4	14.24	14.7
Ms4a6b	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36	0.75	1.38
Myh9	5.23	5.81	3.3	0.48	1.17	1.3	0.0	10.54	7.05	7.09	3.26	1.72	3.34	5.08	3.36	2.72	2.24	0.72	4.92	1.99	2.63	1.9	2.36	0.0	1.68	3.76	4.02	1.68	2.94	2.25	19.53	9.68	1.8	2.76	1.27	5.75	2.94	7.6	8.07	34.12	34.72	35.82
Naaladl1	0.0	9.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.33	0.27
Nat6	0.0	114.3	48.22	0.0	0.0	0.0	31.54	0.0	96.06	0.0	24.02	31.84	0.0	44.07	79.21	23.01	26.58	53.52	0.0	0.0	0.0	22.3	0.0	42.17	3.05	0.0	28.6	0.0	45.36	1.25	9.14	0.0	14.02	60.37	39.51	0.0	15.48	15.1	16.64	11.12	11.83	10.71
Npy	138375.8	64781.64	173305.25	1.6	1.46	12448.57	0.0	16044.9	82245.2	57444.26	132042.44	105008.15	149629.49	134232.96	130357.56	120987.76	132052.33	130527.91	173863.58	166048.87	115420.41	191162.16	154857.31	124150.07	134158.33	153405.37	147732.76	141010.39	110523.31	151963.58	985.16	0.0	145032.54	180453.32	128781.07	32250.58	120620.2	0.0	0.7	214.21	196.57	200.76
Ntn3	0.0	5.75	0.0	0.57	0.0	0.0	0.0	2.15	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	10.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.21	0.49	6.19	6.99	7.01
Nupl1	0.0	64.26	0.0	0.0	0.0	0.0	0.0	0.0	44.69	0.09	4.78	0.0	13.99	0.5	0.14	0.0	15.58	0.0	0.0	0.0	9.55	1.11	0.0	51.47	0.0	0.0	0.0	0.0	9.27	0.0	5.75	0.0	0.0	0.38	0.0	0.0	0.11	9.37	8.78	45.88	41.83	41.84
Ofd1	0.14	49.19	1.52	0.0	0.0	11.83	0.0	0.0	0.0	30.9	0.04	0.0	0.0	0.0	24.57	0.0	0.0	1.07	0.0	0.43	0.0	0.0	1.31	0.0	7.07	0.99	0.65	13.28	0.0	9.07	0.81	0.0	0.0	0.0	0.0	0.0	0.0	2.15	1.93	5.91	6.25	5.69
Oit3	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.15
Ovol1	0.0	14.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.48	0.56
Pbx4	9.23	36.49	2.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.57	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	25.5	0.0	0.0	0.0	0.48	0.0	4.71	0.0	0.0	0.17	0.0	0.0	0.0	1.31	0.26	8.99	8.89	8.97
Pde4a	29.29	27.14	37.71	0.1	7.53	0.0	0.0	36.47	18.86	0.74	7.54	0.09	5.74	7.2	9.76	7.02	26.58	12.87	7.14	6.88	11.2	0.97	14.48	2.11	0.55	23.1	13.16	2.42	5.12	0.24	29.83	0.0	8.03	2.41	0.07	62.34	8.6	44.49	50.32	70.0	69.52	69.31
Pdzd2	0.0	13.24	0.0	0.0	0.13	0.0	0.0	1.58	0.06	0.0	1.21	0.37	0.0	0.02	0.0	0.04	0.02	0.01	0.0	0.0	0.05	0.0	0.07	0.0	0.08	0.1	0.0	0.4	0.01	0.0	6.71	0.0	2.81	0.03	0.02	1.57	0.01	2.65	3.06	18.21	16.23	20.08
Plagl1	0.0	87.7	1.67	0.0	0.0	0.0	0.0	27.23	0.0	2.36	0.0	0.41	0.03	0.0	0.0	16.48	17.73	0.0	73.49	0.0	0.27	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.24	0.0	0.0	0.0	0.0	60.18	0.0	2.53	0.52	15.74	15.04	13.9
Plod2	0.0	23.14	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	4.42	4.02	4.12
Pnmal1	22.69	195.39	4.93	0.0	0.0	0.0	0.0	121.27	114.82	0.25	72.53	27.33	80.53	15.77	67.64	84.14	81.17	33.64	70.2	0.0	23.64	54.01	155.63	0.0	67.29	41.41	0.0	199.55	47.41	0.0	16.02	0.0	0.0	0.27	24.67	121.38	0.05	93.04	77.19	121.15	122.07	114.48
Ppan	0.0	58.78	0.0	0.0	0.0	0.0	0.0	1.43	0.0	0.0	0.0	0.22	0.0	38.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.75	0.0	0.0	0.0	0.0	0.0	0.0	2.51	5.27	16.98	18.97	17.22
Ppm1b	38.6	63.45	19.58	6.84	0.0	3.39	0.0	10.37	51.48	20.75	0.0	35.32	23.67	0.04	6.12	7.68	0.0	19.91	44.85	14.2	20.28	10.04	0.0	12.46	14.53	13.92	0.0	0.36	13.4	8.72	27.16	0.5	16.72	6.92	1.79	39.05	8.19	28.93	24.2	107.35	104.81	105.18
Ppp1r36	0.0	47.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.72	1.62	0.92
Ppp1r9a	31.35	24.4	22.11	0.12	5.14	34.89	0.0	56.82	9.82	3.43	25.54	40.06	14.05	1.28	17.44	36.88	7.64	13.26	51.01	13.13	23.05	3.88	36.95	13.22	28.97	1.0	7.72	2.66	11.83	1.48	52.56	0.0	19.07	17.29	29.72	16.35	25.03	58.61	56.6	116.6	102.97	112.99
Prr19	0.0	69.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.05	0.0	0.0	0.0	0.0	0.0	0.08	0.15	0.0
Racgap1	1.31	56.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.95	0.0	0.0	2.62	0.0	6.62	0.0	1.56	12.19	0.1	0.0	2.86	1.64	0.45	10.22	11.21	9.53
Rnf144b	0.0	29.37	5.98	5.2	0.0	0.0	0.0	0.0	0.16	21.52	0.0	0.0	0.03	1.25	0.04	0.17	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.05	0.0	0.0	1.9	0.0	0.0	2.02	0.0	0.0	0.0	0.06	6.15	0.0	0.0	0.0	17.5	17.12	16.34
Rrbp1	0.0	57.15	4.06	6.96	16.91	0.0	0.0	22.17	0.0	0.0	0.06	1.5	15.01	0.0	0.0	0.0	14.76	0.0	43.72	1.45	0.0	18.69	0.49	1.28	2.87	1.28	0.0	25.53	0.03	0.0	1.83	0.0	10.96	6.21	13.75	25.16	0.0	1.12	0.8	23.81	23.26	26.28
Rrnad1	0.0	68.24	44.33	0.45	0.18	1.06	10.34	65.96	0.26	0.98	0.3	1.16	23.44	1.48	0.28	0.44	1.46	54.68	55.1	7.75	0.57	21.05	1.6	17.89	15.42	33.99	5.82	0.35	33.08	27.49	15.83	0.0	0.56	13.06	0.87	3.84	0.26	14.77	12.65	21.24	21.45	21.94
Sdf4	44.83	195.46	97.09	77.2	64.18	54.65	0.26	70.51	120.46	83.85	96.27	45.31	119.24	27.87	65.18	84.26	172.93	127.93	95.49	111.66	103.71	50.03	43.89	117.16	108.46	65.66	59.64	96.74	96.44	115.63	38.61	20.21	61.96	135.08	83.99	82.41	24.94	75.56	83.79	110.78	109.13	110.52
Senp2	38.95	36.87	24.44	0.0	0.0	0.0	0.0	42.67	6.78	6.38	6.94	28.31	31.81	2.37	25.67	0.66	34.71	24.31	56.14	22.32	11.52	0.0	4.87	5.0	22.97	16.56	3.35	22.19	15.8	7.67	33.28	0.0	1.33	37.53	22.77	16.28	1.45	28.76	26.77	66.11	66.28	65.13
Shank1	4.16	8.14	5.96	2.02	6.6	2.59	0.0	4.62	1.39	0.72	1.8	8.93	4.77	2.11	6.09	1.83	2.7	6.65	2.39	3.69	6.91	8.25	1.9	4.2	3.57	3.64	1.75	7.89	3.94	4.23	12.75	0.0	1.41	1.22	0.18	6.37	0.67	10.95	11.76	148.7	139.9	181.16
Slc2a10	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	1.33	1.0
Slitrk1	0.0	49.0	14.7	0.0	0.0	0.0	0.0	23.01	0.0	0.0	2.45	0.09	9.13	0.03	28.0	0.05	0.0	0.0	0.0	0.0	0.0	8.12	59.81	13.92	13.49	15.31	22.24	33.15	0.04	22.29	10.04	0.0	0.0	10.09	12.2	51.18	0.0	68.37	52.45	69.52	64.99	66.52
Smok3a	0.0	2.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.16	0.11	0.03	0.11
Sp140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.58	0.85
Stk32a	0.0	81.48	0.54	0.0	0.0	0.0	0.0	3.91	0.0	0.04	0.1	0.3	0.06	0.0	0.04	0.06	0.36	0.07	0.0	0.0	0.0	0.16	0.06	0.07	0.0	0.0	0.1	0.17	0.0	0.0	0.14	0.0	0.15	0.0	0.05	3.29	0.0	0.36	0.09	5.65	5.24	4.58
Syt12	1.17	11.56	2.73	0.15	0.48	0.99	0.0	1.86	2.12	1.29	0.9	0.66	1.01	1.09	0.22	0.54	9.34	1.44	1.04	0.81	0.86	1.06	1.25	2.38	0.85	1.52	1.17	0.72	1.21	0.63	14.38	0.24	0.48	0.47	0.87	17.42	7.3	42.91	36.44	27.22	27.84	28.06
Tatdn3	49.02	137.93	0.0	0.0	0.0	26.63	0.0	76.8	0.0	0.0	36.17	0.0	21.65	0.11	0.0	0.0	0.0	0.0	0.0	38.03	0.0	0.0	54.16	0.0	63.48	22.43	2.14	28.83	0.0	0.0	26.34	0.0	0.0	48.48	0.0	25.62	0.0	13.54	16.97	24.96	24.09	28.27
Tmem107	10.9	120.64	0.0	0.0	0.0	0.0	0.0	32.3	74.25	0.0	0.0	0.37	0.0	0.0	0.0	37.61	0.0	0.56	0.0	14.4	50.81	0.0	217.79	0.0	0.0	0.0	0.0	17.74	0.0	48.29	37.95	0.0	26.01	0.0	0.58	65.28	0.0	28.23	33.21	15.03	14.33	14.44
Tmem165	0.0	56.83	6.56	0.0	0.0	0.0	0.0	10.21	0.0	0.0	0.0	2.15	16.21	0.0	6.32	32.79	3.3	0.0	22.37	19.07	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.0	0.0	11.58	0.0	0.0	0.0	2.97	4.91	0.0	8.79	5.55	31.05	35.36	33.4
Tnfrsf1b	0.0	4.86	0.14	0.0	0.0	0.11	0.0	0.12	0.14	0.04	0.0	0.07	0.07	0.02	0.0	0.07	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.18	0.0	0.07	0.17	0.0	0.0	0.17	0.0	0.0	0.0	0.12	0.09	0.0	0.0	0.0	2.41	2.38	2.69
Trim25	0.0	32.44	0.11	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.15	0.0	0.0	0.05	0.0	0.0	0.05	0.0	0.0	0.0	0.0	9.54	0.0	0.12	0.25	3.28	3.13	3.95
Trim65	0.19	20.14	0.22	0.0	0.24	0.0	0.0	0.0	0.0	20.9	0.0	0.12	0.09	0.0	0.0	0.06	0.0	0.0	0.08	0.0	0.0	0.0	0.02	0.0	0.0	0.07	0.0	0.0	0.1	5.97	0.17	0.0	0.0	0.0	0.19	0.0	0.06	0.79	1.14	2.67	3.44	2.86
Unc13a	2.93	8.81	3.96	0.4	1.77	0.92	0.0	3.8	17.91	4.83	1.51	2.48	2.34	2.37	4.43	4.18	1.92	3.1	3.48	4.67	4.16	0.79	7.39	6.16	9.15	1.82	2.95	4.73	5.98	1.92	16.25	0.0	1.67	4.11	3.88	6.81	2.67	13.86	12.99	173.28	162.24	184.32
Usp46	39.77	226.92	2.33	0.0	0.79	95.31	0.0	103.41	7.74	5.84	63.66	3.4	28.84	2.79	132.36	1.72	65.82	103.64	42.48	40.08	40.54	2.44	84.06	17.88	30.68	67.94	103.31	70.78	14.62	1.6	12.72	320.62	17.27	20.14	49.92	56.2	29.84	110.93	99.33	93.37	85.42	85.54
Wdr8	42.25	338.38	0.0	30.67	0.0	0.0	0.0	0.0	0.0	95.07	0.0	0.23	0.0	77.12	0.21	25.56	0.0	52.51	0.0	46.5	167.78	0.0	0.9	82.49	26.08	74.08	0.0	0.0	0.1	0.0	9.37	0.0	0.0	0.15	0.0	132.61	0.0	47.18	59.29	24.48	29.39	27.58
Xpc	5.61	47.9	3.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51	10.15	0.0	0.0	0.0	4.41	0.0	0.0	0.0	0.0	0.0	24.26	0.0	0.0	0.0	0.0	0.0	10.72	8.96	0.0	4.11	0.0	0.0	0.0	1.37	0.0	0.0	2.26	2.95	15.02	13.52	13.86
Xrcc2	0.41	70.21	1.45	0.24	0.04	0.42	0.0	0.8	0.36	0.62	0.13	37.48	9.61	0.61	0.28	34.74	54.21	0.75	0.3	0.52	0.75	0.26	0.33	0.29	0.31	0.43	1.2	0.11	0.74	38.41	2.48	0.46	0.6	0.2	0.09	0.86	0.36	5.77	6.19	4.46	4.98	4.9
Xrcc3	2.58	163.57	4.87	1.72	1.22	3.54	0.0	94.76	4.39	1.75	2.0	2.55	3.03	4.67	1.51	5.37	64.43	60.26	3.32	3.0	1.23	0.91	3.88	2.37	1.76	2.5	2.1	1.69	1.23	71.08	5.38	0.0	1.29	2.2	2.53	0.88	1.22	3.01	1.7	11.57	11.59	11.99
Yy2	0.0	22.34	0.0	0.0	0.0	0.0	0.0	0.0	15.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.56	11.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	1.45	1.89	2.01	1.78
Zfp105	0.0	39.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	17.61	0.0	0.0	0.0	1.04	0.7	4.26	4.66	4.85
c4_tRNA-Glu-GAG_	0.0	41.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86	0.0	2.96
