	Chrna2_tdTpositive_cell_18	Chrna2_tdTpositive_cell_51	Ctgf_tdTpositive_cell_11	Ctgf_tdTpositive_cell_13	Ctgf_tdTpositive_cell_17	Ctgf_tdTpositive_cell_20	Ctgf_tdTpositive_cell_21	Ctgf_tdTpositive_cell_23	Cux2_tdTpositive_cell_68	Htr3a_tdTpositive_cell_79	Htr3a_tdTpositive_cell_86	Htr3a_tdTpositive_cell_93	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_98	Htr3a_tdTpositive_cell_106	Htr3a_tdTpositive_cell_111	Htr3a_tdTpositive_cell_113	Htr3a_tdTpositive_cell_117	Htr3a_tdTpositive_cell_121	Nos1_tdTpositive_cell_34	Nos1_tdTpositive_cell_42	Nos1_tdTpositive_cell_51	Nos1_tdTpositive_cell_65	Ntsr1_tdTpositive_cell_3	Ntsr1_tdTpositive_cell_7	Ntsr1_tdTpositive_cell_10	Ntsr1_tdTpositive_cell_18	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_23	Ntsr1_tdTpositive_cell_24	Ntsr1_tdTpositive_cell_28	Ntsr1_tdTpositive_cell_29	Ntsr1_tdTpositive_cell_30	Ntsr1_tdTpositive_cell_33	Ntsr1_tdTpositive_cell_38	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_68	Ntsr1_tdTpositive_cell_71	Rbp4_tdTpositive_cell_1	Rbp4_tdTpositive_cell_4	Rbp4_tdTpositive_cell_5	Rbp4_tdTpositive_cell_6	Rbp4_tdTpositive_cell_41	Rbp4_tdTpositive_cell_47	Rbp4_tdTpositive_cell_65	Rbp4_tdTpositive_cell_71	Rbp4_tdTpositive_cell_73	Rbp4_tdTpositive_cell_80	Rbp4_tdTpositive_cell_82	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_108	Rbp4_tdTpositive_cell_139	Rbp4_tdTpositive_cell_172	Rbp4_tdTpositive_cell_173	Rorb_tdTpositive_cell_43	Scnn1a.Tg3_tdTnegative_cell_20	Slc17a6_tdTpositive_cell_3	Slc17a6_tdTpositive_cell_24	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_11	CAV_LP_Ipsi_tdTpos_cell_22	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Chrna3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	3.78	0.0	2.47	0.0	0.08	1.2	0.0	0.33	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73	0.59	0.68
Ckmt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63	0.0	0.14
Col5a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.03	0.45	3.14	0.0	0.88	0.0	16.63	8.75	0.28	2.14	0.0	0.0	2.8	11.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4	0.0	0.0	0.0	0.38	0.49	0.0	3.02	4.7	5.9	4.32	0.91	4.24	0.03	2.67	0.46	0.59	2.02	1.43	0.0	5.6	0.0	0.07	0.0	8.24	0.05	3.78	0.0	0.0	12.37	11.78	14.13
Csad	0.0	0.0	0.0	39.52	0.0	0.24	0.0	80.17	0.56	13.42	0.15	0.13	0.0	0.16	0.0	0.0	0.14	0.0	0.0	0.0	0.0	4.28	0.0	77.18	57.9	0.0	8.12	0.0	11.48	0.0	0.0	0.0	5.78	0.2	0.7	0.0	0.0	0.91	15.96	0.79	0.0	0.15	0.0	0.0	0.0	1.16	0.0	5.77	84.37	278.78	2.79	0.0	0.0	17.2	10.55	0.0	0.0	0.26	0.0	0.47	12.7	6.12	18.13	4.4	12.34	10.07	13.36	0.88	11.64	7.02	8.78	14.74	0.0	0.0	0.0	0.0	0.0	12.89	0.0	22.79	9.95	19.22	19.71	18.4
Csrp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.65	0.0	0.0	25.2	0.0	0.0	42.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.54	0.0	0.0	0.0	1.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.57	2.43	4.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.31	8.93	8.14
Ddah2	0.0	0.0	0.0	0.0	1.5	0.0	0.0	95.68	0.0	0.0	0.0	0.0	0.0	0.0	62.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.04	0.0	1.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.99	16.69	13.27
Ddx19a	0.0	0.0	0.0	1.0	0.0	10.78	6.3	36.82	13.93	4.58	0.0	0.0	0.4	0.0	0.0	0.12	0.0	0.0	0.0	4.47	0.73	0.0	0.0	1.36	14.19	0.93	0.0	0.0	0.0	6.86	0.0	0.0	0.0	0.0	0.0	6.15	1.35	2.51	0.0	0.0	7.91	0.0	0.0	2.0	0.0	5.62	0.0	0.0	0.0	0.0	0.7	1.27	0.84	0.0	0.0	0.0	0.0	7.69	0.0	1.28	0.48	2.05	6.1	3.49	5.19	2.18	5.05	0.9	4.16	1.19	5.6	0.25	0.0	0.77	0.33	0.0	0.0	2.43	0.47	0.09	0.1	19.8	20.35	20.16
Dgki	0.0	0.0	0.0	31.13	28.61	1.18	0.0	43.24	17.74	0.72	0.32	2.94	0.42	1.16	1.31	0.0	6.54	0.0	0.12	0.0	10.13	0.0	0.66	4.44	0.0	0.0	0.0	0.0	6.6	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.12	0.0	0.63	0.0	0.85	0.0	0.67	0.1	0.0	3.48	4.89	0.13	5.52	0.0	0.0	12.26	0.0	0.68	0.0	0.0	31.14	0.0	0.0	10.79	0.31	0.56	2.48	0.78	1.24	1.67	1.22	2.73	3.22	1.48	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.75	22.89	30.48
Dnahc6	0.48	0.0	0.0	0.0	0.0	0.0	0.0	25.36	0.0	0.0	0.2	0.0	0.0	0.0	5.44	0.0	0.0	0.0	0.0	0.0	0.55	0.17	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.02	0.14	0.3	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.91	2.05
Dnahc7b	0.0	0.0	0.0	0.23	0.92	0.0	1.13	11.17	0.0	1.67	0.0	0.0	0.0	0.0	0.0	0.0	2.29	0.0	0.0	0.0	1.46	0.0	0.0	0.0	0.0	1.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03	0.0	0.0	0.0	1.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.09	0.67	0.35	0.32	0.0	0.0	0.08	0.12	0.22	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.49	1.45	2.17
Dnajc10	0.85	4.13	126.66	31.82	89.12	52.62	24.5	299.01	1.07	37.57	103.38	8.72	139.89	0.0	86.79	128.47	85.35	2.1	116.66	61.28	0.0	86.57	0.0	74.64	25.74	32.47	83.92	0.09	43.88	30.81	0.0	16.72	6.09	0.08	23.06	22.57	41.08	179.63	0.11	49.3	0.14	56.07	108.64	31.31	39.16	7.5	85.37	7.58	6.57	0.0	104.5	139.65	197.66	42.29	0.14	171.94	34.01	0.0	0.0	53.55	44.28	34.93	60.56	36.29	13.56	34.95	39.9	41.67	46.69	43.33	45.51	2.85	44.51	0.0	34.56	18.08	8.27	110.62	13.78	25.64	0.0	60.24	54.99	54.37
Dpysl5	0.0	0.0	0.0	18.53	0.0	0.0	7.38	26.74	0.0	0.0	0.51	0.0	0.0	19.07	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.4	0.0	0.0	0.0	0.0	2.91	0.0	0.0	0.11	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63	0.0	1.36	0.8	0.0	4.7	0.05	2.48	0.0	2.35	0.81	1.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.09	19.81	19.66
Fezf2	3.31	101.14	0.0	12.13	2.54	7.37	39.93	67.43	0.0	0.0	14.47	12.43	0.57	87.08	169.53	10.2	0.0	0.0	10.69	0.0	0.27	9.06	3.1	9.84	0.0	32.3	54.5	0.15	19.87	45.57	188.84	107.26	84.74	81.85	0.0	29.44	9.65	29.87	0.0	0.0	0.0	0.0	39.28	0.0	13.59	36.4	27.41	64.33	133.66	130.97	8.58	12.17	0.0	0.0	0.0	161.92	0.0	82.21	0.0	44.65	42.59	60.4	34.01	27.71	19.76	29.24	20.55	24.81	21.06	24.74	28.9	102.6	0.0	0.12	4.09	4.3	0.0	152.52	45.58	0.1	41.41	32.59	34.14	29.25
Gchfr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	1.55	0.17
Gimap9	0.0	0.0	1.14	0.0	0.48	0.4	0.0	2.29	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	2.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	2.28	0.0	0.0	0.83	0.0	0.0	0.7	0.44	0.0	1.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.22	0.42	0.0	0.36	0.0	0.0	0.0	0.0	0.24	0.0	0.0	3.2	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.84	0.53
Glb1l2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.43	0.36
Gldc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.51	21.45	21.4
Gm10375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12	0.0	0.0	0.0	0.0	0.0	0.42	0.17
Gm10696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.05
Gm13710	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.02	0.0	0.0	1.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.79	0.0	0.0	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.19	0.0	0.0	0.79	3.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79	0.0	0.0	0.9	0.0	0.0	0.43	0.38	0.36	0.65	0.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	1.14	1.27
Gm13939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.08
Gm14137	0.23	0.0	0.0	0.0	0.0	0.12	0.0	0.89	0.29	0.0	0.3	0.1	0.0	0.15	0.0	0.0	0.0	0.0	0.29	0.28	0.2	0.0	0.05	0.0	0.21	0.13	0.0	0.23	0.21	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.54	0.17	0.15	0.21	0.15	0.17	0.19	0.0	0.15	0.25	0.1	0.0	0.0	0.0	0.1	0.09	0.32	0.11	0.0	0.19	0.0	0.19	1.13	0.05	0.0	0.0	0.11	0.07	0.06	0.25	0.0	0.19	0.1	0.0	0.0	0.02	0.21	0.0	0.09	0.0	0.1	0.0	0.0	0.0	0.23	2.8	2.66	2.95
Gm15104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.24	0.0
Gm17769	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.08	0.12	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.06	0.0	0.04	0.0	0.55	0.0	0.0	0.09	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.58	0.0	0.0	0.0	0.0	0.13	0.11	0.0	0.0	5.78	0.0	0.12	0.0	1.22	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	1.91	1.41	1.43
Gm2002	0.0	0.13	0.0	0.65	0.12	0.11	0.0	0.12	0.24	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.19	7.96	0.0	0.0	0.0	0.1	0.0	0.15	21.12	0.17	0.19	0.0	0.09	0.15	0.14	0.08	0.15	0.09	0.0	0.0	9.95	0.74	0.04	0.0	0.11	0.0	0.08	0.0	12.97	0.02	0.0	6.04	0.0	0.07	1.83	0.0	0.08	0.0	0.0	0.34	0.0	0.27	0.0	0.61	0.21	2.82	5.81	2.35	3.62	0.0	0.41	0.96	1.27	4.28	1.89	2.41	0.0	0.17	27.58	0.0	0.0	0.0	0.36	0.28	0.2	1.73	1.86	1.4
Gm6320	0.3	0.0	0.0	0.0	0.55	0.0	0.27	1.09	0.24	0.0	0.0	0.0	0.0	0.0	0.83	0.43	0.0	0.0	0.11	0.51	0.0	0.14	0.0	0.07	0.41	0.15	0.32	0.1	0.55	0.22	0.12	0.24	0.06	0.35	0.4	0.16	0.05	0.29	0.03	0.0	0.0	0.0	0.0	0.17	0.06	0.06	1.02	0.53	0.0	0.0	0.28	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.29	0.0	0.61	0.0	0.29	0.21	0.13	0.11	0.18	0.12	0.33	0.0	0.44	0.09	0.65	0.12	0.0	0.29	0.0	0.19	0.59	0.5	0.11	0.59	0.59	0.6
Gpbp1l1	41.6	15.51	20.58	20.11	24.9	33.15	13.27	128.51	27.43	4.78	51.84	4.64	18.53	2.03	3.43	5.36	9.5	21.19	17.43	27.5	5.68	28.3	31.39	52.83	2.1	24.03	2.01	12.51	17.59	7.74	4.88	1.7	27.98	12.09	1.66	62.01	15.09	21.11	6.15	11.12	36.6	0.56	20.72	21.69	1.85	8.58	0.67	9.98	2.07	0.0	11.56	42.6	7.98	11.69	0.0	1.8	5.11	4.79	14.78	21.05	14.68	36.36	21.21	33.42	20.9	18.57	19.13	19.22	29.41	24.53	32.22	10.06	6.53	73.34	22.85	2.45	17.94	84.4	11.44	7.74	4.94	23.3	23.52	20.61
Gpc3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.73	5.83	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.51	5.01	3.92
Gramd1c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.05	0.0	0.21	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35	1.44	1.77
Grb7	0.0	0.0	0.0	46.84	70.7	0.0	50.5	81.08	0.0	0.0	0.0	0.0	68.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.09	4.79	0.0	5.09	0.0	0.0	14.9	0.31	7.61	2.25	4.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.31	2.21	2.26
H6pd	0.14	0.0	0.0	5.92	0.0	0.0	0.0	1.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.49	1.5	0.18	0.0	3.7	1.56	3.51	0.15	5.16	0.44	1.8	1.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	5.46	5.42	5.86
Heatr6	0.24	0.0	0.26	1.87	0.11	0.43	0.0	56.78	6.38	0.0	0.71	37.53	0.1	17.13	0.63	16.7	17.57	9.68	1.35	0.16	19.75	0.0	0.03	3.96	0.0	1.2	0.12	31.39	2.73	16.13	0.0	0.03	24.05	0.18	0.07	4.78	0.08	14.93	0.21	0.2	0.0	0.05	30.23	3.15	0.17	0.23	0.16	13.28	0.11	0.0	0.0	1.6	0.06	1.22	38.52	0.26	0.08	0.1	0.1	0.53	7.97	9.39	4.41	6.97	4.54	3.19	2.77	0.6	2.19	2.58	3.88	24.98	0.05	4.12	0.0	0.86	0.0	0.08	0.75	0.02	0.09	11.07	10.73	12.44
Hmbox1	0.0	0.0	0.27	4.71	0.0	0.0	0.0	76.56	0.0	0.0	2.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.19	0.0	18.75	0.0	0.0	0.0	0.0	6.12	0.0	0.0	0.0	0.0	0.0	1.75	42.29	0.0	0.13	0.0	3.49	16.45	5.49	0.1	12.66	0.2	0.0	0.0	3.36	0.61	4.57	3.05	1.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.51	23.7	33.14
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Igf2as	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.21	0.19
Il11ra2	0.0	0.13	0.0	0.65	0.12	0.11	0.0	0.12	0.24	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.19	7.96	0.0	0.0	0.0	0.1	0.0	0.15	21.12	0.17	0.19	0.0	0.09	0.15	0.14	0.08	0.15	0.09	0.0	0.0	9.95	0.74	0.04	0.0	0.11	0.0	0.08	0.0	12.97	0.02	0.0	6.04	0.0	0.07	1.83	0.0	0.08	0.0	0.0	0.34	0.0	0.27	0.0	0.61	0.21	2.82	5.81	2.35	3.62	0.0	0.41	0.96	1.27	4.28	1.89	2.41	0.0	0.17	27.58	0.0	0.0	0.0	0.36	0.28	0.2	1.73	1.86	1.4
