	Calb2_tdTpositive_cell_3	Cux2_tdTpositive_cell_2	Cux2_tdTpositive_cell_3	Cux2_tdTpositive_cell_8	Cux2_tdTpositive_cell_56	Cux2_tdTnegative_cell_4	Ndnf_tdTpositive_cell_20	Nr5a1_tdTpositive_cell_3	Nr5a1_tdTpositive_cell_9	Nr5a1_tdTpositive_cell_14	Nr5a1_tdTpositive_cell_33	Nr5a1_tdTpositive_cell_37	Nr5a1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_9	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_38	Rbp4_tdTpositive_cell_3	Rbp4_tdTpositive_cell_79	Rbp4_tdTpositive_cell_96	Rbp4_tdTpositive_cell_116	Rbp4_tdTpositive_cell_171	Rorb_tdTpositive_cell_3	Rorb_tdTpositive_cell_11	Rorb_tdTpositive_cell_36	Rorb_tdTpositive_cell_38	Rorb_tdTpositive_cell_40	Rorb_tdTpositive_cell_43	Scnn1a.Tg3_tdTpositive_cell_7	Scnn1a.Tg3_tdTpositive_cell_55	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3
Prpf3	0.0	1.06	0.04	0.0	0.0	0.0	0.0	48.46	0.0	0.0	0.0	0.11	1.01	9.31	111.01	0.0	0.0	42.08	70.17	51.69	0.0	0.0	0.0	96.99	94.49	62.08	75.54	15.97	252.85	16.71	23.43	27.58
Prpf31	0.0	5.62	139.86	0.14	145.44	0.0	0.0	0.0	0.0	25.75	78.32	147.38	0.1	71.64	91.66	8.39	0.0	4.19	0.0	124.99	0.0	0.0	0.0	0.24	0.0	5.05	10.56	135.78	160.29	21.21	32.56	26.34
Prpf8	2.32	41.8	62.06	0.06	11.05	0.0	0.0	0.07	41.01	2.5	2.47	47.13	18.31	0.13	2.86	0.16	69.73	28.59	1.52	117.36	7.31	0.0	109.74	1.9	0.34	24.74	2.37	29.3	177.49	15.24	15.34	14.33
Ptov1	13.56	0.16	0.71	5.6	0.0	0.0	0.0	19.59	0.0	4.03	0.0	3.47	0.09	0.35	11.11	0.21	0.74	7.05	0.17	0.0	0.0	1.12	0.0	0.17	1.87	56.82	0.0	0.0	149.27	3.84	6.09	6.52
Pyroxd1	0.0	54.12	86.37	0.11	0.0	0.0	0.0	267.63	0.0	0.18	109.46	0.0	1.86	0.0	120.21	0.0	3.88	0.0	0.0	0.0	3.21	21.02	0.0	0.0	0.07	0.0	1.22	0.0	312.11	10.63	13.19	9.48
R3hcc1	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	146.74	9.75	133.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.14	0.0	0.0	204.75	6.31	8.49	7.75
Rab8b	0.0	55.92	1.55	1.61	1.78	0.0	0.0	84.67	2.86	65.51	1.4	0.28	0.63	1.8	0.07	2.17	0.72	5.14	2.62	0.78	0.42	1.74	3.79	1.84	45.71	0.35	0.15	0.49	85.42	32.33	17.06	14.18
Rangap1	10.78	17.7	13.39	78.12	1.3	0.0	0.0	75.7	102.38	4.81	31.47	120.27	22.95	49.26	79.71	53.11	20.66	59.64	53.84	129.56	56.8	286.89	25.71	56.78	109.95	201.66	5.29	92.14	413.52	56.17	53.09	52.42
Rbx1	318.31	381.86	492.73	438.21	535.25	0.21	468.73	196.75	74.18	408.45	235.88	807.34	455.48	710.64	791.03	909.13	1119.96	432.09	417.15	1093.96	490.94	212.04	57.53	275.43	320.01	438.6	444.81	603.88	887.34	544.31	510.02	464.96
Rnf216	0.0	10.9	10.82	0.0	1.94	0.0	0.0	0.21	0.0	27.89	3.57	7.58	6.89	0.78	0.0	0.26	30.2	7.24	0.0	0.0	0.0	0.0	0.0	1.19	0.0	0.38	6.36	0.14	119.33	3.45	4.67	4.36
Rrp1	2.69	221.33	2.44	399.91	244.87	0.0	0.0	131.95	516.49	538.18	390.05	62.86	362.38	182.5	150.74	195.4	52.81	204.42	8.09	120.02	211.36	107.91	234.94	250.31	273.57	445.59	326.45	89.04	917.92	139.29	122.46	124.81
Rtel1	0.0	0.0	4.15	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.76	0.0	11.56	31.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.01	2.47	2.86	1.27
Scn3b	0.0	0.15	0.05	0.0	0.25	0.0	0.0	118.74	0.0	0.19	0.1	53.32	0.09	0.07	5.31	0.0	0.17	73.03	38.28	0.27	0.04	0.06	0.0	86.59	0.11	19.9	128.82	0.28	208.96	23.47	19.14	18.29
Sec22c	0.0	0.49	0.9	0.25	0.85	0.0	0.0	0.26	0.63	0.95	0.13	26.93	0.23	0.52	0.13	0.67	0.23	37.26	0.99	0.47	1.97	0.25	0.83	0.42	0.38	0.47	0.19	0.55	19.41	2.92	4.91	3.11
Sel1l3	0.0	18.4	0.02	120.43	0.0	0.0	0.0	56.13	0.0	0.0	0.0	1.8	103.6	0.03	55.87	0.09	0.0	0.0	2.39	0.0	11.34	3.89	1.04	0.02	0.02	0.0	0.0	55.89	323.1	38.15	28.97	24.27
Setdb1	0.0	1.07	0.25	0.0	0.0	0.0	0.0	0.0	0.0	12.73	17.99	0.96	1.68	0.0	0.0	0.0	2.71	0.0	0.75	0.0	1.28	0.0	0.0	1.5	0.0	0.0	0.0	0.11	110.03	11.39	2.66	5.33
Sh3yl1	0.0	65.95	168.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.46	0.0	0.0	0.0	0.0	0.0	0.0	47.71	0.0	0.0	0.0	0.0	0.0	0.07	0.43	0.0	0.0	283.84	5.05	6.42	7.49
Sipa1l2	0.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.05	1.98	0.05	0.0	34.19	0.06	43.18	7.14	0.1	0.0	0.13	0.0	0.0	0.0	0.3	0.0	0.0	0.0	132.36	2.87	1.34	0.86
Snap25	26182.83	19986.44	24880.43	23752.44	25194.29	0.16	0.0	24000.2	22188.29	24648.02	22891.51	21740.03	21459.53	21685.06	21261.82	23051.34	22470.57	19454.91	20362.31	22845.02	22039.64	21226.95	25542.47	21954.45	22725.47	21280.34	20618.04	20633.02	15305.37	20846.74	19146.26	18964.09
Snx11	0.0	0.07	0.08	0.09	0.0	0.0	0.0	0.0	0.0	0.0	95.71	9.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	1.6	0.0	202.73	0.95	4.88	7.59
Srp68	1.22	82.13	124.63	0.0	56.24	0.0	0.0	132.21	141.41	0.31	65.59	67.71	0.06	26.44	101.88	118.81	0.0	29.96	82.34	1.13	0.0	0.1	0.0	104.3	0.0	146.67	38.3	0.15	266.49	48.02	45.04	45.58
Ssu72	227.66	193.48	250.6	111.06	7.31	0.0	5.26	260.39	111.55	2.77	174.67	226.38	105.17	328.82	39.29	191.65	309.45	389.93	149.53	441.19	313.84	233.67	216.33	372.47	718.29	292.14	191.2	277.26	394.33	150.78	232.1	218.36
Stt3a	0.0	0.14	149.23	6.14	2.64	0.0	2.78	288.7	380.65	12.76	0.0	76.49	56.02	200.16	1.46	0.15	0.0	41.42	0.0	184.25	9.57	0.0	6.33	0.0	0.0	2.34	157.4	3.64	343.51	57.43	46.72	57.05
Stx18	0.0	0.0	0.4	130.48	1.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	116.91	0.0	102.69	0.0	2.08	161.46	0.0	0.0	247.22	0.07	0.0	0.16	0.0	118.37	295.48	15.15	18.59	12.65
Supt3h	0.0	0.06	0.0	0.0	57.18	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.07	3.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	256.71	5.53	6.38	4.53
Supt7l	61.83	127.6	1.46	0.85	0.55	0.0	0.0	0.49	1.81	1.12	1.33	69.44	0.36	13.72	0.0	1.24	0.0	2.36	96.07	0.31	38.79	0.17	3.83	0.4	118.48	0.6	0.0	1.87	319.26	17.82	21.42	30.39
Tmem216	0.0	109.9	0.0	0.0	30.46	0.0	0.0	0.53	0.0	16.04	0.4	0.19	0.15	0.0	0.0	0.0	0.65	108.35	0.0	0.0	0.0	0.0	0.0	135.94	0.11	90.87	0.0	0.12	286.25	57.71	38.93	48.45
Trappc10	0.0	8.85	0.0	1.91	0.32	0.0	0.0	0.0	0.58	1.65	0.0	0.06	0.03	0.44	0.0	1.75	5.3	27.72	6.27	0.0	0.0	0.0	0.0	0.0	0.15	2.67	0.0	0.02	81.53	0.18	0.88	1.29
Trmt2a	0.0	11.71	13.87	13.46	0.0	0.0	0.0	1.99	17.16	21.97	0.0	13.52	0.0	0.0	0.0	4.99	0.0	92.65	69.47	94.22	0.9	0.0	124.0	0.71	0.06	0.45	52.64	69.34	234.77	12.06	7.8	14.86
Trpt1	0.0	155.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	113.23	93.78	0.0	0.0	36.8	14.03	0.0	147.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	188.02	14.7	20.95	13.97
Tshz1	104.25	39.4	88.59	5.06	32.1	0.0	0.0	37.41	11.31	0.13	3.26	14.07	4.32	0.0	0.0	10.23	0.94	2.79	0.0	0.29	0.0	7.31	8.06	9.21	102.79	0.0	4.44	4.99	153.14	1.62	1.17	1.48
Tub	0.0	3.19	79.66	0.04	0.0	0.0	0.0	65.52	0.0	0.0	0.0	0.02	67.3	33.86	0.0	71.55	12.7	75.42	70.06	0.0	18.76	68.96	0.0	0.59	0.06	0.65	0.0	40.87	111.73	18.78	23.45	16.76
U05342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.78	0.0	0.0	0.0
Ube2j1	0.0	46.18	2.83	0.0	0.0	0.0	0.0	177.23	16.2	5.03	0.73	48.79	0.0	62.78	0.0	88.32	1.76	41.77	42.97	7.79	2.99	119.2	36.15	0.06	0.0	0.55	0.82	76.01	463.37	20.23	20.42	24.73
Ube2r2	0.0	94.92	0.21	1.71	26.68	0.0	0.0	0.17	0.22	0.0	19.74	2.84	0.05	0.0	24.54	0.0	0.62	0.99	5.19	0.0	7.76	0.0	0.0	49.72	0.91	0.0	3.93	65.77	87.78	8.7	10.45	16.61
Ulk2	0.0	1.48	53.9	13.3	109.51	0.0	0.0	7.08	18.1	0.0	54.5	53.81	3.24	1.64	0.0	3.54	15.55	5.03	6.96	21.53	45.76	0.0	6.77	0.52	2.42	6.16	8.05	35.12	215.73	25.72	17.62	16.84
Vps26a	108.23	126.06	248.36	0.0	0.18	0.0	0.0	1.67	0.0	64.19	79.56	0.23	0.11	61.91	0.0	95.02	231.74	405.55	168.09	77.44	158.04	52.55	0.0	93.43	0.07	122.74	107.89	157.06	522.32	177.77	127.46	124.09
Vps28	428.62	388.93	563.43	364.47	831.49	92.2	203.45	498.0	987.74	195.64	892.2	589.24	681.62	708.94	499.58	729.01	866.39	384.58	759.0	480.07	486.08	252.33	1864.54	544.47	750.4	477.44	735.47	353.98	1240.61	554.87	604.19	601.15
Wdr67	28.3	0.03	0.0	0.0	0.0	0.0	0.0	9.78	29.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.24	232.92	1.97	0.72	3.96
Wnt4	2.28	3.38	3.46	3.26	2.23	0.22	0.0	3.57	4.88	6.91	1.96	13.81	4.97	2.17	2.6	2.54	9.36	25.42	2.84	4.03	3.63	3.25	5.03	3.79	1.58	3.21	1.24	3.47	68.64	2.07	1.68	1.67
Ythdc2	1.0	18.68	0.75	12.15	1.5	0.64	0.0	2.6	0.77	0.75	0.27	0.55	21.51	3.5	0.64	76.44	11.18	20.96	0.4	1.37	20.48	21.12	0.88	23.93	0.5	3.53	3.94	2.47	115.23	11.66	5.86	7.74
Zfp354c	6.07	0.61	141.12	0.0	0.0	0.0	0.0	1.62	0.0	0.22	0.31	58.47	0.84	3.56	0.0	0.36	15.31	23.62	0.06	0.52	8.42	0.0	4.54	0.06	0.0	53.34	0.05	97.5	110.57	24.8	10.98	14.53
Zfp518a	0.0	7.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.11	10.88	0.06	0.0	0.0	0.0	0.0	0.21	0.0	23.45	160.86	5.42	3.18	4.06
Zfp866	0.3	10.05	0.33	0.9	0.71	0.0	0.0	0.37	0.87	6.92	0.35	50.78	0.06	61.63	0.22	0.36	0.13	8.46	2.34	118.77	0.18	0.3	0.16	1.99	0.13	0.3	0.17	0.17	287.28	10.26	6.17	10.9
Zik1	1.29	0.46	1.12	10.68	242.95	0.0	0.0	136.81	151.84	0.0	0.12	0.13	2.12	0.38	0.1	0.1	0.49	19.45	3.9	5.9	78.16	0.32	0.05	0.07	56.34	3.36	0.21	1.68	332.07	18.44	13.12	16.2
c12_5S	0.0	9.68	0.0	0.0	0.0	0.0	0.0	3.42	240.46	0.0	42.41	0.0	31.88	0.0	0.0	0.0	0.0	198.11	0.0	72.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	315.09	8.79	0.0	5.46
