	Chrna2_tdTpositive_cell_54	Gad2_tdTpositive_cell_55	Nkx2.1_tdTpositive_cell_18	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_6	Pvalb_tdTpositive_cell_17	Pvalb_tdTpositive_cell_20	Pvalb_tdTpositive_cell_22	Pvalb_tdTpositive_cell_26	Pvalb_tdTpositive_cell_29	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_43	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_46	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_65	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_70	Pvalb_tdTpositive_cell_71	Pvalb_tdTpositive_cell_75	PvalbD.Slc32a1_tdTpositive_cell_9	PvalbD.Slc32a1_tdTpositive_cell_17	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbD.Slc32a1_tdTpositive_cell_28	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_8	PvalbF.Gad2_tdTpositive_cell_14	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_22	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_34	PvalbF.Gad2_tdTpositive_cell_39	PvalbF.Gad2_tdTpositive_cell_40	PvalbF.Gad2_tdTpositive_cell_42	Rbp4_tdTpositive_cell_51	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Igsf6	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.31	0.0	0.0	0.29	0.0	0.0	8.22	0.0	0.0	0.0	0.14	1.96	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	1.49	1.53	1.71
Il11ra2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	1.27	4.28	1.89	1.73	1.86	1.4
Inpp5b	0.0	0.15	0.0	9.97	31.48	42.22	6.82	0.84	54.19	0.0	43.44	17.34	13.49	0.0	18.25	6.38	0.0	124.9	19.31	38.53	0.0	0.0	51.09	23.93	29.14	0.0	0.41	26.85	52.29	0.0	0.0	9.9	6.18	1.7	26.04	48.51	41.87	0.0	23.17	9.1	4.89	5.66	28.65	26.45	27.5
Jmjd1c	0.0	21.47	1.67	12.81	0.0	9.78	10.76	16.66	0.0	29.99	9.06	10.81	33.88	10.98	0.0	31.55	1.46	87.4	8.72	4.54	0.0	2.74	0.0	2.05	5.47	4.25	27.4	14.41	21.48	24.17	18.33	25.37	15.48	17.64	28.6	35.73	23.8	1.22	28.43	9.01	6.61	6.51	28.39	24.58	29.69
Lca5l	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.91	0.0	12.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	3.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.66	1.46	1.11	1.25
Ldhb	8970.97	7692.96	8752.31	8798.32	10118.08	10894.4	8525.9	8517.89	5463.85	9343.6	8808.99	6807.49	10165.1	6613.08	9166.61	7814.88	9602.81	7061.15	11261.44	7829.53	8285.69	10004.69	7834.03	7112.99	9074.03	13571.31	7093.74	12546.17	9106.97	8513.41	9755.78	8904.1	8390.99	11010.48	8275.76	6703.36	7724.63	10182.84	11746.38	2122.16	2283.51	2284.99	737.58	774.98	752.92
Lmbrd1	33.35	112.76	40.27	64.76	58.98	60.96	102.13	100.8	29.51	33.39	87.44	56.66	36.31	77.72	8.27	35.45	68.68	289.16	98.8	130.19	125.12	85.69	15.65	40.75	66.81	57.77	16.14	42.79	68.56	72.22	89.1	2.68	73.69	24.74	54.97	25.51	146.73	38.9	64.14	110.46	75.54	86.49	110.34	106.0	104.05
Ly6g5b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.54	0.1
Mapk3	0.93	155.51	0.0	0.0	118.99	46.66	68.59	43.56	155.37	48.96	22.28	39.56	29.66	56.69	77.09	0.0	1.83	231.03	0.0	102.7	117.11	23.49	0.0	103.95	12.25	4.11	102.64	0.0	37.85	113.35	0.99	76.71	64.11	0.0	176.51	0.0	1.25	3.87	6.33	11.59	4.91	11.1	172.96	195.71	185.16
Mcat	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.3	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	49.49	0.0	0.0	33.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.06	0.0	3.66	1.65	4.07	18.77	20.14	19.87
Mfap2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.22	0.0	0.0	0.0	0.0	132.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	6.16	7.58	7.32	5.32	5.98	5.68
Mmp3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mms22l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.61	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.23	0.86	1.04	1.11
Mtpn	0.11	203.91	0.21	0.15	61.69	0.0	37.75	42.77	45.85	87.17	50.45	64.03	35.09	41.11	2.27	63.35	18.14	174.51	79.47	0.95	21.59	30.93	52.59	34.37	36.36	30.92	9.12	52.8	71.97	7.46	56.29	44.33	52.15	89.78	65.56	0.0	27.47	42.32	36.52	83.82	72.87	70.83	259.53	241.66	248.26
Mtrf1	192.5	15.6	39.82	7.4	92.12	0.0	0.0	0.0	0.0	53.88	0.0	44.45	75.72	0.0	0.84	0.0	0.25	127.87	0.0	29.96	0.0	0.0	0.0	0.0	46.16	0.0	91.03	0.0	0.0	0.0	0.0	0.0	57.89	29.26	0.0	0.0	0.0	0.0	0.0	19.91	26.3	14.32	7.89	9.55	9.47
Myt1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.49	0.0	0.07	0.0	0.0	0.0	0.0	11.8	0.18	1.0	2.25	0.78	7.55	7.2	8.44
N4bp2l1	0.0	0.0	1.52	6.28	0.0	6.07	21.15	0.0	8.34	0.0	20.94	28.22	0.0	0.79	3.27	0.0	36.43	115.6	0.0	0.0	0.0	3.41	0.15	0.0	0.0	0.0	2.05	0.0	0.0	5.83	23.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.95	9.48	11.3	11.77	31.4	30.17	27.2
Ncstn	0.0	155.28	69.88	93.51	86.25	95.26	9.81	79.7	0.0	93.22	76.86	132.84	146.03	82.01	0.27	4.67	45.9	305.73	201.58	92.56	120.71	80.97	48.7	58.45	71.03	1.17	122.8	57.61	123.35	9.14	132.01	48.02	75.1	49.89	15.81	75.0	150.33	22.61	58.39	122.71	96.31	103.46	55.85	56.25	54.92
Olfr310	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Osbpl5	0.0	0.0	0.0	2.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.67	0.0	38.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	22.17	0.0	0.0	0.0	0.0	2.74	2.43	3.55	18.03	17.89	19.24
Pcdhga1	0.0	0.0	0.0	0.0	0.0	0.0	5.16	0.0	0.0	48.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.76	3.78	3.97	7.54	8.48	7.45
Pdgfa	20.85	0.0	0.0	0.0	0.0	0.0	5.56	0.0	0.0	27.12	0.0	0.0	4.63	1.01	0.79	0.0	0.0	81.42	0.0	0.0	0.0	1.25	0.0	0.0	0.73	18.12	0.0	0.0	0.0	13.76	0.0	0.0	4.06	0.0	0.0	0.0	2.78	0.0	0.0	8.52	8.07	8.5	44.95	52.18	46.09
Pdss2	0.0	0.0	0.0	15.45	26.82	33.27	40.51	49.34	0.0	0.0	5.52	24.33	58.82	0.0	0.0	10.13	76.52	123.62	0.0	37.3	0.0	0.0	0.0	0.0	5.05	18.07	26.33	37.53	0.99	0.0	0.0	16.09	0.26	34.77	0.0	0.0	0.0	4.06	17.8	19.07	18.13	15.06	14.74	14.6	15.33
Poli	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.76	23.88	0.0	0.0	0.0	0.0	0.0	3.43	0.0	120.97	9.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.07	0.0	0.0	0.0	1.75	0.0	0.0	0.0	41.38	8.31	8.06	7.43	11.01	12.62	12.16
Pramef6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prkar2b	12.65	0.0	0.37	39.03	0.0	20.41	0.0	0.0	0.0	27.03	0.0	22.13	41.67	11.55	1.14	0.0	0.0	107.57	14.93	0.84	2.96	19.66	0.0	0.0	1.27	0.08	9.63	0.12	30.66	48.5	50.63	0.0	24.21	1.44	10.41	3.3	0.16	20.37	60.97	44.68	41.44	43.05	71.52	69.88	65.73
Prkcb	0.08	36.9	35.6	40.5	12.95	22.09	34.79	57.0	17.81	36.4	29.46	29.25	30.94	13.24	8.25	6.38	40.31	51.89	49.45	37.41	37.62	21.51	9.85	19.96	9.83	23.19	45.42	38.0	34.05	59.63	38.29	16.57	41.13	46.98	52.22	37.44	0.85	31.07	23.52	279.7	261.35	235.19	360.87	341.57	387.59
Prkce	0.89	31.38	38.63	57.2	2.92	36.24	26.9	44.87	75.54	26.82	66.56	7.89	24.63	34.91	0.24	0.1	36.28	133.99	37.4	37.01	55.61	69.04	6.16	44.97	31.97	12.17	8.55	15.45	29.69	25.61	28.57	35.1	53.63	34.59	27.33	70.68	46.27	27.51	31.32	119.61	90.9	95.23	203.76	201.38	207.81
Rbm5	4.28	102.88	54.89	86.77	51.57	22.48	134.45	80.1	73.38	37.87	91.11	100.53	60.43	64.82	226.35	39.78	73.95	311.34	119.61	134.04	175.19	61.88	0.0	31.91	56.84	32.59	167.41	83.42	80.0	127.81	155.08	122.33	125.06	168.54	58.72	11.78	174.31	13.02	116.09	138.91	124.44	102.22	104.95	104.34	96.43
Rgsl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.42	0.56	1.23	1.76	1.99	2.57
Rmrp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ropn1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.19	0.67	0.84	1.15
Samd14	0.0	12.58	0.0	0.0	0.0	0.22	14.66	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.23	0.0	0.0	39.23	3.35	0.12	0.16	0.28	0.08	0.3	0.0	0.0	0.0	0.0	0.1	0.0	7.98	0.12	0.07	0.0	0.0	0.61	0.0	0.0	0.1	0.18	0.31	0.17	26.92	31.22	27.06
Sap25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.29	0.0	0.0	0.0	0.0	0.0	5.72	1.67	1.35	4.45	2.93	0.0
Sh2d4b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.36	0.88
Shmt2	0.0	0.0	0.0	4.67	0.0	0.0	0.0	0.0	0.0	0.0	12.41	0.0	0.0	0.0	0.0	0.0	57.93	160.99	0.0	0.0	35.16	9.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.15	7.35	6.99	18.86	20.01	17.49
Slc38a7	56.84	13.77	1.66	16.38	0.0	9.87	3.83	14.09	0.0	17.46	0.0	0.0	0.16	0.0	0.0	0.0	0.0	63.74	0.0	0.0	0.0	0.84	0.0	0.15	0.22	0.0	0.0	0.0	0.11	0.0	0.0	0.0	11.73	3.77	0.0	11.41	0.0	0.0	0.3	7.7	5.31	8.86	21.33	24.04	21.44
Slc39a7	0.0	47.45	36.64	16.98	0.0	0.91	56.05	0.0	0.0	37.82	39.93	23.85	8.99	0.0	88.03	0.0	72.91	177.71	0.0	19.97	41.68	116.53	1.67	43.0	21.58	20.16	11.02	0.2	60.11	29.6	2.49	159.54	64.25	0.26	109.72	0.0	0.0	39.04	53.83	32.39	33.22	33.93	82.77	89.91	87.1
Smpd3	0.0	3.75	3.79	0.11	0.0	0.0	0.33	29.83	0.0	0.53	0.0	0.0	0.0	0.1	0.0	3.19	0.0	8.55	0.06	0.16	0.3	23.05	0.0	0.19	0.0	0.0	0.35	0.0	0.43	0.16	0.0	0.49	0.72	0.11	0.1	0.55	0.22	0.17	0.08	8.62	6.02	3.94	52.6	55.28	52.37
Spryd3	0.0	128.79	45.38	17.8	1.02	0.91	7.86	52.3	0.0	0.89	30.03	23.3	16.83	41.46	0.0	0.25	34.91	100.38	70.85	0.66	1.08	1.14	0.0	120.51	63.84	0.0	15.27	81.34	51.93	60.62	42.82	0.0	79.94	32.84	51.03	0.21	77.92	10.04	126.18	109.25	104.35	144.3	145.21	153.27	145.79
Ssh2	3.45	15.89	9.33	15.38	6.97	0.0	1.44	11.5	0.0	13.93	4.51	0.12	0.0	18.18	3.71	0.0	10.15	37.84	19.65	4.15	22.51	14.19	0.0	18.26	4.6	7.69	5.73	0.0	11.52	0.0	0.0	2.17	21.07	19.82	0.16	32.89	13.36	6.31	0.76	6.21	4.54	4.03	15.14	14.22	15.58
Stk31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.0	0.06	0.0	0.0
Syngr4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.1	0.0
Syt7	43.83	25.57	3.72	6.69	0.43	20.55	13.43	1.66	1.48	33.71	49.81	15.45	25.19	4.85	29.14	4.58	3.65	78.52	11.04	21.94	11.89	15.55	17.54	20.36	19.06	26.82	16.36	6.19	21.93	25.39	22.65	21.07	20.0	10.92	16.63	0.63	2.62	9.63	11.07	39.12	31.02	34.42	137.04	129.89	141.23
Tbc1d23	72.86	19.87	41.0	68.81	0.0	12.11	13.21	0.0	31.25	24.24	26.1	0.0	44.56	0.0	1.26	0.0	27.99	151.61	1.63	10.95	23.93	4.77	15.09	0.0	4.68	37.29	2.74	2.0	28.68	31.48	1.31	12.66	44.17	8.23	31.18	0.0	78.92	25.24	38.3	26.66	21.19	22.33	28.7	27.54	25.61
Tbc1d4	0.0	0.0	1.5	9.25	0.04	0.0	0.0	11.62	0.0	14.2	0.0	7.33	0.68	0.0	0.0	0.0	0.0	61.79	0.0	0.06	22.13	20.31	3.38	8.71	13.29	11.03	5.29	20.71	0.0	2.53	12.63	0.8	0.47	25.35	4.72	0.0	21.41	0.0	1.42	0.0	0.0	0.31	5.17	5.33	4.82
Tbrg4	0.0	0.49	5.73	3.01	9.67	2.58	34.28	21.4	0.0	1.39	25.78	3.13	24.97	8.04	0.0	97.97	0.29	207.95	0.0	20.22	2.34	39.85	0.0	7.84	0.92	40.84	0.0	0.17	12.37	20.52	33.69	0.0	43.09	40.11	0.92	0.0	17.72	0.0	74.95	10.97	10.8	10.29	25.98	27.91	25.75
Tex13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	15.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.44	0.83
Tjp1	0.0	10.06	0.48	1.45	0.0	0.89	0.78	4.02	3.12	13.24	8.22	14.54	2.8	1.0	6.87	0.61	0.0	40.68	0.0	3.15	0.6	1.01	1.15	0.56	1.33	11.01	7.47	0.0	5.06	0.0	0.0	4.23	0.29	1.25	0.0	11.03	4.0	1.95	1.23	5.01	3.31	3.44	44.75	39.86	45.19
Tmem209	0.1	7.34	1.37	22.04	0.11	0.99	1.03	7.64	0.85	38.91	29.44	28.65	65.93	3.1	0.9	2.41	3.57	222.8	1.1	14.95	121.45	0.73	0.82	46.54	0.45	0.51	1.26	33.71	1.4	0.51	80.59	1.28	0.63	0.96	1.19	2.44	0.86	0.28	0.37	30.16	19.44	20.25	24.37	22.03	25.01
Trit1	0.0	0.0	0.0	0.0	0.0	0.0	1.17	0.0	0.0	40.34	12.15	6.52	0.0	0.0	51.7	0.0	49.35	283.34	6.02	0.99	0.0	0.0	0.0	0.47	0.0	27.86	0.0	0.0	0.92	0.0	0.0	79.3	28.82	1.32	0.0	2.72	45.35	0.0	37.18	17.51	19.36	13.08	15.98	15.24	16.75
Trmt61a	0.0	0.32	0.0	3.61	0.0	3.11	0.33	0.46	1.12	0.27	0.0	0.0	0.0	0.43	0.38	0.3	0.46	60.56	0.19	0.0	0.0	0.0	0.54	0.0	10.94	8.06	0.0	0.41	0.95	1.03	7.62	0.96	0.21	0.14	0.5	1.21	0.27	0.24	23.06	0.91	6.4	1.41	17.07	18.47	18.67
Tssk3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.55	0.2
Vipar	67.52	22.15	13.17	105.37	43.18	2.5	2.88	57.12	0.0	25.98	77.18	31.84	77.98	45.98	88.4	0.24	0.0	390.99	0.0	55.28	108.55	18.61	0.11	0.0	55.56	39.5	237.3	25.33	50.42	28.26	16.61	26.69	101.73	3.81	56.23	48.31	58.86	11.52	119.82	68.14	89.0	47.56	47.53	47.76	47.98
Vmn1r101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vmn1r119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vmn1r149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vmn1r158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vmn2r118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.04	0.04	0.09
Wdfy2	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13	0.0	40.12	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53	0.0	0.0	0.0	0.24	6.84	4.65	0.0	0.0	0.0	2.41	0.7	10.75	8.45	11.2
Xpo5	8.28	56.96	0.0	1.91	0.6	0.0	1.92	9.71	0.0	18.03	1.09	13.22	8.01	46.45	0.0	0.0	0.0	129.82	14.89	0.0	2.26	4.61	1.63	24.01	13.61	0.15	10.78	0.0	21.49	0.0	0.0	0.0	2.78	0.0	2.19	0.0	37.16	0.0	17.94	14.0	4.89	5.59	38.99	37.95	38.61
Zfp192	0.0	37.7	2.14	13.41	0.0	0.0	0.0	0.0	0.0	0.0	1.11	0.0	0.07	0.0	1.59	0.07	0.0	56.03	0.0	0.04	0.0	21.75	0.0	0.0	2.38	0.03	0.0	11.73	3.19	11.42	0.05	0.0	0.0	7.31	0.03	0.0	7.05	0.0	29.25	1.54	2.49	4.11	11.14	9.78	11.31
Zfp280c	0.0	35.15	0.0	2.78	0.0	30.24	4.04	0.0	0.19	3.35	15.3	0.0	0.0	18.14	0.0	3.28	4.84	66.15	0.0	0.0	0.0	0.0	0.0	24.04	0.0	8.3	0.4	0.0	0.1	0.9	0.21	0.0	0.51	0.37	10.09	0.13	0.0	0.0	6.76	7.07	8.5	6.77	19.93	19.28	21.14
Zfp641	0.13	0.0	0.0	0.0	0.0	0.39	12.46	0.0	0.0	37.37	0.0	3.25	0.0	30.92	0.21	5.42	32.91	106.11	0.0	0.0	0.0	3.0	0.0	0.13	0.0	0.0	0.0	0.0	1.13	5.69	0.47	0.0	19.08	46.0	1.69	5.26	0.0	0.0	66.37	5.01	2.44	1.69	10.49	9.0	10.28
Zfp960	0.0	57.55	6.31	22.4	1.02	11.43	2.48	4.66	1.83	0.0	0.3	0.34	0.26	36.02	0.77	1.7	25.64	185.58	68.62	6.13	2.14	42.38	21.24	0.0	2.44	36.58	84.14	0.46	6.39	10.08	0.58	45.83	18.83	0.0	0.33	0.43	1.43	1.38	0.98	36.51	37.6	49.53	6.9	4.67	4.97
c7_tRNA-Ala-GCA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.52	16.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.05	17.34	21.05
