	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_38	Chrna2_tdTpositive_cell_51	Ctgf_tdTpositive_cell_11	Ctgf_tdTpositive_cell_17	Ctgf_tdTpositive_cell_19	Cux2_tdTpositive_cell_68	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_99	Htr3a_tdTpositive_cell_106	Htr3a_tdTpositive_cell_111	Htr3a_tdTpositive_cell_121	Htr3a_tdTpositive_cell_123	Nos1_tdTpositive_cell_26	Nos1_tdTpositive_cell_34	Nos1_tdTpositive_cell_46	Nos1_tdTpositive_cell_51	Nr5a1_tdTpositive_cell_31	Nr5a1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_16	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_24	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_30	Ntsr1_tdTpositive_cell_38	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_40	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_45	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_57	Ntsr1_tdTpositive_cell_61	Ntsr1_tdTpositive_cell_69	Rbp4_tdTpositive_cell_1	Rbp4_tdTpositive_cell_5	Rbp4_tdTpositive_cell_50	Rbp4_tdTpositive_cell_73	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_99	Rbp4_tdTpositive_cell_105	Rbp4_tdTpositive_cell_107	Rbp4_tdTpositive_cell_108	Rbp4_tdTpositive_cell_129	Rbp4_tdTpositive_cell_139	Rbp4_tdTpositive_cell_155	Scnn1a.Tg3_tdTpositive_cell_64	Slc17a6_tdTpositive_cell_3	Slc17a6_tdTpositive_cell_24	Slc17a6_tdTpositive_cell_30	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_7	CAV_LP_Ipsi_tdTpos_cell_19	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Cmpk2	34.43	0.0	37.39	0.0	0.0	0.0	25.13	0.0	0.0	58.49	60.08	0.0	0.0	0.0	19.9	146.89	0.0	0.0	0.3	0.0	0.0	0.0	0.0	78.97	91.82	0.0	76.13	0.0	66.16	0.0	10.9	0.0	0.0	37.76	128.4	0.0	23.13	0.0	0.0	0.0	0.0	76.02	12.78	0.0	209.93	7.84	100.81	0.0	0.0	1.32	0.0	38.72	22.74	40.17	45.34	32.28	35.39	120.76	61.47	71.7	0.09	2.18	42.93	0.0	0.0	36.66	90.49	20.47	19.96	19.64
Cog8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.14	2.41	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.07	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48	0.0	0.0	0.0	54.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	5.48	0.0	0.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.2	26.93	30.52	31.31
Col4a2	0.79	0.13	6.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.12	6.87	3.72	0.0	0.0	2.94	0.0	16.27	0.0	2.48	0.0	0.0	1.19	10.39	0.0	0.0	0.05	0.0	15.65	0.0	0.03	0.0	0.0	14.52	0.0	0.0	0.0	0.0	0.0	0.0	44.39	5.79	2.33	0.0	0.0	8.68	0.0	1.47	1.06	1.82	2.1	2.59	2.88	0.0	0.0	0.0	0.0	0.07	0.0	43.56	0.0	0.0	0.09	25.54	27.44	33.03
Cpeb2	3.84	3.69	0.0	13.95	0.0	2.46	0.0	3.4	9.47	0.0	6.34	0.9	16.44	1.93	3.23	1.02	0.0	0.0	12.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61	0.0	0.0	0.0	0.24	24.16	0.0	0.0	0.07	0.08	4.65	1.55	130.39	23.45	5.51	17.52	15.87	23.24	83.0	25.64	0.21	13.74	0.0	0.0	0.0	0.93	4.91	2.56	1.18	3.27	3.75	11.84	0.0	0.1	0.0	0.04	0.0	0.0	0.0	0.04	3.06	42.5	41.51	39.76
D030047H15Rik	0.0	0.0	0.0	0.0	0.0	7.64	0.0	0.0	0.15	0.0	2.54	10.46	0.0	0.0	0.0	0.0	0.9	0.62	0.0	0.0	0.0	0.0	0.13	0.0	5.58	0.0	0.51	0.0	0.0	0.0	0.0	4.73	0.0	0.21	25.38	0.19	0.39	0.0	0.0	0.0	0.0	0.0	3.18	1.8	80.57	0.85	0.0	0.0	0.69	0.33	0.0	1.12	0.45	0.0	0.78	0.82	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	13.26	12.29	12.24
D19Wsu162e	0.0	0.0	0.0	0.39	1.01	0.46	0.0	0.26	0.19	0.14	0.28	0.0	3.86	0.0	0.01	0.37	0.16	0.0	0.61	0.0	0.0	0.11	0.0	0.09	0.09	1.3	3.74	0.14	0.07	22.44	0.18	45.66	0.0	0.2	0.47	0.84	21.96	0.12	0.0	0.0	0.0	0.29	0.0	0.2	14.14	0.66	18.32	0.54	1.59	0.0	0.0	0.26	1.11	6.3	0.5	1.05	3.65	0.13	0.07	0.26	0.0	0.0	0.41	0.0	0.0	11.65	0.18	23.74	24.64	23.55
Dcbld2	0.88	0.0	0.0	0.0	0.0	15.58	0.0	4.79	0.11	0.46	0.0	0.0	0.0	0.0	0.0	0.0	22.21	0.0	0.14	0.0	0.0	0.0	0.05	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	35.82	0.0	0.0	0.0	0.17	40.26	0.0	77.03	0.0	0.0	0.0	0.0	70.8	0.0	8.86	0.61	0.0	0.9	3.25	2.43	0.0	3.55	0.0	0.0	0.0	10.32	47.51	0.0	0.0	0.04	16.18	15.48	16.01
Dnajb5	0.0	0.0	1.01	0.0	0.0	0.0	0.0	0.31	36.59	34.53	0.0	0.0	0.0	11.76	58.44	74.69	0.84	88.42	153.23	0.0	0.15	0.0	14.73	0.0	0.0	1.98	12.08	43.4	4.28	7.32	63.94	91.11	0.42	0.0	17.84	0.0	24.38	79.01	0.63	0.95	0.15	19.5	0.0	0.15	217.16	46.99	43.71	41.96	58.92	0.0	0.0	28.86	63.64	28.05	31.88	25.59	16.46	22.45	18.52	9.01	83.85	17.78	0.0	5.93	21.82	84.78	1.63	140.11	132.47	105.89
Dyrk2	0.0	0.0	9.03	0.0	0.0	19.09	0.0	0.0	0.0	21.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.0	0.0	0.0	80.31	0.0	0.0	0.29	0.0	0.0	0.0	2.01	5.28	2.67	6.7	3.56	5.72	0.0	0.0	0.0	0.0	0.0	13.96	0.0	0.0	0.0	0.0	30.83	29.09	26.61
E130003G02Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.27	0.0	2.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.48	0.0	0.0	0.0	0.0	0.67	0.0	0.0	1.75	0.0	0.33	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.1	18.6	20.92
Efnb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	5.64	0.0	0.0	0.0	11.83	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.4	0.0	0.0	0.0	0.0	37.36	0.0	0.54	0.18	0.0	0.85	0.11	1.06	0.0	0.0	8.73	0.0	0.0	0.0	96.39	0.0	0.0	0.0	11.8	12.13	10.79
Egfr	0.45	0.51	0.0	0.96	0.11	0.5	0.85	0.81	0.67	0.79	0.52	0.52	0.21	0.11	0.48	0.95	0.84	0.0	2.89	0.83	0.88	0.96	0.34	0.38	0.26	0.53	1.35	0.8	0.48	0.46	0.5	0.5	0.54	0.17	0.94	0.51	1.2	0.84	0.06	0.09	0.17	0.79	0.69	0.61	1.23	0.9	0.36	33.85	0.77	0.78	0.71	1.11	0.17	0.17	0.49	0.46	0.18	0.48	0.19	0.95	0.1	0.26	0.58	0.07	0.1	0.0	0.34	6.24	5.93	6.67
Egr3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	1.16	0.0	15.66	0.0	0.0	0.0	0.24	0.0	1.41	0.0	0.62	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.1	0.88	1.04	0.0	7.16	0.0	0.0	0.26	2.49	2.05	0.14	0.5	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	112.58	98.75	94.2
Exo1	0.0	0.0	11.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	20.39	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.45	0.29
Exoc5	5.18	10.24	0.0	0.67	0.0	64.37	0.47	17.16	1.07	0.58	4.84	39.58	0.0	7.75	0.57	0.33	0.62	21.0	0.2	0.0	130.32	0.22	0.0	5.56	7.55	0.0	83.08	0.0	0.08	42.06	0.0	49.52	0.0	20.39	1.1	4.69	0.0	0.0	0.0	0.0	1.55	126.35	10.16	31.93	138.1	40.25	1.48	36.16	20.13	14.72	1.61	14.87	29.67	11.26	6.75	13.65	9.83	0.89	11.85	0.0	0.0	31.0	5.29	0.28	0.0	5.11	0.32	36.29	30.6	34.57
Fam38a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.59	3.38	3.03
Fanci	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	6.95	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.17	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	1.15	1.35	0.9
Foxi1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Gabpb2	0.94	0.66	0.83	1.77	0.43	0.81	24.55	1.36	1.08	0.86	0.97	1.2	0.96	0.33	17.16	1.68	1.2	0.3	5.35	24.95	1.38	0.94	1.36	0.22	0.69	0.91	0.87	0.09	0.28	1.58	1.51	14.98	9.22	2.66	0.33	0.81	0.14	1.19	0.21	0.46	5.24	25.22	0.63	0.78	11.06	0.53	1.63	0.37	12.72	2.4	1.08	1.7	3.1	2.69	6.87	2.16	1.7	0.29	0.42	2.05	0.95	5.67	1.2	0.79	0.95	0.64	0.52	9.12	8.58	8.74
Gm10591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57	0.0	6.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.12	0.0	0.0	0.0	0.0	21.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.58	1.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.16	0.0	3.08	0.0	8.15	0.0	0.0	0.0	0.0	14.32	2.51	1.59	0.0
Gm11981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	1.48	0.52	0.0	0.0	0.0	1.11	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.29	0.14
Gm13304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57	0.0	6.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.12	0.0	0.0	0.0	0.0	21.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.58	1.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.16	0.0	3.08	0.0	8.15	0.0	0.0	0.0	0.0	14.32	2.51	1.59	0.0
Gm15787	0.0	0.0	0.0	0.0	13.82	0.0	0.0	0.0	0.0	27.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.28	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89	2.27	2.27
Gm5441	0.0	0.0	0.0	0.0	0.0	14.04	0.0	0.0	0.9	10.12	0.0	0.0	0.0	0.0	0.0	0.0	2.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.0	0.0	20.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.59	5.95	0.0	0.0	16.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18	0.45	0.49
Gm6524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm8300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gns	23.77	27.54	0.0	0.0	0.0	54.04	0.0	11.83	30.65	0.09	0.0	2.23	1.3	0.0	0.0	78.95	23.44	86.68	18.52	0.0	0.0	0.07	0.0	20.06	0.1	0.0	2.33	29.04	37.17	0.0	0.0	57.73	6.66	0.0	0.52	0.15	4.35	1.29	0.0	2.75	0.0	0.0	0.08	0.0	217.63	46.49	0.0	0.0	16.11	0.0	0.0	0.18	14.16	6.58	3.62	7.81	9.94	36.77	0.0	0.0	0.0	0.0	0.0	32.11	0.0	6.95	0.0	70.53	71.42	68.64
Gp5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	1.19	0.84
Gpr119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	22.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.0
Gpr158	11.42	90.85	16.33	7.03	0.0	15.61	0.06	46.14	62.7	0.0	8.44	0.0	0.0	147.95	30.17	56.45	25.39	54.94	44.53	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.03	9.03	0.0	57.09	0.0	8.18	13.75	0.0	29.29	0.0	0.0	20.87	3.23	102.74	38.7	160.76	4.36	4.63	38.98	39.23	3.61	0.08	11.62	7.07	5.7	16.05	13.17	13.77	14.27	9.92	34.28	0.04	3.06	56.1	0.0	45.49	0.0	7.41	84.39	83.48	85.5
Gpr37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	1.81	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.42	0.0	0.0	0.0	29.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	5.38	0.0	0.64	13.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.23	46.7	49.6
Greb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.14	0.0	0.05	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.51	0.67
Grik5	0.83	0.0	0.0	0.0	0.17	4.03	0.0	0.0	0.46	0.0	1.1	0.07	0.08	0.0	5.72	0.0	7.49	0.0	15.66	6.6	0.0	0.2	0.0	0.67	0.71	0.0	0.06	20.27	0.0	2.29	0.17	0.0	0.0	0.14	16.14	0.15	0.0	0.0	0.0	0.0	5.11	0.0	3.48	0.82	23.7	3.47	0.75	5.64	5.46	8.29	0.0	6.25	0.37	1.07	0.67	2.32	2.16	0.0	0.83	2.9	0.0	0.0	2.78	0.0	0.55	0.0	2.0	151.06	170.74	170.43
Gzmm	0.0	0.0	0.0	0.0	5.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.82	0.0	4.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.66	0.0	5.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.12	0.0	0.0	0.0	0.0	0.0	0.0	1.13	0.0	4.73	0.47	1.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.81	2.5	1.93
Hhla1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Hist1h2bm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0
Hk3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.42	1.28	1.21
Hpse	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	1.17	1.48
Inf2	0.0	1.05	40.29	0.0	0.0	1.61	0.0	0.28	4.4	0.72	7.76	7.21	0.0	13.67	0.0	14.91	14.26	0.0	24.64	0.94	0.08	15.8	0.92	0.0	40.39	0.06	11.29	0.91	0.0	43.24	6.5	23.37	0.0	0.0	0.45	35.19	0.0	0.0	0.0	11.95	0.0	0.0	7.39	27.21	73.99	6.46	11.42	54.98	11.63	11.43	0.0	12.77	8.55	6.06	17.2	5.78	7.11	0.0	0.94	0.0	44.89	21.4	1.28	0.09	0.0	0.0	8.33	111.53	108.63	119.77
Kif16b	0.0	0.0	0.0	0.0	0.0	9.3	0.0	0.0	0.0	0.0	14.19	0.0	0.0	0.38	0.0	0.0	0.0	0.0	61.64	0.0	0.0	41.7	0.0	0.0	0.0	0.0	6.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	36.53	0.0	0.0	0.0	0.0	0.0	0.0	62.96	0.0	0.0	23.05	0.0	2.3	0.0	5.35	2.45	0.0	7.29	1.38	2.08	0.0	10.87	0.0	0.0	0.0	0.11	0.0	6.57	0.0	27.18	8.55	8.36	8.31
Lair1	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	44.46	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.08	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1	5.25	5.32
Lama5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.79	4.02	4.04
Lhfp	0.0	0.0	20.42	0.0	0.0	0.0	106.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.3	204.06	0.0	9.55	0.0	0.0	0.0	0.0	0.0	0.69	7.71	1.91	3.32	5.02	0.0	0.0	108.07	0.0	0.0	0.0	0.0	0.15	0.0	0.12	23.91	24.61	25.68
Lrig1	1.15	35.43	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	7.82	0.0	0.0	0.0	0.0	0.54	5.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.08	0.08	0.0	0.85	13.83	0.0	2.4	0.09	0.11	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.07	52.63	0.0	0.0	0.0	0.0	0.0	0.0	7.71	0.0	0.0	4.67	1.32	1.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.22	19.51	21.42
