	Calb2_tdTpositive_cell_2	Ctgf_tdTpositive_cell_3	Ctgf_tdTpositive_cell_9	Cux2_tdTpositive_cell_4	Cux2_tdTpositive_cell_64	Ndnf_tdTpositive_cell_7	Ndnf_tdTpositive_cell_10	Ndnf_tdTpositive_cell_11	Ndnf_tdTnegative_cell_7	Nr5a1_tdTpositive_cell_1	Nr5a1_tdTpositive_cell_35	Rbp4_tdTpositive_cell_2	Rbp4_tdTpositive_cell_70	Rbp4_tdTpositive_cell_74	Rbp4_tdTpositive_cell_95	Rbp4_tdTpositive_cell_133	Rbp4_tdTpositive_cell_134	Rbp4_tdTpositive_cell_141	Rbp4_tdTpositive_cell_144	Rbp4_tdTpositive_cell_147	Rbp4_tdTpositive_cell_156	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_168	Rbp4_tdTpositive_cell_176	Rbp4_tdTpositive_cell_177	Rbp4_tdTpositive_cell_185	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_6	Rbp4_tdTnegative_cell_9	Rbp4_tdTnegative_cell_13	Rbp4_tdTnegative_cell_14	Rbp4_tdTnegative_cell_22	Rbp4_tdTnegative_cell_23	Rorb_tdTpositive_cell_1	Rorb_tdTpositive_cell_2	Rorb_tdTpositive_cell_6	Rorb_tdTpositive_cell_9	Rorb_tdTpositive_cell_12	Rorb_tdTpositive_cell_16	Rorb_tdTpositive_cell_19	Rorb_tdTpositive_cell_21	Rorb_tdTpositive_cell_22	Rorb_tdTpositive_cell_41	Rorb_tdTpositive_cell_42	Rorb_tdTpositive_cell_46	Rorb_tdTpositive_cell_47	Rorb_tdTpositive_cell_49	Rorb_tdTpositive_cell_51	Rorb_tdTpositive_cell_52	Rorb_tdTpositive_cell_53	Scnn1a.Tg2_tdTpositive_cell_7	Scnn1a.Tg2_tdTpositive_cell_8	Scnn1a.Tg2_tdTpositive_cell_12	Scnn1a.Tg3_tdTnegative_cell_11	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Fam168b	0.0	0.0	0.0	66.97	0.0	0.0	0.0	0.0	0.0	1.6	2.04	67.45	43.31	19.87	71.81	2.51	0.43	32.37	0.88	0.55	1.47	9.22	23.59	1.12	0.0	1.28	0.13	0.15	0.0	0.0	0.0	0.36	0.18	189.06	0.04	0.18	82.51	6.72	85.51	2.42	0.0	4.76	7.38	11.19	1.93	298.24	1.13	22.02	0.47	71.98	22.6	3.66	0.09	0.0	190.42	187.9	191.71
Fam203a	0.23	3.48	0.59	1.74	2.0	0.16	0.17	1.42	2.38	0.79	5.63	0.16	0.36	1.32	1.22	1.95	1.21	0.93	0.56	1.63	1.01	3.47	1.91	3.81	21.48	1.6	0.63	0.0	5.19	5.93	1.64	1.25	0.93	0.9	1.49	0.69	0.6	0.95	20.36	0.89	0.75	2.51	1.28	0.39	0.57	2.91	0.45	0.44	0.99	0.29	1.45	0.0	1.49	3.06	10.21	12.33	12.35
Fam43a	0.0	0.0	0.0	4.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.06	0.0	0.0	0.0	25.6	0.0	0.0	1.47	0.0	0.0	0.0	0.0	0.0	3.29	0.0	0.0	0.0	0.0	0.3	0.0	16.18	17.02	15.1
Fam55d	0.0	0.0	0.0	0.0	0.0	3.71	0.28	6.71	0.0	0.0	0.0	0.0	0.0	8.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46	0.0	22.43	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	134.34	14.88	0.0	0.0	0.12	0.0	0.06	0.0	0.0	2.33	35.34	0.32	0.0	0.0	47.72	0.0	11.05	10.3	10.74
Fgf13	4.7	0.75	1.01	20.83	4.15	16.43	0.4	35.57	4.64	24.16	2.33	0.77	16.07	34.62	4.0	5.15	64.31	58.62	1.02	1.87	7.45	33.32	3.7	28.34	3.38	2.85	1.91	5.0	5.88	0.51	2.77	1.38	3.34	3.24	5.99	68.7	18.36	35.14	253.33	19.09	3.16	4.61	1.07	0.95	16.31	1.99	0.18	3.56	38.81	2.96	2.01	23.59	7.53	5.01	140.0	140.28	135.61
Fgf14	0.0	0.0	0.0	44.35	66.02	0.0	0.0	0.0	0.0	197.37	38.89	0.23	182.51	139.25	125.39	75.35	42.13	208.59	477.8	403.28	33.3	54.42	193.98	86.51	66.76	37.66	0.0	0.45	7.17	0.0	0.23	0.0	0.0	215.2	153.0	542.17	133.26	174.21	435.0	39.64	0.75	209.55	83.74	240.82	111.6	0.77	303.63	205.03	187.81	241.34	77.23	194.26	150.37	0.0	40.9	37.09	39.28
Fgf5	0.0	0.0	0.0	0.26	0.0	0.06	0.05	0.22	0.0	0.44	0.0	0.0	0.41	0.12	0.0	0.15	0.17	0.05	0.0	0.0	13.08	0.11	0.2	0.32	0.29	0.0	0.41	0.59	0.97	0.58	0.32	0.0	0.0	0.3	0.25	0.25	0.55	0.0	122.66	0.0	0.54	0.0	0.02	0.0	0.0	0.49	0.14	0.0	35.48	0.1	0.0	0.35	0.0	0.0	2.9	3.15	2.24
Frmd4a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	173.81	0.06	0.0	0.0	0.11	1.76	0.41	4.02	0.0	0.0	0.0	0.06	0.0	3.92	0.0	4.27	0.0	0.0	140.11	0.0	0.12	0.0	67.66	24.62	0.0	0.0	0.0	0.06	0.0	0.0	19.39	0.0	1.59	0.0	0.0	0.0	0.0	212.24	0.0	0.0	0.05	0.11	0.0	0.0	0.7	0.0	21.54	21.52	20.93
Gale	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.57	20.78	0.67	0.0	0.0	72.91	66.62	0.0	0.0	0.0	95.25	23.12	0.35	0.0	0.0	62.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127.82	179.16	40.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.58	48.03	0.0	0.0	24.05	0.0	0.0	15.25	17.91	15.21
Ganc	0.0	0.0	0.0	1.88	0.0	0.0	0.0	0.0	108.18	0.0	0.0	0.0	4.25	11.65	7.84	0.08	16.16	1.17	0.0	0.0	0.0	3.89	37.5	11.88	32.49	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.77	0.0	0.0	90.53	0.0	0.0	0.39	0.0	0.1	0.0	0.18	0.0	0.0	0.0	0.0	0.17	8.67	0.0	0.0	6.25	4.81	5.11
Gda	0.0	0.0	0.54	24.66	322.99	0.0	0.0	0.0	0.34	140.01	13.44	147.34	135.96	84.85	114.88	4.55	21.87	33.97	35.79	28.77	32.64	54.2	34.59	86.2	30.67	74.36	0.12	0.04	0.35	0.0	0.0	0.15	0.0	1.59	45.14	35.9	67.41	60.33	105.02	62.75	45.83	50.71	66.15	49.43	36.6	0.15	92.81	38.58	57.51	61.21	10.04	4.84	86.7	0.2	173.69	169.3	165.34
Gigyf2	3.96	0.0	47.05	21.84	0.13	0.0	0.0	0.0	218.6	1.46	0.45	0.29	1.8	7.03	6.68	0.0	3.72	0.04	5.0	1.73	0.0	3.34	10.07	13.55	5.16	2.75	0.0	0.13	0.13	0.0	0.22	0.0	0.08	0.0	0.0	7.53	0.0	46.98	107.07	0.0	0.0	56.07	0.0	1.49	7.11	0.0	13.3	0.0	5.59	0.53	1.53	62.51	4.22	0.0	32.74	29.92	31.35
Glt25d1	97.81	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.81	81.66	0.0	79.36	0.0	72.06	7.03	0.3	0.0	0.0	0.68	17.45	0.0	14.49	0.0	19.73	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.83	0.0	136.42	30.54	217.41	0.0	0.0	0.0	63.06	46.45	0.06	0.0	0.2	0.0	3.51	0.16	1.07	6.57	0.0	0.0	49.0	50.0	48.51
Gm13308	0.0	0.0	0.0	51.05	0.0	0.0	0.0	0.0	0.0	16.16	0.0	23.93	46.37	0.0	23.44	23.57	2.57	0.0	32.08	36.62	0.0	9.27	2.72	28.84	31.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.4	1.08	0.0	0.0	148.29	50.55	0.0	18.14	13.49	4.46	120.62	1.14	0.0	0.0	67.78	0.0	46.81	0.0	36.8	0.0	14.95	21.48	8.57
Gm5617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	574.54	0.0	0.0	0.0	6.52	0.0	45.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	775.72	0.0	0.0	0.0	0.0	0.0	0.0	61.17	36.34	0.0	0.0	26.73	0.0	0.0	0.0	0.0	25.46	0.0	0.0	0.0	0.0	0.0	0.0	4.12	5.74	6.97
Gm889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.86	1.03
Gm9958	257.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	4.71	0.0	0.0	11.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.82	0.0	136.49	0.0	0.0	0.0	41.72	0.07	0.0	0.0	58.8	0.0	0.0	0.17	0.0	0.0	0.0	0.0	2.27	1.7	1.45
Gnpnat1	0.0	892.19	0.0	0.08	0.0	0.0	0.0	0.0	0.0	24.51	0.0	73.2	51.48	0.0	0.0	22.47	24.0	0.19	0.0	0.0	224.21	19.7	115.5	8.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	120.95	0.0	14.99	0.0	190.81	36.46	0.0	1.36	34.45	0.0	0.0	0.16	144.45	58.65	10.08	0.4	0.0	0.0	54.67	0.0	13.51	13.03	12.1
Gpr151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	204.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34	0.98	1.07
Gramd4	17.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.44	0.0	0.0	0.0	0.0	0.51	0.0	3.8	14.57	3.95	1.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.37	13.66	0.0	0.0	0.0	0.05	0.0	124.37	0.0	0.16	0.0	1.41	0.12	0.0	0.0	0.0	30.74	29.31	32.63
Hdac3	0.45	0.0	4.75	1.61	0.0	0.0	0.0	3.83	0.31	13.33	0.65	97.95	48.87	25.54	103.85	0.2	15.32	1.54	11.47	72.89	27.69	43.21	0.26	5.71	102.61	2.89	0.16	0.0	10.1	13.61	0.65	12.34	11.13	0.0	6.89	211.32	0.73	0.0	508.03	120.4	1.98	133.21	23.97	20.05	88.36	276.42	0.78	2.27	102.69	22.6	4.18	14.99	0.72	0.0	93.03	96.68	96.8
Hrh2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.83	0.0	3.65	0.0	0.0	819.87	0.0	0.0	0.0	0.0	0.0	0.0	0.76	0.0	0.0	0.0	0.0	242.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.88	6.71	5.29
Hs1bp3	0.0	0.0	0.0	0.0	0.0	487.97	4.23	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.97	7.34	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.54	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.9	10.8	13.62
Hs6st3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.0	0.0	0.0	3.7	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.89	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.0	0.0	7.35	0.0	0.0	0.0	0.0	0.0	29.64	27.08	35.08
Hspa9	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	8.5	157.45	62.48	113.98	47.65	76.31	21.8	29.06	1.43	114.37	0.63	52.57	4.11	104.53	86.17	0.89	0.21	0.72	0.25	0.0	0.21	0.2	0.0	55.5	2.91	0.68	0.48	62.32	146.15	0.27	102.75	0.0	5.19	25.28	79.27	0.27	79.44	38.96	45.23	38.74	27.12	0.15	142.64	0.0	176.91	179.38	174.24
Hspb3	0.0	0.0	0.0	108.31	0.0	0.0	0.0	0.0	0.0	49.09	584.97	0.22	0.0	0.0	0.0	99.49	0.0	0.0	0.0	0.48	0.0	12.95	271.59	0.0	57.43	68.58	0.0	0.0	0.0	0.0	0.0	974.69	0.0	170.12	0.0	0.0	95.41	190.98	457.35	0.0	0.0	0.0	65.9	0.0	73.39	0.0	0.0	26.6	0.0	89.73	0.0	103.3	192.78	0.0	5.1	5.18	5.94
Kcnc2	150.45	0.0	0.0	50.36	19.73	0.0	0.0	0.0	0.0	0.0	3.31	1.48	0.0	0.0	0.0	38.18	53.4	0.0	0.0	9.92	0.0	13.18	96.87	58.73	0.0	1.94	0.0	0.0	0.0	0.0	0.1	0.0	23.46	0.0	0.0	69.33	64.82	0.0	120.51	16.4	0.0	0.0	17.46	29.18	29.11	0.0	0.15	19.1	2.54	73.17	7.02	27.06	14.26	0.0	48.05	45.38	49.05
Kcnk12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.08	14.75	13.8
Klhl22	0.17	0.0	0.0	0.0	279.91	0.0	0.0	0.0	0.0	0.36	0.5	71.51	29.69	97.34	42.68	0.0	73.64	0.09	178.49	164.15	146.99	37.42	353.11	5.89	11.47	26.91	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.69	0.0	6.47	90.02	701.94	48.69	0.0	313.63	143.68	85.14	40.22	0.48	0.12	132.55	56.99	242.1	0.0	3.21	25.17	0.0	75.94	75.89	71.98
Lamp3	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.18	0.29	0.28	0.0	0.0	0.38	0.23	0.0	0.0	0.41	0.52	0.17	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	4.42	0.0	0.36	0.0	0.0	0.07	0.3	0.0	0.74	0.19	0.0	0.15	0.0	0.0	0.0	0.0	0.06	0.0	0.13
Lgi2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	120.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.22	39.3	44.81
Lhpp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.63	0.0	0.25	19.52	2.98	0.0	17.51	0.0	6.54	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	30.24	0.0	186.13	173.28	0.0	0.0	83.6	0.0	77.69	0.0	0.0	0.0	0.0	0.0	0.0	102.74	29.44	0.0	17.73	20.44	18.56
Lynx1	0.11	0.0	0.0	25.02	0.0	0.0	0.0	0.0	0.0	0.05	0.0	24.03	113.01	14.43	0.35	52.28	43.72	14.6	2.32	115.92	86.3	20.37	13.0	3.87	0.0	0.68	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	27.54	0.0	23.96	0.0	30.02	14.61	0.0	243.18	36.74	61.97	23.29	0.42	29.5	97.64	86.29	102.63	2.58	45.35	1.21	0.0	249.12	247.11	249.79
Map4k3	0.31	0.0	0.0	0.0	3.31	18.74	0.0	0.0	0.0	3.09	0.0	6.28	0.0	15.35	0.0	0.36	3.38	5.93	0.13	16.26	108.1	42.16	111.53	12.18	78.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	42.26	27.01	0.0	193.01	0.0	0.0	0.0	1.49	0.8	40.08	0.1	63.32	23.7	16.59	19.97	0.0	11.59	0.0	0.0	49.13	46.2	46.93
Mchr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.86	100.62	0.43	0.0	0.0	0.0	0.0	0.0	0.16	0.0	15.46	46.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.11	0.0	167.77	0.0	0.0	0.0	0.0	0.0	3.86	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	22.39	23.39	22.83
Mcm7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.19	0.0	0.0	43.18	0.0	0.0	0.15	0.0	0.35	8.21	0.23	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.56	0.0	0.0	0.0	5.44	173.68	0.0	0.13	0.0	0.0	71.1	0.08	0.17	0.03	0.0	16.28	0.53	0.0	2.34	0.0	0.44	11.76	11.31	11.63
Med13l	5.72	35.2	0.0	6.31	14.3	0.0	0.0	0.0	0.0	4.56	12.36	10.38	59.12	5.99	29.54	19.0	24.22	3.33	14.81	3.39	18.86	15.68	4.54	22.78	4.58	29.09	29.95	0.23	0.0	2.12	0.0	66.05	0.0	17.62	6.18	9.37	5.64	7.57	127.99	9.06	5.9	9.04	3.28	26.72	10.55	0.0	18.34	43.62	13.21	20.18	7.73	30.58	11.52	0.0	34.62	32.78	36.67
Mettl3	0.0	0.0	0.0	62.73	8.3	0.0	987.71	0.0	32.23	3.94	0.0	0.0	53.92	7.05	2.63	0.0	74.49	95.67	7.96	1.04	112.28	52.36	3.91	8.71	56.65	0.0	0.16	30.96	981.43	0.0	0.32	0.0	0.23	155.22	6.85	2.94	5.38	0.0	207.04	33.29	0.0	1.68	118.95	0.34	23.04	0.0	0.31	0.16	2.56	7.8	0.0	6.97	1.07	0.0	23.2	22.48	23.39
Mff	0.0	0.22	0.0	36.79	0.39	0.0	0.0	0.0	173.51	25.56	4.21	49.79	29.62	8.15	0.19	27.84	49.51	32.24	1.18	49.15	24.52	93.1	236.23	162.49	42.26	104.61	0.17	0.4	0.0	0.0	0.0	0.0	0.0	1.28	144.31	5.03	132.48	0.0	187.55	53.49	0.0	85.45	84.57	53.09	114.17	0.0	0.34	10.14	142.21	3.03	147.75	2.27	124.38	0.0	208.49	208.02	203.49
Mib1	0.0	0.0	0.0	0.11	0.0	0.0	47.28	0.0	360.1	0.0	5.09	3.51	2.14	0.0	0.0	14.24	0.0	17.34	1.0	33.53	3.0	4.41	3.14	0.0	3.47	1.86	0.0	6.66	93.21	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	13.19	21.76	10.49	0.0	1.03	0.0	0.0	24.64	0.0	0.0	0.34	7.34	4.25	0.0	2.88	0.0	0.0	49.4	40.57	49.68
Mical2	0.0	0.0	0.0	72.53	39.99	0.0	0.0	0.0	0.0	30.11	30.06	94.92	37.02	69.58	41.91	66.0	35.6	45.26	8.54	45.04	39.68	46.86	74.32	25.7	50.22	36.8	0.09	0.0	0.0	0.39	0.17	0.0	0.0	66.11	24.23	25.04	68.07	96.8	119.57	42.9	11.34	62.76	62.88	30.13	30.59	0.0	43.35	32.95	91.72	55.62	49.78	90.22	47.68	0.0	226.64	202.81	243.34
Mir17hg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06	0.64	1.22
Mir453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.25	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.16	2.04	2.23
Mir690	24444.4	26828.41	16968.11	14975.11	17639.29	18365.55	19376.41	15562.4	22720.97	14601.28	30464.78	14235.98	30528.33	39867.27	42000.18	28765.87	28695.45	18562.5	16514.31	15437.1	16086.48	11744.41	13369.66	37370.15	37614.4	32522.04	27509.93	44948.68	42282.55	27759.51	24726.6	35532.88	23237.11	16696.03	14928.07	15205.23	14922.39	13378.29	13264.49	48007.3	12458.72	20787.5	11897.22	16172.66	12749.92	26597.61	13652.88	16254.06	9017.47	15605.4	15595.07	15234.85	17305.68	26521.64	1.35	1.29	0.95
Mmadhc	536.8	0.32	0.0	173.72	274.06	0.0	0.0	0.0	0.0	392.97	3.06	114.79	106.11	36.25	54.25	0.31	0.0	0.0	1.28	0.0	0.0	101.8	2.05	0.64	3.29	53.73	0.25	0.0	0.0	0.0	0.0	0.0	859.06	91.25	13.96	253.3	401.93	0.0	614.01	224.27	25.7	171.79	56.57	75.6	50.43	0.65	69.72	89.86	117.41	98.88	207.67	436.44	0.0	0.0	52.86	48.06	51.63
Mpp3	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.21	0.0	14.09	7.95	22.99	67.55	71.78	9.12	46.19	8.6	0.0	0.0	0.0	34.87	0.24	0.28	29.83	10.46	0.0	0.0	0.0	0.0	0.0	0.0	0.16	12.64	64.29	1.81	0.0	5.7	419.73	0.0	0.0	123.96	5.89	0.08	25.23	0.07	0.11	4.41	12.28	0.0	75.73	14.4	50.6	0.0	42.99	45.77	47.83
Mrps34	0.0	0.0	0.0	0.0	3.37	0.0	0.0	0.0	0.0	0.0	0.0	0.19	3.53	0.0	60.96	0.0	34.63	14.85	0.0	0.0	0.0	7.53	0.0	0.0	0.0	5.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.03	0.0	0.0	67.37	0.58	0.0	0.0	25.13	0.28	0.0	0.0	71.89	42.46	59.29	0.0	32.44	0.0	0.0	0.0	61.96	78.81	68.15
Mxd1	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	79.5	0.0	22.57	0.0	0.0	23.67	0.0	4.32	17.99	15.02	0.08	0.0	0.06	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.35	248.56	0.0	0.0	0.0	0.2	0.0	1.06	0.09	18.01	43.66	45.55	0.05	48.8	1.19	0.0	0.0	17.64	17.74	15.25
Ncoa6	2.73	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	16.3	0.33	0.04	9.13	0.0	30.09	52.61	3.45	59.59	41.29	1.36	24.69	12.48	53.83	0.0	0.18	0.0	0.0	0.0	0.0	0.0	146.36	0.0	0.0	1.0	0.03	16.23	19.38	0.41	173.14	27.11	0.0	0.48	3.83	15.88	9.19	3.46	0.0	3.29	0.0	0.0	0.0	0.0	0.0	0.0	32.74	31.16	34.66
Ndor1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.11	1.15	0.13	1.05	0.27	0.21	58.25	0.75	1.83	0.2	1.49	5.55	1.52	4.1	1.79	1.04	2.12	0.82	3.72	2.73	1.03	0.0	0.59	0.76	6.82	0.7	0.21	0.0	0.98	101.35	0.2	1.74	2.04	12.36	1.47	24.59	7.84	0.1	0.6	0.0	27.14	0.61	0.48	5.21	7.55	20.14	19.31	22.51
Neurl1b	0.0	0.0	0.25	89.43	0.0	0.0	0.0	0.0	0.0	25.62	0.21	4.39	76.85	5.95	80.31	0.06	0.07	27.55	120.69	89.6	0.0	5.28	0.08	85.51	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.19	0.37	0.06	0.0	58.26	0.0	0.0	103.53	0.06	0.0	0.0	0.0	0.0	0.9	0.34	0.0	28.61	41.46	0.12	0.0	0.0	0.03	0.0	23.14	25.67	23.69
Nfkbil1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.11	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.66	0.0	0.0	0.0	1.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.79	14.97	14.94
Ngdn	0.38	0.0	0.0	0.18	146.35	0.0	29.41	0.47	0.0	99.56	225.28	12.04	101.28	75.34	51.67	0.67	180.21	141.86	0.0	0.0	16.12	95.58	87.22	111.62	84.13	50.7	0.28	55.6	0.66	0.0	0.0	0.0	0.0	0.0	132.18	385.12	67.09	0.0	586.18	75.31	157.86	134.69	80.11	64.78	200.25	0.36	175.05	178.3	0.0	0.22	0.0	55.88	2.47	0.0	19.25	23.02	20.74
Nrd1	0.11	0.0	0.0	13.89	6.31	0.0	1.46	0.0	0.0	40.72	0.31	0.0	50.95	21.59	44.84	0.75	45.88	0.79	0.91	5.1	0.07	43.94	54.93	69.96	0.17	20.06	0.08	0.7	0.0	577.46	0.0	0.0	0.0	0.0	0.67	74.25	0.0	6.98	287.83	7.1	0.58	0.0	51.29	66.71	23.69	0.0	22.31	9.66	34.0	19.65	20.22	19.4	7.49	67.64	95.97	89.11	99.9
Nrip3	0.34	0.0	0.0	0.03	0.17	0.0	0.0	0.0	0.0	0.14	0.0	94.2	15.83	154.78	13.2	32.22	6.82	28.9	79.91	3.34	0.14	46.18	28.84	16.05	164.57	6.79	0.0	0.19	0.69	0.0	0.0	0.0	0.0	0.0	0.0	44.19	4.91	0.0	159.82	46.45	0.0	0.14	0.1	34.05	0.15	0.25	116.85	0.16	53.66	0.13	0.12	62.38	176.62	0.0	79.58	79.31	80.83
