	Calb2_tdTpositive_cell_58	Cux2_tdTnegative_cell_5	Cux2_tdTnegative_cell_6	Cux2_tdTnegative_cell_12	Cux2_tdTnegative_cell_15	Ntsr1_tdTnegative_cell_3	Ntsr1_tdTnegative_cell_27	Ntsr1_tdTnegative_cell_28	Ntsr1_tdTnegative_cell_30	PvalbF.Gad2_tdTpositive_cell_21	Rbp4_tdTpositive_cell_65	Rbp4_tdTpositive_cell_165	Rbp4_tdTnegative_cell_2	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_4	Rbp4_tdTnegative_cell_10	Rbp4_tdTnegative_cell_14	Rbp4_tdTnegative_cell_16	Rbp4_tdTnegative_cell_21	Rbp4_tdTnegative_cell_23	Scnn1a.Tg3_tdTnegative_cell_2	Scnn1a.Tg3_tdTnegative_cell_4	Scnn1a.Tg3_tdTnegative_cell_8	Scnn1a.Tg3_tdTnegative_cell_12	Scnn1a.Tg3_tdTnegative_cell_16	Scnn1a.Tg3_tdTnegative_cell_21	Scnn1a.Tg3_tdTnegative_cell_24	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Nup107	2.78	0.0	0.0	0.0	0.0	0.0	0.0	12.91	0.0	2.41	0.0	15.37	0.0	0.1	0.0	48.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.06	12.29	11.28	35.8	33.97	25.43	14.5	13.57	13.68
Paxip1	1.13	4.07	0.82	0.57	0.83	0.36	1.02	4.99	1.45	0.57	134.7	10.56	12.74	7.71	0.72	2.57	1.55	4.05	11.64	8.24	2.63	2.9	1.52	0.68	1.11	2.76	0.0	12.5	6.95	0.85	4.76	3.64	4.17	23.04	23.75	25.53
Pclo	0.14	0.06	0.18	0.12	0.02	0.03	0.0	0.22	0.14	32.88	65.24	19.57	0.1	0.11	0.03	0.0	0.35	0.11	0.15	0.06	0.23	0.09	0.0	0.24	0.06	0.0	0.38	20.42	26.29	19.73	30.42	26.21	21.95	60.14	52.02	64.43
Pdcd5	0.0	0.0	367.74	0.0	0.0	0.85	10.82	0.0	67.07	94.47	23.38	322.06	0.0	0.0	0.0	398.4	1.07	0.0	0.0	922.59	0.0	0.0	1.71	0.0	0.0	0.0	367.12	167.84	129.38	286.89	159.74	191.37	197.79	65.78	71.23	59.79
Pde4dip	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.74	7.79	23.98	0.08	0.0	0.0	0.0	0.0	0.0	0.0	13.28	0.0	223.77	0.0	2.5	135.69	152.47	9.89	22.59	11.84	9.59	12.56	14.49	17.76	89.61	85.1	88.65
Phb2	0.0	0.0	62.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.26	0.0	0.0	0.0	0.0	0.0	0.0	7.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.55	0.23	0.3	3.81	5.69	8.09	98.22	102.23	98.96
Plxna2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.83	2.45	17.35	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	13.04	23.72	12.58	20.64	19.94	19.94	47.46	43.4	46.56
Pnma2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.19	5.64	7.27	15.35	0.0	0.07	0.0	0.0	0.14	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.75	21.26	12.88	13.03	17.98	21.64	42.38	41.15	38.55
Polr3k	1.9	0.0	1.59	2.17	19.08	0.38	1.03	1.8	0.87	59.82	154.71	173.97	1.6	473.59	0.35	2.48	3.25	1.69	3.63	1.61	57.25	5.71	0.54	7.23	523.75	1.31	0.44	134.16	121.85	75.08	156.63	147.68	133.2	38.55	33.08	36.88
Ppp1r17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.12	0.25
Ppp1r2	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	36.42	0.0	25.76	0.33	0.08	0.19	0.29	0.0	0.0	0.0	0.0	257.64	0.0	0.0	0.0	0.0	0.0	0.0	17.86	13.3	6.31	18.54	17.2	12.7	107.87	115.66	108.77
Rab1	0.81	69.32	0.0	352.91	0.0	0.0	11.7	0.0	0.34	115.06	190.77	160.17	0.7	434.72	104.01	0.83	107.36	44.4	13.82	48.97	0.27	180.68	0.8	0.51	36.16	12.08	0.0	158.14	171.14	63.3	69.89	106.0	138.16	183.03	182.0	175.29
Rapgef4	3.36	3.03	4.19	4.99	2.7	3.57	5.65	8.6	6.54	37.91	96.82	24.89	14.45	10.9	4.44	6.14	2.38	4.25	5.02	8.24	8.53	5.36	4.36	6.54	7.21	2.21	4.45	60.04	81.0	71.46	60.84	64.38	78.75	364.49	331.56	376.1
Rars	0.0	0.22	0.0	0.0	0.0	0.0	0.0	26.16	0.0	22.98	0.0	73.43	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	345.96	0.0	110.71	119.97	45.82	114.68	110.97	128.0	43.6	43.44	41.49
Rbfox3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.61	22.58	23.13	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.17	33.93	31.34	34.44	34.55	34.4	216.71	228.38	226.62
Rg9mtd3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.4	3.62	30.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.86	41.39	36.33	38.49	36.51	43.41	12.69	12.3	11.79
Rhod	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.92	1.0
Rph3a	0.21	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.42	0.3	129.23	39.75	0.18	0.92	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.13	0.15	0.0	0.3	126.6	136.01	119.03	133.37	114.4	122.7	260.55	249.44	277.37
Sf3b2	0.0	0.0	96.3	0.0	106.24	0.16	53.25	205.77	15.45	93.96	319.11	72.49	0.0	4.77	0.12	537.95	1.19	511.76	202.09	0.0	0.15	0.0	0.0	0.0	0.0	427.38	0.0	92.66	97.01	88.49	104.42	111.6	123.86	167.14	177.62	163.63
Shank1	0.0	12.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.36	8.44	12.75	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.95	7.4	8.7	11.7	10.95	11.76	148.7	139.9	181.16
Slc22a17	302.18	23.72	0.0	0.0	0.0	0.0	25.08	0.3	367.14	267.58	116.16	180.43	0.0	0.0	0.0	0.0	0.56	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123.93	69.73	107.35	63.34	72.98	73.87	585.25	674.77	635.05
Slc25a32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.64	0.14	0.0	1.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	2.53	1.52	0.59	8.87	8.67	7.64
Slc25a47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.52	2.5	3.19
Smap1	0.0	4.89	0.0	0.0	0.0	259.03	0.0	0.6	145.4	125.75	14.65	59.62	0.0	0.15	64.9	0.0	0.29	0.16	38.26	0.41	0.0	0.0	0.0	0.0	0.27	0.0	0.56	25.39	84.47	82.74	71.5	54.57	69.79	96.05	100.46	92.41
Spata2l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.39	11.63	12.75	10.13	5.8	6.44	48.98	51.18	41.3
Spna2	0.09	0.0	0.11	0.06	0.0	0.0	0.0	29.5	7.82	41.78	144.39	63.63	0.17	0.08	0.0	0.0	0.08	0.22	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.61	49.91	45.01	55.17	49.26	49.64	422.57	425.73	438.26
Spock2	0.26	0.0	0.0	0.0	1.69	0.0	0.0	0.38	1.62	1.99	14.33	4.63	0.17	1.31	0.45	0.0	1.22	0.35	0.5	0.0	0.25	1.07	0.0	0.0	0.34	0.0	0.0	30.49	9.03	10.82	17.99	11.86	15.34	393.08	392.03	397.52
Srl	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.04	0.0	3.5	9.97	10.2	9.33	4.49	4.4	4.45
Stat4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.0	0.0	1.52	1.12	1.33
Syt7	0.0	0.07	0.0	0.0	0.0	0.22	0.0	0.11	0.38	21.07	4.78	20.23	0.22	0.22	0.0	0.0	0.0	0.18	0.0	0.09	0.0	0.0	0.0	0.73	0.0	0.0	0.0	41.4	38.43	27.69	39.12	31.02	34.42	137.04	129.89	141.23
Tagap1	0.0	0.0	0.0	0.0	576.34	0.0	0.0	41.02	0.38	184.64	124.88	170.31	5.66	0.27	0.0	0.0	0.55	1364.08	0.0	0.2	0.0	0.0	0.0	95.44	0.0	0.0	1.19	243.36	257.17	236.75	498.58	369.19	369.9	32.72	34.19	32.18
Tmem35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	75.06	122.12	31.36	0.0	0.17	0.0	0.0	0.34	0.18	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.87	49.26	60.74	49.93	48.89	46.78	70.99	76.24	74.14
Traip	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	5.64	4.56	5.57	5.3	11.1	4.89	20.4	14.43	14.86
Trim39	0.0	0.15	0.0	0.42	0.0	1.16	0.0	0.89	0.58	56.19	0.44	3.16	0.51	0.79	1.73	0.56	0.45	0.11	0.08	1.18	0.19	0.0	0.52	0.0	0.4	0.0	0.41	4.92	11.31	4.49	12.8	10.63	14.74	22.87	23.34	21.75
Trp53bp1	0.0	0.0	1.41	0.0	0.0	0.0	0.0	0.0	0.0	29.44	3.89	11.63	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.51	0.0	0.0	0.0	10.81	6.66	6.16	13.83	9.99	10.75	48.54	45.07	44.05
Uba1	0.37	0.63	0.12	0.0	0.0	0.0	0.15	0.21	77.44	43.72	0.04	58.36	0.0	0.32	0.0	0.84	49.69	0.23	5.57	0.0	0.47	0.39	0.29	240.65	0.0	0.0	0.65	51.22	51.87	60.23	77.59	55.27	71.86	244.19	260.71	247.34
Ube2q1	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	104.71	0.0	6.06	12.74	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.16	12.14	28.15	8.79	13.04	12.37	71.27	73.7	67.97
Ush2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.05	0.03
Usp33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.37	214.9	76.02	0.0	0.0	0.0	0.0	0.15	0.17	0.0	0.0	0.0	29.13	0.0	144.71	0.14	0.0	140.76	52.82	45.17	19.58	39.2	40.91	50.8	99.71	93.96	96.49
Usp9x	4.98	0.0	2.28	0.04	0.0	0.0	0.0	0.11	0.07	18.99	29.89	22.32	0.0	0.0	0.0	4.49	0.53	0.0	0.47	0.0	22.94	180.61	0.0	0.0	0.05	0.0	0.0	23.58	19.94	18.27	31.49	28.64	27.69	70.13	59.24	67.63
Wdr59	0.0	6.76	0.0	0.13	0.0	0.0	0.49	0.0	0.34	0.0	52.6	0.75	0.0	0.3	0.0	1.46	0.07	0.08	0.09	0.09	0.62	1.16	0.0	0.67	0.0	0.05	0.0	3.08	1.6	6.45	2.67	2.21	3.99	17.12	17.33	18.0
Zbtb22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	6.49	0.0	0.0	0.0	0.0	202.24	0.0	0.0	17.93	0.0	0.0	0.0	4.41	3.8	2.28	0.34	0.4	1.6	31.62	34.2	31.51
Zfp711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	12.15	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.55	5.5	4.35	12.03	6.94	7.64	7.94	5.98	7.98
Zranb3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.42	1.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77	2.72	2.96	0.07	2.22	2.41	5.96	5.3	5.59
c3_tRNA-Thr-ACY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.53	0.0
