	Chrna2_tdTpositive_cell_51	Ctgf_tdTpositive_cell_20	Htr3a_tdTpositive_cell_96	Nos1_tdTpositive_cell_26	Nos1_tdTpositive_cell_34	Nos1_tdTpositive_cell_46	Nos1_tdTpositive_cell_59	Ntsr1_tdTpositive_cell_1	Ntsr1_tdTpositive_cell_9	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_28	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_45	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_52	Ntsr1_tdTpositive_cell_66	Ntsr1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_41	Rbp4_tdTpositive_cell_96	Rbp4_tdTpositive_cell_99	Rorb_tdTpositive_cell_43	Scnn1a.Tg3_tdTnegative_cell_20	Slc17a6_tdTpositive_cell_23	Slc17a6_tdTpositive_cell_24	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_10	CAV_LP_Ipsi_tdTpos_cell_17	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	CAV_LP_Ipsi_tdTpos_cell_43	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Hist1h2ac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11	1.29	0.87
Hps1	0.0	0.79	0.12	0.0	0.0	0.0	0.43	2.08	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.63	0.0	0.0	0.0	0.0	0.0	0.0	4.93	0.0	1.96	2.65	0.0	0.25	0.76	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	12.86	13.87	13.5
Igfbp3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.42	0.0	0.03	0.0	0.0	0.0	0.0	5.29	0.0	0.0	0.08	1.59	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.97	0.0	0.0	10.12	9.95	10.49
Il23a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.35	0.23
Il4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26	0.0	0.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.53
Jrk	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.59	0.0	50.41	0.0	0.0	0.0	0.0	0.0	65.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95	0.0	0.04	1.87	5.11	1.55	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.94	0.0	4.21	4.41	4.72
Kcnv2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.02
Kdm1a	54.18	12.35	0.0	5.05	80.62	9.39	0.0	1.74	0.21	0.12	0.0	66.25	70.66	0.15	0.11	0.14	0.0	51.58	0.0	136.92	0.0	1.25	0.0	0.0	0.19	0.0	3.55	9.28	11.63	0.39	21.13	15.03	23.68	47.96	0.11	35.15	64.95	0.08	46.86	0.0	0.0	7.31	6.02	0.0	54.33	54.41	51.28
Klf12	0.0	0.0	0.28	34.03	0.0	0.0	0.0	0.0	4.27	0.0	0.0	0.09	0.0	0.0	0.0	3.35	0.09	2.63	0.0	88.76	0.0	0.0	0.0	0.0	0.0	12.07	0.0	6.49	1.11	5.14	2.01	2.55	4.43	3.9	37.01	7.56	32.96	6.8	49.13	0.08	0.0	0.0	26.02	44.38	17.48	15.43	18.79
Lig1	0.0	0.0	2.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.63	0.0	0.0	0.0	0.0	0.0	0.14	12.35	1.39	2.51	6.05	3.75	0.67	0.89	0.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	7.87	8.63	7.18
Lipm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.11
Lrch4	0.0	0.0	31.83	0.0	0.0	2.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.78	55.14	0.0	0.0	0.0	0.0	63.92	0.0	0.16	0.0	0.45	0.0	0.0	0.0	0.34	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.26	7.66	11.08
Lrrc19	0.0	0.0	0.23	0.0	0.0	0.14	0.11	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57	0.71	0.11	1.12	0.0	0.23	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.1	0.07
Mir1940	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.91	0.0	0.0
Mpp3	0.07	0.0	0.0	22.15	3.39	0.0	0.0	3.67	78.88	0.0	0.0	0.0	143.41	1.06	29.84	38.53	10.23	2.02	21.81	154.95	0.0	8.69	0.0	0.0	3.07	0.16	8.05	7.27	9.6	11.29	11.52	10.02	15.34	0.57	77.86	0.51	0.0	24.56	0.0	0.0	0.0	0.0	43.24	3.26	42.99	45.77	47.83
Mybl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	2.23	0.4	0.0	0.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.83	1.23
Myo3b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.27	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22	1.1	1.19
Naaa	0.24	5.94	0.27	0.16	0.36	0.16	0.6	0.11	0.8	0.36	0.0	0.22	0.15	0.18	0.14	0.0	0.12	0.0	0.52	69.36	0.26	0.0	0.0	1.49	12.7	0.64	0.16	6.6	12.69	6.37	4.07	4.01	0.29	0.53	0.16	0.4	0.0	0.27	0.13	0.0	0.75	0.38	1.28	16.19	27.29	28.31	28.88
Ncf2	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	2.18	15.1	0.0	0.0	0.0	1.66	0.0	52.88	0.0	0.0	0.15	0.08	0.0	0.0	2.9	6.42	0.0	2.59	1.66	1.9	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.01	3.87	3.24
Nhedc2	0.0	0.0	0.0	0.0	81.2	73.46	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124.09	0.0	0.0	0.0	0.0	0.0	0.0	4.81	3.09	0.0	8.23	1.6	0.92	4.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.19	0.0	0.0	0.0	1.99	2.87	2.37
Nup160	0.12	10.91	17.16	0.0	0.0	0.0	31.09	51.22	0.0	0.0	0.0	0.0	0.0	7.08	0.11	0.0	0.0	0.0	0.0	67.48	0.0	4.5	0.0	0.0	0.0	0.16	4.55	8.0	4.05	0.82	6.87	5.75	4.53	3.09	0.0	1.46	2.36	0.08	0.0	0.31	1.43	0.0	0.0	0.0	7.62	7.26	7.9
Oaz3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57	0.0	0.0	1.36	1.56	0.95	0.0	0.0	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	5.76	5.93	5.94
Olfr1420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.11
Olfr544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.44
Olfr545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.5	0.0
Pcbp4	0.1	0.0	0.0	0.0	0.0	0.96	0.29	59.34	0.0	4.2	0.0	0.0	0.0	3.06	10.55	0.0	0.0	2.7	0.0	27.96	2.32	0.0	0.0	0.0	0.0	0.0	2.65	4.41	0.33	0.98	0.3	1.53	0.17	1.58	3.59	0.0	0.0	0.95	1.61	0.0	0.0	44.7	0.25	1.34	124.72	143.46	138.57
Pcdha2	0.21	0.0	0.0	10.57	60.52	0.0	1.53	126.96	0.29	23.94	0.0	11.59	0.0	8.21	1.75	2.21	2.93	6.0	0.0	71.32	0.27	0.0	2.37	0.0	0.0	0.0	0.27	0.17	0.98	0.0	3.78	1.86	0.65	1.3	0.0	0.0	0.0	0.0	0.0	0.0	1.88	0.0	0.16	2.4	3.14	3.64	2.8
Pcp4	4955.04	4341.13	5130.46	4425.79	3040.49	2462.79	2799.24	4306.98	4325.62	7467.74	4409.57	6240.76	7407.1	5341.11	6583.41	5620.14	2612.09	2999.77	5093.83	1520.81	2547.46	3911.49	4710.66	3923.3	7030.52	5492.66	4480.25	4373.65	4108.26	5219.57	2919.09	3442.63	3306.12	7638.97	5242.95	4247.86	6941.16	7178.2	5557.87	6670.6	6291.11	8685.7	6217.49	4044.68	788.83	807.59	741.11
Pdss1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.05	7.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.92	0.0	0.0	0.0	0.0	0.0	0.28	1.57	1.82	8.29	0.0	3.37	1.3	3.95	0.0	0.22	0.0	0.0	137.98	0.0	0.0	0.0	0.0	0.0	0.0	7.59	7.12	9.97
Phex	0.21	0.0	0.22	0.15	0.43	0.49	0.25	0.89	0.85	0.75	0.28	1.45	0.36	0.8	0.11	0.48	0.63	0.9	2.55	3.07	0.35	0.76	0.39	0.61	0.04	0.74	0.35	0.3	0.6	0.5	0.66	0.58	0.23	0.58	0.72	0.38	0.38	0.29	0.45	0.57	0.17	0.47	0.16	0.96	0.61	0.6	0.93
Pla2g4e	26.31	0.0	73.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	184.85	0.0	1.97	0.0	0.0	0.0	0.0	0.87	0.0	5.46	1.79	2.44	0.91	2.31	0.0	0.0	0.0	0.0	7.88	0.0	0.0	0.0	0.0	0.0	123.52	8.09	8.57	8.85
Plekhg5	0.0	0.39	0.0	0.0	0.0	0.0	0.0	11.7	0.08	0.0	0.0	0.0	0.0	0.0	12.59	0.2	2.22	16.06	0.11	19.28	0.0	0.49	0.0	0.0	11.42	0.0	8.64	5.14	11.09	10.78	4.72	4.9	6.71	6.93	6.01	7.73	0.0	0.12	0.0	0.0	0.0	0.0	0.0	19.71	54.79	56.74	54.57
Ppp1r3e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.62	12.07	11.13
Pskh1	0.0	0.84	0.0	0.0	0.0	39.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.96	0.0	0.0	0.0	0.0	0.0	0.0	2.2	4.94	0.0	0.0	0.73	0.42	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.82	7.66	9.05
Ptpn4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	8.81	0.0	0.0	0.0	0.0	0.0	0.0	1.58	4.6	5.26	4.99	1.32	1.59	2.93	0.14	0.66	0.12	1.13	0.0	0.0	0.0	0.0	0.0	1.89	0.0	29.52	23.09	30.41
Ralgapb	0.0	6.23	0.35	29.46	0.16	2.7	1.24	22.27	11.64	0.0	6.13	0.0	0.08	0.0	0.46	0.95	0.84	0.0	0.0	36.75	0.0	0.27	17.66	0.0	64.28	0.0	2.7	2.47	1.83	0.13	5.17	4.74	2.78	0.04	0.0	8.02	0.0	0.68	0.03	1.14	0.0	32.38	0.24	0.0	55.12	50.01	54.12
Rasa1	10.36	9.42	16.09	4.1	1.89	0.0	26.4	0.1	0.09	171.84	13.21	0.0	41.98	0.0	21.41	0.08	22.64	0.0	27.77	58.85	0.0	0.0	0.0	0.0	27.32	62.79	17.51	9.19	13.11	16.35	35.08	24.65	23.66	13.59	0.0	0.62	132.46	15.5	0.06	0.0	0.06	0.0	32.57	0.15	30.51	27.77	28.29
Rasd2	0.09	0.39	0.43	0.0	0.92	0.76	0.42	0.2	1.06	0.57	0.36	0.12	0.61	0.58	0.15	1.31	0.19	0.22	1.07	102.07	0.24	0.0	0.18	0.87	0.83	0.32	0.26	0.83	3.32	6.66	5.3	4.27	3.54	1.12	0.29	0.56	1.13	0.51	0.99	0.64	0.57	0.35	0.4	0.15	129.85	133.27	128.26
Rassf4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	12.39	0.0	5.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.05	0.0	0.0	0.07	0.0	0.0	0.0	0.0	9.32	0.05	3.87	3.75	3.09
Rassf8	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.84	0.0	0.0	0.0	0.0	16.03	0.0	0.0	0.0	1.78	0.0	0.87	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.86	0.0	0.0	0.0	11.13	11.08	12.17
Rdbp	0.0	0.0	0.72	0.0	0.0	0.0	0.19	0.25	0.0	0.0	0.0	0.0	0.26	0.0	0.0	125.67	0.0	0.0	114.11	68.51	0.0	0.0	0.0	0.0	0.0	0.0	16.22	6.3	2.72	18.73	9.37	7.08	17.5	72.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133.73	30.58	26.58	32.68	32.31
Ric8b	0.36	1.5	0.0	0.0	3.19	0.67	13.31	50.5	1.22	0.12	359.56	0.0	3.62	0.0	0.34	0.0	0.0	4.96	0.15	91.85	0.0	0.0	0.0	0.0	7.62	0.0	6.39	27.86	3.02	12.31	7.58	8.02	7.63	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	45.42	45.68	43.24
Rnf8	3.24	0.0	0.0	0.0	2.63	0.0	5.1	29.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.83	29.95	0.0	0.22	66.26	0.0	0.0	0.0	0.0	0.0	0.0	1.42	7.42	1.01	3.14	3.85	6.32	3.1	46.58	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.0	7.18	0.0	36.51	35.78	33.56
Samsn1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	1.17	1.5
Sco2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123.09	0.0	0.0	0.0	0.0	0.0	111.0	0.0	0.0	0.0	0.0	0.0	0.0	2.35	3.3	0.0	0.0	1.0	1.13	4.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.81	0.0	0.0	0.0	13.59	14.84	13.61
Setd4	0.0	0.0	5.08	0.0	0.0	0.0	55.82	2.81	0.0	0.0	0.0	0.0	0.19	67.84	0.18	10.99	0.0	0.0	0.0	83.01	0.0	3.06	0.0	50.38	0.0	0.0	30.94	13.22	14.79	1.64	9.42	5.72	15.19	6.08	9.0	6.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.02	8.7	9.18	8.51
Slc2a5	0.0	0.0	16.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25	3.48	3.51
Slc4a7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	1.97	0.06	0.0	0.0	0.0	0.0	10.91	35.74	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.35	0.9	0.37	4.42	2.67	2.74	8.9	0.0	0.54	0.0	4.06	0.0	0.06	0.0	0.08	0.03	0.32	13.09	12.01	12.37
Snora47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.19	0.0	4.52
Stard6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.97	0.0	0.0	0.22	0.75	0.0	0.0	0.0	8.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21	2.55	1.84
Syde2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.34	0.0	0.0	0.0	0.0	0.0	0.0	2.98	0.0	0.0	0.0	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	1.39	0.86	0.43	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	2.05	1.97
Tatdn2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.56	0.0	6.92	17.89	12.8	0.0	0.0	1.08	0.22	0.89	1.05	0.79	1.43	1.97	4.88	0.0	3.46	0.0	6.3	5.04	0.0	3.56	0.0	1.51	0.0	35.62	36.09	36.28
Tgs1	10.3	15.13	48.06	98.45	29.77	0.0	1.08	0.04	8.64	0.08	0.0	2.58	0.0	0.1	0.0	64.31	30.97	0.18	0.0	90.98	6.32	0.0	0.0	4.48	27.59	58.81	16.66	24.02	23.7	17.03	23.8	24.68	28.9	21.31	0.0	18.39	23.92	0.0	12.97	84.74	0.0	27.2	34.42	88.85	18.4	17.31	18.23
Timeless	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.7	5.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.29	2.05	4.09	1.59	0.69	1.31	0.0	0.0	18.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.55	3.19	3.2
Tmem104	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	55.06	0.0	0.0	0.0	0.0	0.0	0.0	47.59	0.0	0.0	0.35	0.0	0.0	0.19	1.48	2.25	0.0	3.26	2.66	2.84	1.51	2.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.19	9.7	9.58
Tmem132a	0.36	14.64	16.27	0.3	0.88	4.21	1.01	7.49	0.18	0.0	0.83	7.37	0.0	12.74	5.71	0.0	15.47	1.89	0.0	78.02	16.62	27.08	0.8	0.0	0.0	8.14	10.72	10.09	11.85	5.69	7.6	7.64	6.84	0.0	0.0	3.79	5.97	1.44	10.65	4.65	15.57	3.14	0.43	3.87	173.98	189.33	182.59
Tnfsf13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.11	4.29	4.72
Tpx2	0.01	0.14	0.0	0.19	0.0	0.4	0.0	0.76	0.08	0.29	0.08	0.0	0.0	0.26	0.08	75.53	0.1	0.29	0.22	74.32	0.0	0.11	0.37	0.08	0.02	0.32	1.87	0.08	0.08	3.4	1.8	0.29	0.54	0.04	0.0	0.11	0.0	1.3	0.14	28.68	0.07	0.0	0.36	0.15	2.25	2.28	2.27
Trim40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.19
Trim56	0.12	1.27	0.36	0.0	0.86	0.42	0.09	0.34	0.0	0.0	0.05	0.09	0.1	0.0	0.44	0.08	0.95	0.88	1.31	0.26	3.31	0.16	0.5	0.21	0.15	0.55	1.78	0.15	0.29	0.96	0.24	0.28	0.19	0.4	0.18	0.02	0.16	0.32	0.0	0.14	0.0	0.52	0.09	0.0	3.55	3.52	4.14
Ttc23	0.0	0.5	0.09	0.17	0.0	0.11	0.0	0.1	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.19	0.0	78.78	0.06	0.08	0.0	0.22	0.0	0.0	0.19	0.0	0.09	0.2	1.24	0.0	1.56	0.09	0.0	0.0	0.07	0.0	0.01	0.19	0.0	0.09	0.17	0.11	3.85	3.45	3.35
Tymp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	4.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.31	2.95	2.93
Uck1	0.0	0.28	0.0	0.0	10.71	0.0	0.0	11.17	0.0	211.16	0.0	65.05	2.73	95.75	0.0	0.0	0.26	0.0	3.9	40.95	0.0	0.0	0.0	0.0	4.23	0.0	7.03	5.35	8.21	3.47	0.62	4.8	6.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.96	46.95	41.68
Vsig10	0.0	0.36	0.14	0.0	0.0	0.08	0.07	0.11	0.0	0.26	0.25	0.0	0.0	0.11	0.03	0.0	0.0	0.0	0.0	0.32	0.08	0.0	0.0	0.0	0.0	0.4	0.09	0.14	0.0	0.1	0.07	0.0	0.0	0.08	0.15	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.07	0.08	1.2	1.5	2.19
Wdr11	0.0	55.37	0.14	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	82.37	0.0	26.7	3.72	0.0	0.0	0.0	0.0	157.39	0.0	0.0	2.17	38.65	0.0	0.0	10.92	4.76	12.07	7.71	15.53	5.85	3.71	0.0	0.0	8.11	0.0	54.86	0.0	0.77	0.07	0.0	1.85	0.0	35.59	34.95	35.38
Yeats2	0.82	0.45	0.11	0.11	36.37	0.0	2.97	1.21	0.06	0.06	0.05	1.34	15.95	26.16	0.93	8.86	1.91	0.17	22.18	37.93	0.0	2.11	0.47	0.12	0.12	0.21	13.97	5.55	5.14	4.51	7.08	3.87	5.15	0.87	0.06	1.68	0.0	0.04	3.32	0.58	0.0	24.25	0.0	0.07	19.59	17.68	19.4
Zdhhc1	0.0	0.0	0.0	0.0	0.0	0.0	3.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.14	0.0	0.0	93.53	0.0	1.71	0.0	0.0	1.15	0.0	0.0	1.83	1.82	2.04	2.19	2.02	1.36	1.27	0.0	4.39	0.0	0.0	0.0	5.83	0.0	0.0	0.0	0.0	37.76	39.37	38.09
