	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_83	Htr3a_tdTpositive_cell_91	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_68	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_8	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_96	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Lrrc47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	180.49	0.0	0.0	0.0	0.0	0.0	35.73	0.0	0.0	0.0	0.0	0.0	2.27	0.0	58.29	0.0	0.0	0.0	0.0	13.34	5.64	3.03	6.06	38.19	42.67	38.86
Mapkap1	0.0	0.0	0.0	0.0	0.0	33.46	10.99	159.46	43.4	0.0	0.17	0.0	0.0	0.0	0.0	14.03	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.77	7.85	6.55	36.6	34.71	34.82
Mcl1	0.0	0.0	0.0	6.64	6.94	0.0	0.0	124.98	64.8	0.0	0.0	11.94	0.0	0.0	0.08	0.0	0.0	17.73	13.1	0.4	0.0	0.0	10.51	108.67	0.0	50.12	56.11	8.34	10.81	7.34	55.64	57.34	46.71
Med12l	0.0	0.0	0.0	18.36	0.0	0.0	0.0	97.34	4.16	3.5	2.87	11.42	0.79	2.79	0.98	9.73	0.0	0.37	0.17	0.0	0.0	15.98	29.13	0.67	0.0	0.0	0.0	4.61	1.77	2.63	16.99	14.98	16.68
Met	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.26	0.41	4.89	4.77	4.94
Mex3c	0.09	0.0	0.0	10.83	0.0	23.93	20.27	79.26	0.0	0.0	0.0	23.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.6	12.55	0.0	21.6	0.0	0.0	0.0	6.9	6.95	2.11	30.19	27.49	26.64
Mir186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.04	8.09	17.46
Mllt1	0.0	0.49	0.0	0.0	0.04	0.0	0.0	102.43	0.0	0.0	0.0	6.87	0.0	0.0	0.0	0.09	0.0	0.08	15.08	0.0	0.0	9.98	0.0	1.62	0.0	0.11	0.0	2.96	2.28	0.19	49.16	47.59	47.43
Mre11a	0.0	0.0	0.0	20.24	0.0	0.0	0.0	146.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.69	0.0	0.0	11.75	6.71	0.0	0.0	0.0	1.78	2.68	0.0	0.0	0.3	1.14	2.77	8.2	7.77	7.87
Mtf2	43.76	0.49	0.0	57.99	17.62	0.55	8.72	110.93	0.87	16.12	0.0	3.51	0.0	0.0	49.32	0.14	0.0	37.31	26.61	0.06	0.77	2.78	1.09	8.23	0.0	41.42	0.0	24.44	21.59	25.07	30.62	28.82	30.95
Mthfd1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	146.53	0.0	0.0	0.0	0.0	0.0	0.0	5.8	6.1	0.0	0.0	17.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15	0.19	0.0	11.6	11.12	8.46
Mtss1l	2.3	26.73	3.15	1.44	2.73	0.0	0.0	69.11	1.3	0.62	0.0	1.08	0.58	0.0	3.26	4.89	2.57	0.0	7.32	1.76	2.29	1.51	12.67	0.0	0.0	0.25	56.85	0.31	0.36	1.39	101.71	102.34	109.18
Mxd3	0.0	0.6	0.0	0.0	0.0	0.0	0.0	98.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.48	0.0	0.0	1.25	1.41	1.46
Myo1a	0.0	0.0	0.0	0.41	0.0	0.0	0.0	48.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	1.09	0.97	0.67
Narg2	0.0	0.0	0.11	0.0	0.0	0.0	1.08	140.99	0.0	0.0	0.0	7.13	0.0	0.0	0.07	0.0	0.0	0.0	1.59	2.12	2.77	0.0	1.73	1.71	16.31	0.0	0.0	5.44	5.56	4.62	6.23	5.11	6.32
Ng23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.43	0.0
Nhlrc3	0.0	0.0	0.0	5.8	0.0	0.0	0.0	125.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.17	0.0	2.47	4.26	1.58	5.88	6.98	7.78
Nin	0.3	0.03	0.0	0.07	0.0	0.0	0.0	49.82	5.53	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.02	1.16	0.0	0.55	5.9	0.0	0.0	0.0	0.84	9.34	8.08	4.78	21.48	21.19	22.87
Nlrp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.41	0.46	0.24
Nodal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.27	0.49
Nron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.06
Obfc2a	0.0	31.67	0.0	43.38	0.0	0.0	47.97	312.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.88	9.69	9.05	10.6	8.67	8.47
Ocln	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.47	4.41	0.11	6.62	6.16	5.9
Odz1	0.0	0.0	0.0	9.36	0.0	0.0	0.0	77.17	0.0	0.0	0.03	0.0	0.0	9.17	0.0	4.55	0.0	0.0	0.0	0.38	0.63	0.0	24.8	0.0	0.0	25.17	0.0	1.48	1.95	1.84	13.1	10.62	12.45
Ogfr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	147.39	0.0	0.0	0.0	0.0	28.42	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.39	0.76	1.22	40.39	38.33	36.92
Olfr239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	151.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.45	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.04	0.0	0.0
Olfr54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0
Ormdl3	74.57	0.0	0.0	27.95	1.58	0.0	0.0	189.98	0.0	0.0	0.13	0.0	7.96	0.0	0.0	20.09	0.0	43.74	0.0	0.0	0.0	0.0	47.93	0.0	15.81	0.0	75.24	3.27	5.49	4.32	55.18	59.41	54.34
Osgep	23.91	0.0	86.06	0.0	0.0	0.0	0.0	255.63	36.5	0.0	6.93	0.0	29.23	0.0	0.0	0.2	0.3	0.0	11.61	35.62	0.0	0.0	0.0	27.67	0.0	0.0	4.98	3.77	11.3	18.64	26.39	27.02	26.61
Pcnx	0.86	0.0	0.0	8.82	0.55	0.0	0.03	46.83	0.37	0.08	0.0	0.0	0.0	18.0	0.28	5.07	0.4	0.0	0.0	0.38	0.0	19.28	1.96	8.75	9.64	0.67	10.22	5.29	5.05	5.01	41.89	39.12	41.76
Pcsk7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	157.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.44	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	3.19	5.38	6.79	18.18	16.48	17.69
Pcyt1a	0.0	0.42	7.27	0.0	19.39	0.0	0.0	122.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.15	0.0	20.17	0.0	0.0	0.85	19.06	6.97	0.0	0.0	0.0	10.31	4.99	5.92	21.4	22.79	20.27
Pebp4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.15
Phactr1	0.0	20.06	13.57	50.38	46.34	36.61	0.09	326.3	0.0	0.74	103.44	44.82	0.57	0.13	51.38	74.37	7.4	40.06	31.24	15.85	20.93	16.54	0.16	31.01	0.14	0.1	0.23	194.11	159.98	162.52	250.29	240.7	240.9
Pid1	0.0	0.0	0.0	0.26	1.13	9.44	0.0	172.98	0.1	0.0	0.0	0.0	0.52	0.0	0.66	0.0	0.0	0.0	41.99	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.0	2.02	6.06	4.72	30.39	29.04	33.74
Plekhm1	0.0	0.0	0.0	0.0	1.17	0.0	0.0	68.6	1.35	0.0	0.0	0.21	0.0	0.0	0.0	23.1	0.0	0.0	1.15	0.0	0.0	25.78	1.32	1.03	0.0	0.38	0.0	1.79	1.79	2.08	16.0	15.96	15.1
Ppp2r2a	19.63	44.7	0.0	31.83	5.18	0.0	15.53	230.57	0.0	0.0	0.06	2.92	26.98	24.82	20.21	18.89	44.79	31.97	11.76	23.82	45.88	0.65	18.55	26.04	53.07	40.59	79.92	29.28	21.59	36.65	64.94	65.65	61.43
Prcc	0.0	0.49	0.13	0.0	0.0	25.28	0.0	71.21	0.0	0.0	0.9	0.22	0.41	0.12	0.0	27.55	0.23	0.13	0.23	0.0	0.0	0.34	7.63	0.26	0.0	0.19	44.04	2.93	5.23	1.36	40.62	42.51	39.66
Prdm4	0.09	0.0	0.11	0.0	0.0	0.0	0.0	108.78	0.0	0.0	0.0	0.0	4.89	0.0	2.52	1.06	0.0	0.0	0.04	0.0	17.44	0.0	0.0	4.34	0.0	0.0	0.0	3.33	8.29	5.81	20.98	20.98	20.76
Prnd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.41	0.1
Rab14	77.27	6.93	23.5	96.19	92.3	7.89	0.0	207.11	205.81	0.0	77.0	188.12	90.01	93.1	1.89	71.87	16.76	112.45	93.45	17.29	52.59	39.36	1.69	29.43	0.0	21.4	44.94	150.2	101.5	117.72	224.9	218.61	212.37
Ralbp1	0.19	0.73	0.0	38.09	1.23	4.9	4.62	126.36	0.0	0.26	0.0	0.0	12.43	3.34	0.15	0.0	0.0	5.16	8.62	0.0	12.19	0.0	0.99	0.0	0.0	0.0	10.62	9.05	10.53	8.52	56.83	58.25	54.72
Rap1gds1	141.29	6.52	39.2	115.78	40.77	61.54	74.25	171.12	84.58	0.28	33.1	70.8	147.77	87.65	48.01	8.02	29.57	59.64	103.07	51.99	13.7	140.02	123.55	78.08	140.71	37.3	13.26	163.34	241.35	252.04	284.57	290.45	264.54
Scel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	143.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.1	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.68	0.0	0.0	2.03	1.58	1.97
Senp1	17.42	0.0	0.0	0.0	0.0	0.0	0.0	44.51	1.27	0.0	0.0	0.0	0.0	0.0	23.64	0.65	0.0	0.0	0.0	4.37	0.0	0.0	0.0	1.73	0.67	0.06	0.07	1.75	2.55	1.98	6.58	5.86	6.76
Sfi1	0.63	0.0	0.0	0.0	0.0	0.2	0.0	102.43	0.0	0.24	0.26	0.0	0.2	0.31	0.29	0.61	1.01	0.0	0.62	0.57	0.14	4.64	0.15	0.0	0.0	0.48	0.22	1.94	2.22	0.52	22.34	18.29	17.07
Sfmbt1	0.0	0.0	0.0	20.01	1.01	0.0	0.98	68.58	0.0	0.0	0.9	24.31	0.42	0.0	0.15	16.75	0.0	0.0	0.08	2.25	9.62	0.0	0.1	30.85	0.0	0.0	0.0	9.71	6.41	6.32	13.24	12.53	13.37
Sh2b2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.89	0.0	0.0	0.0	5.46	0.0	0.0	8.93	0.34	0.0	0.0	21.4	0.0	0.0	0.0	0.0	42.54	0.0	0.0	0.0	0.0	0.0	0.12	4.29	3.91	4.25
She	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.39	2.31	2.02
Sik2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.84	0.0	0.0	1.89	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.08	0.12	0.16	18.17	16.51	18.28
Slc16a11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.26	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	10.36	0.0	0.69	0.99	0.4	17.99	23.06	21.37
Slc22a6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.78	5.29	3.85
Smad4	0.0	0.0	13.0	0.0	0.0	0.0	0.0	76.37	0.0	0.0	0.0	0.0	0.0	0.15	38.45	0.0	40.94	0.0	0.94	1.25	0.0	0.0	38.48	19.44	0.0	0.0	0.0	4.36	3.08	7.25	37.05	35.83	33.91
Snord49a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.89	0.0	4.02
Srebf2	1.74	1.04	0.0	0.74	0.0	0.0	0.0	11.11	0.0	0.0	2.66	0.0	0.0	1.24	0.7	0.0	0.0	1.54	5.93	21.0	0.31	9.93	0.0	0.0	0.0	0.0	0.09	2.2	2.54	2.49	117.15	120.52	122.1
Sst	110572.87	47293.26	31942.05	52293.57	92299.24	48476.57	39954.99	43.44	72114.03	41248.39	79456.04	80147.45	57147.69	68952.67	41941.87	63593.53	55479.93	59257.22	56460.73	63808.17	41295.0	33804.89	78404.02	40301.33	70180.73	34709.45	43001.18	0.0	0.0	0.0	558.6	588.98	558.0
Stk24	0.0	0.0	0.0	28.22	0.0	0.0	0.0	146.27	0.0	0.0	0.0	0.0	0.0	4.25	0.0	5.77	0.0	0.0	0.0	0.0	0.0	0.0	5.91	0.0	30.76	0.0	0.0	1.97	2.81	2.16	44.81	42.02	44.95
Syn3	0.0	0.0	0.09	0.08	0.0	0.0	0.0	109.04	2.45	0.0	32.69	26.89	9.53	53.07	51.61	0.04	0.0	24.69	0.0	0.31	3.34	0.0	0.62	22.33	0.0	0.0	16.55	3.82	4.75	3.65	15.29	14.41	16.58
Tbc1d2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.08	2.74	2.56	2.35
Thap7	113.37	0.0	27.2	0.0	0.0	54.73	133.96	281.28	46.41	0.0	0.46	0.0	44.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.49	37.48	57.99	55.77	69.43	0.0	0.0	28.8	36.23	30.73	29.02	28.15	29.07
Thrap3	75.09	0.0	37.99	0.0	20.79	0.09	64.26	233.48	5.11	96.05	115.82	85.26	15.84	84.96	65.83	47.56	24.73	6.36	27.33	20.87	33.17	32.1	36.36	26.73	2.59	8.52	17.46	36.96	45.92	31.05	80.29	76.35	78.28
Tmem191c	0.0	1.82	0.0	0.0	1.09	0.0	0.0	108.8	0.0	0.0	0.0	0.0	0.4	0.9	0.0	0.0	0.0	0.0	2.17	0.0	0.21	0.0	0.0	0.0	61.58	0.0	0.0	7.57	5.99	10.82	103.0	122.93	114.69
Tnks1bp1	0.0	0.78	0.0	0.0	0.0	0.0	0.0	11.31	0.0	0.0	0.0	5.63	0.0	0.0	0.15	0.06	4.01	0.0	0.05	0.04	0.0	0.0	0.0	0.0	0.46	1.57	6.63	0.99	0.89	0.84	38.59	39.9	41.15
Trhr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.14	2.96	3.62
Trim17	0.0	0.0	0.0	0.0	6.83	0.0	0.0	178.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.05	22.3	0.0	0.0	0.0	0.0	0.0	0.0	3.96	3.11	0.63	5.63	6.64	7.16
Trim33	3.18	11.21	12.56	16.3	0.08	0.85	0.08	99.32	0.92	14.89	2.73	17.06	15.15	1.61	0.39	8.18	1.46	20.08	1.42	1.17	0.06	1.03	1.13	7.65	3.79	3.41	0.24	9.03	5.54	7.39	25.38	22.69	24.34
Trim46	0.67	0.09	12.47	19.62	0.0	1.17	0.0	121.16	23.06	0.0	0.1	1.15	0.2	0.09	0.43	0.0	0.0	0.1	7.45	0.0	0.53	0.0	5.86	0.79	0.0	0.43	74.03	6.17	6.7	6.33	74.11	77.53	76.37
Trpc1	30.42	0.0	1.42	8.85	0.0	0.0	0.0	66.85	0.0	0.0	0.0	36.86	0.09	0.0	0.0	0.0	0.0	11.48	17.29	4.31	0.0	1.47	0.35	0.0	0.0	0.0	0.0	2.27	2.05	3.68	34.41	30.94	33.53
Ttc37	0.2	0.0	0.0	1.01	0.0	0.0	0.0	267.21	3.95	6.34	1.44	9.98	0.05	0.0	0.0	15.9	0.0	0.0	11.42	0.0	0.0	1.13	0.0	0.69	0.0	0.0	0.0	3.4	1.65	3.0	11.39	10.52	11.68
Tulp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.6	0.06	0.0	0.11
Txndc15	69.82	6.75	0.0	5.47	93.79	55.03	0.0	659.31	78.34	17.07	0.0	4.3	34.49	91.05	0.0	2.58	0.0	94.35	5.13	0.62	23.85	67.99	0.1	0.0	0.0	0.0	213.17	33.78	21.08	26.13	75.79	77.31	81.14
Vps8	4.59	0.05	0.0	1.35	0.0	0.0	0.07	65.74	0.0	0.0	0.0	0.0	21.08	4.4	4.66	2.92	0.0	0.0	0.46	0.0	0.0	35.81	1.82	1.98	0.21	0.0	0.0	12.09	6.98	6.08	30.73	30.4	29.26
Wdr60	0.0	22.06	1.14	0.0	0.04	0.43	0.0	58.91	34.48	3.42	8.72	0.0	0.0	0.0	9.44	8.18	0.0	0.0	5.04	1.24	0.0	0.0	0.0	0.0	0.43	0.0	8.53	6.77	5.42	7.32	14.9	13.6	16.36
Zbtb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.82	3.09	1.38	9.39	7.47	7.94
Zcchc8	1.6	0.0	9.0	5.86	0.07	0.0	0.0	91.25	16.43	0.0	0.24	3.3	5.23	3.51	1.49	0.0	0.0	25.27	10.68	0.05	1.79	1.34	0.0	0.0	40.73	31.96	0.81	9.39	13.62	10.69	16.54	17.01	16.57
Zfand5	16.51	13.44	26.84	38.33	34.78	0.0	9.52	161.28	1.38	0.0	0.14	21.05	4.05	16.27	35.19	14.35	0.03	47.75	13.84	0.31	11.79	0.0	24.36	34.94	46.34	8.46	39.64	22.97	16.55	15.36	63.85	62.28	60.25
Zfp397	0.07	0.48	4.84	4.61	0.11	0.0	0.06	180.91	0.23	1.61	26.53	0.17	1.61	0.53	0.11	0.68	60.86	16.86	0.06	4.29	0.0	0.36	31.04	0.59	0.1	0.24	4.34	4.47	8.96	6.26	18.58	16.83	18.15
Zfp472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	207.63	0.0	0.0	0.0	0.0	42.61	0.0	0.0	0.0	0.0	0.12	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.79	13.45	6.56	4.4	3.31	4.85
Zfp64	0.0	20.59	1.4	0.0	0.0	0.0	0.0	117.56	0.0	0.0	0.0	0.0	0.0	18.6	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.59	0.0	0.0	4.44	0.75	2.02	10.29	12.06	9.95
Zmynd10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.2	3.74	4.22	3.4
c14_tRNA-Lys-AAG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.36	3.16	0.0
