	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_77	Cux2_tdTnegative_cell_4	Gad2_tdTpositive_cell_8	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_24	Htr3a_tdTpositive_cell_32	Htr3a_tdTpositive_cell_91	Ndnf_tdTpositive_cell_19	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_36	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_70	Ntsr1_tdTnegative_cell_54	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_101	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Gar1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.19	2.03	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	7.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.6	0.0	0.0	0.0	1.62	1.21	0.48	0.28	1.68	16.55	17.61	15.63
Gimap9	0.0	0.0	0.0	0.0	0.0	0.0	1.46	4.02	1.12	0.66	0.0	0.0	0.0	0.0	0.0	0.21	0.16	0.51	0.0	0.2	2.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.22	0.0	0.0	0.0	0.44	0.84	0.53
Gm10658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	193.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.17	1.25	1.26	0.55	0.9	1.36
Gm12888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.04	0.0
Gm13306	0.0	0.14	0.0	8.68	0.0	11.67	0.0	23.86	17.1	31.22	4.28	0.3	0.03	0.0	1.74	0.0	0.0	7.16	0.58	0.0	0.0	0.0	0.0	4.8	2.47	0.77	0.0	0.0	0.29	0.0	2.79	1.65	1.9	0.13	4.31	0.0	40.26	0.0	1.3	4.89	46.94	0.0	0.0	0.0	0.0	0.0	38.65	4.36	7.83	1.88	0.0	132.22	74.98	61.27	76.52	71.98	30.63	28.29	22.96
Gm13315	0.33	6.88	18.48	0.0	0.0	0.3	2.66	15.39	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.05	0.06	1.97	0.16	0.0	3.4	0.57	0.0	0.0	0.15	0.0	4.03	0.1	0.0	0.0	0.11	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.15	0.09	0.0	0.68	1.02	0.15	0.0	0.35	0.27	0.22	0.71
Gm1568	6.79	0.0	0.15	0.0	0.0	0.0	0.0	35.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.09	15.32	0.0	0.0	0.0	4.48	0.0	7.32	0.0	2.02	0.85	1.25	8.99	10.45	10.71
Gm2506	0.0	0.14	0.0	8.68	0.0	11.67	0.0	23.86	17.1	31.22	4.28	0.3	0.03	0.0	1.74	0.0	0.0	7.16	0.58	0.0	0.0	0.0	0.0	4.8	2.47	0.77	0.0	0.0	0.29	0.0	2.79	1.65	1.9	0.13	4.31	0.0	40.26	0.0	1.3	4.89	46.94	0.0	0.0	0.0	0.0	0.0	38.65	4.36	7.83	1.88	0.0	132.22	74.98	61.27	76.52	71.98	30.63	28.29	22.96
Gm711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.16	0.14	0.56	0.28
Gpr6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.33	18.34	15.05
Gstm7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	4.63	21.95	22.99	22.27
Hdac10	10.1	0.15	101.23	31.82	0.0	0.0	0.0	173.22	0.21	0.0	0.0	0.15	28.75	0.0	0.07	0.0	0.0	12.23	131.59	0.0	0.0	0.0	0.0	0.0	18.84	0.0	0.0	35.88	0.0	10.84	0.0	27.92	0.0	0.0	0.0	0.0	9.4	0.0	0.0	0.0	87.39	0.0	0.0	0.0	0.0	8.8	0.0	0.0	74.16	0.04	0.0	28.34	19.46	7.31	12.11	21.82	13.95	14.64	14.35
Hist2h4	0.0	0.0	64.31	0.0	0.0	0.0	0.0	99.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	6.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16	1.17	2.19	1.47	2.91
Hlcs	7.88	0.15	1.12	0.05	0.0	0.0	0.0	39.36	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.02	0.0	3.61	0.0	0.0	0.24	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.82	0.0	0.0	0.0	0.0	0.17	2.62	0.0	0.0	0.0	0.0	1.19	0.0	0.08	0.0	0.0	0.0	0.0	0.87	0.0	0.0	0.48	0.18	0.0	0.0	0.0	7.75	7.35	7.59
Isoc1	0.0	0.14	0.31	0.0	0.0	0.12	0.88	100.73	0.2	0.17	0.0	0.32	0.11	73.39	0.07	0.21	0.28	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.11	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.22	0.0	2.77	0.34	0.26	0.0	0.22	16.9	0.2	0.17	0.0	0.0	0.11	0.19	0.46	0.62	0.0	1.05	0.0	0.0	0.0	1.38	5.11	2.17	20.25	23.73	21.99
Itsn2	2.01	0.0	25.13	0.11	0.0	43.85	16.99	75.71	0.0	0.0	0.0	3.6	0.0	0.0	0.0	0.0	0.0	34.91	0.04	0.12	29.48	0.24	0.0	0.0	0.0	9.16	0.0	2.73	0.0	28.4	0.0	0.0	0.0	9.84	1.18	0.14	10.59	0.0	4.7	0.0	3.9	0.0	0.09	0.0	11.42	0.0	17.7	1.6	0.0	2.32	0.58	12.29	9.1	8.15	8.27	7.12	26.86	22.35	29.29
Klhl4	0.0	65.26	0.0	0.0	0.0	0.0	0.0	188.09	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.12	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	18.49	0.0	37.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	2.73	1.26	0.0	11.61	11.81	10.95
Ksr1	0.47	0.0	0.0	0.0	0.0	0.0	0.0	5.07	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	4.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.51	0.59	0.42	25.16	29.94	28.58
Lrch3	0.0	0.05	0.0	0.0	0.0	26.28	0.0	94.18	9.05	0.0	0.0	23.17	0.86	0.04	0.0	0.0	0.0	0.04	0.05	0.29	0.0	1.93	0.0	73.19	0.0	0.0	20.27	6.88	0.0	0.0	0.0	17.59	0.1	0.0	16.53	0.0	7.93	21.39	0.0	0.0	0.0	0.0	0.0	30.48	0.46	0.0	0.0	49.27	0.0	0.0	0.12	11.9	10.38	7.92	2.17	2.68	17.89	16.47	19.09
Lrrc69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.26
Mboat4	1.66	1.43	3.01	3.05	0.0	0.46	8.0	120.21	1.91	0.57	1.79	0.53	0.95	1.91	0.53	1.61	1.64	0.53	3.83	1.04	1.1	1.03	2.16	3.87	1.4	1.59	3.16	0.92	0.56	1.53	1.83	1.38	2.89	0.9	0.89	0.0	9.86	1.35	1.35	0.54	1.67	0.57	1.9	7.38	0.24	1.6	0.0	1.23	0.0	1.82	3.68	1.91	1.0	0.71	1.53	2.6	1.61	1.35	2.08
Mef2a	0.0	0.0	2.85	17.83	0.0	0.0	0.0	49.31	5.95	0.0	0.0	0.0	0.0	0.0	0.0	0.04	6.85	3.1	2.8	20.59	0.0	0.39	2.94	3.14	0.0	11.44	22.62	0.0	0.0	0.0	0.51	0.0	0.0	0.0	0.0	3.29	6.48	0.0	0.0	2.47	1.88	8.49	0.0	0.0	0.0	0.0	0.0	0.0	0.11	1.95	0.0	8.61	24.92	23.95	17.94	23.9	74.48	66.44	78.3
Mettl22	0.0	87.72	64.54	64.26	0.0	0.0	0.0	340.5	92.49	0.0	0.0	0.0	0.12	60.55	0.09	0.08	23.6	38.74	0.24	41.89	0.0	0.0	82.61	201.03	0.23	0.0	62.87	83.61	0.0	56.64	57.25	11.92	63.35	134.83	5.2	4.03	60.34	0.0	0.0	128.3	102.12	0.0	0.42	158.04	13.62	0.0	0.0	0.0	58.05	0.0	7.71	38.91	11.23	31.89	25.22	40.62	22.24	23.14	20.63
Mir1894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.57
Mki67ip	44.02	72.23	0.0	0.14	0.0	0.0	0.0	404.57	0.0	0.59	1.09	50.25	15.98	137.52	27.48	0.16	45.01	33.17	0.33	32.46	50.45	0.0	117.68	277.41	0.47	86.71	0.0	0.0	0.0	0.0	0.0	1.48	0.0	49.3	0.13	0.0	65.53	51.78	88.84	0.0	0.0	0.0	0.0	0.0	41.95	54.44	115.24	123.2	47.78	0.91	1.51	27.84	62.22	38.5	56.5	68.53	26.47	26.02	24.46
Mri1	0.0	0.0	0.0	0.12	0.0	0.0	0.0	65.85	0.0	41.76	0.18	0.17	0.06	0.11	0.0	7.54	0.1	0.1	17.7	2.96	0.0	0.13	0.0	0.0	0.0	0.0	0.11	0.1	0.0	0.0	0.0	0.11	3.83	0.0	0.0	0.0	1.82	0.0	0.0	0.11	6.86	0.0	0.0	0.25	0.1	0.45	0.0	0.4	0.3	0.0	3.99	0.0	0.14	2.38	0.16	3.42	11.78	13.9	13.44
Mum1l1	0.0	0.0	15.76	0.0	0.0	0.0	0.0	115.13	0.0	0.0	0.0	0.0	0.0	27.3	0.0	1.07	0.03	0.0	8.76	0.0	12.89	0.0	23.53	0.0	0.0	0.0	0.0	9.41	0.0	0.0	0.3	0.0	0.0	0.0	43.98	10.31	0.24	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	0.0	0.0	2.54	1.42	2.42	1.93	6.43	1.88	2.3	1.77
Myct1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.68	0.92
Myh7b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.28	0.06	3.51	3.82	3.92
Myh9	5.23	5.81	3.3	2.53	0.0	10.54	2.37	14.95	3.66	3.99	7.69	1.72	3.34	5.08	3.36	2.96	2.72	2.56	2.24	0.44	8.28	0.72	4.92	2.91	4.19	1.99	2.63	1.9	2.36	0.0	1.68	3.76	4.02	1.68	2.25	1.09	19.53	1.8	2.78	2.76	5.15	2.12	6.01	1.58	4.77	6.77	3.98	5.75	0.53	2.94	0.0	6.17	4.94	7.76	7.6	8.07	34.12	34.72	35.82
Myocd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93	0.36	0.0	0.21	0.55	0.1	0.07	0.08
Nars2	0.0	0.0	0.0	0.7	0.0	0.0	0.0	110.43	0.0	0.06	0.31	11.66	0.0	0.0	0.02	0.0	16.36	12.08	0.0	0.0	10.06	0.0	6.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	5.65	0.0	0.0	0.55	0.0	0.0	0.0	0.0	0.0	3.68	0.0	0.0	0.0	0.0	0.0	23.8	0.31	0.0	7.36	1.91	7.98	2.92	3.77	9.12	9.34	9.59
Ndufab1	8.41	22.54	25.23	42.07	4.98	21.02	0.0	118.39	17.27	27.27	12.97	7.25	5.04	3.3	2.19	2.83	16.37	2.54	15.12	51.21	21.98	0.0	21.33	15.04	15.44	21.73	37.14	5.36	0.93	0.67	17.33	37.46	6.55	2.18	2.61	69.32	85.6	19.62	0.0	52.71	0.0	56.51	0.0	0.0	2.04	5.71	20.6	31.55	0.0	26.05	0.0	19.0	9.1	7.88	10.89	10.08	106.39	124.38	113.78
Npy	138375.8	64781.64	173305.25	115124.65	0.0	16044.9	14635.6	45335.24	125016.83	34339.27	63494.68	105008.15	149629.49	134232.96	130357.56	116117.28	120987.76	122165.94	132052.33	122154.33	122963.43	130527.91	173863.58	101365.79	126989.03	166048.87	115420.41	191162.16	154857.31	124150.07	134158.33	153405.37	147732.76	141010.39	151963.58	24726.66	985.16	145032.54	28240.98	180453.32	92572.95	38762.64	23340.13	8484.11	137945.15	48908.54	35571.91	32250.58	137580.94	120620.2	68416.93	0.0	0.0	0.6	0.0	0.7	214.21	196.57	200.76
Ntng2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.99	38.23	41.01
Nudc	48.11	64.41	32.2	1.41	0.26	114.49	1.5	220.37	3.44	0.0	136.06	87.73	1.81	0.09	69.67	0.08	0.0	20.87	79.29	23.22	0.0	47.86	82.49	0.0	0.0	0.0	32.06	19.46	3.39	0.0	24.86	43.25	34.39	8.31	22.48	54.55	37.06	0.0	18.27	36.83	34.08	69.65	0.0	0.0	82.56	56.33	0.0	90.24	116.06	48.86	0.0	75.51	23.7	15.41	31.35	34.54	159.92	170.84	160.87
Nudt16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.77	0.0	0.0	0.0	0.0	11.0	0.38	2.42	0.0	0.0	0.76	0.0	18.11	0.0	0.0	61.46	0.57	0.0	0.0	6.98	0.0	0.0	0.0	0.0	0.0	41.38	0.0	0.0	0.0	3.44	0.0	0.0	59.89	0.0	11.87	1.35	0.0	0.0	0.0	23.89	0.0	0.0	0.86	0.0	1.69	0.0	8.68	6.96	7.46	14.52	14.96	18.64
Numa1	9.1	0.05	0.0	3.15	0.0	0.0	0.0	58.24	17.09	0.0	0.0	0.0	0.02	0.05	0.07	0.0	0.0	0.0	9.24	3.38	0.59	3.26	0.0	24.69	15.69	1.96	20.24	0.0	0.0	0.0	8.69	0.08	0.0	0.0	12.02	0.0	1.93	0.0	11.27	0.35	3.54	0.12	0.07	0.0	0.0	0.07	10.8	0.0	0.17	0.0	0.88	3.0	3.52	3.17	5.08	3.78	43.64	43.15	46.99
Ogn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.11	5.35	5.34
Pbx3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	167.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59	0.0	12.89	15.68	14.71
Pde4b	52.17	0.1	4.89	3.12	0.0	0.0	0.0	149.67	1.34	0.0	47.26	29.51	26.94	0.03	73.19	14.88	3.59	41.91	70.71	22.14	0.0	0.08	0.0	51.03	40.29	40.64	38.5	0.31	0.0	9.32	0.16	0.08	31.99	1.18	26.72	0.12	41.38	0.0	0.05	0.52	0.1	0.0	0.0	0.0	8.34	0.0	0.0	0.0	9.9	77.91	0.0	65.41	17.36	84.51	51.75	41.99	82.75	83.55	83.32
Pggt1b	0.0	0.0	37.02	13.69	0.0	0.11	0.0	149.63	55.01	0.08	0.0	0.0	0.0	0.0	0.0	0.03	0.08	0.0	0.0	27.42	0.0	2.26	0.0	0.0	35.46	0.0	19.11	0.0	0.0	51.62	0.0	0.1	0.0	0.0	55.48	0.0	2.37	0.0	0.06	0.0	0.0	0.0	3.32	0.0	0.0	0.0	0.0	0.0	0.0	1.39	0.0	24.1	8.77	13.08	6.54	10.15	8.69	7.4	10.25
Phactr3	7.11	2.1	0.0	0.05	5.26	0.0	0.0	44.92	0.0	0.0	4.5	0.0	0.03	0.0	0.39	0.0	1.73	0.0	0.0	1.77	0.0	0.06	0.0	0.06	0.0	9.71	16.18	25.26	0.04	0.0	0.0	0.0	0.0	16.82	0.0	0.0	8.85	0.0	0.0	15.98	0.0	0.0	5.95	0.57	0.0	0.0	0.09	2.25	9.14	9.99	0.0	6.02	3.27	3.37	5.36	3.93	66.7	67.73	71.18
Pld5	0.0	0.11	3.12	0.11	0.0	0.0	0.0	356.75	91.06	0.0	123.61	34.82	0.06	0.08	0.0	0.11	0.0	0.07	15.05	13.63	0.29	0.09	20.39	24.73	0.0	0.0	0.07	0.0	1.66	0.0	1.27	2.09	0.07	0.18	3.98	0.04	4.9	29.27	0.05	14.39	0.1	0.0	0.0	0.0	0.0	0.14	0.12	0.68	0.0	73.86	0.0	0.0	0.06	0.0	0.22	0.16	6.64	5.61	7.19
Ppp1r1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.73	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.32	64.1	47.05	28.76	25.36	454.86	500.69	444.22
Ppp1r3a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.03	0.01
Prdm15	0.0	0.0	0.21	0.0	0.0	1.06	0.0	79.39	0.08	4.36	0.0	0.0	0.0	20.28	0.03	0.0	4.77	0.0	0.0	0.0	6.88	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.0	6.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	8.85	0.14	8.87	2.63	3.19	9.38	8.23	8.97
Prrt3	0.0	0.0	29.93	0.08	0.0	0.0	0.0	3.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.07	0.09	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.13	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.04	2.8	0.36	1.76	2.09	39.26	41.02	44.37
Psg27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.05	0.0
R3hdm2	12.46	0.0	5.33	0.07	0.0	6.6	1.48	66.1	0.0	0.44	4.85	11.96	3.1	1.68	11.41	2.29	4.11	6.82	33.84	12.74	3.2	2.7	1.16	0.0	34.51	6.39	6.67	0.42	5.94	0.0	0.1	0.0	0.29	0.0	11.08	13.68	23.28	3.74	0.81	13.49	25.05	0.77	0.0	0.13	0.82	2.49	2.7	0.0	14.3	0.16	2.33	60.18	41.1	15.22	21.28	24.34	167.66	158.1	167.93
Rad50	0.0	0.0	3.03	0.0	0.0	6.86	0.0	109.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.0	15.37	2.86	0.06	0.0	0.0	0.0	8.32	11.04	12.6	0.0	0.0	0.0	0.0	12.84	0.0	0.0	0.0	0.0	0.0	6.36	0.0	2.85	6.48	0.0	0.0	4.32	24.05	0.0	7.39	8.81	9.4	9.12	6.2	8.67	6.88	8.21
Rad51c	0.0	45.09	0.0	0.0	0.0	0.03	0.0	57.61	0.0	0.0	0.0	0.25	19.92	0.0	0.0	0.0	0.07	0.0	0.0	0.09	0.0	0.0	45.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.32	41.67	0.09	0.17	0.0	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.07	18.99	0.0	0.0	0.0	0.0	0.0	12.55	15.21	1.01	7.56	2.23	2.82	2.31	2.93
Rfng	6.69	0.0	0.0	0.13	0.0	16.67	0.0	143.42	21.53	0.0	61.0	0.35	0.08	0.0	52.15	42.42	6.33	1.15	0.0	6.68	25.06	0.0	25.27	76.93	0.14	23.15	43.07	48.79	0.0	40.2	11.4	0.0	0.0	0.0	0.0	0.61	7.5	1.77	28.31	0.0	0.0	0.0	0.0	0.0	13.44	0.23	0.19	0.0	0.0	0.04	23.49	11.77	12.26	18.43	15.53	15.34	81.25	85.04	84.63
