	Ctgf_tdTpositive_cell_2	Cux2_tdTpositive_cell_123	Cux2_tdTnegative_cell_5	Cux2_tdTnegative_cell_6	Cux2_tdTnegative_cell_12	Cux2_tdTnegative_cell_15	Gad2_tdTpositive_cell_15	Gad2_tdTpositive_cell_39	Ndnf_tdTnegative_cell_4	Ndnf_tdTnegative_cell_5	Ntsr1_tdTnegative_cell_12	Ntsr1_tdTnegative_cell_14	Ntsr1_tdTnegative_cell_25	Ntsr1_tdTnegative_cell_27	Ntsr1_tdTnegative_cell_28	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Rbp4_tdTnegative_cell_2	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_4	Rbp4_tdTnegative_cell_9	Rbp4_tdTnegative_cell_10	Rbp4_tdTnegative_cell_14	Rbp4_tdTnegative_cell_16	Rbp4_tdTnegative_cell_19	Rbp4_tdTnegative_cell_21	Rbp4_tdTnegative_cell_23	Rorb_tdTpositive_cell_39	Rorb_tdTpositive_cell_54	Scnn1a.Tg2_tdTnegative_cell_5	Scnn1a.Tg2_tdTnegative_cell_16	Scnn1a.Tg3_tdTpositive_cell_100	Scnn1a.Tg3_tdTnegative_cell_2	Scnn1a.Tg3_tdTnegative_cell_4	Scnn1a.Tg3_tdTnegative_cell_8	Scnn1a.Tg3_tdTnegative_cell_12	Scnn1a.Tg3_tdTnegative_cell_16	Scnn1a.Tg3_tdTnegative_cell_21	Scnn1a.Tg3_tdTnegative_cell_24	Sst_tdTpositive_cell_4	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_22	CAV_LP_Ipsi_tdTpos_cell_26	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Mina	0.0	0.43	0.0	0.0	0.0	0.0	0.0	963.57	0.0	0.0	0.93	0.0	0.0	0.0	0.0	12.55	26.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.73	20.87	49.75	39.68	14.63	23.75	0.0	4.23	14.02	11.47	12.01
Mrps22	0.0	2.31	0.0	0.0	0.0	0.0	65.96	1216.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.42	43.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.19	0.0	0.0	335.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	49.01	31.85	43.83	5.05	27.92	32.87	0.0	35.36	29.72	27.38	28.55
Mrps23	0.0	0.0	0.0	0.0	0.0	0.0	0.94	1030.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.99	71.09	0.0	0.0	599.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.17	0.0	8.06	237.33	0.0	0.6	0.8	0.0	0.0	0.0	0.0	68.3	63.91	36.35	62.9	34.76	36.82	63.11	0.0	0.0	50.49	51.9	51.07
Nbea	0.0	29.95	0.0	0.0	0.0	0.0	4.37	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.23	20.54	0.0	0.03	0.0	0.07	0.0	0.12	0.03	0.0	0.02	43.48	0.09	0.02	0.17	0.03	47.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.35	25.57	15.0	26.53	21.99	19.49	19.1	0.0	0.16	86.62	79.29	87.87
Nckap1	0.15	11.84	0.0	0.0	0.14	0.0	8.81	119.09	0.0	0.0	407.43	0.0	9.12	68.71	0.2	135.57	117.16	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.05	0.14	1.45	0.52	0.33	0.75	5.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.52	120.1	79.27	83.09	136.74	101.19	101.32	38.04	0.52	414.19	390.98	392.44
Negr1	0.0	43.36	0.0	0.0	0.0	0.0	0.0	559.52	0.0	0.0	1.71	0.0	4.89	25.05	0.0	43.61	35.89	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.04	0.18	0.37	0.0	252.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.01	48.28	19.68	32.87	69.74	27.55	43.45	104.64	117.16	132.03	133.65	130.93
Neil1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1027.27	0.0	0.0	0.0	0.0	87.93	0.0	0.0	0.0	1.14	0.0	0.0	0.0	0.0	0.0	6.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.61	0.0	10.0	2.36	4.85	3.97	0.0	0.0	10.82	14.47	11.97
Nisch	289.83	43.51	300.74	19.98	0.0	10.51	65.66	798.54	41.54	0.0	1.05	312.42	0.0	0.0	0.0	24.1	25.04	0.0	8.16	39.8	26.29	90.55	9.82	0.06	110.89	0.0	0.0	170.51	0.03	73.48	110.83	18.77	0.0	12.77	179.94	0.0	32.49	2.41	0.67	21.41	30.12	20.6	16.61	16.06	20.17	23.92	2.52	0.16	203.61	209.36	214.29
Nr1d1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	488.29	703.44	513.77	0.0	0.0	280.67	135.73	0.0	83.39	73.01	0.0	0.25	0.0	0.0	0.0	0.25	0.13	0.0	0.0	0.0	85.39	699.27	887.15	504.64	18.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	56.07	56.43	81.82	49.67	62.41	64.96	64.14	0.0	179.63	206.02	174.77
Pcdhga4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	582.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	7.63	7.06	2.83	4.45	3.65	0.0	0.0	12.78	13.38	12.64
Pdia3	0.0	283.99	116.36	416.38	9.04	11.16	28.89	966.76	135.38	0.11	58.47	0.0	8.7	48.63	4.88	100.92	37.47	107.16	753.93	0.14	0.29	486.51	142.33	0.4	247.54	13.27	0.0	0.0	0.0	1.56	4.96	47.71	15.36	342.97	55.01	1013.66	49.42	46.83	0.48	49.27	63.46	39.48	23.36	22.6	29.05	18.94	0.0	0.0	154.5	153.1	147.09
Pgbd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	704.08	0.0	0.0	0.0	279.66	0.0	309.9	0.0	1.69	0.0	0.0	0.0	0.0	0.25	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.06	3.42	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.15	8.09	6.17	7.83	4.74	9.03	0.0	0.0	2.23	1.96	2.09
Poglut1	0.0	634.49	0.0	0.17	0.0	0.0	115.83	1238.31	0.0	489.31	465.82	0.0	0.0	0.0	0.0	56.48	35.81	0.0	0.0	0.0	14.06	0.46	0.0	0.27	0.0	0.0	0.0	501.74	0.27	0.0	0.0	0.1	0.0	0.0	0.0	0.0	738.44	0.0	1.44	96.29	28.92	59.74	10.2	73.03	62.85	89.35	0.0	0.0	44.67	43.32	40.7
Polr3h	0.0	113.75	0.0	0.0	0.0	0.0	0.0	759.87	0.0	0.0	0.95	0.0	0.0	0.0	0.42	34.6	7.87	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	293.86	0.0	0.17	0.0	1.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.51	7.68	4.12	17.91	3.42	12.78	7.78	0.0	1.94	29.68	32.84	32.42
Pou3f2	0.0	197.37	0.35	0.52	0.14	0.0	0.51	21.42	170.62	38.54	62.17	227.35	86.79	78.78	0.12	19.35	37.44	0.4	1.95	0.0	0.32	1.65	0.14	0.19	0.0	0.08	1.78	145.62	75.54	427.31	17.85	13.18	0.0	3.41	0.0	0.0	0.0	0.0	0.0	0.19	11.69	3.19	5.96	10.23	4.1	2.0	0.0	0.0	13.26	11.79	12.91
Ppig	0.0	136.93	0.0	39.75	0.0	2.49	23.0	470.94	0.0	0.85	0.0	0.0	0.0	166.62	0.32	50.3	100.27	0.0	88.27	1.07	0.0	0.0	0.1	0.0	0.0	51.92	0.0	28.16	3.63	0.17	185.62	28.75	323.59	4.63	3.05	0.11	0.0	0.0	0.0	32.22	40.45	45.65	44.32	50.55	36.28	38.95	39.92	15.81	32.2	25.47	29.83
Prrc2b	0.0	49.88	0.0	0.0	0.05	0.0	8.18	196.94	0.0	0.0	0.0	0.0	13.28	0.0	0.0	26.61	9.91	0.24	0.04	0.0	0.0	0.0	0.0	0.04	0.0	0.02	0.0	1.02	0.05	0.26	0.03	59.17	0.0	0.0	0.0	0.0	0.0	0.0	20.3	0.5	9.42	19.75	14.8	16.39	19.73	15.9	39.48	2.59	152.07	147.26	157.09
Pygb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1112.84	0.0	0.16	0.0	350.54	549.08	206.04	0.18	4.56	1.34	24.5	0.08	0.0	0.0	0.0	0.0	34.83	0.0	0.0	0.0	0.0	6.03	0.0	211.0	59.0	0.13	0.0	0.0	0.0	0.0	39.4	0.0	67.36	0.82	8.75	5.18	10.12	7.84	6.02	0.0	0.0	122.1	133.81	129.61
Rdh11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1355.91	0.44	0.19	0.0	0.0	0.0	0.0	0.0	17.34	9.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	625.2	0.0	0.0	0.23	0.24	0.0	0.0	0.0	0.0	788.28	0.0	0.0	0.0	0.0	24.23	15.01	38.15	10.2	16.76	32.43	21.75	0.0	0.0	29.76	27.14	24.65
Rdh12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1132.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.32	2.17	1.67	5.05	0.0	0.0	2.26	2.41	1.9
Rnf150	0.0	0.75	0.0	0.13	0.0	0.0	0.0	4.47	0.3	0.14	0.0	2.46	0.17	0.07	0.07	3.33	2.26	0.0	0.19	25.1	0.74	0.03	0.52	0.05	0.0	0.03	0.0	0.77	0.07	0.29	0.03	0.22	0.0	0.0	0.0	0.0	0.09	0.06	0.0	0.82	4.16	2.62	2.53	2.38	3.84	3.33	0.01	0.04	27.74	26.88	27.89
Rnf181	0.0	230.39	0.0	0.0	0.0	0.0	0.0	1122.52	0.0	0.0	0.0	0.57	0.0	6.04	0.5	155.14	117.18	1.0	0.0	56.38	852.17	0.0	1.43	0.0	0.0	0.0	0.0	0.78	98.18	721.47	210.38	126.91	0.0	0.0	0.0	1004.05	0.0	0.0	0.0	2.75	199.92	172.21	225.61	204.16	218.08	242.22	18.91	0.0	91.55	91.68	85.55
Rsl1d1	0.0	73.48	0.0	0.25	847.3	0.0	658.29	840.78	2.24	0.33	358.87	0.0	98.95	0.0	0.0	104.3	198.45	0.0	0.53	0.0	0.42	0.0	769.36	0.58	0.0	0.0	0.0	450.53	0.49	1.41	6.41	41.95	0.0	440.94	0.0	0.0	0.0	0.0	0.0	64.55	144.45	145.36	144.36	143.33	138.62	165.83	349.79	253.33	57.63	57.09	54.37
Rsph9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1208.4	927.5	0.0	0.0	0.0	0.0	602.54	0.0	12.18	52.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.39	0.41	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.8	73.46	65.91	52.24	117.7	84.19	0.0	55.6	17.32	19.15	18.1
Sdad1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	393.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.21	3.53	0.0	0.13	0.0	0.0	0.0	69.85	0.21	82.98	0.0	0.0	0.14	85.72	0.07	0.0	3.9	0.0	0.0	0.18	0.0	0.0	0.0	68.41	7.85	7.3	7.74	4.38	10.89	7.4	4.73	0.0	0.09	14.3	14.63	14.09
Serp1	0.0	5.21	92.09	0.0	439.2	0.0	0.0	1052.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.72	5.19	0.0	0.0	0.0	0.0	0.0	0.0	0.14	138.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	776.33	35.15	0.0	0.0	0.0	0.0	126.54	0.0	14.92	2.64	5.36	8.06	7.89	4.41	0.0	0.0	46.41	47.54	42.93
Shc2	0.0	7.33	0.58	0.21	0.65	1.69	5.91	395.68	1.08	0.3	1.81	5.13	0.0	0.69	0.0	1.15	5.04	0.51	0.53	6.9	0.4	4.19	1.22	1.0	0.87	1.11	0.65	0.96	0.49	0.78	0.15	86.4	0.84	0.28	0.54	2.31	0.15	0.0	0.0	21.7	1.94	3.34	4.52	4.89	3.83	4.98	1.82	0.89	33.75	38.41	36.5
Shpk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	500.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.01	3.37	3.22
Sirt7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	538.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.1	36.39	0.0	0.0	0.0	0.0	0.0	169.4	0.0	0.0	459.59	418.44	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.86	1.19	3.2	11.38	7.76	8.13	11.28	0.0	8.32	42.98	45.07	44.95
Slc35d1	0.15	0.0	0.0	0.25	0.0	0.0	0.0	551.4	171.81	0.0	0.0	0.0	0.0	0.15	0.0	28.89	9.87	0.0	0.0	0.07	1.11	0.0	186.26	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.2	0.84	0.31	0.0	0.0	0.13	0.0	0.0	0.0	0.0	13.67	1.34	6.54	9.09	5.57	9.83	0.0	0.0	9.42	9.47	8.83
Slc39a13	0.0	142.29	0.0	0.0	0.0	0.0	0.0	358.59	0.0	0.8	0.0	3.44	0.0	0.0	0.0	15.18	1.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.54	0.0	0.0	0.0	0.0	0.0	0.0	36.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.03	1.01	6.16	4.8	0.92	1.82	3.07	24.95	0.0	20.37	21.2	19.82
Spna2	82.39	155.63	0.0	0.11	0.06	0.0	13.1	199.05	0.0	0.04	3.68	0.0	0.0	0.0	29.5	83.27	63.63	0.17	0.08	0.0	0.0	0.0	0.08	0.22	0.0	0.02	0.0	0.13	0.24	0.09	0.07	33.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.98	37.97	48.17	36.91	55.17	49.26	49.64	0.04	2.28	422.57	425.73	438.26
Srsf1	0.0	167.19	0.09	0.0	0.0	0.0	0.0	897.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.67	26.12	0.0	0.0	4.53	0.15	0.0	3.91	0.07	0.0	0.0	0.0	0.07	0.1	0.0	0.39	24.87	0.0	0.0	0.0	0.0	0.12	355.54	0.0	7.11	10.48	17.19	19.54	26.17	11.77	15.34	58.02	76.21	87.9	85.06	85.18
Ssbp1	0.0	50.86	307.87	0.0	409.09	205.61	0.0	1737.86	0.0	19.27	0.0	0.0	0.0	0.0	54.06	90.36	106.83	0.0	0.0	59.73	463.22	418.09	0.0	0.0	0.0	0.0	736.9	34.29	243.93	1.03	0.2	0.0	0.0	0.0	0.0	54.81	53.69	0.0	0.0	44.3	61.6	107.44	89.05	100.77	94.51	69.5	3.39	0.0	20.21	20.47	22.37
Syde2	0.0	0.0	0.0	0.0	0.0	0.0	14.17	117.13	20.88	0.0	0.0	0.0	0.0	23.73	0.0	0.0	1.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.86	0.43	0.75	0.0	0.0	1.8	2.05	1.97
Tbkbp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.66	0.0	0.0	0.0	0.0	0.0	0.49	0.0	3.29	0.08	0.0	0.0	0.0	0.0	0.0	4.04	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.66	0.09	0.0	0.1	0.0	0.0	34.8	38.98	38.2
Tbl1xr1	0.0	9.58	0.0	0.0	7.29	0.0	0.0	343.65	169.89	0.03	0.0	0.12	8.62	0.47	0.17	16.58	5.28	54.6	0.13	3.72	0.19	0.0	0.08	8.53	8.55	88.46	0.07	0.09	0.17	0.22	0.24	5.2	0.01	0.0	0.0	0.0	0.0	26.6	24.11	0.0	17.78	14.2	7.91	12.92	14.34	15.26	10.12	40.59	25.02	22.94	26.18
Terf2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	455.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16	7.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.6	0.0	0.22	4.36	2.5	8.7	9.72	9.46	7.48	0.0	34.75	36.58	32.66
Tmem229a	0.0	0.0	0.0	0.0	0.09	0.0	0.0	606.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.35	0.57	0.0	0.0	0.0	0.46	0.0	0.13	0.0	0.0	0.04	0.0	0.0	1.1	0.29	2.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.86	5.87	4.05	0.05	0.47	1.78	2.3	0.0	0.0	31.79	30.8	35.7
Tmem44	0.0	173.98	0.0	0.0	0.0	0.0	0.0	370.21	0.0	0.08	0.0	0.0	0.12	102.48	0.14	16.94	3.6	0.0	0.0	0.0	0.0	0.0	0.06	0.08	2.01	0.08	0.0	14.39	0.2	0.0	0.38	8.58	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.09	0.0	0.46	0.07	1.31	2.11	0.0	0.0	51.46	50.41	52.58
Tomm22	0.0	256.93	0.0	0.0	0.0	0.0	0.0	2061.91	0.0	0.3	15.58	4.72	0.0	0.0	0.69	293.05	166.17	0.0	0.0	0.0	832.36	187.12	1.95	960.94	0.0	0.0	0.94	0.36	0.0	0.75	389.84	8.12	527.83	0.0	0.0	0.0	0.61	0.0	441.0	69.67	271.4	258.67	217.97	167.89	165.58	148.81	299.79	0.0	106.8	103.7	101.8
Trappc6b	0.0	657.18	0.0	0.0	0.0	100.56	79.28	1600.61	280.94	0.25	0.0	0.0	0.0	0.0	0.0	61.92	80.19	0.55	333.35	0.0	0.0	0.0	0.0	0.29	0.0	187.01	0.0	0.0	0.0	0.0	94.45	354.31	0.0	0.0	0.0	0.0	0.0	163.09	434.1	50.84	84.23	83.78	85.61	77.91	73.15	52.24	6.98	111.63	119.23	116.89	110.37
Tsc22d1	0.31	271.94	0.0	0.0	0.0	0.0	102.58	1111.83	0.0	0.35	0.0	0.0	0.0	0.0	0.0	101.62	167.13	0.42	0.19	0.0	0.0	0.0	0.0	0.22	0.0	0.11	0.0	0.22	551.73	0.69	0.18	305.07	0.0	0.47	0.0	0.0	0.0	0.0	0.0	61.9	195.09	149.86	187.01	532.63	517.41	558.69	88.57	106.36	468.35	489.61	431.55
Ubr7	0.0	0.0	0.0	171.94	0.0	0.0	0.0	613.83	47.24	0.0	0.0	0.0	0.0	0.0	0.0	0.68	3.1	38.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.33	0.0	26.04	0.05	0.0	189.54	0.08	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	14.44	11.56	10.23	22.88	14.16	14.18	0.0	0.0	37.63	37.28	35.69
Usp36	0.0	0.0	0.08	2.19	0.0	0.0	0.11	333.4	0.0	0.0	0.0	0.0	0.0	0.0	0.12	9.71	5.03	221.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.03	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.23	4.74	3.0	4.58	3.64	4.59	0.0	0.0	22.17	21.31	21.15
Usp53	0.0	19.81	0.0	0.0	0.0	0.0	0.0	484.35	11.74	17.96	0.0	0.0	130.44	0.0	0.0	32.91	6.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.09	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.34	12.89	6.36	8.04	7.07	5.33	0.0	0.0	11.95	9.78	11.32
Usp54	0.0	0.0	0.0	0.0	0.07	0.5	0.0	304.2	0.0	0.0	15.71	0.0	0.0	0.0	0.0	15.07	4.56	0.0	0.1	0.0	49.05	0.0	0.0	0.0	0.0	0.0	0.0	154.25	0.0	58.63	0.0	0.07	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.09	2.33	0.04	2.1	3.58	2.56	2.16	0.0	0.0	27.66	27.02	29.89
Xbp1	0.0	132.86	1.03	329.04	0.0	0.0	0.0	1032.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73	38.83	0.0	1.09	0.21	0.0	0.0	0.0	0.0	0.0	201.64	0.0	0.0	0.2	1.24	0.0	2.89	0.0	0.0	31.58	225.73	0.0	0.0	0.0	49.58	28.21	20.44	12.21	29.08	16.24	38.04	0.0	9.43	102.75	92.1	84.98
Zbtb44	1.55	2.26	15.76	27.82	1.75	0.95	1.2	262.93	2.59	2.35	2.32	1.16	9.74	2.28	1.59	10.03	6.57	2.93	7.44	0.96	2.26	1.32	2.72	1.31	1.78	1.27	1.66	19.9	2.3	2.66	0.55	6.53	1.1	1.17	1.75	79.76	0.41	0.5	1.0	5.12	9.11	3.14	6.64	13.83	7.74	7.1	6.46	0.35	7.97	7.7	8.17
Zfp28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	504.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	0.0	0.0	1.48	1.5	0.0	0.0	5.99	6.63	6.11
Zfp456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1039.74	0.0	65.84	0.0	0.15	0.0	0.0	0.0	1.01	1.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	0.15	4.91	1.73	1.69	2.08	0.0	0.0	1.05	0.98	1.08
Zfp641	0.0	3.74	0.0	0.0	0.0	0.0	0.0	726.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.01	0.0	0.0	0.0	0.0	51.81	0.0	0.0	0.0	0.0	0.1	0.15	0.08	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	3.43	5.48	5.01	2.44	1.69	0.0	0.0	10.49	9.0	10.28
Zfp758	0.0	2.99	0.0	0.0	0.0	0.16	0.0	856.23	0.0	0.0	3.64	0.0	0.0	117.85	0.0	0.71	7.45	0.0	84.94	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.47	0.0	0.0	0.0	0.0	0.0	0.0	41.95	0.0	25.39	23.64	5.22	5.47	27.4	11.16	8.64	0.0	0.0	6.47	4.13	5.04
Zfyve21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1451.12	727.08	239.56	0.0	0.0	501.34	0.0	0.53	45.09	0.0	0.53	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.12	1.81	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.57	2.42	0.27	0.0	0.0	19.72	20.37	19.42
Zik1	0.0	26.88	0.23	0.22	0.0	0.0	0.57	4.61	0.51	0.47	0.28	1.02	0.87	0.22	0.1	1.87	2.2	0.61	0.28	0.29	1.05	0.0	0.68	0.0	0.45	0.04	0.14	1.98	5.17	1.45	1.04	5.31	0.0	0.03	0.0	2.79	0.0	0.0	0.0	0.29	13.14	8.97	13.54	18.44	13.12	16.2	0.06	0.1	10.96	10.3	11.39
