	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Chrna2_tdTpositive_cell_77	Cux2_tdTpositive_cell_98	Gad2_tdTpositive_cell_49	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_32	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_28	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_92	Sst_tdTpositive_cell_96	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Irgc1	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.31	0.34
Isy1	0.0	62.04	63.49	104.15	0.0	0.0	0.0	0.0	0.0	57.13	16.11	72.41	28.09	3.41	0.0	90.74	12.68	50.63	16.52	40.89	0.0	0.0	0.0	0.0	0.0	0.0	41.59	0.0	46.35	101.89	23.35	0.0	0.0	37.65	0.0	0.0	32.85	0.0	1.11	39.9	0.0	0.42	0.0	0.0	0.0	0.29	114.51	28.07	34.95	28.96	23.63	23.71	22.36
Itgb2	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1	4.51	4.2
Klhdc2	159.68	52.96	70.43	65.56	3.6	89.14	48.44	14.49	0.0	137.01	79.01	0.19	69.11	60.86	6.88	38.24	29.73	61.85	141.25	82.76	143.21	119.09	9.82	7.53	67.69	72.97	40.11	82.92	0.0	0.0	86.54	77.51	0.0	67.49	38.62	4.33	51.43	0.18	28.67	72.08	0.56	52.79	72.91	0.0	25.21	29.98	8.17	50.66	61.55	62.79	165.5	178.24	167.16
Klhl21	0.12	0.0	18.18	0.0	0.03	0.0	0.0	0.0	0.69	0.0	0.0	0.18	0.05	0.0	0.12	0.0	0.08	0.0	0.14	0.0	0.0	0.08	0.06	0.0	0.0	0.14	0.0	0.13	0.0	0.0	0.08	37.33	0.07	0.16	0.0	0.01	0.0	4.84	0.03	0.0	0.0	0.06	0.02	0.0	0.08	0.12	0.08	2.29	0.57	4.61	15.22	15.42	12.53
Lrguk	0.0	0.0	18.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	1.39	1.0	0.96
Map4k2	0.0	0.0	74.55	0.0	0.0	3.75	0.0	0.0	62.51	1.02	3.86	0.1	5.12	0.86	0.0	0.0	0.0	45.19	4.14	0.0	0.0	0.0	1.36	0.0	0.0	0.0	33.83	0.0	43.83	0.0	0.0	0.0	20.96	0.0	1.86	0.0	0.0	0.0	0.0	0.0	18.58	3.05	1.27	0.0	0.62	12.32	3.92	0.36	0.42	2.54	56.75	58.43	62.84
Mctp2	0.0	0.0	10.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	7.73	0.0	6.99	0.0	0.0	0.0	0.0	0.0	0.0	1.96	0.0	0.0	0.0	1.27	0.35	0.0	0.73	0.65	0.73
Myh7	0.0	0.0	1.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.06	10.67	6.42	7.29
N4bp3	13.21	0.0	29.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	1.66	0.0	0.0	0.0	1.1	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.42	0.0	0.0	0.0	0.0	0.1	0.0	0.0	10.24	0.0	0.0	0.0	0.0	8.18	0.0	0.0	0.0	0.0	0.0	3.6	1.88	3.92	12.97	12.51	11.7
Ndc80	6.14	0.0	26.25	0.55	0.0	0.0	16.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.27	0.0	5.31	0.0	0.0	0.0	0.0	10.76	0.0	0.13	0.0	0.0	0.0	0.0	0.83	22.9	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.55	1.57	2.54	0.52	0.57	0.85
Npy	138375.8	359.05	173305.25	1.6	1.46	115124.65	12448.57	68542.73	14635.6	125016.83	149629.49	134232.96	116117.28	120987.76	122165.94	132052.33	117863.77	130527.91	173863.58	126989.03	45711.04	166048.87	115420.41	191162.16	154857.31	124150.07	134158.33	153405.37	147732.76	141010.39	110523.31	101137.64	151963.58	985.16	145032.54	28240.98	180453.32	92572.95	48343.46	128781.07	8484.11	137945.15	35571.91	95298.15	137580.94	65503.76	65353.97	0.6	0.0	0.7	214.21	196.57	200.76
Nrarp	0.0	0.0	12.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.4	24.46	23.76
Nrp1	0.0	0.0	20.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	7.97	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.03	0.0	0.0	19.81	0.0	0.01	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	86.26	70.4	65.12	19.07	17.16	18.39
Nynrin	0.34	0.0	7.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.51	0.0	5.88	0.1	5.65	0.0	0.2	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.32	4.88	4.92	4.96
Otog	0.0	0.0	0.07	0.0	0.04	0.03	0.0	0.0	0.0	0.0	0.01	0.06	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.03	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.02	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.03	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.07	0.0	0.04	0.06	0.05
Pcdha4-g	0.0	0.0	35.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.84	1.36	2.18
Pde3a	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59	1.25	1.62
Postn	0.0	0.0	3.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.29	1.25	1.39
Ppp1r13l	0.0	0.0	26.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.1	0.0	0.0	2.86	3.32	2.47
Pus7l	0.0	0.0	10.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.45	0.0	0.0	0.63	0.97	2.19	3.05	2.94	3.36
Pvr	2.44	19.0	43.56	0.0	0.38	0.0	0.0	0.0	41.59	0.0	3.12	0.0	14.53	0.0	0.0	0.0	0.1	1.08	0.0	0.1	0.0	42.07	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	2.01	0.0	0.0	0.0	0.0	3.28	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.95	1.61	0.0	1.96	5.24	4.32	7.31	7.36	6.8
Pygb	50.24	20.42	110.79	21.84	22.14	61.32	1.77	0.0	0.0	0.13	15.33	110.42	1.23	0.0	2.68	2.09	0.0	47.71	0.13	44.67	0.0	33.83	0.25	0.0	0.0	0.0	23.12	0.0	94.95	20.97	0.35	0.42	0.45	1.34	67.36	69.27	0.0	41.97	20.92	50.69	0.0	4.98	0.3	54.97	7.55	53.48	0.0	10.12	7.84	6.02	122.1	133.81	129.61
Qdpr	98.0	0.0	42.59	0.0	0.0	67.9	138.48	2.38	0.0	127.22	64.81	10.29	0.15	74.83	141.82	145.97	15.92	142.65	30.06	5.36	0.0	65.98	23.55	39.58	177.0	158.31	140.72	148.82	3.43	24.05	2.07	95.75	254.23	60.48	110.62	13.07	88.0	1.73	55.61	127.36	0.0	119.01	11.97	42.08	47.86	24.6	28.56	8.97	39.07	71.93	244.27	257.1	263.46
Rem2	0.0	0.0	7.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.18	1.3	12.0	15.76	12.6
Rtn4r	0.0	0.0	2.95	0.0	0.0	3.29	0.0	0.0	0.0	0.0	0.47	0.06	0.0	0.0	1.95	4.01	0.33	0.0	0.0	0.0	0.0	0.87	0.0	0.81	0.0	0.0	1.12	11.08	1.1	0.0	0.08	0.0	0.13	6.81	0.0	0.0	22.32	0.0	0.0	6.96	0.0	0.0	0.0	0.0	0.33	0.0	0.0	1.45	4.64	3.74	85.39	99.78	92.33
Samd4	0.67	8.4	39.16	0.0	5.74	33.01	0.0	0.0	0.0	0.0	6.24	5.48	0.37	13.94	0.69	7.84	2.93	14.48	0.0	0.0	0.0	2.65	0.11	0.0	12.98	0.0	0.0	0.29	0.0	0.0	7.06	0.0	0.0	2.71	4.76	0.0	0.48	4.5	0.0	3.34	5.88	4.5	0.0	8.93	7.18	0.28	0.0	2.19	2.68	0.94	15.41	13.31	14.14
Slc16a1	0.0	0.0	1.07	0.0	0.08	1.37	0.0	0.0	0.0	1.35	15.07	2.38	16.82	4.55	1.19	2.15	0.2	0.25	0.72	0.0	0.0	17.93	1.02	0.38	32.77	0.91	1.31	3.24	0.46	1.29	0.0	0.42	0.66	4.12	0.0	1.47	2.46	0.0	0.45	0.0	0.0	0.89	0.0	0.73	0.14	0.0	0.0	4.88	6.71	3.97	23.48	23.61	24.18
Slc27a1	0.17	0.4	0.25	0.73	2.09	0.14	34.09	1.16	1.72	1.05	0.05	8.11	0.16	0.52	0.62	0.0	0.11	0.36	0.0	0.51	0.12	0.0	0.15	0.1	0.1	1.24	0.08	0.42	0.5	0.42	0.13	0.24	0.37	3.6	0.6	0.86	0.17	0.84	0.35	0.37	0.27	0.4	2.48	0.36	0.0	0.49	0.14	3.27	3.14	3.15	59.69	63.37	60.96
Slc38a8	0.0	0.0	0.38	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.31	0.12
Slc41a3	0.0	0.0	37.2	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.05	0.02	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.52	0.24	0.0	0.0	0.0	7.22	13.27	0.0	14.25	0.15	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.17	0.0	0.0	0.0	1.08	6.61	5.04	5.76
Slc4a4	47.44	0.0	83.77	0.0	0.0	11.78	0.0	0.09	0.0	1.01	13.12	0.5	11.16	1.54	7.24	13.74	11.72	10.96	18.17	56.95	0.04	10.96	0.42	30.2	12.56	36.62	14.47	23.36	5.0	0.0	6.55	19.05	3.39	0.31	0.0	0.0	17.73	0.0	0.03	22.36	0.0	14.28	0.0	22.81	4.1	0.0	0.0	1.63	2.02	1.14	69.79	64.08	73.14
Smtnl1	0.0	0.0	7.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Spata13	0.0	0.0	6.38	0.0	0.0	3.66	0.0	0.0	0.0	0.07	0.0	0.02	0.0	0.0	7.53	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	1.11	12.24	0.0	0.0	0.0	0.0	0.0	3.69	0.0	1.38	4.02	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.23	0.14	5.93	6.29	6.39
Spats1	0.0	0.0	44.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.07	1.08	0.0	0.0	2.14	0.0	0.0	0.0	0.0	28.67	0.0	22.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	2.14	0.93	3.64	4.0	3.16
Ssh1	0.0	0.0	5.59	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.17	0.15	0.0	0.0	0.65	0.0	0.0	1.08	0.0	7.5	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.09	0.11	0.22	8.39	8.3	9.42
Stx1a	80.62	4.39	88.5	27.19	0.0	79.48	24.16	24.34	0.0	54.83	0.65	114.19	49.38	37.25	33.41	92.53	99.63	23.53	194.11	59.15	5.77	82.53	114.05	81.27	1.37	286.6	51.32	5.54	86.1	51.08	175.88	78.79	110.75	117.9	0.0	79.44	122.38	0.33	47.03	118.53	0.0	0.11	28.89	42.1	71.64	95.23	0.0	343.12	421.97	407.58	316.19	325.03	318.03
Sv2b	28.01	0.0	7.01	0.0	0.0	2.67	0.0	14.4	0.0	0.0	25.64	32.64	75.2	0.12	0.9	52.22	0.22	54.8	2.5	1.52	0.0	24.51	0.22	33.47	70.69	30.05	42.94	14.64	55.78	32.6	1.44	12.27	37.25	72.32	0.75	0.0	31.88	0.19	0.02	48.91	0.0	47.28	0.0	43.22	0.23	0.09	0.08	249.69	166.21	194.14	302.25	285.41	283.79
Tmem165	0.0	0.0	6.56	0.0	0.0	0.0	0.0	10.04	0.0	1.34	16.21	0.0	0.0	32.79	16.56	3.3	1.45	0.0	22.37	0.0	0.0	19.07	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.0	0.87	0.0	11.58	0.0	0.0	0.0	0.0	4.4	2.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.53	8.79	5.55	31.05	35.36	33.4
Ttc7	0.0	0.0	5.88	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	3.74	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.96	0.74	0.45	6.53	5.61	7.2
Tubal3	0.06	0.0	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.04	0.03	0.0	0.05	0.38	0.1	0.0	0.0	0.0	0.0	0.11	0.19	0.0	0.06	0.14	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.06	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.06	0.0
Vav2	0.0	0.0	24.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.0	7.34	7.05	7.96
Wdr65	0.0	0.0	26.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.75	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	1.93	0.0	0.0	0.0	0.0	0.0	0.0	1.05	0.69	0.84
Yy1	0.0	0.0	15.67	0.0	0.0	0.0	0.0	0.0	0.0	46.75	0.03	0.0	0.0	0.0	1.56	33.34	0.0	10.69	0.0	0.0	0.0	8.64	0.0	0.0	0.0	36.32	0.27	0.0	0.0	0.0	0.07	0.0	0.0	18.9	0.0	0.0	10.18	0.0	0.05	1.39	0.0	0.0	0.0	0.0	0.0	0.0	0.38	4.0	7.73	4.35	46.68	50.96	49.38
Zfp185	0.0	0.0	4.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.19	1.46	0.89	0.81	0.89
Zfp691	4.11	0.0	13.39	0.0	0.0	0.0	0.0	0.0	0.0	6.45	0.0	0.0	0.0	5.06	1.7	0.0	18.03	0.0	0.0	0.0	0.0	14.91	5.08	0.0	0.0	0.0	0.0	0.0	0.0	2.81	0.16	4.44	0.0	2.82	0.0	0.0	0.1	0.0	0.23	1.88	0.0	0.0	2.51	0.0	0.0	2.39	0.0	2.85	2.87	5.36	4.83	5.04	4.97
Zfp786	0.0	0.0	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	18.99	0.0	0.0	0.0	0.0	6.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63	1.82	0.86	3.94	4.5	3.2
Zfp961	0.0	25.77	50.12	0.0	1.12	0.1	0.0	1.67	0.0	81.5	0.09	0.04	0.0	0.0	0.71	0.0	0.0	0.0	66.49	2.47	0.0	83.35	0.0	0.0	0.0	0.0	0.0	47.04	26.56	0.9	49.4	25.54	0.0	18.39	28.85	1.14	0.0	0.25	80.58	27.23	0.0	1.87	0.0	0.14	0.11	0.0	0.0	23.49	19.12	13.29	10.09	9.65	9.78
c16_LSU-rRNA_Hsa	216.7	206.62	291.03	298.47	179.46	206.3	406.3	271.15	221.71	231.98	182.92	241.37	362.2	283.44	256.63	311.98	171.06	215.45	278.78	222.92	167.6	200.34	252.32	154.03	571.26	307.23	314.31	292.33	218.51	311.7	177.15	201.21	167.49	614.08	239.46	249.54	181.58	180.58	366.47	227.8	244.48	233.66	236.12	186.8	246.35	124.4	128.78	4078.37	3436.41	3239.78	922.7	980.77	1029.35
c6_LSU-rRNA_Hsa	237.04	154.04	274.78	199.0	122.52	239.73	196.19	181.02	73.75	290.56	153.67	225.57	343.19	237.48	298.17	287.83	283.56	258.64	319.08	234.18	106.08	209.25	302.22	120.51	588.84	363.68	318.11	297.8	191.34	333.95	238.93	232.07	218.09	498.25	226.06	212.24	199.2	97.2	404.03	224.44	153.32	185.02	231.73	95.57	199.73	138.4	109.94	2823.89	2178.25	2269.48	312.44	307.06	347.86
c9_LSU-rRNA_Hsa	170.18	190.92	258.79	218.56	253.72	200.86	232.57	186.4	151.64	232.42	164.6	205.15	332.18	218.61	322.55	262.54	224.59	272.67	273.92	264.79	168.1	207.24	301.63	130.94	535.47	350.63	266.47	259.32	179.2	301.16	196.78	174.59	207.33	649.08	271.34	209.49	174.73	247.27	329.01	184.75	164.41	215.1	230.65	177.27	159.68	130.29	115.13	3836.05	3013.32	3066.88	591.27	523.27	614.46
